OBJECTID_1,FEATURE_TY,COUNTY_FIP,ROAD_NAME,GlobalID,last_edited_date
1,City Street,057,Baxter Ave,{A8C87383-93AF-4499-9A8F-F6B8DBA18D79},
2,City Street,063,College St,{7B9CCE2F-446D-488E-837F-3E39995E6792},
3,City Street,063,Main St,{970DD33F-B1A0-44E4-8A3D-E953C2C6A22A},
4,City Street,067,Cherokee St NE,{59BB48D0-A1B0-4E27-A8C0-3EF452056418},
5,City Street,067,E Park Sq NE,{4CB7DE70-901E-4868-B663-401121701F54},
6,City Street,067,W Atlanta St SE,{2111D52E-3888-4C69-AA8E-841CC9595AD6},
7,City Street,089,DeKalb Ave NE,{5919B5AE-01AF-47E8-ADF3-E250F2DCE7C5},
8,City Street,089,E Howard Ave,{33CF74BF-0BC2-457D-A9F6-CF7CC0C63DD1},
9,City Street,089,Main St,{46727459-0073-46DE-9E1B-FEE963850539},
10,City Street,089,N Candler St,{D65128A8-536D-4419-B5F0-CF08DDD86A2C},
11,City Street,089,Peachtree Rd,{11021C58-D5A8-402F-9447-ABC9EE370FB0},
12,City Street,089,Rock Chapel Rd,{ADCD808E-F728-4586-B635-841693E6EEE4},
13,City Street,089,S Candler St,{BCA08B9B-7E74-4097-95B8-71222A7A651F},
14,City Street,089,W Howard Ave,{3750C163-C2D1-44A0-8F93-C4A5B14A51E5},
15,City Street,121,Bolton Rd NW,{44E2AEEC-4DF2-41A4-9BF3-A3C9E5B8CE2E},
16,City Street,121,Capitol Ave SW,{6A8ED64F-D5DD-4D9C-8327-6AB2B9DF35FF},
17,City Street,121,Claire Dr SE,{D0E99927-E071-4F3D-B5A9-66BDA68D3B91},
18,City Street,121,Decatur St SE,{667A636D-8AB0-4348-82C6-86C2EF6CB8E3},
19,City Street,121,DeKalb Ave NE,{54AEF9C8-AD6A-4259-8AA7-2259EAAE38E5},
20,City Street,121,Dover Rd NW,{5163B2F4-F3BF-40CD-BE16-7A34ECB67070},
21,City Street,121,Fulton Industrial Blvd NW,{D8F64911-52E7-45F3-A795-7A01BDF8A9E4},
22,City Street,121,Gray St NW,{84280EC1-8931-42B6-8BAB-0F5251D23ECA},
23,City Street,121,Houze Rd,{6CAF5827-1F4E-4D0A-9291-5DFE85FD6A58},
24,City Street,121,Jonesboro Rd,{5328AFCF-5FF8-406D-BAAF-FC6B444A2AD8},
25,City Street,121,Lakewood Ave,{242ED17B-D994-46C5-A201-5826C78DD9C2},
26,City Street,121,Magnolia St,{1A808EB5-B006-422B-B891-2B907B64624C},
27,City Street,121,Marietta Blvd NW,{8EA9B800-D846-4059-AB8A-220389314065},
28,City Street,121,Marietta St NW,{B106C87C-C40E-43C7-BCA2-EA52D325AE6E},
29,City Street,121,Martin Luther King Jr Dr,{565FF6C7-C5AB-4E04-B20F-C9972C683798},
30,City Street,121,Mimosa Blvd,{ADE670E8-76AE-434E-B9AC-55DA08327E72},
31,City Street,121,Moores Mill Rd NW,{DE3F19DE-B623-4E11-B28D-3297E59AC0A7},
32,City Street,121,Pine Grove Rd,{FF19574A-AD0F-4C4A-9FE0-2A427CE5B818},
33,City Street,121,Ponce de Leon Ave,{71E5EE46-43F5-4E38-94BE-FA577BC356B8},
34,City Street,121,Ridge Ave SW,{7A05DE88-8E9C-4C79-BD9D-97EB073B64C7},
35,City Street,121,Senoia Rd,{53D3A6DF-1726-4B0C-AE3A-4C8C4E42532D},
36,City Street,121,Simpson Rd NW,{BB87CE7F-DDBB-4773-9126-3FB7820C9C41},
37,City Street,121,Watson St,{AB7B17BB-A9E1-443F-9F49-B9CC6D84C486},
38,City Street,135,Rosebud Rd SW,{44050789-D36F-4A47-B92C-5059C78A8CDC},
39,City Street,151,Lawrenceville St,{6E4BB85A-7B37-4F06-805B-6DB96B16C92F},
40,City Street,247,N Main St NW,{D93FEF64-4179-4930-B408-26B72A0F3343},
41,County Road,057, ,{A24467FF-3818-4066-9FA3-A8382BF8C71A},
42,County Road,057,Bells Ferry Rd,{6CBB0A1F-26B9-4558-9995-727C6CDCF151},
43,County Road,057,Canton Rd,{37E39280-01F7-4A82-A801-75676E10D05E},
44,County Road,057,Canton St,{9D41DAD6-5D47-406D-97AA-2CCE796545DD},
45,County Road,057,Holbrook Campground Rd,{F8E41F7C-0DC0-441E-AD5D-9BAE348A1BDF},
46,County Road,057,Holly Springs Pky,{2D38F222-97FA-4315-8AD2-EEB28E8C28C9},
47,County Road,063,Bouldercrest Rd,{06166A63-B45A-40A1-8753-A37046718553},
48,State Highway,227,State Route 5 (Alt),{4FB1426C-260E-4CAF-B0B0-7222B6BA2275},
49, ,139,Mcever Rd,{5A15991F-F3A3-44D4-BE56-FC79879DAB73},
50,State Highway,097,Liberty Rd,{B842D8FE-D2F9-4CB6-9ACA-A9644482B018},
51,State Highway,121,Madeira Ave NE,{5D8B12AB-4D59-4CD9-B8D5-B4A35352FCCC},
52,State Highway,121,State Route 42 (conn),{6FEF56A0-29A2-4A5D-AAEC-6ED259A4EBE1},
53, , ,Old Covington Hwy,{5DBFAAF9-3C28-4F22-9383-27FBE1C2F648},
54,State Highway,121,Old National Hwy,{774450F6-F71F-4F9A-8D0A-A3CB870D4FBB},
55,City Street,121,Campbellton Rd SW,{38378FF3-2AFE-4437-A10D-02EB0D9C8E67},
56,City Street,121,Campbellton Rd SW,{27B23DFA-8E58-4966-9057-DE78DD59F420},
57,City Street,121,Howell Mill Rd NW,{65E69085-241E-41F9-BBB1-C059C15690D7},
58,County Road,063,Clark Howell Hwy,{337BC3B1-FE21-4557-81AE-4F72FDA5F7CF},
59,County Road,063,College Park Rd,{C5F9AC0F-3148-4EDF-B8D8-D64221124907},
60,County Road,063,College St,{CB001BBD-AB69-45CE-B1E9-87EA3918A056},
61,County Road,063,Conley Rd,{C2002F34-5138-41B1-B2E7-2FA33F369730},
62,County Road,063,Ellenwood Rd,{B4FA5A11-87C4-4CE1-AAE3-BDC1A085D946},
63,County Road,063,Flat Shoals Rd,{04795D8A-1B3E-4527-A1B6-78D2CFA4A490},
64,County Road,063,Forest Pkwy,{5A38A140-7694-4D3D-9478-F84C63B1B1DF},
65,County Road,063,Jonesboro St,{828EA730-6D11-4B73-AF0C-78D6134BAE6D},
66,County Road,063,Lake Jodeco Rd,{DE705858-56E7-4029-BAF5-CB96194A3E93},
67,County Road,063,Main St,{5B817680-2C23-4357-9B90-61E57D90D71A},
68,County Road,063,Mount Zion Blvd,{D397053F-8247-43B4-8EB6-078D4E945181},
69,County Road,063,Old Dixie Hwy,{252EA2D5-702A-4F91-B8FE-AE52528033DC},
70,County Road,063,Old Morrow Rd,{720EFF60-17CC-4BE8-8173-B1EFE9C093CC},
71,County Road,063,Panhandle Rd,{97C5870C-DA29-4A61-85A4-76989525C06E},
72,County Road,063,Rex Rd,{381732A9-4DA0-460F-A2FA-230FFB76082C},
73,County Road,063,S McDonough St,{1D773E58-FFDA-465B-9E13-06FB72A8E078},
74,County Road,063,Stockbridge Rd,{3B6863FF-9343-442E-9A04-1A819C20E7E8},
75,County Road,063,Sullivan Rd,{963E87F0-A4B8-4B85-B636-485BF164C3F3},
76,County Road,063,Tara Rd,{CFA065D6-D50B-444A-A6CF-4740803719DF},
77,County Road,063,Upper Riverdale Rd,{AD833844-9EC8-4B9C-A9C2-D80523243FD5},
78,County Road,063,Upper Woolsey Rd,{8C5EC08D-27C6-42A5-B0F1-82E04B0A0882},
79,County Road,063,Valley Hill Rd,{8D7DE9B2-24C9-4DF9-B737-BD67EAF490A2},
80,County Road,063,Woolsey Rd,{D4854297-2C32-4F62-8FB7-4BC0B9E97694},
81,County Road,063,Wright Cir,{4485AA36-42F1-45B2-B1E9-F4C5FBD6656D},
82,County Road,063/151,Jodeco Flippen Rd,{AC90E4B9-936F-49AE-93CF-4422E49F1BD7},
83,County Road,067,Big Shanty Rd NW,{B001D069-8D88-4D19-ACBD-2BB954908B06},
84,County Road,067,Chastain Rd,{D6B97C85-E4E0-4F90-866A-E2C7129307A1},
85, ,297,Miller Bottom Rd,{78A563E6-EF89-41FF-B9A3-AEBB5EA1D62C},
86, ,297,Miller Bottom Rd,{D701A9C0-CECF-4AB4-9B23-318A0625BD52},
87, , ,Access Rd NW,{B21AB44C-DBFD-40C0-A328-D917AC960EC2},
88, , ,Hardwick Rd,{A98046F2-E863-4D66-AD78-724CC4DFA4FF},
89, , ,Old Covington Hwy,{124CD506-634A-4ED7-9D68-3B7659E576CC},
90, , ,Almon Rd,{E61971B1-629F-4626-8ABA-6CB9C351AAA0},
91,City Street,121,Howell Mill Rd NW,{21B14E64-66B0-42BB-AB8A-91F121C66327},
92,City Street,121,Howell Mill Rd NW,{36A1FFDA-E6A3-4A5B-8AC3-D38E75D603F0},
93,City Street,121,Piedmont Ave,{8C81C8FC-D82D-4A5A-800C-CB4F8F6F0B8C},
94,City Street,121,Piedmont Ave,{8D4406C6-D599-4B73-8E96-DCB182E8FEB3},
95,County Road,067,Davis Rd SE,{3160FBBE-1DAF-48A5-80B3-5D5FA84B2E88},
96,County Road,067,Delk Rd,{7BC1F3FF-1245-4C3F-A57B-CD1D44E7F129},
97,County Road,067,E Piedmont Rd,{BD7115E0-C2D3-4643-B794-BFE5CB669480},
98,County Road,067,Ernest Barrett Pkwy NW,{FDB16F4C-74D2-473B-85A3-D2E70C852543},
99,County Road,067,Factory Shoals Rd SW,{2DAE1A68-AC63-4D37-AC2C-CF4F18C5C7E4},
100,County Road,067,Jamerson Rd NE,{7C66DDAB-590C-48BF-9569-5F6D76D2E974},
101,County Road,067,Lower River Rd SW,{82C91202-B887-414F-A0EB-DBDBEE60F6FE},
102,County Road,067,Mulberry St SW,{FE440471-EC76-45F6-8D1D-14B626744A3C},
103,County Road,067,New Chastain Rd,{A2EC2DBD-7301-4EFB-BAD2-3430E5DFC9EB},
104,County Road,067,Old Brownsville Rd SW,{A3FB0948-B767-48A6-A4BC-7584FB43B516},
105,County Road,067,Rock Quarry Rd SW,{210B1021-7FA5-4156-8B6B-E8443AE6FB66},
106,County Road,067,Roswell Rd SE,{8E14C7BD-5C63-4489-811E-AC9B711B8B72},
107,County Road,067,S Atlanta Rd,{74C89279-F148-4033-BD01-35964196DF14},
108,County Road,067,Six Flags Rd,{54AF5300-0FED-42CD-B6FF-D326AE4107C5},
109,County Road,067,Spring St SE,{08207362-F6AE-403C-BFD9-0E6FC0DB17F2},
110,County Road,067,State Route 5 (Spur),{68419E32-FE23-42FD-9E15-5EB09251B6CC},
111,County Road,067,Todd Rd,{22CBCA64-1550-4CA5-B350-BFD680C593F4},
112,County Road,067,Windy Hill Rd,{3D344B18-1B21-4D3C-A149-D1229BB1E8B1},
113,County Road,089,Ashford Dunwoody Rd,{F3D701E0-7108-4EFC-B25C-67ECFC72F327},
114,City Street,121,Piedmont Ave,{A03DE727-ADA0-48DA-B8EA-AAB9BA22731E},
115,City Street,121,Piedmont Ave,{A59D472D-7B85-4CD2-A3E2-8EC8DEEBDF5A},
116,City Street,121,Piedmont Rd NE,{F5DBBBE3-C6D8-4616-B58B-1C838F874E74},
117,City Street,121,Piedmont Rd NE,{AECA6DC0-A753-44B3-A112-ABE5BC0862EC},
118,City Street,121,Pryor St SW,{491191CD-B184-41F2-B9A0-0DC036F14058},
119,City Street,121,Pryor St SW,{4950AC10-09C4-4015-9B23-B97518A11BCC},
120,City Street,121,Simpson St NW,{BCC10EEA-66C2-4EAC-A1F6-C20CA7439859},
121,City Street,121,Simpson St NW,{7AEB89EE-9284-4E3B-9719-E26EAE62C78E},
122,City Street,121,Simpson St NW,{55B42B65-6CE7-49AB-9E34-130F9707A715},
123,City Street,121,Simpson St NW,{CF11E5F4-861C-47C5-8808-0800330A4364},
124,City Street,121,Spring St,{34BB3625-36DC-40E6-B90C-7CB9E7D127BB},
125,City Street,121,Spring St,{462A7350-BAE1-4ECB-A3A8-8A6B8DB32CB7},
126,City Street,121,W Marietta St NW,{B95D6C78-8695-4AB2-B328-A5F264628484},
127,City Street,121,W Marietta St NW,{F1053656-B89C-41E2-9FB0-4542548E7621},
128,City Street,247,Milstead Ave,{03A9178E-DAE2-4336-82E8-541BDD07E927},
129,City Street,247,Milstead Ave,{5B817CA3-45B0-4ACB-8B77-E10F534D4586},
130,City Street,247,Milstead Ave,{196AFF4F-E107-49E7-98A5-53E02D66F88A},
131,County Road,089,Big Miller Grove Way,{1452B046-3C73-41DB-A05D-29BE10C98E41},
132,County Road,089,Bouldercrest Dr SE,{75F59FA0-0D36-4176-A2C4-4900EF58F680},
133,County Road,089,Bouldercrest Rd,{7DBFC40D-7A51-4A02-A7B4-804F86C90A08},
134,County Road,089,Cemetary Cir,{0FFE011C-00B5-4E76-AC06-FEB184E42A9B},
135,County Road,089,Chamblee Dunwoody Rd,{9623C58E-DB07-44FB-88E3-42C858475EFC},
136,County Road,089,Conley Rd,{236C2200-7C2D-45DF-BD23-D18D024ADB1F},
137,County Road,089,E Ponce de Leon Ave,{D1D2C6D2-15FC-4C66-A4CD-11D08881F150},
138,County Road,089,E Roxboro Rd NE,{F7764B0D-6510-4B31-9184-BEF42B4AAA84},
139,County Road,089,Flakes Mill Rd,{3F7FEF0C-3D66-41DB-8785-596400F3FEC5},
140,County Road,089,Flat Shoals Ave SE,{6615B5DE-CD36-4388-B63E-0CDD895F064D},
141,County Road,089,Max Cleland Blvd,{D76B16CC-D917-46F3-BB9B-21E3180481BC},
142,County Road,089,Memorial Dr,{A8AEA677-6120-46FD-9343-EF404A362AB9},
143,County Road,089,Mount Vernon Rd,{1EFB9603-60ED-43DA-961B-BC001B9FAA41},
144,County Road,089,Mountain Industrial Blvd,{EF85EA0A-E5C9-404A-9780-6068387B7794},
145,County Road,089,N Druid Hills Rd NE,{9FC7364C-8C0B-4A8B-B34C-7574439B7BA3},
146,County Road,089,N Hairston Rd,{655016BC-7FCA-46FF-9AF9-9E066F75F07A},
147,County Road,089,N Main St,{760F22A7-A7DD-44ED-9D9E-71BBFDCA5815},
148,County Road,089,N Mountain Industrial Blvd,{332DD83A-97FE-48AA-B576-F516224C9078},
149,County Road,089,N Shallowford Rd,{664C4D4F-2790-4326-A2C7-1C453C2C9C40},
150,County Road,089,N Stone Mtn Lithonia Rd,{C8A9205B-4EFC-4D87-A8C4-34DC423B693C},
151,County Road,089,Nandina Ln,{69128ADA-9C9C-4646-8E38-CB8736C02271},
152,County Road,089,Old Covington Hwy SW,{1345D858-34EC-4773-9598-01A31B8E112E},
153,County Road,089,Old Covington Rd,{1EE96A92-C2FD-4F7E-86EC-2435CAD56D11},
154,County Road,089,Panthersville Rd,{6EED2D36-DA75-4073-9909-8FAF53D77F59},
155,County Road,089,Peeler Rd,{2F5E3A4A-0EB3-4317-BC9A-D4DF3A9CCEA8},
156,County Road,089,Rainbow Dr,{ACCCBA69-1FCF-4921-8BAE-9598854D74CA},
157,County Road,089,Rock Chapel Rd,{2690C687-EEF1-4165-8607-6B86B68148A6},
158,County Road,089,S Hairston Rd,{780E59B4-3080-4372-ABF7-AA673BD7154E},
159,County Road,089,Salem Rd,{468FA1E2-6EF3-4920-B3F1-F75A1CCE0D87},
160,County Road,089,Shallowford Rd,{8950816B-0C01-4A2A-ABBC-1C54F89CC3BB},
161,City Street,247,S Main St NE,{42C475A6-B67C-4620-9521-23962AE0C9E5},
162,City Street,247,S Main St NE,{EC044F7F-C640-4058-B4F6-E1B79B0465BE},
163,County Road,057,Ball Ground Hwy,{F71F1178-F5DA-49C2-A073-BE3B4260BE40},
164,County Road,057,Ball Ground Hwy,{EDC1CEA3-07D0-46DE-BB0D-7132DB69C80C},
165,County Road,089,Snapfinger Rd,{EA4FB938-10BB-4967-AF8A-0EC78692970C},
166,County Road,089,Tilly Mill Rd,{17B278B6-6221-4506-9F6F-430A134851A7},
167,County Road,089,W Ponce de Leon Ave,{3CE6C347-22A7-497F-B829-2067FB86B4A8},
168,County Road,089,Wesley Chapel Rd,{C650C430-7304-465D-953A-22A18D9B2AA2},
169,County Road,089/121,Dunwoody Club Dr,{5B7C733C-72D2-4725-90C0-F83CBFE07309},
170,County Road,089/121,W Roxboro Rd NE,{6EFE2C3F-B0BC-45FD-BB80-15F74A7EAC2E},
171,County Road,089/135,Rockbridge Rd,{985F4F30-47FA-40CC-87AC-D0C2CE5F6EF4},
172,County Road,089/247,Pleasant Hill Rd,{4814612B-8E7F-40C4-A409-FD14C894A842},
173,County Road,097,Factory Shoals Rd,{ED5BEE2D-4432-4015-BA64-98FFFA6C0161},
174,County Road,097,Lower River Rd,{A7537EFC-0E40-42CE-9442-D7C08E8704E9},
175,County Road,097,Mount Vernon Rd,{1DF264E4-9B2B-401D-A9EE-5B5E49DEDBE9},
176,County Road,097,S Sweetwater Rd,{BB17D186-4319-4F11-AC0A-92FDCC4D62D9},
177,County Road,097,Thornton Rd,{8B8AE2F4-B4FE-4876-B59A-F222F80ABAA1},
178,County Road,113,Hampton Rd,{97C42E2E-0E82-46E5-8D70-FAE3B7B77683},
179,County Road,113,Jonesboro Rd,{2843C1CA-1079-4746-BA30-4CCCE7D7241A},
180,County Road,113,Massengale Rd,{3232578A-3091-4C26-863C-CF6867938585},
181,County Road,113,Westbridge Rd,{069DF3D7-5709-4187-936E-BD7E441F79E9},
182,County Road,117/121,Cherokee Trl,{D280C5A3-7D51-4153-8FC0-B3EE15541AA5},
183,County Road,057,Canton Hwy,{E1D2A088-6D22-45C4-98DB-17FC8539D524},
184,County Road,057,Canton Hwy,{CB4669DB-1653-4C8F-A9B3-8F887D6D6C23},
185,County Road,057,Canton Hwy,{7C0E680F-9829-4887-BFCC-2A2BEFC92210},
186,County Road,057,Canton Hwy,{5125D676-E266-4F80-89AF-B4461B36D163},
187,County Road,057,Canton Hwy,{0829865C-4B2B-4C37-A4D2-8F4C6C9193BC},
188,County Road,057,Main St,{6FB79AD7-A915-4CD0-B7CF-F1A3382955DE},
189,County Road,057,Main St,{37EDEF0C-6F10-42A3-977B-A97D6F623083},
190,County Road,057,Main St,{F2514350-5346-4F7E-8228-A1399B2AE675},
191,County Road,057,Marietta Hwy,{365448B2-0D2C-4260-90DA-8F6A4E6315BE},
192,County Road,057,Marietta Hwy,{8DE54AC0-EE74-4CC0-9EDA-8146F378045C},
193,County Road,057,Old Highway 5,{17916FFE-DEB7-4A5C-8DD8-4BCC30434FED},
194,County Road,057,Old Highway 5,{3980E85D-C354-4F6B-9CA9-384EBF5C51EF},
195,County Road,057,Old Highway 5,{9D6DC336-7593-4B4B-9282-D4BE4629B80B},
196,County Road,057,Old Highway 5,{93335EB2-BAF3-48EF-AF99-1FC3F199AE10},
197,County Road,057,Old Highway 5,{C72C8B30-92FA-4DDD-B66D-0620503BCDE2},
198,County Road,057,Old Highway 5,{FAFC2E62-AB17-442E-9A98-2E4C57CA617D},
199,County Road,063,Jonesboro Rd,{2092F929-2A2C-4558-8BC8-8B4118BB48C7},
200,County Road,121, ,{66143153-EE81-4AD6-A353-95B4DA714236},
201,County Road,121,Boat Rock Rd SW,{F682B56F-CEE8-4816-96C9-60419C5FD963},
202,County Road,121,Camp Creek Pkwy,{885FAB1C-7DE0-475B-A74A-76EBDFD4E610},
203,County Road,121,Dalrymple Rd NE,{964C3161-E629-4DE5-86DA-6E6032CBD5CE},
204,County Road,121,E Roxboro Rd NE,{81102056-7FD0-4B35-86FF-22DD38A18DF6},
205,County Road,121,Flat Shoals Rd,{378D8F10-C68E-4090-9E8F-58A142A4D2CB},
206,County Road,121,Jones Bridge Rd,{B311E8FC-A6D7-4371-8F52-9321DDFEB904},
207,County Road,121,Margate  NE,{20D53FDF-9409-454C-9383-03727F22589B},
208,County Road,121,Milton Ave,{BC2660AD-0602-42F6-A187-B69DC7E13EF6},
209,County Road,121,Mount Vernon Hwy,{72DA9F82-4B22-4032-B6D0-71B6EACD1544},
210,County Road,121,Mount Vernon Rd,{A14C6326-C9C5-48A4-AB8C-9E5A92BD6F0C},
211,County Road,121,New Hope Rd SW,{214E23EA-337C-4AD6-B0DB-248E660955EC},
212,County Road,121,Old National Hwy,{7EF015F0-0530-41CE-B0F4-32B102806952},
213,County Road,121,Powers Ferry Rd NW,{E463C84F-D385-4403-910B-544A1C7A1CC1},
214,County Road,121,River North Ct NW,{D54B09A2-E808-4CFD-8089-C7FA3E34FD6F},
215,County Road,121,Roxboro Rd NE,{0AF0709C-7334-435A-B41B-9545B287B605},
216,County Road,063,Jonesboro Rd,{01F5614C-F9A3-458A-AFB4-11A618B08404},
217,County Road,063,Mount Zion Blvd,{D6968AE7-397D-4143-8B82-E578ACF9EBCE},
218,County Road,063,Mount Zion Blvd,{75BBD7A7-8F63-440B-955B-3C2CFB641088},
219,County Road,067,Atlanta Rd SE,{62F1F011-6060-4004-8BE4-1298503F14AA},
220,County Road,067,Atlanta Rd SE,{1F9A9FB8-FA78-4CED-8F25-605EA20E1C85},
221,County Road,067,Atlanta Rd SE,{55391309-2700-4410-9D57-4991A557877F},
222,County Road,067,Bells Ferry Rd,{4C5806DF-E873-4B05-ACAD-126B40D16692},
223,County Road,067,Bells Ferry Rd,{3A9210D2-2A71-4D18-ABB1-D45A341973A0},
224,County Road,067,Brownsville Rd,{15D25703-F558-4456-B636-AA551F885ED1},
225,County Road,067,Brownsville Rd,{F3C9080A-6841-41EA-84EF-E9E6D0737FB4},
226,County Road,067,Brownsville Rd,{C57C51D0-AF42-40CF-966D-5F3C416B98AA},
227,County Road,067,Brownsville Rd,{1DD65F92-D52B-4CAD-8726-E2F9113AA4DF},
228,County Road,067,Brownsville Rd,{1693A8B8-3B3D-41BD-A45E-1A778F1328E9},
229,County Road,067,Brownsville Rd,{1BB49CC3-CFFF-48CA-8A6F-C1739F8E1D7B},
230,County Road,067,Brownsville Rd SW,{9167AE24-9C07-4C3E-8211-76AC4DC307F0},
231,County Road,067,Brownsville Rd SW,{C8716034-4072-49C3-BC13-075F7349D721},
232,County Road,067,Brownsville Rd SW,{AEB7C880-19FC-4E6B-89C3-31105F523783},
233,County Road,121,State Bridge Rd,{75DBBAF2-F649-4E57-A4FD-592996392814},
234,County Road,121,Westbrook Ave,{A78CDEEE-0EB2-4AAA-B17D-CE04D1CAF908},
235,County Road,121/135,Spalding Dr,{9EC7F7FA-C361-487D-B712-FDFA76124B33},
236,County Road,135,Congress Pkwy,{4102D26E-1E7A-4366-BB7B-267F385A0840},
237,County Road,135,Jimmy Carter Blvd,{3DEA577F-0A6E-4A29-92A4-F73996028E6B},
238,County Road,135,Lawrenceville Suwanee Rd,{F8E0113B-F260-4892-9E34-790E0C597F14},
239,County Road,135,Mcginnis Ferry Rd,{23BD6FBD-BB1C-42A5-8F55-839703510940},
240,County Road,135,Peachtree Ridge Ct NW,{8C377F93-A6DD-4AD7-9850-4A1A10EE3F26},
241,County Road,135,Peachtree Ridge Dr,{04BA380C-6270-4BB7-ABF0-42C161C17644},
242,County Road,135,Poplar St NE,{696FA6F6-A058-45E4-9943-7390E9E961D7},
243,County Road,135,Peachtree Industrial Blvd_,{3CBE3C0D-7CAD-4723-A3B9-F78CAE50BFC6},
244,County Road,135,Spalding Dr,{50AF534F-D996-4F47-A2B0-1E951AD14530},
245,County Road,135,Whitehead Rd,{0EEBF018-BEAC-42A5-BA97-F6F57FC54EA1},
246,County Road,135,Winters Chapel Rd,{BDF8135A-6E7B-4F79-8912-F9269341E208},
247,County Road,151,Eagles Landing Pkwy,{12345B66-1B5D-4407-809B-2D1395072690},
248,County Road,067,Brownsville Rd SW,{69DC4D62-EFB7-411F-B43F-C7A77175D03D},
249,County Road,067,Brownsville Rd SW,{E79068CE-E12A-4F1C-B0D0-0B74EB41761E},
250,County Road,067,Brownsville Rd SW,{1D4FBE45-3A5C-4416-9FF3-25AD27CDE18D},
251,County Road,067,Brownsville Rd SW,{7E013F73-AC2C-4C13-AF6E-66F6560FBF73},
252,County Road,067,Canton Rd,{78527327-88C0-4A28-B4E0-129E3DC3D97A},
253,County Road,067,Canton Rd,{97DBF9B2-5529-4F30-A003-61F4F2DFD9B6},
254,County Road,067,Canton Rd,{093D660A-6FDC-4E4A-BC6F-9861E706998E},
255,County Road,067,Canton Rd,{C713126A-DD55-438A-B220-0BF8F002BAB5},
256,County Road,067,Marietta St SW,{BE6B924B-0C7F-429D-9288-2C1BACB597AA},
257,County Road,067,Marietta St SW,{6AEFED87-1D87-4579-898A-C2A79DE02554},
258,County Road,067,McCollum Pkwy,{CD09E593-7C40-49DB-9ED3-A9E72CAEBB10},
259,County Road,067,McCollum Pkwy,{3FC03036-01DC-4B46-8D67-E0BA177838DA},
260,County Road,067,Powder Springs Rd,{4C27A5BF-A8AF-4A51-93DC-BE19DF4C3DB9},
261,County Road,067,Powder Springs Rd,{43EB5763-6DBE-45FD-8CA0-6917CAFA75DC},
262,County Road,067,Powers Ferry Rd,{843D6053-2F9A-4D8E-A90D-4D4B15935CEF},
263,County Road,067,Powers Ferry Rd,{DEC8C12E-1231-4C70-BDE7-876D4BE8FFB6},
264,County Road,067,Roswell St,{F827715C-8812-4380-B6B0-D962CCC6958A},
265,County Road,067,Roswell St,{4588E08C-CB94-4014-8B75-677DDEBAD71B},
266,County Road,067,Sandy Plains Rd,{67A7E9F0-845D-467C-AB93-04BC6AC3A44E},
267,County Road,151,Fairview Rd,{D8E724F6-FD75-4069-AB11-957B62E67A6C},
268,County Road,151,Flakes Mill Rd,{A7F6DBAE-F11F-4760-AB67-929B93B0795A},
269,County Road,151,Flippen Rd,{6FEFBAC6-8841-468B-A172-63A654229401},
270,County Road,151,Hudson Bridge Rd,{27E56C45-AEAE-4207-9B34-61F2A5CCA364},
271,County Road,151,Panola Rd,{202A2E8A-CED2-4A57-860A-EABA5A6E2EE9},
272,County Road,223,Brownsville Rd,{492CA862-9A17-4743-A8AB-1536A9C8643F},
273,County Road,247,Bethel Rd,{37FAC0ED-AA53-42BF-8AE7-380DA3E1E6A1},
274,County Road,247,Chedworth Ct,{705CCADE-6965-4B9E-ABFA-69AAF7667233},
275,County Road,247,Costley Mill Rd,{B678E769-8446-4BCE-885F-F31213F769CC},
276,County Road,247,Dogwood Dr,{979B3EF5-D17E-48F9-A6BA-88D788EA4F06},
277,County Road,247,Dogwood Dr SE,{C7397821-5484-4FBB-898A-0593067E56E5},
278,County Road,247,E Hightower Trl,{EB9C91FE-5871-4D6E-ACF2-79400C10E3CA},
279,County Road,247,Georgia Highway 20,{29BDAC7B-9A8E-41A6-BD9E-F727D36ADA79},
280,County Road,247,Green St,{B6669D02-BC70-48E5-9F14-EE45A56B503C},
281,County Road,247,Miller Bottom Rd,{B475794B-A300-49E2-A273-7410FD29B254},
282,County Road,247,Milstead Ave NE,{DB0191B8-F02C-4384-9848-C4A22069C0D3},
283,County Road,247,Old Hightower Trl,{BB9EF6B4-8541-428C-98DD-EA6F28BC5489},
284,County Road,247,Old Highway 138,{6E94D712-A79F-4B0B-965C-319E668F38B0},
285,County Road,247,Old Milstead Rd,{A044F4C9-EC13-49F1-909C-C6B18445FC83},
286,County Road,247,Pleasant Hill Rd NW,{19AEE568-934A-4FB8-BCC2-0B792AFB0608},
287,DOT Proposed,247,Gees Mill Rd,{218DB3D7-49DF-4AA6-AA10-D02A4A97FAA7},
288,Industry,135,Old Peachtree Rd NW,{F312D1AC-1485-42F6-97FC-7C08CA89F700},
289,Public Road,067,Big Shanty Rd NW,{912148EB-097E-4301-A31E-6C8EAC75138F},
290,Public Road,067,Frey Lake Rd,{B2976E70-BBD1-45A1-9025-076847563D76},
291,Public Road,067,McCollum Pkwy,{831579FD-7143-4E3F-85DC-73D46F793BF1},
292,County Road,067,Sandy Plains Rd,{B7EB2365-3A1B-467F-8E5B-32907144AA0D},
293,County Road,067,Shallowford Rd,{8AAEBA45-3714-4056-9900-53708085D733},
294,County Road,067,Shallowford Rd,{782EBDEB-A353-4FC2-89DC-7CC5B674A028},
