OBJECTID_1,FEATURE_TY,COUNTY_FIP,ROAD_NAME,GlobalID,last_edited_date
1314,State Highway,231,State Route 3,{30D91701-58D2-4A11-8652-6CA9358B0195},
1315,State Highway,231,State Route 362,{7CA955EF-EFAE-4E98-8DB5-22FC60685C25},
1316,State Highway,231,State Route 74,{D6648786-ECE4-4EC6-A57A-2559A4EA57D1},
1317,State Highway,231,US Highway 41,{616B67F2-6204-446E-B23F-53D9E718D2D6},
1318,State Highway,247,Salem Rd,{FAE38F7A-8571-4EA4-9071-0282B1BF2487},
1319,State Highway,247,Sigman Rd NE,{A76C83BF-F1E1-4305-A148-377BE74F6465},
1320,State Highway,063,Riverdale Rd,{938C6B79-9AF8-4903-ABC3-3B7AACE8FB83},
1321,State Highway,063,State Route 138,{34C1F136-5BE8-408F-BB97-83B519A58F18},
1322,State Highway,063,State Route 138,{B3808D3F-5ACB-4758-93A7-B0D70C085331},
1323,State Highway,063,State Route 138,{8FA51811-2263-40D1-8851-F8BF4D4FDE89},
1324,State Highway,063,State Route 3,{C3B130A5-CE91-45CF-88B3-2B4EF3A2F206},
1325,State Highway,247,Walker Rd SW,{BB96FFDE-8B46-4F05-B5D2-478A152963CB},
1326,State Highway,255,Arthur K Bolton Pkwy,{FE46F7BD-654F-46D0-9F7A-0B029935A058},
1327,State Highway,255,E Broadway St,{47D9B916-B76D-48E6-987A-3DB75576D99C},
1328,State Highway,255,E McIntosh Rd,{115E952A-1F9D-4275-AA95-8EE9DF50E256},
1329,State Highway,255,E Taylor St,{F450F888-324D-4A32-BD94-ABCF6E106411},
1330,State Highway,255,McIntosh Rd,{9A169446-E7B4-43D0-A4D1-157F62EA9EBC},
1331,State Highway,255,Memorial Dr,{A444722E-05A0-41BE-8446-002E9FBCAEDA},
1332,State Highway,255,Meriwether St,{4B1BE7AD-78BB-4489-95F2-BB03E4084528},
1333,State Highway,255,N McDonough Rd,{1DA4861A-9AA2-4AA8-9E30-1002D910EAA9},
1334,State Highway,255,Newnan Rd,{B4B3BBEE-D7A4-4F70-920B-6409704F962A},
1335,State Highway,255,North Expy,{0F26F77A-3D88-4461-99DA-EDAD9DEF8ABC},
1336,State Highway,255,S Hill St,{8E0E5885-4D0B-4E3C-AEB7-7CD3DFB70198},
1337,State Highway,255,State Route 362,{A2DC4D43-480A-4F3E-B768-5586DF8E33B5},
1338,State Highway,255,State Route 92,{CB4B4B87-9A9E-4E86-9F7D-7E8568CD2604},
1339,State Highway,255,US Highway 19,{60611C00-6B55-4CF9-9033-559F89B472DD},
1340,State Highway,255,US Highway 41 Byp,{3EC151FF-65D4-414B-9684-17F9D06346FF},
1341,State Highway,255,W McIntosh Rd,{23CE89D9-7E90-4407-854C-81257BB74F47},
1342,State Highway,255,W Taylor St,{B64B4E20-03A7-4E4D-A31C-1E2791FF86F4},
1343,State Highway,255,Williamson Rd,{5546069E-BC62-4CD8-B3CB-2FF4091DC4D8},
1344,State Highway,255,Zebulon Rd,{755A5A7E-9254-4C3F-83FB-942E9F6ACDE1},
1345,State Highway,297,Atlanta Hwy,{5735379E-08A4-42A0-8144-08B640FCD36C},
1346,State Highway,297,Cherokee Rd,{01BAEC5F-E631-4202-90BF-DE101BD794C8},
1347,State Highway,297,Conyers Rd,{2DCF89A5-434D-4EA2-9FC2-3BEB2082208A},
1348,State Highway,297,E Spring St,{6925BC89-E68F-44A3-8F4B-F4F2FF716256},
1349,State Highway,297,High Shoals Rd,{24454C8F-1745-4CAE-B734-2F5C44812769},
1350,State Highway,297,James Huff Rd,{258A8214-29A8-4E1E-8FE8-8AC6DD761931},
1351,State Highway,297,Lawrenceville Hwy,{CFAB1A4A-9E23-4AAF-8DE7-B7E5EEC7056B},
1352,State Highway,297,Leone Ave,{57EB6A66-C060-4580-937C-6969447191DD},
1353,State Highway,297,Main St,{5011D210-86E4-4934-B16A-C0652CF3FDCC},
1354,State Highway,063,State Route 3,{436829AB-AF6F-4276-BC32-5C166AC91DC8},
1355,State Highway,063,State Route 3,{40CEA295-03ED-44ED-A384-27A29FA5D51A},
1356,State Highway,063,State Route 85,{4AC2B431-4386-4FB8-87FC-1AFD83125217},
1357,State Highway,063,State Route 85,{E62C3B3C-160B-4EC6-8050-36D599DBF322},
1358,State Highway,063,State Route 85,{C84A10B4-2192-4272-B9B4-A16BDA11087E},
1359,State Highway,297,Monroe Byp,{EE40131C-CF46-402A-8C56-C4103CFBF745},
1360,State Highway,297,N Broad St,{500BF4D9-F934-452E-B807-B7C43B511290},
1361,State Highway,297,N Cherokee Rd,{04D2AB6B-802C-47E7-BA79-B97BFC01342A},
1362,State Highway,297,S Broad St,{33C2183D-BFB3-4EA7-ACE4-25102DF17D8D},
1363,State Highway,297,S Cherokee Rd,{07C2CF6A-3541-496D-9552-4F2E1A245C90},
1364,State Highway,297,Spring St,{F380CC2C-639C-4CCF-8424-6B191AB9A165},
1365,State Highway,297,State Route 10,{21A4F576-36C1-4201-B43F-627CF68D426A},
1366,State Highway,297,State Route 186,{C9C631B9-5A04-4077-B444-8023A4EAAC89},
1367,State Highway,297,State Route 20,{77E068A6-A3B5-4054-B7F8-E7C26A9B4608},
1368,State Highway,297,State Route 83,{5ADA8BAD-EE7E-45B8-B21A-D2EF4B97A2A4},
1369,State Highway,297,US Highway 278,{1A471F00-1457-40F7-9215-1D95D8F2F9E7},
1370,State Highway,297,W Spring St,{9418B345-135E-4443-ADEB-1B772BEF5408},
1371,State Highway,297,Walnut Ave,{7C668318-67B8-402F-AACD-02DE391F278E},
1372,State Highway,297,Winder-Monroe Hwy,{6F1EB265-CD10-4D6B-8CF0-B39D220B8760},
1373,State Highway,297,Winder Rd,{F1183AA4-222D-4387-9D1A-97E1FAAAD3E9},
1374,Unknown,067, ,{321C8F53-2353-4A5F-9252-CC1E5D55F0D8},
1375,State Highway,067,Windy Ridge Pky SE,{D7024F47-D9DD-48A0-B52A-EFC37CCA6967},
1376,Unknown,097, ,{D92091AD-0202-4237-A66F-CB725F5C9CA5},
1377,Unknown,117,Mcfarland Rd,{3BB6D953-2925-4AB5-B946-DF38CE501D95},
1378,Unknown,121, ,{567C7CE1-66CA-48D7-BFC8-BDAB92356AE4},
1379, , , ,{BB0AB699-1FA8-4ECF-8965-48F0EC3D88F3},
1380, , , ,{44415BBB-4067-4FD7-A259-1BB04E2F8017},
1381,State Highway,143, ,{7CDC65A3-9A84-4B17-97B9-281DFD963610},
1382,State Highway,143, ,{B4C048E3-1B66-4E1D-9B75-D0D428F2A877},
1383,State Highway,143, ,{A89BDA18-DBDB-4689-9F60-97564FFB2FB8},
1384,State Highway,143, ,{F85AF564-F3A2-428C-B2EA-EA2DEDE73574},
1385,State Highway,139, ,{105261BF-3636-44D2-864F-302B062C381A},
1386,State Highway,139, ,{19481107-86DE-4576-8C9F-18DF9B317988},
1387,State Highway,139, ,{2E52E41F-036D-479B-A96A-9CA94F131C5B},
1388,State Highway,139, ,{DE32CD9A-79BB-435F-BB0A-3E7A945B9181},
1389,State Highway,139, ,{208F19D5-6BB6-491E-9B2C-A57EF3024D3A},
1390,State Highway,139, ,{166FE0EA-6681-4B65-A3B8-709925C3D1AF},
1391,State Highway,139, ,{B4094A7D-ECF8-474D-8388-0D6A92B9DD61},
1392,State Highway,139, ,{00A7AE6E-ABD2-48D7-8734-B00DF954A341},
1393,State Highway,139, ,{F94AD7FA-0363-4192-95FB-88F0A57C80BD},
1394,State Highway,139, ,{0ABCB322-A4C8-4478-9EE8-525B88004CBB},
1395,State Highway,139, ,{9B753A25-E473-4D52-9805-0741DA23DAEF},
1396,State Highway,139, ,{F1B97D79-6705-4F97-A7D1-CE6966D94D57},
1397,State Highway,139, ,{D91435BF-8734-4BCF-A028-9B72C85135B4},
1398,State Highway,139, ,{1CFBF334-3AFD-4ABB-905D-4D5726A5C249},
1399,State Highway,139, ,{1E0B99FC-540B-45DF-B372-819F4E8E5C66},
1400,State Highway,139, ,{0ECF249B-200A-4AED-BCD6-0207EA381296},
1401,State Highway,139, ,{397A4318-814E-4E62-8A89-8B1ACB768B1D},
1402,State Highway,139, ,{DFC28C62-E9DA-43CE-831B-73E88FF5E1A2},
1403,State Highway,139, ,{9A0BA6DC-8739-41D7-B9C8-A19EBC4CF1B1},
1404,State Highway,139, ,{E5D39758-9DAD-470E-A106-BED0B436C27F},
1405,State Highway,139, ,{109FD322-AC85-4A0E-B4B9-F16BDEF9C5A9},
1406,State Highway,139, ,{4C8BCD52-9420-44DA-A64B-90411E32A51A},
1407,State Highway,139, ,{58186DDC-B674-40BC-BA61-FCC1083961AF},
1408,State Highway,139, ,{D87584DC-73C0-4FE7-82C6-15FE369392FC},
1409,State Highway,139, ,{0A2967CA-82B3-4641-B23E-4944F0080CE5},
1410,State Highway,139, ,{9FFFC091-9EF9-4AF3-B3F4-28A6E8B95718},
1411,State Highway,139, ,{AB0AFC4D-59E5-47D6-9653-68634296354C},
1412,State Highway,139, ,{F8A5E3AD-0A02-4AF4-BF18-37E91C74D0F2},
1413,State Highway,045, ,{A7D08CF3-833D-437D-ADB2-B685F9312AFD},
1414,State Highway,045, ,{E1060FCA-0262-4904-A831-3D118E63E47D},
1415,State Highway,045, ,{B498D950-1A87-4B4E-B451-1E0CCFB3C8F8},
1416,State Highway,045, ,{353A5E87-F6B7-4A43-B711-95AB4D8DBD6B},
1417,State Highway,045, ,{4FC07B2D-4807-4357-A0E7-4A311036EDF9},
1418,State Highway,045, ,{BDA171E5-3BDC-4413-98D0-AFA7D433F627},
1419,State Highway,045, ,{2184E974-7FE7-4D88-AF83-D27F7600A3E4},
1420,State Highway,045, ,{E83558C5-C10D-4800-B6E3-60F6282FE9DC},
1421,State Highway,015, ,{A2707A3F-9829-44F1-A26A-DA020D9C18B0},
1422,State Highway,015, ,{7DC95F2A-4AB8-4664-8469-1462CE03B0A6},
1423,State Highway,015, ,{0DF91672-3F18-4AE8-9CFC-734146CC7C60},
1424,State Highway,015, ,{0D4F7DA4-2D38-421C-A644-94713BD5327A},
1425,State Highway,015, ,{820B3F16-D873-4014-8462-73D683C1072E},
1426,State Highway,015, ,{B0E3502B-BCC5-4910-82B9-4A6F6AA814EA},
1427,State Highway,015, ,{48B7D825-A93A-489E-BFE1-96598C7DC257},
1428,State Highway,015, ,{8FB24A4E-EF99-4D12-A203-3C20CC464DD4},
1429,State Highway,015, ,{ACAA27E1-3504-43DE-92AD-AFE936141A6C},
1430,State Highway,015, ,{C53224AF-5E78-4C2B-8C9E-9A203A95D1D3},
1431,State Highway,015, ,{0A3D34AC-F6D7-4F18-8B70-4F585DC5F3A9},
1432,State Highway,015, ,{81230F2F-2045-4688-BCF2-4BE0267FD5DC},
1433,State Highway,015, ,{75212F7D-9042-45BF-B753-64107AA01501},
1434,State Highway,015, ,{45085CA6-CCFF-429D-AF4F-A3B2F70B4689},
1435,State Highway,015, ,{D92EBA8E-7308-483E-9935-5FB453B0201C},
1436,State Highway,015, ,{AA53703D-C988-4337-A575-2225A9728CEC},
1437,State Highway,015, ,{9F05569B-F17D-4E13-B856-F362126568ED},
1438,State Highway,015, ,{D1F28C44-E2D6-4F6F-A713-3FBA30465687},
1439,State Highway,015, ,{C418D024-0BFE-4F08-89AF-DCEB1376EF94},
1440,State Highway,015, ,{6E11182B-5B52-46B6-A20B-55B78FCB17ED},
1441,State Highway,015, ,{6F633FAC-2E5F-45D3-98BE-6587BC4CA126},
1442,State Highway,015, ,{1679AC4C-8D42-4C22-87F2-FB7AAFFDEF05},
1443,State Highway,015, ,{F34A7829-2413-46FB-8BCD-3AE744F5EE8E},
1444,Unknown,057, ,{FF3806C9-1E8F-47C3-BF98-1E2FE08B1731},
1445,Unknown,057, ,{34BECE66-2065-4EBB-B4E4-29D66ABA2D70},
1446,Unknown,057, ,{E375024E-E64D-4FD3-BD5A-258E46188166},
1447,Unknown,057, ,{9ECB6A2E-659B-4D00-ACC0-1D3E9AF6CC09},
1448,State Highway,255, ,{F08AEEF2-EB2C-4C0B-AAA6-57C82F121E80},
1449,State Highway,255, ,{A4086B77-8FB3-4F78-AEF6-543D7E0553D0},
1450,State Highway,223, ,{044E3605-17E8-4980-AF2A-C2D25F2508BB},
1451,State Highway,223, ,{8A3DFE3B-A2D5-4F4E-8174-CB479D45B63C},
1452,State Highway,255, ,{1A1E9776-6F36-45A7-9C1F-CEFA9DC76D61},
1453,State Highway,255, ,{150D3823-D3C1-412F-9BE7-47232BB9F73E},
1454,State Highway,143, ,{C02642BA-E8BD-4BB9-B40B-864EDB4A29F6},
1455,State Highway,143, ,{0CE341B1-82DD-4F9F-9247-8F44899DA25E},
1456,State Highway,143, ,{9D5977EA-3BFC-45ED-99A9-09C49E3BC611},
1457,State Highway,063,Tara Blvd,{CBAFDCB7-37B3-4E41-8D40-533C53A3C246},
1458,State Highway,063,Tara Blvd,{169978C0-F18A-41DF-9E1F-13FBA7DEE131},
1459,State Highway,063,Tara Blvd,{7A3E9D9F-8CE0-4CAB-ABE4-73D7489125BC},
1460,State Highway,063,Tara Blvd,{571A18B5-D474-4720-BF25-648434F699EE},
1461,State Highway,063,Thurmond Rd,{FCC2D682-9568-4CE5-AA8E-8802BEF75707},
1462,State Highway,063,Thurmond Rd,{76DC43B3-83C9-44D4-BB5D-42A717059B5A},
1463,State Highway,063/113,Georgia Highway 138,{35333700-C36A-40E2-9004-2E66A5478B96},
1464,State Highway,063/113,Georgia Highway 138,{4C793925-5BF1-43EF-8DE7-EF4A1D80345A},
1465,State Highway,063/113,State Route 138SW,{1FD664B0-9BA3-4B66-9E63-A2B5188C5559},
1466,State Highway,063/113,State Route 138SW,{8DBF15B7-EACF-4EF4-8644-6BE28963C2B7},
1467,State Highway,063/113,State Route 138SW,{2DB6FE82-00EF-4567-9215-3568510F5090},
1468,State Highway,067,Bankhead Hwy SE,{F74BC241-1332-4D26-B5A4-6FF04689B336},
1469,State Highway,067,Bankhead Hwy SE,{FB8E5635-A085-4E5B-B8ED-277DA9FF6E71},
1470,State Highway,067,Bankhead Hwy SE,{DD18C577-3030-44B2-A7A2-35FE446E81ED},
1471,State Highway,067,Bankhead Hwy SW,{DE704687-76AB-420F-BFD5-6E1C7977A912},
1472,State Highway,067,Bankhead Hwy SW,{F3F182B2-26DE-4BDF-9DE9-C45998C6083D},
1473,State Highway,067,Bankhead Hwy SW,{1D510CAD-9A07-49BF-BCEA-76CA91B017C2},
1474,State Highway,067,Bankhead Hwy SW,{04991623-F0C4-440D-A3CD-5CD70946F6F7},
1475,State Highway,067,Bankhead Hwy SW,{C42F19EB-7043-43AF-8769-20C9938D55DA},
1476,State Highway,067,Bankhead Hwy SW,{39E7969D-413F-460D-9605-701BCDC7E6B4},
1477,State Highway,067,Bankhead Hwy SW,{11CD805A-95E4-4207-AF8D-CD8BBAD5E7DC},
1478,State Highway,067,Bankhead Hwy SW,{F83B124E-BE8C-424E-BEA3-9E1793A32886},
1479,State Highway,067,Bankhead Hwy SW,{F139E0C7-199D-455D-8F2C-EE4A1D960396},
1480,State Highway,067,Bankhead Hwy SW,{9486A848-CF15-49A2-A906-CA198BED0FD7},
1481,State Highway,067,Canton Rd,{E9BD032C-F79D-4D38-9995-4E2D2162BB83},
1482,State Highway,067,Canton Rd,{D6F16A35-2876-42C7-AEDB-BDFC23353CDC},
1483,State Highway,067,Canton Rd,{509128C5-E316-452C-A913-A09847D7A2A7},
1484,State Highway,067,Cherokee Rd,{758FB52F-E937-47D6-B7F8-050E79845F22},
1485,State Highway,067,Cherokee Rd,{4107AD8F-6D53-4446-BE97-850A086CFCE8},
1486,State Highway,067,Cherokee Rd,{66EDF121-F030-45E4-B6C5-628786716146},
1487,State Highway,067,Clay St,{29E7AAB8-7A6B-4B0B-BA88-A544C15650D0},
1488,State Highway,067,Clay St,{64470A84-9F77-4152-9830-D94EB3BF3138},
1489,State Highway,067,Cobb Pkwy,{B1D938F2-7072-4A2E-88C6-943715AED95C},
1490,State Highway,067,Cobb Pkwy,{CF6494FC-C1E2-43E7-A3BD-33BB85E616DD},
1491,State Highway,097,Georgia Highway 166,{11A35248-316F-4E66-B12D-E4A5E707CFB1},
1492,State Highway,097,Georgia Highway 166,{64DE7847-8456-4B93-9E8D-A1FB5F394CBE},
1493,State Highway,097,Georgia Highway 166,{CE52ECDA-F215-4B78-938C-4C8012340A8F},
1494,State Highway,097,Georgia Highway 166,{BE353A6F-4D8D-47F4-ACAE-8B7B78BE95AE},
1495,State Highway,097,Georgia Highway 166,{B2BEF9E2-EBA1-4CE6-BD6E-E464391078A1},
1496,State Highway,097,Georgia Highway 166,{6E351367-D503-4C7E-ACE2-D9AEFBA4B758},
1497,State Highway,097,Georgia Highway 166,{6DF0C642-A421-4D9E-8A43-2CC20AEE712A},
1498,State Highway,097,Georgia Highway 5,{6FE5EDDC-3E3C-4F8F-9DC5-C18A00B618B9},
1499,State Highway,097,Georgia Highway 5,{3DCE6E1D-1560-4174-B474-8E6F6EFFB3B9},
1500,State Highway,097,Georgia Highway 5,{BF6F8E5A-5ECE-44BA-A3EC-2FB63B362936},
1501,State Highway,097,Georgia Highway 5,{0684AF1A-BF75-425C-A909-477A8C2B39F7},
1502,State Highway,097,Georgia Highway 5,{B3BCF652-11A4-4764-B197-057499685200},
1503,State Highway,097,Georgia Highway 5,{40046755-09B9-4025-BA0C-ADE5E1FD1C52},
1504,State Highway,097,Georgia Highway 5,{B9986B85-E9B1-4FB4-A5DD-1DFEFA9F43F5},
1505,State Highway,097,Georgia Highway 5,{C3185358-BD54-4566-AFE7-2F88C7C3719D},
1506,State Highway,097,Georgia Highway 5,{4D9B808C-1BD3-45E7-A768-426AEC26C29B},
1507,State Highway,097,Georgia Highway 5,{9E39C378-9C34-4AFE-A1D8-8CE33C19C3A5},
1508,State Highway,097,Georgia Highway 5,{3767277A-5117-4158-80BF-8483389D7DC0},
1509,State Highway,097,Georgia Highway 5,{86A55BB7-96DD-4143-94E5-9B22EB60F62F},
1510,State Highway,097,Georgia Highway 5,{7394B85A-4F9C-4B9E-B599-430F874DC790},
1511,State Highway,097,Georgia Highway 92,{E4906572-EB35-4837-BF90-A0E3027B1F2E},
1512,State Highway,097,Georgia Highway 92,{3795EB1D-9E75-4AFC-87D2-CCFE5F232D52},
1513,State Highway,097,Georgia Highway 92,{6C607C4C-859B-4D67-8094-187F68AE28EF},
1514,State Highway,097,Georgia Highway 92,{1A6DCBAF-433C-4DCA-A09B-E2ECDF94A431},
1515,State Highway,097,Georgia Highway 92,{2C67964A-7B38-4FCF-93EF-214FC6A2EEF7},
1516,State Highway,097,Georgia Highway 92,{1C43F508-1DE3-452B-8E22-8E250C74E524},
1517,State Highway,097,Highway 5,{8E4ACFCA-D80E-40E8-A902-B9332E9BB89E},
1518,State Highway,097,Highway 5,{9F5C21FA-E9A0-470A-AEED-B0D801963C6B},
1519,State Highway,097,Highway 5,{504B8176-4D10-4D47-9882-645040A33A0E},
1520,State Highway,097,Highway 5,{7DC47910-153E-4ED2-88D0-CFE5E1451D7E},
1521,State Highway,097,Highway 5,{BAC49919-AB9E-4B0C-93E7-C8183714FCCA},
1522,State Highway,097,Highway 5,{7BF13813-09E8-4C9C-A446-162A31BA12EC},
1523,State Highway,097,Highway 5,{865A09FD-3C34-4B6D-8AA9-1A1BF00D3F84},
1524,State Highway,097,Highway 5,{BD78A5C4-CEAC-4049-A444-CA39872D3FF1},
1525,State Highway,097,Highway 5,{619988BC-B4B1-43F7-9B6E-3E0C5086B70D},
1526,State Highway,097,Highway 5,{14BA06CD-2F0D-4332-9699-103FC3C19F68},
1527,State Highway,097,Highway 92,{2915CC2C-54CD-4F10-938C-0D61930512F9},
1528,State Highway,097,Highway 92,{B25D40BA-CB45-47BB-AC66-43AEE40AC9DB},
1529,State Highway,097,Highway 92,{B26A41FF-6DB1-468F-8BFD-C032276C105E},
1530,State Highway,097,Six Flags Rd,{2CC185BD-4C68-4B7E-B6A7-C2AA8767A6C3},
1531,State Highway,097,Six Flags Rd,{FADD8427-F99D-4487-B311-0C9CB553D41E},
1532,State Highway,097,State Route 92,{021EDCEB-FD49-4C4B-B22C-4311C91A2180},
1533,State Highway,097,State Route 92,{D981CC02-175E-455B-B9FE-1B271C116C72},
1534,State Highway,097,State Route 92,{EEF08EAB-0752-4357-9E17-CB6657334656},
1535,State Highway,097,State Route 92,{4518B66E-EE56-405D-9D1D-35A188C8456B},
1536,State Highway,097,State Route 92,{5225D698-AEA2-4499-97DB-461ECC65C08D},
1537,State Highway,097,Thornton Rd,{CED59877-172D-400E-B702-6625244F6944},
1538,State Highway,097,Thornton Rd,{818AC114-9C05-44BC-8E39-8868D3C556A6},
1539,State Highway,097,US Highway 78,{FB0AADE5-03B9-4131-B574-71F5C49AC4EF},
1540,State Highway,097,US Highway 78,{DD7A97AD-7E73-4B71-87C1-3E882DDC2747},
1541,State Highway,097,US Highway 78,{D50DF325-AF51-4475-9150-E9A494AFB4B3},
1542,State Highway,097,W Broad St,{E708423A-083D-47C6-872F-E7118FF5CEAC},
1543,State Highway,097,W Broad St,{1E60E4A9-C5CC-49E1-A2DF-F83E49E8BA93},
1544,State Highway,113,E Lanier Ave,{F8092100-3F3D-4F1F-96AF-9F11226639D5},
1545,State Highway,113,E Lanier Ave,{3A12A29D-BE84-4FD9-8546-5D43655558D7},
1546,State Highway,113,E Lanier Ave,{9B642A0A-B1AC-4E82-950D-FBDA1229154F},
1547,State Highway,113,E Lanier Ave,{666A7DD9-F17E-4A57-99FE-E9227B8EB232},
1548,State Highway,113,Forest Ave,{710B2918-96F5-4AB1-B2A3-EE5030E92244},
1549,State Highway,113,Forest Ave,{8D622075-AB58-48E1-9F9D-17F52DCF1572},
1550,State Highway,113,Forest Ave,{31038BC1-A12C-4B9E-8953-66B05A042FE1},
1551,State Highway,113,Forest Ave,{2A7881EA-9DEE-4A85-860C-3C438643AD42},
1552,State Highway,113,Forest Ave,{4EA2AEA5-DDE2-456D-AD1F-E2D563FF06D6},
1553,State Highway,113,Glynn St S,{B32E8220-BB05-4A55-8575-AA5ACC5EA871},
1554,State Highway,113,Glynn St S,{633B65D9-E3D7-431A-8B4C-CBFA48A2E05F},
1555,State Highway,113,Highway 314,{03D0DDBD-7BC5-4EE2-BBD9-337B8B5D1B76},
1556,State Highway,113,Highway 314,{58E443D0-BB42-4994-8ED0-5397CFF7F303},
1557,State Highway,113,Highway 54,{B0AC1616-F981-4AF9-A25D-066574A2C3D7},
1558,State Highway,113,Highway 54,{4F4713FC-6A0A-4CF9-89B1-DBAC17FE6405},
1559,State Highway,113,Highway 54,{09EAA25F-71D1-4885-80D9-0CFC83E4319F},
1560,State Highway,113,Highway 54,{A6053E78-91FD-4826-9C13-AAB5386CD4A1},
1561,State Highway,113,Highway 54,{AB51F4F8-639D-4C2E-9D03-10C8270ACDA2},
1562,State Highway,113,Highway 54,{A8420085-BC3D-4804-8A90-0B678B524AAF},
1563,State Highway,113,Highway 54,{423026C3-0F8F-4736-9035-B120B5514736},
1564,State Highway,113,Highway 85,{CC894B18-E155-4D5F-B719-B1A65794E04B},
1565,State Highway,113,Highway 85,{54BD8B02-9F61-4777-B7E9-D74B1B9A4C6A},
1566,State Highway,113,Highway 85,{B6024865-83A3-4645-968D-EE5573D0B8B9},
1567,State Highway,113,Highway 85,{3A07E5ED-532F-40EB-8507-72C3D6C19D03},
1568,State Highway,113,Highway 92,{44633440-E0F3-440C-9A8F-F933DAE638F7},
1569,State Highway,113,Highway 92,{94F04CC1-4C0F-4DDC-9089-85BDDFCA048E},
1570,State Highway,113,Highway 92,{C65DC7A0-2130-46E8-AD4E-EB639293F87F},
1571,State Highway,113,Highway 92,{C5A10930-E5AF-4FA8-9971-976EA705C988},
1572,State Highway,113,Highway 92,{265E6DA1-E061-481A-A2D9-215B47D4A1A7},
1573,State Highway,113,Highway 92,{7E9647E3-7402-4240-AC57-CAD326B4FA0E},
1574,State Highway,113,Highway 92,{08D185EC-5402-468B-AAB8-B2EB158B1D40},
1575,State Highway,113,Highway 92,{7AB7FC8D-D7A3-4651-A3E0-05310A338478},
1576,State Highway,113,Highway 92,{90953C30-1641-43AD-AC98-72C008422986},
1577,State Highway,113,Highway 92,{7BD8E6FF-AE7F-40E4-A4E2-6A6C750A4B3D},
1578,State Highway,113,Highway 92,{499F6AA9-89FB-4E3E-8D2F-CD93D62D9FC6},
1579,State Highway,113,Joel Cowan Pky,{577EE56F-8BBC-439B-B36B-D46AFD0037FE},
1580,State Highway,113,Joel Cowan Pky,{C27031E5-7538-4212-A49E-B2709CED50C6},
1581,State Highway,113,Joel Cowan Pky,{AF5CD694-A299-453C-9B1F-F66374DC29EA},
1582,State Highway,113,Joel Cowan Pky,{D41ABB3E-7607-430E-B3BC-6EA451C94B1A},
1583,State Highway,113,Joel Cowan Pky,{0B079580-4B09-43B7-A2B8-131E19487D62},
1584,State Highway,113,Senoia Rd,{CD333261-65B0-481F-B81F-91F0F1B53CC4},
1585,State Highway,113,Senoia Rd,{967ECB0D-708E-47F2-955A-262AD0EFA31B},
1586,State Highway,113,Senoia Rd,{1A9A64E4-FA1E-401A-8344-44FCF1EE3A8B},
1587,State Highway,113,State Route 54,{3DBD57C9-0A1F-49EF-99D0-8FD49A964F40},
1588,State Highway,113,State Route 54,{6AC8CCFF-165A-4A4F-B3BF-665D708A9F44},
1589,State Highway,113,State Route 54,{7764AA87-EE4C-4004-AC4D-0BA7787D643C},
1590,State Highway,113,State Route 54,{B14C6AEF-72C2-49BE-9842-F28EA3F44B76},
1591,State Highway,113,State Route 54,{F42ED350-2E92-47CD-8624-0D8C8AF33768},
1592,State Highway,113,State Route 54,{EDA2859D-ABD0-4789-B221-2A31C6E44A64},
1593,State Highway,113,State Route 54,{304FC2EF-052A-411E-9918-D4F8247BDE06},
1594,State Highway,113,State Route 74,{6097EB24-4AD3-4D07-80AF-8CC17FC7F2ED},
1595,State Highway,113,State Route 74,{E7AC0EBD-6060-4250-ACE6-034AB2479A70},
1596,State Highway,113,State Route 74,{A808E45D-A4FD-4408-BCD9-9EDF72209BDA},
1597,State Highway,113,State Route 92,{02F3AB13-83A6-4E73-8488-7E8F8C58EBBF},
1598,State Highway,113,State Route 92,{F38EFCD8-6575-4DC8-B618-920799D5DADC},
1599,State Highway,113,State Route 92,{0270CD28-C798-48D6-9F72-7B598DA89A3F},
1600,State Highway,113,State Route 92,{12D6D9C8-5F7A-42E1-94B3-F8F94BF294C9},
1601,State Highway,113,State Route 92,{867CE1B4-3463-4880-9862-7D3210A80292},
1602,State Highway,113,State Route 92,{75BE69A2-925D-46C7-928F-F6053B3E27F6},
1603,State Highway,113,State Route 92,{56546280-D93F-4365-83AF-39859F325D91},
1604,State Highway,121,Roosevelt Hwy,{A8C795B1-3B0D-4C24-82D6-41977DB7352D},
1605,State Highway,121,Roosevelt Hwy,{973C4185-CDED-4CDB-AA31-54B0424A1A4D},
1606,State Highway,121,Roosevelt Hwy,{0186F83C-5105-4F9E-B8EC-FF3F65B6EEAA},
1607,State Highway,121,Roosevelt Hwy,{F8F5BE16-D1EA-4A4D-BAF2-FBA09171D6F3},
1608,State Highway,121,Roosevelt Hwy,{8043F01D-4C67-4E47-A845-063CFAE98A4D},
1609,State Highway,121,Roosevelt Hwy,{4BA48614-7ED4-4ACF-85DD-3213D180DCC5},
1610,State Highway,121,Roosevelt Hwy,{4DCB56B2-0FE5-475D-976C-E73D3019901F},
1611,State Highway,121,Roosevelt Hwy,{B36976A0-F279-4475-8E72-8ACF606EC458},
1612,State Highway,121,Roosevelt Hwy,{959BC9C2-6F31-4878-922F-61F25A35190F},
1613,State Highway,121,Roosevelt Hwy,{2427B664-D2C5-4EAC-8CB7-9DC694FDD8E0},
1614,State Highway,121,Roosevelt Hwy,{08A3EC19-26BB-4126-B89A-6C4F10B7EB2F},
