OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_5__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp5_HousTranspCosts_Pct_Income,Tp5_HousingCosts_Pct_Income,Tp5_TransportCosts_Pct_Income,Tp5_AnnualVehMilesTraveled
17,13045910400,9104,ARC 20,37646,20.58,{B31E9F82-6AB9-46C0-8324-E93B1AAF5A4A},2015-06-02T12:47:14.000Z,-8.5,52.4,35.55,16.86,8806
18,13113140207,1402.07,ARC 10,105288,119.26,{AC27F44D-91F8-44B7-A5A5-FA807F782B06},2015-06-02T12:47:14.000Z,49,57.35,41.73,15.62,7284
19,13113140208,1402.08,ARC 10,74214,66.12,{5DDFDF26-0B3C-4DFA-A649-835D67896582},2015-06-02T12:47:14.000Z,435.5,52.19,37,15.19,7108
20,13113140303,1403.03,ARC 10,78010,56.65,{043D3D2C-9833-48A8-B145-0E2F99D2A1B2},2015-06-02T12:47:14.000Z,-88.6,55.34,39.46,15.87,7743
21,13113140304,1403.04,ARC 10,70740,75.86,{2E3A92D2-DDE6-4804-A404-26526DA45941},2015-06-02T12:47:14.000Z,-109.8,55.42,39.36,16.06,7918
22,13113140307,1403.07,ARC 10,145086,79.46,{7D36102B-18FF-4D95-AC69-3ED05CBDC729},2015-06-02T12:47:14.000Z,123.4,62.13,43.61,18.52,9911
23,13113140408,1404.08,ARC 10,72200,56.39,{C598378C-3383-4573-A846-D42410B63A59},2015-06-02T12:47:14.000Z,-26.1,56.65,38.83,17.81,9240
24,13113140407,1404.07,ARC 10,63433,80.85,{14B73A9E-8655-476E-BB2C-98484426EF4A},2015-06-02T12:47:14.000Z,195.1,54.38,38.98,15.4,7259
25,13113140405,1404.05,ARC 10,85278,59.63,{88EC466D-4072-4E05-9E6D-1920E4B277E5},2015-06-02T12:47:14.000Z,14.3,56.62,38.75,17.87,9423
26,13113140404,1404.04,ARC 10,77888,92.82,{7BF19A15-64FC-40B9-91DD-BACAEB0CB40F},2015-06-02T12:47:14.000Z,179.3,56.07,40.08,15.99,7646
27,13113140206,1402.06,ARC 10,105966,68.1,{7C256191-9A44-4736-827B-35F4652E39EF},2015-06-02T12:47:15.000Z,161.4,62.39,45.86,16.53,7887
28,13113140203,1402.03,ARC 10,83935,36.33,{B1FC0900-F3C9-4F67-959A-957DEDEDAE32},2015-06-02T12:47:15.000Z,216.4,55.78,38.37,17.41,8619
29,13113140204,1402.04,ARC 10,76681,52.9,{F7DAD277-241F-4EB0-9D91-24633A555669},2015-06-02T12:47:15.000Z,42.5,56.66,39.32,17.33,8692
30,13113140305,1403.05,ARC 10,97955,60.46,{BAA3AF08-A2A7-4D81-96FB-3F7950FA0B8A},2015-06-02T12:47:15.000Z,247.1,56.27,39.09,17.18,8384
31,13113140403,1404.03,ARC 10,78324,68.86,{14FE0FA4-4909-4796-85C5-9137AEC1AEA5},2015-06-02T12:47:15.000Z,122.7,58.62,41.22,17.4,8813
32,13113140406,1404.06,ARC 10,57438,60.37,{2CDE1191-77F6-4AC8-946D-BE075D16D80D},2015-06-02T12:47:15.000Z,37.3,54.53,38.68,15.86,7492
33,13113140306,1403.06,ARC 10,89699,66.01,{DEF6D0C2-B60E-47D9-A10E-521A1FAE5669},2015-06-02T12:47:15.000Z,56.3,53.01,37.04,15.97,7659
34,13113140102,1401.02,ARC 10,72549,44.61,{CD5CD2FA-E7D9-4AE6-9C6A-C9F4E8146BFA},2015-06-02T12:47:15.000Z,-3.8,55.21,38.26,16.95,8424
35,13113140101,1401.01,ARC 10,64732,67.55,{41884863-8C62-4C48-A2A4-15B27C2C5729},2015-06-02T12:47:15.000Z,49.1,58.25,40.88,17.37,8751
36,13113140502,1405.02,ARC 10,73591,26.45,{81BB958E-2AD8-4C9A-AC75-F8DC04B11A66},2015-06-02T12:47:15.000Z,12.4,56.44,37.88,18.56,10262
37,13113140501,1405.01,ARC 10,84885,41.96,{020FDE63-5CA9-424C-91B4-07BF60D5AA94},2015-06-02T12:47:15.000Z,42.3,58.18,39.56,18.62,9754
38,13247060404,604.04,ARC 10,54146,51.26,{B0514F4D-2E18-442E-BC2B-FDAB19AAB017},2015-06-02T12:47:15.000Z,-45.3,55.2,38.53,16.67,8599
39,13247060304,603.04,ARC 10,42554,26.64,{68854942-8570-4318-B729-DBF7BD432180},2015-06-02T12:47:15.000Z,120.7,48.71,35.57,13.14,5681
40,13247060101,601.01,ARC 10,51356,24.55,{78460403-A06E-43A8-984D-871AE1AA4A17},2015-06-02T12:47:15.000Z,9.5,54.53,37.72,16.81,8421
41,13247060202,602.02,ARC 10,54345,60.8,{FF1C165D-30AB-45ED-BE79-79C43551ADCF},2015-06-02T12:47:15.000Z,174.6,53.91,37.92,15.99,8020
42,13247060201,602.01,ARC 10,35453,84.76,{A06DAA92-FF41-4D15-AA35-26320CD6FEF2},2015-06-02T12:47:15.000Z,31.8,49.36,34.46,14.9,7378
43,13247060306,603.06,ARC 10,65357,4.21,{7B72E2B6-9734-4CBE-93B9-BDA85243E475},2015-06-02T12:47:15.000Z,231.9,55.04,39.02,16.03,8126
44,13247060407,604.07,ARC 10,51714,59.92,{F280E19D-CF55-46F6-8A7F-F3B2F59E77E5},2015-06-02T12:47:15.000Z,-84.8,55.2,38.38,16.82,9092
45,13247060403,604.03,ARC 10,69286,27.8,{5A6A1F35-A9B6-424E-9075-79FD6398D5CC},2015-06-02T12:47:15.000Z,63.8,57.85,39.95,17.9,9005
46,13247060406,604.06,ARC 10,71833,59.06,{2C68156D-776D-48E9-8B29-A0BDD397345F},2015-06-02T12:47:15.000Z,41.4,57.51,40.08,17.43,9144
47,13247060305,603.05,ARC 10,37067,57.22,{284F9776-C132-42B4-BF92-AEFF23D38FF0},2015-06-02T12:47:15.000Z,138.2,46.34,33.98,12.36,5148
48,13247060309,603.09,ARC 10,43438,78.94,{5F748C8C-8C01-4804-8C70-5137EF82EBD6},2015-06-02T12:47:15.000Z,323.4,51.24,37.09,14.15,6358
49,13247060308,603.08,ARC 10,43182,89.48,{8F6F484A-0A08-404E-A570-D39E4CA647D8},2015-06-02T12:47:15.000Z,858.7,46.13,33.61,12.53,5034
50,13247060405,604.05,ARC 10,65704,41.49,{ADB69866-D35F-4808-B69B-4DB3C784CC03},2015-06-02T12:47:15.000Z,90.6,57.58,39.63,17.96,9761
51,13247060307,603.07,ARC 10,70478,88.21,{F4D952C7-2956-4215-83E6-4D4FFF78A25F},2015-06-02T12:47:15.000Z,483.7,56.5,40.99,15.51,7650
52,13247060102,601.02,ARC 10,44469,10.77,{E4A83500-0132-46AB-81C8-D8BD740B44E3},2015-06-02T12:47:15.000Z,35.7,54.54,38.24,16.3,8267
53,13067030330,303.30,ARC 10,91825,108.35,{C1CE0D4A-5D8E-4F76-AA94-EC675C473150},2015-06-02T12:47:15.000Z,139.1,57.61,42.37,15.24,5796
54,13067030328,303.28,ARC 10,102594,99.28,{3765DA5A-2474-4B45-9CC2-41ACFC70AAB7},2015-06-02T12:47:15.000Z,-113.8,58.34,42.64,15.7,6196
55,13067030700,307,ARC 10,38140,116.86,{54D7A5FE-96F0-4F7F-99EB-93DAFCCBA8D6},2015-06-02T12:47:15.000Z,-708.2,46.38,36.09,10.28,2414
56,13067030324,303.24,ARC 10,78363,103.38,{3DD87C94-3773-40D4-9F6F-4F8118AC2C21},2015-06-02T12:47:15.000Z,-220.7,56.46,40.88,15.57,6889
57,13067030312,303.12,ARC 10,68452,66.93,{32E1E62B-FB6F-41C0-B42B-FFC3A8A22381},2015-06-02T12:47:15.000Z,-80.3,55.73,40.38,15.34,6220
58,13067030228,302.28,ARC 10,45275,140.58,{E6A7B1F3-3571-4BAA-9BAC-397DD029D583},2015-06-02T12:47:15.000Z,27.8,44.98,35.13,9.84,2316
59,13067030231,302.31,ARC 10,95714,97.58,{50C6F623-8547-42D2-9FEB-D085F6A7824A},2015-06-02T12:47:15.000Z,147,60.17,43.92,16.25,7172
60,13067030230,302.30,ARC 10,64554,107.57,{9E5B0F20-C90B-4A6E-95D9-4ADCD0414FE0},2015-06-02T12:47:15.000Z,1275.2,50.96,38.75,12.2,3737
61,13067030311,303.11,ARC 10,90809,75.89,{2B08E78A-ACA3-4AFF-B288-DF6D1C63B57D},2015-06-02T12:47:15.000Z,-90,56.05,40.44,15.62,6684
62,13067031001,310.01,ARC 10,30414,100.89,{68285250-E29C-4DB6-8EC8-A907A64B52AF},2015-06-02T12:47:15.000Z,-50.5,43.62,32.97,10.65,2707
63,13067030310,303.10,ARC 10,68512,57.01,{E804435F-E6EB-40D2-9C72-D3B204CAD31E},2015-06-02T12:47:15.000Z,86.8,55.97,40.65,15.33,6261
64,13067030215,302.15,ARC 10,73646,97.49,{CE5D4F28-2325-4427-A6D4-A0269F4EAD32},2015-06-02T12:47:15.000Z,364.3,54.52,39.61,14.91,6338
65,13067030601,306.01,ARC 10,48977,125.07,{BA894F84-A9BD-4C6A-959C-51DB5A084792},2015-06-02T12:47:15.000Z,1384.4,46.64,37.07,9.57,1822
66,13067030227,302.27,ARC 10,58446,54.78,{2431DC07-6B26-4F00-B0DF-4329800C98AE},2015-06-02T12:47:15.000Z,87.9,50.01,36.7,13.3,5064
67,13067030602,306.02,ARC 10,61891,87.69,{820A71D2-37F3-4B3E-99BA-CF6C7A358EEE},2015-06-02T12:47:15.000Z,61,48.73,36.32,12.41,3859
68,13067030506,305.06,ARC 10,51922,69.61,{9BA1EA63-882E-4B36-B21D-C11D0799464E},2015-06-02T12:47:15.000Z,267.1,47.57,35.66,11.9,3663
69,13067030507,305.07,ARC 10,61017,84.71,{E51ACE58-A50E-49CC-8296-B4F7EC6EF251},2015-06-02T12:47:15.000Z,51.3,54.13,39.53,14.6,5711
70,13067030229,302.29,ARC 10,51905,54.63,{5F4E234F-13FE-497E-ADF7-C43456ADC908},2015-06-02T12:47:15.000Z,409.8,51.44,38.07,13.38,4868
71,13067031208,312.08,ARC 10,63125,204.46,{04BD4467-40D0-436F-8B0A-A3A5CCA40F4A},2015-06-02T12:47:15.000Z,960.7,44.4,35.74,8.66,503
72,13067031207,312.07,ARC 10,52945,231.96,{F0512855-F03F-4F80-8305-A2E6794775A1},2015-06-02T12:47:15.000Z,176.4,48.58,40.55,8.03,621
73,13067030226,302.26,ARC 10,70357,123.55,{1E6DF84E-C81C-43B3-AD8C-52377CFA8DDF},2015-06-02T12:47:15.000Z,1151.9,54.63,40.37,14.26,6053
74,13067031505,315.05,ARC 10,62903,56.11,{C044FB9A-B8FA-4E4B-9B37-37E26985005D},2015-06-02T12:47:15.000Z,-27.4,54.4,38.88,15.52,7407
75,13067030313,303.13,ARC 10,77872,60.78,{5E700A71-8219-48FA-8EF0-EBAD87B5F897},2015-06-02T12:47:15.000Z,201.1,55.88,40.81,15.06,6025
76,13067031310,313.10,ARC 10,27802,172.79,{E99A8EDC-4F3E-4200-A187-EF3A8A086AFF},2015-06-02T12:47:15.000Z,244.1,41.94,31.78,10.16,2455
77,13067030214,302.14,ARC 10,74347,80.14,{9B43F4E9-2D63-41DC-AF7B-46F8CD7D8BE3},2015-06-02T12:47:15.000Z,299,55.38,39.96,15.43,6900
78,13067031212,312.12,ARC 10,125000,106.35,{AD2A9FC0-0A11-4E0A-B553-6BE094DC09C2},2015-06-02T12:47:15.000Z,-71.3,59.19,45.14,14.05,4451
79,13067031211,312.11,ARC 10,53891,290.52,{043FB374-EB65-41A4-BEE3-193B145C18CB},2015-06-02T12:47:15.000Z,-73.3,36.42,29.51,6.91,0
80,13067031209,312.09,ARC 10,120987,127.74,{4863C77D-8486-4AB7-AD48-9650829FF250},2015-06-02T12:47:15.000Z,600.8,57.59,44.01,13.58,4085
81,13067030224,302.24,ARC 10,69803,106.75,{5DCFC010-8755-4DBE-BF91-F35E818EAD34},2015-06-02T12:47:15.000Z,1697.2,54.73,40.08,14.65,6146
82,13067031205,312.05,ARC 10,83000,185.22,{073209B7-5126-4CF9-9397-CF6C8FBCB11D},2015-06-02T12:47:15.000Z,688.6,48.02,37.49,10.53,2130
83,13067031206,312.06,ARC 10,78214,143.4,{D126C2FE-0082-499F-80A9-7F1E0407E0A6},2015-06-02T12:47:15.000Z,1112.2,46.44,35.54,10.9,2508
84,13067030220,302.20,ARC 10,63523,74.08,{7FBD196F-A469-423A-B6D6-C745BCCD2248},2015-06-02T12:47:15.000Z,-44.3,56.47,41.05,15.42,6110
85,13067030905,309.05,ARC 10,52669,107.49,{C768D952-E5E7-4565-BC79-86D61CF1DDF6},2015-06-02T12:47:15.000Z,398.3,52.5,38.44,14.06,5681
86,13067030502,305.02,ARC 10,83229,95.09,{65E2A3D7-0B6D-4749-9116-79EB7B257D8E},2015-06-02T12:47:15.000Z,114.1,54.71,40.82,13.89,5007
87,13067030209,302.09,ARC 10,82328,66.29,{87EF0D07-49D2-477F-BFB8-3CC021245612},2015-06-02T12:47:15.000Z,253.6,58.31,42.05,16.25,7201
88,13067030326,303.26,ARC 10,122371,83.13,{DA11003D-A174-4A01-BDFB-85C01435B136},2015-06-02T12:47:15.000Z,-70.4,60.57,44.01,16.56,7188
89,13067031108,311.08,ARC 10,35563,205.75,{92049755-A91D-416D-9107-69CC7985E818},2015-06-02T12:47:15.000Z,-380.8,42.83,33.58,9.25,1355
90,13117130105,1301.05,ARC 20,38306,7.99,{6435AC55-2457-4EFF-8401-9D112E61C58E},2015-06-02T12:47:15.000Z,106.5,49.7,34.06,15.64,7542
91,13117130205,1302.05,ARC 20,65795,27.81,{0F572986-1F0E-457D-85D5-E5CBC926B1DB},2015-06-02T12:47:15.000Z,113.9,54.02,36.94,17.08,8735
92,13117130603,1306.03,ARC 20,118902,107.56,{C190FC7E-2E5B-4CA9-8778-61CE89779606},2015-06-02T12:47:15.000Z,391.4,59.15,43.52,15.62,6825
93,13117130610,1306.10,ARC 20,120685,93.25,{528F245B-D090-4EA2-B704-F12C6314162C},2015-06-02T12:47:15.000Z,125.9,61.18,44.47,16.71,7167
94,13117130606,1306.06,ARC 20,116714,111.39,{DD01F020-1D80-4F3F-BA28-47E953D05FFA},2015-06-02T12:47:15.000Z,263.5,58.05,42.71,15.34,6034
95,13117130604,1306.04,ARC 20,126058,109.42,{600BB833-4FF9-4909-A48B-F476A01B2BF8},2015-06-02T12:47:15.000Z,693.6,60.27,44.09,16.18,6582
96,13117130611,1306.11,ARC 20,127304,107.54,{7C597175-0061-4FD2-A259-F30217BAB856},2015-06-02T12:47:15.000Z,633.3,61.77,44.98,16.79,7514
97,13117130609,1306.09,ARC 20,125688,87.27,{D3948D47-6EFC-4151-AA92-E5E921C5932C},2015-06-02T12:47:15.000Z,1147.7,60.69,43.88,16.81,7418
98,13117130607,1306.07,ARC 20,120000,92.9,{4D003F3B-3366-4C4B-8819-82B00F26D550},2015-06-02T12:47:15.000Z,1206.3,59.5,43.22,16.28,7566
99,13117130605,1306.05,ARC 20,99028,95.27,{6A0302C4-6EAA-43F6-A31B-9EC9AE0B7F6F},2015-06-02T12:47:15.000Z,684.5,60.38,43.45,16.93,7582
100,13117130602,1306.02,ARC 20,83445,122.78,{99F3B522-B6AF-4D6B-8BF9-1071BA5A2890},2015-06-02T12:47:15.000Z,810.9,54.06,39.42,14.65,6174
101,13117130508,1305.08,ARC 20,104912,88.45,{46B23C77-AAC3-4F1C-8D2C-57E0E8A6E7E9},2015-06-02T12:47:15.000Z,491.8,59.93,42.81,17.12,8199
102,13117130507,1305.07,ARC 20,71765,52.41,{765603E9-045B-4E8D-8A9F-5CCBA94E463D},2015-06-02T12:47:15.000Z,80,54.46,38.32,16.15,7858
103,13117130409,1304.09,ARC 20,60962,48.16,{60E549B8-D7EE-475C-925C-52C4CDBB89F0},2015-06-02T12:47:15.000Z,201.7,50.27,35.23,15.04,7159
104,13067030218,302.18,ARC 10,114718,95.47,{DBB18154-6317-4B9A-B350-14684CF38489},2015-06-02T12:47:15.000Z,455.4,60.33,43.82,16.51,7357
105,13067030219,302.19,ARC 10,118279,86.64,{6E4C8168-6E5E-467F-8946-35E93D53C2CC},2015-06-02T12:47:15.000Z,572.9,61.31,44.07,17.24,8300
106,13067030235,302.35,ARC 10,98782,52.71,{258D3148-8396-44D8-9308-15EC2CE9A6AA},2015-06-02T12:47:15.000Z,120.8,58.08,41.21,16.87,7548
107,13067030234,302.34,ARC 10,96625,67.23,{D0CECCE1-92E5-4DBC-8142-403C06E30392},2015-06-02T12:47:15.000Z,376.7,60.12,43.09,17.03,8028
108,13067030233,302.33,ARC 10,97778,89.72,{40041D4B-A3F0-46E8-B88C-0E9F6D805783},2015-06-02T12:47:15.000Z,-1.1,58.57,42.29,16.28,7343
109,13067030337,303.37,ARC 10,125556,119.35,{9300896A-6A83-4170-8462-E4EF5FB715F9},2015-06-02T12:47:15.000Z,6.1,59.71,44.57,15.14,5502
110,13067030334,303.34,ARC 10,96214,86.56,{C25E3485-B176-4302-B420-B48CB61FB455},2015-06-02T12:47:15.000Z,-140,58.3,43.23,15.07,5290
111,13067031111,311.11,ARC 10,78706,208.06,{CC816320-D0EF-4BB6-AF2D-3463C47B11DD},2015-06-02T12:47:15.000Z,-353.8,50.52,40.11,10.42,2326
112,13067031110,311.10,ARC 10,56472,118.4,{2ED09BE3-C274-461A-A44E-271BFE32815B},2015-06-02T12:47:15.000Z,-166,49.89,37.9,11.98,3488
113,13067030405,304.05,ARC 10,39492,190.52,{3864A36C-40FB-4930-9E74-299FDEEAC06D},2015-06-02T12:47:15.000Z,-74,46.18,36.34,9.84,2093
114,13067031101,311.01,ARC 10,41907,122.28,{9EDACD3A-0430-4ED1-8AFC-64FFEE581D5C},2015-06-02T12:47:15.000Z,34.6,49.13,37.73,11.39,3112
115,13117130305,1303.05,ARC 20,94188,103.83,{E5B08282-6DDE-4276-9D35-AC9EDEC9F1BD},2015-06-02T12:47:15.000Z,610.3,59.07,41.53,17.54,8965
116,13117130301,1303.01,ARC 20,66842,58.91,{5D21E7BE-F412-4EF5-BEBE-1B3A2F991F5A},2015-06-02T12:47:15.000Z,240.6,55.08,38.42,16.66,8688
117,13117130405,1304.05,ARC 20,81048,54.77,{9B7BA384-7F46-4318-9106-B4F207AC697E},2015-06-02T12:47:15.000Z,542.1,56.58,39.66,16.91,8076
118,13117130504,1305.04,ARC 20,66572,26.08,{11EC3AF0-49DD-4117-A8A0-3457DD3617BC},2015-06-02T12:47:15.000Z,64.7,51.06,34.97,16.09,7921
119,13117130505,1305.05,ARC 20,74000,55.65,{20FD026E-962B-4B2B-8AB9-3498B437070E},2015-06-02T12:47:15.000Z,74.6,55.74,38.38,17.36,9096
120,13117130503,1305.03,ARC 20,82670,37.05,{EEABE362-A96F-4BAD-A45D-54AD35466C92},2015-06-02T12:47:15.000Z,70.7,55.32,38.21,17.1,8717
121,13117130102,1301.02,ARC 20,59929,57.65,{59070592-CD30-46CF-B7D1-48871A054FB2},2015-06-02T12:47:15.000Z,207.4,56.42,38.78,17.64,9628
122,13117130103,1301.03,ARC 20,53941,24.62,{6364357E-8B73-47A4-BDE2-15D8292095BC},2015-06-02T12:47:15.000Z,190.1,53.26,36.46,16.8,9183
123,13117130303,1303.03,ARC 20,85750,69.96,{5DB5C677-9651-4E5F-B228-7A5A658DD5E9},2015-06-02T12:47:15.000Z,111.4,57.77,39.97,17.8,9774
124,13117130201,1302.01,ARC 20,82137,52.9,{7D94EB10-5515-48DC-89AA-00DE5AE877CA},2015-06-02T12:47:15.000Z,221.6,56.67,38.73,17.94,9719
125,13067030232,302.32,ARC 10,89649,88.12,{BC5BA8C8-189A-47AE-B694-32C056C9C663},2015-06-02T12:47:15.000Z,231.8,58.51,42.24,16.27,7159
126,13067030222,302.22,ARC 10,73438,90.99,{231318E2-510B-4543-969A-77CE0383848D},2015-06-02T12:47:15.000Z,-31.1,56.74,41.27,15.46,6394
127,13067031118,311.18,ARC 10,67149,125.59,{F4773B8C-BF81-413B-ACFA-96374E0DB47C},2015-06-02T12:47:15.000Z,133,51.86,39.17,12.69,4070
128,13067031117,311.17,ARC 10,110870,89.55,{6E157DAC-8CC1-4590-A83A-52E91323C25E},2015-06-02T12:47:15.000Z,-182.5,54.94,40.19,14.74,5792
129,13067031507,315.07,ARC 10,44830,97.41,{F3B69117-7EB8-4196-B78B-8EA21DF7518E},2015-06-02T12:47:15.000Z,-124.7,53.19,38.37,14.81,6620
130,13067031004,310.04,ARC 10,38137,132.79,{AED34C55-1E75-4DA8-A981-FDE9AEEFC196},2015-06-02T12:47:15.000Z,-449.4,46.97,35.47,11.5,3424
131,13067030103,301.03,ARC 10,71569,53.49,{12ABD6B7-5C68-46D8-A349-E056E2C10E39},2015-06-02T12:47:15.000Z,498.9,56.78,40.76,16.01,7606
132,13067031404,314.04,ARC 10,63426,71.16,{EC30550F-D780-4C75-B91B-2BBEC419611F},2015-06-02T12:47:15.000Z,117.9,53.88,39.15,14.72,6176
133,13067031306,313.06,ARC 10,47992,46.86,{6D8F1BB6-2778-4E2D-A7F4-F1557F69973C},2015-06-02T12:47:15.000Z,107.7,51.92,38.38,13.54,5083
134,13067030101,301.01,ARC 10,73603,19.63,{49818854-5307-42EF-B711-A7FE5028D266},2015-06-02T12:47:15.000Z,100.7,55.35,38.82,16.53,8110
135,13067030104,301.04,ARC 10,51140,81.14,{2ED4A052-03D3-4463-9780-CAE9DC42E7CE},2015-06-02T12:47:15.000Z,150.7,51.78,37.14,14.64,6768
136,13117130613,1306.13,ARC 20,95217,66.6,{BE8CBFC4-1A68-4606-9C13-216EE295E7AE},2015-06-02T12:47:15.000Z,474.2,57.6,42.05,15.55,6770
137,13117130408,1304.08,ARC 20,53333,81.87,{8A3D4F1C-CF57-4D64-9EA0-BD06A27F8B5D},2015-06-02T12:47:15.000Z,320.7,53,37.86,15.14,6731
138,13117130612,1306.12,ARC 20,141802,99.54,{8CAC2E83-2CEF-4D31-A209-12011323DB12},2015-06-02T12:47:15.000Z,734.3,61.8,45.46,16.34,6943
139,13117130608,1306.08,ARC 20,124531,88.93,{ABB53924-68DC-4C1C-A016-2F8AE0C27E7F},2015-06-02T12:47:15.000Z,972.4,70.56,54.27,16.29,7162
140,13117130307,1303.07,ARC 20,85833,77.2,{663249C4-C6AC-43D1-B2EE-0EA311E362E2},2015-06-02T12:47:15.000Z,246,57.55,40.53,17.02,8492
141,13117130302,1303.02,ARC 20,99464,86.17,{53F38972-3AFB-4FB5-90A0-78D4EB9E2161},2015-06-02T12:47:15.000Z,482.6,57.27,40.42,16.84,8069
142,13117130304,1303.04,ARC 20,103438,72.79,{0B466438-125A-472C-9C47-BB8BF02A2C0C},2015-06-02T12:47:15.000Z,138.3,58.23,41.17,17.06,7809
143,13117130404,1304.04,ARC 20,102384,86.47,{A402B610-6B76-48BF-8D1C-D274F0368943},2015-06-02T12:47:15.000Z,1065.2,60.02,43.38,16.64,7398
144,13117130306,1303.06,ARC 20,103947,101.35,{498A325E-B893-41D8-A0B9-B78CC914B800},2015-06-02T12:47:15.000Z,544.7,57.67,41.25,16.42,7694
145,13117130601,1306.01,ARC 20,85497,78.38,{8DEC75C8-059A-4C7D-A84C-BC21EEA9ED61},2015-06-02T12:47:15.000Z,281.9,54.57,39.64,14.93,6513
146,13117130510,1305.10,ARC 20,99531,65.59,{C7D5EE95-AF4D-44C3-91EE-3A6A1D878369},2015-06-02T12:47:15.000Z,473.7,57.9,41.95,15.95,7026
147,13117130406,1304.06,ARC 20,70261,99.6,{789EBFF6-74D9-4240-B486-8BB2CF2B5619},2015-06-02T12:47:15.000Z,1310,53.39,38.37,15.02,6314
148,13117130410,1304.10,ARC 20,46816,97.83,{C154E404-F58B-4FAC-B8F3-8C4995820F3F},2015-06-02T12:47:15.000Z,703.1,48.73,36.54,12.19,4337
149,13117130203,1302.03,ARC 20,74100,30.38,{C5CEC6F9-2583-4B88-AC28-4C357F9C7E44},2015-06-02T12:47:15.000Z,91.5,56.13,38.16,17.97,9292
150,13117130204,1302.04,ARC 20,63125,54.93,{8839AE92-4843-45D2-98F7-8AF0CB04FB77},2015-06-02T12:47:15.000Z,470,56.49,38.87,17.62,9723
151,13117130202,1302.02,ARC 20,94821,88.29,{35AECE30-42CB-437A-8BEA-22C30BE2719D},2015-06-02T12:47:15.000Z,402.2,59.68,41.77,17.92,9249
152,13117130509,1305.09,ARC 20,66284,15,{3320F9D5-1186-4445-B519-C8A5E5F61D6A},2015-06-02T12:47:15.000Z,-2.4,56.24,40.11,16.13,7471
153,13117130403,1304.03,ARC 20,68456,68.75,{D9B40C19-4B54-46D5-A039-2970BEC43F38},2015-06-02T12:47:15.000Z,154.5,55.91,39.24,16.67,8723
