OBJECTID,X,Y,Organization_Name,Study_Region,Street,City,ZIP,State,Data_Source,last_edited_date,GlobalID,Expenditures_2015_16,Attendance_2105_16
72,-84.440786,33.987582,Walton Band and Orchestra Parents,Rest of 10-county Metro Atlanta Area,1590 BILL MURDOCK RD,MARIETTA,30062-5953,GA,Paper Survey,2018-02-08T21:22:29.000Z,{9D4E3B03-3068-465D-9B9A-831DD24F1BD8},800966,100
73,-84.370798,33.799316,Atlanta Freedom Bands,City of Atlanta,1579-F MONROE DRIVE 173,ATLANTA,30324-5016,GA,Paper Survey,2018-02-08T21:22:29.000Z,{88484506-9E0D-48F9-A459-E8E151F4EECC},20434,480
74,-84.575155,33.991784,BJ Palmer Historic Home Foundation,Rest of 10-county Metro Atlanta Area,1634 WHITE CIR STE 102,MARIETTA,30066-5809,GA,Paper Survey,2018-02-08T21:22:29.000Z,{751E186C-8924-47CF-AF1A-90996AE1C1C6},106275,0
75,-84.435553,33.800862,Atlanta Ballet,City of Atlanta,1695 MARIETTA BLVD NW,ATLANTA,30318-3644,GA,DataArts,2018-02-08T21:22:29.000Z,{ECBC8BEA-9CC6-4C0A-8237-51CADEE4A2C7},15271970,101302
76,-84.338573,33.828007,Instituto de Mexico,Was City of Atlanta,17 Executive Park Dr NE,ATLANTA,30329,GA,Paper Survey,2018-02-08T21:22:29.000Z,{30E61E74-8D2A-4349-8D10-5AE986109AF6},412213,0
77,-84.382066,33.755485,Dance Canvas,City of Atlanta,171 AUBURN AVE,ATLANTA,30303-2552,GA,Paper Survey,2018-02-08T21:22:29.000Z,{0B8BF2C0-515D-4FFC-916F-08C31A861855},122757,1280
78,-84.061288,33.964636,Gwinnett Ballet Theatre,Rest of 10-county Metro Atlanta Area,1800 MACLEOD DR UNIT A-D BLG A,LAWRENCEVILLE,30043-5736,GA,DataArts,2018-02-08T21:22:29.000Z,{EF952BDF-C321-4679-953B-C42F1F1F51B5},759386,0
79,-84.366382,33.804845,Southeastern Museums Conference,City of Atlanta,1860 N Rock Springs Rd NE 100,ATLANTA,30324,GA,Paper Survey,2018-02-08T21:22:29.000Z,{11773E33-57C3-46BB-A0D1-8B5AF2518A94},253016,584
80,-84.393948,33.786504,People TV,City of Atlanta,190 14TH ST NW,ATLANTA,30318-7802,GA,Paper Survey,2018-02-08T21:22:29.000Z,{B2219D76-6D7D-40EC-8DAB-B3C9AF747733},267545,4914
81,-84.307883,33.957197,Am Yisrael Chai,Was City of Atlanta,1967 ROTHERHAM WAY,ATLANTA,30338-3078,GA,Paper Survey,2018-02-08T21:22:29.000Z,{30EA088B-A5EA-4A98-8614-0A6A7B766587},70323,550
82,-84.319556,33.95046,Choral Guild Of Atlanta,Rest of 10-county Metro Atlanta Area,1978 Mt. Vernon Rd.,Dunwoody,30338,GA,DataArts,2018-02-08T21:22:29.000Z,{B45793C6-3F2B-4C68-823E-F04AA51F1454},39385,400
83,-84.39469,33.748723,Bronzelens Atlanta Film Festival,City of Atlanta,210 PEACHTREE STREET,ATLANTA,30303-0000,GA,Paper Survey,2018-02-08T21:22:29.000Z,{530A2477-1C92-45D8-957D-652A0D48DED1},158236,0
84,-84.004422,34.064782,Gwinnett Environmental and Heritage Center Foundation,Rest of 10-county Metro Atlanta Area,2020 CLEANWATER DR,BUFORD,30519-5708,GA,Paper Survey,2018-02-08T21:22:29.000Z,{4BB66B99-063B-4C4F-AC79-339AC1038A1E},538548,118033
85,-84.391881,33.875858,Atlanta Concert Band,City of Atlanta,215 West Wieuca Road,Atlanta,30342,GA,Paper Survey,2018-02-08T21:22:29.000Z,{4AD813AA-E66F-461D-B360-57D17C8801E8},20292,100
86,-84.241432,33.501289,Georgia Music Educators Association,Rest of 10-county Metro Atlanta Area,218 WILLIS DR,STOCKBRIDGE,30281-7272,GA,Paper Survey,2018-02-08T21:22:29.000Z,{7D58533C-CB29-4839-91B3-C45266D0D4CE},1466028,135450
87,-84.445768,33.457779,Southern Crescent Chorale,Rest of 10-county Metro Atlanta Area,220 CARRIAGE CHASE,FAYETTEVILLE,30214-1714,GA,Paper Survey,2018-02-08T21:22:29.000Z,{14D0B898-0768-4E3D-B883-608931F7C3FA},57521,0
88,-84.391569,33.815039,Atlanta Lyric Theatre,Rest of 10-county Metro Atlanta Area,2221 PEACHTREE ROAD NE D-655,ATLANTA,30309-1148,GA,Paper Survey,2018-02-08T21:22:29.000Z,{9F965685-F61E-433E-AA6F-042A0E41494F},1330898,0
89,-84.593479,33.901665,Cobb County Fair Associations,Rest of 10-county Metro Atlanta Area,2245 Callaway Road,MARIETTA,30008,GA,Paper Survey,2018-02-08T21:22:29.000Z,{BBA83817-3AB3-4BFA-972C-6B510BB2BA25},1845853,300000
90,-84.394147,33.762335,Georgia Aquarium,City of Atlanta,225 BAKER ST NW,ATLANTA,30313-1809,GA,Paper Survey,2018-02-08T21:22:29.000Z,{6142983D-9331-49F4-97CC-D3806E50E750},76385399,2201000
91,-84.489506,33.968578,Wheeler High School Band and Orchestra Booster Club,Rest of 10-county Metro Atlanta Area,2146 ROSWELL RD STE 108-PMB 305,MARIETTA,30062-3802,GA,Paper Survey,2018-02-08T21:22:29.000Z,{6AD2E589-533B-4026-8421-6B8D6D6805C8},131249,100
92,-84.387515,33.760329,Vox Teen Communications,City of Atlanta,229 Peachtree St NE  725,ATLANTA,30303,GA,DataArts,2018-02-08T21:22:29.000Z,{245ECBA1-9EAC-4015-8100-8E8E14537291},440128,1500
93,-84.068147,34.06956,Susan Chambers Dance Company,Rest of Fulton County,225 PEACHTREE INDUSTRIAL BLVD STE 1,SUGAR HILL,30518-9125,GA,Paper Survey,2018-02-08T21:22:29.000Z,{8AAB9C2D-6F10-4638-A93D-BBCD8BCF87C5},115233,0
94,-84.464203,33.616196,ATLA Theatre Company,Was City of Atlanta,2300 Godby Road,COLLEGE PARK,30349,GA,Paper Survey,2018-02-08T21:22:29.000Z,{93D0479A-942B-41D6-B210-0A6D19278824},1700,4
95,-84.387515,33.760483,Atlanta Jazz Festival,City of Atlanta,233 PEACHTREE STREET,ATLANTA,30303-0000,GA,Paper Survey,2018-02-08T21:22:29.000Z,{0223148D-4470-492E-90BF-C201F8E21379},72109,120000
96,-84.387515,33.760483,City of Atlanta Mayor's Office of Cultural Affairs,City of Atlanta,"233 Peachtree Street, Harris Tower Suite 1700",Atlanta,30303,GA,Paper Survey,2018-02-08T21:22:29.000Z,{D8B6FD0A-5873-478E-A49D-337070412C1C},3149056,0
97,-84.387515,33.760598,National Black Arts Festival,City of Atlanta,"235 Peachtree Street, Suite 1725",Atlanta,30303,GA,Paper Survey,2018-02-08T21:22:29.000Z,{2487043C-D628-4E71-B532-C5C8A97EEA8B},1872077,4680
98,-83.956175,34.054498,Mountain View Band Association,Rest of 10-county Metro Atlanta Area,2351 Sunny Hill Rd,LAWRENCEVILLE,30043,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C948228B-68E6-4C20-94DB-1661A18AF62E},154616,0
99,-84.360048,33.761732,Dashboard Co-Op,City of Atlanta,245 NORTH HIGHLAND AVE,ATLANTA,30307-1936,GA,Paper Survey,2018-02-08T21:22:29.000Z,{CF2714C8-0688-4BB8-83A1-DA1239BDCE64},185562,17450
100,-84.387831,33.755642,Atlanta Film Festival,City of Atlanta,"25 Park Place NE, Suite 1000",ATLANTA,30303,GA,Paper Survey,2018-02-08T21:22:29.000Z,{049AD803-3B1B-40DE-8DE5-265EB43C38A9},628675,36228
101,-84.387831,33.755642,Oral History Association,City of Atlanta,"25 Park Place, Suite 2020",ATLANTA,30303,GA,Paper Survey,2018-02-08T21:22:29.000Z,{AB9491D6-203A-42CF-BF95-48787BCACBEC},247757,0
102,-84.375101,33.747325,Historic Oakland Foundation,City of Atlanta,248 OAKLAND AVE SE,ATLANTA,30312-2220,GA,Paper Survey,2018-02-08T21:22:29.000Z,{72D07A5A-EAE5-483D-BCA6-754890DA6C3C},941238,45000
103,-84.44307,33.684099,Ballethnic Dance Company,Rest of Fulton County,2587 CHENEY ST,EAST POINT,30344-3118,GA,Paper Survey,2018-02-08T21:22:29.000Z,{5BF6879F-E6D4-4977-9C30-096996F17233},458604,1000
104,-84.395502,33.786311,Georgia Radio Reading Service,City of Atlanta,260 14TH ST NW,ATLANTA,30318-5360,GA,Paper Survey,2018-02-08T21:22:29.000Z,{576DEE46-2393-449B-885A-8A4F4F335666},329591,0
105,-84.391129,33.935275,Abernathy Arts Center,Rest of Fulton County,254 Johnson Ferry Road,Sandy Springs,30328,GA,DataArts,2018-02-08T21:22:29.000Z,{942665A5-2CC0-4EA2-863D-A725952388D2},198460,3887
106,-84.394717,33.759348,Atlanta Hall Management,City of Atlanta,250 MARIETTA ST NW,ATLANTA,30313-1602,GA,DataArts,2018-02-08T21:22:29.000Z,{E66FCA68-6DE2-4A6F-8405-19BD6CD420CA},14726856,0
107,-84.403054,34.014253,Society for Preservation & Encouragement of Barbershop Quartet Singing,Rest of 10-county Metro Atlanta Area,2695 LONG LAKE TER NE,ROSWELL,30075-4083,GA,Paper Survey,2018-02-08T21:22:29.000Z,{A27530C7-E877-4C54-9980-8D29C5C969E9},104199,0
108,-84.471877,34.04093,Georgia Philharmonic,Rest of Fulton County,2601 Shallowford Rd.,Marietta,30066,GA,Paper Survey,2018-02-08T21:22:29.000Z,{392F4905-191B-404C-A8C4-13EE7777B512},43983,1719
109,-84.30512,33.977311,Japanese Embroidery Center,Was City of Atlanta,2727 SPALDING DR,ATLANTA,30350-4623,GA,Paper Survey,2018-02-08T21:22:29.000Z,{D1518E61-6465-478E-9EF0-33337364A8EB},240512,0
110,-84.459917,33.88476,ArtsBridge Foundation,Rest of 10-county Metro Atlanta Area,2800 Cobb Galleria Parkway,ATLANTA,30339,GA,Paper Survey,2018-02-08T21:22:29.000Z,{0FC4F5E2-1EFE-487E-B8E4-12B486F96B31},642000,44000
111,-84.391954,33.762333,Childrens Museum Of Atlanta,City of Atlanta,275 CENTENNIAL OLYMPIC PARK DR NW,ATLANTA,30313-1827,GA,DataArts,2018-02-08T21:22:29.000Z,{A4BA4F11-D450-4ECB-A3FC-69DBE8C98D12},2769730,172865
112,-83.949902,34.075297,Gwinnett Symphony Orchestra And Chorus,Rest of 10-county Metro Atlanta Area,2847 COUNTRY HOUSE LN,BUFORD,30519-7647,GA,DataArts,2018-02-08T21:22:29.000Z,{6B2D3AF4-67A2-4FD7-849C-8FD3973D21C9},12091,2100
113,-84.63819,33.96184,Telltale Theatre,Rest of 10-county Metro Atlanta Area,292 GRANVILLE CT NW,MARIETTA,30064-5133,GA,Paper Survey,2018-02-08T21:22:29.000Z,{B420E01E-9284-4E96-B2AF-4F3C2ACFA8D9},82287,25000
114,-84.614505,34.023495,Kennesaw Museum Foundation,Rest of 10-county Metro Atlanta Area,2829 CHEROKEE ST NW,KENNESAW,30144-2823,GA,Paper Survey,2018-02-08T21:22:29.000Z,{CD4700BE-5AF7-43BB-BE07-49EA95C0FB05},425787,39100
115,-83.916196,34.054515,Clog - The National Clogging Leaders Organization,Rest of 10-county Metro Atlanta Area,2986 MILL PARK CT,DACULA,30019-3254,GA,Paper Survey,2018-02-08T21:22:29.000Z,{6275AD94-5148-42A2-A2D8-17866B1E2990},147491,0
116,-84.451346,34.021891,Pope Band Parents Association,Rest of 10-county Metro Atlanta Area,3001 HEMBREE RD NE,MARIETTA,30062-4205,GA,Paper Survey,2018-02-08T21:22:29.000Z,{8173F698-0EBC-4956-A363-D6AD1E037597},167637,100
117,-84.549117,33.951502,Marietta-Cobb Museum of Art,Rest of 10-county Metro Atlanta Area,30 ATLANTA ST SE,MARIETTA,30060-1975,GA,Paper Survey,2018-02-08T21:22:29.000Z,{065120D9-C885-4331-8751-154CBB2048FB},344110,0
118,-84.263578,33.876404,Georgia Press Educational Foundation,Was City of Atlanta,3066 MERCER UNIVERSITY DRIVE,ATLANTA,30341-4137,GA,Paper Survey,2018-02-08T21:22:29.000Z,{8E361C64-08E0-468A-84F9-E38B9156A32F},107387,0
119,-84.385466,33.840489,Forward Arts Foundation,City of Atlanta,3130 SLATON DR NW,ATLANTA,30305-2009,GA,Paper Survey,2018-02-08T21:22:29.000Z,{2E68386A-C592-4856-8E25-1E581070378A},1915796,0
120,-84.377181,33.842175,Buckhead Heritage Society,City of Atlanta,3180 MATHIESON DRIVE,ATLANTA,30305-1834,GA,Paper Survey,2018-02-08T21:22:29.000Z,{E493C3C4-A787-492E-94F2-118BD262A43C},143395,0
121,-84.490797,33.751582,Dancical Productions,City of Atlanta,3201 MARTIN LUTHER KING JR DR SW,ATLANTA,30311-1301,GA,Paper Survey,2018-02-08T21:22:29.000Z,{534640B5-0C54-4E42-9A3C-297F79AAD5FA},6050,382
122,-84.258636,33.711168,Porter Sanford III Performing Arts and Community Development,Rest of 10-county Metro Atlanta Area,3181 RAINBOW DR,DECATUR,30034-1712,GA,Paper Survey,2018-02-08T21:22:29.000Z,{87526A09-77EB-4574-94BB-AEDE5855890F},66625,0
123,-84.484767,33.666714,Urban Youth Harp Ensemble,Was City of Atlanta,3259 BRIARWOOD BLVD,EAST POINT,30344-5311,GA,Paper Survey,2018-02-08T21:22:29.000Z,{6C8F7B13-91CB-44A1-9874-46912491E0CC},82013,1500
124,-84.37727,33.740751,Atlanta Preservation Center 401,City of Atlanta,327 SAINT PAUL AVE SE,ATLANTA,30312-3129,GA,Paper Survey,2018-02-08T21:22:29.000Z,{D108170A-85CD-494C-9A42-81F34613805F},286911,10000
125,-84.408901,33.908753,Art Sandy Springs,Rest of Fulton County,33 SPRING OAKS CT,ATLANTA,30327-4741,GA,Paper Survey,2018-02-08T21:22:29.000Z,{CAFBFFB1-F730-4AFF-A654-4DE6F881D519},87820,0
126,-84.066769,34.057425,Suwanee Performing Arts,Rest of 10-county Metro Atlanta Area,341 MAIN ST,SUWANEE,30024-2233,GA,Paper Survey,2018-02-08T21:22:29.000Z,{6332A3A2-54A4-4509-89D4-A4B9A4FB167B},65969,0
127,-84.294745,33.89043,Southeast Fiber Arts Alliance,Rest of 10-county Metro Atlanta Area,3420 W. Hospital Ave. Suite 103,Chamblee,30341,GA,DataArts,2018-02-08T21:22:29.000Z,{B2ED8448-1B85-4730-8221-77C7CEA7BE8B},58569,4720
128,-84.295468,34.076454,Daraja Childrens Choir,Rest of Fulton County,35 OLD CANTON ST,ALPHARETTA,30009-3602,GA,Paper Survey,2018-02-08T21:22:29.000Z,{19670B43-171B-4346-BCA9-88B0ADCB2FE2},264032,5218
129,-84.408839,33.745302,Spelman College Museum of Fine Art,City of Atlanta,350 Spelman Ln SW,Atlanta,30314,GA,Paper Survey,2018-02-08T21:22:29.000Z,{960C1CFC-B18F-4059-A77B-8BBC82E01820},68072,5720
130,-84.248349,33.885525,Atlanta Radio Theatre Company,Was City of Atlanta,3577A CHAMBLEE TUCKER RD 189,ATLANTA,30341-4409,GA,Paper Survey,2018-02-08T21:22:29.000Z,{039AABD8-D901-4A3D-8173-CEE93BD1D2B5},22761,0
131,-84.317258,33.903918,Stone Mountain Highland Games,Rest of 10-county Metro Atlanta Area,3800 GRANGER DR,CHAMBLEE,30341-1727,GA,Paper Survey,2018-02-08T21:22:29.000Z,{E108E228-2DD5-4215-9EF2-02BA59FE5273},253181,0
132,-84.153709,33.986813,Southeastern Railway Museum,Rest of 10-county Metro Atlanta Area,3595 Buford Hwy,Duluth,30096,GA,Paper Survey,2018-02-08T21:22:29.000Z,{7D447925-A1AE-48DE-9FFD-4A18F7870BB5},283404,0
133,-84.364679,33.861539,Piccadilly Puppets Co,City of Atlanta,3920 WIEUCA RD NE,ATLANTA,30342-4330,GA,DataArts,2018-02-08T21:22:29.000Z,{4014EC2A-62DF-4044-A213-FE1B74ED836A},56526,15000
134,-84.015776,33.921078,Southern Ballet Theatre of Georgia,Rest of 10-county Metro Atlanta Area,3315 SUGARLOAF PKWY STE 16,LAWRENCEVILLE,30044-5497,GA,Paper Survey,2018-02-08T21:22:29.000Z,{8A746C89-7AF0-4045-99CF-A9C25896BA4F},61524,0
135,-84.183052,33.484325,Home of Fine Arts Connection,Rest of 10-county Metro Atlanta Area,4035 Jodeco Road,MCDONOUGH,30253,GA,Paper Survey,2018-02-08T21:22:29.000Z,{E2A1D7FD-C6BD-406C-9D6D-02A1EC1BCAAE},127061,0
136,-84.400954,33.790991,National Monuments Foundation,City of Atlanta,395 17TH ST NW,ATLANTA,30363-1019,GA,Paper Survey,2018-02-08T21:22:29.000Z,{928EF749-7295-4B8D-8350-5AC391845C77},1737313,0
137,-84.089457,33.867394,Northeast Atlanta Ballet Ensemble,Rest of 10-county Metro Atlanta Area,4047 DARLING CT SW,LILBURN,30047-2354,GA,Paper Survey,2018-02-08T21:22:29.000Z,{7B830086-DC8D-49A5-96C1-635AFD2E6D47},243443,6677
138,-84.374737,33.810555,Vsa Arts Of Georgia,City of Atlanta,415 Plasters Avenue NE,ATLANTA,30324,GA,DataArts,2018-02-08T21:22:29.000Z,{6DC0B7A7-765F-413C-A5C4-20E7FED90279},194450,65000
139,-84.3007,33.773534,Beacon Dance Company,Rest of 10-county Metro Atlanta Area,410 Trinity Place,DECATUR,30030,GA,Paper Survey,2018-02-08T21:22:29.000Z,{396B47E4-98E0-49BF-BF26-8A60990219A5},17585,2510
140,-84.563118,33.414334,Center for the Study of Classical Architecture,Was City of Atlanta,430 PRIME POINT,PEACHTREE CITY,30269-3352,GA,Paper Survey,2018-02-08T21:22:29.000Z,{6E1550BC-8183-4014-94FF-E70863B12504},126671,0
141,-84.296993,33.762039,Wylde Center,Rest of 10-county Metro Atlanta Area,435 OAKVIEW RD,DECATUR,30030-4325,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C12A1010-BFAF-4BF5-96A4-30BFF69425C4},0,15000
142,-84.206801,33.843496,Friends of Georgia Music Festival,Rest of 10-county Metro Atlanta Area,4452 BIBB BLVD STE 200,TUCKER,30084-6235,GA,Paper Survey,2018-02-08T21:22:29.000Z,{0AF50C74-D302-4BBB-9CB1-E63629D5F389},215364,2000
143,-84.305443,33.930194,Dobbins Chapel Foundation,Rest of 10-county Metro Atlanta Area,4549 VILLAGE DR,DUNWOODY,30338-5741,GA,Paper Survey,2018-02-08T21:22:29.000Z,{0191D81E-CACE-4BA8-83FE-C163650163EC},17862,0
144,-84.250518,33.781171,Out on Film,Rest of Fulton County,456 KENSINGTON PARC DR,AVONDALE EST,30002-1774,GA,Paper Survey,2018-02-08T21:22:29.000Z,{70A99D39-E455-4BA8-905A-3F74F7DFA584},52848,0
145,-84.175666,33.976409,Chinese Cultural School,Rest of 10-county Metro Atlanta Area,4350 PEACHTREE INDUSTRIAL BLVD 400,NORCROSS,30071-1655,GA,Paper Survey,2018-02-08T21:22:29.000Z,{13EB3490-6AEA-4044-86A3-235BBD8F79E0},81071,250
146,-84.102721,33.849433,Gwinnett Young Singers,Rest of 10-county Metro Atlanta Area,4612 RIDGELAND DR SW,LILBURN,30047-4350,GA,Paper Survey,2018-02-08T21:22:29.000Z,{716E0116-5246-4A11-A441-17A696C0BBA8},60591,6500
147,-84.317059,33.932091,Dunwoody Preservation Trust,Rest of 10-county Metro Atlanta Area,4831 Chamblee-Dunwoody Road,DUNWOODY,30338,GA,Paper Survey,2018-02-08T21:22:29.000Z,{32A2F1D7-C89B-4B2C-B4DC-F10601D045EB},20813,0
148,-84.373483,33.886411,Franklin Pond Chamber Music,Was City of Atlanta,4835 FRANKLIN POND ROAD,ATLANTA,30342-2765,GA,Paper Survey,2018-02-08T21:22:29.000Z,{4250BBF9-5982-410F-804D-2682413B0907},79986,1410
149,-84.538956,33.74839,Metropolitan Atlanta Community Band,City of Atlanta,4641 BAKERS FERRY RD SW,ATLANTA,30331-4505,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C7AF336D-64B1-4C7B-8E93-4495445B09DB},13611,1075
150,-84.385228,33.768135,Atlanta Shakespeare Company at the Shakespeare Tavern Playhouse,City of Atlanta,499 PEACHTREE ST NE,ATLANTA,30308-3102,GA,Paper Survey,2018-02-08T21:22:29.000Z,{177BF0EB-29DC-477A-A1ED-65ECE5B70F2D},2007763,69419
151,-84.387641,33.754229,Georgia Humanities Council,City of Atlanta,50 HURT PLZ SE STE 595,ATLANTA,30303-2934,GA,Paper Survey,2018-02-08T21:22:29.000Z,{ACFE2A12-AFD8-4FD2-81B2-777620A90FE4},1261534,0
152,-84.420526,33.741381,Hammonds House Museum,City of Atlanta,503 PEEPLES ST SW,ATLANTA,30310-1815,GA,Paper Survey,2018-02-08T21:22:29.000Z,{2916E7FD-3E24-4358-916C-F8AA0F3AA633},61040,8115
153,-84.212191,34.041117,JV Outreach,Rest of Fulton County,5045 Morton Ferry Circle 200,ALPHARETTA,30022,GA,Paper Survey,2018-02-08T21:22:29.000Z,{3BB4A5E4-9C99-4900-B34B-D34EDA8E4B49},19085,12345
154,-84.324968,33.389856,Army Aviation Heritage Foundation and Museum,Rest of 10-county Metro Atlanta Area,506 SPEEDWAY BLVD,HAMPTON,30228-1803,GA,Paper Survey,2018-02-08T21:22:29.000Z,{A8229501-CB75-4317-9C52-818512CC5774},902257,0
155,-84.575526,33.82726,South Cobb Arts Alliance,Rest of 10-county Metro Atlanta Area,5239 FLOYD RD SW,MABLETON,30126-2364,GA,Paper Survey,2018-02-08T21:22:29.000Z,{A766321A-B053-4621-B66E-56638BFFD710},209870,0
156,-84.381472,33.896817,Conservatoire,Rest of Fulton County,"5187 Roswell Road, NE",Atlanta,30342,GA,Paper Survey,2018-02-08T21:22:29.000Z,{D417F2C9-0A53-4C12-8555-058F6BB57A19},158507,0
157,-84.173781,33.860183,Gujarti Samaj,Rest of 10-county Metro Atlanta Area,5331 ROYAL WOODS PKWY,TUCKER,30084-1875,GA,Paper Survey,2018-02-08T21:22:29.000Z,{0795DFDA-D478-4BB1-9772-05BB31E6A3FA},182363,900
158,-84.332677,33.944653,Dunwoody Stage Door Players,Was City of Atlanta,5339 Chamblee Dunwoody Rd,Dunwoody,30338,GA,Paper Survey,2018-02-08T21:22:29.000Z,{7854FF9A-95C9-47E8-A968-F479F49F5C57},234873,7500
159,-84.332677,33.944653,Spruill Center for the Arts,Rest of 10-county Metro Atlanta Area,5339 CHAMBLEE DUNWOODY ROAD,ATLANTA,30338-4148,GA,Paper Survey,2018-02-08T21:22:29.000Z,{9699D187-CC80-4DE1-B987-5A29834AD504},1288239,5784
160,-84.405337,33.772889,Atlanta Contemporary Art Center,City of Atlanta,535 Means St NW,Atlanta,30318,GA,Paper Survey,2018-02-08T21:22:29.000Z,{822DDD2E-436B-405D-B1FE-AE2034CEBC04},881067,14371
161,-84.169637,33.807068,ART Station,Rest of 10-county Metro Atlanta Area,5384 Manor Drive,Stone Mountain,30083,GA,Paper Survey,2018-02-08T21:22:29.000Z,{DE13CD80-911B-4543-8730-4083A44EC207},469143,10000
162,-84.369416,33.766477,Moving In The Spirit,City of Atlanta,544 Angier Ave NE,ATLANTA,30308,GA,DataArts,2018-02-08T21:22:29.000Z,{8370DFE6-FDE2-43E2-8BF9-2F664EC6AF24},985319,4000
163,-84.217327,33.968312,Wesleyan Arts Alliance,Rest of 10-county Metro Atlanta Area,5405 SPALDING DR,NORCROSS,30092-2614,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C037A93E-D7CC-4F1E-8866-1EBE165BE6BA},33651,90
164,-84.394203,33.606346,National Museum of Commercial Aviation,Rest of 10-county Metro Atlanta Area,5442 FRONTAGE RD STE 110,FOREST PARK,30297-2543,GA,Paper Survey,2018-02-08T21:22:29.000Z,{EE0596B2-2463-479D-9776-58B247FBE8A1},91426,4000
165,-84.368717,33.738509,Flux Projects,City of Atlanta,567 Rosalia St SE,Atlanta,30312,GA,DataArts,2018-02-08T21:22:29.000Z,{7F992C6E-4647-4D89-B7B0-B3D2588F42C4},570091,15300
166,-84.368147,33.753453,Dads Garage,City of Atlanta,569 Ezzard St SE,ATLANTA,30312,GA,DataArts,2018-02-08T21:22:29.000Z,{19BCE063-0E8A-4D09-907D-55AEAC838A7B},1182424,34000
167,-84.208619,33.801061,Tupac Amaru Shakur Foundation,Rest of 10-county Metro Atlanta Area,5616 MEMORIAL DR,STONE MTN,30083-3253,GA,Paper Survey,2018-02-08T21:22:29.000Z,{07E963F5-7D0C-445F-9D63-2492AEFC81F0},85984,0
168,-84.398039,33.922977,Atlanta Theatre-To-Go,Was City of Atlanta,5825 RIVERWOOD DR,ATLANTA,30328-3728,GA,Paper Survey,2018-02-08T21:22:29.000Z,{F8EA5812-74BF-4E6B-B260-9A6BBB7288CB},5600,150
169,-84.368242,33.738706,D'Air Project,City of Atlanta,575 Boulevard SE,Atlanta,30312,GA,DataArts,2018-02-08T21:22:29.000Z,{1646EB1B-CEA7-4846-9E29-25875F57C6F2},103682,1450
170,-84.292134,34.091082,Atlantic Institute,Rest of Fulton County,"591 N. Main St, Suite 100",Milton,30009,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C3A937B6-6385-43A9-99B3-5981062D24B3},322785,0
171,-84.57163,33.836067,Dance Factory Show Troupe Parents Association,Rest of 10-county Metro Atlanta Area,595 NICKAJACK RD,MABLETON,30126-0000,GA,Paper Survey,2018-02-08T21:22:29.000Z,{9A84A168-D92D-42DA-B74E-EC69E5475229},110094,0
172,-84.389705,33.80553,Arts Critic ATL,City of Atlanta,61 Palisades Rd NE,Atlanta,30309,GA,Paper Survey,2018-02-08T21:22:29.000Z,{D0DB617C-D153-49D3-BFF0-6D209937DA62},276349,0
173,-84.408793,33.65884,Academy Theatre,Rest of Fulton County,599 North Central Ave,Hapeville,30354,GA,Paper Survey,2018-02-08T21:22:29.000Z,{FECD015C-1CB9-4706-98C0-681DE09D544C},105177,8300
174,-84.381961,33.921685,Heritage Sandy Springs,Rest of Fulton County,6110 Blue Stone Road,Sandy Springs,30328,GA,Paper Survey,2018-02-08T21:22:29.000Z,{9775DE71-DB58-45B9-B50A-BC52CF65907A},767959,31282
175,-84.379032,33.926648,Act 3 Productions,Rest of Fulton County,6285 Roswell Road,SANDY SPGS,30328,GA,Paper Survey,2018-02-08T21:22:29.000Z,{FBD97573-11B9-42CC-9EE2-D3B1E28DA431},232398,5981
176,-84.175739,34.042884,Johns Creek Arts Center               ,Rest of Fulton County,"6290 Abbotts Bridge Rd, Bldg. 700",Johns Creek,30097,GA,Paper Survey,2018-02-08T21:22:29.000Z,{097B7813-BFE7-45B2-80AE-BF8304FF8BBD},749014,8153
177,-84.59794,33.940108,Cobb County Youth Museum,Rest of 10-county Metro Atlanta Area,649 Cheatham Hill Drive,MARIETTA,30064,GA,Paper Survey,2018-02-08T21:22:29.000Z,{217EE649-E474-43AD-992E-6B3C2CB6DD8C},213565,15000
178,-84.09044,33.991322,Gwinnett Council for the Arts,Rest of 10-county Metro Atlanta Area,6400 SUGARLOAF PKWY STE 300,DULUTH,30097-7419,GA,Paper Survey,2018-02-08T21:22:29.000Z,{24999D88-3CCA-4457-A8C3-124204082046},1013651,11431
179,-84.091498,33.993052,Artworks Gwinnett,Rest of 10-county Metro Atlanta Area,6500 SUGARLOAF PARKWAY,DULUTH,30097-7501,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C9AB2D65-1EC2-4AE9-85BC-7F307DEE8628},86525,0
180,-84.553446,33.952205,Cobb Landmarks and Historical Society,Rest of 10-county Metro Atlanta Area,65 WHITLOCK AVE SW,MARIETTA,30064-2343,GA,Paper Survey,2018-02-08T21:22:29.000Z,{A930DCD8-EAD6-4FA5-B6EB-29780EDF980A},398316,0
181,-84.3646,33.777614,Atlanta Celebrates Photography,City of Atlanta,675 DREWRY ST NE STE 4,ATLANTA,30306-3743,GA,DataArts,2018-02-08T21:22:29.000Z,{4564F4F8-22C7-4C85-A013-0BCB4D70E326},328663,100200
