OBJECTID,NAME_R,YEAR_,STORIES,BUILDING_NO,CITY,USAGE_DM,HISTORIC,SHAPEarea,SHAPElen
58742583,The Retreat at Windy Hill,2006,1,2000,Y,Apartments,,11594.1129857244,527.795716816825
58742585,The Retreat at Windy Hill,0,1,2100,Y,Apartments,,12458.2042534799,563.159169254199
58742602,The Retreat at Windy Hill,0,1,1900,Y,Apartments,,11541.3046015268,525.410200352557
58742607,The Retreat at Windy Hill,0,1,2400,Y,Apartments,,10846.4239562566,559.491780645774
58742609,Building,0,1,2540,Y,Hospital,,74216.2654733614,2129.33556595511
58742611,Building,0,1, ,Y,Retail,,37538.2632029984,1208.35840147059
58742613,Building,0,1, ,Y,Medical,,13617.2037528893,502.038692481322
58742634,Building,0,1, ,Y,Retail,,8373.39744176376,526.01208869414
58742636,The Retreat at Windy Hill,0,1,Office,Y,Apartments,,8385.19025179726,542.801948723347
58742637,The Retreat at Windy Hill,0,1,2200,Y,Apartments,,7938.24741304289,397.295250969405
58742648,Building,0,1, ,Y,Retail,,5150.47293364993,358.571392203698
58742655,Building,0,1, ,Y,Retail,,13586.4467034488,583.592304348958
58742656,Building,0,1, ,Y,Retail,,2269.06199392871,207.22371529354
58742658,The Retreat at Windy Hill,0,1,1700,Y,Apartments,,11669.34679331,527.766085174668
58742698,Building,0,1, ,Y,Retail,,16432.9119296396,539.176483886012
58742701,Building,0,1, ,Y,Retail,,40025.7091061427,1026.97613533822
58742705,The Retreat at Windy Hill,0,1,2300,Y,Apartments,,5493.73814834167,335.751362944704
58742712,The Retreat at Windy Hill,0,1,200,Y,Apartments,,9597.53487310332,448.169085314293
58742715,The Retreat at Windy Hill,0,1,600,Y,Apartments,,8507.25354933855,407.815036333327
58742727,Building,0,1, ,Y,Professional Building,,2345.25887633887,228.91239935756
58742729,Building,0,1, ,Y,Warehouse,,12708.9564271815,502.883723386683
58742732,Building,0,1, ,Y,Retail,,4484.09439306425,267.854703874397
58742733,The Retreat at Windy Hill,0,1,800,Y,Apartments,,8536.33957449807,410.323191131238
58742739,The Retreat at Windy Hill,0,1,400,Y,Apartments,,12176.6426461269,533.868640492783
58742743,Building,0,1, ,Y,Medical,,13481.0915285039,559.233862839754
58742744,Building,0,1, ,Y,Warehouse,,5072.00798626475,302.009868709385
58742750,Building,0,1, ,Y,Retail,,9148.80411208397,432.346298591214
58742753,Building,0,1, ,Y,Regional Mall,,3565.13829821911,252.726581100744
58742758,The Retreat at Windy Hill,0,1,1000,Y,Apartments,,9580.41454474474,447.245731110467
58742764,The Retreat at Windy Hill,0,1,1500,Y,Apartments,,12747.852088577,538.995084064652
58742766,The Retreat at Windy Hill,0,1,1600,Y,Apartments,,8920.52156508637,414.547674365901
58742776,Building,0,1, ,Y,Professional Building,,10493.1136430199,446.670826354092
58742778,Building,0,1, ,Y,Warehouse,,5140.02264945163,303.218341072945
58742784,Building,0,1, ,Y,Retail,,32734.8881469507,790.62260554638
58742792,The Retreat at Windy Hill,0,1,500,Y,Apartments,,8479.94629983454,408.19659007781
58742794,The Retreat at Windy Hill,0,1,100,Y,Apartments,,12117.281178601,533.119085495091
58742803,Building,0,1, ,Y,Warehouse,,5365.62205116277,325.430466782593
58742835,Building,0,1, ,Y,Retail,,9398.31295026178,430.662076888734
58742836,The Retreat at Windy Hill,0,1,2600,Y,Apartments,,12049.9980395159,567.247051600194
58742841,The Retreat at Windy Hill,0,1,900,Y,Apartments,,8440.62832904471,407.650936788539
58742847,The Retreat at Windy Hill,0,1,1200,Y,Apartments,,12681.933730887,568.885489987711
58742848,The Retreat at Windy Hill,0,1,700,Y,Apartments,,9688.45900454953,449.100756514367
58742861,Building,0,1, ,Y,Professional Building,,12962.4851674677,650.828160190807
58742870,Building,0,1, ,Y,Warehouse,,4054.57505236075,261.067504251953
58742871,Building,0,3, ,Y,Warehouse,,6111.5520960205,322.782784062565
58742875,Building,0,1, ,Y,Warehouse,,5332.70418421589,309.200899852616
58742879,Building,0,1, ,Y,Retail,,2711.58374514511,210.061032983329
58742881,Building,0,1, ,Y,Warehouse,,2415.50184593639,290.91386876158
58742883,Building,0,1, ,Y,Warehouse,,13754.9772891888,500.703732085585
58742885,Building,0,1, ,Y,Professional Building,,6695.04484936441,415.70724170176
58742888,Building,0,1, ,Y,Warehouse,,916.513440562313,150.298677364567
58742890,Building,0,1, ,Y,Warehouse,,6088.2279696464,341.145996175754
58742891,Building,0,1, ,Y,Warehouse,,5234.12381493604,323.353117561469
58742895,Building,0,1, ,Y,Warehouse,,10149.3050798107,402.9751952575
58742900,Building,0,1, ,Y,Warehouse,,12750.2865146343,456.752292717522
58742937,Building,0,1, ,Y,Retail,,29764.858776292,992.858669697983
58742940,Building,0,1, ,Y,Warehouse,,8578.25394103022,440.071741106187
58742944,Building,0,1, ,Y,Warehouse,,9591.30970775906,430.158257175831
58742957,Building,0,1, ,Y,Warehouse,,1374.40347740824,152.156310568004
58742961,Building,0,1, ,Y,Medical,,31684.4788894007,1177.60671661764
58742967,Building,0,1, ,Y,Warehouse,,24446.9360061026,684.991094351147
58742969,Building,0,1, ,Y,Warehouse,,3884.9363058894,288.832593281923
58742972,Building,0,1, ,Y,Warehouse,,6247.36861538471,325.624318089352
58742973,Building,0,1, ,Y,Warehouse,,3768.41316167542,245.55215836018
58742980,Building,0,1, ,Y,Warehouse,,3709.67836290969,243.635208096601
58742982,Building,0,1, ,Y,Shopping Center,,17785.8505922865,671.278595847598
58742987,Building,0,1, ,Y,Warehouse,,3403.75630932389,262.431122183505
58742990,Building,0,1, ,Y,Warehouse,,1562.88271894174,174.557855301651
58742994,Building,0,1, ,Y,Retail,,4112.90519515719,265.140949814972
58743014,Building,0,1, ,Y,Retail,,921.34545604966,124.754587706915
58743016,Building,0,1, ,Y,Warehouse,,7868.14078856322,370.644414375181
58743025,Building,0,1, ,Y,Retail,,9435.04888537819,414.713676888201
58743045,Building,0,1, ,Y,Warehouse,,50197.4796929561,1236.07089547788
58743050,Building,0,1, ,Y,Cemetery/Funeral,,6203.52599677473,344.643175103231
58743068,Building,0,1, ,Y,Warehouse,,10233.9922319414,404.600227951836
58743074,Building,0,1, ,Y,Retail,,6093.20878831117,375.731871996375
58743086,Building,0,1, ,Y,Warehouse,,1424.91577984493,166.043399837961
58743089,Building,0,1, ,Y,Warehouse,,7108.98062873443,342.374488145461
58743091,Building,0,1, ,Y,Warehouse,,4152.9266517219,283.292385324472
58743106,Building,0,1, ,Y,Retail,,7477.4176471906,414.282822898801
58743108,The Retreat at Windy Hill,0,1,1800,Y,Apartments,,12908.5237048426,566.212269301591
58743112,Building,0,1, ,Y,Retail,,36992.4156927641,860.185564614927
58743179,Building,0,1, ,Y,Warehouse,,26899.4183840608,733.458346721542
58743185,Building,0,1, ,Y,Warehouse,,12260.0209584528,861.867102359618
58743191,Building,0,1, ,Y,Warehouse,,14094.7089588593,981.675564613831
58743192,Building,0,1, ,Y,Retail,,16787.9921926668,742.267936920499
58743196,Building,0,1, ,Y,Retail,,7912.07749837226,397.944645260208
58743205,Building,0,1, ,Y,Warehouse,,3517.76362216491,292.464526918975
58743231,Building,0,1, ,Y,Retail,,15381.439677732,682.400962069386
58743244,Building,0,1, ,Y,Retail,,7576.67213117092,390.232379161392
58743247,Building,0,1, ,Y,Warehouse,,7367.84021769142,362.668551708501
58743250,Building,0,1, ,Y,Warehouse,,7214.09318276244,359.828665995145
58743258,Building,0,1, ,Y,Warehouse,,20288.0600204327,583.747078726929
58743272,Building,0,1, ,Y,Professional Building,,90170.0097391498,1669.60660498753
58743275,Building,0,1, ,Y,Retail,,9571.47840227608,419.868230615147
58743281,The Retreat at Windy Hill,0,1,1300,Y,Apartments,,12752.5660118434,540.075810007773
58743282,Building,0,1, ,Y,Medical,,1635.97627493532,167.156707173443
58743291,Building,0,1, ,Y,Professional Building,,7641.24755890018,351.188408259872
58743296,Building,0,1, ,Y,Warehouse,,4258.51000237008,261.622940984638
58743298,Building,0,1, ,Y,Warehouse,,5194.79338529644,345.634293197135
58743307,Building,0,1, ,Y,Warehouse,,16612.0281343646,641.354529347448
58743313,Building,0,1, ,Y,Warehouse,,10052.041095044,580.746678260328
58743323,Building,0,1, ,Y,Warehouse,,16075.4764866293,881.491767081292
58743353,Building,0,1, ,Y,Shopping Center,,200462.508489594,1889.38777696809
58743416,Building,0,1, ,Y,Warehouse,,134460.144843752,2875.93415438056
58743442,Building,0,1, ,Y,Retail,,17937.4612811974,617.509921826636
58743454,Building,0,1, ,Y,Retail,,15182.7396604395,492.888704661469
58743459,Building,0,1, ,Y,Warehouse,,9162.46579737154,421.410853341704
58743471,Building,0,1, ,Y,Warehouse,,6547.77883428933,348.116466668564
58743475,Building,0,1, ,Y,Cemetery/Funeral,,3544.88610384515,255.986214977308
58743476,Building,0,1, ,Y,Warehouse,,631.938746539495,100.734879037571
58743480,Building,0,1, ,Y,Warehouse,,4149.0381211546,284.120017913213
58743494,Building,0,1, ,Y,Retail,,15471.6247695933,552.219703143507
58743503,Building,0,1, ,Y,Warehouse,,5924.68381239184,620.978168216092
58743508,Building,0,1, ,Y,Warehouse,,6837.09029947573,449.736608958806
58743518,Building,0,1, ,Y,Retail,,1496.57577398407,201.344928357816
58743552,Building,0,1, ,Y,Retail,,7870.6181676082,420.45137658925
58743554,Building,0,1, ,Y,Warehouse,,12440.3069259946,876.737068056964
58743605,Building,0,1, ,Y,Retail,,4745.06905359685,348.504900331008
58743616,Building,0,1, ,Y,Retail,,6465.97968818594,349.161280107189
58743631,Building,0,1, ,Y,Single Family,,2039.60084102557,189.65282023308
58743634,Building,0,1, ,Y,Warehouse,,52449.0970691522,1190.350421093
58743636,Building,0,1, ,Y,Warehouse,,8103.84592366704,414.180149059344
58743648,Building,0,1, ,Y,Warehouse,,5115.15673002603,337.860408770009
58743657,Building,0,1, ,Y,Shopping Center,,8183.47156640356,452.308626387436
58743699,Building,0,1, ,Y,Shopping Center,,36212.1056742842,1366.64651932342
58743714,Building,0,1, ,Y,Warehouse,,8105.04581086331,840.991524434158
58743755,Building,0,1, ,Y,Warehouse,,5140.85706993542,558.866584994127
58743772,Building,0,1, ,Y,Warehouse,,7365.29651997599,739.595425719817
58743785,Building,0,1, ,Y,Retail,,16600.7332227773,512.860775782562
58743794,Building,0,1, ,Y,Retail,,5712.12727960562,359.937865530253
58743803,Building,0,1, ,Y,Single Family,,2029.8738483747,201.854139348644
58743810,Building,0,1, ,Y,Single Family,,1692.43005971265,185.649591690482
58743844,Building,0,1, ,Y,Professional Building,,34155.5525307658,932.815572324074
58743857,Building,0,1, ,Y,Warehouse,,51144.9168166877,1384.03540602714
58743881,Building,0,1, ,Y,Retail,,11464.5998907177,491.128083506658
58743888,Building,0,1, ,Y,Warehouse,,13595.256734319,539.900151929577
58743901,Building,0,1, ,Y,Shopping Center,,10723.8935123378,565.13625596184
58743906,Building,0,1, ,Y,Retail,,3485.53211984008,239.401580429651
58743981,Building,0,1, ,Y,Single Family,,1256.01805148922,156.365548018996
58744001,Building,0,1, ,Y,Retail,,13622.4026177784,503.004281167698
58744003,Building,0,1, ,Y,Single Family,,1997.79678746004,185.976126291165
58744013,Building,0,1, ,Y,Warehouse,,8674.34934364658,883.337793764782
58744014,Building,0,1, ,Y,Single Family,,1445.5440458583,155.997593643756
58744015,Building,0,1, ,Y,Single Family,,1749.64617486224,179.138237869823
58744021,Building,0,1, ,Y,Single Family,,1134.48851135103,136.148766447485
58744022,Building,0,1, ,Y,Single Family,,3032.25460592992,239.242568097678
58744040,Building,0,1, ,Y,Single Family,,3928.4957325068,304.874863580123
58744041,Building,0,1, ,Y,Single Family,,3616.46945040026,265.865368054935
58744045,Building,0,1, ,Y,Retail,,2440.19756482897,229.873936554648
58744046,Building,0,1, ,Y,Single Family,,2825.61522587347,245.055682911516
58744063,Building,0,1, ,Y,Professional Building,,7057.32729392539,336.037552679919
58744072,Building,0,1, ,Y,Single Family,,1756.84278773355,178.726597993282
58744076,Building,0,1, ,Y,Single Family,,2002.41534592882,211.825639124007
58744083,Building,0,1, ,Y,Warehouse,,77618.6122780013,1549.16128797924
58744093,Building,0,1, ,Y,Warehouse,,35465.2185324747,757.565227108001
58744094,Oak Pointe Apartments,0,1,1200,Y,Apartments,,3504.4497079188,278.695144522383
58744097,Building,0,1, ,Y,Single Family,,1676.54034227564,202.205664543662
58744100,Building,0,1, ,Y,Single Family,,2114.23385201936,205.317112598648
58744107,Oak Pointe Apartments,0,1,1225,Y,Apartments,,3576.76955217534,267.967924178918
58744114,Building,0,1, ,Y,Single Family,,3190.28933268923,269.313944868562
58744117,Building,0,1, ,Y,Warehouse,,10266.1971999269,599.34408636483
58744124,Building,0,1, ,Y,Warehouse,,8531.84604849368,502.709251495325
58744125,Building,0,1, ,Y,Warehouse,,5259.55790433706,341.50609776553
58744126,Building,0,1, ,Y,Single Family,,1235.20364612845,147.52185573696
58744170,Building,0,1, ,Y,Warehouse,,14687.2845390443,684.09508243746
58744185,Building,0,1, ,Y,Single Family,,1320.49642740927,160.709304097798
58744187,Building,0,1, ,Y,Single Family,,2528.01570248544,223.723002122497
58744189,Building,0,1, ,Y,Warehouse,,30049.2482337882,705.13395974217
58744190,Building,0,1, ,Y,Single Family,,1199.71720414595,140.282903174193
58744197,Building,0,1, ,Y,Professional Building,,7440.794826527,371.796717811446
58744198,Building,0,1, ,Y,Single Family,,1421.01499933314,160.28513697392
58744205,Oak Pointe Apartments,0,1,1564,Y,Apartments,,1324.35713812877,145.777434266481
58744207,Oak Pointe Apartments,0,1,1220,Y,Apartments,,3485.87248301182,276.256556863634
58744209,Building,0,1, ,Y,Single Family,,2593.49534075606,240.774406793194
58744210,Oak Pointe Apartments,0,1,1230,Y,Apartments,,3455.65089350333,273.924984369229
58744212,Oak Pointe Apartments,0,1,1215,Y,Apartments,,3507.06285512418,268.206090492587
58744219,Building,0,1, ,Y,Single Family,,2760.46781628275,246.840450560452
58744220,Oak Pointe Apartments,0,1,1480,Y,Apartments,,1819.00056145906,175.802141537812
58744224,Building,0,1, ,Y,Single Family,,2020.43396278394,201.361454135435
58744234,Building,0,1, ,Y,Professional Building,,18858.3072798671,809.439455890403
58744247,Building,0,1, ,Y,Single Family,,1147.39869483713,136.351235196293
58744267,Building,0,1, ,Y,Single Family,,1292.66025397656,155.978276300639
58744269,Building,0,1, ,Y,Single Family,,1589.18856424067,169.718891232297
58744283,Building,0,1, ,Y,Single Family,,1872.36327834175,186.93568869884
58744290,Building,0,1, ,Y,Warehouse,,27806.213969947,701.434188451183
58744305,Oak Pointe Apartments,0,1,1495,Y,Apartments,,2836.69670883141,237.923395327641
58744315,Building,0,1, ,Y,Single Family,,3206.98343660886,289.149998971209
58744317,Building,0,1, ,Y,Single Family,,2586.79958605931,288.381663730775
58744322,Building,0,1, ,Y,Single Family,,2864.68534595659,280.346931356048
58744324,Building,0,1, ,Y,Single Family,,2687.12640015755,227.423132101179
58744327,Building,0,1, ,Y,Single Family,,2802.86135125578,250.679291358001
58744345,Building,0,1, ,Y,Single Family,,1692.02781405605,179.961001247617
58744346,Building,0,1, ,Y,Warehouse,,90363.5743397628,1732.33677182456
58744347,Building,0,1, ,Y,Single Family,,2516.269139689,223.91589305666
58744357,Building,0,1, ,Y,Warehouse,,49728.2076811398,1456.13084776872
58744365,Building,0,1, ,Y,Single Family,,3184.5280676626,261.449610082737
58744369,Building,0,1, ,Y,Warehouse,,68658.5348523142,1403.51761778436
58744377,Building,0,1, ,Y,Single Family,,1998.86898514835,182.544655489386
58744379,Building,0,1, ,Y,Warehouse,,6356.85302081733,481.977964725966
58744395,Building,0,1, ,Y,Single Family,,2434.62143652571,301.983465267751
58744397,Building,0,1, ,Y,Warehouse,,20041.9716876156,566.369346776198
58744420,Oak Pointe Apartments,0,1,1600,Y,Apartments,,3785.845419388,263.661007989191
58744422,Building,0,1, ,Y,Single Family,,1958.37358136654,184.367415510501
58744424,Building,0,1, ,Y,Single Family,,196.875770860648,56.5916462321902
58744429,Building,0,1, ,Y,Single Family,,467.970975440713,89.4981115158295
58744431,Building,0,1, ,Y,Professional Building,,3686.64086115068,264.307777774357
58744432,Building,0,1, ,Y,Single Family,,1998.5017763407,198.754831659338
58744433,Building,0,1, ,Y,Professional Building,,58540.6164032165,1376.13213433042
58744434,Building,0,1, ,Y,Warehouse,,31721.8773040446,790.450303145877
58744436,Building,0,1, ,Y,Single Family,,2915.30941886426,243.380195878357
58744442,Oak Pointe Apartments,0,1,1485,Y,Apartments,,1369.64088301017,148.253883505973
58744444,Building,0,1, ,Y,Single Family,,2991.36110106629,254.205523577706
58744457,Building,0,1, ,Y,Single Family,,3420.32668687813,287.200485226236
58744462,Building,0,1, ,Y,Retail,,25793.8170365537,738.066721775252
58744463,Building,0,1, ,Y,Single Family,,2470.93975378755,258.512215764702
58744464,Building,0,1, ,Y,Single Family,,3166.13733209554,277.936079519604
58744466,Building,0,1, ,Y,Professional Building,,51403.8256245888,965.010246876496
58744468,Building,0,1, ,Y,Single Family,,1971.28650879312,187.441503639166
58744470,Building,0,1, ,Y,Retail,,1995.90138902079,196.060317258656
58744471,Building,0,1, ,Y,Single Family,,2653.51706255934,255.044091445542
58744474,Building,0,1, ,Y,Single Family,,3107.86560993623,263.177033387998
58744478,Building,0,1, ,Y,Retail,,21611.282209843,591.244164958512
58744481,Oak Pointe Apartments,0,1,1496,Y,Apartments,,1960.99431701496,182.236012309731
58744483,Building,0,1, ,Y,Single Family,,2721.20158827222,230.52391988498
58744485,Building,0,1, ,Y,Single Family,,2986.71376825795,270.445137653892
58744488,Building,0,1, ,Y,Professional Building,,6714.95999108913,327.907892858645
58744493,Oak Pointe Apartments,0,1,1566,Y,Apartments,,2363.82516613815,211.063474671467
58744494,Building,0,1, ,Y,Professional Building,,6892.20728187554,335.580452264942
58744495,Building,0,1, ,Y,Professional Building,,21664.5447527088,604.609997180458
58744501,Building,0,1, ,Y,Single Family,,2400.39646160826,270.956393037945
58744502,Building,0,1, ,Y,Single Family,,1947.88704953435,190.833396294942
58744504,Oak Pointe Apartments,0,1,1558,Y,Apartments,,3486.07319913213,277.574533577348
58744509,Oak Pointe Apartments,0,1,1555,Y,Apartments,,2947.1597702033,236.244751172588
58744512,Building,0,1, ,Y,Single Family,,4719.73821144073,313.090169255249
58744514,Building,0,1, ,Y,Retail,,906.01306887458,125.163142422383
58744517,Building,0,1, ,Y,Single Family,,1580.12795766471,176.38879727199
58744518,Oak Pointe Apartments,0,1,1210,Y,Apartments,,2262.40613875761,191.183648144342
58744521,Oak Pointe Apartments,0,1,1205,Y,Apartments,,2567.68919018883,226.491564725886
58744522,Oak Pointe Apartments,0,1,1550,Y,Apartments,,3009.94711400131,247.852432935059
58744523,Building,0,1, ,Y,Single Family,,2690.72796470615,252.132379601842
58744527,Building,0,1, ,Y,Single Family,,3065.88478282188,250.622712426112
58744531,Building,0,1, ,Y,Single Family,,2918.43239279977,250.093660809278
58744532,Building,0,1, ,Y,Single Family,,2099.23817613572,199.900107329139
58744549,Building,0,1, ,Y,Single Family,,3101.864467853,243.266323265861
58744550,Building,0,1, ,Y,Single Family,,1189.95378416965,140.46974599893
58744552,Building,0,1, ,Y,Professional Building,,14304.4642299288,559.790475577941
58744554,Building,0,1, ,Y,Professional Building,,11221.6672023704,444.268694642938
58744557,Oak Pointe Apartments,0,1,1580,Y,Apartments,,3863.23630652731,260.058648527891
58744562,Building,0,1, ,Y,Professional Building,,6852.72833367221,335.024645031641
58744565,Oak Pointe Apartments,0,1,1570,Y,Apartments,,2453.59834294341,213.012204653166
58744567,Building,0,1, ,Y,Single Family,,1849.79375535197,189.397352446151
58744570,Building,0,1, ,Y,Professional Building,,18894.3040292841,659.119068356403
58744572,Building,0,1, ,Y,Single Family,,538.997474980569,93.0203310360281
58744576,Oak Pointe Apartments,0,1,1554,Y,Apartments,,4100.05011133013,314.212261373917
58744578,Oak Pointe Apartments,0,1,1565,Y,Apartments,,2556.09502488151,217.226830691959
58744584,Building,0,1, ,Y,Single Family,,2097.20605333799,201.292449421824
58744585,Building,0,1, ,Y,Single Family,,2469.98824699351,218.181737249183
58744586,Building,0,1, ,Y,Warehouse,,87081.6937578456,1471.7472580614
58744588,Building,0,1, ,Y,Single Family,,2252.30296181512,203.51731260611
58744589,Building,0,1, ,Y,Single Family,,2788.46587525202,257.147938286446
58744592,Building,0,1, ,Y,Single Family,,3366.01560357179,294.447397604295
58744596,Building,0,1, ,Y,Warehouse,,44581.1657435106,878.579637276669
58744600,Building,0,1, ,Y,Single Family,,3276.92441021784,281.305914433892
58744615,Building,0,1, ,Y,Single Family,,3260.37257344942,262.318199228037
58744616,Building,0,1, ,Y,Single Family,,2798.47488527558,242.62507991288
58744619,Building,0,1, ,Y,Warehouse,,46231.0840263187,867.969368862134
58744620,Building,0,1, ,Y,Professional Building,,6357.78402105215,364.877287601674
58744625,Building,0,1, ,Y,Single Family,,3351.12236233015,261.833889788523
58744627,Building,0,1, ,Y,Single Family,,1938.51492115408,194.753436188219
58744628,Building,0,1, ,Y,Single Family,,2162.78266773231,207.385025122954
58744630,Building,0,1, ,Y,Single Family,,3133.78143106511,285.726761702533
58744644,Building,0,1, ,Y,Single Family,,2997.31330103186,252.08948612075
58744647,Building,0,1, ,Y,Single Family,,2426.79496034493,232.763209566673
58744649,Building,0,1, ,Y,Single Family,,2500.32921267401,212.314121274605
58744652,Building,0,1, ,Y,Professional Building,,12328.5798111035,459.536740701662
58744654,Building,0,1, ,Y,Condo Townhouse,,2472.43395647906,232.878239761611
58744655,Building,0,1, ,Y,Single Family,,2345.11950357154,225.435741341979
58744656,Building,0,1, ,Y,Condo Townhouse,,5621.14839674075,349.376741638158
58744658,Building,0,1, ,Y,Single Family,,2272.44141745964,211.708499575492
58744659,Building,0,1, ,Y,Single Family,,3580.80869250082,294.51878593001
58744662,Building,0,1, ,Y,Single Family,,2622.49554161506,228.026242710362
58744666,Building,0,1, ,Y,Single Family,,3048.96238886336,285.126200627587
58744670,Building,0,1, ,Y,Single Family,,2858.58695264102,260.387075641454
58744671,Building,0,1, ,Y,Single Family,,2566.50529771505,224.888261722247
58744674,Building,0,1, ,Y,Single Family,,2085.82704927302,210.564377507881
58744678,Building,0,1, ,Y,Single Family,,1206.15472071472,157.880307421989
58744679,Building,0,1, ,Y,Single Family,,3438.01742865939,296.514497738825
58744688,Building,0,1, ,Y,Single Family,,2802.76406298805,256.565273726801
58744690,Building,0,1, ,Y,Warehouse,,31748.8475852884,783.810306854448
58744694,Building,0,1, ,Y,Single Family,,3192.20027272274,270.65813322543
58744702,Building,0,1, ,Y,Professional Building,,16154.8262972252,623.676392493298
58744706,Building,0,1, ,Y,Single Family,,2113.87912017836,213.041496133672
58744712,Building,0,1, ,Y,Single Family,,1574.76487103158,160.082992899102
58744713,Oak Pointe Apartments,0,1,1499,Y,Apartments,,1708.19018476205,172.2319928017
58744721,Building,0,1, ,Y,Single Family,,2035.28122337696,206.553604194689
58744734,Building,0,1, ,Y,Single Family,,2722.56341764607,249.463709494817
58744737,Building,0,1, ,Y,Professional Building,,70607.9920736228,1932.79966925395
58744738,Building,0,1, ,Y,Single Family,,2772.33617671803,249.106957410179
58744739,Building,0,1, ,Y,Recreation,,2794.4031578885,238.718096919923
58744746,Building,0,1, ,Y,Single Family,,2364.00203502392,217.871801352729
58744752,Building,0,1, ,Y,Medical,,21985.3621860499,1046.01634313115
58744754,Building,0,1, ,Y,Single Family,,1848.84508616337,184.120483947367
58744755,Building,0,1, ,Y,Condo Townhouse,,5624.67185617805,349.875683627615
58744756,Building,0,1, ,Y,Single Family,,2927.36321778009,285.275851406393
58744759,Building,0,1, ,Y,Single Family,,2155.90808616367,210.994725080213
58744760,Building,0,1, ,Y,Single Family,,2007.65536748567,179.311559932984
58744761,Building,0,1, ,Y,Single Family,,1954.98300596663,182.262224177422
58744762,Building,0,1, ,Y,Professional Building,,49987.2966866233,991.241113008383
58744767,Building,0,1, ,Y,Single Family,,3439.42305462407,276.886724079896
58744768,Building,0,1, ,Y,Single Family,,2185.18558540546,210.889864053019
58744774,Building,0,1, ,Y,Single Family,,2604.32517827616,235.288806145917
58744780,Building,0,1, ,Y,Single Family,,2775.3645572893,227.057166765646
58744789,Building,0,1, ,Y,Retail,,5785.79152937549,313.058458727892
58744795,Building,0,1, ,Y,Single Family,,2405.26127311976,222.29991935069
58744796,Building,0,1, ,Y,Single Family,,2490.47762347477,226.422600771104
58744803,Building,0,1, ,Y,Single Family,,2509.62952605141,273.629873434712
58744810,Building,0,1, ,Y,Single Family,,405.811707244144,80.593479299314
58744815,Building,0,1, ,Y,Single Family,,2145.68674381121,203.341716477683
58744817,Building,0,1, ,Y,Single Family,,203.34383139448,57.3552315433315
58744819,Building,0,1, ,Y,Single Family,,889.860478513951,151.663086570014
58744821,Building,0,1, ,Y,Single Family,,3186.30015514214,267.294310479075
58744826,Building,0,1, ,Y,Single Family,,2824.4101544659,240.404615468573
58744831,Building,0,1, ,Y,Single Family,,2768.62195173806,246.771221508909
58744834,Building,0,1, ,Y,Professional Building,,10716.9474184282,583.400515694501
58744836,Building,0,1, ,Y,Medical,,32236.3060566641,1461.58025652256
58744840,Building,0,1, ,Y,Single Family,,3010.95539391842,281.305301676365
58744843,Building,0,1, ,Y,Single Family,,3133.50246796754,268.68966676814
58744844,Building,0,1, ,Y,Single Family,,2822.70567200129,241.053063414618
58744852,Building,0,1, ,Y,Single Family,,2263.93470677095,201.214096097041
58744855,Building,0,1, ,Y,Single Family,,2459.34292187433,219.297759245116
58744856,Building,0,1, ,Y,Single Family,,2607.6483472712,219.035554894656
58744857,Building,0,1, ,Y,Single Family,,1458.97488555004,158.748377413713
58744860,Building,0,1, ,Y,Professional Building,,108781.306675993,2914.68136324604
58744864,Building,0,1, ,Y,Single Family,,2186.02946465422,200.772681609789
58744867,Building,0,1, ,Y,Single Family,,2480.59276538012,221.03869108977
58744871,Building,0,1, ,Y,Single Family,,1327.04736025674,146.796043039592
58744873,Building,0,1, ,Y,Single Family,,2294.11570709834,215.495569437094
58744879,Building,0,1, ,Y,Professional Building,,14366.5744984276,535.663284064356
58744881,Building,0,1, ,Y,Single Family,,3257.15839321659,277.628990246483
58744888,Building,0,1, ,Y,Professional Building,,89334.3497472322,2709.32751096177
58744899,Building,0,1, ,Y,Single Family,,2270.14449217575,204.921384701401
58744901,Building,0,1, ,Y,Single Family,,3133.83231217021,347.930843105289
58744903,Building,0,1, ,Y,Single Family,,2423.59044778236,223.673591768895
58744905,Building,0,1, ,Y,Single Family,,2666.92549363675,226.964624807452
58744906,Building,0,1, ,Y,Single Family,,2550.25602445625,250.833257045555
58744909,Building,0,1, ,Y,Single Family,,2375.8428025534,236.936482722486
58744911,Building,0,1, ,Y,Single Family,,3693.09490306504,287.606174820987
58744915,Building,0,1, ,Y,Single Family,,2255.5945747389,206.446248609654
58744916,Building,0,1, ,Y,Single Family,,2321.67864949153,214.270139572841
58744917,Building,0,1, ,Y,Single Family,,2736.95431568991,236.683011694444
58744918,Building,0,1, ,Y,Single Family,,800.193197408226,113.691631915782
58744922,Building,0,1, ,Y,Single Family,,99.3120059994468,40.6032988350583
58744925,Building,0,1, ,Y,Single Family,,3114.00360867012,275.037937156221
58744927,Building,0,1, ,Y,Single Family,,1911.4054366653,178.515345932235
58744938,Building,0,1, ,Y,Single Family,,1195.99528920198,153.751121631793
58744951,Building,0,1, ,Y,Single Family,,2344.13384822842,223.64923974574
58744952,Building,0,1, ,Y,Single Family,,2760.22843115333,252.41468049264
58744954,Building,0,1, ,Y,Warehouse,,111541.531532577,1530.54867460369
58744958,Building,0,1, ,Y,Single Family,,2439.7002347971,219.907113361805
58744965,Building,0,1, ,Y,Condo Townhouse,,5522.89478723564,348.258079898307
