OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_4__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp4_HousTranspCosts_Pct_Income,Tp4_HousingCosts_Pct_Income,Tp4_TranspCosts_Pct_Income,Tp4_AnnualVehMilesTraveled
184,13067030341,303.41,ARC 10,95469,34.7,{AE36AAE0-E28C-4813-8B97-E524F4CC98A4},30.6,54.35,32.66,21.69,19210
185,13067031409,314.09,ARC 10,46234,0,{91C2038E-C72B-4E9F-8443-EEA1D2871E97},14,51.83,30.42,21.41,19308
186,13067031408,314.08,ARC 10,44708,0,{AAF777D8-645E-41E2-90EF-A3BAC0F4CFD3},211.3,49.82,28.55,21.28,18836
187,13067030107,301.07,ARC 10,77780,21.58,{FAE86479-99F3-4151-81D9-99F33C039230},725.6,53.59,31.95,21.64,19440
188,13067030106,301.06,ARC 10,44878,79.72,{F9B9A881-5399-4A09-B5A4-2ED48E606FD5},1167.9,47.2,28.4,18.8,17449
189,13067030505,305.05,ARC 10,34185,113.98,{5C08A544-5AE4-479D-8CB0-ED82C4D70723},395.5,43.15,27.86,15.3,13432
190,13067030800,308,ARC 10,35233,45.45,{2A12B576-691E-46D0-B16E-D9721892755F},-498,47.04,31.27,15.77,13797
191,13067030902,309.02,ARC 10,33438,102.85,{D62263BD-F502-4B08-BE90-36A157B0828A},-704.5,43.86,27.52,16.34,14861
192,13067031311,313.11,ARC 10,34503,77.85,{FEFD873C-285A-4D5F-B99C-2C462676F6D6},592.5,47.07,28.99,18.09,16085
193,13067031406,314.06,ARC 10,37840,55.68,{23936244-DB54-4532-AEC1-86393BBB58BB},892.1,48.12,30.4,17.72,15756
194,13067031405,314.05,ARC 10,64291,20.75,{E0002E1E-D036-4B9B-9C66-BB1AAFD1546E},5.1,51.81,31.04,20.77,18434
195,13067030320,303.20,ARC 10,80463,95.48,{BF86673B-E549-4862-9016-72AD2D70D3EC},357.5,52.62,35.25,17.37,15151
196,13067030318,303.18,ARC 10,124779,26.03,{36C509A6-105A-4C4D-A37E-44871BF46FB7},67.4,68.68,47.51,21.17,17819
197,13067031005,310.05,ARC 10,47470,11.08,{D5DA6379-ABFE-472D-AF2D-E45D5B1B01B9},445,50.74,30.03,20.71,18113
198,13067031002,310.02,ARC 10,27755,80.7,{B050EB0F-1581-42AE-9066-F2BCCF56A250},579.4,45.16,28.57,16.59,14826
199,13067030904,309.04,ARC 10,38118,109.07,{7E8E49E3-CBEA-4052-99BB-2F0BBF1B39B4},-38.5,45.49,28.87,16.62,14883
200,13067030901,309.01,ARC 10,59979,63.9,{0C0714BA-DC63-41C3-BD83-0E9220E7B8E5},-19.3,52.81,33.62,19.19,16975
201,13067031503,315.03,ARC 10,60441,4.11,{25898471-7753-45FF-8428-1A3C31378DD8},78.4,53.79,32.29,21.49,19087
202,13067031307,313.07,ARC 10,75669,1.7,{268AFCF6-B52C-4E9C-9967-A4EEED953488},28.5,52.42,31.48,20.95,18139
203,13067031308,313.08,ARC 10,41953,7.68,{65677278-5465-4BF6-AC2F-715F4AE763BE},114.8,48.99,28.75,20.24,17624
204,13067030319,303.19,ARC 10,94219,61.92,{7E551091-0F02-4DAE-85C9-8F1E60B36D19},-9.3,55.6,35.9,19.7,17339
205,13067030333,303.33,ARC 10,113987,13.98,{A824825F-D489-4103-98F7-DD84A6B63144},28.3,59.86,38.83,21.04,17971
206,13067030332,303.32,ARC 10,105000,34.1,{004F12E9-F6CC-4D3F-A6A3-D6A5BA82B833},-35.7,63.71,42.86,20.85,17671
207,13067030335,303.35,ARC 10,112112,16.93,{3666A710-A4B9-4221-9EC4-7162A68B911B},-173,58.37,36.88,21.5,18251
208,13067031106,311.06,ARC 10,63228,24.37,{81651EDC-B7C9-4E67-B8B1-610A343A9E85},258.6,52.04,32.04,20.01,17680
209,13067030331,303.31,ARC 10,106549,25.87,{0A24C970-BD54-464C-9F8E-22B5BAC9A017},-73.6,58.38,37.19,21.19,18215
210,13067030322,303.22,ARC 10,97054,21.9,{49BBFE83-0417-4091-BC0F-A523B582DBEC},-15.7,56.99,35.12,21.87,18392
211,13067031112,311.12,ARC 10,71842,74.05,{2CABC948-2671-4E40-BBEA-5251FB85C9E8},10,49.71,31.54,18.17,15517
212,13067030504,305.04,ARC 10,59844,66.95,{DB546D3E-533E-45F2-8FFC-D2526628BF96},189.2,50.38,31.57,18.81,16748
213,13067030327,303.27,ARC 10,98241,3.45,{DD0BE53F-E740-475E-B368-E8196DBD4F29},18.4,55.17,33.55,21.62,18464
214,13067030329,303.29,ARC 10,98988,24.67,{33D2414B-08FA-49DC-B0B3-D4A799EB33FC},-97.6,53.82,32.73,21.1,18229
215,13067030339,303.39,ARC 10,56409,153.03,{3769A354-7A02-4F31-86C5-EDF37B12E9D4},607.2,44.85,30.75,14.1,12116
216,13067030314,303.14,ARC 10,91137,17.11,{504F3173-D0C2-46DF-AB37-31ED2C7A7832},271.6,55.05,33.63,21.41,18245
217,13067030336,303.36,ARC 10,145483,30.65,{96FDEAA6-F8CD-43CA-BA0A-4396C317901F},-159.3,68.54,47.13,21.42,17825
218,13063040411,404.11,ARC 10,56258,4.83,{54A544F4-5516-4B59-AF41-0BA429FD75E5},679.1,52.46,30.82,21.64,19368
219,13063040512,405.12,ARC 10,36655,49.26,{F5C32EAF-614F-47B5-B1CA-4D16D57DF6AF},360,50.89,32.1,18.79,17202
220,13063040608,406.08,ARC 10,63848,0.22,{74BD955F-6045-4731-970A-0DBBE4EDC4CB},339.3,53.13,30.09,23.03,20697
221,13063040614,406.14,ARC 10,65607,0.25,{6E1B1571-EB14-4545-B2A4-D0B4DB10D7F5},-135.2,54.94,32.99,21.95,19489
222,13063040606,406.06,ARC 10,42692,5.04,{E4E96207-5F46-44B6-8E80-9CC9CD198F84},22.7,51.82,29.79,22.02,20678
223,13063040612,406.12,ARC 10,37052,20.18,{175DFFB4-634C-48C7-9873-6D0A559B65CE},969.3,47.56,28.07,19.5,17148
224,13063040609,406.09,ARC 10,56493,14.75,{A284C61B-481F-47E3-823B-4B5101A310CD},362.2,51.89,31.72,20.17,17918
225,13063040412,404.12,ARC 10,46772,29.12,{9C6F93DC-4A8A-47DA-9820-C48640E8C29A},142.9,49.51,31.11,18.4,16260
226,13063040413,404.13,ARC 10,38835,23.12,{1BA7B8A5-ED32-4D16-9A1A-2B517203ABF3},569.5,50.87,30.21,20.66,18476
227,13063040613,406.13,ARC 10,58246,6.46,{A7F6D41D-12F3-4A73-BAE8-4ABF3D3C0FBE},264.7,57.18,35.03,22.16,19739
228,13063040408,404.08,ARC 10,39607,47.49,{7122DA15-D4E1-4414-A92D-F5A3DF9997C7},80.8,49.11,30.95,18.16,16294
229,13063040409,404.09,ARC 10,45833,20.01,{521FE56E-96C7-4729-BD4E-9A11D12C39F2},170,48.98,28.94,20.04,17855
230,13063040410,404.10,ARC 10,40107,5.26,{101CF2C5-5731-43B6-8370-72BFE89581AB},150.5,49.9,29.28,20.62,18261
231,13063040303,403.03,ARC 10,28264,62.45,{627134B8-4896-4320-96C0-12057A093EDD},-348.3,45.54,27.15,18.39,16502
232,13063040302,403.02,ARC 10,33030,51.66,{F390F207-E8C8-46D8-ABDC-1273C03CB325},-646.8,44.95,27.09,17.87,15935
233,13063040611,406.11,ARC 10,29464,67.57,{8BA85DB1-2AD7-4AFC-8560-9376BB08B743},155,47.78,30.34,17.45,16177
234,13063040407,404.07,ARC 10,42500,2.74,{E0E145BD-0B11-4CA5-8FA9-D199AADF8F62},94,48.79,28.66,20.12,17642
235,13063040510,405.10,ARC 10,41012,59.27,{0A42F276-B97D-46AF-980A-E2329710E7DF},-286.7,50.84,31.56,19.28,17138
236,13063040514,405.14,ARC 10,41477,83.59,{D21160BB-0CD8-410C-A590-4285A4C865B6},988.4,46.85,28.31,18.54,17239
237,13063040307,403.07,ARC 10,34162,18.39,{C51EA903-EDAE-44E5-A296-9ADB2540EF1F},495,48.22,28.59,19.63,17361
238,13063980000,9800,ARC 10,,,{AC0120D7-E205-4658-B7A4-16E201AF26F8},,,,,
239,13063040622,406.22,ARC 10,44246,28.2,{0548B3D0-702A-45C4-A842-FDF18CCAFF9E},-87.8,50.3,28.88,21.42,19947
240,13063040621,406.21,ARC 10,56374,7.33,{9B791952-53C8-4259-A245-8F226567E173},1229,52.43,29.87,22.56,20708
241,13063040619,406.19,ARC 10,47778,19.28,{39D51ACB-F2ED-4B21-84FB-B394CACE60F6},142.9,50.14,29.33,20.81,18795
242,13063040523,405.23,ARC 10,42540,23.99,{ED56508F-5D3B-46DB-BDE6-810C8FE635BB},978,47.73,28.66,19.06,17055
243,13063040522,405.22,ARC 10,30298,55.27,{28E66521-1BCE-459B-972A-47856852C8B3},-504.7,45.13,27.2,17.93,15812
244,13063040520,405.20,ARC 10,29650,192.76,{65D707E9-4830-4AB8-9599-D9CF597075F2},-523.8,46.04,30.67,15.37,14103
245,13063040519,405.19,ARC 10,24979,233.81,{27470968-46B6-40BF-8A19-8967123B0372},1263.3,45.15,30.91,14.24,13321
246,13063040417,404.17,ARC 10,23364,91.98,{6B08DD5B-B34A-45A2-B937-DA7870CD55DB},12.5,48.71,31.96,16.75,15201
247,13063040203,402.03,ARC 10,36458,131.35,{32655728-0689-4D93-9863-9EC633EB32E4},117.3,42.32,25.46,16.86,15209
248,13063040617,406.17,ARC 10,31227,65.67,{A4045738-30E2-4CBC-991B-0D4E5EC16564},520,41.16,23,18.16,17686
249,13063040615,406.15,ARC 10,41094,0,{D04037AD-0BD5-4397-A32C-2E687361D947},138.5,54.04,31.66,22.38,19569
250,13063040521,405.21,ARC 10,54135,18,{FA141CC8-A6C5-4B86-AF46-B6A6C34B83DD},-113,48.85,29.46,19.39,17295
251,13063040415,404.15,ARC 10,33271,127.01,{F559B9C7-FB5A-463F-9120-789FD57F9789},-703.1,47.45,31.09,16.36,15037
252,13063040414,404.14,ARC 10,33421,14.05,{5168989F-2351-4BB8-8752-D963637D8B9D},403.8,48.43,29.03,19.4,17563
253,13063040204,402.04,ARC 10,35938,147.66,{F9E8695A-FB9D-4F87-BAB9-D1135481683D},-625.5,44.89,28.44,16.45,15260
254,13063040308,403.08,ARC 10,30893,29.53,{723C7866-93A8-4926-ABF7-CD13DCF40BB5},-215.3,43.78,25.75,18.03,16161
255,13063040620,406.20,ARC 10,63274,0.62,{76591A1D-02DD-4D74-A26F-6716F14B25B6},366.3,54.14,31.02,23.12,21096
256,13063040616,406.16,ARC 10,36671,81.9,{8A977128-4527-41E3-829F-E3C2B72996B3},613.8,49.56,31.57,17.99,16133
257,13063040526,405.26,ARC 10,43682,19.35,{9D2DCB78-6AB2-4B08-AFE2-B12C8CAFC110},-89.5,50.81,29.89,20.93,19091
258,13063040525,405.25,ARC 10,42705,30.1,{A9B48420-0A02-4FEF-9645-91C034705C71},-22.2,50.4,28.86,21.54,19816
259,13063040524,405.24,ARC 10,42679,45.71,{5D24A1C1-14DB-4B7F-B45D-AE6F047180F5},-362.9,47.28,28.19,19.1,17198
260,13063040416,404.16,ARC 10,36531,4.43,{D7DCCA38-FEBA-47CC-BCE9-460BBF13FA30},-444.7,50.81,30.96,19.86,16785
261,13063040306,403.06,ARC 10,24254,141.33,{11B84816-B8B1-4D50-9875-C4D8915B8D92},-125.9,41.99,26.23,15.76,14443
262,13063040516,405.16,ARC 10,30273,34.25,{693C8A70-4428-42FF-B70B-D7E9E16D49D9},755.3,49.5,29.11,20.39,18406
263,13063040509,405.09,ARC 10,63750,15.94,{B2862CD5-2B96-4D20-AFDC-EF583DF1A419},-9,52.15,31.27,20.88,18558
264,13063040202,402.02,ARC 10,30606,41.5,{513BD5B1-36FC-40F8-835B-6CA4C9568F2A},-415.1,47.45,29.95,17.5,15398
265,13063040518,405.18,ARC 10,30640,32.96,{CF64DAFB-D27C-4CEB-9D6A-1D9635D307C5},344.3,47.37,27.17,20.2,18253
266,13063040515,405.15,ARC 10,41290,34.08,{D69D1C01-E55E-4C04-91EE-87A46CB3710D},-111.7,47.14,27.42,19.72,17766
267,13063040513,405.13,ARC 10,60798,1.01,{683047DE-A721-4029-A55C-1CF4D7F15B85},-77.8,52.25,30.34,21.91,19472
268,13151070403,704.03,ARC 10,64861,0.17,{7F53B954-0BDA-47AE-B04F-05EC25218B41},204,53.18,29.23,23.96,22517
269,13151070307,703.07,ARC 10,72361,3.33,{9D69233F-7FDF-4EC7-B3FC-02BD52DA5169},624.1,55.32,32.18,23.14,21576
270,13151070113,701.13,ARC 10,40982,4.93,{72E291D6-D280-48C7-9F6C-6A6C628729A1},6.9,49.69,28.94,20.74,18731
271,13151070501,705.01,ARC 10,43145,0,{4FC925C5-E4C2-4998-97B8-0C3331A7FE2D},150.7,50.41,27.37,23.04,21039
272,13151070502,705.02,ARC 10,69662,0,{39A7492A-10BC-4130-AC65-5397679B623E},270.4,53.66,29.65,24.01,22143
273,13151070311,703.11,ARC 10,42330,41.88,{62C64803-F96B-4916-B2E1-46EF3484AA77},1014.1,46.64,27.62,19.02,17594
274,13151070404,704.04,ARC 10,60868,0,{EB81D139-F4DE-4A34-8255-98E2DBFCE8BD},165.4,53.59,29.98,23.61,22145
275,13151070204,702.04,ARC 10,78669,0.02,{34D852E1-7F61-4EB6-9AA6-034910A7F9C5},81.3,54.4,30.68,23.72,21757
276,13151070310,703.10,ARC 10,55682,0,{F2F2FEB8-9DFC-45B7-9550-C365EE5B6D1E},-157.9,53,30.28,22.71,20889
277,13151070205,702.05,ARC 10,58099,6.24,{283CBEA3-E243-493B-B3AB-C98BAC24EC3F},342.1,51.14,29.24,21.91,20084
278,13151070309,703.09,ARC 10,81503,4.69,{DA7CA49E-C175-4195-8451-E9F9787B3B56},792,54.92,32.32,22.59,20568
279,13151070114,701.14,ARC 10,41624,24.22,{FF0B7F0D-F061-498C-BE55-8DC2DA2D04FF},437.7,56.02,36.82,19.2,17526
280,13151070111,701.11,ARC 10,44290,8.54,{EFFADB17-BE5C-4598-A7E7-4E7D1EBAD49B},578.6,48.62,28.47,20.15,18501
281,13151070107,701.07,ARC 10,73967,8.93,{5B00AF60-2968-4C91-8FDC-E4A37056672B},136.8,54.98,32.01,22.97,21004
282,13151070109,701.09,ARC 10,69362,0.02,{CDA71275-E70F-41B7-BF3E-70C60DB82FF1},102.7,54.13,31.25,22.88,20986
283,13151070110,701.10,ARC 10,67588,0,{3F83520C-66C4-456B-88C5-06ED7F05EB49},108.4,53.17,30.22,22.95,20582
284,13151070108,701.08,ARC 10,56061,1.16,{51EC2A8A-9DD8-4802-A387-C531A61ED968},337.6,51.74,29.86,21.88,19718
285,13151070306,703.06,ARC 10,65311,0,{25FAAFA2-D211-43B0-B0E6-585E2E30D4E7},461.8,52.64,30.22,22.42,20236
286,13151070104,701.04,ARC 10,59686,0.86,{26C2B44C-41CD-43CF-8654-BFFFF797F215},718.3,51.39,29.86,21.54,19321
287,13151070202,702.02,ARC 10,81520,0,{96FF6C34-B82B-4428-ABEE-274DA3430ACD},256.4,61.1,36.92,24.18,22366
288,13151070305,703.05,ARC 10,73719,0,{6DFF80B0-20E8-44E8-9CCE-19951785A49E},180.5,58.09,34.62,23.46,21017
289,13151070304,703.04,ARC 10,38261,15.67,{367C027B-A6A1-47BB-8097-EA888252EE3E},533.3,47.62,27.3,20.33,18793
290,13151070106,701.06,ARC 10,52314,0,{119FD9AB-6DFD-4D0A-9180-3F20CAA4343C},120,51.54,29.59,21.95,19628
291,13151070203,702.03,ARC 10,80566,1.12,{58D2969B-9490-486F-9E77-3E9C058AB0C7},223.8,54.96,30.48,24.49,22586
292,13151070402,704.02,ARC 10,61583,0,{E77BD02E-7EF1-47C7-8221-D5768DF7BCEA},158.9,53.96,29.37,24.59,23022
293,13015960101,9601.01,ARC 20,74848,0,{171DD5F2-4140-412E-B011-12AA960B550D},12.2,56.42,31.55,24.87,23103
294,13015960402,9604.02,ARC 20,43032,0,{504E1792-6997-4E4B-8AB6-2F50F0B689D2},154.4,49.7,27.75,21.95,20611
295,13015960901,9609.01,ARC 20,45375,0,{4C9F410B-5357-4C2D-B708-F5F68A36283F},6,49.76,27,22.77,21414
296,13015960102,9601.02,ARC 20,59920,0,{93BE3B35-2544-4C9E-93E6-5CD2B22359AD},24.6,53.04,28.95,24.09,22239
297,13015960802,9608.02,ARC 20,23381,15.89,{0BCF8D06-1EDD-484D-BC6E-68BFAE52E918},57.9,49.42,27.94,21.48,20677
298,13015961000,9610,ARC 20,64450,0.35,{8BF3F5C5-D066-42BC-B13D-3D9D301C0869},31.8,54.04,29.44,24.59,23184
299,13015960801,9608.01,ARC 20,50481,1.24,{8B0EFF1B-6BCE-4AD9-9BA8-6D2E795092A4},43.9,52.7,29.66,23.04,21905
300,13015960300,9603,ARC 20,58203,0,{059E566C-D686-44EE-8F4D-758EFB37304A},41.6,53.42,29.11,24.31,22738
301,13015960902,9609.02,ARC 20,57540,1.2,{7775D34F-BE6D-4040-BF91-38C1D2BC5B78},78,52.3,28.78,23.52,22099
302,13015960500,9605,ARC 20,40651,5.85,{34894B72-706C-47C8-8163-3BD49CE4BC42},231.2,47.98,26.99,20.99,19591
303,13015960600,9606,ARC 20,41764,8.3,{86B24FD9-BAD2-4679-9B1D-49351D1C7865},140.7,48.94,28.18,20.76,19176
304,13015960200,9602,ARC 20,44905,3.08,{F92ABE25-1D3E-4D8A-A548-24E640EC33F2},44.7,50.1,27.15,22.95,21528
305,13015960401,9604.01,ARC 20,45718,4.44,{E28DF3BE-435E-46DA-93BD-61EA30E68265},425.7,48.47,28.1,20.37,18999
306,13015960803,9608.03,ARC 20,48558,2.09,{F809A1A4-E511-49B6-9263-C6CC806EFF73},22.8,50.16,27.52,22.64,20989
307,13015960700,9607,ARC 20,37589,6.17,{8679858A-3F38-40EA-BF36-91CA731A8D23},53.3,46.58,26.52,20.06,18359
308,13135050319,503.19,ARC 10,38545,88.32,{7485B763-3C78-44DC-B399-8BBA964026D3},-660,47.18,30.74,16.44,14789
309,13135050219,502.19,ARC 10,67209,59.95,{7675147C-28CA-41AC-9B9D-96C691364620},-331.8,51.14,32.37,18.77,16844
310,13135050211,502.11,ARC 10,30067,129.5,{5E238391-6B7E-49C5-BF06-C984F80C8B5A},-947.7,43.95,29.44,14.51,12861
311,13135050215,502.15,ARC 10,50850,0,{D5302429-C0E2-46B0-9E76-735009E4097A},444.6,46.24,29.83,16.41,14283
312,13135050216,502.16,ARC 10,103000,11.01,{40E6D0DD-B9C7-49E3-9333-7B78EB5B8370},637.8,63.17,42.42,20.75,17881
313,13135050527,505.27,ARC 10,73125,32.45,{22BD0F89-094D-42B5-81C3-25BE587A0A45},76.5,55.26,33.24,22.02,19525
314,13135050549,505.49,ARC 10,64672,23.78,{64F6EF3A-131E-4679-AD52-34A346F89925},235.3,55.13,33.94,21.19,18524
315,13135050540,505.40,ARC 10,52607,94.39,{52C4BE0E-C310-41F5-8180-29713B009FE7},544.1,50.26,32.63,17.62,15819
316,13135050722,507.22,ARC 10,59609,2.64,{54D0683A-B3F5-4D8E-99C4-DCB0FB2A82D9},422.9,54.56,32.19,22.37,19681
317,13135050729,507.29,ARC 10,49063,29.7,{A77CF07A-905F-4525-A1B0-CB7D7212452C},222,49.43,29.71,19.72,17672
318,13135050725,507.25,ARC 10,62092,14.27,{4568A341-BF4F-40A5-9719-F3DA466FFB72},280,53.77,32.18,21.59,19407
319,13135050730,507.30,ARC 10,68792,1.75,{7D605D25-13FA-4924-ACE2-22FEFCE08FFF},613.3,55.12,32.41,22.71,20511
320,13135050728,507.28,ARC 10,72409,4.33,{D3FED3DE-C3FD-40AC-8CA0-00AAD5752F8A},629.2,55.77,32.39,23.38,20827
321,13135050731,507.31,ARC 10,69423,0.33,{A0DA9929-8C77-4485-BA68-CA32FB3E1DF5},753.9,54.69,31.74,22.95,21275
322,13135050609,506.09,ARC 10,77059,0.03,{E338376B-5A09-4758-AFDF-59BC6591F309},591.4,56.35,32.49,23.86,21559
323,13135050610,506.10,ARC 10,92233,3.19,{1FA20034-F445-4DE0-BA62-67BF6458C55A},593.4,57.3,33.52,23.78,20993
324,13135050541,505.41,ARC 10,31194,181.83,{CC2ACA77-4367-4675-83C2-83933286363C},442,45.55,32.26,13.29,11675
325,13135050524,505.24,ARC 10,43182,63.97,{FEB0AC35-2024-436E-A107-4026E708EFA5},348.5,48.63,30.46,18.17,16390
326,13135050547,505.47,ARC 10,81607,5.81,{ACEA48E7-C20B-466D-B540-417D6F85E12E},323.3,54.52,32.12,22.4,20127
327,13135050523,505.23,ARC 10,50336,87.13,{C8685A16-F05F-4831-AA21-716EF8B06218},691,49.84,32.26,17.58,15692
328,13135050724,507.24,ARC 10,58232,5.3,{AA27638E-ED37-4E88-B956-9292F37406B2},962.5,56.08,33.99,22.1,19557
329,13135050543,505.43,ARC 10,75458,12.49,{82F528EC-B3D6-4348-A544-E0BC95CE0F5D},1206.5,53.73,32.24,21.49,19233
330,13135050545,505.45,ARC 10,52641,23.8,{8B53CF79-A1A3-425F-A616-BBFD89C45FD2},1447.5,51.35,30.26,21.09,19175
331,13135050727,507.27,ARC 10,88889,1.98,{586CE596-A61A-4718-AD55-D42B46CEF29C},613.8,58.21,35.15,23.06,20621
332,13135050548,505.48,ARC 10,81417,9.07,{919B14BF-84DD-4ADD-AB09-BEA678DDD42D},626.2,60.26,37.36,22.9,20673
333,13135050546,505.46,ARC 10,67764,16.42,{F0D89A0B-84D2-4FCD-8252-A656844E962D},1339.1,54.03,31.62,22.42,19988
334,13135050726,507.26,ARC 10,69406,0,{59C7FB80-EFA8-4EBA-A4D8-79144DC1EC8D},379.3,55.46,31.87,23.59,21632
335,13135050608,506.08,ARC 10,66935,0,{DDC52424-FEFE-48B5-ADAD-56B696914800},228.3,55.26,31.39,23.88,21378
336,13135050607,506.07,ARC 10,77500,0,{31C9B3D6-AAB5-4850-811D-5FCC5F4036CB},930.9,57.22,33.95,23.27,20719
337,13135050542,505.42,ARC 10,45020,52.83,{A3C31615-E379-40B0-B844-2B5989816AE8},1649.3,48.85,33.67,15.18,13666
338,13135050536,505.36,ARC 10,55875,20.89,{4A07FF03-118B-4B69-AA15-22E33C3A5A9B},239.7,51.21,31.71,19.51,17452
339,13135050537,505.37,ARC 10,34273,79.27,{E21BFC52-9AA1-4D7C-BCBB-516EBDEC7E4F},660,48.67,33.11,15.56,14099
340,13135050539,505.39,ARC 10,42944,77.29,{66CB3079-F7E2-44FF-9411-AC8568885740},1246.7,47.53,29.47,18.06,15721
341,13135050544,505.44,ARC 10,67736,26.42,{9E7D1580-B3B5-4B9B-A6CD-CDE1127FD979},1249.2,54.65,33.68,20.96,18216
342,13135050535,505.35,ARC 10,50947,13.13,{27619A85-CA5A-40D9-814B-0D190A8AB2B8},551.2,52.83,32.51,20.31,17811
343,13135050532,505.32,ARC 10,51467,33.51,{A9C5F27A-34A9-4D64-96AB-D17542BD6784},1328.2,50.8,30.64,20.16,18023
344,13135050534,505.34,ARC 10,53898,54.62,{C5F905F2-E104-42C5-B584-6F51A734CD5B},1034.4,51.66,32.15,19.51,16823
345,13135050723,507.23,ARC 10,66667,1.53,{33630644-9F94-43D9-BC4C-AC4D42315D10},284.7,57.36,35.06,22.31,19690
346,13135050435,504.35,ARC 10,50625,24.12,{21A52621-C643-4DCE-8429-E261914C0148},68.8,49.72,31.05,18.67,16439
347,13135050531,505.31,ARC 10,51603,16.44,{9DEDC79F-48E3-4D62-804D-E9186FBFAA6B},560.7,51.78,31.04,20.74,17706
348,13135050533,505.33,ARC 10,60631,17.23,{E0C60DC5-9D8A-48EE-BF6E-C49184D8D579},776.8,56.29,35.54,20.76,18045
349,13135050436,504.36,ARC 10,42972,103.14,{8E3E157B-7BB8-4D20-B455-8E12353EEE37},684.1,48.6,31.01,17.59,15407
350,13135050433,504.33,ARC 10,34298,92.07,{F10ADBD8-F7DA-4DAD-9A58-C58D10278005},450,50.02,32.88,17.14,15094
351,13135050432,504.32,ARC 10,56946,20.98,{1E1F1BB6-C23C-48CF-A4A9-0E721793E7EC},243.2,53.27,32.9,20.37,17531
352,13135050434,504.34,ARC 10,35357,165.57,{5C04621D-D6E3-44BC-9F5A-B5EAC2D6A918},720,48.16,32.47,15.69,14180
353,13135050321,503.21,ARC 10,114444,62.53,{1A65CCEC-2EEA-4514-809A-A1459EE73C76},-12,70.49,49.7,20.79,17985
354,13217100903,1009.03,ARC 20,60469,0,{B686D202-B05C-4C81-B7BE-9444C5381771},344,53.13,29.97,23.17,21150
355,13217100902,1009.02,ARC 20,48775,1.62,{1C36798D-7649-42B6-8EFE-B96BC1CFE464},287.8,52.5,28.93,23.57,22532
356,13217100901,1009.01,ARC 20,51640,0,{BEDB24EB-E7D8-443A-9103-B31D3028BFA8},205.7,54.46,30.03,24.43,22846
357,13217100201,1002.01,ARC 20,60647,0,{46ABFB0F-366A-4024-9E7F-FB12664F26BA},31.4,53.28,28.93,24.35,22297
358,13217100501,1005.01,ARC 20,55838,7.14,{6586AF95-F15C-4FC4-A497-6442EF13B9B0},1071.6,51.89,29.66,22.23,20518
359,13217100800,1008,ARC 20,47014,0,{5370C7AD-AF30-4EBD-92E4-F56209FA78BF},98.4,52.3,27.89,24.41,22740
360,13217100202,1002.02,ARC 20,62986,0,{96BFECD7-4D91-4A48-B772-206A173D7E5B},32.7,53.91,29.32,24.59,22309
361,13217100700,1007,ARC 20,30509,10.55,{3C5EADA0-0694-48A3-B410-0FF44C26C82B},146.8,46.67,25.94,20.73,19430
362,13217100600,1006,ARC 20,38938,0,{F628D66F-F07C-43A9-A0E9-877FEC82229A},190.1,48.97,26.41,22.56,21207
363,13217100502,1005.02,ARC 20,38957,2.87,{1700CB03-9FFE-4301-9C20-366EE61D59FC},434.9,49.23,27.28,21.95,20884
364,13217100400,1004,ARC 20,30438,0,{2D0F993F-B6F8-48CB-96F8-9AABAC7214A4},34.8,48.4,27.43,20.97,19688
365,13217100300,1003,ARC 20,50670,0,{55ACED1C-0AE0-4FE9-BEDE-8BD52D73E3B4},190,49.53,28.11,21.42,19522
366,13217100100,1001,ARC 20,67500,0,{717C9DE4-8069-415F-AD49-F32AAC0F5904},77,55.53,31.54,23.99,22298
367,13135050322,503.22,ARC 10,126414,44.33,{DC6BFA18-77EB-4014-A910-19C469277DF1},-170.5,60.96,39.86,21.1,17853
368,13135050318,503.18,ARC 10,51786,235.51,{B67195A9-147C-4B6B-9019-6F1CE06A2468},-76.7,42.18,28.03,14.15,12699
369,13135050320,503.20,ARC 10,32642,70.21,{D0316415-666F-4B58-AA88-88B7BF54EE6C},165.7,48.98,31.82,17.16,15034
370,13135050317,503.17,ARC 10,35457,226.21,{090C1E34-9C10-4CBB-B5A6-DEF434FD39EE},-1340,39.49,26.11,13.38,12311
371,13135050220,502.20,ARC 10,46215,125.45,{AB3207D0-9702-4CE8-9AF8-9D213947E6FE},573.3,46.48,30.4,16.08,14329
372,13135050214,502.14,ARC 10,80833,7.56,{7D536B25-B9B3-40CE-A1C5-7B6247ADD243},212.9,59.03,38.08,20.94,18039
373,13135050218,502.18,ARC 10,66365,9.2,{54F4C749-8474-454C-B75B-357E0496E7C1},81.5,51.36,31.92,19.44,16861
374,13135050209,502.09,ARC 10,46154,40.88,{8B82E637-5F23-45B5-ADD8-13BD159E761F},699.6,48.51,30.85,17.66,15072
375,13135050217,502.17,ARC 10,71127,24.51,{81814DA6-4C0F-4469-8EA5-35A062A03CB0},1133.6,52.12,33.35,18.77,16112
376,13135050529,505.29,ARC 10,59830,19.41,{68B36E28-3E1E-4504-9F94-38343E6EDCBD},86.7,50.12,30.44,19.68,17422
377,13135050530,505.30,ARC 10,73365,65.05,{E9B0B403-5899-47CF-95FE-3D464B3F988A},892.1,56.96,36.75,20.21,17605
