OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_4__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp4_HousTranspCosts_Pct_Income,Tp4_HousingCosts_Pct_Income,Tp4_TranspCosts_Pct_Income,Tp4_AnnualVehMilesTraveled
572,13121011423,114.23,ARC 10,104333,22.09,{26A76088-3CAB-4EE8-B5F4-7F1263244F26},72.8,57.71,36.88,20.84,17782
573,13121011418,114.18,ARC 10,103926,23.57,{89D74898-5A29-458F-8613-9C3D3202D472},64,58.46,37.1,21.36,18262
574,13121002600,26,ARC 10,30458,197.01,{4678B85F-3416-45F3-883E-E60E3C164DF4},-1160,40.62,27.73,12.89,10941
575,13121001700,17,ARC 10,32847,241.43,{7E8ED034-EFB3-4626-8093-1399930223BC},588,42.22,29.01,13.21,10773
576,13121001400,14,ARC 10,69018,288.66,{D31D4193-49F5-4F9D-9B43-5FA719C44135},173.3,44.03,31.1,12.93,10568
577,13121003000,30,ARC 10,71875,196.48,{448EB38C-29EA-4BFB-8B5F-D01BEC0A555E},1808,47.64,33.5,14.14,11581
578,13121011000,110,ARC 10,22411,116.05,{2D547488-91C4-4DF3-8C67-5154E01F5CF9},-1281.8,41.37,25.17,16.2,14099
579,13121007400,74,ARC 10,14754,141.83,{BCFD1A39-7316-4BEC-9413-B3A36C19C8E8},-930,39.67,24.91,14.76,13729
580,13121006400,64,ARC 10,27159,84.62,{69B61F59-3454-4C57-AD1E-F26F17066B6B},-3252,40.68,24.93,15.75,14057
581,13121005300,53,ARC 10,91250,120.26,{6EB9E7A9-E1C6-41DB-AD35-6C037DBD1137},612.2,50.39,33.97,16.41,14085
582,13121005502,55.02,ARC 10,16321,170.8,{58EB2C86-4BD9-4975-B55B-EFBF08EF5699},1895.7,37.1,22.55,14.55,13153
583,13121008202,82.02,ARC 10,26736,27.15,{5EEB057C-A2D7-42E6-9662-D975CA7611D4},-907,40.98,25.47,15.51,13245
584,13121010513,105.13,ARC 10,46486,4.81,{94A5965E-7B81-405E-A5F4-0CAF34F7D669},532.7,49.57,28.81,20.76,18903
585,13121010304,103.04,ARC 10,83798,0.47,{C66FF678-FBC9-45D6-8589-44078ADED38F},532.8,57.22,34.22,23,20236
586,13121010303,103.03,ARC 10,71333,6.43,{EF848D92-BE67-436A-A753-F4FD4218BD24},237.1,54.34,33.23,21.11,18393
587,13121010514,105.14,ARC 10,59005,3.88,{0CDE8B0E-B98B-4018-B0DF-B1B0DF004D17},374.3,55.8,33.52,22.28,20231
588,13121010301,103.01,ARC 10,60972,0.47,{658BD615-0C6E-4CFF-B438-783105118EB1},363.3,56.79,33.83,22.97,20697
589,13121010400,104,ARC 10,51907,0.97,{AC8B88B7-FBB6-44A7-8A80-268B19F37355},18.5,53.73,30.85,22.88,21201
590,13121011421,114.21,ARC 10,48117,89.05,{778CDD40-5048-4A17-9108-8B1C83CF6F99},396,47.21,31.17,16.04,14051
591,13121011416,114.16,ARC 10,99355,45.57,{03AD1F3B-E418-4EED-8F50-2EB84152062D},147.3,59.53,38.92,20.6,17911
592,13121011506,115.06,ARC 10,152898,9.25,{915CDD69-D674-48E3-B34B-8D11F6B967B9},136.8,66.72,44.21,22.52,19718
593,13121011417,114.17,ARC 10,87083,30.84,{D4926321-C2B9-481B-8A1D-648BF5320B0F},246.6,53.81,33.72,20.09,17449
594,13121007001,70.01,ARC 10,26157,39.95,{037FE9FF-D717-42CE-92D4-52FED8FE7E17},-579.4,45.46,26.91,18.55,16102
595,13121006700,67,ARC 10,19907,83.95,{F962C6FC-13C1-48D2-884F-1A774430F490},-236.9,42.61,25.98,16.63,14591
596,13121006300,63,ARC 10,23398,78.44,{814AF429-E8F4-4FD4-BCEB-E62F402F4E9D},90,40.62,24.78,15.84,13351
597,13121005700,57,ARC 10,16310,142.61,{48759055-D594-4753-AC6E-0B83699742A9},540,38.92,24.08,14.84,12270
598,13121006500,65,ARC 10,42442,48.01,{C496F5E8-333A-43DA-AC03-DE0238059271},-766.2,47.34,28.95,18.39,15509
599,13121005501,55.01,ARC 10,20150,119.03,{2D947754-92D1-48E9-A123-07328940EBA5},-122,43.37,27.4,15.97,13255
600,13121004900,49,ARC 10,58485,164.04,{B7A99E0C-CAD7-417B-8242-0D25D9AB9E43},1110,48.86,33.95,14.91,12181
601,13121004800,48,ARC 10,10785,248.5,{60A3609C-5D4E-4D57-ADE1-2F3AE050AC33},-6635,35.68,24.2,11.48,9990
602,13121002800,28,ARC 10,15172,256.01,{C9BED720-763E-434B-9DCD-82FCA10C2584},2296.7,38.59,27.6,10.99,9573
603,13121011419,114.19,ARC 10,81942,44.94,{A87233B1-4C6D-43FE-BCDD-933D2D707722},528.5,62.28,42.84,19.45,17126
604,13121011503,115.03,ARC 10,123068,0,{9741EC7B-CB56-4A9C-BB4F-AA48CC01BE26},259.6,70.92,48.45,22.47,19489
605,13121011615,116.15,ARC 10,135471,18.97,{183E5295-5453-484E-8DF4-844FF8C5E265},350.8,62.14,41.08,21.06,18452
606,13121011504,115.04,ARC 10,160431,5.59,{C8359D30-B3E5-4AAD-8B53-1838A520F15F},250,76.97,53.37,23.6,21037
607,13121010515,105.15,ARC 10,45392,5.52,{3CC6497D-3A3A-4FAA-8797-D65BFD2F0361},616.1,50.43,29.04,21.39,19709
608,13121010516,105.16,ARC 10,50179,22.89,{54D7BB58-BDB9-45F8-B93E-4AE157FF6C50},449.1,51.04,30.11,20.93,18619
609,13121010120,101.20,ARC 10,54495,179.07,{11263AA4-0AD8-4F71-A579-21F9684230E7},1057.5,47.86,32.35,15.51,14255
610,13121010117,101.17,ARC 10,43949,245.48,{62865B54-B180-4E38-8988-3C7699F5128C},678,45.43,31.95,13.48,11894
611,13121001800,18,ARC 10,32453,408.92,{49240FF7-952F-4971-9596-F9D4D4B4B565},915,35.63,24.76,10.87,9431
612,13121001300,13,ARC 10,56320,270.37,{5F93718F-50F0-429E-9B98-B1274F0DC120},348,44.05,30.93,13.12,10576
613,13121001900,19,ARC 10,51098,234.17,{F457A0C5-5F06-467D-966A-2C04F2F84B7F},6302.5,37.87,26.73,11.14,9370
614,13121002100,21,ARC 10,35250,230.18,{57C4C4AE-2595-46E8-9572-E7044700FE66},2926.7,43.82,32.13,11.7,9839
615,13121004400,44,ARC 10,18778,232.11,{5EA4384A-80F7-4823-8A4D-2625D3EFB9D5},1736.7,47.55,34.79,12.76,10600
616,13121003200,32,ARC 10,48699,180.6,{7B6F05F5-EE28-41FE-BDF0-E04D9FB2926C},1287.5,39.86,26.27,13.59,11929
617,13121004200,42,ARC 10,18722,219.89,{D8E442F5-1750-4591-B97F-A5D4312AAD38},-562,40.87,27.27,13.6,11443
618,13121003800,38,ARC 10,21932,103.45,{92701203-5FE6-464A-8B08-198DBA9B2B08},5646.7,40.34,25.63,14.71,12686
619,13121002500,25,ARC 10,19912,233.3,{14C8B3F4-5755-465B-B099-CE2AB75AB287},-256.7,41.3,27.76,13.54,11343
620,13121002300,23,ARC 10,19840,131.22,{620DE0B0-EB84-4B95-96B0-3D667C5FB8EF},-3095,41.39,26.23,15.17,12781
621,13139001608,16.08,ARC 20,82111,0,{9576D847-9930-4C6A-91D4-32F36BE99264},567.6,62.94,36.52,26.42,21482
622,13139001603,16.03,ARC 20,66813,0,{0DC66994-1993-487C-B0A3-C771DD8E60FE},104.9,59.35,33.38,25.97,21326
623,13121010118,101.18,ARC 10,27064,194.12,{25D28757-42E3-48E0-9CD1-E4040BC954A7},800,48.26,33.2,15.05,13059
624,13121010113,101.13,ARC 10,49284,303.16,{EAE489C2-2EFB-4441-B659-646B9F4A48FE},1258.9,48.68,35.24,13.44,11218
625,13121010115,101.15,ARC 10,106167,29.24,{793025BF-CA5D-4EF8-8C56-2B0291C075DC},475.4,70.68,52.44,18.24,15091
626,13121010122,101.22,ARC 10,69943,183.79,{C428088B-7282-4D89-BC85-17923E2425F8},900.8,50.53,35.67,14.86,12464
627,13121010114,101.14,ARC 10,54105,121.89,{AF6075BF-3ADA-4533-BDF5-971C0DC267EE},221.9,48.06,31.52,16.54,13966
628,13121000600,6,ARC 10,43570,259.23,{24D7877D-053F-44AB-A485-EDA6F1A684F3},4160,39.51,27.12,12.4,10327
629,13121006601,66.01,ARC 10,30234,36.14,{0BF19B42-3213-467B-87E7-BB91E769A76C},-670,45.15,26.91,18.24,15243
630,13121006602,66.02,ARC 10,12439,150.49,{440E3AC9-58A5-412C-95A0-84ACCA9FF311},-1380,42.65,27.69,14.95,13112
631,13121006200,62,ARC 10,20900,54.04,{5C3CBC2F-B51D-4942-A1E3-2B65B3997AAE},-757.5,43.77,26.44,17.33,14207
632,13121006100,61,ARC 10,22500,60.59,{04A46F70-BAAB-4B17-BBCF-A0E91754B884},-950,45.97,27.8,18.18,15392
633,13121001600,16,ARC 10,63750,225.93,{2C985FE2-AC1E-4154-8653-E11CEE8EBB14},1705,40.09,27.01,13.08,11052
634,13121003100,31,ARC 10,47941,117.02,{B99FEAB9-DCAF-437B-B7FC-6D1437456E4C},-90,44.13,28.91,15.22,12325
635,13121006802,68.02,ARC 10,7872,198.57,{61E662E0-BD30-49D9-BD54-BD8790C7EBEA},206.7,39.23,23.73,15.5,13920
636,13121007602,76.02,ARC 10,32893,49.69,{8DC86BAD-320A-4A46-852E-D3FCAF343D56},-330.8,45.69,27.16,18.54,16055
637,13139001606,16.06,ARC 20,48051,22.09,{AED33025-391F-4713-B669-61A1F3F33CCE},543.6,50.71,28.69,22.01,17955
638,13139001101,11.01,ARC 20,22392,27.96,{18398C9E-066A-498F-B6C4-F1B64271A856},-808.1,47.92,29.37,18.55,14361
639,13139001605,16.05,ARC 20,74917,0.1,{FE157A4C-6681-401B-83B2-24EC0BD887F8},357.6,64.88,38.88,26,20820
640,13139001604,16.04,ARC 20,72337,0,{3845839C-B217-45A5-B27C-A64B91830826},470.2,59.78,34.35,25.43,20407
641,13139001502,15.02,ARC 20,77448,0,{E8778F1E-EEDE-48EA-A219-F62619D07E56},46.9,60.13,34.21,25.92,20471
642,13139001607,16.07,ARC 20,53454,20.94,{BCE3B7DE-D839-4ADB-86E5-5D5027433745},211.3,58.98,34.87,24.11,19821
643,13139001302,13.02,ARC 20,62477,13.21,{0FB38102-1F54-451B-A8B5-3A06B0F01888},122.1,55.41,30.08,25.33,20391
644,13139001301,13.01,ARC 20,57744,0,{ED3C875A-0AC0-49DC-8CE2-341C9B17C7B8},149.1,56.08,31.36,24.72,19842
645,13139001403,14.03,ARC 20,34009,28.89,{1F5604DF-5AB5-4172-9FA9-EE09243A21F2},214.4,49.95,28.55,21.4,17660
646,13139001404,14.04,ARC 20,48810,0,{4AD2C954-7E50-49AC-837D-0A2FE6594B90},89.3,54.01,31.2,22.81,18177
647,13121010212,102.12,ARC 10,51790,181.82,{7299F5C2-7B6A-4C9F-8A90-3CBCDA1BC31B},-163.8,51.44,35.78,15.66,13487
648,13121009802,98.02,ARC 10,159405,38.3,{2EC2B125-41AB-48C4-9BEE-C1F7A2EB5CDF},110.2,80.36,62.05,18.31,15423
649,13121009403,94.03,ARC 10,54643,308.15,{91F1EC69-B64C-4ACD-A484-7117A978860C},3148,42.92,30.75,12.17,10355
650,13121009404,94.04,ARC 10,86205,175,{80FF0751-0B50-4194-A4E4-AB64F404E68B},1475,51.39,37.02,14.37,12276
651,13121010001,100.01,ARC 10,96343,107.66,{C3218BEC-3A81-419F-93CF-5C91D3CE5DBE},570.6,52.89,37.48,15.41,13250
652,13121009602,96.02,ARC 10,96696,248.77,{7F3AC1BE-FA98-4505-B437-2B624E02937D},1134.4,54.55,41.01,13.54,11167
653,13121010002,100.02,ARC 10,148838,86.98,{DA889E33-5671-4FBC-A510-429B32B11FD8},793.3,68.82,51.8,17.02,14085
654,13121009502,95.02,ARC 10,50655,256.82,{807823BB-C304-460C-94A9-112A75E50729},600,43.25,29.76,13.49,11595
655,13121008000,80,ARC 10,40517,32.76,{3B69E56F-03AC-45A0-B505-87B95C4520E6},-400.9,48.52,28.99,19.52,16587
656,13121003900,39,ARC 10,19808,105.38,{68076800-D0DA-4D3A-85F1-8EC2DFFBB944},-3650,42.89,26.97,15.92,13319
657,13121004100,41,ARC 10,22372,123.32,{7153120E-D8A0-4D73-80F8-C34763A4C6C4},-1406,42.45,26.62,15.83,13101
658,13121002400,24,ARC 10,30500,113.63,{415AE583-AE75-4675-9865-EBA47A2BB9E3},-388,44.05,28.03,16.01,13458
659,13121004000,40,ARC 10,26875,55.92,{E6D7FC6A-8F7F-47B1-A7F5-05402F79A532},-1558.3,46.15,28.15,18,15139
660,13121008400,84,ARC 10,20458,156.09,{57862711-DE52-469B-95F9-C0B9BB57F833},-3184.3,44.3,28.26,16.04,13804
661,13121008302,83.02,ARC 10,28542,71.61,{5143CE2F-80F3-4F58-B07A-C4040D013B01},-1161.4,44.16,26.34,17.83,15387
662,13121008301,83.01,ARC 10,24286,62.15,{2861C19A-6841-4191-97A2-1222ADB13F0E},-941,43.65,25.89,17.76,15586
663,13121007200,72,ARC 10,22669,24.39,{3370994F-18C8-4BD0-BF31-BFECCC261E37},-701.7,46.8,27.61,19.19,16959
664,13139001501,15.01,ARC 20,67775,0,{F77179B3-C1D0-4745-BF49-6BB821DA5FF1},82.7,58.94,33.91,25.03,20553
665,13139001102,11.02,ARC 20,33533,0,{39A01949-45FE-45D4-8083-060C74B9AB32},991.4,52.73,30.54,22.2,17785
666,13139001201,12.01,ARC 20,36282,25.43,{AB6E1307-C694-4BB4-B45A-5C2093D95404},96.6,53.15,29.98,23.16,18741
667,13139001004,10.04,ARC 20,45560,50.67,{71FA7870-BDF8-4AE1-A73C-CBDD11B19FA4},489.7,49.15,29.74,19.42,15691
668,13139001003,10.03,ARC 20,30241,45.25,{1CADA0DD-D732-4AF6-BF8C-15128FF3B6D9},740.9,45.79,28.48,17.31,14109
669,13139000305,3.05,ARC 20,56656,0,{80B9A16E-76CC-44C4-AB31-8A49ADDC53C1},91.8,55.21,29.13,26.08,20851
670,13139000304,3.04,ARC 20,42417,0,{18729627-094D-4D67-9566-7A9E3BAB57FF},76.5,54.76,29.23,25.53,21057
671,13139000303,3.03,ARC 20,71346,2.46,{2DEE3D14-C43A-42A6-BE65-945EC78F976D},74.1,51.9,27.95,23.95,19435
672,13139000203,2.03,ARC 20,66840,0,{4C5887FD-FBF7-440C-8962-80BFD1E8FAFE},39.9,54.52,28.21,26.31,21404
673,13139000204,2.04,ARC 20,74457,0,{66E96F65-826D-4494-BF1F-BA4C14BE0BB2},27.8,59.07,32.84,26.23,20853
674,13255160100,1601,ARC 20,51509,0.34,{F5CB4259-3C39-45BA-8BFF-4F04805F3FA7},11.6,49.9,27,22.9,21537
675,13255160200,1602,ARC 20,49301,0,{55182E78-5BF8-4450-8A0A-D5E616556A9C},43.8,51.56,27.99,23.58,22332
676,13255161000,1610,ARC 20,52612,0,{66C1DBF5-5CA8-4CFA-9BEE-66E298E5E1C5},13.3,52.01,27.79,24.21,22954
677,13255161200,1612,ARC 20,50460,12.58,{6D5C64A7-6256-4048-A4EE-E56D7B1F98FA},47.9,48.09,26.45,21.63,20110
678,13255161100,1611,ARC 20,54304,5.9,{202260A6-6952-4D64-B661-0D7AF5E85726},89.1,50.91,29.01,21.9,20016
679,13255160900,1609,ARC 20,31298,1.45,{1DA5EB86-CB43-4B23-91AE-5BF99EEE85E1},-79,47.52,26.32,21.2,19513
680,13255160800,1608,ARC 20,22888,9.12,{9ED3AC9E-D5B0-4560-88DA-B501BDD3EF88},-115.8,42.5,24.55,17.95,16359
681,13255160700,1607,ARC 20,37446,21.99,{16A7B5B6-E314-46A4-BCD1-4D60CBD1D662},129.6,48.42,28.12,20.3,19272
682,13255160500,1605,ARC 20,37444,0,{301D83FE-D2CE-4DD0-BCD6-F1E5CFF092C2},125.1,49.52,27.36,22.16,20215
683,13255160400,1604,ARC 20,22992,17.12,{B0C0FBBF-E7C7-4327-AF5C-0FAAF23E654E},-133.3,45.69,25.81,19.88,18366
684,13255160300,1603,ARC 20,26618,2.55,{4DCE84CD-CE8A-4B91-87E3-DC9F36D681F1},0.1,48.89,27.49,21.4,20081
685,13255160600,1606,ARC 20,55174,0,{0C213F98-B45F-46A7-B7F9-70271202528F},8.6,51.59,27.58,24,22495
686,13097080102,801.02,ARC 10,45830,1.89,{0EC8C30B-A61D-46AB-B4FB-79FD969343E1},296.1,48.05,28.47,19.59,17691
687,13097080602,806.02,ARC 10,60982,0,{E1B4D28B-0549-45DB-9486-AD618CF19490},145.6,53.01,30.23,22.78,20544
688,13097080508,805.08,ARC 10,54566,35.03,{72861209-E75E-4CDE-8600-53DEACC81C02},16.4,51.96,32.69,19.27,17106
689,13097080510,805.10,ARC 10,65042,0,{E3AF9B1D-669A-4C38-B011-4CD386DEB16B},365.3,54.78,31.48,23.3,21338
690,13097080509,805.09,ARC 10,79085,0,{7CB03059-9570-4B56-BA14-63710DE3AB0C},338.8,56.63,33.38,23.25,20922
691,13077170602,1706.02,ARC 20,82854,2.98,{F05F26DB-A501-4FE1-BD27-0FF2849B2869},1849.5,55.02,31.98,23.04,21277
692,13077170503,1705.03,ARC 20,73693,0,{0B6330ED-DEF3-4D09-A1E2-D6E63075A98A},84.1,54.05,30.12,23.93,22225
693,13077170501,1705.01,ARC 20,63905,0,{CF5A78D9-F569-4952-A08A-AFB2C775715B},31.6,52.9,28.79,24.1,22322
694,13077170406,1704.06,ARC 20,73587,0,{4D21BC79-F3B7-4873-AFC6-EDE29E815742},113.3,54.4,30.62,23.78,22288
695,13077170305,1703.05,ARC 20,37004,15.16,{BF64F819-D84E-43FE-AE23-54F90FB0C8BA},349.9,44.42,25.52,18.9,17907
696,13077170601,1706.01,ARC 20,32725,5.54,{3EDBC9C0-5CBD-4616-B9C7-B627DFD4B26C},165.9,46.22,25.76,20.47,19207
697,13077170603,1706.03,ARC 20,69276,0,{71BC5881-7CD4-40E2-AD57-65EBCB17B5F9},75.5,53.95,29.57,24.38,22882
698,13077170502,1705.02,ARC 20,61650,0,{89711650-340B-4339-B102-3D585A267F5C},69,53.96,28.93,25.03,23669
699,13077170405,1704.05,ARC 20,79531,0,{FF343F22-6C1A-419D-8686-0E18845403AA},153.8,54.92,31.36,23.57,22019
700,13077170404,1704.04,ARC 20,78459,4.44,{E96CD00A-01E8-4EAC-935D-8072D0A474FA},90.3,57.43,33.36,24.07,22352
701,13077170403,1704.03,ARC 20,88071,0,{EA4B2F2D-EE83-4137-967F-A6C284107B38},108.8,55.28,30.94,24.33,22035
702,13077170306,1703.06,ARC 20,59006,8.92,{5DA04C21-BF2A-4F23-90D4-F17580E1E358},430.1,52.31,31.19,21.12,19412
703,13097080603,806.03,ARC 10,70833,0,{FEB59864-340C-4582-8691-D881075FCB43},316.7,52.68,30.71,21.97,20024
704,13097080511,805.11,ARC 10,65185,0,{D1F40C02-DEF7-4D65-B941-F5A7591A8511},291.3,55.14,31.3,23.84,21782
705,13097080304,803.04,ARC 10,42972,6.51,{B5951CAE-E635-44B8-815D-8E24A80962AA},229,52,33.24,18.76,17439
706,13097080404,804.04,ARC 10,61341,0.58,{0375E0AE-DEB9-4770-9614-A208C24172F6},190.8,52.66,29.13,23.53,21851
707,13097080303,803.03,ARC 10,37266,7.16,{92F2B46B-4C00-4D37-B358-99D79E2A4610},-72,46.87,27.11,19.75,17936
708,13097080403,804.03,ARC 10,64917,0,{61EA4AF5-C337-479C-9A77-345344912D6D},139.6,53.54,29.36,24.17,22320
709,13097080103,801.03,ARC 10,32285,72.14,{027F597F-AF14-4775-8EFA-876BEFB04300},60.3,45.24,27.82,17.42,16007
710,13097080604,806.04,ARC 10,57674,0,{B825495F-E79B-438D-A97C-66CF758490A8},331.2,54.16,30.84,23.32,21283
711,13077170304,1703.04,ARC 20,69519,0,{2FB4D6D4-2E18-4957-8912-BC15511FDCD2},159.4,53.1,29.92,23.18,21797
712,13077170303,1703.03,ARC 20,95767,0,{FD372724-422C-46E4-B033-9C689909BC33},87.2,56.61,31.72,24.89,23255
713,13077170802,1708.02,ARC 20,48403,0,{C0983AED-8F7D-45C6-BCE9-82C35F75A0C6},27.6,52.96,28.11,24.86,23315
714,13077170801,1708.01,ARC 20,47640,0,{436673B7-7618-4C83-AA01-F0770D1B0E95},40.5,52.1,27.51,24.59,23425
715,13077170700,1707,ARC 20,38075,9.5,{7A46DE83-9649-4FEC-AACF-C3A5D7306EAE},27.2,48.44,26.79,21.65,20168
716,13077170402,1704.02,ARC 20,88426,0,{034CE6DD-279A-490F-85DE-5E63BC743483},144.4,53.28,29.92,23.36,21491
717,13077170200,1702,ARC 20,44712,6.63,{17B3199A-3F78-4DF0-B511-FB803239AF52},41.1,51,28.4,22.6,21114
718,13077170100,1701,ARC 20,58720,0,{CF7C5DBB-4B1C-475C-BF44-326710C51AF1},13.2,53.44,28.71,24.73,23210
719,13097080201,802.01,ARC 10,52963,1.1,{C0C5384B-5C40-412F-8D17-43375BE20A20},185.1,54.32,32.02,22.3,20541
720,13097080506,805.06,ARC 10,51723,0.78,{B3BFC174-1D62-484E-8B36-0B1510815034},84.8,53,29.6,23.41,21630
721,13097080505,805.05,ARC 10,54344,0,{BBC75900-35F0-4650-96E7-31916C959575},224.7,49.69,28.47,21.22,19133
722,13097080202,802.02,ARC 10,39663,15.42,{FA2B8F55-6C0A-4186-829E-D5770107D7B4},382.2,48.81,28.23,20.59,18933
723,13097080507,805.07,ARC 10,60694,0,{C861C550-1E6B-42D5-ACF9-97499A116950},119.2,55.08,31.05,24.03,21947
724,13097080402,804.02,ARC 10,80386,0,{E59B6C5D-6B46-4465-AE57-27243CF5513E},72.1,54.62,29.92,24.7,23010
725,13097080301,803.01,ARC 10,40722,4.88,{D509EE68-E462-4983-9D8D-7921CCB86658},536.9,50.12,28.82,21.3,19739
726,13089980000,9800,ARC 10,,,{66A74418-176C-4592-AE7D-0DD11BD455AA},,,,,
727,13089023428,234.28,ARC 10,34297,114.53,{EBABE56E-641D-41FA-A8A0-02ABF4A5D503},633,47.49,29.99,17.5,16023
728,13089023426,234.26,ARC 10,60523,20.98,{5617FE84-076D-4A01-A0DF-7F872242BF7A},405.7,53.83,31.88,21.96,19614
729,13089021502,215.02,ARC 10,59383,127.79,{50A149E1-EFB0-4F6C-A9CC-7350E456D706},117.1,47.92,32.52,15.4,13057
730,13089022302,223.02,ARC 10,58977,78.12,{B43F9DF1-0157-4ED3-BC6E-CDD0B3AFDC3B},-18.6,51.29,34.23,17.06,14272
731,13089022007,220.07,ARC 10,33039,185.57,{94CEE68E-BAB9-4AD2-BBFA-51BF41B0CB2C},-450,45.64,30.67,14.96,12893
732,13089021602,216.02,ARC 10,72168,154.83,{85203C7A-7DA8-4540-9FA6-EE28FB6C2433},377.5,49.44,33.31,16.13,13649
733,13089023803,238.03,ARC 10,40352,21.54,{9621F33A-49E3-4FF8-8F02-0F79A1ED150A},-439.5,48.97,29.06,19.91,17171
734,13089022402,224.02,ARC 10,27045,99.24,{1A7A8003-46DE-4DA5-884B-FA322E256218},1050.8,41.4,26.73,14.68,13724
735,13089022700,227,ARC 10,92667,76.58,{AC43DA15-0434-46BE-86AC-72E2BD9CA3A5},392.2,52.82,35.67,17.15,14455
736,13089022403,224.03,ARC 10,132313,51.88,{86B2441E-BD0D-4EF0-B1BC-41B4E74BAB8F},15.8,68.65,50.14,18.51,14737
737,13089023425,234.25,ARC 10,63816,19.68,{A26069F1-40BE-4952-B060-1D7A9A864F22},211,51.69,30.92,20.77,17958
738,13089022204,222.04,ARC 10,40044,87.1,{21BED169-D41F-471E-BB9A-2084850E73EA},323.8,42.49,26.83,15.66,13390
739,13089023423,234.23,ARC 10,50175,19.1,{2FAFA8E4-F002-4D51-A80E-4DE56BDDCE0B},372.7,50.83,30.18,20.65,18287
740,13089023419,234.19,ARC 10,62813,9.78,{50C0BD75-1F4C-4086-9A83-CA55BAA84B58},551.5,54.06,31.56,22.49,19560
741,13089023312,233.12,ARC 10,63025,51.37,{DC7DC464-F304-46B6-B55F-7CBC1DE4481E},627.1,55.75,34.29,21.46,18991
742,13089023311,233.11,ARC 10,80149,27.64,{64D64D19-9431-4979-8E07-C6BBC434175C},257.9,59.54,37,22.54,19825
743,13089023213,232.13,ARC 10,42072,29.32,{2CF10CE3-08B5-4F3F-89E5-37670B1F4EAD},793,51.97,32.16,19.81,17167
744,13089022301,223.01,ARC 10,51310,124.41,{2F964998-21BB-47A8-9DB3-D5BABE9226B1},274.4,46.81,30.85,15.96,13305
745,13089023602,236.02,ARC 10,36875,17.95,{50411094-B78D-4E2D-B791-200EF878BABF},-543.6,48.06,28.53,19.53,16697
746,13089023504,235.04,ARC 10,20022,121.54,{4010C931-5EC3-4C13-98A7-77E03A98503E},-1242.5,47.58,30.26,17.32,15056
747,13089023411,234.11,ARC 10,47557,41.11,{DCB8F074-FAFD-4DEC-ABD2-96E09156FB60},-717.3,49.24,29.8,19.43,16623
748,13089023410,234.10,ARC 10,28822,87.57,{AB5FB404-5E31-4C95-8FBF-A38553944AB1},-563.1,44.16,27.26,16.89,15010
749,13089023501,235.01,ARC 10,31534,65.6,{5E0181D6-BE6E-47C0-B093-6C7CD8995E1D},-153.3,45.26,27.19,18.07,15650
750,13089023114,231.14,ARC 10,54608,30.01,{EDE7EBDF-1EEA-428C-82EB-024E3D49FCE7},-283.3,51.25,30.95,20.29,18172
751,13089023112,231.12,ARC 10,26496,160.37,{C731460E-5441-4BDF-BDB2-D086426A7347},-1778,45.03,29.65,15.38,13852
752,13089021912,219.12,ARC 10,79844,4.41,{E16C4C63-3253-4684-BC08-0AF8D5C8939B},-25.2,62.85,40.7,22.15,19208
753,13089021910,219.10,ARC 10,51382,81.73,{87C9EFC8-5A11-44C0-8AC5-7CA542F34AFA},185.7,48.78,30.6,18.18,16601
754,13089021604,216.04,ARC 10,128750,88.6,{F2CAD4A5-B9D6-4D6B-9F29-324D0C9C023B},231.5,52.82,34.04,18.78,16107
755,13089021504,215.04,ARC 10,57861,185.94,{CED6D75D-6B1D-405C-8E00-A076AC695549},213.3,44.71,29.56,15.15,12736
756,13089021503,215.03,ARC 10,41453,181.64,{3248137F-96AD-48CB-981E-06D4FC15E972},-18.6,45.39,30.42,14.97,12695
757,13089023107,231.07,ARC 10,37776,13.07,{62AB81AD-CE32-4192-8DD9-8D8A04FB7C56},-812.1,47.94,28.44,19.5,16621
758,13089023418,234.18,ARC 10,52517,0.46,{300585DA-22D2-4353-AEC5-9721830F7EA4},496.4,53.75,32.36,21.39,19571
759,13089023101,231.01,ARC 10,40952,30.06,{2CFD5615-F761-4597-842D-D1B10F595141},-695,47.46,28.79,18.67,16034
760,13089022401,224.01,ARC 10,69917,180.13,{A833A817-CB12-4887-BBDA-5B33B697C4B2},563,58.78,43.2,15.59,12958
761,13089020900,209,ARC 10,37242,41.75,{9CF874A7-7C0A-437B-B7F4-BF103FFBBEA7},-610.6,48.84,30.83,18.01,15387
762,13089020700,207,ARC 10,46458,96.84,{07EC2D94-5430-4E6A-9F50-64F7E2FB2801},-1174,44.94,28.18,16.76,14388
763,13089020600,206,ARC 10,39718,115.68,{54BD449E-AB1B-476C-9E68-43E35E8B3D5B},-412.5,44.21,28.35,15.86,13695
764,13089020500,205,ARC 10,39282,108.94,{CE973D64-9246-47B8-9B07-8FCAE476AE9F},-565.7,44.18,28.24,15.93,13246
765,13089021410,214.10,ARC 10,44159,127.17,{D7B3D37D-C14C-4C9A-9FBE-3E1634DD86D0},-320.9,45.76,30.19,15.57,13626
766,13089021216,212.16,ARC 10,63595,207.26,{7D7B01D6-B826-4E03-AB84-AE67A726091D},2567.9,48.87,34.94,13.93,11708
