OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_housing_units,Total_housing_units_MOE,Num_Total_housing_units_2000,ChgNum_Housing_units_2000_16,Num_Occupied_housing_units,Num_Occupied_housing_units_MOE,Pct_Occupied_housing_units,Pct_Occupied_housing_units_MOE,Num_Occupied_housing_units_2000,Num_OwnOcc_HousUnits_2000,Num_RentOcc_HousUnits_2000,Pct_Occupied_housing_units_2000,Pct_OwnOcc_HousUnits_2000,Pct_RentOcc_HousUnits_2000,ChgNum_OccHousUnits_2000_16,ChgPct_OccHousUnits_2000_16,ChgPct_OwnOcc_HousUnits_2000_16,ChgPct_RentOcc_Units_2000_16,Num_Vacant_housing_units,Num_Vacant_housing_units_MOE,Pct_Vacant_housing_units,Pct_Vacant_housing_units_MOE,Num_VacHousUnits_2000,Pct_VacHousUnits_2000,Chg_Pct_VacHousUnits_2000_16,Homeowner_vacancy_rate,Homeowner_vacancy_rate_MOE,Rental_vacancy_rate,Rental_vacancy_rate_MOE,Num_1Unit_Detatched,Num_1Unit_Detatched_MOE,Pct_1Unit_Detached,Pct_1Unit_Detached_MOE,Hous_Units_Built_Since_2000,Hous_Units_Built_Since_2000_MOE,Pct_Units_Built_Since_2000,Pct_Units_Built_Since_2000_MOE,Units_Built_1980_to_1999,Units_Built_1980_to_1999_MOE,Pct_Units_Built_1980_1999,Pct_Units_Built_1980_1999_MOE,Units_Built_1979_or_Earlier,Units_Built_1979_or_Earlier_MOE,Pct_Units_Built_1979earlier,Pct_Units_Built_1979earlier_MOE,Owner_Occ_Housing_Units,Owner_Occ_Housing_Units_MOE,Pct_Owner_Occ_Housing_Units,Pct_Owner_Occ_Housing_Units_MOE,Renter_Occ_Housing_Units,Renter_Occ_Housing_Units_MOE,Pct_Renter_Occ_Units,Pct_Renter_Occ_Units_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
486,13121011405,13121,"Census Tract 114.05, Fulton County",7920,1108,3013,179,2725,288,2850,209,94.6,4.1,2586,1069,1517,94.9,41.3,59,264,0,1,-0.7,163,138,5.4,4.6,139,5.1,0,0,1.5,7.7,7,1011,158,33.6,4.9,350,112,11.6,3.7,1430,281,47.5,8.9,1233,263,41,8.4,1197,174,42,5.3,1653,217,58,6.3,ARC 10,1876.2800293,28.31010056,1904.58996582,2.93168998,0.0442345,2.97591996,011405,Fulton,{01A9F849-4F96-4D0B-9470-0CD094B654A7},
294,13015960402,13015,"Census Tract 9604.02, Bartow County",8758,705,3543,166,1944,1599,3229,222,91.1,4.6,1898,1569,329,97.6,82.7,17,1331,-6,-16,15.6,314,164,8.9,4.6,46,2.4,6,4.9,5.4,0,1.7,2535,229,71.5,5.5,1118,255,31.6,7,1549,321,43.7,8.8,876,233,25,6.5,2166,253,67.1,6.3,1063,227,32.9,6.7,ARC 20,12719.59960938,104.51200104,12824.09960938,19.87439919,0.16329999,20.03770065,960402,Bartow,{AA9855A8-4E12-4F22-BCDA-0D52E4A57750},
49,13247060308,13247,"Census Tract 603.08, Rockdale County",8097,724,2920,175,1642,1278,2502,180,85.7,3.4,1538,675,863,93.7,43.9,56,964,-8,-7,7.3,418,161,14.3,5.4,104,6.3,8,2.9,4.5,13,6.5,1214,164,41.6,5,821,158,28.1,5.1,1563,253,53.5,8,536,172,18,5.8,915,154,36.6,5.6,1587,196,63.4,6.4,ARC 10,1967.76000977,35.12210083,2002.88000488,3.07463002,0.0548783,3.12949991,060308,Rockdale,{C511B5DF-7120-4A47-8CDE-0E5D8393E272},
392,13135050422,13135,"Census Tract 504.22, Gwinnett County",8314,786,2520,71,2324,196,2346,133,93.1,4.6,2212,1017,1195,95.2,46,54,134,-2,-12,12,174,105,6.9,4.2,112,4.8,2,3.3,5.3,4.2,4.8,1078,162,42.8,6.3,416,151,16.5,6,1383,253,54.9,9.9,721,196,29,7.7,798,138,34,5.6,1548,174,66,6.4,ARC 10,619.67901611,0,619.67901611,0.96824801,0,0.96824801,050422,Gwinnett,{BC4832C4-4F3A-4BD9-8168-0E611CF58B2B},
543,13121011625,13121,"Census Tract 116.25, Fulton County",7796,664,2743,100,1850,893,2431,194,88.6,6.3,1790,1469,320,96.8,82.1,18,641,-8,-17,17.1,312,208,11.4,7.6,60,3.2,8,3.1,4.6,14.3,16.2,1683,148,61.4,4.9,581,150,21.2,5.4,2153,230,78.5,7.9,9,39,0,1.4,1581,165,65,4.4,850,168,35,6.3,ARC 10,1487.32995605,20.5666008,1507.90002441,2.32395005,0.0321353,2.35609007,011625,Fulton,{D33ABA05-F65C-4BA1-8B77-0E9730B78B97},
209,13067030331,13067,"Census Tract 303.31, Cobb County",5929,276,2031,29,1943,88,2015,34,99.2,0.9,1921,1837,84,98.9,95.6,4,94,0,-7,6.8,16,17,0.8,0.8,22,1.1,0,0,1,0,8,2012,32,99.1,0.7,130,74,6.4,3.7,1024,124,50.4,6.1,877,126,43,6.2,1789,90,88.8,4.2,226,87,11.2,4.3,ARC 10,1556.82995605,21.49419975,1578.31994629,2.43254995,0.0335847,2.46613002,030331,Cobb,{D8704110-2B3A-4668-8C61-0EB91524BE88},
628,13121000600,13121,"Census Tract 6, Fulton County",6234,754,2816,108,582,2234,2106,174,74.8,5.5,511,117,394,87.8,22.9,77,1595,-13,-7,7.4,710,164,25.2,5.7,71,12.2,13,6.2,9.7,15.2,6.2,223,118,7.9,4.2,2144,221,76.1,7.3,227,117,8.1,4.2,445,142,16,5,326,116,15.5,5.4,1780,173,84.5,4.3,ARC 10,357.8710022,2.86666989,360.73800659,0.55917299,0.00447917,0.56365299,000600,Fulton,{FA874E09-C12B-495F-86A3-0EE964DE6B3E},
520,13121011422,13121,"Census Tract 114.22, Fulton County",3859,310,1670,65,1403,267,1606,87,96.2,3.6,1336,814,521,95.2,60.9,39,270,1,-4,4.2,64,60,3.8,3.6,67,4.8,-1,0,1.4,8.4,7.8,693,88,41.5,5,207,70,12.4,4.2,778,141,46.6,8.2,685,181,41,10.7,912,87,56.8,4.5,694,121,43.2,7.2,ARC 10,912.87701416,132.60299683,1045.47998047,1.42637002,0.207192,1.63355994,011422,Fulton,{233F315C-025D-4C90-9467-0F0627419215},
494,13121008500,13121,"Census Tract 85, Fulton County",2322,414,1698,106,1821,-123,1016,119,59.8,5.9,1681,786,895,92.3,46.8,53,-665,-32,-7,7.1,682,120,40.2,6.6,140,7.7,32,3.4,5.7,8.4,7.6,1389,130,81.8,5.7,225,100,13.3,5.9,117,63,6.9,3.7,1356,220,80,12,403,108,39.7,9.6,613,134,60.3,11.1,ARC 10,937.35302734,0,937.35302734,1.46460998,0,1.46460998,008500,Fulton,{DF417B89-689C-49CB-9B73-0F0F8E14D311},
704,13097080511,13097,"Census Tract 805.11, Douglas County",9227,560,3170,113,1381,1789,2939,144,92.7,3.1,1340,1265,75,97,94.4,6,1599,-4,-10,9.9,231,117,7.3,3.7,41,3,4,3.2,2.7,7.5,11.8,3105,130,97.9,2.2,1734,220,54.7,6.7,1084,232,34.2,7.2,352,147,11,4.6,2484,191,84.5,5,455,185,15.5,6.2,ARC 10,10511,89.20680237,10600.20019531,16.42340088,0.139386,16.56279945,080511,Douglas,{CF519DE4-C836-46DA-8D57-0F3507520A16},
585,13121010304,13121,"Census Tract 103.04, Fulton County",14888,1761,5166,240,1516,3650,4460,358,86.3,5.7,1457,1367,90,96.1,93.8,6,3003,-10,-11,11.2,706,327,13.7,6.3,59,3.9,10,5.8,5.8,4.9,7.9,5077,249,98.3,1.5,3460,384,67,6.8,806,300,15.6,5.8,900,296,17,5.7,3686,434,82.6,7.1,774,257,17.4,5.6,ARC 10,9748.29003906,28.98270035,9777.26953125,15.23169994,0.0452855,15.27700043,010304,Fulton,{0619BF4A-8B23-4D1F-8AEB-0F4CA1917A31},
741,13089023312,13089,"Census Tract 233.12, DeKalb County",9369,742,3613,59,2444,1169,3365,175,93.1,4.6,2377,2129,248,97.3,89.6,10,988,-4,-8,8.4,248,161,6.9,4.5,67,2.7,4,2.6,3,6.1,9.7,3168,173,87.7,4.6,1085,257,30,7.1,2012,310,55.7,8.5,516,185,14,5.1,2733,208,81.2,4.5,632,162,18.8,4.7,ARC 10,2132.18994141,53.15340042,2185.34008789,3.33154988,0.0830522,3.41458988,023312,DeKalb,{FFF5BDB7-7ED2-4673-81EE-0F4E54002C1F},
823,13089022004,13089,"Census Tract 220.04, DeKalb County",5794,630,1904,33,1822,82,1641,116,86.2,5.9,1725,1234,491,94.7,71.5,28,-84,-8,4,-3.9,263,113,13.8,5.9,97,5.3,8,1.8,2.8,5.1,8.2,1401,94,73.6,4.8,117,76,6.1,4,447,126,23.5,6.6,1340,172,70,8.9,1238,128,75.4,5.7,403,107,24.6,6.3,ARC 10,908.32202148,6.14304018,914.46502686,1.41925001,0.0095985,1.42885005,022004,DeKalb,{F305D88B-FA9A-41A7-941E-0F6DA6805490},
457,13139001002,13139,"Census Tract 10.02, Hall County",7738,919,2499,94,1943,556,2295,152,91.8,5,1761,1366,395,90.6,77.6,22,534,1,-8,8.5,204,132,8.2,5.3,182,9.4,-1,6,5.7,6.1,7.1,1847,159,73.9,5.7,574,207,23,8.2,1166,249,46.7,9.8,759,175,30,6.9,1585,141,69.1,4.1,710,195,30.9,8.2,ARC 20,3967.23999023,1605.32995605,5572.58007813,6.1988101,2.50833011,8.70716,001002,Hall,{70B581C3-8B27-4496-B675-0F6E2086F08D},
551,13121010206,13121,"Census Tract 102.06, Fulton County",5524,368,2498,100,1857,641,2228,139,89.2,4.3,1791,1744,47,96.4,97.4,3,437,-7,-6,6,270,118,10.8,4.7,66,3.6,7,5.4,3.8,0,9.4,1870,127,74.9,4.1,669,142,26.8,5.6,1103,156,44.2,6,726,139,29,5.4,2036,147,91.4,3.3,192,89,8.6,4,ARC 10,3653.43994141,47.9253006,3701.36010742,5.70849991,0.0748833,5.78338003,010206,Fulton,{FC02C90D-CD39-46FE-B2D6-0F999838729A},
19,13113140208,13113,"Census Tract 1402.08, Fayette County",7538,616,2969,166,1674,1295,2672,206,90,4.8,1619,1293,326,96.7,79.9,20,1053,-7,-13,13.2,297,156,10,5.2,55,3.3,7,1.6,2.8,20.1,12.4,1838,189,61.9,5.3,1117,212,37.6,6.8,1422,266,47.9,8.6,430,180,14,6,1783,202,66.7,5.5,889,252,33.3,9.1,ARC 10,4174.27001953,123.97299957,4298.25,6.52229977,0.193708,6.71602011,140208,Fayette,{2066855D-DD7A-40D1-BE18-0FA8C72ED72B},
384,13135050213,13135,"Census Tract 502.13, Gwinnett County",13126,579,3657,108,1756,1901,3657,108,100,0,1696,1644,52,96.6,96.9,3,1961,3,-10,9.8,0,20,0,0.5,60,3.4,-3,0,0.6,0,4.2,3489,134,95.4,2.3,1796,242,49.1,6.5,1576,224,43.1,6,285,150,8,4.1,3185,178,87.1,4.1,472,137,12.9,3.7,ARC 10,4289.97021484,25.51460075,4315.49023438,6.70308018,0.0398666,6.74294996,050213,Gwinnett,{9EFCBBD6-8DBF-49CD-B324-101E7C29ED58},
906,13057090602,13057,"Census Tract 906.02, Cherokee County",7952,750,2956,128,2003,953,2706,180,91.5,4.6,1892,1400,492,94.5,74,26,814,-3,2,-2.2,250,155,8.5,5.2,111,5.5,3,2.2,3.3,0,2.8,2540,171,85.9,4.4,1083,208,36.6,6.9,1029,223,34.8,7.4,844,243,29,8.1,2062,183,76.2,4.5,644,158,23.8,5.6,ARC 10,8963.70019531,71.96179962,9035.66015625,14.00580025,0.11244,14.1182003,090602,Cherokee,{5B46F0EE-49B3-46FE-BB42-105E79A41033},
764,13089020500,13089,"Census Tract 205, DeKalb County",3145,372,1880,96,1374,506,1483,134,78.9,5.9,1179,579,601,85.8,49.1,51,304,-7,-1,1.1,397,136,21.1,7.2,195,14.2,7,6.4,7.3,9.7,8.7,1127,107,59.9,4.8,419,93,22.3,4.8,81,71,4.3,3.8,1380,238,73,12.1,711,125,47.9,7.2,772,155,52.1,9.3,ARC 10,416.67999268,0,416.67999268,0.65106201,0,0.65106201,020500,DeKalb,{46D819CE-09F1-4CF0-A521-10AA67862A61},
757,13089023107,13089,"Census Tract 231.07, DeKalb County",4697,528,2014,66,2072,-58,1643,142,81.6,6.5,1942,1455,487,93.7,74.9,25,-299,-12,-23,22.9,371,144,18.4,7.1,130,6.3,12,0.9,1.5,6.1,6.4,1746,147,86.7,6.7,143,98,7.1,4.8,255,107,12.7,5.3,1616,219,80,10.6,855,133,52,6.7,788,162,48,8.9,ARC 10,927.31298828,0,927.31298828,1.44893003,0,1.44893003,023107,DeKalb,{F42E3723-BFF3-49E5-96BD-10E7E1AA4FB5},
431,13135050431,13135,"Census Tract 504.31, Gwinnett County",8398,744,3003,124,1940,1063,2888,159,96.2,3.5,1787,720,1067,92.1,40.3,60,1101,4,1,-1,115,103,3.8,3.4,153,7.9,-4,0,1.5,4.6,5.1,1192,221,39.7,7.2,1400,277,46.6,9,1115,281,37.1,9.2,488,182,16,6,1194,173,41.3,5.5,1694,185,58.7,5.5,ARC 10,1334.09997559,8.56937027,1342.67004395,2.08453012,0.0133896,2.09791994,050431,Gwinnett,{9EDE79CE-57A3-4260-9870-12791D5794D7},
633,13121001600,13121,"Census Tract 16, Fulton County",2264,237,1440,43,899,541,1318,88,91.5,5.5,844,192,652,93.9,22.7,77,474,-2,0,-0.2,122,85,8.5,5.9,55,6.1,2,7.6,11.7,0,1.3,188,66,13.1,4.6,516,133,35.8,9.2,236,112,16.4,7.7,688,148,48,10.2,302,80,22.9,5.9,1016,100,77.1,5.6,ARC 10,227.75300598,0.66298401,228.41600037,0.35586399,0.00103591,0.35690001,001600,Fulton,{B7052765-14F0-4D29-8647-12969DB890CD},
210,13067030322,13067,"Census Tract 303.22, Cobb County",3351,202,1230,41,1150,80,1150,54,93.5,3.1,1138,1071,67,99,94.1,6,12,-6,-6,6,80,51,6.5,4.1,12,1,6,0,1.3,25.3,15.5,1230,41,100,0,80,50,6.5,4,728,72,59.2,5.6,422,74,34,5.9,1013,70,88.1,4.5,137,61,11.9,5.3,ARC 10,909.09399414,13.64099979,922.73498535,1.42045999,0.0213141,1.44176996,030322,Cobb,{7690FA78-53A0-4593-A91B-13A704E00F59},
111,13067031111,13067,"Census Tract 311.11, Cobb County",3541,299,1947,87,2015,-68,1814,109,93.2,3.7,1904,1101,803,94.5,57.8,42,-90,-1,11,-11.1,133,78,6.8,4,111,5.5,1,5.8,5.1,0,2.3,507,102,26,5.1,606,151,31.1,7.6,938,124,48.2,6,403,97,21,4.9,1250,135,68.9,6.2,564,146,31.1,7.8,ARC 10,483.18600464,0,483.18600464,0.754978,0,0.754978,031111,Cobb,{1EDC05D1-8740-44AD-B918-13AB6D6A80E8},
477,13121009102,13121,"Census Tract 91.02, Fulton County",3169,389,2498,99,1841,657,1816,213,72.7,8,1694,455,1240,92,26.9,73,122,-19,6,-6.6,682,202,27.3,8,147,8,19,6.5,8.7,6,6.7,377,72,15.1,2.8,946,227,37.9,9,591,203,23.7,8.1,961,229,38,9.1,606,116,33.4,5,1210,207,66.6,8.3,ARC 10,388.4460144,9.30006027,397.7460022,0.606947,0.0145313,0.62147802,009102,Fulton,{35ED7B96-10B8-4278-86BC-13B9BBE737AB},
740,13089023419,13089,"Census Tract 234.19, DeKalb County",9792,849,3395,113,1953,1442,3080,193,90.7,4.8,1901,1781,120,97.3,93.7,6,1179,-7,-14,13.9,315,169,9.3,5,52,2.7,7,6.1,5.8,4.6,5,3299,128,97.2,1.9,1560,233,45.9,6.7,1429,250,42.1,7.2,406,160,12,4.7,2458,248,79.8,6.3,622,187,20.2,5.9,ARC 10,3266.68994141,59.57509995,3326.26000977,5.10419989,0.0930861,5.19727993,023419,DeKalb,{A74903D0-01A2-4280-B263-13E814E5015F},
651,13121010001,13121,"Census Tract 100.01, Fulton County",4750,473,2799,80,2153,646,2436,197,87,6.6,1913,1355,558,88.9,70.8,29,523,-2,5,-5.2,363,192,13,6.8,240,11.1,2,0,0.7,13.4,14.5,815,159,29.1,5.6,931,242,33.3,8.6,783,176,28,6.2,1085,243,39,8.6,1852,206,76,5.8,584,168,24,6.6,ARC 10,999.01000977,10.10219955,1009.10998535,1.56095004,0.0157847,1.57673001,010001,Fulton,{7D4BF3A2-5C7B-4ABA-A712-144E6EAEA062},
300,13015960300,13015,"Census Tract 9603, Bartow County",6714,574,2538,126,1583,955,2284,167,90,4.8,1451,1183,268,91.7,81.5,18,833,-2,-5,5.2,254,112,10,4.4,132,8.3,2,0,1,1.5,1.8,2099,174,82.7,5.5,996,198,39.2,7.6,1191,246,46.9,9.4,351,122,14,4.8,1742,195,76.3,6.5,542,174,23.7,7.4,ARC 20,39260.3984375,183.94299316,39444.3984375,61.3443985,0.287411,61.63190079,960300,Bartow,{C044A88F-695E-40F2-9242-1471777DA49D},
903,13057090400,13057,"Census Tract 904, Cherokee County",10088,854,3914,225,1751,2163,3621,260,92.5,4,1659,866,793,94.7,52.2,48,1962,-2,-14,14.5,293,162,7.5,4.1,92,5.3,2,10.8,8,2.9,3.4,1981,195,50.6,4,1902,268,48.6,6.3,867,234,22.2,5.8,1145,233,29,5.7,1365,219,37.7,5.4,2256,259,62.3,5.6,ARC 10,11333.5,136.41799927,11469.90039063,17.70859909,0.213153,17.92169952,090400,Cherokee,{36DFB31E-5B05-4861-B8A0-147B7B1BDAF8},
637,13139001606,13139,"Census Tract 16.06, Hall County",3681,379,1596,128,660,936,1498,131,93.9,3.3,600,387,213,90.9,64.5,36,898,3,-21,20.8,98,78,6.1,4.9,60,9.1,-3,0,2,2.7,4.1,699,122,43.8,6.8,933,164,58.5,9.1,486,126,30.5,7.5,177,83,11,5.1,654,112,43.7,6.4,844,112,56.3,5.6,ARC 20,2104.11010742,32.08340073,2136.18994141,3.2876699,0.0501303,3.33780003,001606,Hall,{FE7D4F36-B0A6-4F66-8EB0-1485DC0B2C8F},
523,13121000100,13121,"Census Tract 1, Fulton County",4781,320,2045,82,2090,-45,1856,100,90.8,3.3,1974,1504,470,94.4,76.2,24,-118,-4,5,-5.1,189,103,9.2,5,116,5.6,4,0.5,0.8,7.8,11.9,1571,129,76.8,5.5,106,53,5.2,2.6,215,72,10.5,3.5,1724,197,84,9,1509,131,81.3,5.5,347,114,18.7,6.1,ARC 10,827.04101563,3.87610006,830.91802979,1.29225004,0.00605641,1.29831004,000100,Fulton,{73FFA386-3C44-4CAB-828A-149300D23B28},
927,13013180104,13013,"Census Tract 1801.04, Barrow County",2032,255,729,77,697,32,662,85,90.8,6.6,677,564,113,97.1,83.3,17,-15,-6,-13,12.6,67,54,9.2,7.3,20,2.9,6,5.6,6.4,0,6.7,602,87,82.6,8.1,125,56,17.1,7.5,498,97,68.3,11.2,106,65,14,8.8,468,71,70.7,5.7,194,73,29.3,10.4,ARC 20,2014.98999023,1.02203,2016.02001953,3.1484201,0.00159692,3.1500299,180104,Barrow,{241F2169-C1E2-4AB1-99DC-14DF933BF076},
731,13089022007,13089,"Census Tract 220.07, DeKalb County",4043,439,1214,111,1440,-226,1178,120,97,4.4,1371,242,1129,95.2,17.7,82,-193,2,-10,9.7,36,40,3,3.3,69,4.8,-2,0,13.8,0,1.2,184,59,15.2,4.7,32,33,2.6,2.7,204,64,16.8,5,978,147,81,9.6,94,40,8,3.3,1084,113,92,2,ARC 10,296.6539917,0,296.6539917,0.46352199,0,0.46352199,022007,DeKalb,{0C4FA1B7-438C-486E-A748-14EE5BD659CC},
483,13121001002,13121,"Census Tract 10.02, Fulton County",7130,453,538,42,41,497,470,47,87.4,5.5,31,5,26,75.6,16.1,84,439,12,-16,15.5,68,34,12.6,6.2,10,24.4,-12,0,600,4.4,4.6,3,5,0.6,0.9,447,67,83.1,10.7,61,25,11.3,4.5,30,33,6,6.2,3,5,0.6,1.1,467,46,99.4,13.9,ARC 10,438.50799561,0,438.50799561,0.68516898,0,0.68516898,001002,Fulton,{F1A9066A-D12F-4422-B2A7-150D33DD89E6},
267,13063040513,13063,"Census Tract 405.13, Clayton County",4970,516,1738,60,1698,40,1522,104,87.6,5.2,1657,1520,137,97.6,91.7,8,-135,-10,-17,17.3,216,92,12.4,5.3,41,2.4,10,1.7,2.7,3.7,5.6,1703,65,98,1.6,241,87,13.9,5,521,142,30,8.1,976,162,56,9.1,1132,124,74.4,6.4,390,114,25.6,7.3,ARC 10,1701.95996094,28.11420059,1730.06994629,2.6593101,0.0439284,2.7032299,040513,Clayton,{C7F7B394-26DB-4208-ABFD-15371952CE8D},
4,13045910800,13045,"Census Tract 9108, Carroll County",4188,451,1660,65,1505,155,1440,97,86.7,4.8,1408,1157,251,93.6,82.2,18,32,-7,-3,3.1,220,90,13.3,5.4,97,6.4,7,0.2,0.3,0,4.2,1181,122,71.1,6.8,350,104,21.1,6.2,752,157,45.3,9.3,558,127,34,7.5,1139,111,79.1,5.6,301,97,20.9,6.6,ARC 20,42136.6015625,437.87399292,42574.5,65.83840179,0.68417799,66.52269745,910800,Carroll,{DA77B0FB-87DC-4FDA-AAC5-1584C104E468},
283,13151070110,13151,"Census Tract 701.10, Henry County",7805,731,2640,122,2077,563,2623,126,99.4,1.3,2043,1916,127,98.4,93.8,6,580,1,-5,4.8,17,28,0.6,1.1,34,1.6,-1,0,0.8,0,6.3,2625,122,99.4,0.5,732,166,27.7,6.2,1259,244,47.7,9,649,199,25,7.4,2335,168,89,4.8,288,143,11,5.4,ARC 10,6492.22998047,152.5,6644.72998047,10.14410019,0.238281,10.38239956,070110,Henry,{3E42CB26-FE76-4976-8B63-15FFC9BE0091},
10,13045911000,13045,"Census Tract 9110, Carroll County",6083,761,2631,124,2268,363,2212,212,84.1,7,2144,1247,897,94.5,58.2,42,68,-10,-1,1.2,419,189,15.9,7.1,124,5.5,10,3.4,5.3,5,7.3,1863,214,70.8,7.4,558,179,21.2,6.7,751,219,28.5,8.2,1322,310,50,11.5,1260,172,57,5.5,952,226,43,9.3,ARC 20,12543,130.88600159,12673.79980469,19.59840012,0.204509,19.80279922,911000,Carroll,{F835B07F-64D0-428D-A411-16291EC02D24},
268,13151070403,13151,"Census Tract 704.03, Henry County",10299,790,3592,192,1957,1635,3318,210,92.4,3.1,1882,1711,171,96.2,90.9,9,1436,-4,-11,11.3,274,147,7.6,4.1,76,3.9,4,2.6,2.9,0,3,3255,200,90.6,2.7,1619,272,45.1,7.2,1502,294,41.8,7.9,471,163,13,4.5,2641,255,79.6,5.8,677,213,20.4,6.3,ARC 10,13952.40039063,171.5039978,14123.90039063,21.80060005,0.267975,22.0685997,070403,Henry,{C4A793E2-4D57-4020-BBD5-16DAFA77026C},
33,13113140306,13113,"Census Tract 1403.06, Fayette County",7752,573,3069,105,2530,539,2862,144,93.3,3.4,2433,1864,569,96.2,76.6,23,429,-3,-12,12,207,127,6.7,4.1,97,3.8,3,0.9,2.5,9.1,8.1,2266,174,73.8,5.1,488,160,15.9,5.2,2466,290,80.4,9,115,71,4,2.3,1848,159,64.6,4.5,1014,175,35.4,5.8,ARC 10,3277.19995117,17.38680077,3294.59008789,5.12062979,0.0271669,5.14779997,140306,Fayette,{22B98B74-6878-464F-B100-16F0D5B5EC2B},
936,13223120101,13223,"Census Tract 1201.01, Paulding County",12963,909,4508,165,1559,2949,4206,243,93.3,4.2,1518,1448,70,97.4,95.4,5,2688,-4,-8,8.4,302,195,6.7,4.3,41,2.6,4,4.4,3.9,0,3.3,4495,169,99.7,0.9,2829,275,62.8,5.7,1617,341,35.9,7.5,62,78,1,1.7,3658,289,87,4.7,548,230,13,5.4,ARC 20,10237.40039063,98.5114975,10335.90039063,15.99590015,0.153924,16.14979935,120101,Paulding,{1053CD8E-56C3-49F1-9D17-16F3ACF0761E},
513,13121007300,13121,"Census Tract 73, Fulton County",7995,895,3163,109,2615,548,2725,160,86.2,4.1,2477,924,1553,94.7,37.3,63,248,-8,-14,13.9,438,147,13.8,4.6,138,5.3,8,4.8,7.5,1.2,1.8,1251,188,39.6,5.8,720,208,22.8,6.5,573,201,18.1,6.3,1870,321,59,9.9,638,179,23.4,6.4,2087,221,76.6,6.7,ARC 10,1881.98999023,14.12849998,1896.11999512,2.94060993,0.0220758,2.96269011,007300,Fulton,{1DD6A2DD-782E-4195-A717-1719BB74201D},
316,13135050722,13135,"Census Tract 507.22, Gwinnett County",3353,423,1074,23,769,305,1048,37,97.6,2.7,750,672,78,97.5,89.6,10,298,0,-9,8.7,26,30,2.4,2.8,19,2.5,0,2.1,3.2,0,6.5,1056,32,98.3,2.1,417,86,38.8,8,417,103,38.8,9.5,240,71,22,6.6,848,88,80.9,7.9,200,86,19.1,8.2,ARC 10,889.16601563,9.65835953,898.82501221,1.38932002,0.0150912,1.40441,050722,Gwinnett,{A95A9F97-F658-46B0-9E0F-172BB893AF08},
15,13045910702,13045,"Census Tract 9107.02, Carroll County",8052,958,3360,133,2224,1136,2973,194,88.5,4.6,1993,1758,235,89.6,88.2,12,980,-1,-1,0.8,387,169,11.5,5,231,10.4,1,3.7,4.2,0,4.3,3010,214,89.6,5.3,1065,225,31.7,6.6,1781,275,53,7.9,514,189,15,5.6,2597,213,87.4,4.3,376,154,12.6,5.1,ARC 20,14868.5,304.74301147,15173.29980469,23.23200035,0.476161,23.70829964,910702,Carroll,{AEBF0F70-C780-4C1D-98EF-175594F5461A},
568,13121011420,13121,"Census Tract 114.20, Fulton County",7692,699,2536,95,2399,137,2204,167,86.9,5.7,2281,424,1857,95.1,18.6,81,-77,-8,-1,0.8,332,150,13.1,5.9,118,4.9,8,0,4.6,9.5,5,462,136,18.2,5.3,62,53,2.4,2.1,1574,194,62.1,7.3,900,198,36,7.7,392,73,17.8,3,1812,168,82.2,4.4,ARC 10,410.31298828,0.76948601,411.08300781,0.641114,0.00120232,0.642317,011420,Fulton,{6F662D2D-26F1-443D-9ACB-175770773D8A},
184,13067030341,13067,"Census Tract 303.41, Cobb County",4437,234,1583,27,1437,146,1534,55,96.9,3.1,1411,1318,93,98.2,93.4,7,123,-1,-11,11.2,49,50,3.1,3.2,26,1.8,1,0,1,8.4,12.7,1571,32,99.2,1.1,134,59,8.5,3.8,1267,153,80,9.6,182,80,12,5,1261,108,82.2,6.4,273,101,17.8,6.6,ARC 10,1147.93005371,1.47151005,1149.40002441,1.79364002,0.00229923,1.79594004,030341,Cobb,{9955A943-6DD7-4882-9CDD-1760FEF924CA},
394,13135050419,13135,"Census Tract 504.19, Gwinnett County",7619,797,2563,70,2261,302,2273,155,88.7,5.5,2205,1373,832,97.5,62.3,38,68,-9,-6,6,290,141,11.3,5.5,56,2.5,9,2.3,3.6,10,7.6,1287,152,50.2,5.8,220,92,8.6,3.6,1526,272,59.5,10.5,817,170,32,6.6,1279,150,56.3,5.4,994,173,43.7,7,ARC 10,1090.36999512,0.79147899,1091.16003418,1.70369995,0.00123669,1.70493996,050419,Gwinnett,{C3216792-CA01-4EB6-B458-1777FCECC572},
852,13089023211,13089,"Census Tract 232.11, DeKalb County",3524,423,1385,28,1384,1,1203,81,86.9,5.6,1336,883,453,96.5,66.1,34,-133,-10,-12,12.1,182,79,13.1,5.7,48,3.5,10,0,2,12.3,9,904,98,65.3,7,41,48,3,3.4,914,133,66,9.5,430,105,31,7.6,650,83,54,5.9,553,111,46,8.7,ARC 10,613.92999268,1.77669001,615.70697021,0.95926601,0.00277608,0.96204197,023211,DeKalb,{52B5405A-A2F3-4770-A2E6-1793DD25E40C},
