X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Pop_PovertyStatus_Determined,Population_in_poverty,Percent_Population_in_poverty,Pop_under18_PovStatusDetermined,Pop_under18_in_Poverty,Pct_Pop_under18_in_Poverty,Pop_18_64_PovStatus_Determined,Pop_18_64_Years_in_Poverty,Pct_Pop_18_64_Years_in_Poverty,Pop_65older_PovStatusDetermined,Pop_65older_in_Poverty,Pct_Pop_65older_in_Poverty,GlobalID,last_edited_date
-82.019956399307532,32.160354942560744,394,Manassas,497.04098511,0.776627, , ,102,9,8.8,31,0,0,61,6,9.8,10,3,30,{5E23AC30-8ABC-4476-8C79-6E2088AE0E7D},
-81.930345769149781,31.939484145324574,395,Glennville,4241.93017578,6.62801981, , ,3441,678,19.7,808,242,30,2205,409,18.5,428,27,6.3,{E2BC030C-0FF3-4D08-9ED9-F2BC17CDF6ED},
-82.110297375074992,32.179367540411775,396,Collins,662.02502441,1.03441, , ,643,317,49.3,240,158,65.8,345,139,40.3,58,20,34.5,{C7A75572-76D8-4563-A1BF-EA719EBAF2D5},
-84.01042833677883,32.719614722945515,397,Roberta,963.56500244,1.50557005, , ,770,271,35.2,168,102,60.7,464,154,33.2,138,15,10.9,{7CE42B74-D83A-4A9C-AEDE-B1097B33E54F},
-81.745696937729051,31.709640328670424,398,Ludowici,1498.73999023,2.34177995, , ,2407,378,15.7,622,104,16.7,1563,249,15.9,222,25,11.3,{21F96A16-5786-4DF2-9D1D-4CB3A18493F7},
-82.138760691531573,32.280613598666072,399,Cobbtown,435.37399292,0.68027198, , ,335,53,15.8,73,14,19.2,199,31,15.6,63,8,12.7,{375D711A-B62C-487E-8B6F-315065F60176},
-82.928797513647623,34.350196430164075,400,Hartwell,3268.62011719,5.10722017, , ,4294,1040,24.2,947,217,22.9,2381,692,29.1,966,131,13.6,{191A3497-CEFC-48CE-A34E-8A4D08109278},
-83.083141629534452,34.372698311084797,401,Bowersville,1984.75,3.10117006, , ,404,58,14.4,81,18,22.2,264,36,13.6,59,4,6.8,{61B384D2-4F64-4D39-B55A-72B48C9A62E5},
-84.787097419897691,32.346955401843402,402,Cusseta-Chattahoochee County,160727,251.13600159, , ,8667,782,9,2973,205,6.9,5306,557,10.5,388,20,5.2,{C3DDBF13-BB43-46DF-9D38-681CCE953164},
-82.508021451255416,32.037094381655074,403,Uvalda,1220,1.90626001, , ,590,240,40.7,178,111,62.4,296,104,35.1,116,25,21.6,{94342FC1-3797-422E-9D49-9996E70E4DE0},
-82.559555849812057,32.31872184821605,404,Tarrytown,554.07202148,0.86573702, , ,90,8,8.9,2,0,0,51,1,2,37,7,18.9,{6FAA6272-0994-4109-84E2-7BAAA53812F3},
-82.595236205663099,32.183118661144491,405,Mount Vernon,2636.76000977,4.1199398, , ,1978,552,27.9,451,193,42.8,1212,328,27.1,315,31,9.8,{B806BD99-EB75-4DEC-86BF-0F458FB97322},
-82.466988425823459,32.216375958840501,406,Higgston,2020.18994141,3.15654993, , ,397,114,28.7,102,57,55.9,247,50,20.2,48,7,14.6,{6EDEC13B-2301-4D41-BC41-484DEAC6FC79},
-82.478928448592882,32.080975299746939,407,Alston,1840.33996582,2.87554002, , ,157,17,10.8,31,8,25.8,95,7,7.4,31,2,6.5,{480E04D1-A237-46A2-A7DB-5A88EF71DB20},
-82.569005472126548,32.188222740777164,408,Ailey,1302.13000488,2.03456998, , ,449,26,5.8,96,5,5.2,254,17,6.7,99,4,4,{394E2FC0-F9F6-4E9A-903B-9E37FA8B5881},
-84.342384105827563,33.094432392343577,409,Zebulon,2908.88989258,4.54513979, , ,1467,426,29,409,171,41.8,829,220,26.5,229,35,15.3,{EDAD491E-EB61-42E8-8877-6F6606713B1E},
-84.362619117741346,33.181092050854382,410,Williamson,382.35501099,0.59742898, , ,436,41,9.4,112,16,14.3,258,25,9.7,66,0,0,{0EDC2C79-25AB-43DE-90F7-CD17478B79EB},
-84.500143575686906,33.011875914501523,411,Molena,1114.13000488,1.74083996, , ,423,140,33.1,114,50,43.9,245,82,33.5,64,8,12.5,{561147D7-14CE-49AD-BCE0-724F3A66E8C0},
-84.308368931059292,33.050896554911276,412,Meansville,337.6499939,0.52757698, , ,166,25,15.1,31,0,0,105,25,23.8,30,0,0,{E4B3CF6F-2FFC-4E44-ACDB-F0D187386C67},
-84.438406896484608,33.091772908672269,413,Concord,530.12902832,0.82832599, , ,338,61,18,94,31,33,184,23,12.5,60,7,11.7,{79A9EC0F-C5FD-4FB8-8E97-0AA91805767B},
-83.498695723680768,34.334987276089898,414,Homer,6188.12011719,9.66893959, , ,1452,250,17.2,483,77,15.9,854,164,19.2,115,9,7.8,{001E41DF-A661-48CA-9023-336512E5956D},
-83.549329247555988,34.486396441714376,415,Baldwin,3147.65991211,4.91821003, , ,3315,953,28.7,1056,480,45.5,2032,458,22.5,227,15,6.6,{2C42DFCC-1DA5-4448-A9D2-CC984A59ACCB},
-83.572773543504383,34.465170254793975,416,Alto,707.86602783,1.10604, , ,1103,517,46.9,314,222,70.7,713,291,40.8,76,4,5.3,{BD8BECC2-6570-48D0-BBDB-BD6175D50D93},
-84.324659781328293,30.884526594132431,417,Whigham,758.27197266,1.18480003, , ,524,216,41.2,116,60,51.7,301,135,44.9,107,21,19.6,{4708D4E2-19FE-442E-81D4-FD9AE9A69EE4},
-84.204844424834107,30.878691713593351,418,Cairo,6284.39013672,9.81935024, , ,9571,3434,35.9,2392,1517,63.4,5684,1712,30.1,1495,205,13.7,{1BE44AD7-8937-4721-9A45-C594D5F32E5E},
-84.94413456897837,34.578738448349192,419,Resaca,1830.30004883,2.85983992, , ,939,167,17.8,256,84,32.8,613,74,12.1,70,9,12.9,{E4FA6441-D622-453A-98BC-4AE076BB9E8E},
-84.711070945904751,34.501267844358452,420,Ranger,522.24798584,0.81601202, , ,156,22,14.1,39,4,10.3,90,12,13.3,27,6,22.2,{27B2CFDC-A75A-4AD1-B5D9-8357A4FC422F},
-85.031493264417435,34.405271443989491,421,Plainville,462.20599365,0.722197, , ,347,55,15.9,120,21,17.5,201,28,13.9,26,6,23.1,{902AD6E4-8E6C-48F9-A430-85AC5CA9820D},
-84.699801188886951,34.437999072227321,422,Fairmount,1145.41003418,1.78970003, , ,773,150,19.4,135,27,20,489,106,21.7,149,17,11.4,{E4F25AAA-1AF4-40A2-BEC7-A6C084F5F652},
-84.93942337392285,34.492586542890564,423,Calhoun,9616.5703125,15.02589989, , ,15093,3837,25.4,4109,1551,37.7,9131,2076,22.7,1853,210,11.3,{4CC8C476-99B3-436A-92DC-E0BCA9D4A8D8},
-83.71783675123315,34.184896928810879,424,Talmo,1355.16003418,2.11743999, , ,235,7,3,33,0,0,182,7,3.8,20,0,0,{713CB4E9-C78B-4CA5-A878-44D66802DAF7},
-83.682586709573869,34.164540724363171,425,Pendergrass,1950.16003418,3.04713011, , ,469,75,16,116,23,19.8,258,43,16.7,95,9,9.5,{28694792-56CA-4BC5-87D4-723D15B4CB0A},
-83.429108916056464,34.117377764084573,426,Nicholson,2572.47998047,4.01948977, , ,1425,257,18,306,81,26.5,940,157,16.7,179,19,10.6,{3D95936A-7063-4E2A-B301-75C39EF10CC6},
-83.552825372869449,34.255100122677078,427,Maysville,2759.80004883,4.31219006, , ,2018,420,20.8,591,152,25.7,1151,216,18.8,276,52,18.8,{7D2ACF57-2ECF-4F87-B442-33D7F9958A82},
-83.601759814306547,34.136426432253351,428,Jefferson,14079.79980469,21.99970055, , ,9566,1127,11.8,2914,302,10.4,5489,713,13,1163,112,9.6,{4DCC2A98-DE8C-4BAA-8AB5-44A904DEE075},
-83.761676447139891,34.093375009088263,429,Hoschton,1662.51000977,2.59766006, , ,1630,130,8,465,37,8,938,86,9.2,227,7,3.1,{A155A923-8BB7-472B-8378-73E0CA537D87},
-83.473138386583116,34.212975053581388,430,Commerce,7554.20019531,11.80340004, , ,6349,1730,27.2,1730,621,35.9,3821,996,26.1,798,113,14.2,{B02ECC4B-F1FA-4ED7-84FB-853B41F35084},
-83.540330601796242,34.071099857649621,431,Arcade,5440.31982422,8.50051022, , ,1503,353,23.5,310,87,28.1,1052,246,23.4,141,20,14.2,{81CBC457-B122-47A2-BD6C-CC96861F0F97},
-84.965353624932035,34.90144610197946,432,Varnell,2148.59008789,3.3571701, , ,1764,242,13.7,401,110,27.4,1202,129,10.7,161,3,1.9,{EAF53120-143F-4DB1-9DAF-BFCF926561EB},
-85.040599847312308,34.847767825494756,433,Tunnel Hill,1026.69995117,1.60422003, , ,970,64,6.6,241,13,5.4,586,45,7.7,143,6,4.2,{78980C1E-ACF7-478F-89BE-BCD2D9F90813},
-84.970975198523675,34.768969097221074,434,Dalton,13155,20.55470085, , ,32693,8757,26.8,9456,3547,37.5,19700,4792,24.3,3537,418,11.8,{70776450-4063-40BA-8EB8-D0B5C52F511A},
-84.959041029403423,34.953855891994884,435,Cohutta,3023.7199707,4.72455978, , ,661,67,10.1,124,3,2.4,463,53,11.4,74,11,14.9,{063B6E39-7997-452D-9A7D-6FB74987F823},
-83.497493687627127,34.521815550976669,436,Mount Airy,1656.56994629,2.58839011, , ,1224,234,19.1,312,63,20.2,760,150,19.7,152,21,13.8,{289444DD-C0EE-4F02-AA0F-85C1AA0CBDA0},
-83.54239322468311,34.564878839827038,437,Demorest,1454.02001953,2.27190995, , ,1310,154,11.8,259,21,8.1,854,118,13.8,197,15,7.6,{4F4AEA01-8991-4987-BF56-C06875CAC6AB},
-83.530799781608977,34.516268252030059,438,Cornelia,2548.37988281,3.98184991, , ,4187,1362,32.5,1272,639,50.2,2162,650,30.1,753,73,9.7,{DE85C12B-8D91-40FB-B54D-595FA92106EE},
-83.528366093529414,34.610226603817729,439,Clarkesville,1592.70996094,2.48861003, , ,1783,288,16.2,461,110,23.9,1015,147,14.5,307,31,10.1,{337E7085-0716-4BC4-AABD-93D93CA0088C},
-84.21225615868893,33.185105651556761,440,Orchard Hill,229.94200134,0.35928401,yes, ,193,58,30.1,49,21,42.9,116,30,25.9,28,7,25,{4A3BC0B9-6ED8-46F0-B84E-0241A7043EFB},
-83.830027971562785,34.289816636956495,441,Gainesville,21492.30078125,33.58169937,yes, ,33134,9327,28.1,10271,4239,41.3,19606,4603,23.5,3257,485,14.9,{3A9D651D-3B66-4EE4-BF93-10FD6507A7FE},
-83.88468062757741,34.224253971405382,442,Oakwood,3038.7199707,4.74800014,yes, ,4081,505,12.4,918,174,19,2711,293,10.8,452,38,8.4,{525EC19E-F121-4A40-896C-7B7B888C7804},
-84.922017989002697,34.371339296457023,443,Adairsville,5773.89990234,9.02171993,yes, ,4616,631,13.7,1414,109,7.7,2996,521,17.4,206,1,0.5,{DBCA2EC7-39FB-4124-BB40-5768CADDBC9E},
-84.800719220063428,34.163044841304604,444,Cartersville,18589.30078125,29.04579926,yes, ,19096,2745,14.4,5566,1031,18.5,10799,1392,12.9,2731,322,11.8,{0F254E3D-E6BC-4A8E-B51D-2F0E965A1A25},
-84.743951065563849,34.12921314736888,445,Emerson,4520.04003906,7.06256008,yes, ,1389,153,11,267,36,13.5,900,79,8.8,222,38,17.1,{E86EDF85-0FCD-4B7E-8411-52BA82431956},
-84.104920206491641,33.342971746240458,446,Locust Grove,6320.72021484,9.8761301,yes,yes,5539,571,10.3,1636,171,10.5,3471,319,9.2,432,81,18.8,{0CEC062F-F458-4FB2-BCE8-C93541AFEFB2},
-84.229304375183133,33.526630510962455,447,Stockbridge,8467.58007813,13.23060036,yes,yes,26974,3620,13.4,7655,1381,18,16971,1909,11.2,2348,330,14.1,{ED8AC0EC-8B48-4E1D-9FF6-4D2C636CC403},
-84.594055158203389,33.475292274261513,448,Tyrone,8237.28027344,12.87069988,yes,yes,7028,915,13,1642,173,10.5,4624,693,15,762,49,6.4,{9B651B98-51A7-4AF2-A1C1-1716D4B08A3D},
-84.3397633311411,33.581643165243413,449,Morrow,2139.9699707,3.34370995,yes,yes,6455,1104,17.1,1309,389,29.7,4343,621,14.3,803,94,11.7,{7084DA73-D0A7-43D1-B103-739215B39C91},
-84.409712629988434,33.564813505928633,450,Riverdale,2903.9699707,4.53745985,yes,yes,15287,4620,30.2,4531,1980,43.7,9601,2451,25.5,1155,189,16.4,{4007FD9A-AC60-45F6-97C5-8656FC033605},
-83.66507464233149,34.395308134882995,451,Lula,2681.41992188,4.18972015,yes, ,2695,470,17.4,828,135,16.3,1579,309,19.6,288,26,9,{FB470B78-10C7-4678-81EF-39A1225838F2},
-84.291084540662524,33.34206386867934,452,Sunny Side,129.58900452,0.202483,yes, ,87,11,12.6,12,1,8.3,68,9,13.2,7,1,14.3,{5BFBA452-EC6F-48A5-A2D5-11E7FCF71AE0},
-83.81286656433943,34.004530142286285,453,Carl,706.07897949,1.10325003,yes, ,252,71,28.2,69,10,14.5,153,53,34.6,30,8,26.7,{3227E955-DCB2-4485-993E-2CC778FAE305},
-84.707179420904893,33.738212215987538,454,Douglasville,14281.59960938,22.31489944,yes,yes,30691,5714,18.6,9186,2306,25.1,18707,2929,15.7,2798,479,17.1,{20D085D7-B9ED-4005-9B7E-E5909790ADD3},
-84.150777027118821,33.439847612069862,455,McDonough,8167.25976563,12.76130009,yes,yes,21523,4207,19.5,6044,1678,27.8,13445,2278,16.9,2034,251,12.3,{99EC43F6-3D73-4F5E-BF7B-CB988F5D659A},
-84.912282641326428,33.492146250830558,456,Whitesburg,1609.04003906,2.51413012,yes, ,592,102,17.2,168,25,14.9,327,58,17.7,97,19,19.6,{11684293-A419-4377-8BAC-8C0DCBEC27D6},
-84.13572877789737,34.207635866585001,457,Cumming,3736.07006836,5.83760977,yes, ,5020,1123,22.4,1156,385,33.3,3163,674,21.3,701,64,9.1,{D457353F-BDA4-4503-9636-EFC88304E203},
-83.80449371549301,33.817758959478475,458,Between,775.99102783,1.21248996,yes, ,371,61,16.4,111,33,29.7,207,27,13,53,1,1.9,{3C07E475-12FD-477B-9807-F93F41F87037},
-83.609389955774702,33.7849911394296,459,Good Hope,1195.81005859,1.86846006,yes, ,405,32,7.9,136,5,3.7,204,11,5.4,65,16,24.6,{4D15C2ED-B8BF-489D-9C6A-23C763E7EE51},
-84.917273333672227,33.729733927511077,460,Villa Rica,9317.03027344,14.55790043,yes,yes,14181,2365,16.7,3989,867,21.7,8533,1307,15.3,1659,191,11.5,{D6447701-D8AD-4148-8CDF-D4D2C2448BC5},
-85.131257965995303,33.456975255882099,461,Roopville,505.50698853,0.789855,yes, ,281,69,24.6,60,21,35,160,40,25,61,8,13.1,{FD758F56-9CFE-4DF6-A6BA-3557A2FCF333},
-83.812030758229866,34.108753566551663,462,Braselton,7783.25976563,12.16129971,yes,yes,8212,553,6.7,2389,172,7.2,4981,305,6.1,842,76,9,{891EDB4C-1930-4C77-AB1F-271FE65259A4},
-84.341169353598247,33.606458668050152,463,Lake City,1178.94995117,1.84210002,yes,yes,2392,424,17.7,538,150,27.9,1535,218,14.2,319,56,17.6,{D08FF197-DDDA-41CE-9BDE-8DB302334EC6},
-84.358988642061618,33.620921013595755,464,Forest Park,6003.24023438,9.3800602,yes,yes,18156,6600,36.4,5569,2786,50,11062,3541,32,1525,273,17.9,{2EAE1127-A9F0-49C9-B8F2-64588A8EBC71},
-84.549977386829084,34.317295467618052,465,Waleska,942.78900146,1.47310996,yes,yes,164,21,12.8,31,2,6.5,86,15,17.4,47,4,8.5,{80602152-C27D-45EB-8A34-CB28ADD72597},
-84.413287882982118,34.083152248603916,466,Mountain Park,331.47601318,0.517932,yes,yes,529,42,7.9,84,5,6,386,37,9.6,59,0,0,{4BFD14DD-503E-40D0-A76E-1D75451865DA},
-84.409512592250209,33.660854072152105,467,Hapeville,1517.29003906,2.37075996,yes,yes,6611,1989,30.1,1800,735,40.8,4262,1201,28.2,549,53,9.7,{0FFA6F6E-2FE1-40C5-B088-222CBB1D8565},
-84.370149040165941,33.936920482430288,468,Sandy Springs,24833.19921875,38.80189896,yes,yes,98075,12269,12.5,21272,3581,16.8,65825,8009,12.2,10978,679,6.2,{06DEDF84-E1C1-459C-969F-F79F92A1682C},
-84.273847165920444,34.070356993043319,469,Alpharetta,17436.69921875,27.24480057,yes,yes,60753,3112,5.1,17810,1181,6.6,37945,1614,4.3,4998,317,6.3,{B7DC73E8-E5C9-4095-9BDC-7A8DEFB2681D},
-84.42316614682484,33.762812073755256,470,Atlanta,85712,133.92500305,yes,yes,412162,104011,25.2,81727,31882,39,286976,64431,22.5,43459,7698,17.7,{8366FFBE-C926-4D65-AAB5-BE2BC5431149},
-84.667873809369837,33.531336274575118,471,Palmetto,7635.18994141,11.93000031,yes,yes,4849,1029,21.2,1605,451,28.1,2701,496,18.4,543,82,15.1,{B59F0A12-876A-4130-8E4E-A97B9D798878},
-84.202698618795651,34.033210419270148,472,Johns Creek,20090.19921875,31.39089966,yes,yes,80876,3736,4.6,24516,1113,4.5,49859,2211,4.4,6501,412,6.3,{289E95AF-F973-416C-83ED-ADBEC8A9BE52},
-84.751560217564958,33.560435897708508,473,Chattahoochee Hills,32774.3984375,51.21009827,yes,yes,2468,375,15.2,399,126,31.6,1605,215,13.4,464,34,7.3,{56BD7F45-4CC8-44E6-ABBE-F7B0CB74B717},
-84.459869073807198,33.638531744496255,474,College Park,6427.58984375,10.04310036,yes,yes,13969,5573,39.9,4115,2557,62.1,9018,2868,31.8,836,148,17.7,{54B04D1A-655A-4C7C-8D2A-EEA5E8E2A99B},
-84.31388036807401,34.135286005142028,475,Milton,25062.90039063,39.16080093,yes,yes,34874,1709,4.9,10380,695,6.7,21801,915,4.2,2693,99,3.7,{39E43E0C-A2CF-4992-8AF4-8246F5B5D135},
-84.470067790512857,33.669695190130447,476,East Point,9422.79003906,14.72309971,yes,yes,34538,9345,27.1,8056,3455,42.9,23183,5279,22.8,3299,611,18.5,{A298BC33-C20C-400A-8AA1-BF40C36D5AC7},
-84.351349959983636,34.039417972171961,477,Roswell,26708.40039063,41.73189926,yes,yes,91875,7730,8.4,21987,2737,12.4,59234,4527,7.6,10654,466,4.4,{8BCC99B2-9883-40C0-9718-6F0E0A69DC62},
-84.302456077187998,33.895994683130517,478,Chamblee,3065.34008789,4.78958988,yes,yes,15808,3810,24.1,3043,1234,40.6,11638,2334,20.1,1127,242,21.5,{FE87980B-5689-4DA6-A936-FF10FD9B264C},
-83.598828093259172,33.964919020886022,479,Statham,2255.29003906,3.52389002,yes, ,2508,387,15.4,726,159,21.9,1700,218,12.8,82,10,12.2,{14E5BA2F-3AAA-4149-8E1D-3AFCF41A215C},
-84.568573266990512,33.228598025347495,480,Haralson,449.04199219,0.70162702,yes, ,197,27,13.7,50,11,22,127,16,12.6,20,0,0,{A96405FF-067B-408D-9786-9E6A826D772E},
-84.829290196591458,33.236964262510817,481,Grantville,3789.94995117,5.92180014,yes, ,3054,545,17.8,942,213,22.6,1876,285,15.2,236,47,19.9,{D92C7120-9286-4E62-9434-B5609D9630D7},
-84.490072464258716,34.246704777258373,482,Canton,11910.20019531,18.60960007,yes,yes,23644,4324,18.3,7093,2053,28.9,14188,2082,14.7,2363,189,8,{CD9F83AE-8C19-4FB2-9F2E-6AFCCAE837F6},
-84.644902668259562,33.820030711501566,483,Austell,3759.55004883,5.8743,yes,yes,6928,1293,18.7,2159,503,23.3,4281,773,18.1,488,17,3.5,{075A8BCD-2F51-41F4-B555-ADEEF0405329},
-84.542243141015391,33.953188973453777,484,Marietta,14756.29980469,23.05669975,yes,yes,53898,11484,21.3,12394,3603,29.1,35966,7223,20.1,5538,658,11.9,{9767A098-2A58-420D-A63F-2A817EBF508E},
-84.77121520403881,33.877150292482497,485,Hiram,2442.64990234,3.81664991,yes, ,3628,324,8.9,745,133,17.9,2492,134,5.4,391,57,14.6,{2A698DC5-A192-4857-BB62-CBBBDAC12914},
-85.083569088503211,33.581870785129041,486,Carrollton,14585.09960938,22.78930092,yes, ,21634,6540,30.2,5432,2051,37.8,13856,4133,29.8,2346,356,15.2,{853646E5-C760-4F5A-B174-1B5A78F64B2D},
-84.240270781375855,33.810495226521617,487,Clarkston,676.57702637,1.05715001,yes,yes,7652,3361,43.9,2348,1378,58.7,4873,1893,38.8,431,90,20.9,{861C4457-28F6-417F-8553-00211DECF116},
-84.206110191064099,33.790529890190811,488,Pine Lake,161.09199524,0.251706,yes,yes,674,98,14.5,97,36,37.1,468,55,11.8,109,7,6.4,{6133E521-38B5-4C8D-88F6-86E27BC4D6FA},
-84.264869669881122,33.769791471424242,489,Avondale Estates,774.64801025,1.21038997,yes,yes,2777,112,4,671,0,0,1689,103,6.1,417,9,2.2,{D112E21A-F510-48D3-8E59-B44E728C8C17},
-84.105968683420443,33.712806613180248,490,Lithonia,593.00500488,0.92657101,yes,yes,1944,659,33.9,558,298,53.4,1161,327,28.2,225,34,15.1,{FA1F5268-1132-4BD6-A4DE-1D00F355A343},
-84.172234049234646,33.803497629854689,491,Stone Mountain,1042.77001953,1.62934005,yes,yes,5919,1329,22.5,1310,525,40.1,3905,720,18.4,704,84,11.9,{51401879-81F9-43C4-8AE9-590812A934A2},
-83.799391837099208,33.717406480381207,492,Jersey,474.91900635,0.74206102,yes, ,146,20,13.7,15,0,0,103,15,14.6,28,5,17.9,{07D1C0A8-75F2-4900-AF44-B1A0147D22E7},
-83.715411727193711,33.79942368665408,493,Monroe,9681.74023438,15.12769985,yes, ,13132,4477,34.1,3154,1781,56.5,8099,2315,28.6,1879,381,20.3,{350AD29D-667F-48FB-8F7C-76ECE2771AB4},
-83.851094583476183,33.745226613068333,494,Walnut Grove,1831.68005371,2.86199999,yes, ,1379,247,17.9,399,136,34.1,847,96,11.3,133,15,11.3,{0A4309D0-96B5-44FA-B08B-D8387DDECA3C},
-84.516908734947606,33.864225203010221,495,Smyrna,9733.99023438,15.20940018,yes,yes,52558,7101,13.5,11599,2462,21.2,36938,4176,11.3,4021,463,11.5,{581C5898-D9F5-42A8-827A-0B2E24B32C87},
-84.275051325311409,33.906742790991956,496,Doraville,2269.69995117,3.54641008,yes,yes,10441,2555,24.5,2723,1148,42.2,7015,1312,18.7,703,95,13.5,{454BF1FE-7F88-4C47-AC97-CD7DBB8996AD},
-84.312237047779547,33.941761616221783,497,Dunwoody,8476.19042969,13.24400043,yes,yes,47160,4863,10.3,11555,1896,16.4,29683,2728,9.2,5922,239,4,{789668DA-D426-4F4D-9B9A-644A6884F0DF},
-84.842636755119841,33.915224162032786,498,Dallas,4480.72998047,7.00114012,yes, ,11951,2964,24.8,3741,1201,32.1,7277,1565,21.5,933,198,21.2,{F301F79E-0001-42A5-B963-FA6CC9E3527F},
-85.029312211288186,33.732804805552739,499,Temple,4765.77001953,7.44651985,yes, ,4196,335,8,1121,32,2.9,2585,216,8.4,490,87,17.8,{986B16FC-2DEB-43C8-9588-71A1BEEA8704},
-85.253301327658406,33.5397346425083,500,Bowdon,2390.07006836,3.7344799,yes, ,1854,765,41.3,454,272,59.9,1025,409,39.9,375,84,22.4,{AB77306B-AEB5-405A-BAAE-E5D52AF84DC9},
-84.29669291714923,33.771187231814118,501,Decatur,2767.83007813,4.32473993,yes,yes,19038,3081,16.2,5165,1208,23.4,11873,1491,12.6,2000,382,19.1,{6051BFBA-3CFB-47FB-9A1A-D0DAA968BCAE},
-83.709121816291415,33.937503059980436,502,Bethlehem,1471.89001465,2.29982996,yes, ,747,189,25.3,204,79,38.7,450,106,23.6,93,4,4.3,{A69E7285-8281-440C-87E5-4CC1A49674F5},
-83.720903192575122,33.992463817842072,503,Winder,8141.43017578,12.72099972,yes, ,14226,2673,18.8,4314,1015,23.5,8150,1485,18.2,1762,173,9.8,{F8C1D404-0C9F-4827-88DA-718EAC34493B},
-84.76965549570842,33.286161658521095,504,Moreland,499.70901489,0.78079599,yes, ,428,42,9.8,128,6,4.7,252,31,12.3,48,5,10.4,{8062E2BC-9B79-4F53-A15B-AB036D0B890D},
-84.774649366800546,33.376773447632559,505,Newnan,11933.59960938,18.64629936,yes, ,33944,7460,22,10159,3252,32,20514,4020,19.6,3271,188,5.7,{6B75405D-5D6A-4DC4-B49C-49246BCFBFA7},
-84.553248491392267,33.309696701262823,506,Senoia,3525.39990234,5.50844002,yes, ,3627,451,12.4,1023,132,12.9,2338,311,13.3,266,8,3,{1EE5CF4E-E346-4369-AAFD-1B0A6E907196},
-84.648962872260583,33.340864736683635,507,Sharpsburg,343.91500854,0.53736699,yes, ,459,76,16.6,83,29,34.9,352,44,12.5,24,3,12.5,{0203F2FD-E302-4BF3-89B5-3F53C10E7222},
-84.637103793347165,33.325960499099196,508,Turin,815.93597412,1.27489996,yes, ,427,69,16.2,147,37,25.2,235,32,13.6,45,0,0,{62ED220A-7F81-48B3-9663-3DD9C5C9321E},
-84.003922477213564,33.856105846488163,509,Snellville,6713.37011719,10.48960018,yes,yes,18646,2271,12.2,4581,906,19.8,11546,1137,9.8,2519,228,9.1,{979B1458-A9FB-4B16-9FAF-49579FCF4C71},
-83.992578039766144,33.952373945459541,510,Lawrenceville,8580.13964844,13.40649986,yes,yes,28958,6107,21.1,8168,2567,31.4,17601,3056,17.4,3189,484,15.2,{F1600494-0870-4E45-B014-DA422C651007},
-83.893710519324202,33.980852514875849,511,Dacula,3149.36010742,4.92087984,yes,yes,4664,981,21,1514,493,32.6,2632,428,16.3,518,60,11.6,{72925944-9E5D-4497-97C3-2B17AF355C37},
-84.184175631035316,33.979705296837729,512,Berkeley Lake,1096.59997559,1.71343005,yes,yes,1739,58,3.3,338,11,3.3,1110,23,2.1,291,24,8.2,{43939709-0506-491F-973F-8FBA9A4531CD},
-84.206976294644477,33.937993955311612,513,Norcross,3855.66992188,6.02447987,yes,yes,15731,4869,31,5073,2306,45.5,9905,2470,24.9,753,93,12.4,{CD976A60-126D-49BC-B616-9BD5FE9338B1},
-84.231956065184292,33.966671519328038,514,Peachtree Corners,10531.79980469,16.45599937,yes,yes,39228,4673,11.9,9940,1717,17.3,26212,2801,10.7,3076,155,5,{7B8534C1-47D9-4DB4-B7A3-6DFD487DA78E},
-84.056063307249616,34.108011757207308,515,Sugar Hill,6745.62988281,10.53999996,yes,yes,19674,2642,13.4,5560,1213,21.8,12795,1292,10.1,1319,137,10.4,{1C68B8EB-D649-43B2-8701-66C4ED155693},
-84.068704537583415,34.050667453129208,516,Suwanee,6999.31982422,10.93640041,yes,yes,16553,1110,6.7,4878,538,11,10367,515,5,1308,57,4.4,{BF11888A-C566-4E41-8F7D-94C06E43E854},
-83.895852407895475,33.835147442713712,517,Loganville,4748.70996094,7.41985989,yes,yes,10637,970,9.1,2805,308,11,6262,569,9.1,1570,93,5.9,{E49B3170-3AB8-4094-BF16-E565ABCA5A71},
-84.668957974896827,34.056466088946109,518,Acworth,5660.68017578,8.84480953,yes,yes,21105,2037,9.7,5649,728,12.9,13557,1005,7.4,1899,304,16,{C74A691B-D7A2-49F4-998B-0C47A2CA855B},
-84.318105798654457,33.442092430491975,519,Lovejoy,1671.93005371,2.61238003,yes,yes,5723,860,15,1748,438,25.1,3647,384,10.5,328,38,11.6,{B0C1697C-6DC5-48E5-94CF-E3E5C5F816B8},
-84.683739124241455,33.865974359044465,520,Powder Springs,4570.22998047,7.14097977,yes,yes,13964,2521,18.1,4163,872,20.9,8391,1507,18,1410,142,10.1,{16651BAE-B710-4702-A69B-592413B58834},
-84.331360490904345,33.875501450365654,521,Brookhaven,7265.83007813,11.35289955,yes,yes,49229,8220,16.7,10558,3068,29.1,34350,4586,13.4,4321,566,13.1,{00F08338-1EC2-4286-8EAB-58E63519C7C3},
-84.361162162543934,34.342087242399657,522,Ball Ground,3527.73999023,5.51209021,yes,yes,1653,143,8.7,340,51,15,1036,73,7,277,19,6.9,{A3B17171-34E1-4799-BA7E-16038791825F},
