X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Pop_PovertyStatus_Determined,Population_in_poverty,Percent_Population_in_poverty,Pop_under18_PovStatusDetermined,Pop_under18_in_Poverty,Pct_Pop_under18_in_Poverty,Pop_18_64_PovStatus_Determined,Pop_18_64_Years_in_Poverty,Pct_Pop_18_64_Years_in_Poverty,Pop_65older_PovStatusDetermined,Pop_65older_in_Poverty,Pct_Pop_65older_in_Poverty,GlobalID,last_edited_date
-81.621748580766067,31.771642082963552,126,Walthourville,2471.05004883,3.86102009, , ,4142,1214,29.3,1365,484,35.5,2587,637,24.6,190,93,48.9,{8981F71D-9C02-4689-8202-A260F3C2F638},
-81.443784465609554,31.726436697167767,127,Riceboro,7284.56982422,11.38210011, , ,848,127,15,142,30,21.1,510,65,12.7,196,32,16.3,{9010E951-DB0C-4792-98DB-422603BB40D4},
-81.419132048241124,31.800413227515584,128,Midway,4136.24023438,6.46288013, , ,2009,178,8.9,606,89,14.7,1289,89,6.9,114,0,0,{C1A12F3F-636C-42E1-8354-CA58B740A521},
-81.621543345484753,31.826913467702919,129,Hinesville,13531.40039063,21.14290047, , ,33782,5563,16.5,9502,2237,23.5,22373,3070,13.7,1907,256,13.4,{83504F66-C758-4378-B1F5-56B1C4BFB735},
-81.560452138446223,31.850564777313423,130,Flemington,3043.37988281,4.75528002, , ,867,64,7.4,205,24,11.7,618,40,6.5,44,0,0,{40FF4EEA-536F-4082-95FD-EA81B7B765B1},
-81.607719173160817,31.784049580810269,131,Allenhurst,709.18701172,1.10810006, , ,555,100,18,146,54,37,311,40,12.9,98,6,6.1,{44C63A0A-9B63-46C0-BE45-8F078441E800},
-83.292929885997893,34.172925455784728,132,Ila,493.30999756,0.77079701, , ,418,197,47.1,155,103,66.5,237,88,37.1,26,6,23.1,{33A2FEDC-6002-4D43-915C-954B58B532BD},
-83.293951044134715,34.015410785259,133,Hull,204.90899658,0.320171, , ,178,13,7.3,37,0,0,127,13,10.2,14,0,0,{670BCF78-EDCC-4840-A8E6-FAEE37C9973D},
-83.220142178231825,34.123290395795117,134,Danielsville,955.43200684,1.49285996, , ,880,122,13.9,315,48,15.2,472,66,14,93,8,8.6,{8E4141A1-3F91-4810-9A16-DE22ADC04711},
-83.126345209105196,34.062505248887611,135,Comer,2088.7800293,3.26372004, , ,1266,338,26.7,312,113,36.2,808,200,24.8,146,25,17.1,{CE162CE8-98AD-41A8-B843-C02BA34715F2},
-83.213852923969498,34.037049941807751,136,Colbert,654.65997314,1.02291, , ,882,184,20.9,230,89,38.7,520,85,16.3,132,10,7.6,{14FFFB10-1AA5-43DF-AAF3-8D14D716AD15},
-83.038521414984245,34.042660753204856,137,Carlton,645.96002197,1.00931001, , ,292,38,13,38,14,36.8,196,17,8.7,58,7,12.1,{CF4ACF6F-D7B0-44E8-8573-83DAA1294215},
-83.407309454537014,33.86121799438439,138,Watkinsville,2114.80004883,3.30437994, , ,2769,214,7.7,736,29,3.9,1675,139,8.3,358,46,12.8,{83BCDB8E-1910-4F0E-AA95-64773343A024},
-83.501545826008623,33.827348217760672,139,North High Shoals,1595.23999023,2.49255991, , ,715,41,5.7,231,9,3.9,421,32,7.6,63,0,0,{763B3077-7B06-4BA1-AD57-923078CD4862},
-83.437176296089063,33.817148123837413,140,Bishop,505.40200806,0.78969002, , ,276,5,1.8,113,2,1.8,146,3,2.1,17,0,0,{419E0CC2-0502-4473-BF3C-B023C19642F2},
-82.021194590528367,30.86027759194199,141,Homeland,1579.51000977,2.46797991, , ,1133,197,17.4,270,42,15.6,709,133,18.8,154,22,14.3,{462CF709-CFA8-428A-8ED6-8B01894FEB33},
-82.007250843294685,30.839254892721545,142,Folkston,2684.97998047,4.19528008, , ,4554,849,18.6,689,154,22.4,3068,622,20.3,797,73,9.2,{620B4DD2-2761-4FD1-9794-8D0045F71789},
-83.440530540702483,31.169337460060131,143,Sparks,2648.95996094,4.13898993, , ,2102,753,35.8,672,285,42.4,1214,402,33.1,216,66,30.6,{06DD0330-1DC4-4F8D-8BE6-71E22E65E26C},
-83.467197057584897,31.267261924610054,144,Lenox,1039.22998047,1.62380004, , ,794,271,34.1,197,81,41.1,513,174,33.9,84,16,19,{3E72D98C-D53D-4EB0-BEEE-5F3A0D1505B7},
-83.390708196269429,31.046578522553055,145,Cecil,622.86700439,0.97322899, , ,321,107,33.3,72,25,34.7,217,69,31.8,32,13,40.6,{50DF5137-6E20-4256-9D00-AD682E41ACF6},
-83.425030299531798,31.131651734273799,146,Adel,5272.99023438,8.23904037, , ,5162,1747,33.8,1561,695,44.5,2937,920,31.3,664,132,19.9,{126F852C-3C0E-4529-B1F5-3C8C2210C643},
-83.196856722726423,31.075660811639722,147,Ray City,570.49102783,0.89139199, , ,1331,345,25.9,324,86,26.5,861,204,23.7,146,55,37.7,{BB1F380F-60A9-43F2-BEB7-0A4770341007},
-83.24857448472838,31.205147233283618,148,Nashville,3010.81005859,4.70439005, , ,4677,1628,34.8,1212,680,56.1,2591,784,30.3,874,164,18.8,{4415CE11-7E31-4D9E-BDCF-9154803EE32E},
-83.329024152991053,31.407612620467621,149,Enigma,2101.30004883,3.28326988, , ,1012,284,28.1,255,102,40,698,153,21.9,59,29,49.2,{8CAC5128-72BD-4AC5-A8A4-27207966B1D5},
-83.223707115691639,31.383140222501396,150,Alapaha,657.05102539,1.02664006, , ,684,150,21.9,158,36,22.8,431,86,20,95,28,29.5,{99442F3D-306F-4050-B200-28C79503A04D},
-82.137122308158496,31.385285766687069,151,Patterson,1696.07995605,2.65013003, , ,870,343,39.4,203,102,50.2,548,219,40,119,22,18.5,{0C8AE638-FB4A-4C72-B355-B71AFEBA65CF},
-82.11319617826652,31.40883230659189,152,Offerman,2098.77001953,3.27933002, , ,430,113,26.3,74,43,58.1,305,68,22.3,51,2,3.9,{F8ED459F-3051-4064-8134-C58C476270FD},
-82.243011321746337,31.298911825827791,153,Blackshear,2876.04003906,4.49382019, , ,3354,966,28.8,1020,450,44.1,1583,413,26.1,751,103,13.7,{97B95050-708F-48A0-A0BC-49DBC5405D89},
-84.982264762118376,31.090060891355961,154,Jakin,793.72601318,1.24020004, , ,167,48,28.7,57,28,49.1,89,19,21.3,21,1,4.8,{FBBC6763-26A0-494B-82D1-E0849EC2D12E},
-84.71698907218412,31.298862585285853,155,Damascus,1132.14001465,1.76897001, , ,302,98,32.5,68,36,52.9,174,52,29.9,60,10,16.7,{9F513466-591F-4061-BEA1-0340DE5C66DA},
-84.094517585735446,32.560789526606904,156,Reynolds,1281.04003906,2.00162005, , ,1120,328,29.3,273,121,44.3,556,147,26.4,291,60,20.6,{FE8B5980-3DB8-46DE-A423-DF3A34B0C288},
-84.237718958843942,32.557035365373267,157,Butler,2089.52001953,3.26487994, , ,1662,493,29.7,307,148,48.2,1100,296,26.9,255,49,19.2,{1392EAEC-513F-4064-ADB4-628EA5B3C450},
-84.124158240808299,34.436920629676159,158,Dawsonville,5251.16015625,8.20493031, , ,2502,462,18.5,746,180,24.1,1420,240,16.9,336,42,12.5,{5E7536CB-46A3-40E9-A668-DCA7824C2279},
-82.719718273767796,32.726512628549038,159,Wrightsville,2307.27001953,3.60510993, , ,2957,851,28.8,721,304,42.2,1847,429,23.2,389,118,30.3,{183E2B5A-2837-48B3-9D4E-353C3C34D778},
-82.51352305415287,32.692186695680505,160,Kite,519.13299561,0.81114501, , ,298,73,24.5,85,9,10.6,170,52,30.6,43,12,27.9,{4D03C1CE-FF6C-4C94-BF52-E1EBF68E1EF8},
-84.922748347289883,31.382666107792989,161,Blakely,11303.59960938,17.66189957, , ,4653,1493,32.1,1404,627,44.7,2486,737,29.6,763,129,16.9,{05F19493-DE6B-43CB-9DD2-14B38AE13431},
-84.725398648571229,31.437807120762063,162,Arlington,2645.47998047,4.13356018, , ,1200,486,40.5,461,251,54.4,629,190,30.2,110,45,40.9,{E40FAFDE-F9F0-4E0C-B554-9284517ACC83},
-83.786454578134368,32.092503695560772,163,Vienna,3513.45996094,5.48978996, , ,3823,1367,35.8,1005,421,41.9,2284,838,36.7,534,108,20.2,{B5DAEFCA-5A38-46AD-853A-FC460E97719F},
-83.735620910335584,32.258273085514915,164,Unadilla,3891.67993164,6.08076, , ,1809,464,25.6,427,213,49.9,979,178,18.2,403,73,18.1,{9969B458-C457-42E5-AE64-D59C6F4D9735},
-83.759659084318443,32.195573579552352,165,Pinehurst,652.81097412,1.02002001, , ,452,135,29.9,117,64,54.7,233,57,24.5,102,14,13.7,{B3016D8C-0EE9-4943-8086-97F0B750302C},
-83.877467631544448,32.146540845210183,166,Lilly,385.16799927,0.601825, , ,237,115,48.5,83,56,67.5,144,56,38.9,10,3,30,{5BD27717-36FA-4D2F-9E25-EAC6FECCD467},
-83.928928427409673,32.22998236591301,167,Dooling,296.08099365,0.46262601, , ,349,239,68.5,124,111,89.5,197,114,57.9,28,14,50,{4ED13F45-2A53-4F61-AAC3-2FE19BA63B16},
-83.907242733746074,32.201638722050149,168,Byromville,231.59700012,0.36186999, , ,633,184,29.1,116,63,54.3,431,107,24.8,86,14,16.3,{E2F036EE-9B49-40D0-B38A-C0C9695E1EF1},
-82.742581616551661,33.735541383769856,169,Washington,4963.49023438,7.75544977, , ,3951,1210,30.6,684,407,59.5,2312,609,26.3,955,194,20.3,{3DE174AC-A00A-4633-9BA9-574D0A16AA80},
-84.255178940936844,31.901107042870063,170,Smithville,1627.76000977,2.54338002, , ,603,103,17.1,145,27,18.6,404,72,17.8,54,4,7.4,{788DEF7A-47AB-4D99-9766-B8E01C52AE3D},
-84.16873151237742,31.732485899136158,171,Leesburg,3192.2199707,4.98784018, , ,2883,505,17.5,1011,219,21.7,1672,264,15.8,200,22,11,{4B0DC419-440C-415D-8A18-2895F91643F5},
-82.741985521397751,33.867370335925983,172,Tignall,1787.18994141,2.79249001, , ,593,246,41.5,155,71,45.8,338,146,43.2,100,29,29,{BD7CE9F3-5E32-4A21-A7D6-495724188547},
-82.903145834136581,33.79024859515004,173,Rayle,668.21099854,1.04408002, , ,224,58,25.9,75,20,26.7,123,32,26,26,6,23.1,{50CF9B3D-7A49-4DDC-90D4-9589961C39E4},
-84.192587173540943,33.117815815038583,174,Milner,1282.84997559,2.0044601, , ,1131,102,9,361,18,5,676,65,9.6,94,19,20.2,{0605AC65-03E2-4EAA-B65B-C9DD2AE55D07},
-84.152611211434362,33.05105954956106,175,Barnesville,3904.5,6.10077, , ,5341,1471,27.5,1293,506,39.1,3203,885,27.6,845,80,9.5,{F40861EE-5A2A-48E5-B532-8457E0BFBF32},
-84.175988674016921,33.050914992717509,176,Aldora,165.79100037,0.25904801, , ,93,14,15.1,23,7,30.4,59,7,11.9,11,0,0,{0C06DC04-5997-46F5-B4BF-9C04206BA0EC},
-85.189220572916227,33.702590788146097,177,Waco,1177.44995117,1.83976996, , ,569,109,19.2,101,36,35.6,351,55,15.7,117,18,15.4,{4FF6EF02-860D-4302-A3DF-A0720ADFD283},
-85.285836343287826,33.733465012965418,178,Tallapoosa,6434.77978516,10.05430031, , ,3140,756,24.1,854,252,29.5,1861,381,20.5,425,123,28.9,{2DB32AAD-062D-4722-AA80-A4EF826A8DCF},
-84.957425184973047,33.980590125957008,179,Braswell,2549.60009766,3.9837501,yes, ,327,33,10.1,113,19,16.8,206,14,6.8,8,0,0,{0A93D548-0593-4DB9-AB7D-DCC9052DCE28},
-83.77200936904886,34.478401013118884,180,Clermont,1855.34997559,2.8989799,yes, ,1055,45,4.3,294,3,1,676,40,5.9,85,2,2.4,{ED822245-1552-4B24-AE27-48F7C0DCD3A6},
-84.285225195751494,33.383344464013682,181,Hampton,3516.64990234,5.49476004,yes,yes,7057,2536,35.9,2662,1310,49.2,3996,1149,28.8,399,77,19.3,{C088E375-39BE-4315-B1F3-E2B12FFFCBEF},
-85.181398814958669,33.640789202680892,182,Mount Zion,5875.99023438,9.18124008,yes, ,1808,562,31.1,527,210,39.8,1139,320,28.1,142,32,22.5,{07D03B53-CD4E-4C32-A2A7-B59CD5027227},
-84.462872879561473,33.44784150090986,183,Fayetteville,7014.47021484,10.96010017,yes,yes,15861,1555,9.8,4404,675,15.3,9061,772,8.5,2396,108,4.5,{ED094690-E888-47F9-92EF-EEAE38FCFF77},
-84.411419799677887,33.362747275485248,184,Woolsey,537.23199463,0.83942503,yes,yes,158,7,4.4,30,0,0,82,3,3.7,46,4,8.7,{91823823-7650-49DD-BCA0-2D82232ADD1C},
-83.735353318185062,33.517825077122879,185,Mansfield,671.8460083,1.04975998,yes, ,347,30,8.6,80,7,8.7,202,9,4.5,65,14,21.5,{ACBC01D3-A195-4233-87A3-102CBA4ED280},
-85.180279374858941,33.803106667950892,186,Buchanan,1082.38000488,1.69121003, , ,928,247,26.6,229,57,24.9,570,142,24.9,129,48,37.2,{721AC23F-7B42-46CB-87C2-77BEE677598E},
-82.703137081920829,33.219887893722621,187,Mitchell,949.56799316,1.48370004, , ,189,38,20.1,47,19,40.4,126,17,13.5,16,2,12.5,{D8C3868D-66AA-4EDA-9C84-DD5116697807},
-82.595864064829186,33.23334181456881,188,Gibson,665.35498047,1.03962004, , ,514,172,33.5,121,70,57.9,250,100,40,143,2,1.4,{18099D32-9B79-48B7-A4CB-4E489425E092},
-82.638686513400287,31.519156978760947,189,Nicholls,1185.88000488,1.85293996, , ,969,457,47.2,304,216,71.1,562,184,32.7,103,57,55.3,{272BEAC5-39D9-4B5B-A328-7F9A758FFFFB},
-82.854321423723633,31.507330203451076,190,Douglas,8935.88964844,13.9623003, , ,11266,2879,25.6,3134,939,30,6609,1476,22.3,1523,464,30.5,{D27C82EA-6EFD-4DB2-9CCB-E1163AEB55FA},
-82.887714670713549,31.624799544126741,191,Broxton,2149.81005859,3.35908008, , ,1075,351,32.7,247,99,40.1,633,211,33.3,195,41,21,{D711DA6E-C919-465D-B1DE-B3D41C06BB82},
-83.013718908425304,31.594447996491969,192,Ambrose,2006.40002441,3.13499999, , ,502,217,43.2,178,99,55.6,264,89,33.7,60,29,48.3,{979E9E85-B6BE-4B48-9D7D-CB1D5967DF52},
-83.343327100485979,32.686303571156586,193,Jeffersonville,2347.19995117,3.66750002, , ,1058,398,37.6,254,150,59.1,624,223,35.7,180,25,13.9,{63C89877-1208-4321-9B89-8B3016ABAAA5},
-83.246061236578768,32.606019521072078,194,Danville,504.94299316,0.78897399, , ,235,73,31.1,36,13,36.1,154,47,30.5,45,13,28.9,{2E7794F5-5980-4866-A72F-8E6CEBA7B669},
-82.099470477394306,33.290730720146001,195,Hephzibah,12410.79980469,19.39189911, , ,4026,425,10.6,1047,158,15.1,2502,188,7.5,477,79,16.6,{BEBDAA83-4C90-41D2-B528-367C2463A284},
-85.310768069088425,34.547950852173884,196,Trion,2462,3.84687996, , ,2121,665,31.4,687,349,50.8,1239,283,22.8,195,33,16.9,{30D6B04E-B992-4402-A349-3F28F063F475},
-85.349076013501971,34.478757427070846,197,Summerville,2568.88989258,4.01388979, , ,4128,1258,30.5,829,306,36.9,2447,743,30.4,852,209,24.5,{92F8F5D7-6CF8-4BE3-BB50-4261C226572E},
-85.477615831921966,34.48349752598142,198,Menlo,501.21899414,0.78315401, , ,452,175,38.7,95,61,64.2,269,85,31.6,88,29,33,{1241CB1F-9D49-4B30-8DF2-9398D9FEEB3D},
-85.404096720908186,34.403438604131772,199,Lyerly,480.91799927,0.75143403, , ,483,110,22.8,117,27,23.1,308,69,22.4,58,14,24.1,{86DCF182-4370-48CF-AB3A-B064EACCE1C3},
-83.720230302376265,34.704404264635343,200,Helen,1391.58996582,2.17436004, , ,269,95,35.3,19,16,84.2,184,70,38,66,9,13.6,{00151607-3779-45C2-BBC4-0AB226D5B6F2},
-83.761670786339579,34.597494588204874,201,Cleveland,2469.31005859,3.85828996, , ,3386,627,18.5,985,257,26.1,2029,363,17.9,372,7,1.9,{8E8A951B-CD2D-43DF-A820-1F47D73D888A},
-84.731878980630029,31.17413725034416,202,Colquitt,5293.18994141,8.27060032, , ,2336,813,34.8,726,365,50.3,1314,412,31.4,296,36,12.2,{BF2CB39B-8F7E-4342-81E0-473481D1BFFC},
-84.582123496323248,32.984757494191427,203,Woodbury,1319.34997559,2.06148005, , ,736,285,38.7,168,118,70.2,428,129,30.1,140,38,27.1,{5F5EE4A1-520F-4DAD-96B3-F27EC735EC87},
-84.67661195912379,32.885224344138905,204,Warm Springs,884.76300049,1.38243997, , ,508,180,35.4,137,71,51.8,296,109,36.8,75,0,0,{2FBFEACB-D7AC-44AB-936E-9E3E0AF1184F},
-84.744269591486912,33.209589543180563,205,Luthersville,2039.0300293,3.18598008, , ,1133,285,25.2,277,113,40.8,725,151,20.8,131,21,16,{02AED052-8A0D-4A50-B9BF-0F081CADD863},
-84.817335383689283,33.172358541984039,206,Lone Oak,399.84899902,0.62476301, , ,117,85,72.6,63,61,96.8,46,22,47.8,8,2,25,{0EF1D7C9-7CDF-443A-B418-654797E4F03B},
-84.716227964607342,33.03224109574451,207,Greenville,1508.89001465,2.35765004, , ,822,274,33.3,174,59,33.9,541,191,35.3,107,24,22.4,{37E78915-FF6D-40B3-BF31-93AF414F2C91},
-84.575475752433945,33.093664269269034,208,Gay,552.29998779,0.86296803, , ,107,8,7.5,37,0,0,58,4,6.9,12,4,33.3,{1C1FC8CC-3DB3-496E-95BB-E5B25301EC68},
-84.853070959412364,32.852385396001672,209,Pine Mountain,1912.95996094,2.98900008, , ,1402,496,35.4,327,178,54.4,806,265,32.9,269,53,19.7,{AAD96F89-2FE6-4A4B-89D9-7A3E4E9B19AF},
-84.021381370923777,31.262563418791164,210,Sale City,1174.54003906,1.83521998, , ,479,163,34,138,73,52.9,281,80,28.5,60,10,16.7,{2A0C1565-185E-44B6-96ED-EF70D06FFDDE},
-84.151462731227411,31.126644628430473,211,Pelham,2609.07006836,4.07667017, , ,3701,1294,35,1051,440,41.9,1976,683,34.6,674,171,25.4,{2B28C102-506A-4E4D-85C2-A675A6B56FF8},
-84.092203278409642,31.071383471107715,212,Meigs,1023.90997314,1.59985995, , ,920,511,55.5,253,159,62.8,573,311,54.3,94,41,43.6,{F56794CB-2CF0-4F53-87BD-457F68D7516E},
-84.207139983367426,31.235880495545338,213,Camilla,3979.4699707,6.21792984, , ,4962,1679,33.8,1401,709,50.6,2805,812,28.9,756,158,20.9,{01EF08E9-E51C-4098-BD20-DE6CA908793F},
-84.159188651043721,31.380385279386434,214,Baconton,1248.83996582,1.95131004, , ,831,355,42.7,336,179,53.3,436,167,38.3,59,9,15.3,{D8CE7EBA-29E4-4474-97DC-A5137F2C2064},
-83.106351567728936,33.671442663025495,215,Woodville,3136.85009766,4.90131998, , ,385,122,31.7,63,40,63.5,267,65,24.3,55,17,30.9,{7E594892-FE7C-4027-9D71-5D1745AF7B66},
-83.036516914322647,33.481550018917304,216,White Plains,3019.45996094,4.71790981, , ,219,4,1.8,34,0,0,156,4,2.6,29,0,0,{E80D6A56-F278-4FC3-9D2F-6B17D4B998A6},
-83.075741585814285,33.617897418204748,217,Union Point,1224.75,1.91366994, , ,1439,592,41.1,389,232,59.6,808,288,35.6,242,72,29.8,{07720256-2994-4B26-8453-EEC9A7ACA9DF},
-83.081228528597549,33.536595062538126,218,Siloam,794.37200928,1.24120998, , ,399,104,26.1,102,26,25.5,240,64,26.7,57,14,24.6,{04565C64-5DA5-43F1-9866-E5DDCD6243D8},
-83.187750709028293,33.567802225499229,219,Greensboro,4348.99023438,6.79530001, , ,3305,1542,46.7,959,656,68.4,2104,834,39.6,242,52,21.5,{72B51CFA-9B96-44AF-BD7D-A363427FDB69},
-84.616309311728699,31.757061077536036,220,Shellman,2065.5300293,3.22738004, , ,1077,338,31.4,277,126,45.5,587,183,31.2,213,29,13.6,{0F3F609B-BFFE-487A-A32E-554FDEF7156B},
-84.794037310209177,31.771348277055974,221,Cuthbert,1957.72998047,3.05894995, , ,3470,1465,42.2,984,675,68.6,1997,699,35,489,91,18.6,{116DF415-8904-4D96-96C1-9AAC0883F438},
-84.394532110349985,32.03307612975572,222,Plains,521.02001953,0.81409401, , ,411,137,33.3,47,31,66,288,102,35.4,76,4,5.3,{CCB3860F-82D2-4F69-925D-E164B6FD3A22},
-84.086413144390704,31.954515253575849,223,Leslie,1134.75,1.77304006, , ,435,122,28,100,37,37,260,80,30.8,75,5,6.7,{9A963480-F06F-4980-BA4B-701D12401320},
-84.063643193022074,31.954795972564266,224,De Soto,521.84301758,0.81537902, , ,264,50,18.9,79,15,19,152,21,13.8,33,14,42.4,{935C9B2A-3054-4D60-BC6A-90170D46BE0B},
-84.145479407311512,32.19654505015076,225,Andersonville,889.97900391,1.39058995, , ,232,59,25.4,69,39,56.5,109,20,18.3,54,0,0,{A4E95635-8E66-48AD-B1F7-D00353DBD579},
-84.224757600806981,32.073540334216432,226,Americus,7332.97021484,11.45779991, , ,15421,5828,37.8,4358,2516,57.7,8949,2970,33.2,2114,342,16.2,{EDF46EFD-5F83-4A92-8326-D94501679FC1},
-83.481863094725512,32.295808147708861,227,Hawkinsville,3264.7199707,5.10113001, , ,4118,374,9.1,668,45,6.7,2599,260,10,851,69,8.1,{BE30B3CB-072B-461D-A9F4-3D35F67AD356},
-83.109635812196075,34.285957276122033,228,Royston,2177.08007813,3.40169001, , ,2431,769,31.6,604,257,42.5,1394,426,30.6,433,86,19.9,{E3C62BDE-E904-46C2-8355-67E8733EBBC5},
-83.198258648089549,34.485583717478328,229,Martin,1620.54003906,2.53209996, , ,348,60,17.2,76,25,32.9,180,33,18.3,92,2,2.2,{6E4829FA-C380-4D1A-B9F3-89BF9E091CEC},
-83.108135125053806,34.4344131508769,230,Lavonia,2937.54003906,4.58990002, , ,1726,429,24.9,309,128,41.4,1010,227,22.5,407,74,18.2,{8CE59859-AFA4-43AA-8764-71E6D032CEC7},
-83.145903126700617,34.284030448210217,231,Franklin Springs,1405.81994629,2.19658995, , ,522,124,23.8,84,34,40.5,344,81,23.5,94,9,9.6,{12AEFB57-3BD4-4EBA-9D24-0C759D8E6A44},
-83.232873708427036,34.371589403734447,232,Carnesville,1692.18994141,2.64404011, , ,593,186,31.4,164,79,48.2,373,85,22.8,56,22,39.3,{B9D774CD-D5D5-45D5-953C-79781D863E31},
-83.110740883065915,34.345537156950655,233,Canon,2001.64001465,3.1275599, , ,739,135,18.3,164,36,22,450,66,14.7,125,33,26.4,{53AE4527-92CE-49F6-BD42-78AAB48F18F4},
-83.560321541865619,30.784867776342661,234,Quitman,2654.35009766,4.14742994, , ,3771,1643,43.6,1052,633,60.2,1996,782,39.2,723,228,31.5,{851CD479-6540-4035-A7B0-C3D3F04355FD},
-83.738001668143966,30.959751656140437,235,Pavo,1129.64001465,1.76505995, , ,749,221,29.5,114,51,44.7,448,135,30.1,187,35,18.7,{8F1B92D6-3BE8-4434-9D7B-5DF43007C16D},
-83.500314977660196,30.943349887607447,236,Morven,1114.08996582,1.74075997, , ,557,143,25.7,95,37,38.9,398,100,25.1,64,6,9.4,{7E5ED531-F575-43E2-B29E-85433626F487},
-83.739139224184896,30.893263272565935,237,Barwick,479.39898682,0.74906099, , ,440,197,44.8,130,79,60.8,269,113,42,41,5,12.2,{51964872-6BE7-4456-B92C-5778A58BB8AF},
-82.818293955346476,32.047165310218723,238,Scotland,900.69598389,1.40734005, , ,248,31,12.5,51,7,13.7,184,22,12,13,2,15.4,{B3514032-F6DA-4542-BA0D-E6BB0FF0E568},
-83.06306145866192,32.019460440782346,239,Milan,2017.35998535,3.15212989, , ,632,126,19.9,124,42,33.9,330,49,14.8,178,35,19.7,{4FBA3C5A-7B54-4EC4-91DB-41135B6BA03E},
-82.682841054705293,31.93300503931323,240,Lumber City,1240.72998047,1.93865001, , ,817,253,31,170,55,32.4,511,135,26.4,136,63,46.3,{D5D7E004-59DA-403E-AC07-68EAC803D0D2},
-82.978999979496464,31.812600099519511,241,Jacksonville,714.36700439,1.11619997, , ,198,125,63.1,41,34,82.9,138,91,65.9,19,0,0,{58437C15-71B1-4371-BDF7-EF98E1BA286A},
-82.474500630000975,31.543236731418947,242,Alma,3982.58007813,6.22278023, , ,2997,980,32.7,867,418,48.2,1731,515,29.8,399,47,11.8,{73CEB4E2-48D0-490F-8BA2-728092D317C0},
-83.635149159848808,31.671080149372859,243,Sycamore,647.20397949,1.01126003, , ,535,86,16.1,104,24,23.1,328,54,16.5,103,8,7.8,{4B45CB97-DE80-403D-A8D3-D0741D4CC421},
-83.487581186429665,31.807232007897746,244,Rebecca,502.73901367,0.78552902, , ,218,67,30.7,59,35,59.3,104,24,23.1,55,8,14.5,{C2E9F34E-ED2A-4642-8D06-8BE0DF9B484B},
-83.652791808881858,31.709586872070904,245,Ashburn,3071.16992188,4.79870987, , ,3864,1185,30.7,1036,475,45.8,2214,651,29.4,614,59,9.6,{DD0FC2B8-85D7-4D9A-98D6-2EC18EDA39C0},
-83.044586836927522,31.335894952188948,246,Willacoochee,2445.5300293,3.82115006, , ,1632,681,41.7,496,307,61.9,928,338,36.4,208,36,17.3,{72F29EBC-2ADB-4254-A9FA-A4D01C0DDA08},
-82.854355377974599,31.297021553975085,247,Pearson,2151.97998047,3.3624599, , ,1867,604,32.4,446,181,40.6,1230,337,27.4,191,86,45,{D77FABF9-CDE0-4294-B390-BB4E3C5043D3},
-83.847126565448306,34.935594146258211,248,Young Harris,680.00299072,1.0625, , ,381,164,43,127,78,61.4,214,79,36.9,40,7,17.5,{41D98EC0-1BEE-43CE-A3D1-0EDB0FC1353A},
-83.752880169787716,34.950148271927468,249,Hiawassee,1345.39001465,2.10216999, , ,824,245,29.7,62,28,45.2,438,185,42.2,324,32,9.9,{4561810A-5C47-45C0-9E26-CFBB666E1205},
-81.64083103579496,32.746695734107014,250,Sylvania,3281.0300293,5.1266098, , ,2480,755,30.4,591,264,44.7,1281,389,30.4,608,102,16.8,{1D18CCAE-2BE5-450C-9B9D-278939E1B5DD},
-81.829742794831418,32.663672175936028,251,Rocky Ford,793.16900635,1.23933005, , ,166,31,18.7,26,4,15.4,111,24,21.6,29,3,10.3,{A3DBFA50-6DCC-429A-98FD-34435CAE851D},
-81.533075750974177,32.521493445128961,252,Oliver,600.91900635,0.93893701, , ,318,61,19.2,75,11,14.7,211,47,22.3,32,3,9.4,{A8916020-0984-4FBD-A256-C5779DCF7BB9},
-81.506324026479419,32.588801060888173,253,Newington,519.89801025,0.81234097, , ,342,111,32.5,109,44,40.4,178,62,34.8,55,5,9.1,{9B599F73-C4D3-4982-BCA7-213CE5BEC52E},
-81.661270327778155,32.883364343534673,254,Hiltonia,1116.09997559,1.74390996, , ,497,171,34.4,123,71,57.7,320,89,27.8,54,11,20.4,{BEC73D32-48A4-464C-BF25-F48CB5E74E74},
-85.037314525758219,33.029618639039093,255,LaGrange,25711.40039063,40.17399979, , ,28537,8652,30.3,8123,3520,43.3,17140,4573,26.7,3274,559,17.1,{28A1BB4A-553B-4F13-AE97-55379A41F97F},
-83.278886002266617,30.850324863820596,256,Valdosta,23261.30078125,36.34569931, , ,54074,18031,33.3,12539,5211,41.6,35976,12279,34.1,5559,541,9.7,{31D09260-8F09-446F-B8B9-D3CEA53F9F05},
-83.308467091870341,30.844147924072224,257,Remerton,130.65400696,0.204146, , ,1386,788,56.9,139,79,56.8,1233,709,57.5,14,0,0,{9D7B412A-D35E-400E-9E11-C1625E0A1B2C},
-83.187517283238535,30.685000750275446,258,Lake Park,903.9619751,1.41243994, , ,876,222,25.3,285,117,41.1,494,94,19,97,11,11.3,{6C244FCA-B776-4D76-8C97-63C52CF1EBFC},
-83.377490286500006,30.993329930766613,259,Hahira,1658.73999023,2.59177995, , ,2741,294,10.7,795,85,10.7,1600,181,11.3,346,28,8.1,{43BB1247-F635-4406-86DA-372D85DA0755},
