OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Pop_wHealth_Insurance,Pop_wHealth_Insurance_MOE,Pct_Pop_wHealth_Insurance,Pct_Pop_wHealth_Insurance_MOE,Pop_wPriv_Health_Insurance,Pop_wPriv_Health_Insurance_MOE,Pct_Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins_MOE,Pop_wPublic_Health_Ins,Pop_wPublic_Health_Ins_MOE,Pct_Pop_wPublic_Health_Ins,Pct_Pop_wPublic_Health_Ins_MOE,Pop_wNo_Health_Insurance,Pop_wNo_Health_Insurance_MOE,Pct_Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins_MOE,Pop_u18_wNo_Health_Ins,Pop_u18_wNo_Health_Ins_MOE,Pct_Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins_MOE,Pop18_64_Employed,Pop18_64_Employed_MOE,Pop18_64_Empl_No_Health_Ins,Pop18_64_Empl_No_Health_Ins_MOE,Pct18_64_Emp_No_Health_Ins,Pct18_64_Emp_No_Health_Ins_MOE,Pop18_64_Unemployed,Pop18_64_Unemployed_MOE,Pop18_64_Unemp_No_HealthIns,Pop18_64_Unemp_No_HealthIns_MOE,Pct18_64_Unemp_No_HealthIns,Pct18_64_Unemp_No_HealthIns_MOE,Pop18_64_Not_in_Labor_Force,Pop18_64_Not_in_Labor_Force_MOE,Pop18_64_NotLabor_NoHlthIns,Pop18_64_NotLabor_NoHlthIns_MOE,Pct18_64_NotLabor_NoHlthIns,Pct18_64_NotLabor_NoHlthIns_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
231,13063040303,13063,"Census Tract 403.03, Clayton County",6396,794,4382,697,68.5,6.8,2609,539,40.8,6.7,2108,561,33,7.8,2014,560,31.5,7.8,376,281,17.5,12.2,2275,392,812,235,35.7,8.3,641,256,449,243,70,26,761,289,329,222,43,24.1,ARC 10,1474.30004883,6.41683006,1480.70996094,2.30359006,0.0100263,2.31361008,040303,Clayton,{355F78A6-97CE-49F7-AE18-8F945C6BE2E4},
933,13223120603,13223,"Census Tract 1206.03, Paulding County",6405,753,5429,666,84.8,3,4415,675,68.9,6.7,1431,362,22.3,5,976,443,15.2,6.7,155,199,10.4,13.1,2953,418,464,303,15.7,10,279,168,160,131,57.3,32,1009,272,197,100,20,8.4,ARC 20,3735.47998047,145.38900757,3880.87011719,5.83668995,0.22717001,6.06385994,120603,Paulding,{1F5ACC2B-2F3B-4410-9D94-8FE0483EAD69},
340,13135050539,13135,"Census Tract 505.39, Gwinnett County",5515,422,4293,457,77.8,5.8,2936,409,53.2,6.2,1551,319,28.1,5.4,1222,271,22.2,4.6,190,116,11.2,6.6,2583,307,614,158,23.8,5.4,230,97,145,87,63,27,815,153,260,96,32,10.1,ARC 10,576.88702393,0,576.88702393,0.90138602,0,0.90138602,050539,Gwinnett,{360D6266-E541-4D24-A301-8FE3B0AA0CC1},
778,13089023506,13089,"Census Tract 235.06, DeKalb County",5902,573,4473,562,79,6,2568,363,45.4,4.5,2752,538,48.6,8.2,1187,350,21,5.8,53,89,4.3,7,2313,350,735,336,31.8,13.7,328,151,203,119,61.9,22,757,286,168,118,22,13.1,ARC 10,1327.47998047,0.87154102,1328.34997559,2.0741899,0.00136178,2.07555008,023506,DeKalb,{9025FC08-B897-44F8-BFE1-904D9EABB6BF},
375,13135050217,13135,"Census Tract 502.17, Gwinnett County",10552,779,9158,676,87.3,9.1,8315,667,79.2,2.5,1654,334,15.8,3,1335,449,12.7,4.2,114,116,4.2,4.3,4948,478,623,328,12.6,6.5,320,148,66,73,20.6,21,1407,367,455,203,32,11.7,ARC 10,3146.56005859,58.02280045,3204.58007813,4.91650009,0.0906606,5.00716019,050217,Gwinnett,{224A2C4E-9D06-448A-85AC-91014900A965},
687,13097080602,13097,"Census Tract 806.02, Douglas County",5854,410,5007,404,85.9,3.4,4161,373,71.4,4,1245,269,21.4,4.4,820,226,14.1,3.8,98,86,5.9,5.1,2697,206,330,138,12.2,5,267,109,162,92,60.7,24,734,171,230,137,31,17.2,ARC 10,5977.83007813,30.14979935,6007.97998047,9.34035969,0.0471091,9.38747025,080602,Douglas,{ABAF8399-A243-4798-B0C4-91462CEF20BC},
327,13135050523,13135,"Census Tract 505.23, Gwinnett County",7603,980,6106,779,81.9,14.9,5021,731,67.3,4.3,1768,405,23.7,4.5,1351,552,18.1,7,357,368,18.2,18.4,3441,497,614,318,17.8,8.9,404,191,41,67,10.1,16,1095,364,339,122,31,4.3,ARC 10,1886.70996094,22.27899933,1908.98999023,2.94797993,0.0348109,2.98280001,050523,Gwinnett,{E8C14CE2-AE7B-442E-B753-9159C9813A39},
503,13121011800,13121,"Census Tract 118, Fulton County",2521,303,2060,297,81.7,6.5,1634,251,64.8,6.2,569,173,22.6,6.3,461,136,18.3,4.9,23,38,8,12.9,1018,172,227,91,22.3,8.1,197,101,103,86,52.3,34,903,190,108,68,12,7.1,ARC 10,462.10598755,0,462.10598755,0.72204101,0,0.72204101,011800,Fulton,{3C8F7140-7F26-400C-AFB9-916C7957814F},
129,13067031507,13067,"Census Tract 315.07, Cobb County",3747,317,3019,331,84.9,5.5,2059,276,57.9,5.8,1195,287,33.6,7.5,539,140,15.1,3.7,62,59,6.1,5.7,1391,225,186,76,13.4,5,247,123,51,35,20.6,10,606,166,240,106,40,13.7,ARC 10,973.86102295,0,973.86102295,1.52165997,0,1.52165997,031507,Cobb,{0A15ED50-78C5-4EC1-A360-917A2E4184E2},
72,13067031207,13067,"Census Tract 312.07, Cobb County",3960,510,3623,466,91.5,16.7,3193,475,80.6,6,812,225,20.5,5,337,202,8.5,5,0,18,0,5.3,2492,353,181,115,7.3,4.5,22,38,0,13,0,59,558,206,156,114,28,17.6,ARC 10,688.309021,12.23340034,700.54302979,1.07547998,0.0191147,1.09459996,031207,Cobb,{BFF3723B-040C-4946-BAF7-91F379C5260E},
413,13135050714,13135,"Census Tract 507.14, Gwinnett County",5471,262,4941,320,90.6,4,4380,327,80.3,4.6,1050,190,19.3,3.4,512,187,9.4,3.4,79,61,4.9,3.7,2542,202,246,132,9.7,5.1,119,60,51,42,42.9,28,652,144,114,91,18,13.4,ARC 10,1998.98999023,37.97589874,2036.9699707,3.12342,0.0593373,3.18277001,050714,Gwinnett,{0E528932-5403-4178-BFF6-923C77B2B80F},
120,13117130503,13117,"Census Tract 1305.03, Forsyth County",2588,220,2267,168,87.6,9.9,1979,187,76.5,3.1,511,108,19.7,3.8,321,129,12.4,4.9,26,27,4.3,4.4,1323,133,189,83,14.3,6.1,12,13,6,9,50,52,325,100,100,57,31,14.8,ARC 20,3386.12011719,4984.43994141,8370.55957031,5.29081011,7.78818989,13.07900047,130503,Forsyth,{EBED5419-E507-4FA3-BB4C-931D01A41FB6},
179,13067030410,13067,"Census Tract 304.10, Cobb County",4735,660,3648,497,77.4,15.1,3024,474,64.2,4.5,1162,271,24.7,4.6,1064,468,22.6,9.4,279,320,31.7,35.1,2379,273,600,230,25.2,9.2,222,155,117,120,52.7,40,443,168,68,73,15,15.4,ARC 10,1060.73999023,2.76264,1063.5,1.65741003,0.00431663,1.66172004,030410,Cobb,{9CE4ABD2-31BC-4E26-8FA9-9352502F5049},
928,13013180107,13013,"Census Tract 1801.07, Barrow County",3904,347,2911,363,74.6,6.5,2107,308,54,6.3,1094,221,28,5.1,993,281,25.4,6.8,180,97,20.4,10.2,1577,214,380,143,24.1,8.5,161,87,82,61,50.9,26,823,212,351,183,43,19.3,ARC 20,4730.41015625,42.61109924,4773.02001953,7.39127016,0.0665798,7.45783997,180107,Barrow,{BF9E66D7-913D-43E1-8648-943394330664},
720,13097080506,13097,"Census Tract 805.06, Douglas County",5343,419,4572,420,89.3,4.1,3639,407,71.1,5.6,1439,341,28.1,6.3,549,208,10.7,4,34,45,2.3,3,2170,276,333,158,15.3,7,148,66,87,67,58.8,37,564,146,88,70,16,11.7,ARC 10,4539.41992188,3.58055997,4543,7.09284019,0.00559463,7.09844017,080506,Douglas,{41679461-D22C-450E-9734-94501C7B59B5},
284,13151070108,13151,"Census Tract 701.08, Henry County",4984,402,4398,378,88.2,2.6,3500,363,70.2,4.6,1271,298,25.5,5.6,586,186,11.8,3.6,71,67,5.7,5.2,2517,295,297,154,11.8,6,238,114,65,47,27.3,15,572,149,145,84,25,13.1,ARC 10,3126.87988281,21.00869942,3147.87988281,4.88574982,0.0328261,4.91856003,070108,Henry,{2B4CB0EE-869C-49CC-AA2E-94A0B55B9297},
137,13117130408,13117,"Census Tract 1304.08, Forsyth County",3479,402,2803,327,84,13.9,2284,306,68.4,4.4,1011,237,30.3,6.1,535,227,16,6.5,0,18,0,2.1,1413,295,375,233,26.5,15.5,50,56,47,53,94,12,423,150,113,81,27,16.6,ARC 20,1675.22998047,21.26709938,1696.5,2.6175499,0.0332298,2.65077996,130408,Forsyth,{374CBFB6-E10E-4389-86BD-94C36B10A45E},
677,13255161200,13255,"Census Tract 1612, Spalding County",8697,693,7814,670,91.3,3.1,5956,546,69.6,3.3,3181,486,37.2,4.9,743,325,8.7,3.7,60,63,3,3.1,3233,418,129,105,4,3.2,305,191,218,187,71.5,42,1509,366,336,191,22,11.4,ARC 20,8721.86035156,168.49499512,8890.34960938,13.62790012,0.263273,13.89120007,161200,Spalding,{8383D135-BD31-4B92-91E5-94F2C3DFB67D},
829,13089021306,13089,"Census Tract 213.06, DeKalb County",5024,504,3019,344,60.1,3.3,2144,305,42.7,4.3,1047,227,20.8,4,2005,369,39.9,6.1,327,193,23.7,13.2,2701,303,1204,278,44.6,9,187,91,123,66,65.8,15,526,135,341,123,65,16.4,ARC 10,1303.75,2.47550011,1306.22998047,2.03711009,0.00386797,2.0409801,021306,DeKalb,{731585BC-ED1B-4AE1-8DD1-9581E64DD925},
781,13089023424,13089,"Census Tract 234.24, DeKalb County",5948,561,4793,514,80.6,4.1,3746,462,63,5,1373,361,23.1,5.7,1155,341,19.4,5.4,238,188,14.6,11.1,2541,268,444,247,17.5,9.5,585,171,164,152,28,25,786,232,309,133,39,12.3,ARC 10,1732,16.42020035,1748.42004395,2.70624995,0.0256566,2.73190999,023424,DeKalb,{BEBB6C20-2CD0-49E0-9ABE-95B575874CCF},
588,13121010301,13121,"Census Tract 103.01, Fulton County",17147,1460,15010,1279,87.9,0.6,12268,1084,71.8,1.7,4130,821,24.2,4.3,2065,660,12.1,3.7,421,363,7.7,6.5,7153,721,768,284,10.7,3.8,693,329,295,232,42.6,27,2145,803,581,401,27,15.7,ARC 10,21133.90039063,290.84298706,21424.69921875,33.02170181,0.45444199,33.47610092,010301,Fulton,{D3576932-4255-447C-9E38-95D6F9DC4E54},
559,13121007807,13121,"Census Tract 78.07, Fulton County",3543,712,3074,630,86.8,3.5,1198,276,33.8,3.8,2383,605,67.3,10.4,469,304,13.2,8.1,66,82,5.3,6.5,708,208,216,164,30.5,21.4,312,188,14,23,4.5,7,837,342,173,192,21,21.3,ARC 10,716.29602051,0,716.29602051,1.11921,0,1.11921,007807,Fulton,{00541143-A927-4937-92DE-95F30F3CA279},
765,13089021410,13089,"Census Tract 214.10, DeKalb County",5586,449,3478,375,62.4,4.5,1995,267,35.8,3.8,1702,289,30.5,4.6,2099,372,37.6,5.9,190,112,12.8,7.2,3132,352,1524,325,48.7,8.8,176,92,136,81,77.3,22,461,143,249,102,54,14.5,ARC 10,671.7210083,4.8141098,676.53497314,1.04955995,0.00752205,1.05709004,021410,DeKalb,{1AA23C29-91D6-4681-A4DE-95FDC0C982CB},
7,13045910900,13045,"Census Tract 9109, Carroll County",4064,348,3508,303,86.3,1,2587,278,63.7,4.1,1360,222,33.5,4.7,556,167,13.7,3.9,2,14,0.2,1.3,1609,178,325,131,20.2,7.8,189,89,50,37,26.5,15,665,116,179,78,27,10.7,ARC 20,32149.59960938,480.14801025,32629.69921875,50.2336998,0.75023103,50.98389816,910900,Carroll,{54BBA89A-CB96-460D-8617-961F33B05953},
813,13089022500,13089,"Census Tract 225, DeKalb County",5933,579,5471,736,92.4,8.5,4108,413,69.4,1.6,1918,680,32.4,11,447,215,7.6,3.6,99,108,4.9,5.2,2258,263,156,108,6.9,4.7,169,96,64,55,37.9,24,718,163,128,97,18,12.9,ARC 10,696.08300781,0,696.08300781,1.08763003,0,1.08763003,022500,DeKalb,{557196BE-1BCD-4F3F-B549-964DC0ABD1F1},
801,13089023102,13089,"Census Tract 231.02, DeKalb County",3412,335,2851,295,84.5,2.3,1960,209,58.1,2.2,1171,237,34.7,6.1,522,161,15.5,4.5,47,55,8.1,9.2,1645,239,271,129,16.5,7.5,169,70,73,42,43.2,17,620,149,89,49,14,7.1,ARC 10,619.54998779,1.89159,621.440979,0.96804702,0.00295561,0.97100198,023102,DeKalb,{7B6C2B68-1180-4E53-8007-967116A90AE1},
143,13117130404,13117,"Census Tract 1304.04, Forsyth County",4530,289,4267,282,94.2,1.6,4018,281,88.7,2.6,427,108,9.4,2.3,263,133,5.8,2.9,57,58,3.5,3.6,2090,141,75,48,3.6,2.3,85,94,76,94,89.4,50,457,117,33,30,7,6.3,ARC 20,1605.52001953,13.56830025,1619.08996582,2.50863004,0.0212005,2.52982998,130404,Forsyth,{20BAA862-14CA-4E82-BF1A-9686250F5E16},
478,13121010108,13121,"Census Tract 101.08, Fulton County",3451,302,3352,274,97.1,11.6,3075,268,89.1,11,663,112,19.2,2.8,99,75,2.9,2.2,0,18,0,2.9,1644,159,51,55,3.1,3.3,72,43,14,22,19.4,28,454,130,28,31,6,6.6,ARC 10,1227.65002441,21.46929932,1249.11999512,1.91820002,0.0335458,1.95175004,010108,Fulton,{5BC35A25-FC59-4D7E-BBC1-9687B5FF7882},
832,13089021415,13089,"Census Tract 214.15, DeKalb County",3940,308,3490,301,89.1,3.1,3061,287,78.1,4,659,172,16.8,4.2,429,188,10.9,4.7,7,18,1,2.6,2453,250,330,168,13.5,6.7,90,50,32,31,35.6,28,434,120,60,54,14,11.8,ARC 10,500.44299316,5.09357977,505.53601074,0.78194201,0.00795872,0.7899,021415,DeKalb,{44FD0271-0A3D-475A-991D-96E70628B571},
850,13089021908,13089,"Census Tract 219.08, DeKalb County",5978,788,4710,746,78.9,6.9,2521,539,42.2,7.1,2701,579,45.2,7.6,1260,362,21.1,5.4,198,129,10.5,6.3,1937,354,500,202,25.8,9.3,315,177,173,147,54.9,35,1063,313,389,203,37,15.8,ARC 10,829.99102783,23.78170013,853.77197266,1.29685998,0.0371589,1.33402002,021908,DeKalb,{8E27CE95-833B-4756-9262-973A880E2D6E},
495,13121008601,13121,"Census Tract 86.01, Fulton County",4095,540,3389,472,85.3,3.6,1540,305,38.8,5.7,2372,416,59.7,6.8,583,171,14.7,3.9,13,26,1.1,2.1,1066,222,282,121,26.5,9.9,325,118,205,99,63.1,20,655,185,83,54,13,7.4,ARC 10,1114.4699707,0,1114.4699707,1.74135995,0,1.74135995,008601,Fulton,{6D2AA532-CDFA-4C61-8BD5-9805AC66D9E2},
942,13223120301,13223,"Census Tract 1203.01, Paulding County",5779,664,4776,525,82.6,13.1,3635,517,62.9,5.3,1943,358,33.6,4.8,1003,431,17.4,7.2,69,55,4.4,3.4,2423,376,601,304,24.8,11.9,243,160,110,89,45.3,21,810,279,223,172,28,19,ARC 20,5111.18017578,39.76319885,5150.95019531,7.98621988,0.06213,8.04835987,120301,Paulding,{CC1DB95E-BD15-4796-8C4D-981B942779A0},
696,13077170601,13077,"Census Tract 1706.01, Coweta County",7682,716,6936,724,90.3,4.3,4536,637,59,6.2,3557,577,46.3,6.1,746,291,9.7,3.7,79,104,3,3.9,2611,433,396,172,15.2,6.1,247,126,122,85,49.4,23,1153,345,149,113,13,9,ARC 20,5868.39013672,169.28999329,6037.68017578,9.16936016,0.264516,9.43387985,170601,Coweta,{3A48602C-4820-41A8-B3E5-989088737DCC},
726,13089980000,13089,"Census Tract 9800, DeKalb County",0,13,0,32,,,0,32,,,0,32,,,0,32,,,0,18,,,0,13,0,13,,,0,13,0,13,,,0,13,0,13,,,ARC 10,158.60299683,23.78240013,182.38600159,0.24781699,0.03716,0.284978,980000,DeKalb,{A5DFF1E4-FE1F-4DE7-8763-98BC306B6F16},
635,13121006802,13121,"Census Tract 68.02, Fulton County",2048,319,1717,264,83.8,18.4,164,73,8,3.4,1584,262,77.3,4.3,331,128,16.2,5.7,48,65,3.9,5.2,248,97,116,80,46.8,26.6,225,81,69,42,30.7,15,272,86,98,53,36,15.8,ARC 10,179.36099243,0,179.36099243,0.28025201,0,0.28025201,006802,Fulton,{C7EF7C1E-CC9B-48AB-8F3A-98D18A193E32},
475,13121001201,13121,"Census Tract 12.01, Fulton County",3736,291,3478,305,93.1,3.7,3265,293,87.4,3.9,422,186,11.3,4.9,258,129,6.9,3.4,0,18,0,13.6,3039,266,192,124,6.3,4,60,74,43,68,71.7,71,240,127,23,41,10,16.3,ARC 10,140.21000671,0,140.21000671,0.219078,0,0.219078,001201,Fulton,{EB7609B1-7114-4018-B0A6-990F5C8811B8},
912,13013180206,13013,"Census Tract 1802.06, Barrow County",2864,320,2352,251,82.1,12.7,1696,258,59.2,6.1,1024,192,35.8,5.4,512,218,17.9,7.3,54,65,9,10.7,1233,193,240,122,19.5,9.4,54,48,27,32,50,39,543,209,191,156,35,25.3,ARC 20,1728.23999023,9.88272953,1738.11999512,2.70038009,0.0154418,2.71581006,180206,Barrow,{F713E169-9082-4F83-92F3-9A4AB5925EAE},
638,13139001101,13139,"Census Tract 11.01, Hall County",5257,727,2878,652,56.7,10.1,1114,289,22,4.8,1889,570,37.2,9.9,2197,430,43.3,5.9,368,205,19.5,9.9,2038,352,1213,325,59.5,12.2,161,98,132,97,82,34,658,146,439,133,67,13.8,ARC 20,1002.17999268,0,1002.17999268,1.56590998,0,1.56590998,001101,Hall,{30A2E796-9C57-43B0-A479-9ABE00EFF088},
599,13121005501,13121,"Census Tract 55.01, Fulton County",2296,283,1857,293,80.9,8,1087,203,47.3,6.6,854,218,37.2,8.3,439,140,19.1,5.6,23,40,4.1,7.1,1034,170,261,102,25.2,8.9,105,47,50,34,47.6,24,419,141,105,58,25,11,ARC 10,294.73098755,0,294.73098755,0.46051699,0,0.46051699,005501,Fulton,{86135317-E4E5-4C8C-9777-9B129172B915},
182,13067030342,13067,"Census Tract 303.42, Cobb County",4657,272,4455,289,95.7,2.7,4239,281,91,2.9,535,109,11.5,2.2,202,92,4.3,2,16,28,1.2,2.2,2029,195,83,59,4.1,2.9,116,44,9,13,7.8,11,713,139,88,53,12,7,ARC 10,1150.56005859,36.16070175,1186.7199707,1.79775,0.0565011,1.85424995,030342,Cobb,{6A5C8979-33E3-46ED-B3F5-9B207BB7751C},
28,13113140203,13113,"Census Tract 1402.03, Fayette County",5400,482,5088,401,94.2,11.2,4629,404,85.7,10.7,1102,195,20.4,3.1,312,210,5.8,3.9,0,25,0,1.9,2494,242,206,121,8.3,4.8,108,66,9,15,8.3,13,754,233,97,159,13,20.7,ARC 10,6488.79003906,169.83900452,6658.62011719,10.13869953,0.26537299,10.40410042,140203,Fayette,{2CA97B87-6FB3-45A9-918B-9B69DD652DA6},
710,13097080604,13097,"Census Tract 806.04, Douglas County",9807,694,8410,633,85.9,2.1,7062,588,72.1,3.1,2061,431,21,4.1,1381,332,14.1,3.2,322,166,11.7,5.7,4513,481,457,193,10.1,4.1,267,143,133,109,49.8,31,1654,433,469,228,28,11.6,ARC 10,6829.70019531,82.55449677,6912.25,10.67140007,0.12899099,10.80039978,080604,Douglas,{71A0D24A-365D-4803-B7D9-9B8EB4D6192D},
521,13121011505,13121,"Census Tract 115.05, Fulton County",4541,289,4372,330,96.3,3.9,4073,316,89.7,4,612,196,13.5,4.2,169,107,3.7,2.3,27,31,2,2.2,1956,238,10,15,0.5,0.8,174,115,111,95,63.8,35,541,131,21,19,4,3.4,ARC 10,1028.61999512,34.76079941,1063.38000488,1.60722005,0.0543137,1.66153002,011505,Fulton,{960563C3-2507-4B99-9ADD-9C22819E0F9A},
372,13135050214,13135,"Census Tract 502.14, Gwinnett County",8781,531,7514,571,85.6,3.9,6867,577,78.2,4.6,1049,265,11.9,2.9,1267,326,14.4,3.6,253,190,11.6,8.5,4321,344,445,198,10.3,4.5,309,127,182,103,58.9,23,1239,320,313,177,25,12.7,ARC 10,2636.86010742,57.47280121,2694.34008789,4.12009001,0.0898013,4.20990992,050214,Gwinnett,{17D2EE78-34D7-4B6E-83BE-9C935336B6D6},
259,13063040524,13063,"Census Tract 405.24, Clayton County",7824,766,6017,587,76.9,10.6,4192,520,53.6,4.1,2369,448,30.3,4.9,1807,495,23.1,5.9,479,288,21,11.9,3520,401,828,313,23.5,8.5,478,242,167,134,34.9,22,874,236,294,163,34,16.3,ARC 10,1326.33996582,6.30316019,1332.65002441,2.07241011,0.00984869,2.08226991,040524,Clayton,{5F5CEB6C-B1E7-4D24-B4C8-9CAC1A618048},
756,13089021503,13089,"Census Tract 215.03, DeKalb County",4260,466,2830,355,69,4.1,2088,298,50.9,4.6,949,332,23.2,7.7,1269,332,31,7.3,128,109,11.8,9.7,1992,259,636,208,31.9,9.6,327,146,211,128,64.5,26,434,126,294,132,68,23.2,ARC 10,475.86499023,2.92227006,478.7869873,0.74353898,0.00456605,0.74810499,021503,DeKalb,{B89C8CE1-FDE8-4843-9731-9CFE6DF4FE0B},
42,13247060201,13247,"Census Tract 602.01, Rockdale County",4789,558,3023,427,69.7,4.5,1808,339,41.7,5.8,1554,373,35.8,7.3,1316,286,30.3,5.4,327,161,19.6,9.1,1585,254,571,177,36,9.6,85,47,68,46,80,31,610,162,324,120,53,13.7,ARC 10,3131.2199707,161.72900391,3292.94995117,4.89252996,0.252702,5.14522982,060201,Rockdale,{F7E86105-B75D-470C-B5AE-9D15948069CE},
286,13151070104,13151,"Census Tract 701.04, Henry County",12540,1063,11023,1131,87.9,5.1,8664,1056,69.1,6.1,3545,707,28.3,5.1,1517,542,12.1,4.2,134,132,4.1,3.9,5701,741,687,355,12.1,6,409,241,121,111,29.6,21,1781,492,552,320,31,15.8,ARC 10,5716.56982422,299.23199463,6015.79980469,8.93214035,0.46755001,9.39968967,070104,Henry,{E949FE52-E6E3-4F4B-9528-9EC88A0FE816},
411,13135050520,13135,"Census Tract 505.20, Gwinnett County",4907,476,3754,375,77.7,2,2414,275,50,3,1944,303,40.2,4.9,1076,277,22.3,5.3,212,158,16.3,11.7,2147,262,605,158,28.2,6.5,191,76,61,49,31.9,22,510,138,198,109,39,18.6,ARC 10,1378.48999023,3.38139009,1381.86999512,2.15388989,0.00528342,2.15916991,050520,Gwinnett,{59A46C37-8455-4568-93CB-9ECEC253C864},
492,13121010209,13121,"Census Tract 102.09, Fulton County",5748,675,4917,573,85.9,14.2,4554,514,79.6,13,598,243,10.5,4.1,804,429,14.1,7.3,0,25,0,2.4,3653,383,547,341,15,9.2,395,204,188,139,47.6,25,430,207,69,40,16,5.2,ARC 10,888.27502441,76.29380035,964.56799316,1.38793004,0.119209,1.50714004,010209,Fulton,{22C684C7-9CCF-4234-AF85-A0163E755DC1},
550,13121009700,13121,"Census Tract 97, Fulton County",3825,323,3780,306,98.8,11.6,3451,281,90.2,10.6,662,157,17.3,3.8,45,59,1.2,1.5,29,47,2.8,4.4,1506,175,0,13,0,0.9,64,36,0,13,0,20,616,163,16,27,3,4.3,ARC 10,2599.58007813,86.12090302,2685.69995117,4.06184006,0.134564,4.19641018,009700,Fulton,{430EA4EB-A26D-4B52-8CA5-A08792A96E2B},
908,13057090702,13057,"Census Tract 907.02, Cherokee County",7836,727,6155,599,78.5,2.3,4965,583,63.4,4.6,2048,420,26.1,4.8,1681,386,21.5,4.5,345,174,18.3,8.6,3833,493,818,286,21.3,6.9,275,142,175,121,63.6,29,1082,253,343,170,32,13.9,ARC 10,3920.39990234,19.15979958,3939.56005859,6.12561989,0.0299372,6.15556002,090702,Cherokee,{F20FB211-B549-40B6-AB7C-A09B9C0D084C},
386,13135050212,13135,"Census Tract 502.12, Gwinnett County",13365,625,12790,688,95.9,2.6,12221,671,91.6,2.7,1229,261,9.2,1.9,553,226,4.1,1.7,64,69,1.4,1.5,6069,445,359,181,5.9,3,135,90,0,20,0,15,1597,295,130,108,8,6.6,ARC 10,4064.88989258,126.58699799,4191.47998047,6.35138988,0.19779199,6.54919004,050212,Gwinnett,{0DC49CBE-557C-405F-9B02-A09BC8E6A7E4},
751,13089023112,13089,"Census Tract 231.12, DeKalb County",4368,459,3174,403,72.7,5.2,1594,278,36.5,5.1,1720,325,39.4,6.2,1194,214,27.3,4,115,82,10.3,7,2077,300,643,161,31,6.3,505,131,237,95,46.9,14,507,145,183,107,36,18.4,ARC 10,610.10198975,2.85159993,612.95397949,0.95328403,0.00445563,0.95774102,023112,DeKalb,{91326FBB-B1B4-4191-B72E-A0A96C12F84A},
331,13135050727,13135,"Census Tract 507.27, Gwinnett County",10872,740,9772,656,89.9,8.6,8475,632,78,2.4,2256,420,20.8,3.6,1100,407,10.1,3.7,241,201,8.3,6.8,5213,509,418,215,8,4,293,138,144,104,49.1,27,1299,345,284,149,22,9.9,ARC 10,4132.29980469,31.33469963,4163.64013672,6.45671988,0.0489605,6.5056901,050727,Gwinnett,{00C1FBF7-6A89-4F9A-922C-A0CFEA4E2343},
772,13089020400,13089,"Census Tract 204, DeKalb County",2520,210,2403,235,95.4,4.9,2326,225,92.3,4.6,291,116,11.5,4.5,117,68,4.6,2.7,0,18,0,3.5,1563,162,107,60,6.8,3.8,42,31,10,16,23.8,34,183,79,0,13,0,7.1,ARC 10,250.14700317,0,250.14700317,0.39085501,0,0.39085501,020400,DeKalb,{1F440489-6AD4-42C4-B4AC-A0FC05B51474},
581,13121005300,13121,"Census Tract 53, Fulton County",3606,284,3262,303,90.6,4.4,3031,273,84.2,3.6,360,155,10,4.2,338,185,9.4,5.1,15,33,2,4.3,2245,238,178,108,7.9,4.7,214,111,106,84,49.5,30,208,86,39,39,19,17.1,ARC 10,547.40100098,0,547.40100098,0.85531402,0,0.85531402,005300,Fulton,{AEB5A504-BF98-4DB6-B803-A11F6533A549},
398,13135050417,13135,"Census Tract 504.17, Gwinnett County",6030,624,3324,405,55.2,3.6,1463,303,24.3,4.4,2115,359,35.1,4.7,2698,424,44.8,5.3,325,195,15.7,9,2936,341,1764,336,60.1,9.1,159,77,114,56,71.7,6,733,189,495,158,68,12.7,ARC 10,647.22497559,0.59379399,647.81896973,1.01128995,0.0009278,1.01222003,050417,Gwinnett,{C68396B1-BE07-472D-B251-A15B33ED2493},
440,13121011202,13121,"Census Tract 112.02, Fulton County",4367,613,3069,454,71.1,2.9,1873,297,43.4,3,1514,364,35.1,6.8,1249,315,28.9,6,207,124,21.5,11.6,1860,351,529,210,28.4,9.9,441,160,241,108,54.6,14,671,179,251,109,37,12.8,ARC 10,792.77697754,0,792.77697754,1.23871005,0,1.23871005,011202,Fulton,{5E97BA20-5EB6-4FC0-99F8-A1FBCF883C79},
266,13063040515,13063,"Census Tract 405.15, Clayton County",7674,906,5853,669,76.3,12.6,3744,523,48.8,3.6,2639,537,34.4,5.7,1815,421,23.7,4.7,119,94,5.8,4.4,3188,418,838,287,26.3,8.3,680,369,328,253,48.2,26,1165,290,458,232,39,17.3,ARC 10,1458.85998535,26.62339973,1485.47998047,2.27946997,0.0415991,2.32105994,040515,Clayton,{43B23BB0-3A7C-48E6-911A-A217C1103944},
