OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOT_STUDENTS_ENROLLED_SCHOOL_YR,SUBSET_STUDENTS_GRADES_PK_5,SUBSET_STUDENTS_GRADES_6_8,SUBSET_STUDENTS_GRADES_9_12,PCT_GRADES_PK_5,PCT_GRADES_6_8,PCT_GRADES_9_12,STUDENT_SERVED_BY_SPECIAL_ED,PCT_SERVED_BY_SPECIAL_ED,STUDENT_SERVED_BY_GIFTED,PCT_SERVED_BY_GIFTED,STUDENT_IS_ENGLISH_LEARNER,PCT_ENGLISH_LEARNER,CT_RETAINED_STUDTS,PCT_RETAINED_STUDTS,CT_HOMELESS_UNACCOMP_STUDTS,PCT_HOMELESS,CT_STUDTS_PARENT_ACTV_MILITARY,PCT_STUDTS_PARENT_ACTV_MILITARY,CT_MID_STUDENTS_WITHDRAW_HOME,PCT_MID_STUDENTS_WITHDRAW_HOME,CT_HS_STUDENTS_WITHDRAW_HOME,PCT_HS_STUDENTS_WITHDRAW_HOME,CT_MID_STUDENTS_WITHDRAW_DJJ,PCT_MID_STUDENTS_WITHDRAW_DJJ,CT_HS_STUDENTS_WITHDRAW_DJJ,PCT_HS_STUDENTS_WITHDRAW_DJJ,CT_STUDENTS_WITHDRAW_ANY,PCT_STUDENTS_WITHDRAW_ANY,STUDENTS_ABSENT_0_5_days,PCT_STUDENTS_ABSENT_0_5_days,STUDENTS_ABSENT_6_15_days,PCT_STUDENTS_ABSENT_6_15_days,STUDENTS_ABSENT_16_MORE_DAYS,PCT_STUDTS_ABSENT_16_MORE_DAYS,CT_STUDTS_REC_DISCIPLINE,PCT_STUDTS_ABS_REC_DISCIPLINE,CT_STUDTS_OSS_MORE_10_days,PCT_STUDTS_OSS_MORE_10_days,CT_STUDTS_ISS_MORE_10_days,PCT_STUDTS_ISS_MORE_10_days,CT_GRD3_MILES_EOG_ELA_PRO_DIS,PCT_GRD3_MILES_EOG_ELA_PRO_DIS,CT_GRD5_MILES_EOG_ELA_PRO_DIS,PCT_GRD5_MILES_EOG_ELA_PRO_DIS,CT_GRD8_MILES_EOG_ELA_PRO_DIS,PCT_GRD8_MILES_EOG_ELA_PRO_DIS,CT_GRD3_MILES_EOG_MATH_PRO_DIS,PCT_GRD3_MILES_EOG_MATH_PRO_DIS,CT_GRD5_MILES_EOG_MATH_PRO_DIS,PCT_GRD5_MILES_EOG_MATH_PRO_DIS,CT_GRD8_MILES_EOG_MATH_PRO_DIS,PCT_GRD8_MILES_EOG_Math_PRO_DIS,CT_MILES_EOC_ALGEBRA_PRO_or_DIS,PCT_MILES_EOC_ALGEBRA_PRO_DIS,DENOM_TOT_GRD3_MILES_EOG_ELA,DENOM_TOT_GRD5_MILES_EOG_ELA,DENOM_TOT_GRD8_MILES_EOG_ELA,DENOM_TOT_GRD3_MILES_EOG_MATH,DENOM_TOT_GRD5_MILES_EOG_MATH,DENOM_TOT_GRD8_MILES_EOG_MATH,DENOM_TOT_MILES_EOC_ALG_TAKERS,GlobalID,last_edited_date
723,13097080507,13097,"Census Tract 805.07, Douglas County",3734,337,ARC 10,6224.89990234,52.14220047,6277.04003906,9.72640991,0.0814722,9.80786991,080507,Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7F0E156E-F57F-4ACD-9A98-C1B024FA13FF},
724,13097080402,13097,"Census Tract 804.02, Douglas County",7915,646,ARC 10,27700.09960938,78.02230072,27778.09960938,43.28139877,0.12191,43.40330124,080402,Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7CF9DAD7-4848-4E34-960B-3B9E1EE8A033},
725,13097080301,13097,"Census Tract 803.01, Douglas County",12471,862,ARC 10,5533.27001953,14.26589966,5547.52978516,8.64573002,0.0222905,8.66802025,080301,Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{11967ABF-28FD-4BD0-8B21-9E418458B836},
726,13089980000,13089,"Census Tract 9800, DeKalb County",0,13,ARC 10,158.60299683,23.78240013,182.38600159,0.24781699,0.03716,0.284978,980000,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{74AF0313-AA4B-4AD7-BCD7-EB03CB6FCF2E},
727,13089023428,13089,"Census Tract 234.28, DeKalb County",10126,851,ARC 10,1877.43994141,55.81639862,1933.25,2.93350005,0.0872131,3.02069998,023428,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B45376EB-04D4-43C0-A58F-D1D1D49E5A9E},
728,13089023426,13089,"Census Tract 234.26, DeKalb County",4601,525,ARC 10,1320.48999023,25.68190002,1346.17004395,2.06327009,0.040128,2.10338998,023426,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C1948F39-3E97-4179-A8A9-1BFDEEC3B11F},
729,13089021502,13089,"Census Tract 215.02, DeKalb County",4370,430,ARC 10,874.83599854,0.43095201,875.26702881,1.36693001,0.00067336,1.36759996,021502,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6DE94C9A-1969-4381-BD36-253738D09422},
730,13089022302,13089,"Census Tract 223.02, DeKalb County",4397,331,ARC 10,884.05401611,0,884.05401611,1.38133001,0,1.38133001,022302,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{ADF30B34-B548-42B1-AA64-86D79E6E6BF9},
731,13089022007,13089,"Census Tract 220.07, DeKalb County",4043,439,ARC 10,296.6539917,0,296.6539917,0.46352199,0,0.46352199,022007,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{80BF2F19-37FA-4352-A047-32DACBD1698E},
732,13089021602,13089,"Census Tract 216.02, DeKalb County",3776,350,ARC 10,788.05200195,0,788.05200195,1.23133004,0,1.23133004,021602,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D8A18F7E-D8B8-430B-B225-93E35403277D},
733,13089023803,13089,"Census Tract 238.03, DeKalb County",5419,535,ARC 10,1220.34997559,1.55799997,1221.90002441,1.90680003,0.00243437,1.90921998,023803,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{618DEF07-326C-4C11-AEA6-0E1AF136379A},
734,13089022402,13089,"Census Tract 224.02, DeKalb County",5952,450,ARC 10,768.47601318,23.10460091,791.58099365,1.20073998,0.0361009,1.23685002,022402,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69319ED1-8A27-4AB1-BF33-CFF08DB12FA7},
735,13089022700,13089,"Census Tract 227, DeKalb County",4732,341,ARC 10,556.68200684,0,556.68200684,0.86981601,0,0.86981601,022700,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{876B8287-F7B4-4743-9856-1DA7799F58FB},
736,13089022403,13089,"Census Tract 224.03, DeKalb County",3806,260,ARC 10,1213.94995117,2.22641993,1216.18005371,1.89680004,0.00347878,1.90028,022403,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{41F16B36-3C24-4DD0-B4B3-0F320350AACB},
737,13089023425,13089,"Census Tract 234.25, DeKalb County",5183,825,ARC 10,1235.97998047,34.52700043,1270.51000977,1.93122005,0.0539484,1.98517001,023425,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{873C29D3-DDA5-468E-BAFD-F1C7CA485335},
738,13089022204,13089,"Census Tract 222.04, DeKalb County",7557,1312,ARC 10,1020.42999268,0,1020.42999268,1.59441996,0,1.59441996,022204,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5BED4B85-AE8A-4D2E-A4CA-E108FD1EA75A},
739,13089023423,13089,"Census Tract 234.23, DeKalb County",7719,847,ARC 10,5673.52978516,63.95880127,5737.49023438,8.8648901,0.0999356,8.9648304,023423,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{BB24B847-37E0-40CA-AF9E-9B9F44B22758},
740,13089023419,13089,"Census Tract 234.19, DeKalb County",9792,849,ARC 10,3266.68994141,59.57509995,3326.26000977,5.10419989,0.0930861,5.19727993,023419,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B9BC13D9-A390-4CB4-9A10-7FF70228F93A},
741,13089023312,13089,"Census Tract 233.12, DeKalb County",9369,742,ARC 10,2132.18994141,53.15340042,2185.34008789,3.33154988,0.0830522,3.41458988,023312,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6CBC503B-E3A6-4604-ACA0-F0E6079CFDC5},
742,13089023311,13089,"Census Tract 233.11, DeKalb County",4919,572,ARC 10,1213.34997559,12.64760017,1225.98999023,1.89585996,0.0197619,1.91560996,023311,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{258ACFAC-8D89-4BA6-95E3-EE49084CEC10},
743,13089023213,13089,"Census Tract 232.13, DeKalb County",6253,505,ARC 10,1244.15002441,4.10936022,1248.26000977,1.94397998,0.00642088,1.95041001,023213,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7BCDD616-4310-458B-AE55-7EF31602B9DD},
744,13089022301,13089,"Census Tract 223.01, DeKalb County",6003,401,ARC 10,1046.33996582,0,1046.33996582,1.63490999,0,1.63490999,022301,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{EC71A816-84E6-42ED-8229-E28D43F4B6EE},
745,13089023602,13089,"Census Tract 236.02, DeKalb County",2392,219,ARC 10,676.72900391,2.76634002,679.49499512,1.05738997,0.00432241,1.06171,023602,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D5EDCD97-7B70-4604-9D21-23D3E5E45D98},
746,13089023504,13089,"Census Tract 235.04, DeKalb County",3294,492,ARC 10,541.29797363,1.21947002,542.51702881,0.84577799,0.00190542,0.84768301,023504,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4D3521A4-C1D1-4EC1-BE7D-60E5A64E29CF},
747,13089023411,13089,"Census Tract 234.11, DeKalb County",3922,406,ARC 10,719.48297119,1.26690996,720.75,1.12418997,0.00197955,1.12617004,023411,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{05954028-3626-486E-AF44-E52C586CA9D4},
748,13089023410,13089,"Census Tract 234.10, DeKalb County",3848,353,ARC 10,797.95001221,3.52076006,801.4710083,1.24679995,0.00550119,1.25230002,023410,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{98FEE7CC-2BBB-43BD-B986-8A0CB5A03D12},
749,13089023501,13089,"Census Tract 235.01, DeKalb County",3804,598,ARC 10,567.92102051,0,567.92102051,0.88737702,0,0.88737702,023501,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{04C72046-B4DA-4B19-B403-38FD3603AC0C},
750,13089023114,13089,"Census Tract 231.14, DeKalb County",2728,302,ARC 10,590.31500244,3.13923001,593.45501709,0.92236698,0.00490505,0.92727298,023114,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FF2A0059-EB1A-46E1-9117-FCD3829FDB63},
751,13089023112,13089,"Census Tract 231.12, DeKalb County",4368,459,ARC 10,610.10198975,2.85159993,612.95397949,0.95328403,0.00445563,0.95774102,023112,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{CC81E534-36FD-4EC4-B26E-2C0B945F662A},
752,13089021912,13089,"Census Tract 219.12, DeKalb County",3820,343,ARC 10,2826.44995117,20.25519943,2846.69995117,4.41632986,0.0316487,4.44796991,021912,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C1B02629-2ACF-4C9E-8880-F3FCE699840C},
753,13089021910,13089,"Census Tract 219.10, DeKalb County",5240,602,ARC 10,912.06799316,1.26393998,913.33197021,1.42510998,0.00197491,1.42708004,021910,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8C4E1623-0BA7-4025-9F8F-86DB0E7B7BCF},
754,13089021604,13089,"Census Tract 216.04, DeKalb County",3084,193,ARC 10,858.45898438,1.61903,860.07800293,1.34133995,0.00252973,1.34387004,021604,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{482F93B0-3D67-46D5-9424-FFEA86CF1B2D},
755,13089021504,13089,"Census Tract 215.04, DeKalb County",5115,409,ARC 10,918.69500732,9.82763004,928.52197266,1.43545997,0.0153557,1.45081997,021504,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1C0C889D-C8F2-4930-BFAE-2847AFEE8170},
756,13089021503,13089,"Census Tract 215.03, DeKalb County",4260,466,ARC 10,475.86499023,2.92227006,478.7869873,0.74353898,0.00456605,0.74810499,021503,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D7F3C39C-CC84-445C-9815-9F95836AF0AB},
757,13089023107,13089,"Census Tract 231.07, DeKalb County",4697,528,ARC 10,927.31298828,0,927.31298828,1.44893003,0,1.44893003,023107,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F35B4AB8-3870-488E-8AA3-FF35293CF2E0},
758,13089023418,13089,"Census Tract 234.18, DeKalb County",20092,1855,ARC 10,12500.59960938,169.09199524,12669.70019531,19.53219986,0.26420599,19.79640007,023418,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B0DD254E-5ECF-4D7A-A9CF-FDD192389D9D},
759,13089023101,13089,"Census Tract 231.01, DeKalb County",4587,444,ARC 10,875.35601807,1.16708004,876.52301025,1.36774004,0.00182356,1.36957002,023101,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D1A8C8C3-0F81-4C9C-B3F2-CEEBFA1CF4A1},
760,13089022401,13089,"Census Tract 224.01, DeKalb County",3637,352,ARC 10,662.53100586,0.459122,662.98999023,1.0352,0.00071738,1.03592002,022401,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6CA32D50-0F32-4161-BAFA-F40F32E0D3E8},
761,13089020900,13089,"Census Tract 209, DeKalb County",5546,616,ARC 10,1100.91003418,0,1100.91003418,1.72017002,0,1.72017002,020900,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5A272199-F820-4F39-8F90-E68B08C4A226},
762,13089020700,13089,"Census Tract 207, DeKalb County",2256,235,ARC 10,312.56399536,0,312.56399536,0.488381,0,0.488381,020700,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B61ED105-D64D-4063-A667-3A0317DCA693},
763,13089020600,13089,"Census Tract 206, DeKalb County",2190,348,ARC 10,273.61599731,0,273.61599731,0.42752501,0,0.42752501,020600,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{240BAAB2-A07F-420E-B6DF-0C27D90991CF},
764,13089020500,13089,"Census Tract 205, DeKalb County",3145,372,ARC 10,416.67999268,0,416.67999268,0.65106201,0,0.65106201,020500,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{867B06B4-456B-44FC-A5B6-6970DA68D75F},
765,13089021410,13089,"Census Tract 214.10, DeKalb County",5586,449,ARC 10,671.7210083,4.8141098,676.53497314,1.04955995,0.00752205,1.05709004,021410,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1BC01C92-D3AB-482F-845D-A53D49E967D3},
766,13089021216,13089,"Census Tract 212.16, DeKalb County",8057,750,ARC 10,896.7869873,0,896.7869873,1.40122998,0,1.40122998,021216,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{772A955C-658D-496A-B80F-1AD7D5AA5239},
767,13089021911,13089,"Census Tract 219.11, DeKalb County",2301,632,ARC 10,225.92799377,4.59492016,230.522995,0.35301301,0.00717956,0.360192,021911,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{ED768911-3456-431D-B609-4DB988929D72},
768,13089020802,13089,"Census Tract 208.02, DeKalb County",4365,491,ARC 10,691.08300781,0,691.08300781,1.07982004,0,1.07982004,020802,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{34AAE7F6-EA6C-4634-97A7-D36CF7016FD9},
769,13089021416,13089,"Census Tract 214.16, DeKalb County",2409,338,ARC 10,192.16999817,0,192.16999817,0.300266,0,0.300266,021416,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6000CDA0-8F9B-48C8-9D4C-8410D63A7231},
770,13089021413,13089,"Census Tract 214.13, DeKalb County",4266,451,ARC 10,238.73399353,0,238.73399353,0.37302199,0,0.37302199,021413,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D10D4E48-9099-4DEC-A16D-349D4203EB0E},
771,13089021411,13089,"Census Tract 214.11, DeKalb County",3455,227,ARC 10,411.99499512,0,411.99499512,0.64374202,0,0.64374202,021411,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B608DF80-41CD-4198-B705-AE7680D6D230},
772,13089020400,13089,"Census Tract 204, DeKalb County",2520,210,ARC 10,250.14700317,0,250.14700317,0.39085501,0,0.39085501,020400,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C1763122-862C-4001-9A2E-466C78A551A1},
773,13089020300,13089,"Census Tract 203, DeKalb County",4056,319,ARC 10,468.69299316,0.124788,468.81799316,0.732333,0.00019498,0.73252797,020300,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D84D4E8E-8614-4411-AB5A-A9D93E53B1CD},
774,13089020100,13089,"Census Tract 201, DeKalb County",2006,142,ARC 10,274.22601318,2.96601009,277.19198608,0.428478,0.00463439,0.433112,020100,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D3A226C9-0D89-4136-BF1D-BBEEF87B2622},
775,13089023802,13089,"Census Tract 238.02, DeKalb County",4426,874,ARC 10,2366.06005859,15.88739967,2381.93994141,3.69696999,0.0248241,3.72178006,023802,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9F82EC68-8B64-4F70-837D-453373E02FD0},
776,13089023801,13089,"Census Tract 238.01, DeKalb County",3822,377,ARC 10,1054.47998047,6.62119007,1061.09997559,1.64761996,0.0103456,1.65796995,023801,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{986CA2EE-0526-4F8E-B8AE-9A0F79619110},
777,13089023700,13089,"Census Tract 237, DeKalb County",5488,703,ARC 10,1166.41003418,2.76732993,1169.17004395,1.82252002,0.00432395,1.82683003,023700,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FFF0721D-1763-41B6-8836-F48EBDACF904},
778,13089023506,13089,"Census Tract 235.06, DeKalb County",5902,573,ARC 10,1327.47998047,0.87154102,1328.34997559,2.0741899,0.00136178,2.07555008,023506,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{ADB55335-CA56-4912-BFF8-A3DD86381896},
779,13089023505,13089,"Census Tract 235.05, DeKalb County",2728,356,ARC 10,538.38800049,0,538.38800049,0.84123099,0,0.84123099,023505,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{31CB0B00-8CF2-4659-B468-E564F4C15E40},
780,13089023427,13089,"Census Tract 234.27, DeKalb County",2936,305,ARC 10,1125.82995605,4.81287003,1130.64001465,1.75910997,0.00752011,1.76663005,023427,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{3657CB57-1A64-42E7-A6DB-05AFF7B0E897},
781,13089023424,13089,"Census Tract 234.24, DeKalb County",5948,561,ARC 10,1732,16.42020035,1748.42004395,2.70624995,0.0256566,2.73190999,023424,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{08169BB6-7306-4AE6-8999-DC27059F5B2D},
782,13089023422,13089,"Census Tract 234.22, DeKalb County",5431,442,ARC 10,2230.58007813,23.8560009,2254.43994141,3.48528004,0.037275,3.52255988,023422,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0FEDE1A9-7808-4973-B8C8-01C3FB01EF3C},
783,13089023421,13089,"Census Tract 234.21, DeKalb County",8250,991,ARC 10,1513.47998047,33.82279968,1547.30004883,2.36480999,0.0528481,2.41766,023421,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0905016E-E809-4B40-BF3E-B8C545B62DCA},
784,13089023315,13089,"Census Tract 233.15, DeKalb County",4969,517,ARC 10,5756.79003906,89.70320129,5846.49023438,8.99497986,0.14016099,9.13514042,023315,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{EDC3DFEB-A758-401E-8310-66FF164CEE2D},
785,13089023314,13089,"Census Tract 233.14, DeKalb County",5426,618,ARC 10,1263.82995605,31.12050056,1294.94995117,1.97473001,0.0486258,2.02336001,023314,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B5B0602E-0D17-4475-A9E3-D05CF0C15FE9},
786,13089023115,13089,"Census Tract 231.15, DeKalb County",2415,147,ARC 10,167.51199341,0,167.51199341,0.26173699,0,0.26173699,023115,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7D6F4BD5-D968-4997-BC3A-461C94709EBD},
787,13089023413,13089,"Census Tract 234.13, DeKalb County",3515,362,ARC 10,988.75897217,15.05290031,1003.80999756,1.54493999,0.0235202,1.56844997,023413,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{EC7EA6D0-BF5C-496B-B5CE-9677B883AC6D},
788,13089023414,13089,"Census Tract 234.14, DeKalb County",6266,837,ARC 10,1696.07995605,16.40209961,1712.48999023,2.65013003,0.0256283,2.67577004,023414,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{608B47F0-1014-4A9E-9CCF-3BF0C63DE1EB},
789,13089023206,13089,"Census Tract 232.06, DeKalb County",7801,821,ARC 10,1789.48999023,5.7701602,1795.27001953,2.79608011,0.00901587,2.80510998,023206,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9B6BFD7E-3D22-40A2-AA90-561B73994DE0},
790,13089021907,13089,"Census Tract 219.07, DeKalb County",8925,703,ARC 10,5345.41992188,431.83898926,5777.25976563,8.35221958,0.674748,9.02696991,021907,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{65949636-084A-4E80-ADF2-91172CBA8969},
791,13089023204,13089,"Census Tract 232.04, DeKalb County",6980,795,ARC 10,1651.93994141,18.89119911,1670.82995605,2.58116007,0.0295175,2.61067009,023204,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{023C8DE9-F586-45AD-BE82-45FE22581E75},
792,13089023113,13089,"Census Tract 231.13, DeKalb County",3153,437,ARC 10,500.67999268,2.20369005,502.88400269,0.78231299,0.00344327,0.78575599,023113,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{567BDABD-FFD7-49CC-BE41-35CF2018E378},
793,13089022010,13089,"Census Tract 220.10, DeKalb County",2333,268,ARC 10,307.51199341,4.9018302,312.41299438,0.48048699,0.00765911,0.48814499,022010,DeKalb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{747B54F1-9BCC-497F-BA8B-D59F71E74108},
