X,Y,OBJECTID,EXIT_,INTERSTATE,GlobalID,last_edited_date
-85.444573863582164,34.971387114508374,194,167,I24,{9078BC0A-36F5-452D-B4FD-AFD2F5E99CAA},
-83.626743232142545,32.847389978552954,195,1A,I16,{2290A518-73A2-432F-B638-D918D91CF7D3},
-84.34031530367632,33.66793746059345,196,53,I285,{6272F3F5-7DFC-4A30-9515-C464A52A557F},
-84.453346511765986,33.641413119779358,197,72,I85,{70FD9ACC-873C-40BB-AD40-23DBCFEB288F},
-84.392644635195978,33.793994101308321,198,251,I85/75,{F31C7196-6616-4F7B-B850-FB1C7E6C5D74},
-83.812491862536788,32.95794715059801,199,177,I75,{9031EB3C-A70E-481C-B05A-4291152B03C9},
-83.569407305803153,32.799887715193385,200,6,I16,{FA2949AC-56FD-4D2A-B1AA-5B1115AE4BF4},
-83.619582468971103,32.839846227953849,201,2,I16,{90F6E84C-2DED-4135-B93F-B092255E7B44},
-83.623599128845925,32.843042446248681,202,1B,I16,{0C982749-6067-494F-8C2B-BE1C8C742516},
-83.447365294038534,32.658046753005479,203,18,I16,{9FAAFCE9-6D82-423E-886F-2E7BFB058315},
-83.090743032227635,32.521904024268608,204,42,I16,{55C12C5C-5C2E-4ECF-B931-94804F209195},
-83.369973972750159,32.623738350144635,205,24,I16,{195C4217-FFD4-4857-9047-C73AA652BA30},
-83.312732965271849,32.598291245480439,206,27,I16,{9F386D21-272A-4921-A556-AA7B3E3E18C4},
-83.23710029475194,32.573045128677066,207,32,I16,{DAFFF8B9-A748-42D3-A96F-BE048333404D},
-83.130951690589896,32.534987248430191,208,39,I16,{48A6932F-19A5-41B7-8E2F-ADFF793FA66A},
-82.680264000009714,32.437854434197405,209,67,I16,{63BF5FC1-9B7F-4CC8-9FBD-272C739CA351},
-82.978831127902595,32.497241304153953,210,49,I16,{9070D266-EB74-4FE5-BEF6-42DEE8DBD812},
-82.935441200206895,32.487825371916813,211,51,I16,{66519CFD-B6C4-4209-B0F4-7D9634B5962C},
-82.895687466154101,32.485300842245167,212,54,I16,{98DF6015-8B27-4E97-8380-7154049694E4},
-82.815510966241661,32.47195852217979,213,58,I16,{76A9DC10-13AB-470F-8DA6-71BEF18A7EA1},
-81.102480293853645,32.072084623350769,214,167,I16,{C24166C4-9BF3-4416-A71C-0C29460DCA3C},
-82.607607812403458,32.434263525873398,215,71,I16,{B1086811-3936-4B80-8BF9-202FA011D0FE},
-82.500647331510621,32.435023820122872,216,78,I16,{02816CFB-F005-48B5-B5EA-B381623B5FBE},
-82.165900273786406,32.37446361879956,217,98,I16,{48BA009F-C33D-47DA-91A9-7923E60EA12F},
-81.115931789329011,32.06711064467757,218,165,I16,{341DC882-D5EC-4EA9-9239-D4739257D26C},
-81.107104934512591,32.069971992973954,219,166,I16,{BA58ABFC-53D5-450B-B8F1-9D1ED5D898D1},
-85.188328601750541,33.689100599417266,220,9,I20,{52BD2FA1-1FF9-47CE-A339-12AB8A5E28C7},
-85.151073890589373,33.685567477897933,221,11,I20,{CA9E8696-1B0E-4926-8D8F-2318578C8476},
-84.900741515543984,33.724913520397479,222,26,I20,{D15DD909-D8CC-4D2A-9FEE-580591AAF70C},
-84.832793180887691,33.719001545525543,223,30,I20,{B291F690-847F-4CDB-8B0E-F7725C8F659E},
-84.762169268010268,33.728040145800655,224,34,I20,{D47E9E1B-4328-4CD4-93D3-8753EFA4D8FC},
-84.737423707419268,33.732831210484093,225,36,I20,{72D83087-949F-4A20-B29B-4C1BF3FF2533},
-84.715526612428263,33.750681793412532,226,37,I20,{506E4AE6-3927-481D-A854-9FF6A74691DC},
-84.65202045518383,33.768611918097612,227,41,I20,{127C22F7-684B-4DA6-9AAB-457A9C3887CA},
-84.605561507647138,33.776824762317283,228,44,I20,{4B915E03-71C8-45E3-B07A-9A5147647327},
-84.560449176493037,33.773828910888547,229,46,I20,{59CEC3BA-E1CE-4496-BAF6-D94735D3200D},
-84.559462213356355,33.773810247071296,230,46A/B,I20,{CF2F5EF0-1AE8-461F-8EA3-9CA0D2594CEF},
-84.551949804068173,33.772847177835295,231,47,I20,{C5BCB241-C9EE-490A-9FDE-3A072666F499},
-84.527296904750784,33.766470492877815,232,49,I20,{3C88BEE6-0FAF-4F40-9ED1-1EFECCA9958D},
-84.4304225821203,33.746529991935745,233,54,I20,{50ED2BFF-C44B-49DC-8558-C86FAE73A7A3},
-84.495479979377976,33.765753610700074,234,51A/B,I20,{8722A522-7ADD-43B8-9823-F4DE20F3E634},
-84.387758445461287,33.744145619060383,235,58A,I20,{4B4D0C83-6E25-4811-919F-9DAA509F9ABD},
-84.414058027204987,33.741408033812647,236,55B,I20,{9980935E-CC43-4520-AF6A-0436FC0430D9},
-84.403563220201036,33.74267940407757,237,56A/B,I20,{91C5BAB5-1598-431B-8690-742411B20102},
-84.446104644831024,33.751375959425353,238,53,I20,{EB626292-DAED-4BC9-AC0D-9F3CC876EDA6},
-84.417668095989711,33.741522334356155,239,55A,I20,{418D3342-6382-437B-B54C-81B923B76587},
-84.389942689130038,33.745081830252126,240,57,I20,{F0372C46-F981-4DF0-A611-B3471B4A2D9C},
-84.334322668248063,33.744637099837604,241,61A,I20,{9B3849FE-E336-4FFA-B54C-C55BA296FF44},
-84.379363735105926,33.743335180530885,242,58B,I20,{9CE22F90-4295-461E-A935-7FF1DBB7F4A9},
-84.368139631037707,33.743353935550076,243,59A,I20,{5403BB38-8210-4E29-A2BD-2AF707754C62},
-84.358205546546955,33.743537205465977,244,59B,I20,{1FFB7682-E7E4-430D-945E-BB1DF41E8E7F},
-84.328370321926755,33.739755699255305,245,61B,I20,{F4AF760B-B157-4B76-B459-B10F59D1DE5A},
-84.323955516457644,33.72679380135029,246,62,I20,{A2066267-17D7-46AE-AAD1-5EEF392BAE52},
-84.310457645215834,33.716006431194764,247,63,I20,{F2817B40-4FDE-4264-8A16-3265E713E6AF},
-84.116524744986165,33.701312508558985,248,74,I20,{C9FA6B74-9D91-4727-BA57-44DEC43E49E9},
-84.272165492878045,33.71361631329593,249,65,I20,{0043F251-2043-455F-8C78-CF5B45357B2C},
-84.217369047281849,33.711695549356577,250,68,I20,{A0DCA104-9644-4E8F-8281-17A034EAAF0F},
-84.170254515617714,33.703439295274165,251,71,I20,{60FA87FF-C9A7-405D-90AA-D14D80072C34},
-84.088594265232402,33.700345982464647,252,75,I20,{9D06BC3A-A514-4EAC-9C92-E15086FD3104},
-84.029503894181431,33.664828101313006,253,80,I20,{63600BFC-BD58-44C4-86BE-F9DCEEEF1C27},
-84.005550728375425,33.653663688151774,254,82,I20,{50F053AD-3A5E-413D-95E7-11BD3EF9FD9E},
-83.977685039592885,33.635385312330286,255,84,I20,{BD70B9BD-514B-4559-A010-6AA57C8136DE},
-83.844979745742506,33.615320035893248,256,92,I20,{15CC35C7-BF54-4BF7-98D1-91C7BA420B17},
-83.474525571956789,33.555281109302179,257,114,I20,{6802330C-0EF4-4E69-9AEE-D5F0AA68F681},
-82.617624951829839,33.49529327207491,258,165,I20,{B7A5C27D-DCB3-4D5D-A8D1-55FD6C4982C9},
-83.498930512269496,33.56115741569716,259,113,I20,{809ADBDF-74A9-4BFE-81A5-ABC01DA2B7A7},
-83.357874862520987,33.551351000802512,260,121,I20,{00716E8C-C55C-4B8B-8A5A-5398184D28DF},
-83.205340354583328,33.545792558665639,261,130,I20,{0A8688B9-2FBF-4E31-B441-498A1D0AC0DD},
-82.7130554629355,33.502566670619615,262,160,I20,{C6CB857C-AA29-4A8B-A19E-46737F687281},
-82.502378554447574,33.511345347112766,263,172,I20,{765289C0-286D-4BF4-8BBA-EEF12DCA642F},
-82.446699061901015,33.511248448162711,264,175,I20,{6E023A89-F85A-4D6A-8C22-6A70329EEA6C},
-82.131433947566819,33.482475497353086,265,194,I20,{37BD2109-F98E-4828-99F4-A13D93E494A7},
-82.107850642951163,33.487816424769598,266,195,I20,{7A276EEF-2C49-4CFF-B4AB-9AD14040370B},
-82.030876151578823,33.521658938119955,267,200,I20,{1DCC30D8-34B9-4874-8239-1376156CFC5E},
-83.547276627529115,31.570162557483592,268,71,I75,{9C403484-3100-47EB-88C3-53B5A2D5FB5F},
-83.576425878247392,31.626657719016006,269,75,I75,{2F30B1E1-6267-4D0A-96DF-E037F9DFC135},
-83.993584279859164,34.056881639349896,270,115,I85,{91F3844F-2F90-4B94-AB7A-7F613E023D64},
-83.91780349838659,34.075183007862741,271,120,I85,{2D8F3CB5-296B-460E-9292-3C58AC6DEA43},
-83.812234430561816,34.097049605979414,272,126,I85,{B08BF774-2F0C-4339-A497-A9F4750EBE4C},
-83.762263150385394,34.117530537463949,273,129,I85,{961A4C7D-DC57-42D8-9003-F2D0AF7E707C},
-83.646049988109965,34.152420846554655,274,137,I85,{F3953AEC-9E47-4E0C-A893-39BE7F1E7F37},
-83.59382274697829,34.186375762196434,275,140,I85,{4C5A00DE-F5D5-423C-A9C0-AFF81F495605},
-83.499740500680147,34.229725038798534,276,147,I85,{E2106B54-1B64-4443-83FC-8D9CC0C80C07},
-83.463090266189184,34.254902019996081,277,149,I85,{ED936113-C8FE-421A-AE0A-7E348A5086D9},
-83.406566912072847,34.298128275252495,278,154,I85,{89531DD8-77CC-421F-804B-47301FF2F16C},
-83.318443217005594,34.346529162930437,279,160,I85,{A51E9310-C157-46A6-8428-65661B1154C8},
-83.2579758500857,34.375090145999216,280,164,I85,{EEDE98ED-4874-4AA9-8D36-8C0D90580B14},
-83.228595466487363,34.391528265354552,281,166,I85,{36B558FC-5900-46DA-8C4B-F6F0CA5FF740},
-83.122365871960881,34.44687761540969,282,173,I85,{D8710186-F439-4C28-B510-A977F90539EF},
-83.058261132078044,34.473850359539043,283,177,I85,{822EC751-856A-4A61-A614-54F26C1B8423},
-84.159223868848912,33.93650061737516,284,102,I85,{C40DDE1C-701E-4B04-A0E8-31BB08BE2450},
-84.130073855294441,33.952362357756734,285,104,I85,{DE5F34F8-AD20-49BB-BC15-DF370900EDE6},
-84.176359289441493,33.928688053588409,286,101,I85,{2EED2E04-7A20-4BC0-868A-339D74CC7B4B},
-84.074035116332951,34.001704936010348,287,109,I85,{821E980A-9F5B-4FBF-94FC-5D477AAB432B},
-84.08999840278581,33.976885986865724,288,107,I85,{76586B00-9D5A-4187-8CC1-D2AFD81F7750},
-83.993347484968012,34.086992734611222,289,4,I985,{53ECA713-7F03-41C4-B007-7839C6FAAD55},
-83.950190506061503,34.140105368785072,290,8,I985,{2AD6AE35-E241-452D-AA78-F7D3561F1B70},
-83.914362557331032,34.178824121183325,291,12,I985,{77BDE8C1-F3D3-4A51-8402-24E998189057},
-83.865630411365856,34.225501842084803,292,16,I985,{EAC1DB5C-B8B1-46CA-87B6-57595D692509},
-83.818883057890574,34.268364768569512,293,20,I985,{422E790E-A0CF-4037-9F66-D3BB0138E111},
-83.805837002860656,34.285230731910886,294,22,I985,{E9084002-0055-403E-A910-35BCCAE4729D},
-83.788606463443116,34.31637883006443,295,24,I985,{76F7BD29-2E8F-4F9F-BB4B-98B92E7DD428},
-83.875696099904246,33.607292514565991,296,90,I20,{12A83AA1-6BD5-4259-BFA0-D6E4F17E3E62},
-84.252439214929723,33.716102685672119,297,66,I20,{FD82D651-382A-4540-8DE0-38376830D058},
-84.063704444448334,33.683083566726182,298,78,I20,{ED8497A8-33BC-4217-9730-CA38D753029B},
-83.630546624983268,33.593036658454487,299,105,I20,{BEDFB902-AB73-4BB0-8664-BE459CC03A90},
-83.825146016573811,33.612670460453138,300,93,I20,{9818BA4C-2DBE-4B8D-976B-89DA436ED4DC},
-83.750109024871563,33.612386537264079,301,98,I20,{B33464CC-7ACA-487D-B0A5-FD67F14B60E0},
-83.699595881483248,33.609485416632737,302,101,I20,{96E6369E-433B-4570-8941-8F9E3B3D78B3},
-83.079763903543622,33.544085390417905,303,138,I20,{2C28C70B-8E93-40E8-A984-C6917800D3A7},
-82.91038778117003,33.529778574815317,304,148,I20,{03A3BAA6-E73C-4CAF-8569-2EE7F18974B1},
-82.804199688119382,33.498958532974505,305,154,I20,{6376BB82-81FD-4B1A-99B8-4DDE95642AE5},
-82.315333656450534,33.496770443042251,306,183,I20,{82954952-EBB8-4F8E-8884-8955A3002B5A},
-82.199209609977359,33.483763391215632,307,190,I20,{57CB12CB-0879-4E98-BEA5-D7C640AA7F07},
-82.084358473117874,33.493369509905897,308,196A/B,I20,{6775E592-C09A-46A8-A4DD-5DFA9010C955},
-82.042636649556854,33.512010547042749,309,199,I20,{AC11690B-A718-40C5-A674-808CABD3F179},
-82.392207524281233,32.418222257337554,310,84,I16,{69959EEA-CD9B-4CB6-959C-DC17FB30144D},
-82.307465639260599,32.401022300449803,311,90,I16,{AD3FEC20-2BEA-4E65-A56E-A09ED8F26DC4},
-84.739478298552896,34.118699551684053,312,283,I75,{3FB946D8-A619-44F7-A993-234170E961C4},
-84.738903392059456,34.142527464403685,313,285,I75,{D54675DD-CB4A-4D11-B4E2-00FF7E249300},
-84.759171452760228,34.174626506156066,314,288,I75,{364FBDCB-FAE2-475D-8A44-45743792EA84},
-84.761553420553156,34.206444470343726,315,290,I75,{DEF09242-12C2-42B7-B5CD-69BDAFFDC4D6},
-84.77349730405281,34.245395622835737,316,293,I75,{61AFD2BF-A581-47FE-AD25-508590AF7936},
-84.911092386911989,34.3772205885208,317,306,I75,{842B2A38-C8DC-4F9A-A103-A6CA014C4886},
-84.811322438704863,34.273202652813481,318,296,I75,{F72DA833-241E-41CC-82B4-441B42EF5A9B},
-84.919056409696282,34.471174515497474,319,312,I75,{77A32CDC-079E-4CB8-8986-49BA3E28D73C},
-84.918601267833623,34.511759634089849,320,315,I75,{6EB41593-EAEC-44B1-9106-AA9AAFA9F6AA},
-84.921607331943818,34.541100707640609,321,317,I75,{96D6A22F-3BEE-47F8-9520-6FD30FE65C9F},
-84.936049431193553,34.556875530604742,322,318,I75,{36E51CAF-40B8-4045-A6FE-7D187971CD4E},
-84.983983421422735,34.653573545331831,323,326,I75,{4068666E-AC23-463E-84C0-86E71C7D16FF},
-85.001968305998318,34.687638746585748,324,328,I75,{6E1BA948-A34D-4A1F-A3DD-93AFF1851586},
-85.001115425865564,34.793564623654305,325,336,I75,{96BE94B8-3DB8-45F6-9352-3F9071C387C3},
-85.001954291576268,34.7610197229967,326,333,I75,{920E0DE8-7886-41A1-97E1-B6F80BE804EB},
-85.025452575095386,34.860589655263823,327,341,I75,{6858B899-5D28-4784-B532-543D895E62D8},
-85.074604419952976,34.892729539169096,328,345,I75,{765FCD18-8A96-45E5-868B-2454D4594A4B},
-85.126748368102966,34.910293784413852,329,348,I75,{52B0A7AB-2655-4FF1-A641-8F217BC54AA8},
-85.152563625068666,34.928108547851799,330,350,I75,{F7E7C3CE-4D7A-4EEF-8E1A-A380A7F756DE},
-85.191330430480278,34.967781532461522,331,353,I75,{3EDEC7CC-0197-4A4C-AC70-C12CF72C304F},
-84.535457326928253,34.085502603825013,332,7,I575,{FF4E1D9C-1352-4B69-83A8-71334393BE49},
-84.530880233217616,34.102467515324015,333,8,I575,{888A9BF1-A7AD-4006-B788-06947B74DC29},
-84.516773416369929,34.146053595861694,334,11,I575,{014913BB-469A-4FEE-8A62-1EA74A326472},
-84.505646290112196,34.189316609704967,335,14,I575,{D10CF511-CFAD-4CAE-A7E4-4FC748A96D03},
-84.489293360435951,34.219498397052064,336,16,I575,{DEFAFFED-B6B4-4AF1-A536-C0AB2A584296},
-84.46716028781573,34.254024509167294,337,20,I575,{C6426A4D-B834-49C2-871B-359D063F8D5D},
-84.423667337567181,34.300679482929951,338,24,I575,{35A3E662-DBE1-489D-99CB-CC81A22BC592},
-84.394420292763655,34.328084682171664,339,27,I575,{B812B07E-0CF4-4EA3-817F-F9214869AB87},
-85.515995663110829,34.869538683491754,340,11,I59,{5CA24051-3F24-4670-903B-BF5CF3874175},
-85.540272609464779,34.772236698515314,341,4,I59,{52944040-6309-4D73-8BC9-802ADC2599E9},
-85.47599744304631,34.942580700818667,342,17,I59,{A503F4DB-0347-49AC-995B-BC8153B7F35A},
-85.417001529458602,34.977465540706348,343,169,I24,{F8024756-9ABA-4851-AB65-E0DB5000A851},
-84.939370286120919,33.722389315517908,344,24,I20,{CC558390-AC9E-4D6A-B9E1-BEA8BA617DDA},
-85.262183488876346,33.684579357548195,345,5,I20,{1D8BC558-C173-49DD-9966-771DEC27627C},
-85.027174286794718,33.716645394441642,346,19,I20,{4ECA0E30-1301-49D9-8BAF-D7CFDEFA0969},
-82.066729364167429,32.374378311817409,347,104,I16,{E0B1A778-9F81-4030-8245-6604277834BC},
-81.95268130303235,32.338248162767968,348,111,I16,{A88212FA-4488-4356-A24A-0D9C98B3DA51},
-81.873660528321224,32.307838080846921,349,116,I16,{E08542E8-5C1D-4692-B312-AB867BE5904C},
-81.712555307361569,32.256074289330606,350,127,I16,{41CAC697-D5D8-409A-A0E7-D52E818F027D},
-81.623780430053685,32.230133177235032,351,132,I16,{CDEDB327-2831-4DEE-84BD-B3CC649A9E5A},
-81.538817411795407,32.219359172615732,352,137,I16,{89B73897-CAE1-48EB-B590-5C0A59E84D5D},
-81.460197365640056,32.181281253826029,353,143,I16,{D7B24F09-A093-4896-9F68-1F7D32A29DD6},
-81.387010360732816,32.124745271135779,354,148,I16,{C32D5ACD-DE07-43B0-83A1-1BCDB3D27353},
-81.323391366098534,32.099684262065097,355,152,I16,{8DFCF389-FD79-4F4A-A7CF-4E0958CC0C9B},
-81.245973256302193,32.074225080492361,356,157A/B,I16,{A82C2DF9-6E7E-4BA2-B5A9-A8CE51AA1E03},
-81.202538058218977,32.070190226999387,357,160,I16,{04CA3A45-B695-4461-9BF4-BDEE57F3EE2C},
-81.161003109025728,32.070485196825409,358,162,I16,{31D788EC-F545-4794-979E-C97BF76143EB},
-81.134998154238758,32.071409076839366,359,164A/B,I16,{569E27A3-D06E-4F78-A328-BEBF208700D7},
-81.331085097416889,31.927874106999077,360,87,I95,{470FAAB6-EEEC-4F86-B630-A54B52DF1FCF},
-81.329105311963616,31.960098167166922,361,90,I95,{32C1B5A4-4132-448C-98DE-73F124ACCA29},
-81.283396067229859,32.004637090846899,362,94,I95,{DB646411-76D3-49D6-BF5F-43A1EA3D1949},
-81.245973256302193,32.074225080492361,363,99,I95,{7791BBF3-9531-4620-8F5F-07C99399B8B2},
-81.23793635429108,32.112499283120769,364,102,I95,{001DB47F-2F88-4BBD-9E39-D7EBA2E78F19},
-81.240761170742275,32.141051121485262,365,104,I95,{F1750026-95C4-4E64-90A1-11DCC36A28A0},
-81.194763254038818,32.191296106199822,366,109,I95,{8B63226B-9046-49B7-9FD5-82CF8B2125FF},
-81.378632310372794,31.778300096562475,367,76,I95,{2BC9C197-256A-4363-BDA2-AA483DD8BBE7},
-81.394835342700262,31.653999989838407,368,67,I95,{ED7B7373-3955-4EBE-BDDF-9F743551918E},
-81.448691115733467,31.396389946276908,369,49,I95,{5CB27EC6-DE12-43D3-A2B1-B8E6DB66A506},
-81.479946162208464,31.306113873349425,370,42,I95,{3EBD081F-29A3-47B9-BCCD-A9916FD9BB3B},
-81.502916146975664,31.241429003544841,371,38,I95,{21AA228B-5BA5-4436-BF06-20C5FF08A6FF},
-81.522559405391419,31.220985841541577,372,36A/B,I95,{79F9CFC2-98DD-4E18-AA4F-C3F675F965A9},
-81.574973287700658,31.13773199582905,373,29,I95,{A6EB6740-5821-4092-8687-5361E4D332FA},
-81.686393259553071,30.945901941522308,374,14,I95,{4A97DB65-D977-45C2-9B02-5FC5EC757A03},
-81.672215195967894,30.846582840464912,375,7,I95,{156A492E-547C-4FD8-BF15-BEADC1BDBF87},
-81.66657729675093,30.825543827365813,376,6,I95,{B41166FB-B047-4073-B9B5-4728F852AE5F},
-81.658920214649839,30.790643778374999,377,3,I95,{2C818C90-F4E0-4EA0-AF5F-CEEBDBB8F289},
-81.652361133957342,30.759240787810256,378,1,I95,{0FA49BDD-8071-40B7-B3CC-4C45AEE6E3D7},
-83.758633939618278,32.004639154669967,379,104,I75,{F7967943-BCAE-4F7B-BC3C-16D63AFFC40A},
-83.751487050635632,31.959973981793659,380,101,I75,{46D710CA-3D53-4669-A8C0-F91B4A22BC7C},
-83.747552037014017,31.934625110876532,381,99,I75,{844BC5F3-8FA1-4D8C-98CC-0CE5FEA03BF7},
-83.737699912417526,31.906879047348955,382,97,I75,{24BAD69D-C3C6-493B-82C5-B790AE73F22B},
-83.71403290768086,31.835722960473269,383,92,I75,{D0B63F5F-5C32-48A8-B6E7-4266736AB97B},
-83.637130926418308,31.711570903342544,384,82,I75,{E32FFA6A-8973-4A00-9CAB-EADEFD22D1C7},
-83.619929000689098,31.680858921733318,385,80,I75,{F9035A71-8419-4452-BC87-A53C5CB1E623},
-83.607856821485314,31.665826014456872,386,78,I75,{ADFEDA21-46D8-499B-BD71-60833858AE62},
-83.534167999168019,31.549987887846243,387,69,I75,{517627E4-BCA3-463A-B6B6-42A1C01783D2},
-83.515283764799818,31.506150896879593,388,66,I75,{15E516E5-39E6-4FF0-BEF3-E55E9F2C7980},
-83.519536727523956,31.478738848797413,389,64,I75,{8BC6AB56-EDFE-40AB-8094-AA4267EF9FD2},
-83.52986183287716,31.463587880959086,390,63B,I75,{22DCD0D5-776C-4A93-8026-F3E5491C9190},
-83.530164000209467,31.45796794521538,391,63A,I75,{0E9857AE-43DD-42C0-BA39-B18627593235},
-83.530665802703481,31.450130873721871,392,62,I75,{9038AE47-27DE-4246-A499-93739B74680F},
-83.527203870610336,31.441647083680014,393,61,I75,{19BE6587-B8DD-4B23-B2B6-A6B6DCF3410A},
-83.517134729106388,31.430945031053906,394,60,I75,{414658D9-7924-466A-AE6A-9F65AFF4AA69},
-81.445036091685111,31.532100153502956,395,58,I95,{0F9289D7-7340-4306-B2FA-0CECA225DE7C},
-81.597798221023609,31.102034867456538,396,26,I95,{27A79BF8-0C6F-4F33-8AD9-4421D1C3E176},
-83.753920031799083,31.974891157508903,397,102,I75,{A6FA050D-1BC7-4AAB-830E-83C4601607EA},
-83.651557911835795,31.735759135884106,398,84,I75,{B606198E-4B7C-4826-BB5E-7408C58AD695},
-83.505163901023366,31.416061038732206,399,59,I75,{14368377-B5DB-4BAE-859C-BC947E8904AC},
-83.490123936633609,31.35846981055241,400,55,I75,{729A878A-1A13-4903-9D88-BA50BC654754},
-83.47212693866571,31.268912875093967,401,49,I75,{75708D76-633F-445D-95CC-05519FEF0D36},
-83.459895903323911,31.214999917991875,402,45,I75,{B4580C92-0513-45E3-B70D-F847C0D4BD1A},
-83.449397674966008,31.165941804913508,403,41,I75,{E3355C29-B84C-4DD6-8886-3349E4536A6B},
-83.438899921691075,31.135885758128129,404,39,I75,{773EE079-57F1-4FD9-8719-2172F5B064EB},
-83.427828944737058,31.112715757016023,405,37,I75,{DB45ECB9-5FCF-4B2E-AF4F-57F0B056ABBD},
-83.397482875708775,31.044223948951092,406,32,I75,{1717E72D-F74A-4F0B-BC6D-472B450E484B},
-83.388045673264855,30.992264748174001,407,29,I75,{77C0B1A4-D655-4C60-B27B-B0F03981475A},
-83.355574925076922,30.894634746718047,408,22,I75,{B22C4848-9431-4406-A3DB-15B7C858741A},
-83.330754609273228,30.844962815567161,409,18,I75,{EA8BF3C1-E0D5-45F3-8137-9891465974BA},
-83.316562892182617,30.818108943549277,410,16,I75,{FAE5F215-2EA0-4914-BA53-D4A606E2A203},
-83.295601796541376,30.777336707738346,411,13,I75,{835D22CC-EFC9-40CA-A5E3-8929C210636B},
-83.273651863472281,30.75103380381108,412,11,I75,{0348E857-F163-4B52-84C8-DE0E53F13BA1},
-83.223058570162422,30.680169699655689,413,5,I75,{DC6D71A8-A9D2-4BD2-8107-0FC15F540635},
-83.189110668584377,30.643636878659283,414,2,I75,{62DC3001-F0F7-4144-933E-AE65BCAE57F4},
-83.763279055275618,32.086686103426096,415,109,I75,{1B4AE079-D8B5-4B49-A864-0C6743BC6846},
-83.760972850174369,32.123040012935583,416,112,I75,{D8DF6243-A0C8-4514-A210-6A513568534D},
-83.747782844045631,32.19160501114461,417,117,I75,{DE69860D-CDC6-42F8-A1DE-9FAA0DAE82A4},
-83.743330830123313,32.247360025198276,418,121,I75,{C459C8D5-B7A5-43EB-8AF9-4F123D04CFF9},
