OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Housing_units_built_since_2000,Owner_occupied_housing_units,Renter_occupied_housing_units,GlobalID,Pop_Chng_per_SqMi_2000_2010,Percent_1Unit_Detached,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,Pct_Owner_Occ_HousUnits,Pct_Renter_Occ_Units
562,007802,13121007802,78.02,ARC 10,2015-05-21T19:06:01.000Z,3998,3227,80.7,771,19.3,9.1,19.2,2649,1254,2099,1128,{A4A99279-D04D-4FC0-B7C0-A4543D10A322},332.6,66.3,31.4,1369,1375,34.4,65,35
563,007805,13121007805,78.05,ARC 10,2015-05-21T19:06:01.000Z,1444,1248,86.4,196,13.6,0,13.9,682,282,576,672,{A88F0586-4E2E-47EC-B625-905CE60A96CF},-118.6,47.2,19.5,284,878,60.8,46.2,53.8
564,011618,13121011618,116.18,ARC 10,2015-05-21T19:06:01.000Z,1443,1394,96.6,49,3.4,0,0,927,528,928,466,{17BAD3F4-16E5-4CAD-800E-0972B57DC736},1114.5,64.2,36.6,794,121,8.4,66.6,33.4
565,011610,13121011610,116.10,ARC 10,2015-05-21T19:06:01.000Z,1978,1865,94.3,113,5.7,1.1,13.9,1431,255,1325,540,{9861FEE0-CCEC-4B84-86E9-0A6D4DFF5BA9},-1.7,72.3,12.9,1355,368,18.6,71,29
566,011614,13121011614,116.14,ARC 10,2015-05-21T19:06:01.000Z,6413,5832,90.9,581,9.1,2.7,10.8,2559,1999,3055,2777,{F3136A72-1D1E-4D2D-A258-D6D311C742A4},2205.5,39.9,31.2,4231,183,2.9,52.4,47.6
567,011620,13121011620,116.20,ARC 10,2015-05-21T19:06:01.000Z,3096,3058,98.8,38,1.2,1.3,0,2799,751,2804,254,{4EE12887-75A4-4890-965A-1C93A23223E3},719,90.4,24.3,2301,44,1.4,91.7,8.3
568,011420,13121011420,114.20,ARC 10,2015-05-21T19:06:01.000Z,2621,2266,86.5,355,13.5,0,16.4,331,111,452,1814,{5D38891C-5A47-4DE1-84B7-9A07E90F53D6},670,12.6,4.2,1447,1063,40.6,19.9,80.1
569,011613,13121011613,116.13,ARC 10,2015-05-21T19:06:01.000Z,2306,2020,87.6,286,12.4,10.2,13.7,1588,627,1495,525,{D84A7CC9-97F6-434C-AA8B-BE19E23F06E7},398.4,68.9,27.2,1565,114,4.9,74,26
570,011426,13121011426,114.26,ARC 10,2015-05-21T19:06:01.000Z,738,738,100,0,0,0,0,738,11,719,19,{9497F361-0212-4A6B-B4BD-B8861FE29572},-91.7,100,1.5,704,23,3.1,97.4,2.6
571,011425,13121011425,114.25,ARC 10,2015-05-21T19:06:01.000Z,2234,2208,98.8,26,1.2,0,0,2022,291,1868,340,{4EBBF4DC-F6E0-4374-8899-3FFDBA3F12F6},176.7,90.5,13,1943,0,0,84.6,15.4
572,011423,13121011423,114.23,ARC 10,2015-05-21T19:06:01.000Z,2022,1840,91,182,9,5.3,19.9,1653,214,1457,383,{D507A7F2-64BE-4D92-92B5-B73665258DB0},72.8,81.8,10.6,1241,567,28,79.2,20.8
573,011418,13121011418,114.18,ARC 10,2015-05-21T19:06:01.000Z,2397,2383,99.4,14,0.6,0,0,2368,151,2195,188,{A592133C-FDE5-413D-AC53-C9090586F7C3},64,98.8,6.3,1155,1091,45.5,92.1,7.9
574,002600,13121002600,26,ARC 10,2015-05-21T19:06:01.000Z,581,420,72.3,161,27.7,0,9.4,112,68,34,386,{A37D8D1D-7F89-42F1-8D83-6B0E446A8035},-1160,19.3,11.7,285,228,39.2,8.1,91.9
575,001700,13121001700,17,ARC 10,2015-05-21T19:06:01.000Z,2029,1629,80.3,400,19.7,7.6,11.4,470,827,328,1301,{6C6438FE-6EBE-45E0-8CE0-9D7C46277BAE},588,23.2,40.8,155,1047,51.6,20.1,79.9
576,001400,13121001400,14,ARC 10,2015-05-21T19:06:01.000Z,1522,1356,89.1,166,10.9,3.8,2.9,357,261,541,815,{5DA75A45-77C8-4574-A2CB-9F02B9445B83},173.3,23.5,17.1,405,856,56.2,39.9,60.1
577,003000,13121003000,30,ARC 10,2015-05-21T19:06:01.000Z,1741,1590,91.3,151,8.7,0,4.6,536,691,842,748,{4241083D-7835-41A5-826C-ED44CD30837B},1808,30.8,39.7,132,918,52.7,53,47
578,011000,13121011000,110,ARC 10,2015-05-21T19:06:01.000Z,1486,1011,68,475,32,3.6,2.1,629,210,313,698,{366919C8-7EB6-4574-BFD1-ED3A2EBE95E7},-1281.8,42.3,14.1,156,1120,75.4,31,69
579,007400,13121007400,74,ARC 10,2015-05-21T19:06:01.000Z,1436,1054,73.4,382,26.6,0,8,372,0,172,882,{64D6752E-CCFB-48BB-ABB0-C23C2F9A2C9F},-930,25.9,0,124,1312,91.4,16.3,83.7
580,006400,13121006400,64,ARC 10,2015-05-21T19:06:01.000Z,533,307,57.6,226,42.4,17.3,2.4,250,59,62,245,{A6B9A012-D3A5-481C-8F47-319D5835154C},-3252,46.9,11.1,13,461,86.5,20.2,79.8
581,005300,13121005300,53,ARC 10,2015-05-21T19:06:01.000Z,1758,1582,90,176,10,0,12.9,1133,546,1049,533,{7735D72A-580D-4D1A-B824-F0D78AF2DF33},612.2,64.4,31.1,203,1009,57.4,66.3,33.7
582,005502,13121005502,55.02,ARC 10,2015-05-21T19:06:01.000Z,1493,1206,80.8,287,19.2,29.1,2.2,373,962,200,1006,{410B812F-5849-46F0-83F0-1BD083234D4C},1895.7,25,64.4,255,276,18.5,16.6,83.4
583,008202,13121008202,82.02,ARC 10,2015-05-21T19:06:01.000Z,1111,774,69.7,337,30.3,0,19,688,22,308,466,{D5C90EF4-B581-4AD3-BAFF-325B13FCD5CA},-907,61.9,2,137,952,85.7,39.8,60.2
584,010513,13121010513,105.13,ARC 10,2015-05-21T19:06:01.000Z,5529,4696,84.9,833,15.1,4.7,19.6,3811,3077,3209,1487,{AD2C2938-4A77-48DB-9CB9-5B7F7A1D085F},532.7,68.9,55.7,957,1495,27,68.3,31.7
585,010304,13121010304,103.04,ARC 10,2015-05-21T19:06:01.000Z,5054,4429,87.6,625,12.4,3.7,0,4979,3555,3974,455,{54322C9C-9A59-4B29-9C25-695C617139A7},532.8,98.5,70.3,558,941,18.6,89.7,10.3
586,010303,13121010303,103.03,ARC 10,2015-05-21T19:06:01.000Z,3885,3352,86.3,533,13.7,1.4,18.2,2465,2058,2111,1241,{533EB96F-AF31-4741-BCC1-BC35D2B55C0A},237.1,63.4,53,899,928,23.9,63,37
587,010514,13121010514,105.14,ARC 10,2015-05-21T19:06:01.000Z,4472,3853,86.2,619,13.8,9.3,8.2,3612,2552,2674,1179,{1C46408C-B203-48AC-B16D-3BA8DF5E9D0A},374.3,80.8,57.1,633,1287,28.8,69.4,30.6
588,010301,13121010301,103.01,ARC 10,2015-05-21T19:06:01.000Z,6151,5450,88.6,701,11.4,6.4,7.8,4956,4888,4034,1416,{B7787858-936D-44B4-8406-AD19AB569265},363.3,80.6,79.5,359,904,14.7,74,26
589,010400,13121010400,104,ARC 10,2015-05-21T19:06:01.000Z,3544,2817,79.5,727,20.5,6,12.2,2766,1108,2105,712,{1325E3F6-581C-4CC1-BA6A-EA62A690B961},18.5,78,31.3,877,1559,44,74.7,25.3
590,011421,13121011421,114.21,ARC 10,2015-05-21T19:06:01.000Z,1732,1534,88.6,198,11.4,4.7,10.6,235,332,491,1043,{BD1B151D-9CF6-411B-815A-9A9A8C948A71},396,13.6,19.2,971,429,24.8,32,68
591,011416,13121011416,114.16,ARC 10,2015-05-21T19:06:01.000Z,2120,2094,98.8,26,1.2,0,0,1827,202,1933,161,{4563D798-70CE-4769-A5F9-C09099315730},147.3,86.2,9.5,1584,334,15.8,92.3,7.7
592,011506,13121011506,115.06,ARC 10,2015-05-21T19:06:01.000Z,2311,2212,95.7,99,4.3,3.1,9.3,2272,247,2115,97,{65CEC759-65A2-48D0-A5FF-D5EC04F13577},136.8,98.3,10.7,1456,608,26.3,95.6,4.4
593,011417,13121011417,114.17,ARC 10,2015-05-21T19:06:01.000Z,2110,1914,90.7,196,9.3,5.6,12.4,1387,312,1411,503,{A68A71D1-6F9D-4111-ABCB-2F4EA05F865B},246.6,65.7,14.8,989,809,38.3,73.7,26.3
594,007001,13121007001,70.01,ARC 10,2015-05-21T19:06:01.000Z,1888,1333,70.6,555,29.4,5.4,20.5,1422,186,703,630,{8E5036EA-AC03-4BE8-B33D-ACC1C78E4BFB},-579.4,75.3,9.9,75,1627,86.2,52.7,47.3
595,006700,13121006700,67,ARC 10,2015-05-21T19:06:01.000Z,1924,1391,72.3,533,27.7,8,11.7,1009,655,622,769,{C64FCD5F-E278-420A-9AE8-5CB365070972},-236.9,52.4,34,368,901,46.8,44.7,55.3
596,006300,13121006300,63,ARC 10,2015-05-21T19:06:01.000Z,1141,742,65,399,35,0,12.1,838,321,307,435,{B7AD2D8C-8A66-4C7C-ACFA-BAA4B4E15EF7},90,73.4,28.1,210,610,53.5,41.4,58.6
597,005700,13121005700,57,ARC 10,2015-05-21T19:06:01.000Z,914,575,62.9,339,37.1,43.6,12.8,469,553,110,465,{20D75080-4ABB-4C3B-90B5-98605F08F3C1},540,51.3,60.5,116,245,26.8,19.1,80.9
598,006500,13121006500,65,ARC 10,2015-05-21T19:06:01.000Z,1765,1320,74.8,445,25.2,3.2,18.7,1522,109,932,388,{82D91BBA-3C23-4820-AA22-71088F40C30C},-766.2,86.2,6.2,154,1502,85.1,70.6,29.4
599,005501,13121005501,55.01,ARC 10,2015-05-21T19:06:01.000Z,1234,949,76.9,285,23.1,10.9,3.5,894,383,332,617,{572D0CD5-BB83-4B20-A446-390F5FD2F54E},-122,72.4,31,139,712,57.7,35,65
600,004900,13121004900,49,ARC 10,2015-05-21T19:06:01.000Z,1209,1080,89.3,129,10.7,2.9,0,818,260,699,381,{9418B638-8D6A-4EC5-AB9C-85544C9D579A},1110,67.7,21.5,302,647,53.5,64.7,35.3
601,004800,13121004800,48,ARC 10,2015-05-21T19:06:01.000Z,575,516,89.7,59,10.3,0,7.5,83,381,7,509,{66540636-9623-49A0-8DD2-0FEC77AF1E86},-6635,14.4,66.3,98,96,16.7,1.4,98.6
602,002800,13121002800,28,ARC 10,2015-05-21T19:06:01.000Z,1518,1138,75,380,25,0,16.1,32,729,143,995,{AE2E7079-2995-4B9B-B553-B43BB78F20CD},2296.7,2.1,48,100,689,45.4,12.6,87.4
603,011419,13121011419,114.19,ARC 10,2015-05-21T19:06:01.000Z,2610,2395,91.8,215,8.2,3.5,12.4,1414,1033,2015,380,{DDD7B226-B302-48CC-9A38-19413D8D623B},528.5,54.2,39.6,1037,540,20.7,84.1,15.9
604,011503,13121011503,115.03,ARC 10,2015-05-21T19:06:01.000Z,3068,3012,98.2,56,1.8,2,0,2945,1162,2752,260,{F23F098F-11FE-4FCA-97A6-075DE9924062},259.6,96,37.9,1480,426,13.9,91.4,8.6
605,011615,13121011615,116.15,ARC 10,2015-05-21T19:06:01.000Z,3383,3138,92.8,245,7.2,0,12.9,2708,1053,2518,620,{1544D927-61E6-43A3-B23B-A398F3E36578},350.8,80,31.1,1889,441,13,80.2,19.8
606,011504,13121011504,115.04,ARC 10,2015-05-21T19:06:01.000Z,3986,3808,95.5,178,4.5,2.9,0,3975,1682,3569,239,{AADA80CD-41A1-4A4A-BC0A-EA76D8C50DC5},250,99.7,42.2,1705,599,15,93.7,6.3
607,010515,13121010515,105.15,ARC 10,2015-05-21T19:06:01.000Z,2217,1890,85.3,327,14.7,11.4,13.5,1686,1243,1289,601,{E7790DEE-90BA-44E8-A621-19BE0660A199},616.1,76,56.1,383,591,26.7,68.2,31.8
608,010516,13121010516,105.16,ARC 10,2015-05-21T19:06:01.000Z,3277,2834,86.5,443,13.5,1.6,17.8,2768,1247,2201,633,{4CCAD3BB-E9BB-4FEA-8FC2-2C7A87F3D000},449.1,84.5,38.1,1195,835,25.5,77.7,22.3
609,010120,13121010120,101.20,ARC 10,2015-05-21T19:06:01.000Z,1224,1059,86.5,165,13.5,13.9,9,80,81,432,627,{22C6EE4C-811E-4193-A49F-B2CF44506D4F},1057.5,6.5,6.6,943,200,16.3,40.8,59.2
610,010117,13121010117,101.17,ARC 10,2015-05-21T19:06:01.000Z,1820,1568,86.2,252,13.8,25.5,7.1,43,122,196,1372,{85093DFA-DACD-4835-8AB1-3F87AF0E74E6},678,2.4,6.7,1148,550,30.2,12.5,87.5
611,001800,13121001800,18,ARC 10,2015-05-21T19:06:01.000Z,3146,2764,87.9,382,12.1,4.3,5.7,127,558,816,1948,{3606430A-D67A-4E7D-9655-C886E8546AEC},915,4,17.7,1752,836,26.6,29.5,70.5
612,001300,13121001300,13,ARC 10,2015-05-21T19:06:01.000Z,2484,2233,89.9,251,10.1,5.7,7.5,628,252,943,1290,{AE4D3B9D-E660-49B9-833C-B4719B374535},348,25.3,10.1,229,2003,80.6,42.2,57.8
613,001900,13121001900,19,ARC 10,2015-05-21T19:06:01.000Z,1949,1178,60.4,771,39.6,30.7,13.2,8,1072,378,800,{24FA84A1-B8E9-4352-B4C1-1281B0DE2FC5},6302.5,0.4,55,376,501,25.7,32.1,67.9
614,002100,13121002100,21,ARC 10,2015-05-21T19:06:01.000Z,1044,870,83.3,174,16.7,10.7,7.7,17,439,307,563,{4BB2E2B1-6B49-428F-8DFA-7C71633DF41E},2926.7,1.6,42,363,242,23.2,35.3,64.7
615,004400,13121004400,44,ARC 10,2015-05-21T19:06:01.000Z,1139,863,75.8,276,24.2,0,10.7,80,962,23,840,{AA5ED685-062A-43E9-8A37-CC590728859A},1736.7,7,84.5,89,88,7.7,2.7,97.3
616,003200,13121003200,32,ARC 10,2015-05-21T19:06:01.000Z,1436,1251,87.1,185,12.9,10,4.4,589,220,570,681,{432FD2D9-B570-40E1-B1B0-C6D66A1F7F48},1287.5,41,15.3,136,1080,75.2,45.6,54.4
617,004200,13121004200,42,ARC 10,2015-05-21T19:06:01.000Z,1582,1324,83.7,258,16.3,26,7.2,298,828,204,1120,{AEF501F7-613B-42BF-8931-DD56107A6900},-562,18.8,52.3,293,461,29.1,15.4,84.6
618,003800,13121003800,38,ARC 10,2015-05-21T19:06:01.000Z,291,183,62.9,108,37.1,0,25.1,94,62,44,139,{918E5DC1-0B72-42A0-93FE-FAFB853ED71D},5646.7,32.3,21.3,24,205,70.4,24,76
619,002500,13121002500,25,ARC 10,2015-05-21T19:06:01.000Z,1333,846,63.5,487,36.5,35.3,25.7,335,481,171,675,{55732609-B2B5-4D5F-85BB-A9F58CBCD6F9},-256.7,25.1,36.1,296,556,41.7,20.2,79.8
620,002300,13121002300,23,ARC 10,2015-05-21T19:06:01.000Z,1224,497,40.6,727,59.4,17.4,24.3,634,97,143,354,{F4496615-E1CD-4593-8625-E1A58C753966},-3095,51.8,7.9,52,1075,87.8,28.8,71.2
621,001608,13139001608,16.08,ARC 20,2015-05-21T19:06:01.000Z,1979,1869,94.4,110,5.6,1.8,0,1878,1548,1690,179,{2A2EDDE0-2A35-4D66-919F-07DA8E070E38},567.6,94.9,78.2,364,67,3.4,90.4,9.6
622,001603,13139001603,16.03,ARC 20,2015-05-21T19:06:01.000Z,1746,1644,94.2,102,5.8,0.8,0,1523,606,1477,167,{A632CC6B-C424-4FC6-9DEA-333413FAF7E3},104.9,87.2,34.7,1100,40,2.3,89.8,10.2
623,010118,13121010118,101.18,ARC 10,2015-05-21T19:06:01.000Z,2381,2146,90.1,235,9.9,0,5,339,114,406,1740,{297C53ED-408B-4744-B1CC-242E08DD5862},800,14.2,4.8,1243,1024,43,18.9,81.1
624,010113,13121010113,101.13,ARC 10,2015-05-21T19:06:01.000Z,3027,2853,94.3,174,5.7,0,4.5,409,357,555,2298,{8151D9F6-0E79-4E04-97E1-C0AA5DA95106},1258.9,13.5,11.8,984,1686,55.7,19.5,80.5
625,010115,13121010115,101.15,ARC 10,2015-05-21T19:06:01.000Z,1036,940,90.7,96,9.3,5.1,0,591,298,634,306,{77A2CFC8-C9C7-4E3A-8E39-48075DE6CBD4},475.4,57,28.8,516,222,21.4,67.4,32.6
626,010122,13121010122,101.22,ARC 10,2015-05-21T19:06:01.000Z,2959,2681,90.6,278,9.4,6.2,4.1,656,389,621,2060,{2415B037-E3BD-4CBA-BE96-07B56808D622},900.8,22.2,13.1,2175,395,13.3,23.2,76.8
627,010114,13121010114,101.14,ARC 10,2015-05-21T19:06:01.000Z,3019,2809,93,210,7,3.9,5.5,1211,174,1213,1596,{0D295897-5CC7-43BF-AD19-D102F84B9D6D},221.9,40.1,5.8,1021,1824,60.4,43.2,56.8
628,000600,13121000600,6,ARC 10,2015-05-21T19:06:01.000Z,2711,2109,77.8,602,22.2,7.9,17.1,242,1788,399,1710,{889C3094-1506-431F-8811-0C096B6266C4},4160,8.9,66,446,477,17.6,18.9,81.1
629,006601,13121006601,66.01,ARC 10,2015-05-21T19:06:01.000Z,1020,808,79.2,212,20.8,6.2,3.7,923,19,394,414,{D145FEB6-4DA3-4261-AE56-520AD01BCA36},-670,90.5,1.9,28,973,95.4,48.8,51.2
630,006602,13121006602,66.02,ARC 10,2015-05-21T19:06:01.000Z,593,367,61.9,226,38.1,0,10.9,166,77,39,328,{A5262AE5-98DC-46F7-A608-C44DD0069D24},-1380,28,13,103,413,69.6,10.6,89.4
631,006200,13121006200,62,ARC 10,2015-05-21T19:06:01.000Z,712,438,61.5,274,38.5,23,7.8,551,30,136,302,{EC9F860D-4968-432E-A606-DAEE45D2296E},-757.5,77.4,4.2,85,597,83.8,31.1,68.9
632,006100,13121006100,61,ARC 10,2015-05-21T19:06:01.000Z,1762,1312,74.5,450,25.5,2.8,11.5,1518,33,764,548,{C5CBF2D7-DA2E-45E3-B836-4A7B3303A5FE},-950,86.2,1.9,218,1511,85.8,58.2,41.8
633,001600,13121001600,16,ARC 10,2015-05-21T19:06:01.000Z,1382,1300,94.1,82,5.9,0,3.8,150,469,331,969,{DF336395-D82F-48A0-8434-AD3FDAF442B0},1705,10.9,33.9,215,698,50.5,25.5,74.5
634,003100,13121003100,31,ARC 10,2015-05-21T19:06:01.000Z,802,702,87.5,100,12.5,12,9.1,401,200,331,371,{66F0CA61-999E-403D-A5DE-A434686D3B24},-90,50,24.9,56,546,68.1,47.2,52.8
635,006802,13121006802,68.02,ARC 10,2015-05-21T19:06:01.000Z,555,456,82.2,99,17.8,0,2.7,72,81,43,413,{004AF98F-D57C-4D00-B575-ED7013942D8C},206.7,13,14.6,82,392,70.6,9.4,90.6
636,007602,13121007602,76.02,ARC 10,2015-05-21T19:06:01.000Z,1158,999,86.3,159,13.7,3.2,11.3,767,60,419,580,{08363DA7-30C4-4B00-8F03-ED021BE92DFF},-330.8,66.2,5.2,34,1064,91.9,41.9,58.1
637,001606,13139001606,16.06,ARC 20,2015-05-21T19:06:01.000Z,1468,1262,86,206,14,6.4,6.5,705,858,630,632,{100539A2-4732-4041-8DA8-90D8264FD441},543.6,48,58.4,310,300,20.4,49.9,50.1
638,001101,13139001101,11.01,ARC 20,2015-05-21T19:06:01.000Z,1380,1171,84.9,209,15.1,18.4,11.8,837,59,199,972,{72538736-F3C0-40E6-AF03-C1D9F7548F36},-808.1,60.7,4.3,246,1075,77.9,17,83
639,001605,13139001605,16.05,ARC 20,2015-05-21T19:06:01.000Z,1710,1657,96.9,53,3.1,1.9,0,1521,916,1459,198,{D1043C3C-6DBE-4E92-92B8-9114FC663BEA},357.6,88.9,53.6,631,163,9.5,88.1,11.9
640,001604,13139001604,16.04,ARC 20,2015-05-21T19:06:01.000Z,2082,1888,90.7,194,9.3,3.5,0,1861,882,1606,282,{59E91E1A-A34D-4E3E-A7C6-58D3F2EE4998},470.2,89.4,42.4,963,237,11.4,85.1,14.9
641,001502,13139001502,15.02,ARC 20,2015-05-21T19:06:01.000Z,1860,1561,83.9,299,16.1,4.7,10.7,1604,383,1243,318,{409D5C73-D76B-4189-A111-7D3DEBA92420},46.9,86.2,20.6,963,514,27.6,79.6,20.4
642,001607,13139001607,16.07,ARC 20,2015-05-21T19:06:01.000Z,1894,1730,91.3,164,8.7,4.8,0,1311,620,1414,316,{EFDB1F73-0115-42B3-B782-A7FD8C128309},211.3,69.2,32.7,1098,176,9.3,81.7,18.3
643,001302,13139001302,13.02,ARC 20,2015-05-21T19:06:01.000Z,1790,1721,96.1,69,3.9,0,8.5,1741,247,1538,183,{98D25EE2-7421-4879-89E5-B5E33A3DD337},122.1,97.3,13.8,1326,217,12.1,89.4,10.6
644,001301,13139001301,13.01,ARC 20,2015-05-21T19:06:01.000Z,2079,1914,92.1,165,7.9,1.8,17,1712,751,1454,460,{D4B9B9F1-E102-427E-8A1D-1E37E5C23232},149.1,82.3,36.1,906,422,20.3,76,24
645,001403,13139001403,14.03,ARC 20,2015-05-21T19:06:01.000Z,1573,1422,90.4,151,9.6,0,7.9,648,662,623,799,{2EEFAFB3-9753-4BA9-A7A3-45AD84AA4602},214.4,41.2,42.1,474,437,27.8,43.8,56.2
646,001404,13139001404,14.04,ARC 20,2015-05-21T19:06:01.000Z,2166,1853,85.5,313,14.5,4.5,15.9,1388,518,979,874,{C54E9646-B24A-46FD-B280-F3D0650DCDCF},89.3,64.1,23.9,836,812,37.5,52.8,47.2
647,010212,13121010212,102.12,ARC 10,2015-05-21T19:06:01.000Z,2234,1949,87.2,285,12.8,3.5,9.5,544,116,709,1240,{18B64552-8084-4E10-8F76-BC33107684DC},-163.8,24.4,5.2,700,1418,63.5,36.4,63.6
648,009802,13121009802,98.02,ARC 10,2015-05-21T19:06:01.000Z,1993,1866,93.6,127,6.4,2.5,0,1069,276,1081,785,{D5C55E62-ED87-436F-B654-6A3331862932},110.2,53.6,13.8,1030,687,34.5,57.9,42.1
649,009403,13121009403,94.03,ARC 10,2015-05-21T19:06:01.000Z,3286,2840,86.4,446,13.6,6.8,9.3,37,373,668,2172,{D1744E27-FD1C-4DFB-B6A0-549A858C63C6},3148,1.1,11.4,2047,866,26.4,23.5,76.5
650,009404,13121009404,94.04,ARC 10,2015-05-21T19:06:01.000Z,2597,2297,88.4,300,11.6,8.1,2.9,647,396,1251,1046,{30532201-355F-43CD-BB3C-2AB2F58AB73E},1475,24.9,15.2,1679,522,20.1,54.5,45.5
651,010001,13121010001,100.01,ARC 10,2015-05-21T19:06:01.000Z,2501,2260,90.4,241,9.6,2.7,0,770,500,1567,693,{299FC3C2-6580-4F03-8567-7CBDFFD30578},570.6,30.8,20,835,1166,46.6,69.3,30.7
652,009602,13121009602,96.02,ARC 10,2015-05-21T19:06:01.000Z,3151,2659,84.4,492,15.6,1.7,15.6,673,1010,1377,1282,{54740772-19D3-4E5A-89C3-0658B46CE74A},1134.4,21.4,32.1,1139,1002,31.8,51.8,48.2
653,010002,13121010002,100.02,ARC 10,2015-05-21T19:06:01.000Z,3668,2961,80.7,707,19.3,4.8,7.6,1748,1312,2081,880,{05893607-140B-4660-87C1-32604894DE18},793.3,47.7,35.8,1253,1103,30.1,70.3,29.7
654,009502,13121009502,95.02,ARC 10,2015-05-21T19:06:01.000Z,2746,1867,68,879,32,7,20.6,450,447,817,1050,{2E234ECE-4497-4C97-B65E-E32E3C22A257},600,16.4,16.3,1039,1260,45.9,43.8,56.2
655,008000,13121008000,80,ARC 10,2015-05-21T19:06:01.000Z,2346,1842,78.5,504,21.5,3.8,14.4,2094,106,1252,590,{B635EB09-9719-45F6-BFFE-CC04AE1AEDF0},-400.9,89.3,4.5,77,2163,92.2,68,32
656,003900,13121003900,39,ARC 10,2015-05-21T19:06:01.000Z,890,542,60.9,348,39.1,8,30.1,533,144,231,311,{AC90C35A-CA7F-4154-AF54-160CE9E83D96},-3650,59.9,16.2,52,694,78,42.6,57.4
657,004100,13121004100,41,ARC 10,2015-05-21T19:06:01.000Z,1150,696,60.5,454,39.5,13.4,22.9,546,51,172,524,{D5805782-1694-49F5-93BA-19A0BC27C485},-1406,47.5,4.4,187,912,79.3,24.7,75.3
658,002400,13121002400,24,ARC 10,2015-05-21T19:06:01.000Z,1376,728,52.9,648,47.1,13.8,15.1,895,121,325,403,{622E7433-ECA8-466C-9C1B-DFD10B57EF67},-388,65,8.8,86,1169,85,44.6,55.4
659,004000,13121004000,40,ARC 10,2015-05-21T19:06:01.000Z,1234,879,71.2,355,28.8,8.2,0,1144,56,568,311,{148BB79F-1432-4546-993C-34F1DA980EFA},-1558.3,92.7,4.5,56,1122,90.9,64.6,35.4
660,008400,13121008400,84,ARC 10,2015-05-21T19:06:01.000Z,2027,1231,60.7,796,39.3,17.3,20,850,101,311,920,{CA7AB2C4-4A34-4332-8EC2-E53F00324BF4},-3184.3,41.9,5,197,1729,85.3,25.3,74.7
661,008302,13121008302,83.02,ARC 10,2015-05-21T19:06:01.000Z,1227,736,60,491,40,2.2,16.4,798,0,354,382,{838AC643-1D91-4A1D-A4B3-F742110DAD96},-1161.4,65,0,61,1166,95,48.1,51.9
662,008301,13121008301,83.01,ARC 10,2015-05-21T19:06:01.000Z,1562,994,63.6,568,36.4,4.2,24.7,997,59,412,582,{CF05C090-C65F-4675-AF8D-B4F442A9BA98},-941,63.8,3.8,73,1430,91.5,41.4,58.6
663,007200,13121007200,72,ARC 10,2015-05-21T19:06:01.000Z,1093,669,61.2,424,38.8,0,17.6,585,304,314,355,{988DCECF-A05B-45F7-9DC6-032DA662A9D6},-701.7,53.5,27.8,43,746,68.3,46.9,53.1
664,001501,13139001501,15.01,ARC 20,2015-05-21T19:06:01.000Z,1810,1589,87.8,221,12.2,4.1,14.2,1527,622,1251,338,{635B532B-73BA-4E83-8BA5-83E46B7C1500},82.7,84.4,34.4,710,478,26.4,78.7,21.3
665,001102,13139001102,11.02,ARC 20,2015-05-21T19:06:01.000Z,1206,1099,91.1,107,8.9,12,0,862,357,588,511,{417D05FC-DBF2-443A-BE97-15888688B69C},991.4,71.5,29.6,332,517,42.9,53.5,46.5
666,001201,13139001201,12.01,ARC 20,2015-05-21T19:06:01.000Z,2055,1958,95.3,97,4.7,0,4.2,1349,397,1151,807,{F1CEA3A8-6368-4064-A946-87F220BB0B05},96.6,65.6,19.3,777,881,42.9,58.8,41.2
667,001004,13139001004,10.04,ARC 20,2015-05-21T19:06:01.000Z,1393,1288,92.5,105,7.5,0,4.2,295,460,212,1076,{05D52B06-174E-4832-AADC-796F0C413B92},489.7,21.2,33,723,210,15.1,16.5,83.5
668,001003,13139001003,10.03,ARC 20,2015-05-21T19:06:01.000Z,2334,1968,84.3,366,15.7,0,12.7,649,569,341,1627,{4D03C5E8-8604-48CD-8506-14677DBB609A},740.9,27.8,24.4,879,886,38,17.3,82.7
669,000305,13139000305,3.05,ARC 20,2015-05-21T19:06:01.000Z,1804,1618,89.7,186,10.3,4.6,0,1625,579,1239,379,{0B1AA1C9-B035-4E45-AC4A-1C784AD7D672},91.8,90.1,32.1,750,475,26.3,76.6,23.4
670,000304,13139000304,3.04,ARC 20,2015-05-21T19:06:01.000Z,1756,1265,72,491,28,2.3,12,1189,258,1038,227,{B1FAA14E-EEEB-4BBF-B803-36F162018999},76.5,67.7,14.7,833,665,37.9,82.1,17.9
671,000303,13139000303,3.03,ARC 20,2015-05-21T19:06:01.000Z,1221,1090,89.3,131,10.7,0,0.2,715,528,658,432,{184943CA-1C16-4C1A-8FD2-0BDB958CA456},74.1,58.6,43.2,354,339,27.8,60.4,39.6
