OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Under_5_population__2010,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_Population_under_5_2010
517,13121011626,116.26,ARC 10,2015-05-19T14:22:26.000Z,62.6,85551,632,{F1925100-1FC3-44B1-BA0C-2C687B5F6C51},1038.6,7.85
518,13121011622,116.22,ARC 10,2015-05-19T14:22:26.000Z,69.8,130294,574,{F605BF94-FBDD-4854-8305-292F6EB78169},440.8,5.96
519,13121011424,114.24,ARC 10,2015-05-19T14:22:26.000Z,58.7,96487,322,{62BEC75C-224D-491C-B333-AE1505F151F9},342.6,6.32
520,13121011422,114.22,ARC 10,2015-05-19T14:22:26.000Z,51.8,70875,255,{731D1CF8-DDC7-4AF4-8EDD-FAB656778653},353.1,6.96
521,13121011505,115.05,ARC 10,2015-05-19T14:22:26.000Z,72.9,155096,242,{9EA84914-66E6-47F0-B28E-3CBE4416D1BB},79.4,5.76
522,13121010123,101.23,ARC 10,2015-05-19T14:22:26.000Z,41.7,50264,285,{714BAEC0-7311-42E4-82C3-7A15E56D359A},-578.2,7.09
523,13121000100,1,ARC 10,2015-05-19T14:22:26.000Z,77,125819,354,{7F0126C9-2CAD-42FE-B86C-BE3B8B7ACF78},200,8.02
524,13121000200,2,ARC 10,2015-05-19T14:22:26.000Z,75.7,94125,355,{58627ADC-6FAA-4780-B370-379E520A8AE0},2.7,6.51
525,13121009402,94.02,ARC 10,2015-05-19T14:22:26.000Z,59,62745,257,{E7C353CC-BDA1-4EDC-B88D-07A124351953},-206,6.31
526,13121001100,11,ARC 10,2015-05-19T14:22:26.000Z,75.4,72762,55,{93B302A6-C119-4A5A-B264-07A6F19EFB12},5415,1.51
527,13121000400,4,ARC 10,2015-05-19T14:22:26.000Z,81.6,105938,34,{BDC7A2DF-85F9-4ECA-8F26-FD3F5925E575},46.7,1.98
528,13121009200,92,ARC 10,2015-05-19T14:22:26.000Z,60.5,54130,344,{CD5D0D5B-3664-44EC-8AD8-9491CC733557},1725.7,5.32
529,13121008201,82.01,ARC 10,2015-05-19T14:22:26.000Z,25,27490,383,{C8C75DE0-70D1-47C0-962B-BD21AC90D344},175.2,6.3
530,13121007808,78.08,ARC 10,2015-05-19T14:22:26.000Z,4.9,11438,638,{7DCA1400-D40C-4445-B905-C99B8AC9B83D},483.3,14.82
531,13121007806,78.06,ARC 10,2015-05-19T14:22:26.000Z,13.8,31886,350,{DF17ACC7-6D32-44F2-859D-B1A4CB16AC1D},122.6,6.39
532,13121008800,88,ARC 10,2015-05-19T14:22:26.000Z,58.1,88477,575,{D3392B6D-E9BE-4915-B349-2710532C284B},421.8,12.56
533,13121008602,86.02,ARC 10,2015-05-19T14:22:26.000Z,14.6,33875,102,{ECC9FF0B-36F7-4464-AF89-712FE36DBDA7},-1300,7.94
534,13121010121,101.21,ARC 10,2015-05-19T14:22:26.000Z,61.2,67443,72,{9DE8A341-AE9C-4CC5-9F66-1473DA5E21EF},547.5,4.37
535,13121010119,101.19,ARC 10,2015-05-19T14:22:26.000Z,33.8,35736,415,{66B35D1F-4A6D-40D7-AD2F-E038EE97D2A6},251.3,8.4
536,13121010211,102.11,ARC 10,2015-05-19T14:22:26.000Z,55.6,125417,329,{55EF27B3-B65B-41A0-BEFD-AE3CE3E04CEE},514,8.29
537,13121009801,98.01,ARC 10,2015-05-19T14:22:26.000Z,72.1,143000,279,{03058EC3-ECF8-43A5-AA0C-E27F51ECA208},290,5.96
538,13121009603,96.03,ARC 10,2015-05-19T14:22:26.000Z,69.6,59800,197,{9E85D1C6-8662-47F9-8032-F30DF878E5F0},1684.3,4.49
539,13121009601,96.01,ARC 10,2015-05-19T14:22:26.000Z,84.7,88264,96,{AA00C6F7-6962-4BE0-B4BD-DFAE5F886798},1743.3,3.94
540,13121007705,77.05,ARC 10,2015-05-19T14:22:26.000Z,23.8,21170,239,{644473E1-2918-4721-9D35-0250591E566D},496.9,6.59
541,13121011612,116.12,ARC 10,2015-05-19T14:22:26.000Z,61.5,134375,109,{CC7BDDEF-36C7-4BAF-A907-4DE6848ABC29},-353.1,3.48
542,13121011623,116.23,ARC 10,2015-05-19T14:22:26.000Z,64.1,94300,668,{A8F1C414-C805-4EDF-893C-5BC24A184A3D},1144.4,5.82
543,13121011625,116.25,ARC 10,2015-05-19T14:22:26.000Z,60.2,115974,448,{6C1A61D8-34EC-40F6-943F-983042F2E327},935,5.78
544,13121011619,116.19,ARC 10,2015-05-19T14:22:26.000Z,68,79688,589,{EFA983BD-F6A9-4136-9EA9-2DB64A429F24},566.4,7.85
545,13121011621,116.21,ARC 10,2015-05-19T14:22:26.000Z,73.1,122568,326,{96FEAD5B-198F-4716-B626-D9147A456017},204.7,5.12
546,13121000500,5,ARC 10,2015-05-19T14:22:26.000Z,79.1,77865,156,{FDE8E867-41C3-478A-AD25-7E1DFBAFAEA9},750,3.33
547,13121009300,93,ARC 10,2015-05-19T14:22:26.000Z,83,92857,282,{26CFFA62-282B-424D-BE87-C60F41A9A2F7},-242.2,6.22
548,13121009900,99,ARC 10,2015-05-19T14:22:26.000Z,81,110865,300,{798FA933-F573-4522-9CD9-494BFB24D244},167.3,6.01
549,13121009000,90,ARC 10,2015-05-19T14:22:26.000Z,91.3,103387,500,{0FAEEA15-2238-4DE4-90C4-AAFCE073947D},693.3,11.32
550,13121009700,97,ARC 10,2015-05-19T14:22:26.000Z,86.9,163125,155,{06EE059B-E406-48D7-B917-F300CA46E5AF},-94.3,4.39
551,13121010206,102.06,ARC 10,2015-05-19T14:22:26.000Z,81,160223,154,{AB6B0BC3-2A64-4895-A9CB-BBD4B8D0190D},9.1,3.09
552,13121010204,102.04,ARC 10,2015-05-19T14:22:26.000Z,81.5,143158,233,{2E18CF9F-CA25-4AA2-AF41-C0A7D48D8F8F},2.4,4.89
553,13121007100,71,ARC 10,2015-05-19T14:22:26.000Z,9.5,20282,182,{5DA9E85E-1159-4FD6-ACDF-EDC4AFA9C458},-1778,8.48
554,13121006801,68.01,ARC 10,2015-05-19T14:22:26.000Z,4.3,,1,{7E54C4C6-DB45-425E-BB16-9E6C6A727C61},-766.7,0.04
555,13121006900,69,ARC 10,2015-05-19T14:22:26.000Z,30.7,48482,288,{731257D5-8A29-4984-9666-EC076F19A178},-113.3,9.1
556,13121005200,52,ARC 10,2015-05-19T14:22:26.000Z,67.8,78438,409,{0F26EE58-0F2A-4FD7-A9D7-3A3F5B47D723},687.8,9.99
557,13121005000,50,ARC 10,2015-05-19T14:22:26.000Z,60.4,57670,107,{F49672A9-4411-424D-9874-612F8E732624},-44,5.63
558,13121001500,15,ARC 10,2015-05-19T14:22:26.000Z,65.9,60722,192,{B4814C36-B735-4E60-9AED-3F8DAAEBB340},302.5,4.44
559,13121007807,78.07,ARC 10,2015-05-19T14:22:26.000Z,12.5,17466,353,{F3F3D7E0-B0C4-41B3-B0E0-D95EF30972B3},-449.1,11.33
560,13121010510,105.10,ARC 10,2015-05-19T14:22:26.000Z,25.7,42651,1297,{61C461B3-1B4C-41A2-AB57-AAE45BC56BD2},766.3,8.19
561,13121010512,105.12,ARC 10,2015-05-19T14:22:26.000Z,10.9,28529,640,{F7FCEBB7-66C8-41A6-8F4D-2026DB9CF3F0},213.9,10.09
562,13121007802,78.02,ARC 10,2015-05-19T14:22:26.000Z,43.6,46116,562,{F5899FDE-D3FF-4F7D-A237-3150E9B8D7C8},332.6,6.94
563,13121007805,78.05,ARC 10,2015-05-19T14:22:26.000Z,25.1,37857,250,{97E63E3B-0206-4A97-9179-B2A2DC4DD111},-118.6,7.25
564,13121011618,116.18,ARC 10,2015-05-19T14:22:26.000Z,71,97763,244,{A6EE2C3D-74E0-40B9-A01F-512C9454AE07},1114.5,5.72
565,13121011610,116.10,ARC 10,2015-05-19T14:22:26.000Z,57.6,81992,335,{9A51E51B-F464-4FEE-8760-FEC91984FAF1},-1.7,6.43
566,13121011614,116.14,ARC 10,2015-05-19T14:22:26.000Z,54.1,73697,1059,{8E42F507-A802-4ABB-9519-6E80621C4470},2205.5,8.1
567,13121011620,116.20,ARC 10,2015-05-19T14:22:26.000Z,61.8,96875,650,{86B1391F-3D0E-436C-B3BE-A8FCFCB912E3},719,6.96
568,13121011420,114.20,ARC 10,2015-05-19T14:22:26.000Z,12.8,31662,1015,{C850C085-5CA4-4515-8473-C1B122922C2F},670,13.56
569,13121011613,116.13,ARC 10,2015-05-19T14:22:26.000Z,53.6,91461,373,{8176D3F1-8721-428F-BCC5-58E2F9AD60E0},398.4,5.98
570,13121011426,114.26,ARC 10,2015-05-19T14:22:26.000Z,49.2,99196,144,{F5DC9B48-C68D-41A7-8FE4-1F719302C141},-91.7,6.16
571,13121011425,114.25,ARC 10,2015-05-19T14:22:26.000Z,77.3,176818,259,{8DF541CC-B0DC-445D-B01F-7BAA1E80811D},176.7,3.75
572,13121011423,114.23,ARC 10,2015-05-19T14:22:26.000Z,68.1,104333,369,{57F3478B-3BD7-4BC0-8547-D40CF9D33577},72.8,7.61
573,13121011418,114.18,ARC 10,2015-05-19T14:22:26.000Z,62.8,103926,335,{E4FD7A96-C54E-4A07-8C03-D7E379E68D5E},64,5.72
574,13121002600,26,ARC 10,2015-05-19T14:22:26.000Z,38.7,30458,68,{505E061A-D4C3-497D-AA5B-C0C565BCDB08},-1160,7.44
575,13121001700,17,ARC 10,2015-05-19T14:22:26.000Z,55.3,32847,275,{1D7F7E5F-5BF4-4BA7-AC25-C5723FF182FB},588,9.82
576,13121001400,14,ARC 10,2015-05-19T14:22:26.000Z,70.5,69018,80,{246FB8D8-D9D5-47CE-A757-B74F1919EBF4},173.3,3.67
577,13121003000,30,ARC 10,2015-05-19T14:22:26.000Z,78.2,71875,149,{25C24B31-A6AD-429A-8298-EA692B5B0015},1808,5.19
578,13121011000,110,ARC 10,2015-05-19T14:22:27.000Z,5.2,22411,310,{DB54A6AC-D025-45B5-8913-D1FCD540EB1B},-1281.8,10.11
579,13121007400,74,ARC 10,2015-05-19T14:22:27.000Z,3.7,14754,316,{B53D881F-9757-474D-A271-C599B12A59D1},-930,9.5
580,13121006400,64,ARC 10,2015-05-19T14:22:27.000Z,15.9,27159,146,{0D4CFDDE-9085-4502-8FE3-D5351937C776},-3252,10.85
581,13121005300,53,ARC 10,2015-05-19T14:22:27.000Z,66.3,91250,306,{20808E1D-094C-4014-939D-9137A1C94F4F},612.2,8.89
582,13121005502,55.02,ARC 10,2015-05-19T14:22:27.000Z,22,16321,292,{83EB4761-BC91-4047-B0A6-ABF3D6EF0912},1895.7,11.42
583,13121008202,82.02,ARC 10,2015-05-19T14:22:27.000Z,12.8,26736,153,{591CA90E-DCD5-4DCB-B8FD-891DB67CA66A},-907,8.08
584,13121010513,105.13,ARC 10,2015-05-19T14:22:27.000Z,23.3,46486,1175,{0D0F496D-1139-43C8-AF4E-F3A8210A475B},532.7,8.79
585,13121010304,103.04,ARC 10,2015-05-19T14:22:27.000Z,52.7,83798,980,{AA212BA9-398C-4878-824A-A62564E0F3BF},532.8,8.06
586,13121010303,103.03,ARC 10,2015-05-19T14:22:27.000Z,46.7,71333,600,{2C7C496A-F137-4FA6-84D1-180218D7D1C1},237.1,6.88
587,13121010514,105.14,ARC 10,2015-05-19T14:22:27.000Z,26.5,59005,877,{53F72C0C-5167-4CB6-B68E-9DC00F49BC3F},374.3,7.55
588,13121010301,103.01,ARC 10,2015-05-19T14:22:27.000Z,37.2,60972,1376,{318AA10E-52A4-497D-9A23-9319BD23A30E},363.3,8.96
589,13121010400,104,ARC 10,2015-05-19T14:22:27.000Z,20.2,51907,562,{EFD63A32-D2C0-4D23-89A0-62990DD63365},18.5,7.31
590,13121011421,114.21,ARC 10,2015-05-19T14:22:27.000Z,38.3,48117,436,{09B0C6B3-7A55-4651-87CF-51C225A1A6C8},396,9.83
591,13121011416,114.16,ARC 10,2015-05-19T14:22:27.000Z,58.4,99355,365,{366A71CD-6E0E-4008-933E-9F17C34CC459},147.3,6.92
592,13121011506,115.06,ARC 10,2015-05-19T14:22:27.000Z,70.4,152898,288,{3A422181-96B7-44BB-96A7-75DA39025895},136.8,4.68
593,13121011417,114.17,ARC 10,2015-05-19T14:22:27.000Z,69.5,87083,231,{05B20676-6ABB-44F5-837C-5E05B75D11F1},246.6,5.11
594,13121007001,70.01,ARC 10,2015-05-19T14:22:27.000Z,11.2,26157,306,{A0453067-55E7-4C86-A17D-D7376CD94CBC},-579.4,7.76
595,13121006700,67,ARC 10,2015-05-19T14:22:27.000Z,23.7,19907,259,{5F150469-4ED0-4502-9A8A-CE6BCD3A661F},-236.9,7.25
596,13121006300,63,ARC 10,2015-05-19T14:22:27.000Z,13.5,23398,164,{5CC48BF5-6226-4CCC-9665-B99001CE1381},90,8.52
597,13121005700,57,ARC 10,2015-05-19T14:22:27.000Z,11.4,16310,125,{267BF59F-29DD-4DEE-A3D2-16A196CD4CF9},540,8.1
598,13121006500,65,ARC 10,2015-05-19T14:22:27.000Z,21.2,42442,262,{86547A7E-4034-4D50-96C6-CD6B838BAC5B},-766.2,7.12
599,13121005501,55.01,ARC 10,2015-05-19T14:22:27.000Z,20.1,20150,189,{5680FB41-CB32-4292-9BBC-54F31C77D85D},-122,8.19
600,13121004900,49,ARC 10,2015-05-19T14:22:27.000Z,52.4,58485,202,{BDE0A9E9-FD72-42D4-9C70-5D43BFF8C824},1110,8.14
601,13121004800,48,ARC 10,2015-05-19T14:22:27.000Z,19.6,10785,64,{796EBA2B-7F33-4AED-97FA-3737E06EE174},-6635,6.84
602,13121002800,28,ARC 10,2015-05-19T14:22:27.000Z,38.9,15172,51,{21C6E6D9-09BA-4E56-A066-D096B1C1B2D4},2296.7,1.44
603,13121011419,114.19,ARC 10,2015-05-19T14:22:27.000Z,61.1,81942,322,{F8F4110E-814D-45BF-A06A-7E6A78A20522},528.5,6.08
604,13121011503,115.03,ARC 10,2015-05-19T14:22:27.000Z,74.9,123068,532,{0BB3CCC0-022A-4D0F-9D09-08702479728C},259.6,6.06
605,13121011615,116.15,ARC 10,2015-05-19T14:22:27.000Z,66.3,135471,560,{7F36C8BF-4215-4C63-9CB5-05B1405815E2},350.8,6.11
606,13121011504,115.04,ARC 10,2015-05-19T14:22:27.000Z,69,160431,567,{DF6E8BA5-DC9E-42A8-98B0-A154803B0711},250,4.57
607,13121010515,105.15,ARC 10,2015-05-19T14:22:27.000Z,23.9,45392,338,{1FE77A15-F331-4D31-8FF4-9F4183A608D2},616.1,7.04
608,13121010516,105.16,ARC 10,2015-05-19T14:22:27.000Z,24.1,50179,534,{BB1ADB87-BBE8-432E-BF04-377BE8477B29},449.1,6.8
609,13121010120,101.20,ARC 10,2015-05-19T14:22:27.000Z,41.6,54495,164,{BC0F209F-D825-4D70-B94C-F69F29ABFA30},1057.5,7.47
610,13121010117,101.17,ARC 10,2015-05-19T14:22:27.000Z,42,43949,196,{9F5F35C8-4CE6-4948-8723-3E06D4E46D59},678,6.26
611,13121001800,18,ARC 10,2015-05-19T14:22:27.000Z,49.9,32453,164,{360B7669-7B82-49CC-BD4A-54FC66A76C93},915,4.18
612,13121001300,13,ARC 10,2015-05-19T14:22:27.000Z,56.7,56320,170,{F546DE7E-1FE4-431D-8ABE-5F8FB0107746},348,4.17
613,13121001900,19,ARC 10,2015-05-19T14:22:27.000Z,53,51098,70,{90C94CA2-88DA-499F-9AE9-A4B8036CDE0D},6302.5,1.51
614,13121002100,21,ARC 10,2015-05-19T14:22:27.000Z,38.2,35250,99,{64FA2F1F-FFBA-4850-9B9A-07A1639E15BC},2926.7,4.04
615,13121004400,44,ARC 10,2015-05-19T14:22:27.000Z,16.4,18778,308,{3B14B186-A791-43D1-B3DC-7A3419F43E42},1736.7,13.76
616,13121003200,32,ARC 10,2015-05-19T14:22:27.000Z,78.6,48699,91,{C56422D4-5175-434E-AF24-6335C0180126},1287.5,4.52
617,13121004200,42,ARC 10,2015-05-19T14:22:27.000Z,29.9,18722,138,{E60AC36F-4709-4875-9719-B14D0C2DABA5},-562,6.24
618,13121003800,38,ARC 10,2015-05-19T14:22:27.000Z,41.2,21932,19,{D12964D8-AF5A-45EC-A702-E8CC744176FF},5646.7,0.48
619,13121002500,25,ARC 10,2015-05-19T14:22:27.000Z,18.4,19912,136,{FE1F3DE4-BE31-4CDA-B8FC-FD45F6F6D753},-256.7,7.14
620,13121002300,23,ARC 10,2015-05-19T14:22:27.000Z,12,19840,80,{68237EC8-45F6-4C17-8594-51E1AD2B7A2B},-3095,5.42
621,13139001608,16.08,ARC 20,2015-05-19T14:22:27.000Z,44,82111,353,{62F45AC2-5C2F-4D88-A5CF-0DA246F8E414},567.6,7.46
622,13139001603,16.03,ARC 20,2015-05-19T14:22:27.000Z,28.3,66813,349,{273F6154-3D3D-414C-BF53-ABB15764DB2C},104.9,7.12
623,13121010118,101.18,ARC 10,2015-05-19T14:22:27.000Z,32.8,27064,403,{67E9D2B4-CB29-4B4D-9D11-D7D6FEB8E7D2},800,8.43
624,13121010113,101.13,ARC 10,2015-05-19T14:22:27.000Z,49.8,49284,493,{985854FF-7D88-4189-8213-F8F88EB83986},1258.9,9.06
625,13121010115,101.15,ARC 10,2015-05-19T14:22:27.000Z,72.5,106167,131,{1CE58940-FF82-4DEA-BA24-D519C5E46FFE},475.4,5.15
626,13121010122,101.22,ARC 10,2015-05-19T14:22:27.000Z,72.4,69943,412,{94DD4AEF-86FA-4B56-B885-6FBDC9F91969},900.8,7.36
627,13121010114,101.14,ARC 10,2015-05-19T14:22:27.000Z,52.2,54105,525,{C83A335E-C153-4D8E-A25E-1AB13CE1572B},221.9,8.59
628,13121000600,6,ARC 10,2015-05-19T14:22:27.000Z,63.1,43570,107,{C512CB0E-A712-4DC0-A2E4-C3BB025559EA},4160,2.06
629,13121006601,66.01,ARC 10,2015-05-19T14:22:27.000Z,16.8,30234,114,{DBF95F19-928F-47FE-B14C-A90F4704A048},-670,6.03
630,13121006602,66.02,ARC 10,2015-05-19T14:22:27.000Z,0,12439,120,{9C7BE53F-9B4F-4222-AD34-2E2025E8FA78},-1380,10.63
631,13121006200,62,ARC 10,2015-05-19T14:22:27.000Z,9.1,20900,118,{8F286484-B66F-413D-9B25-02BC211A77A2},-757.5,9
632,13121006100,61,ARC 10,2015-05-19T14:22:27.000Z,14.5,22500,210,{748DF251-BFB1-42D0-BCFD-6759E2FC4926},-950,6.05
633,13121001600,16,ARC 10,2015-05-19T14:22:27.000Z,67.7,63750,78,{E294AE38-E68B-4E4F-96DB-E26944AF3092},1705,3.76
634,13121003100,31,ARC 10,2015-05-19T14:22:27.000Z,44.4,47941,65,{C9055170-A8DA-44DE-B054-04DA2F20733F},-90,4.07
635,13121006802,68.02,ARC 10,2015-05-19T14:22:27.000Z,3.8,7872,391,{0A44CFB7-154A-46CA-BA05-16A827CEDACE},206.7,19.97
636,13121007602,76.02,ARC 10,2015-05-19T14:22:27.000Z,14.3,32893,169,{4C562376-63AC-4266-A74D-F23C44F5AB13},-330.8,6.99
637,13139001606,16.06,ARC 20,2015-05-19T14:22:27.000Z,32.1,48051,279,{FAC44887-C81E-40FD-96C9-CD3411F7FAD0},543.6,8.04
638,13139001101,11.01,ARC 20,2015-05-19T14:22:27.000Z,6.8,22392,691,{C947DEC4-FE7B-482E-9EAE-581789723FD7},-808.1,13.16
639,13139001605,16.05,ARC 20,2015-05-19T14:22:27.000Z,34.6,74917,352,{0017C5B9-B10D-4592-8BF9-2A1A734C0715},357.6,7.35
640,13139001604,16.04,ARC 20,2015-05-19T14:22:27.000Z,27.5,72337,469,{F7EDBDFB-31C8-4E43-9080-7E58B3D5D7C3},470.2,8.21
641,13139001502,15.02,ARC 20,2015-05-19T14:22:27.000Z,29.8,77448,193,{F8DD944C-1048-478D-8DC7-EC77366738CF},46.9,4.61
642,13139001607,16.07,ARC 20,2015-05-19T14:22:27.000Z,21.7,53454,302,{EF57D671-05EF-4444-818D-5BF7988959D4},211.3,6.94
643,13139001302,13.02,ARC 20,2015-05-19T14:22:27.000Z,28.9,62477,314,{E1DC56D1-5783-43D1-9861-E111329E37CB},122.1,6.32
644,13139001301,13.01,ARC 20,2015-05-19T14:22:27.000Z,25.7,57744,383,{4C38A26D-E253-47F9-9E63-A2576CFBAEE1},149.1,7.02
645,13139001403,14.03,ARC 20,2015-05-19T14:22:27.000Z,11.4,34009,320,{BDEECD91-8F0F-43C3-859E-9216EA4A0DAF},214.4,8.95
646,13139001404,14.04,ARC 20,2015-05-19T14:22:27.000Z,16.1,48810,422,{D49BF8BF-45D2-4572-B3A7-47802CFF233B},89.3,8.11
647,13121010212,102.12,ARC 10,2015-05-19T14:22:27.000Z,45.2,51790,564,{CDB6BE98-2624-48E7-B8C9-BBBCD44169F5},-163.8,10.37
648,13121009802,98.02,ARC 10,2015-05-19T14:22:27.000Z,90.3,159405,137,{169F6BB4-5F0D-425F-A752-D05CCF3BC4D6},110.2,3.31
649,13121009403,94.03,ARC 10,2015-05-19T14:22:27.000Z,52.5,54643,150,{D65259AB-A26A-4BF1-9FD2-F4F0A0B15AE3},3148,3.24
650,13121009404,94.04,ARC 10,2015-05-19T14:22:27.000Z,74.5,86205,198,{7AAE2399-ADE7-413F-991A-80F00051BE7A},1475,4.71
651,13121010001,100.01,ARC 10,2015-05-19T14:22:27.000Z,78.6,96343,279,{93453ABA-164B-4071-9108-4EBEF431D035},570.6,6.22
652,13121009602,96.02,ARC 10,2015-05-19T14:22:27.000Z,75.6,96696,244,{896969E4-4D63-4384-A359-2BA8E2148891},1134.4,5.47
653,13121010002,100.02,ARC 10,2015-05-19T14:22:27.000Z,80.2,148838,424,{C4AD7904-A9D1-45F2-9C9E-03C324177E5A},793.3,6.06
654,13121009502,95.02,ARC 10,2015-05-19T14:22:27.000Z,63.3,50655,104,{D724CCAA-4E9F-4BFD-A338-862EA367312F},600,2.69
655,13121008000,80,ARC 10,2015-05-19T14:22:27.000Z,29.1,40517,310,{98F144C6-7E5F-44FC-A756-C9C50D828133},-400.9,6.36
656,13121003900,39,ARC 10,2015-05-19T14:22:27.000Z,22.1,19808,98,{5FF3936C-8ED9-4BC4-AA6A-B46AC9D00CD9},-3650,7.36
657,13121004100,41,ARC 10,2015-05-19T14:22:27.000Z,13.1,22372,130,{E0062F26-52B3-4302-87B4-F63DF08748A1},-1406,6.98
658,13121002400,24,ARC 10,2015-05-19T14:22:27.000Z,22.6,30500,148,{5245A54F-B6C2-4BC5-96B3-1CEF8E6E6C12},-388,6.51
659,13121004000,40,ARC 10,2015-05-19T14:22:27.000Z,23.1,26875,133,{3B7C5D18-B5DF-485C-A934-4B08C855E5CB},-1558.3,5.96
660,13121008400,84,ARC 10,2015-05-19T14:22:27.000Z,9.3,20458,196,{70FD2B27-AE0A-414D-B15E-5A0CFB97163A},-3184.3,6.16
661,13121008302,83.02,ARC 10,2015-05-19T14:22:27.000Z,17.4,28542,117,{9283831F-0F02-4B1D-B4BA-5F2A722E5773},-1161.4,5.85
662,13121008301,83.01,ARC 10,2015-05-19T14:22:27.000Z,13.5,24286,222,{A72F776F-7942-4A61-ADD9-F9A73DEF83CA},-941,7.65
663,13121007200,72,ARC 10,2015-05-19T14:22:27.000Z,13,22669,121,{61EC3C83-54D9-407D-B6F1-0BD5DC762E85},-701.7,7.09
664,13139001501,15.01,ARC 20,2015-05-19T14:22:27.000Z,37,67775,241,{1E2293E0-FA27-43EE-BD43-8EC43CADDDB2},82.7,5.73
665,13139001102,11.02,ARC 20,2015-05-19T14:22:27.000Z,6.3,33533,596,{C191F420-4038-4A40-BD2F-D11445D88DAE},991.4,12.39
666,13139001201,12.01,ARC 20,2015-05-19T14:22:27.000Z,8.5,36282,695,{4EACDEC0-68D9-4EEC-ADEC-F74D0DF75DEB},96.6,8.87
667,13139001004,10.04,ARC 20,2015-05-19T14:22:27.000Z,25.2,45560,241,{7E2F03E9-4BA4-4A9D-A298-8B0F13F1C49E},489.7,8.14
668,13139001003,10.03,ARC 20,2015-05-19T14:22:27.000Z,3.4,30241,819,{8385F87F-BD57-4991-94F0-B05DBCB37ED3},740.9,12.52
669,13139000305,3.05,ARC 20,2015-05-19T14:22:27.000Z,31.8,56656,263,{9C5E6658-6365-416A-A831-B3CC74B970EA},91.8,6.05
670,13139000304,3.04,ARC 20,2015-05-19T14:22:27.000Z,28.9,42417,251,{AD3DED6C-CA1D-4885-BF20-395CDCC3BD12},76.5,6.84
671,13139000303,3.03,ARC 20,2015-05-19T14:22:27.000Z,41.5,71346,117,{66DB03D4-0EB6-44FC-93F9-8FDC4EDF2069},74.1,4.55
672,13139000203,2.03,ARC 20,2015-05-19T14:22:27.000Z,20.9,66840,220,{9AC46846-63E2-48E0-B7C3-66F1ECDC81D7},39.9,5.29
673,13139000204,2.04,ARC 20,2015-05-19T14:22:27.000Z,33.6,74457,237,{787818A1-7EFB-4F8A-A72F-707C8F048801},27.8,5.77
674,13255160100,1601,ARC 20,2015-05-19T14:22:27.000Z,11.3,51509,420,{B3214FA2-523F-4D03-9E99-CF331700A164},11.6,7.04
675,13255160200,1602,ARC 20,2015-05-19T14:22:27.000Z,17.8,49301,308,{3F5616F5-E177-4AB9-B16A-3DCB83F2BE10},43.8,5.16
676,13255161000,1610,ARC 20,2015-05-19T14:22:27.000Z,7,52612,355,{19D95A20-C97F-4733-BF98-2016EA215D16},13.3,6.4
677,13255161200,1612,ARC 20,2015-05-19T14:22:27.000Z,27.2,50460,592,{A9EDE17E-4848-44E9-B686-70D1EE794F2C},47.9,7
678,13255161100,1611,ARC 20,2015-05-19T14:22:27.000Z,33.9,54304,231,{D9FCC592-5AC9-4FB1-9E44-86D689938C4D},89.1,6.03
679,13255160900,1609,ARC 20,2015-05-19T14:22:27.000Z,4.1,31298,222,{2BFFD962-4224-4D46-BF49-213E35DABB36},-79,8.55
680,13255160800,1608,ARC 20,2015-05-19T14:22:27.000Z,6.4,22888,330,{4B107BF8-3E44-4273-8EEC-1CA6F5F03963},-115.8,7.83
681,13255160700,1607,ARC 20,2015-05-19T14:22:27.000Z,10.5,37446,616,{3A9933FE-FAC0-46D3-A3AF-F1FCD3DF8E92},129.6,8.33
682,13255160500,1605,ARC 20,2015-05-19T14:22:27.000Z,14.6,37444,526,{FA672D1E-3B29-4BE9-9F22-40E1BD4837F9},125.1,7.7
683,13255160400,1604,ARC 20,2015-05-19T14:22:27.000Z,7.9,22992,506,{4F45ACDF-E798-445A-BD7F-F233F443D3DD},-133.3,8.89
684,13255160300,1603,ARC 20,2015-05-19T14:22:27.000Z,8.5,26618,302,{47364BDA-6FB5-4B9E-9F9A-C02D9276B695},0.1,8.59
685,13255160600,1606,ARC 20,2015-05-19T14:22:27.000Z,15.1,55174,217,{DA6C9E00-CF98-4008-905E-EE98B48E6525},8.6,5.35
686,13097080102,801.02,ARC 10,2015-05-19T14:22:27.000Z,34.5,45830,638,{96E8D396-6C0B-46AE-9DCD-79A16C1B35CF},296.1,9.18
687,13097080602,806.02,ARC 10,2015-05-19T14:22:27.000Z,31.3,60982,378,{AECD98A8-0C3E-4959-8FE3-6DBE7962FBBE},145.6,7.32
688,13097080508,805.08,ARC 10,2015-05-19T14:22:27.000Z,20.8,54566,372,{17798AEC-618A-4214-A20C-384F0C617421},16.4,6.83
689,13097080510,805.10,ARC 10,2015-05-19T14:22:27.000Z,25.8,65042,493,{0D57EF38-315F-4C24-A953-1390F85AA69A},365.3,6.71
690,13097080509,805.09,ARC 10,2015-05-19T14:22:27.000Z,38.3,79085,369,{7E920CC4-4077-44CB-B912-E75610A8997E},338.8,6.38
691,13077170602,1706.02,ARC 20,2015-05-19T14:22:27.000Z,54.9,82854,771,{7E19D272-8AAB-4BD1-AF2A-1F3F848CD1E0},1849.5,9.91
