OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Under_5_population__2010,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_Population_under_5_2010
168,13067030345,303.45,ARC 10,2015-05-19T14:22:24.000Z,56.5,50553,437,{EF9C5476-8A1D-4214-B7F7-488EFD65DC7A},491.8,9.45
169,13067030344,303.44,ARC 10,2015-05-19T14:22:24.000Z,42.5,43037,272,{80E2DFA6-9CA5-434E-BF9C-19193A5F0D44},-662.2,7.55
170,13067030411,304.11,ARC 10,2015-05-19T14:22:24.000Z,16.6,27417,454,{09DD2B38-3E30-4931-9ED0-7C131313A833},-593.8,10.77
171,13067030412,304.12,ARC 10,2015-05-19T14:22:24.000Z,28.7,37917,363,{306699D4-9EAE-419C-8438-DA7074EAE328},-1303.8,9.61
172,13067030414,304.14,ARC 10,2015-05-19T14:22:24.000Z,18.1,27681,248,{050E5D71-E69C-4671-9AE5-746A9B6C0AA6},-659,8.91
173,13067030413,304.13,ARC 10,2015-05-19T14:22:24.000Z,32.2,34180,481,{E80C1530-9801-4F4E-AFBA-0A9EAEC773BD},-1313.3,9.13
174,13067030239,302.39,ARC 10,2015-05-19T14:22:24.000Z,51.8,107622,296,{3A195EC2-18A0-48C7-AD32-81A61AA4A5D0},228.4,3.89
175,13067030238,302.38,ARC 10,2015-05-19T14:22:24.000Z,48.9,101607,301,{9ABFA40D-D36F-4C8E-B37C-4DB421A65581},350.9,4.63
176,13067030236,302.36,ARC 10,2015-05-19T14:22:24.000Z,59,130867,177,{892095C6-AE5B-4C15-BF5B-EC12498E5BA9},370.5,3.82
177,13067030407,304.07,ARC 10,2015-05-19T14:22:24.000Z,60.7,67138,325,{D966ABA2-9A32-4CA7-A30D-B83C22D9BC99},-70.6,7.07
178,13067030408,304.08,ARC 10,2015-05-19T14:22:24.000Z,59.8,65682,205,{CC0D0FB3-F80C-498B-BF59-ED48A958B962},7.8,6.61
179,13067030410,304.10,ARC 10,2015-05-19T14:22:24.000Z,46.8,43352,296,{2D5941E2-2958-4C1A-95B9-F3EBD2F7DD18},-34.1,6.32
180,13067030409,304.09,ARC 10,2015-05-19T14:22:24.000Z,61.1,110494,214,{E0B9A60F-68BD-4881-B838-06BA3453F67A},198.6,6.45
181,13067030343,303.43,ARC 10,2015-05-19T14:22:24.000Z,64.4,114712,209,{C6717787-358D-4B8E-AE57-FF00FDF741A3},71.7,4.42
182,13067030342,303.42,ARC 10,2015-05-19T14:22:24.000Z,61.9,113075,283,{DCA7CB29-4BD8-411C-84E9-0F74E25C7D01},62.1,6.01
183,13067030340,303.40,ARC 10,2015-05-19T14:22:24.000Z,66.5,130263,171,{0FAC6998-CA99-4667-9653-8C5A24AB179B},-179.4,4.52
184,13067030341,303.41,ARC 10,2015-05-19T14:22:24.000Z,51.7,95469,229,{903D800C-12D3-4B99-8A72-574F8BED2F58},30.6,5.21
185,13067031409,314.09,ARC 10,2015-05-19T14:22:24.000Z,20.6,46234,418,{832D7445-623D-405E-9823-913A182A2881},14,8.18
186,13067031408,314.08,ARC 10,2015-05-19T14:22:24.000Z,20.5,44708,449,{6AA66F34-C803-4B52-84A3-D4E7BEDDFA75},211.3,7.41
187,13067030107,301.07,ARC 10,2015-05-19T14:22:24.000Z,43,77780,325,{41333364-B350-4189-9388-610D7617F686},725.6,6.99
188,13067030106,301.06,ARC 10,2015-05-19T14:22:24.000Z,21.1,44878,556,{E9C7B4D5-0C25-4786-9873-6398DF5B9B7F},1167.9,8.11
189,13067030505,305.05,ARC 10,2015-05-19T14:22:24.000Z,29.4,34185,486,{3B02DEEA-8A77-4A27-A9C8-407B060EA9FC},395.5,7.6
190,13067030800,308,ARC 10,2015-05-19T14:22:24.000Z,22.7,35233,257,{0F9AFA9F-AEDE-4856-842E-77C035F1F72F},-498,6.34
191,13067030902,309.02,ARC 10,2015-05-19T14:22:24.000Z,26.3,33438,568,{DFD7DED1-AA16-457A-8A9E-8A6A121FEE77},-704.5,9.72
192,13067031311,313.11,ARC 10,2015-05-19T14:22:24.000Z,22.2,34503,975,{3C431113-9CA7-4FCC-A318-DB88FFFCCD6C},592.5,10.65
193,13067031406,314.06,ARC 10,2015-05-19T14:22:24.000Z,25.8,37840,618,{45D4DC81-9320-4718-9752-EFDE29AE7908},892.1,8.15
194,13067031405,314.05,ARC 10,2015-05-19T14:22:24.000Z,29.8,64291,638,{DF8BB34A-3452-49AB-B307-F8627CF54BA3},5.1,8.31
195,13067030320,303.20,ARC 10,2015-05-19T14:22:24.000Z,74,80463,361,{1FA5A842-D183-4A4E-88E2-4F8C2257E643},357.5,5.01
196,13067030318,303.18,ARC 10,2015-05-19T14:22:24.000Z,71.7,124779,367,{AC17409F-C708-463F-BF54-3CE063C8384D},67.4,4.84
197,13067031005,310.05,ARC 10,2015-05-19T14:22:24.000Z,21.3,47470,416,{393A6CA5-1757-4DB4-B929-575C9D1FE73A},445,8.15
198,13067031002,310.02,ARC 10,2015-05-19T14:22:24.000Z,9.5,27755,916,{34E92F17-7077-42E6-B874-8DB85D0A169E},579.4,10.75
199,13067030904,309.04,ARC 10,2015-05-19T14:22:24.000Z,21.5,38118,621,{1A326973-8A8C-448D-825F-A7AC9EE1F124},-38.5,10.15
200,13067030901,309.01,ARC 10,2015-05-19T14:22:24.000Z,50.5,59979,528,{530EDA52-DBD0-4BB0-9142-A68FE5CAFC43},-19.3,6.9
201,13067031503,315.03,ARC 10,2015-05-19T14:22:24.000Z,29.1,60441,585,{28875E73-E860-4D2E-9C14-0DCBA8F9D439},78.4,7.01
202,13067031307,313.07,ARC 10,2015-05-19T14:22:24.000Z,49.5,75669,478,{6AD73B13-F497-434C-8BC3-686260227E4D},28.5,8.07
203,13067031308,313.08,ARC 10,2015-05-19T14:22:24.000Z,16.3,41953,337,{E327F5FA-3C15-48B2-B1C8-09CE91BC357F},114.8,7.06
204,13067030319,303.19,ARC 10,2015-05-19T14:22:24.000Z,64.9,94219,132,{A0C8833C-C3A5-468B-8B3B-A01A24CEDDFA},-9.3,3.37
205,13067030333,303.33,ARC 10,2015-05-19T14:22:24.000Z,68.1,113987,316,{43DF9985-B176-4187-BEA7-9FD3E5DFE3EE},28.3,5.24
206,13067030332,303.32,ARC 10,2015-05-19T14:22:24.000Z,65.5,105000,177,{419B2369-63BC-4AF8-89D5-89F8E014BF65},-35.7,5.62
207,13067030335,303.35,ARC 10,2015-05-19T14:22:24.000Z,73.3,112112,213,{70541F75-67C9-415C-8263-E2D06D480E6A},-173,4.36
208,13067031106,311.06,ARC 10,2015-05-19T14:22:24.000Z,34,63228,718,{2CF2D457-B3DF-439D-A797-909823258AD6},258.6,8.73
209,13067030331,303.31,ARC 10,2015-05-19T14:22:24.000Z,64.1,106549,262,{E75FF07C-9904-4B01-8DC5-1CDE4DD23333},-73.6,4.69
210,13067030322,303.22,ARC 10,2015-05-19T14:22:24.000Z,46,97054,175,{6CDE0D71-4113-4E4B-9DE6-99412BB81AF3},-15.7,5.21
211,13067031112,311.12,ARC 10,2015-05-19T14:22:24.000Z,62,71842,445,{8E85B0D1-B5B4-4F5B-964C-808812CA8E88},10,9.37
212,13067030504,305.04,ARC 10,2015-05-19T14:22:24.000Z,43.2,59844,491,{FB08DA50-58B1-489F-8FBE-DFEDEE3E5837},189.2,8.22
213,13067030327,303.27,ARC 10,2015-05-19T14:22:24.000Z,55.3,98241,236,{B1146FAC-73DE-4F70-950D-0B0E4B8780A0},18.4,5.36
214,13067030329,303.29,ARC 10,2015-05-19T14:22:24.000Z,56.6,98988,254,{D6BF9B59-5324-4CC4-91AD-C6774214D397},-97.6,5.75
215,13067030339,303.39,ARC 10,2015-05-19T14:22:24.000Z,62.8,56409,303,{299F5736-5255-4080-9447-26591C47A1F1},607.2,5.75
216,13067030314,303.14,ARC 10,2015-05-19T14:22:24.000Z,54.1,91137,446,{732F6A00-EC89-43A9-B81B-243A77B39E1D},271.6,5.78
217,13067030336,303.36,ARC 10,2015-05-19T14:22:25.000Z,77.4,145483,357,{84E8705D-20BD-4AA7-9B1F-CD21F3BDB5F9},-159.3,4.86
218,13063040411,404.11,ARC 10,2015-05-19T14:22:25.000Z,28.3,56258,929,{D5C25AC3-38BB-49FA-AE7C-73B92FFD26AD},679.1,7.68
219,13063040512,405.12,ARC 10,2015-05-19T14:22:25.000Z,20.5,36655,416,{970BEAAB-D9E6-4F4E-A32C-93CCA7326B33},360,8.2
220,13063040608,406.08,ARC 10,2015-05-19T14:22:25.000Z,24,63848,843,{E0A11937-5F89-4EE0-B43B-514E2D618236},339.3,7.38
221,13063040614,406.14,ARC 10,2015-05-19T14:22:25.000Z,32.2,65607,196,{CFE518F3-3B6F-4CEA-A012-0A25A5AD03F5},-135.2,4.19
222,13063040606,406.06,ARC 10,2015-05-19T14:22:25.000Z,13.6,42692,250,{CF8925B9-6777-4D6E-B895-5ABD73B990CE},22.7,6.9
223,13063040612,406.12,ARC 10,2015-05-19T14:22:25.000Z,7.7,37052,454,{FC0AA330-5694-4C56-AAC6-A6AE9167B128},969.3,6.59
224,13063040609,406.09,ARC 10,2015-05-19T14:22:25.000Z,29.5,56493,359,{92B44345-0E75-4ECE-9F91-6D6F2604923C},362.2,5.71
225,13063040412,404.12,ARC 10,2015-05-19T14:22:25.000Z,18,46772,602,{5241AF89-CCEC-4353-A65C-EE8AEAAF11F9},142.9,8.33
226,13063040413,404.13,ARC 10,2015-05-19T14:22:25.000Z,22.8,38835,531,{70D31835-FC02-4BEB-9504-0CCF7154DFD6},569.5,7.9
227,13063040613,406.13,ARC 10,2015-05-19T14:22:25.000Z,30.1,58246,529,{DC572D8D-E3A0-4E5F-8A57-EBE46590898C},264.7,6.62
228,13063040408,404.08,ARC 10,2015-05-19T14:22:25.000Z,21.1,39607,585,{A7255E3B-4EB6-4047-B53C-37AC98D7DFD4},80.8,7.88
229,13063040409,404.09,ARC 10,2015-05-19T14:22:25.000Z,12,45833,474,{19EDF7A2-5BC4-460E-BC6D-E80EFDB796C9},170,8.29
230,13063040410,404.10,ARC 10,2015-05-19T14:22:25.000Z,13,40107,701,{C99D3412-8972-4F8D-AFA2-2A6CC31E8313},150.5,9.93
231,13063040303,403.03,ARC 10,2015-05-19T14:22:25.000Z,6.8,28264,677,{B66969E3-47D7-4EBF-B013-57EBF00034B2},-348.3,9.74
232,13063040302,403.02,ARC 10,2015-05-19T14:22:25.000Z,5.9,33030,493,{8F650004-9102-4D67-B4A7-D4F98800BE9C},-646.8,10.21
233,13063040611,406.11,ARC 10,2015-05-19T14:22:25.000Z,11,29464,707,{862334D2-71C3-4177-9C50-935C33E7A9E3},155,10.6
234,13063040407,404.07,ARC 10,2015-05-19T14:22:25.000Z,11.8,42500,229,{055BA65C-0F1A-4B27-9C2D-EE5F5EE597A1},94,6.32
235,13063040510,405.10,ARC 10,2015-05-19T14:22:25.000Z,16.1,41012,269,{2FE5E313-434A-465D-990A-DE786FFED722},-286.7,7.91
236,13063040514,405.14,ARC 10,2015-05-19T14:22:25.000Z,23.1,41477,712,{6F6F7F75-1670-45DB-823B-77321DDF66BD},988.4,9.88
237,13063040307,403.07,ARC 10,2015-05-19T14:22:25.000Z,13.7,34162,360,{7DE7047C-F362-47EA-B144-B964A887BE7B},495,8.13
238,13063980000,9800,ARC 10,2015-05-19T14:22:25.000Z,,,0,{6A9EE8D5-6AA7-4DDC-B05F-897B60B89973},,
239,13063040622,406.22,ARC 10,2015-05-19T14:22:25.000Z,23.9,44246,635,{875722F0-7104-48CF-838B-5C419772D884},-87.8,8.53
240,13063040621,406.21,ARC 10,2015-05-19T14:22:25.000Z,21.9,56374,682,{095FCB1B-4EC2-4C98-BBF7-9C852021C2F6},1229,7.41
241,13063040619,406.19,ARC 10,2015-05-19T14:22:25.000Z,20.6,47778,251,{3AB25099-06E9-4A85-9B2E-36533D6B130B},142.9,8.36
242,13063040523,405.23,ARC 10,2015-05-19T14:22:25.000Z,14.8,42540,243,{C4F090F2-9C5E-4D62-ABF8-1D8420CC999E},978,8.67
243,13063040522,405.22,ARC 10,2015-05-19T14:22:25.000Z,15.7,30298,441,{3E554B14-3C8F-4B2F-9FD7-3285D393C1EB},-504.7,8.95
244,13063040520,405.20,ARC 10,2015-05-19T14:22:25.000Z,15.3,29650,406,{BBAB36A6-4585-4165-B83A-E8C956A49AD9},-523.8,10.71
245,13063040519,405.19,ARC 10,2015-05-19T14:22:25.000Z,17.4,24979,445,{B9C797A4-1148-4124-824D-21678E1810AF},1263.3,10.73
246,13063040417,404.17,ARC 10,2015-05-19T14:22:25.000Z,17.8,23364,589,{3AB60AD8-7253-4C00-B0E7-427D72861E6E},12.5,11.48
247,13063040203,402.03,ARC 10,2015-05-19T14:22:25.000Z,14.6,36458,368,{23FD9272-AE71-414E-9312-B0873C79A00D},117.3,10.13
248,13063040617,406.17,ARC 10,2015-05-19T14:22:25.000Z,0.6,31227,221,{B4EAD53E-F9FF-415B-8B5F-F4F76ED8F397},520,14.19
249,13063040615,406.15,ARC 10,2015-05-19T14:22:25.000Z,25.2,41094,133,{A09428AF-7DB8-453D-99EA-117FE8D3D784},138.5,6.81
250,13063040521,405.21,ARC 10,2015-05-19T14:22:25.000Z,10.7,54135,275,{C47EAD4F-8528-4718-8E47-62452003A8F1},-113,9
251,13063040415,404.15,ARC 10,2015-05-19T14:22:25.000Z,10.8,33271,734,{0BCF16B3-E41D-45BF-8C5A-243180F71A64},-703.1,12.56
252,13063040414,404.14,ARC 10,2015-05-19T14:22:25.000Z,11.9,33421,151,{7C4E5FBC-A4B6-4C2D-936E-17B69CCC0A46},403.8,8.11
253,13063040204,402.04,ARC 10,2015-05-19T14:22:25.000Z,17.8,35938,396,{9B14CD23-53C8-4FF4-B7FC-056CBB74210C},-625.5,10.57
254,13063040308,403.08,ARC 10,2015-05-19T14:22:25.000Z,6.9,30893,380,{9EDEF18E-C144-4F11-9314-3D7D0D594885},-215.3,8.41
255,13063040620,406.20,ARC 10,2015-05-19T14:22:25.000Z,16.6,63274,218,{DA0ACE71-5462-44B2-9E9B-00BB53DE0929},366.3,6.36
256,13063040616,406.16,ARC 10,2015-05-19T14:22:25.000Z,22.9,36671,749,{920AF648-07D6-4217-BC20-ED664FB51E08},613.8,8.89
257,13063040526,405.26,ARC 10,2015-05-19T14:22:25.000Z,14.6,43682,434,{1AFE3B4A-0C61-48F3-A481-C5F1DA99E8C9},-89.5,7.65
258,13063040525,405.25,ARC 10,2015-05-19T14:22:25.000Z,18.6,42705,169,{2F3D5D29-F15F-405D-A475-7C547DD2263A},-22.2,6.24
259,13063040524,405.24,ARC 10,2015-05-19T14:22:25.000Z,19.3,42679,486,{18732E40-6D38-4380-933C-15BB6D1BC3DC},-362.9,7.63
260,13063040416,404.16,ARC 10,2015-05-19T14:22:25.000Z,3.7,36531,309,{0F5E6A54-C04F-4FC1-8FEA-4F3835BB3A6C},-444.7,9.12
261,13063040306,403.06,ARC 10,2015-05-19T14:22:25.000Z,8.8,24254,616,{74B210E6-C8E6-4F91-854B-1B6633C94FD3},-125.9,14.09
262,13063040516,405.16,ARC 10,2015-05-19T14:22:25.000Z,13.7,30273,517,{3C46707C-0E19-46B7-99FE-038A4F40D6A5},755.3,8.49
263,13063040509,405.09,ARC 10,2015-05-19T14:22:25.000Z,21.4,63750,253,{7637C7A1-AB2B-4CF6-ADDF-EB457E503613},-9,5.93
264,13063040202,402.02,ARC 10,2015-05-19T14:22:25.000Z,10.2,30606,248,{272C02F5-D39A-4181-A787-0C92DF39B9B4},-415.1,9.92
265,13063040518,405.18,ARC 10,2015-05-19T14:22:25.000Z,15.7,30640,506,{74641726-9222-48F3-A21C-80995D2CEFD0},344.3,10.01
266,13063040515,405.15,ARC 10,2015-05-19T14:22:25.000Z,20.6,41290,454,{3111F254-4F74-4CDC-B176-5D3EC184274F},-111.7,7.11
267,13063040513,405.13,ARC 10,2015-05-19T14:22:25.000Z,20.9,60798,314,{99587ACA-E7A0-4D25-BBA3-99E78FE3AA3F},-77.8,6.53
268,13151070403,704.03,ARC 10,2015-05-19T14:22:25.000Z,20,64861,725,{67F9EB56-7682-4D08-8546-3366E7A7CF54},204,7.15
269,13151070307,703.07,ARC 10,2015-05-19T14:22:25.000Z,30.2,72361,252,{3AC8F85B-1C7B-4020-AB31-22AF505C1857},624.1,5.77
270,13151070113,701.13,ARC 10,2015-05-19T14:22:25.000Z,15.4,40982,320,{62CFBD3A-5856-462E-8436-0DC112F5ED59},6.9,7.95
271,13151070501,705.01,ARC 10,2015-05-19T14:22:25.000Z,19.1,43145,616,{9DFC0734-A144-41CF-A6AC-B5D0C3216CB9},150.7,8.73
272,13151070502,705.02,ARC 10,2015-05-19T14:22:25.000Z,29,69662,1116,{1CFB7DF5-58D2-40BE-A5FF-4820E9D3C3EC},270.4,7.61
273,13151070311,703.11,ARC 10,2015-05-19T14:22:25.000Z,22.2,42330,979,{A389CAFE-8726-49D0-9260-E8A6C2BB7DAA},1014.1,9.13
274,13151070404,704.04,ARC 10,2015-05-19T14:22:25.000Z,21,60868,548,{7708B3EB-99A8-4C25-BCEB-72E11878402E},165.4,7.94
275,13151070204,702.04,ARC 10,2015-05-19T14:22:25.000Z,23.1,78669,197,{77C0C5B1-0EAA-4704-89CD-CC35E7475D6E},81.3,4.52
276,13151070310,703.10,ARC 10,2015-05-19T14:22:25.000Z,19.6,55682,265,{16174C10-E2F7-40B1-9775-AB64EE78C4C1},-157.9,6.05
277,13151070205,702.05,ARC 10,2015-05-19T14:22:25.000Z,27.9,58099,560,{3E716DBA-3C6D-4D74-9D2D-70A8A0C82E55},342.1,5.8
278,13151070309,703.09,ARC 10,2015-05-19T14:22:25.000Z,46.6,81503,479,{F923358D-FDDF-473A-A2D3-4E2455E98B98},792,6.55
279,13151070114,701.14,ARC 10,2015-05-19T14:22:25.000Z,39.4,41624,393,{770FDE1F-E7C8-42F2-B977-28FEA1A7204F},437.7,7.79
280,13151070111,701.11,ARC 10,2015-05-19T14:22:25.000Z,18.8,44290,600,{730F80D7-BE3F-4A8E-9A5B-CBA0B29DCA44},578.6,7.42
281,13151070107,701.07,ARC 10,2015-05-19T14:22:25.000Z,35,73967,322,{AD96D964-546E-4D4C-BE7B-86950F708053},136.8,4.59
282,13151070109,701.09,ARC 10,2015-05-19T14:22:25.000Z,22.9,69362,174,{919D4436-2C37-4532-AF5E-B3046627FC53},102.7,5.09
283,13151070110,701.10,ARC 10,2015-05-19T14:22:25.000Z,20,67588,362,{C0F94033-A466-4A93-BD76-AB6E42EAD607},108.4,5.09
284,13151070108,701.08,ARC 10,2015-05-19T14:22:25.000Z,29.7,56061,401,{E033C7E4-DD7C-4B84-AC8E-122D858897BA},337.6,7.44
285,13151070306,703.06,ARC 10,2015-05-19T14:22:25.000Z,31.1,65311,651,{5034A516-6BB5-4906-9A5A-C4CA583C25C7},461.8,7.14
286,13151070104,701.04,ARC 10,2015-05-19T14:22:25.000Z,35.1,59686,889,{67EDA995-AD84-41BD-90C1-2975DEA547A4},718.3,6.81
287,13151070202,702.02,ARC 10,2015-05-19T14:22:25.000Z,36.4,81520,525,{9404D388-D346-46B5-ACEA-A24019830F60},256.4,4.76
288,13151070305,703.05,ARC 10,2015-05-19T14:22:25.000Z,26.9,73719,459,{B7F1A98C-A1AE-400B-9B68-FB74912137C2},180.5,5.79
289,13151070304,703.04,ARC 10,2015-05-19T14:22:25.000Z,16.1,38261,866,{873D3FEA-3DC6-491E-9E6C-1D4C6B47D5E3},533.3,7.85
290,13151070106,701.06,ARC 10,2015-05-19T14:22:25.000Z,17.9,52314,365,{E986B3ED-29AD-4032-B0F6-179B5CB79A31},120,6.44
291,13151070203,702.03,ARC 10,2015-05-19T14:22:25.000Z,25.1,80566,915,{95480B7A-DAFF-48DC-BA69-9AF8BC180C1F},223.8,6.1
292,13151070402,704.02,ARC 10,2015-05-19T14:22:25.000Z,18.5,61583,856,{B1C90015-629F-46BC-A3B5-6985D7713830},158.9,7.47
293,13015960101,9601.01,ARC 20,2015-05-19T14:22:25.000Z,31.7,74848,109,{228A6AF9-3EE5-49A7-BD17-1E9E70A78FA0},12.2,6.43
294,13015960402,9604.02,ARC 20,2015-05-19T14:22:25.000Z,14.2,43032,620,{9653C38D-2EAE-41F4-BB5B-898FACA97EF7},154.4,6.95
295,13015960901,9609.01,ARC 20,2015-05-19T14:22:25.000Z,16,45375,199,{D01DAB8C-81D6-445E-AF86-934AEC55752F},6,7.01
296,13015960102,9601.02,ARC 20,2015-05-19T14:22:25.000Z,17.2,59920,599,{308BA4E9-02A0-4287-BBCB-5FE3893ED182},24.6,6.3
297,13015960802,9608.02,ARC 20,2015-05-19T14:22:25.000Z,8.7,23381,200,{B3C414D6-F4D1-46B5-96D6-0B200D908EB5},57.9,6.03
298,13015961000,9610,ARC 20,2015-05-19T14:22:25.000Z,14.8,64450,525,{48E4CC88-3F4C-41F8-BF9D-1A64755C063D},31.8,6.24
299,13015960801,9608.01,ARC 20,2015-05-19T14:22:25.000Z,12.7,50481,243,{DD0A4A69-4C5D-4F05-892F-4E62D1A70E55},43.9,6.79
300,13015960300,9603,ARC 20,2015-05-19T14:22:25.000Z,16.7,58203,411,{7B926218-B532-4C4F-94BA-CD8D148AECAE},41.6,6.18
301,13015960902,9609.02,ARC 20,2015-05-19T14:22:25.000Z,21.9,57540,441,{EC817738-3A17-4284-89E8-F787F3CC40EE},78,6.55
302,13015960500,9605,ARC 20,2015-05-19T14:22:25.000Z,7.3,40651,610,{3F9EE090-D23C-443E-8F38-1ABD32DBE2A2},231.2,8.26
303,13015960600,9606,ARC 20,2015-05-19T14:22:25.000Z,28.6,41764,670,{0BBF3BFE-B422-47EF-8525-6C78C1A16E21},140.7,7.47
304,13015960200,9602,ARC 20,2015-05-19T14:22:25.000Z,11.7,44905,777,{ED04860E-CFCD-4493-8673-8507F53E5323},44.7,7.19
305,13015960401,9604.01,ARC 20,2015-05-19T14:22:25.000Z,15.2,45718,739,{FAA31C35-B4B1-48B4-B463-6361C66AA650},425.7,8.26
306,13015960803,9608.03,ARC 20,2015-05-19T14:22:25.000Z,17.5,48558,280,{D23CF2A5-249A-4F51-9A4C-20DC207323F2},22.8,5.44
307,13015960700,9607,ARC 20,2015-05-19T14:22:25.000Z,12,37589,557,{785C320C-8621-48BB-8AFB-367A40022E08},53.3,7.68
308,13135050319,503.19,ARC 10,2015-05-19T14:22:25.000Z,14.5,38545,652,{E588D0EC-A364-4D55-BEE7-E6398C3E1841},-660,11.46
309,13135050219,502.19,ARC 10,2015-05-19T14:22:25.000Z,41.4,67209,191,{E956F705-9DD4-426F-9337-C4C71B8F6B88},-331.8,5.88
310,13135050211,502.11,ARC 10,2015-05-19T14:22:25.000Z,16.1,30067,550,{08CBD111-3CD0-462C-8DB8-CA33265919B4},-947.7,10.79
311,13135050215,502.15,ARC 10,2015-05-19T14:22:25.000Z,43.7,50850,183,{525DA882-0BDC-4B36-907F-9EC98284B898},444.6,6.56
312,13135050216,502.16,ARC 10,2015-05-19T14:22:25.000Z,57.8,103000,467,{02E0527B-EB09-4BE2-B9F6-BCCE9AD4CE79},637.8,5.64
313,13135050527,505.27,ARC 10,2015-05-19T14:22:25.000Z,43.4,73125,284,{80A41DE2-E73E-439C-B55F-4A23B0A3BCB7},76.5,4.74
314,13135050549,505.49,ARC 10,2015-05-19T14:22:25.000Z,33.9,64672,301,{77AD837B-1F9C-4E74-9568-576809584431},235.3,6
315,13135050540,505.40,ARC 10,2015-05-19T14:22:25.000Z,31.9,52607,492,{CDB1DA2D-C7C0-4478-920D-C74DFBD567D6},544.1,7.48
316,13135050722,507.22,ARC 10,2015-05-19T14:22:25.000Z,28.3,59609,225,{EAA90375-B01D-4565-A02D-F205A05ED0B2},422.9,7.71
317,13135050729,507.29,ARC 10,2015-05-19T14:22:25.000Z,25.9,49063,233,{4C64A459-162D-4110-9047-8BDFEA789FDD},222,7.26
318,13135050725,507.25,ARC 10,2015-05-19T14:22:25.000Z,31,62092,420,{706DF57C-D74B-41FC-A61E-2C41D07F0577},280,7.55
319,13135050730,507.30,ARC 10,2015-05-19T14:22:25.000Z,26.4,68792,545,{B2E3ED7B-CC98-4F94-A3E3-BEC727917CE7},613.3,8.18
320,13135050728,507.28,ARC 10,2015-05-19T14:22:25.000Z,34,72409,1014,{8FEE0708-FA53-4BB5-B78F-8CB369A8A238},629.2,7.19
321,13135050731,507.31,ARC 10,2015-05-19T14:22:25.000Z,27.7,69423,696,{CB9DE5AC-C159-49CC-A31D-F3DD6C489262},753.9,7.59
322,13135050609,506.09,ARC 10,2015-05-19T14:22:25.000Z,34.6,77059,790,{AE9F1931-0C5D-4F74-90A7-AEC03AC582F7},591.4,6.75
323,13135050610,506.10,ARC 10,2015-05-19T14:22:25.000Z,47.2,92233,927,{3535AC03-3640-4BFE-8121-CB1BDB61A5EA},593.4,6.23
324,13135050541,505.41,ARC 10,2015-05-19T14:22:25.000Z,17.3,31194,686,{8360399C-6FB8-4888-894B-0483F8C5761D},442,13.55
325,13135050524,505.24,ARC 10,2015-05-19T14:22:25.000Z,19.4,43182,471,{55FBDDC5-9014-4965-9CC2-D25D5794BFE8},348.5,8.61
326,13135050547,505.47,ARC 10,2015-05-19T14:22:25.000Z,35.9,81607,445,{1FE5C05C-1F41-4730-A6F0-282339BB291B},323.3,6.5
327,13135050523,505.23,ARC 10,2015-05-19T14:22:25.000Z,34.3,50336,568,{943C2987-E5BD-4B2D-A07A-FA09552FF568},691,7.72
328,13135050724,507.24,ARC 10,2015-05-19T14:22:25.000Z,37.1,58232,1120,{4F9F243D-E5DE-469E-B395-929E3C74DD07},962.5,7.05
329,13135050543,505.43,ARC 10,2015-05-19T14:22:25.000Z,36.7,75458,468,{69451F36-927C-468C-9A3F-AF9541C8F1B2},1206.5,7.23
330,13135050545,505.45,ARC 10,2015-05-19T14:22:25.000Z,25.6,52641,1092,{BD67E38F-4C8C-45F1-BC61-C0EC7B9E8F56},1447.5,9.38
331,13135050727,507.27,ARC 10,2015-05-19T14:22:25.000Z,39.1,88889,655,{84D06C09-47E7-40C9-ACE6-F28A7057ADA8},613.8,6.82
332,13135050548,505.48,ARC 10,2015-05-19T14:22:25.000Z,29.4,81417,548,{5A33D6E6-4700-4EAF-981B-32E8C4C7DA7F},626.2,4.65
333,13135050546,505.46,ARC 10,2015-05-19T14:22:25.000Z,33.4,67764,1374,{2F606205-A73F-44EA-B304-BB22CB73D16B},1339.1,8.55
334,13135050726,507.26,ARC 10,2015-05-19T14:22:25.000Z,28.1,69406,665,{5999AB01-75D7-4A4C-A4EE-9A9696DA82F3},379.3,7.59
335,13135050608,506.08,ARC 10,2015-05-19T14:22:25.000Z,29.1,66935,1151,{E8A70CC3-069B-426D-B4E8-9776B154A400},228.3,7.46
336,13135050607,506.07,ARC 10,2015-05-19T14:22:25.000Z,33.3,77500,1154,{6B588C3A-B363-44A8-8BFF-98A93551CE7D},930.9,7.57
337,13135050542,505.42,ARC 10,2015-05-19T14:22:25.000Z,23,45020,476,{21BE5B0A-E013-45E9-98F7-F0CD21D18D50},1649.3,10.1
338,13135050536,505.36,ARC 10,2015-05-19T14:22:25.000Z,30.3,55875,434,{23FADF42-D462-43AB-A70F-B25FCBE8DAF0},239.7,8.87
339,13135050537,505.37,ARC 10,2015-05-19T14:22:25.000Z,20.6,34273,482,{2648AF5D-FAD3-4182-8C69-7FAAF321A8FA},660,10.82
340,13135050539,505.39,ARC 10,2015-05-19T14:22:25.000Z,19.1,42944,563,{A8A7F23E-60EB-4972-8026-288EADF6764A},1246.7,10.21
341,13135050544,505.44,ARC 10,2015-05-19T14:22:25.000Z,37.3,67736,850,{027F9125-E482-419E-A5B5-6430E4A3CAD4},1249.2,7.32
