OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,GlobalID,Pop_Chng_per_SqMi_2000_2010,HousUnits_MonthOwnerCosts_toInc,Sel_Mo_Own_Costs_30pct_of_Incom,Pct_Sel_Mo_Own_Costs_30pct_Inc,HousUnits_Compute_RentPctIncome,Rent_Pct_of_Inc_More30Pct,PctRent_PctIncome_More30Pct,HousUnits_OwnRent_Compute,HousCosts_Units_30pctMore_Inc,PctHousCost_30pctMore_Income
726,980000,13089980000,9800,ARC 10,2015-05-21T18:32:37.000Z,{4626C5E8-385E-4E0B-9874-360C6FD5781D},,0,0,,0,0,,0,0,
727,023428,13089023428,234.28,ARC 10,2015-05-21T18:32:37.000Z,{2891D8B2-905A-477A-9E12-C4392ADC0B8E},633,1221,400,32.8,2297,1691,73.6,3518,2091,59.4
728,023426,13089023426,234.26,ARC 10,2015-05-21T18:32:37.000Z,{83C0A371-B7CE-4F81-8E32-7177557B01F7},405.7,1404,573,40.8,124,60,48.4,1528,633,41.4
729,021502,13089021502,215.02,ARC 10,2015-05-21T18:32:37.000Z,{1A17E33D-87F2-486D-AA8D-412B7B0EB1A4},117.1,1131,265,23.4,1269,647,51,2400,912,38
730,022302,13089022302,223.02,ARC 10,2015-05-21T18:32:37.000Z,{B8A8846A-EF25-4FF6-A8E2-562FE1CA3D30},-18.6,974,197,20.2,1006,523,52,1980,720,36.4
731,022007,13089022007,220.07,ARC 10,2015-05-21T18:32:37.000Z,{F8D24B5A-4635-4344-ACC9-104E95B4967D},-450,190,45,23.7,979,558,57,1169,603,51.6
732,021602,13089021602,216.02,ARC 10,2015-05-21T18:32:37.000Z,{16DA8865-3F79-46E5-A2F6-9CA1B3A89499},377.5,1056,260,24.6,758,372,49.1,1814,632,34.8
733,023803,13089023803,238.03,ARC 10,2015-05-21T18:32:37.000Z,{95BF78CB-0827-4930-B84A-758A12F32AA0},-439.5,1428,605,42.4,416,307,73.8,1844,912,49.5
734,022402,13089022402,224.02,ARC 10,2015-05-21T18:32:37.000Z,{89551AAF-0B4A-4CFE-866F-9FAF3E1C7D48},1050.8,146,62,42.5,539,473,87.8,685,535,78.1
735,022700,13089022700,227,ARC 10,2015-05-21T18:32:37.000Z,{6E4963E2-F5E3-4850-A2F3-DACDAFE0960C},392.2,1106,293,26.5,536,347,64.7,1642,640,39
736,022403,13089022403,224.03,ARC 10,2015-05-21T18:32:37.000Z,{4DD5FF16-0188-4289-9137-A8CF8B68F015},15.8,1215,319,26.3,223,75,33.6,1438,394,27.4
737,023425,13089023425,234.25,ARC 10,2015-05-21T18:32:37.000Z,{7CED4F9D-7A7C-420B-B43F-CC8C108B0655},211,1387,448,32.3,479,168,35.1,1866,616,33
738,022204,13089022204,222.04,ARC 10,2015-05-21T18:32:37.000Z,{F8812EEF-56C2-4E0B-9F19-A4C487D788F7},323.8,696,147,21.1,1655,978,59.1,2351,1125,47.9
739,023423,13089023423,234.23,ARC 10,2015-05-21T18:32:37.000Z,{71962953-941F-4C36-8B23-77531C37EE98},372.7,2133,1099,51.5,649,511,78.7,2782,1610,57.9
740,023419,13089023419,234.19,ARC 10,2015-05-21T18:32:37.000Z,{74DA4023-3859-49FB-937F-B603FA06F058},551.5,2323,808,34.8,494,299,60.5,2817,1107,39.3
741,023312,13089023312,233.12,ARC 10,2015-05-21T18:32:37.000Z,{778DC29D-F80A-4235-8DBF-CC24EAED1B32},627.1,2745,1209,44,399,351,88,3144,1560,49.6
742,023311,13089023311,233.11,ARC 10,2015-05-21T18:32:37.000Z,{22E9F951-F20D-4BFC-827E-7C14FD34B791},257.9,1070,302,28.2,269,148,55,1339,450,33.6
743,023213,13089023213,232.13,ARC 10,2015-05-21T18:32:37.000Z,{80EA2B39-A534-4778-B27E-32AA9C8FAB6C},793,1120,562,50.2,741,479,64.6,1861,1041,55.9
744,022301,13089022301,223.01,ARC 10,2015-05-21T18:32:37.000Z,{3F8614A4-99AF-4A3C-8D30-2D34C142F553},274.4,1445,336,23.3,1321,802,60.7,2766,1138,41.1
745,023602,13089023602,236.02,ARC 10,2015-05-21T18:32:37.000Z,{F87D1D4B-B255-4CE9-8F26-E127A5E351B9},-543.6,562,149,26.5,226,169,74.8,788,318,40.4
746,023504,13089023504,235.04,ARC 10,2015-05-21T18:32:37.000Z,{6291CBC5-1B28-4F88-9460-B3E932F2CD23},-1242.5,389,229,58.9,734,527,71.8,1123,756,67.3
747,023411,13089023411,234.11,ARC 10,2015-05-21T18:32:37.000Z,{036B6645-B1C7-464A-80E4-33A607E1BFAE},-717.3,925,306,33.1,351,228,65,1276,534,41.8
748,023410,13089023410,234.10,ARC 10,2015-05-21T18:32:37.000Z,{81979C16-D653-4CBE-BFAB-F266EF309978},-563.1,406,202,49.8,908,605,66.6,1314,807,61.4
749,023501,13089023501,235.01,ARC 10,2015-05-21T18:32:37.000Z,{08E25D5B-D470-49DD-8FC7-5FDDDD89F751},-153.3,508,191,37.6,620,400,64.5,1128,591,52.4
750,023114,13089023114,231.14,ARC 10,2015-05-21T18:32:37.000Z,{AB392DF1-C6DD-4E69-AE32-0C62C31551BE},-283.3,710,305,43,150,78,52,860,383,44.5
751,023112,13089023112,231.12,ARC 10,2015-05-21T18:32:37.000Z,{74305D50-5766-4D86-AF98-BBC021A471D3},-1778,307,118,38.4,1442,922,63.9,1749,1040,59.5
752,021912,13089021912,219.12,ARC 10,2015-05-21T18:32:37.000Z,{65BE6DDD-D5F7-4E41-9B78-CB7D52613496},-25.2,1218,501,41.1,17,17,100,1235,518,41.9
753,021910,13089021910,219.10,ARC 10,2015-05-21T18:32:37.000Z,{58A670DC-7B2F-41C4-91BF-5131B4B525EF},185.7,1239,453,36.6,540,375,69.4,1779,828,46.5
754,021604,13089021604,216.04,ARC 10,2015-05-21T18:32:37.000Z,{20BA42A2-8BEE-4794-B0A2-66E7857C9FC4},231.5,1273,173,13.6,13,0,0,1286,173,13.5
755,021504,13089021504,215.04,ARC 10,2015-05-21T18:32:37.000Z,{A2B434C1-AB3A-49D9-8102-5C7A58F03B91},213.3,945,334,35.3,1435,807,56.2,2380,1141,47.9
756,021503,13089021503,215.03,ARC 10,2015-05-21T18:32:37.000Z,{B5AB0E39-137E-41E7-839C-C686ED6CCF3F},-18.6,582,122,21,947,423,44.7,1529,545,35.6
757,023107,13089023107,231.07,ARC 10,2015-05-21T18:32:37.000Z,{275946D8-6DC9-4C8B-BE34-906076DD5403},-812.1,956,481,50.3,601,499,83,1557,980,62.9
758,023418,13089023418,234.18,ARC 10,2015-05-21T18:32:37.000Z,{81AABE8A-3EBE-4B9F-9984-456FEF0CF1A5},496.4,4391,2022,46,2001,1087,54.3,6392,3109,48.6
759,023101,13089023101,231.01,ARC 10,2015-05-21T18:32:37.000Z,{1A32CD9D-B605-42C3-B684-0C0FDF294B78},-695,1032,390,37.8,502,393,78.3,1534,783,51
760,022401,13089022401,224.01,ARC 10,2015-05-21T18:32:37.000Z,{03100AE7-F741-4413-94C5-CA34286387FF},563,997,314,31.5,854,372,43.6,1851,686,37.1
761,020900,13089020900,209,ARC 10,2015-05-21T18:32:37.000Z,{0E685CBB-D9EB-4323-8BD3-4ABBEF450CE1},-610.6,1649,553,33.5,711,450,63.3,2360,1003,42.5
762,020700,13089020700,207,ARC 10,2015-05-21T18:32:37.000Z,{8A6FBF67-83E1-40D1-8A10-436D4B687159},-1174,517,202,39.1,328,190,57.9,845,392,46.4
763,020600,13089020600,206,ARC 10,2015-05-21T18:32:37.000Z,{CD115C6C-CA29-4632-AA2C-EF5C9E29DBB2},-412.5,383,116,30.3,419,290,69.2,802,406,50.6
764,020500,13089020500,205,ARC 10,2015-05-21T18:32:37.000Z,{568B54BA-8A7C-4710-A5B9-72EA0207DB21},-565.7,633,198,31.3,705,316,44.8,1338,514,38.4
765,021410,13089021410,214.10,ARC 10,2015-05-21T18:32:37.000Z,{268122C4-823B-4475-8103-E2094D137E07},-320.9,599,118,19.7,1042,618,59.3,1641,736,44.9
766,021216,13089021216,212.16,ARC 10,2015-05-21T18:32:37.000Z,{D79A502D-4D56-4A67-AE89-C660603EC2CC},2567.9,1079,422,39.1,2956,1190,40.3,4035,1612,40
767,021911,13089021911,219.11,ARC 10,2015-05-21T18:32:37.000Z,{357E369E-7420-49C6-BDF5-E82775A70BDD},-1460,140,110,78.6,685,467,68.2,825,577,69.9
768,020802,13089020802,208.02,ARC 10,2015-05-21T18:32:37.000Z,{4A6DF131-163E-492C-A6EC-498FD5E208F2},447.3,1022,361,35.3,485,198,40.8,1507,559,37.1
769,021416,13089021416,214.16,ARC 10,2015-05-21T18:32:37.000Z,{91F38104-9F84-4D9E-9B28-20857750F17F},-2486.7,402,85,21.1,548,257,46.9,950,342,36
770,021413,13089021413,214.13,ARC 10,2015-05-21T18:32:37.000Z,{78666FFF-CF96-4664-A027-690D87F157F8},2352.5,282,74,26.2,949,595,62.7,1231,669,54.3
771,021411,13089021411,214.11,ARC 10,2015-05-21T18:32:37.000Z,{774E6A03-3945-47D2-8451-B7D2E2FD275E},736.7,650,138,21.2,1065,252,23.7,1715,390,22.7
772,020400,13089020400,204,ARC 10,2015-05-21T18:32:37.000Z,{1A5388E0-97CB-4F14-91FE-059CF0D1621B},612.5,719,156,21.7,435,119,27.4,1154,275,23.8
773,020300,13089020300,203,ARC 10,2015-05-21T18:32:37.000Z,{2A708BAD-09F1-4221-9F61-09750B5C2C48},452.9,1043,234,22.4,482,152,31.5,1525,386,25.3
774,020100,13089020100,201,ARC 10,2015-05-21T18:32:37.000Z,{0CDA22A2-757A-46BD-8DEF-2DD1B4851C8D},-82.5,554,120,21.7,153,39,25.5,707,159,22.5
775,023802,13089023802,238.02,ARC 10,2015-05-21T18:32:37.000Z,{43CA6863-0C4C-4D9F-B1C1-46BC6DE6A88F},-25.4,510,155,30.4,694,411,59.2,1204,566,47
776,023801,13089023801,238.01,ARC 10,2015-05-21T18:32:37.000Z,{B9E1C8AE-6AF1-4077-813E-E378106B5DCF},-660,980,340,34.7,344,167,48.5,1324,507,38.3
777,023700,13089023700,237,ARC 10,2015-05-21T18:32:37.000Z,{BE3B0DCC-B043-4379-B6FA-CA2896149764},-349.4,959,291,30.3,1002,698,69.7,1961,989,50.4
778,023506,13089023506,235.06,ARC 10,2015-05-21T18:32:37.000Z,{592A8761-CDD4-4CEE-91BC-651F1804E60D},-751,1555,498,32,438,284,64.8,1993,782,39.2
779,023505,13089023505,235.05,ARC 10,2015-05-21T18:32:37.000Z,{2392FADB-3C6A-4C73-9D33-9D1933F234AF},-751.3,651,246,37.8,248,200,80.6,899,446,49.6
780,023427,13089023427,234.27,ARC 10,2015-05-21T18:32:37.000Z,{695A811F-4DF3-4B68-9515-6C4B7D8AC7CB},-261.7,811,332,40.9,256,185,72.3,1067,517,48.5
781,023424,13089023424,234.24,ARC 10,2015-05-21T18:32:37.000Z,{95D40031-D531-46DB-AF1F-490EFAE62075},538.1,1333,559,41.9,266,194,72.9,1599,753,47.1
782,023422,13089023422,234.22,ARC 10,2015-05-21T18:32:37.000Z,{C42E643E-2B6E-48BE-A0F6-8C67F2BF7EA5},288,1422,541,38,287,185,64.5,1709,726,42.5
783,023421,13089023421,234.21,ARC 10,2015-05-21T18:32:37.000Z,{40699E6D-F5C8-4393-A2E1-735E03C05A9C},955,1437,650,45.2,1490,734,49.3,2927,1384,47.3
784,023315,13089023315,233.15,ARC 10,2015-05-21T18:32:37.000Z,{BE123F06-0ECD-457C-8D1C-2EE345CED9A7},266.4,1578,600,38,100,84,84,1678,684,40.8
785,023314,13089023314,233.14,ARC 10,2015-05-21T18:32:37.000Z,{0C92159F-C069-4A49-80D6-12F0AB820BEB},-519.5,1369,493,36,614,417,67.9,1983,910,45.9
786,023115,13089023115,231.15,ARC 10,2015-05-21T18:32:37.000Z,{92BD1D67-886E-40F7-882D-80CF4B55C8C4},2356.7,0,0,,0,0,,0,0,
787,023413,13089023413,234.13,ARC 10,2015-05-21T18:32:37.000Z,{6A119BEB-D844-42E3-9EE2-209C4A5649BF},-381.9,1106,465,42,184,72,39.1,1290,537,41.6
788,023414,13089023414,234.14,ARC 10,2015-05-21T18:32:37.000Z,{CB852D32-9CD7-48A7-96C7-E038E3B97C7F},-411.1,1506,680,45.2,697,357,51.2,2203,1037,47.1
789,023206,13089023206,232.06,ARC 10,2015-05-21T18:32:37.000Z,{786FE80A-1E83-401D-AA41-00C5F804CA64},-172.9,1750,723,41.3,713,542,76,2463,1265,51.4
790,021907,13089021907,219.07,ARC 10,2015-05-21T18:32:37.000Z,{63EC97B9-B443-47F9-8B87-39CBEA2C5D0B},103.8,2423,431,17.8,982,656,66.8,3405,1087,31.9
791,023204,13089023204,232.04,ARC 10,2015-05-21T18:32:37.000Z,{59B2247C-47B1-4F53-88B7-8BF68C15197B},-113.1,1932,651,33.7,417,257,61.6,2349,908,38.7
792,023113,13089023113,231.13,ARC 10,2015-05-21T18:32:37.000Z,{3A7BB6F4-A382-4FCC-BF48-7892F0DADA3E},-1697.5,366,83,22.7,1080,782,72.4,1446,865,59.8
793,022010,13089022010,220.10,ARC 10,2015-05-21T18:32:37.000Z,{5D055A5C-A5F3-4C75-907E-6FA33958349D},182,337,100,29.7,359,245,68.2,696,345,49.6
794,023111,13089023111,231.11,ARC 10,2015-05-21T18:32:37.000Z,{EECBB4FA-2995-4447-89E1-0D397F59CF40},-176.7,449,133,29.6,124,93,75,573,226,39.4
795,021814,13089021814,218.14,ARC 10,2015-05-21T18:32:37.000Z,{A283FD8A-8BDC-4A75-9BA5-D121E372D31A},-40,803,243,30.3,1663,1019,61.3,2466,1262,51.2
796,021409,13089021409,214.09,ARC 10,2015-05-21T18:32:37.000Z,{F5333EE6-D2FF-4B7D-AD56-494C730A8966},-1357.5,133,39,29.3,719,312,43.4,852,351,41.2
797,021218,13089021218,212.18,ARC 10,2015-05-21T18:32:37.000Z,{F7A4B57B-6387-4832-9CC0-88C5D0FB5D70},1124.5,1149,265,23.1,1862,798,42.9,3011,1063,35.3
798,023507,13089023507,235.07,ARC 10,2015-05-21T18:32:37.000Z,{E8401A70-9B67-4F74-8023-3F8477285C38},-386.4,1034,428,41.4,399,221,55.4,1433,649,45.3
799,023412,13089023412,234.12,ARC 10,2015-05-21T18:32:37.000Z,{302D672E-9943-420D-A348-D78C6FBA7D1F},-276.8,1477,535,36.2,573,276,48.2,2050,811,39.6
800,023416,13089023416,234.16,ARC 10,2015-05-21T18:32:37.000Z,{D0F0C08C-E084-4612-83B5-831BCCBCB7AE},317.3,1689,767,45.4,734,376,51.2,2423,1143,47.2
801,023102,13089023102,231.02,ARC 10,2015-05-21T18:32:37.000Z,{A7D706B9-87DA-4106-A172-D41CF9B3DF28},-410,667,153,22.9,685,472,68.9,1352,625,46.2
802,023000,13089023000,230,ARC 10,2015-05-21T18:32:37.000Z,{DC77CA73-832D-45F6-A8F0-83A0BC5D1BD5},-54.3,641,174,27.1,329,211,64.1,970,385,39.7
803,021906,13089021906,219.06,ARC 10,2015-05-21T18:32:37.000Z,{10254913-40C3-4EAB-BC66-07BB23D09958},-615.8,1108,447,40.3,724,487,67.3,1832,934,51
804,021217,13089021217,212.17,ARC 10,2015-05-21T18:32:37.000Z,{A1A49B49-F3CB-4606-A3B1-20320B4E615A},-768.3,625,174,27.8,313,123,39.3,938,297,31.7
805,021215,13089021215,212.15,ARC 10,2015-05-21T18:32:37.000Z,{E1413EBB-43FF-4C95-91B7-4FFD03969EEF},1816.9,753,245,32.5,1801,549,30.5,2554,794,31.1
806,021414,13089021414,214.14,ARC 10,2015-05-21T18:32:37.000Z,{0A888512-AE13-47C4-A282-AB491486340C},-1117.5,89,0,0,1336,660,49.4,1425,660,46.3
807,021101,13089021101,211.01,ARC 10,2015-05-21T18:32:37.000Z,{2909E2E3-BB10-423F-B80B-846554472E73},583.1,1060,350,33,240,54,22.5,1300,404,31.1
808,023316,13089023316,233.16,ARC 10,2015-05-21T18:32:37.000Z,{0DD6B99A-24B4-482A-8786-9A4DDDAC6C27},277.4,2346,891,38,556,282,50.7,2902,1173,40.4
809,023313,13089023313,233.13,ARC 10,2015-05-21T18:32:37.000Z,{92F83401-50F6-404C-BD09-C518FA3E63D8},-11.6,1100,457,41.5,280,234,83.6,1380,691,50.1
810,022900,13089022900,229,ARC 10,2015-05-21T18:32:37.000Z,{A0FC9A7F-9D80-428B-A0C1-3661F33B6853},-465.3,1076,353,32.8,371,208,56.1,1447,561,38.8
811,022800,13089022800,228,ARC 10,2015-05-21T18:32:37.000Z,{9709DD8A-062F-486F-BD48-D8DB5BC4262C},-90,919,243,26.4,351,140,39.9,1270,383,30.2
812,022600,13089022600,226,ARC 10,2015-05-21T18:32:37.000Z,{B77C5908-AB5B-4ECA-B87E-85BF939F44DF},595,1756,583,33.2,1124,574,51.1,2880,1157,40.2
813,022500,13089022500,225,ARC 10,2015-05-21T18:32:37.000Z,{6D3D8734-2B89-4882-B1E0-C3F08453FB89},151.8,1355,377,27.8,983,561,57.1,2338,938,40.1
814,022100,13089022100,221,ARC 10,2015-05-21T18:32:37.000Z,{F8DA1C95-4A34-4AC3-A720-E7F920E8D1F9},-21.5,679,217,32,663,342,51.6,1342,559,41.7
815,022005,13089022005,220.05,ARC 10,2015-05-21T18:32:37.000Z,{0E63282C-3489-4002-8C11-F9AE390FD2E0},-692.3,584,247,42.3,830,447,53.9,1414,694,49.1
816,023214,13089023214,232.14,ARC 10,2015-05-21T18:32:37.000Z,{8CDA974D-D9A6-4BED-B669-7C62A3BC4DCD},188.1,771,310,40.2,1046,528,50.5,1817,838,46.1
817,022203,13089022203,222.03,ARC 10,2015-05-21T18:32:37.000Z,{534F8132-895C-417D-836C-815B8C15FA91},482.7,238,124,52.1,611,282,46.2,849,406,47.8
818,022009,13089022009,220.09,ARC 10,2015-05-21T18:32:37.000Z,{0064168E-BAF8-40EF-A15C-5B8AF691B5BC},-1125.7,226,127,56.2,1835,1020,55.6,2061,1147,55.7
819,021913,13089021913,219.13,ARC 10,2015-05-21T18:32:37.000Z,{5EF9936D-3395-4D00-A412-A12A259B1862},-829.2,179,55,30.7,1459,665,45.6,1638,720,44
820,021813,13089021813,218.13,ARC 10,2015-05-21T18:32:37.000Z,{D89076B6-E301-412A-B57D-58340AACF9B2},1995,0,0,,937,636,67.9,937,636,67.9
821,021605,13089021605,216.05,ARC 10,2015-05-21T18:32:37.000Z,{3760BAB3-AE28-4ECE-A858-744FDF49BC6B},277.1,958,316,33,1329,814,61.2,2287,1130,49.4
822,021308,13089021308,213.08,ARC 10,2015-05-21T18:32:37.000Z,{EE2388E9-BFFF-4632-85C0-1904D28B5011},-723,615,254,41.3,593,300,50.6,1208,554,45.9
823,022004,13089022004,220.04,ARC 10,2015-05-21T18:32:37.000Z,{5AD816C4-A074-4BBC-82C1-A681B6D2E9D0},-245,1219,445,36.5,334,201,60.2,1553,646,41.6
824,022008,13089022008,220.08,ARC 10,2015-05-21T18:32:37.000Z,{367F8641-45EE-47AC-B17C-155256E52E26},-393.3,562,238,42.3,1806,1053,58.3,2368,1291,54.5
825,021909,13089021909,219.09,ARC 10,2015-05-21T18:32:37.000Z,{DB519083-CFDB-420D-B2B3-BFA4356F3194},-1130,896,366,40.8,1281,737,57.5,2177,1103,50.7
826,022001,13089022001,220.01,ARC 10,2015-05-21T18:32:37.000Z,{410B01FE-5F7A-4064-8B00-7146EEB3E0C9},245.9,1402,413,29.5,528,287,54.4,1930,700,36.3
827,023108,13089023108,231.08,ARC 10,2015-05-21T18:32:37.000Z,{79DDAD5D-F3CE-4328-B4EB-09861F0C17DD},-641.4,629,195,31,926,675,72.9,1555,870,55.9
828,020200,13089020200,202,ARC 10,2015-05-21T18:32:37.000Z,{CE881546-26E5-4F3A-ADA5-2E67C974F9E6},-431.7,534,193,36.1,423,138,32.6,957,331,34.6
829,021306,13089021306,213.06,ARC 10,2015-05-21T18:32:37.000Z,{A28312C7-DF51-4370-99E7-B1BA4E88F6F6},-309.5,458,206,45,1295,596,46,1753,802,45.8
830,021305,13089021305,213.05,ARC 10,2015-05-21T18:32:37.000Z,{EC33CE0B-8045-4335-97FB-7763EC05C80D},-35,522,163,31.2,972,596,61.3,1494,759,50.8
831,021417,13089021417,214.17,ARC 10,2015-05-21T18:32:37.000Z,{C3D5ECC6-3E09-4DE3-82F4-D21F8D141B8C},358.6,271,79,29.2,1798,1049,58.3,2069,1128,54.5
832,021415,13089021415,214.15,ARC 10,2015-05-21T18:32:37.000Z,{4EDF1D60-560E-4479-BDB9-CE9F80323E26},913.8,817,259,31.7,864,361,41.8,1681,620,36.9
833,021102,13089021102,211.02,ARC 10,2015-05-21T18:32:37.000Z,{C95B5857-A29A-4010-9400-1E0AC07B59F5},-530.7,1160,330,28.4,1215,325,26.7,2375,655,27.6
834,021307,13089021307,213.07,ARC 10,2015-05-21T18:32:37.000Z,{BD09C200-64FE-4C83-8187-645E7E37A2E5},-10,686,319,46.5,545,350,64.2,1231,669,54.3
835,023601,13089023601,236.01,ARC 10,2015-05-21T18:32:37.000Z,{B3D6BA15-8954-48DC-918D-CAE2F4632EB1},-865.7,683,266,38.9,261,77,29.5,944,343,36.3
836,021412,13089021412,214.12,ARC 10,2015-05-21T18:32:37.000Z,{861A3966-73F5-425A-B1D6-7A3DA358AC4A},80,986,256,26,354,64,18.1,1340,320,23.9
837,023208,13089023208,232.08,ARC 10,2015-05-21T18:32:37.000Z,{69D87B76-3515-4552-AF1C-48D60AE6AB2C},-531.7,1364,636,46.6,710,393,55.4,2074,1029,49.6
838,023310,13089023310,233.10,ARC 10,2015-05-21T18:32:37.000Z,{C23908EE-2920-4D5D-9C40-8A8FA431890D},663.7,946,459,48.5,2540,1728,68,3486,2187,62.7
839,020801,13089020801,208.01,ARC 10,2015-05-21T18:32:37.000Z,{029FC03A-C8D5-4520-AE0F-B8272F92EE35},-532,885,346,39.1,140,56,40,1025,402,39.2
840,021812,13089021812,218.12,ARC 10,2015-05-21T18:32:37.000Z,{E2D9EF1A-2948-4FC5-9B3E-3A34ADAF35F1},187.5,588,129,21.9,300,195,65,888,324,36.5
841,021214,13089021214,212.14,ARC 10,2015-05-21T18:32:37.000Z,{852C359A-24F8-460B-92F1-D46079B26C9D},112.7,1758,417,23.7,191,121,63.4,1949,538,27.6
842,021810,13089021810,218.10,ARC 10,2015-05-21T18:32:37.000Z,{356701F3-1D73-4BE4-9C0E-A249F694FE7A},336,1653,448,27.1,728,269,37,2381,717,30.1
843,021809,13089021809,218.09,ARC 10,2015-05-21T18:32:37.000Z,{70F096F5-2DB3-4026-98AF-E8D01C5EDB19},65.3,2302,471,20.5,166,84,50.6,2468,555,22.5
844,021808,13089021808,218.08,ARC 10,2015-05-21T18:32:37.000Z,{2B2224F9-677C-49D0-96F4-2AF24021E581},37.5,1301,298,22.9,501,275,54.9,1802,573,31.8
845,021806,13089021806,218.06,ARC 10,2015-05-21T18:32:37.000Z,{52B5C757-06FD-46F1-ADF6-131C8D37F848},116.3,989,313,31.6,1319,775,58.8,2308,1088,47.1
846,021805,13089021805,218.05,ARC 10,2015-05-21T18:32:37.000Z,{02C4200B-CE5D-4652-AD86-731C8CFC495C},-146.3,1697,558,32.9,622,402,64.6,2319,960,41.4
847,021704,13089021704,217.04,ARC 10,2015-05-21T18:32:37.000Z,{5CD8613F-8944-4CED-85BD-B6FBB32DB289},108.6,1448,324,22.4,556,257,46.2,2004,581,29
848,021703,13089021703,217.03,ARC 10,2015-05-21T18:32:37.000Z,{EC725C2D-C8CD-4F82-A99B-0C6EA5337BC6},63.5,1601,299,18.7,113,7,6.2,1714,306,17.9
849,021705,13089021705,217.05,ARC 10,2015-05-21T18:32:37.000Z,{8ADE40F3-06F8-4166-A2B0-401F6F9943F9},26.5,814,280,34.4,1416,663,46.8,2230,943,42.3
850,021908,13089021908,219.08,ARC 10,2015-05-21T18:32:37.000Z,{BA657F2C-D1AE-49A7-A1B8-6C6C1A16218C},259.2,548,98,17.9,1363,767,56.3,1911,865,45.3
851,023309,13089023309,233.09,ARC 10,2015-05-21T18:32:37.000Z,{5928EC10-38EA-48D9-A28C-CB60A0F28ACB},1040.5,2121,798,37.6,1145,798,69.7,3266,1596,48.9
852,023211,13089023211,232.11,ARC 10,2015-05-21T18:32:37.000Z,{B89F0172-B453-4A3D-AE1E-4EDC8CFD7DC1},-811,591,159,26.9,508,222,43.7,1099,381,34.7
853,023212,13089023212,232.12,ARC 10,2015-05-21T18:32:37.000Z,{E3C9B5BE-609C-4F1B-A336-8FB16B5135D2},-230,807,229,28.4,368,275,74.7,1175,504,42.9
854,023306,13089023306,233.06,ARC 10,2015-05-21T18:32:37.000Z,{0A914A33-023A-42D7-A8D6-EBA144EA1216},332.3,1951,794,40.7,382,190,49.7,2333,984,42.2
855,023303,13089023303,233.03,ARC 10,2015-05-21T18:32:37.000Z,{A827AC50-FE0E-4D09-BCF9-B55883493BCA},249.7,1329,555,41.8,745,510,68.5,2074,1065,51.4
856,021706,13089021706,217.06,ARC 10,2015-05-21T18:32:37.000Z,{5BAC796F-7638-4A1E-B5A4-BC311CE5EFC1},327,1761,381,21.6,1010,537,53.2,2771,918,33.1
857,021211,13089021211,212.11,ARC 10,2015-05-21T18:32:37.000Z,{EFCB9392-490C-45C5-9E99-870A2E8765F1},25.8,1710,403,23.6,83,20,24.1,1793,423,23.6
858,021210,13089021210,212.10,ARC 10,2015-05-21T18:32:37.000Z,{C6D0F5C4-5AA7-4DE2-AE15-46F0E41948A1},136,1813,377,20.8,133,59,44.4,1946,436,22.4
859,021213,13089021213,212.13,ARC 10,2015-05-21T18:32:37.000Z,{38BD51A9-F8D9-42EE-A121-3D64EA9DF274},170,1143,288,25.2,30,12,40,1173,300,25.6
860,021303,13089021303,213.03,ARC 10,2015-05-21T18:32:37.000Z,{18A6FBFD-0C4B-4934-BC10-F0D3BB9005EF},200,694,335,48.3,993,580,58.4,1687,915,54.2
861,021301,13089021301,213.01,ARC 10,2015-05-21T18:32:37.000Z,{D9DAD196-422B-4C01-83E7-92B335BBE8B9},191.4,266,117,44,1085,567,52.3,1351,684,50.6
862,021209,13089021209,212.09,ARC 10,2015-05-21T18:32:37.000Z,{93F3312A-0C87-4F8E-B8D0-BFBF4913F18B},-9.5,1172,216,18.4,1315,432,32.9,2487,648,26.1
863,021405,13089021405,214.05,ARC 10,2015-05-21T18:32:37.000Z,{95974748-1594-4779-BE51-50FEBDC80E3C},651.1,1206,288,23.9,402,136,33.8,1608,424,26.4
864,021208,13089021208,212.08,ARC 10,2015-05-21T18:32:37.000Z,{37193E58-FCE1-4EF2-B68A-4056D65790F4},616.4,980,386,39.4,489,216,44.2,1469,602,41
865,021204,13089021204,212.04,ARC 10,2015-05-21T18:32:37.000Z,{2CA2D010-8051-4B94-B038-5B5B2EA7FEF3},-617.8,113,27,23.9,914,434,47.5,1027,461,44.9
866,021202,13089021202,212.02,ARC 10,2015-05-21T18:32:37.000Z,{61F8C36F-A153-4404-B538-9F5E1A2E3361},459.6,2219,531,23.9,694,285,41.1,2913,816,28
867,023210,13089023210,232.10,ARC 10,2015-05-21T18:32:37.000Z,{4103290B-7007-4462-BC16-B901D2F4D634},-448.8,1217,533,43.8,1297,691,53.3,2514,1224,48.7
868,023209,13089023209,232.09,ARC 10,2015-05-21T18:32:37.000Z,{1A01A565-AD0B-48F6-BD75-A204FC6D6D8A},-452.8,1321,293,22.2,277,187,67.5,1598,480,30
869,023603,13089023603,236.03,ARC 10,2015-05-21T18:32:37.000Z,{E2610CA0-4512-4384-BE4F-062570851553},-865.5,776,307,39.6,406,280,69,1182,587,49.7
