OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,GlobalID,Pop_Chng_per_SqMi_2000_2010,HousUnits_MonthOwnerCosts_toInc,Sel_Mo_Own_Costs_30pct_of_Incom,Pct_Sel_Mo_Own_Costs_30pct_Inc,HousUnits_Compute_RentPctIncome,Rent_Pct_of_Inc_More30Pct,PctRent_PctIncome_More30Pct,HousUnits_OwnRent_Compute,HousCosts_Units_30pctMore_Inc,PctHousCost_30pctMore_Income
1,910103,13045910103,9101.03,ARC 20,2015-05-21T18:32:35.000Z,{7CDEFB60-07B3-46A4-8565-0D9DE549F3D6},100.3,1369,433,31.6,553,233,42.1,1922,666,34.7
2,910104,13045910104,9101.04,ARC 20,2015-05-21T18:32:35.000Z,{A76747E9-98CA-41BD-B6B6-A4014FE1964E},201.1,2351,526,22.4,715,391,54.7,3066,917,29.9
3,910502,13045910502,9105.02,ARC 20,2015-05-21T18:32:35.000Z,{4C49C559-2382-41E0-905F-FA22C0C2B2AE},-368.8,228,58,25.4,689,411,59.7,917,469,51.1
4,910800,13045910800,9108,ARC 20,2015-05-21T18:32:35.000Z,{2808E4EA-DDCC-4E25-80C3-FB561B95B72C},1.1,1029,224,21.8,347,122,35.2,1376,346,25.1
5,910101,13045910101,9101.01,ARC 20,2015-05-21T18:32:35.000Z,{E5A2A31C-1394-41CB-BCF8-12823E5B3A3A},397.3,1246,359,28.8,970,486,50.1,2216,845,38.1
6,910200,13045910200,9102,ARC 20,2015-05-21T18:32:35.000Z,{0BA64875-946A-4BFF-8A9D-32D9BDE8A88A},93.9,3389,960,28.3,820,385,47,4209,1345,32
7,910900,13045910900,9109,ARC 20,2015-05-21T18:32:35.000Z,{C407F8DB-2DE5-4112-878D-9AB47064515C},7.8,1026,241,23.5,224,130,58,1250,371,29.7
8,910300,13045910300,9103,ARC 20,2015-05-21T18:32:35.000Z,{772CF99F-3DAF-4AE1-ADA5-0E0434718D4A},17.1,1548,443,28.6,580,328,56.6,2128,771,36.2
9,911100,13045911100,9111,ARC 20,2015-05-21T18:32:35.000Z,{45C6C04E-16AC-4A09-A4EB-2524E16CC1A9},24.2,1650,322,19.5,1315,710,54,2965,1032,34.8
10,911000,13045911000,9110,ARC 20,2015-05-21T18:32:35.000Z,{5A05E6E6-51D6-489C-AB37-1F5D01A95BD0},27.2,1477,266,18,751,458,61,2228,724,32.5
11,910701,13045910701,9107.01,ARC 20,2015-05-21T18:32:35.000Z,{9EF16FBA-6901-42C4-B604-ADE56ED9F9AF},116.1,1732,550,31.8,1199,736,61.4,2931,1286,43.9
12,910703,13045910703,9107.03,ARC 20,2015-05-21T18:32:35.000Z,{6ACFE4B2-0C60-43CA-8DBB-A3E0A4AB6660},68.9,1839,573,31.2,891,521,58.5,2730,1094,40.1
13,910600,13045910600,9106,ARC 20,2015-05-21T18:32:35.000Z,{5A62E058-BDE8-4645-A4EB-1DDBD79F0D3E},70.5,1543,339,22,578,394,68.2,2121,733,34.6
14,910501,13045910501,9105.01,ARC 20,2015-05-21T18:32:35.000Z,{053E0617-9F62-4CED-BCB4-B7EABC7FA39A},153.2,751,288,38.3,1359,858,63.1,2110,1146,54.3
15,910702,13045910702,9107.02,ARC 20,2015-05-21T18:32:35.000Z,{BF632A40-A546-44C5-83EF-8A9E2383DC38},104.1,2296,543,23.6,274,167,60.9,2570,710,27.6
16,911200,13045911200,9112,ARC 20,2015-05-21T18:32:35.000Z,{0A7E6861-6DD3-418E-8B6F-ADF57A71F123},2.8,1628,516,31.7,498,282,56.6,2126,798,37.5
17,910400,13045910400,9104,ARC 20,2015-05-21T18:32:35.000Z,{25184685-C118-477F-8A3F-650132C21A92},-8.5,915,225,24.6,354,158,44.6,1269,383,30.2
18,140207,13113140207,1402.07,ARC 10,2015-05-21T18:32:35.000Z,{409F2455-126D-4B34-8B13-B6588CD5A2BD},49,1736,395,22.8,373,132,35.4,2109,527,25
19,140208,13113140208,1402.08,ARC 10,2015-05-21T18:32:35.000Z,{A3CC3456-45B2-49D5-93C0-DC63E3FFFB0C},435.5,1763,499,28.3,794,290,36.5,2557,789,30.9
20,140303,13113140303,1403.03,ARC 10,2015-05-21T18:32:35.000Z,{BCB8BD67-0FD1-49E1-914B-3CDB5337F6EB},-88.6,1245,345,27.7,387,211,54.5,1632,556,34.1
21,140304,13113140304,1403.04,ARC 10,2015-05-21T18:32:35.000Z,{6DFA99AA-807C-4BC9-A56D-701C02078A35},-109.8,1780,553,31.1,413,205,49.6,2193,758,34.6
22,140307,13113140307,1403.07,ARC 10,2015-05-21T18:32:35.000Z,{543039DA-D1A7-432B-BDBF-68EF72473335},123.4,1421,357,25.1,69,58,84.1,1490,415,27.9
23,140408,13113140408,1404.08,ARC 10,2015-05-21T18:32:35.000Z,{EA76240B-1B2C-49B3-BF7F-C3D286EAB1D7},-26.1,1030,228,22.1,60,16,26.7,1090,244,22.4
24,140407,13113140407,1404.07,ARC 10,2015-05-21T18:32:35.000Z,{7F9AFB6E-F686-4BE2-A218-007FE1BA976D},195.1,2102,473,22.5,837,535,63.9,2939,1008,34.3
25,140405,13113140405,1404.05,ARC 10,2015-05-21T18:32:35.000Z,{A8E7D5D0-156B-4461-91F7-81605CF04A2C},14.3,1104,267,24.2,83,48,57.8,1187,315,26.5
26,140404,13113140404,1404.04,ARC 10,2015-05-21T18:32:35.000Z,{E29C94FD-B96D-4292-8334-97A4A25E4723},179.3,1593,381,23.9,299,162,54.2,1892,543,28.7
27,140206,13113140206,1402.06,ARC 10,2015-05-21T18:32:35.000Z,{2DB3CA56-A9EE-457E-8F83-D2104D0F21D5},161.4,1233,318,25.8,274,132,48.2,1507,450,29.9
28,140203,13113140203,1402.03,ARC 10,2015-05-21T18:32:35.000Z,{375683F0-73FD-417C-B07E-7BF323388FB2},216.4,1584,493,31.1,229,125,54.6,1813,618,34.1
29,140204,13113140204,1402.04,ARC 10,2015-05-21T18:32:35.000Z,{43606EA2-36DA-4413-925F-5389002FC348},42.5,1414,404,28.6,232,144,62.1,1646,548,33.3
30,140305,13113140305,1403.05,ARC 10,2015-05-21T18:32:35.000Z,{37F50761-59D6-425C-920B-E5A0740EEF72},247.1,1208,268,22.2,244,151,61.9,1452,419,28.9
31,140403,13113140403,1404.03,ARC 10,2015-05-21T18:32:35.000Z,{096A988E-5C89-40B6-85FD-EFA96DDE4DAC},122.7,1824,508,27.9,148,78,52.7,1972,586,29.7
32,140406,13113140406,1404.06,ARC 10,2015-05-21T18:32:35.000Z,{657AACB7-0395-4294-92D7-F13E4192EDE4},37.3,1202,375,31.2,256,159,62.1,1458,534,36.6
33,140306,13113140306,1403.06,ARC 10,2015-05-21T18:32:35.000Z,{96169636-95B3-4036-8C5A-C89F5F6F3B87},56.3,1807,362,20,833,357,42.9,2640,719,27.2
34,140102,13113140102,1401.02,ARC 10,2015-05-21T18:32:35.000Z,{69951B01-0A77-445A-898E-B9EA9DBC64EC},-3.8,1875,417,22.2,97,23,23.7,1972,440,22.3
35,140101,13113140101,1401.01,ARC 10,2015-05-21T18:32:35.000Z,{675102DD-F719-4340-AE10-234C8A9466A5},49.1,2444,818,33.5,120,56,46.7,2564,874,34.1
36,140502,13113140502,1405.02,ARC 10,2015-05-21T18:32:35.000Z,{96F8B6E4-59A7-43AC-91E7-08F14301E906},12.4,1129,340,30.1,64,57,89.1,1193,397,33.3
37,140501,13113140501,1405.01,ARC 10,2015-05-21T18:32:35.000Z,{57439C85-42D8-4C0B-96D2-117337539484},42.3,1845,568,30.8,70,50,71.4,1915,618,32.3
38,060404,13247060404,604.04,ARC 10,2015-05-21T18:32:35.000Z,{F8AFDA44-A7DD-4755-9FD6-FFCA97F92272},-45.3,1726,421,24.4,365,227,62.2,2091,648,31
39,060304,13247060304,603.04,ARC 10,2015-05-21T18:32:35.000Z,{168847DC-2E18-4C52-9760-AE61E8C58D4D},120.7,965,385,39.9,1009,479,47.5,1974,864,43.8
40,060101,13247060101,601.01,ARC 10,2015-05-21T18:32:35.000Z,{69E1E1B2-9B32-47A0-93D4-7C01A7BEEEB8},9.5,960,277,28.9,191,60,31.4,1151,337,29.3
41,060202,13247060202,602.02,ARC 10,2015-05-21T18:32:35.000Z,{1AEE09FF-3BD2-42F1-9068-B339AD0FC431},174.6,2694,732,27.2,720,345,47.9,3414,1077,31.5
42,060201,13247060201,602.01,ARC 10,2015-05-21T18:32:35.000Z,{12AB91B7-89E7-4497-9AFE-1BFD86920F7E},31.8,787,277,35.2,252,191,75.8,1039,468,45
43,060306,13247060306,603.06,ARC 10,2015-05-21T18:32:35.000Z,{0B5E0CA3-2389-4D03-B247-9ED85E1A446C},231.9,720,215,29.9,201,58,28.9,921,273,29.6
44,060407,13247060407,604.07,ARC 10,2015-05-21T18:32:35.000Z,{6FA0658C-790B-4ED2-8BDD-EF79D4941720},-84.8,957,303,31.7,266,65,24.4,1223,368,30.1
45,060403,13247060403,604.03,ARC 10,2015-05-21T18:32:35.000Z,{E4C33F98-9CF3-4909-B4A5-64E36349FFA4},63.8,1059,475,44.9,120,52,43.3,1179,527,44.7
46,060406,13247060406,604.06,ARC 10,2015-05-21T18:32:35.000Z,{F730B047-E3DD-4700-A145-E03A1898EC59},41.4,1436,322,22.4,349,197,56.4,1785,519,29.1
47,060305,13247060305,603.05,ARC 10,2015-05-21T18:32:35.000Z,{7AFD6044-1E09-4391-B1D9-4DFDD1C15A19},138.2,633,176,27.8,1231,738,60,1864,914,49
48,060309,13247060309,603.09,ARC 10,2015-05-21T18:32:35.000Z,{0C4A99BD-6B46-485F-9A57-E183EE80E23B},323.4,993,213,21.5,814,459,56.4,1807,672,37.2
49,060308,13247060308,603.08,ARC 10,2015-05-21T18:32:35.000Z,{D64B11C9-6D47-4132-8AAA-E44A5EBD5D97},858.7,1087,347,31.9,1505,963,64,2592,1310,50.5
50,060405,13247060405,604.05,ARC 10,2015-05-21T18:32:35.000Z,{E26A2BBF-BEA6-43D8-9835-2576A22305A4},90.6,2146,717,33.4,191,86,45,2337,803,34.4
51,060307,13247060307,603.07,ARC 10,2015-05-21T18:32:35.000Z,{DEFA6706-4202-452D-B953-B0C17234AFCA},483.7,2404,876,36.4,1036,485,46.8,3440,1361,39.6
52,060102,13247060102,601.02,ARC 10,2015-05-21T18:32:35.000Z,{61448A40-0A29-432B-A828-BFDA987A7E12},35.7,1452,503,34.6,463,291,62.9,1915,794,41.5
53,030330,13067030330,303.30,ARC 10,2015-05-21T18:32:35.000Z,{D295C2C1-73EE-4FFB-AFA3-1DBC4F22F41E},139.1,1741,424,24.4,179,147,82.1,1920,571,29.7
54,030328,13067030328,303.28,ARC 10,2015-05-21T18:32:35.000Z,{964EEF2C-4B4B-48D4-B701-ACC0584AC486},-113.8,2099,407,19.4,191,162,84.8,2290,569,24.8
55,030700,13067030700,307,ARC 10,2015-05-21T18:32:35.000Z,{7ED8698D-BFB6-4F1F-90DB-B5599B500272},-708.2,604,234,38.7,871,414,47.5,1475,648,43.9
56,030324,13067030324,303.24,ARC 10,2015-05-21T18:32:35.000Z,{ACADD733-8ACC-4124-818C-09DE080E5E40},-220.7,1111,258,23.2,95,33,34.7,1206,291,24.1
57,030312,13067030312,303.12,ARC 10,2015-05-21T18:32:35.000Z,{9CACB18F-DE12-4A68-A75F-A97C3041857B},-80.3,2117,613,29,298,116,38.9,2415,729,30.2
58,030228,13067030228,302.28,ARC 10,2015-05-21T18:32:35.000Z,{AD2298F7-0F12-4AD5-834B-FA23932C945C},27.8,885,239,27,1941,1098,56.6,2826,1337,47.3
59,030231,13067030231,302.31,ARC 10,2015-05-21T18:32:35.000Z,{47E7C1FD-237D-4C86-85F3-EC63A3B18033},147,2550,480,18.8,70,38,54.3,2620,518,19.8
60,030230,13067030230,302.30,ARC 10,2015-05-21T18:32:35.000Z,{6CFC142E-9A93-4592-ABCE-1E6661178240},1275.2,3173,941,29.7,1983,919,46.3,5156,1860,36.1
61,030311,13067030311,303.11,ARC 10,2015-05-21T18:32:35.000Z,{47265E70-8409-41B2-A838-CAC9C130D694},-90,1920,344,17.9,261,56,21.5,2181,400,18.3
62,031001,13067031001,310.01,ARC 10,2015-05-21T18:32:35.000Z,{DC35B415-4C7E-4BAD-9DF7-B8579DD1E64C},-50.5,501,101,20.2,1108,699,63.1,1609,800,49.7
63,030310,13067030310,303.10,ARC 10,2015-05-21T18:32:35.000Z,{EECC26A3-1341-4748-8B79-E88EAA12EB42},86.8,2138,561,26.2,499,368,73.7,2637,929,35.2
64,030215,13067030215,302.15,ARC 10,2015-05-21T18:32:35.000Z,{4C6AB69E-0DD8-4CE8-9E43-2DA1C890E219},364.3,2605,628,24.1,344,189,54.9,2949,817,27.7
65,030601,13067030601,306.01,ARC 10,2015-05-21T18:32:35.000Z,{6E546DC6-9D90-4674-A0E2-47C0E651472F},1384.4,979,301,30.7,3098,1423,45.9,4077,1724,42.3
66,030227,13067030227,302.27,ARC 10,2015-05-21T18:32:35.000Z,{B0EDF665-DA64-48A6-84D2-51D6D8852052},87.9,1434,310,21.6,1217,642,52.8,2651,952,35.9
67,030602,13067030602,306.02,ARC 10,2015-05-21T18:32:35.000Z,{1F99B1BF-E7FB-4300-B174-79F3F7471B1C},61,1912,613,32.1,1026,510,49.7,2938,1123,38.2
68,030506,13067030506,305.06,ARC 10,2015-05-21T18:32:35.000Z,{7CE4C3CB-A6B0-46FB-91F2-2726E188AA0A},267.1,1099,273,24.8,692,260,37.6,1791,533,29.8
69,030507,13067030507,305.07,ARC 10,2015-05-21T18:32:35.000Z,{AB85CEB4-A6EE-40DF-89DE-8A063EEC97F2},51.3,1599,505,31.6,278,212,76.3,1877,717,38.2
70,030229,13067030229,302.29,ARC 10,2015-05-21T18:32:35.000Z,{68ED9E51-35C8-4C17-AC8E-342287FEFC0A},409.8,654,172,26.3,332,228,68.7,986,400,40.6
71,031208,13067031208,312.08,ARC 10,2015-05-21T18:32:35.000Z,{2D8B8ADA-8F82-4040-9F66-64C12F5A5683},960.7,583,65,11.1,2436,605,24.8,3019,670,22.2
72,031207,13067031207,312.07,ARC 10,2015-05-21T18:32:35.000Z,{867B09DF-DAD8-4F90-98F6-F854447D532E},176.4,500,179,35.8,1544,647,41.9,2044,826,40.4
73,030226,13067030226,302.26,ARC 10,2015-05-21T18:32:35.000Z,{C14B3357-002C-4262-83C6-C209591993D2},1151.9,2408,499,20.7,802,498,62.1,3210,997,31.1
74,031505,13067031505,315.05,ARC 10,2015-05-21T18:32:35.000Z,{81DD4CAC-855E-40C7-B5C1-DBBCFD15E095},-27.4,1679,414,24.7,273,208,76.2,1952,622,31.9
75,030313,13067030313,303.13,ARC 10,2015-05-21T18:32:35.000Z,{A38DF7C6-24A8-44D5-A2B6-C1F8677D1AC3},201.1,2186,632,28.9,500,125,25,2686,757,28.2
76,031310,13067031310,313.10,ARC 10,2015-05-21T18:32:35.000Z,{A6788D00-3BC9-41D5-9C6B-A2FBDBBC58FD},244.1,605,335,55.4,1734,1110,64,2339,1445,61.8
77,030214,13067030214,302.14,ARC 10,2015-05-21T18:32:35.000Z,{026CBE27-3036-4B4F-8762-92100E558BBE},299,2342,641,27.4,427,129,30.2,2769,770,27.8
78,031212,13067031212,312.12,ARC 10,2015-05-21T18:32:35.000Z,{27E9AFF3-5193-463E-9CA3-D160D47F747A},-71.3,932,209,22.4,24,0,0,956,209,21.9
79,031211,13067031211,312.11,ARC 10,2015-05-21T18:32:35.000Z,{81DDE685-21EC-4CF3-8572-876ECC20E90B},-73.3,295,197,66.8,1858,605,32.6,2153,802,37.3
80,031209,13067031209,312.09,ARC 10,2015-05-21T18:32:35.000Z,{816BFB4F-B871-497E-BDCE-E2B8E9C5359F},600.8,1422,351,24.7,176,133,75.6,1598,484,30.3
81,030224,13067030224,302.24,ARC 10,2015-05-21T18:32:35.000Z,{FD7366F9-1572-4FA1-80C5-8300E25753C0},1697.2,2015,592,29.4,380,155,40.8,2395,747,31.2
82,031205,13067031205,312.05,ARC 10,2015-05-21T18:32:35.000Z,{1F1FD356-5C22-4C48-B8BD-4BBBD1144E2A},688.6,1820,497,27.3,985,413,41.9,2805,910,32.4
83,031206,13067031206,312.06,ARC 10,2015-05-21T18:32:35.000Z,{BA07302B-5B05-4FFF-B91D-8A26D05FCF9E},1112.2,2134,468,21.9,2169,685,31.6,4303,1153,26.8
84,030220,13067030220,302.20,ARC 10,2015-05-21T18:32:35.000Z,{4B993083-EACD-4DFD-B537-339F45059674},-44.3,438,62,14.2,155,137,88.4,593,199,33.6
85,030905,13067030905,309.05,ARC 10,2015-05-21T18:32:35.000Z,{024DE4E8-7AC7-48E8-8EF3-8B9AF4C26432},398.3,1321,393,29.8,392,201,51.3,1713,594,34.7
86,030502,13067030502,305.02,ARC 10,2015-05-21T18:32:35.000Z,{72844EFC-4EB6-4BD0-BE15-BCA908052411},114.1,2047,389,19,370,149,40.3,2417,538,22.3
87,030209,13067030209,302.09,ARC 10,2015-05-21T18:32:35.000Z,{15726A50-98D9-4E00-947D-EA743B65BF2E},253.6,2270,407,17.9,92,30,32.6,2362,437,18.5
88,030326,13067030326,303.26,ARC 10,2015-05-21T18:32:35.000Z,{9236D464-46AE-4B7B-9EDA-0FABB87A417F},-70.4,1345,299,22.2,81,10,12.3,1426,309,21.7
89,031108,13067031108,311.08,ARC 10,2015-05-21T18:32:35.000Z,{1DA13E55-E23C-49D9-A17F-9503699EDBBE},-380.8,1105,408,36.9,1427,919,64.4,2532,1327,52.4
90,130105,13117130105,1301.05,ARC 20,2015-05-21T18:32:35.000Z,{8541BE1C-A4DA-4491-A143-4C8AC6F2F90B},106.5,352,149,42.3,295,216,73.2,647,365,56.4
91,130205,13117130205,1302.05,ARC 20,2015-05-21T18:32:35.000Z,{27B4CB35-3EB4-402B-A2CB-7AB51274BF34},113.9,500,178,35.6,124,77,62.1,624,255,40.9
92,130603,13117130603,1306.03,ARC 20,2015-05-21T18:32:35.000Z,{45EC21E0-4A38-4486-B973-6E1B0E502DF2},391.4,1041,204,19.6,124,124,100,1165,328,28.2
93,130610,13117130610,1306.10,ARC 20,2015-05-21T18:32:35.000Z,{FAC81BCC-C98D-4616-9122-9635FA17A749},125.9,1263,402,31.8,94,0,0,1357,402,29.6
94,130606,13117130606,1306.06,ARC 20,2015-05-21T18:32:35.000Z,{B12BF9B9-F34A-4916-8257-9403268BE452},263.5,1173,295,25.1,291,197,67.7,1464,492,33.6
95,130604,13117130604,1306.04,ARC 20,2015-05-21T18:32:35.000Z,{BFF9805A-6257-46AC-BEF8-ECEE082D75C8},693.6,1532,366,23.9,83,37,44.6,1615,403,25
96,130611,13117130611,1306.11,ARC 20,2015-05-21T18:32:35.000Z,{06BB68FC-27AD-4B6C-84FF-0005DFA48349},633.3,1005,184,18.3,17,12,70.6,1022,196,19.2
97,130609,13117130609,1306.09,ARC 20,2015-05-21T18:32:35.000Z,{FB67C0E4-10D0-45B9-BF20-C33361A949CB},1147.7,1229,209,17,39,0,0,1268,209,16.5
98,130607,13117130607,1306.07,ARC 20,2015-05-21T18:32:35.000Z,{8F501279-36DC-4D5D-996B-618F3238E71A},1206.3,1454,367,25.2,90,12,13.3,1544,379,24.5
99,130605,13117130605,1306.05,ARC 20,2015-05-21T18:32:35.000Z,{6F6113D3-CBE7-422A-9661-7F2A4AADA920},684.5,1269,333,26.2,76,26,34.2,1345,359,26.7
100,130602,13117130602,1306.02,ARC 20,2015-05-21T18:32:35.000Z,{F3447448-1AE0-48C5-99BB-0898BBD61403},810.9,1227,298,24.3,278,36,12.9,1505,334,22.2
101,130508,13117130508,1305.08,ARC 20,2015-05-21T18:32:35.000Z,{519CA99D-56F3-4DFB-B960-572D4ACD853A},491.8,1475,269,18.2,139,139,100,1614,408,25.3
102,130507,13117130507,1305.07,ARC 20,2015-05-21T18:32:35.000Z,{2ACD14B4-A971-4EC0-B0C9-5B96DF194CAB},80,817,232,28.4,115,59,51.3,932,291,31.2
103,130409,13117130409,1304.09,ARC 20,2015-05-21T18:32:35.000Z,{BCECDB36-BFC0-4AB7-AED2-18573D655FF3},201.7,579,132,22.8,194,104,53.6,773,236,30.5
104,030218,13067030218,302.18,ARC 10,2015-05-21T18:32:35.000Z,{97D72D66-2294-47E4-B80C-5E48C81540D9},455.4,1538,317,20.6,102,64,62.7,1640,381,23.2
105,030219,13067030219,302.19,ARC 10,2015-05-21T18:32:35.000Z,{3F1D6735-E1C4-4786-AF8C-48F209762B56},572.9,2890,810,28,98,31,31.6,2988,841,28.1
106,030235,13067030235,302.35,ARC 10,2015-05-21T18:32:35.000Z,{6637B717-BCC7-4F66-B826-2757B742D420},120.8,1396,244,17.5,105,68,64.8,1501,312,20.8
107,030234,13067030234,302.34,ARC 10,2015-05-21T18:32:35.000Z,{88738E97-A5CA-479F-8505-F410110420A3},376.7,1705,496,29.1,128,33,25.8,1833,529,28.9
108,030233,13067030233,302.33,ARC 10,2015-05-21T18:32:35.000Z,{78220E7B-BE6B-4BF9-B866-FF603549DEDF},-1.1,1425,314,22,67,17,25.4,1492,331,22.2
109,030337,13067030337,303.37,ARC 10,2015-05-21T18:32:35.000Z,{5FD1E72E-8795-4BCF-8794-B522E1D919D1},6.1,1517,362,23.9,108,70,64.8,1625,432,26.6
110,030334,13067030334,303.34,ARC 10,2015-05-21T18:32:35.000Z,{AAD195A3-8DE2-4109-B8FC-8D3C35399707},-140,1081,297,27.5,108,40,37,1189,337,28.3
111,031111,13067031111,311.11,ARC 10,2015-05-21T18:32:35.000Z,{CCC02AE7-D02D-46FC-9CDC-CD573E590C0B},-353.8,1178,335,28.4,520,139,26.7,1698,474,27.9
112,031110,13067031110,311.10,ARC 10,2015-05-21T18:32:35.000Z,{0C36E91D-473A-48BC-B437-274BC723582E},-166,889,232,26.1,541,338,62.5,1430,570,39.9
113,030405,13067030405,304.05,ARC 10,2015-05-21T18:32:35.000Z,{8FE62DB7-D48A-4946-81E2-4B5A601DAABA},-74,1312,397,30.3,1469,856,58.3,2781,1253,45.1
114,031101,13067031101,311.01,ARC 10,2015-05-21T18:32:35.000Z,{3F5B00E5-B025-414D-80A8-BBE111C46EF8},34.6,732,260,35.5,785,429,54.6,1517,689,45.4
115,130305,13117130305,1303.05,ARC 20,2015-05-21T18:32:35.000Z,{A3049894-AEE4-41AF-A112-A042225E067E},610.3,1201,500,41.6,88,24,27.3,1289,524,40.7
116,130301,13117130301,1303.01,ARC 20,2015-05-21T18:32:35.000Z,{25E6FCFB-09A5-4376-B930-6D66BDB11C4C},240.6,1317,400,30.4,116,88,75.9,1433,488,34.1
117,130405,13117130405,1304.05,ARC 20,2015-05-21T18:32:35.000Z,{3C3534C8-5518-4FAE-A7D0-075CDED89A48},542.1,1015,311,30.6,112,91,81.3,1127,402,35.7
118,130504,13117130504,1305.04,ARC 20,2015-05-21T18:32:35.000Z,{FA4FDC3B-B8B1-41DA-9947-B4333444C4C2},64.7,1039,209,20.1,261,156,59.8,1300,365,28.1
119,130505,13117130505,1305.05,ARC 20,2015-05-21T18:32:35.000Z,{F9AF5AE5-1CC4-4745-8F2C-032CFF6E7CE0},74.6,1002,289,28.8,41,24,58.5,1043,313,30
120,130503,13117130503,1305.03,ARC 20,2015-05-21T18:32:35.000Z,{F0FB0ABA-2825-42CA-BFB0-26641C7EA3BC},70.7,727,311,42.8,92,72,78.3,819,383,46.8
121,130102,13117130102,1301.02,ARC 20,2015-05-21T18:32:35.000Z,{D38D9732-BBE7-4934-8083-EC72DFBD5D08},207.4,869,193,22.2,68,54,79.4,937,247,26.4
122,130103,13117130103,1301.03,ARC 20,2015-05-21T18:32:35.000Z,{7D28A78D-5221-4181-8A96-DEC76542365A},190.1,879,279,31.7,148,85,57.4,1027,364,35.4
123,130303,13117130303,1303.03,ARC 20,2015-05-21T18:32:35.000Z,{8F0B9DD1-1B0E-4CC8-9A75-639A7EF53AD0},111.4,1065,240,22.5,59,43,72.9,1124,283,25.2
124,130201,13117130201,1302.01,ARC 20,2015-05-21T18:32:35.000Z,{1A74F433-D9C0-41BD-94E7-7432CB03693C},221.6,1206,318,26.4,147,82,55.8,1353,400,29.6
125,030232,13067030232,302.32,ARC 10,2015-05-21T18:32:35.000Z,{C91EDFA9-6702-40C9-8FB3-0702A9F2C04B},231.8,1640,425,25.9,191,90,47.1,1831,515,28.1
126,030222,13067030222,302.22,ARC 10,2015-05-21T18:32:35.000Z,{42C4AC4F-0164-4723-AB14-9ADD0C22BCDB},-31.1,1623,466,28.7,294,153,52,1917,619,32.3
127,031118,13067031118,311.18,ARC 10,2015-05-21T18:32:35.000Z,{9C438BEB-2F87-4D34-8A31-883AB40AFED7},133,1523,416,27.3,761,379,49.8,2284,795,34.8
128,031117,13067031117,311.17,ARC 10,2015-05-21T18:32:35.000Z,{E3CA428F-4F3B-4888-B916-2948C69800E8},-182.5,1835,246,13.4,127,74,58.3,1962,320,16.3
129,031507,13067031507,315.07,ARC 10,2015-05-21T18:32:35.000Z,{3AB3FF00-C62C-4D21-A87D-A488CA308966},-124.7,834,283,33.9,229,172,75.1,1063,455,42.8
130,031004,13067031004,310.04,ARC 10,2015-05-21T18:32:35.000Z,{B8DE8800-DA22-478A-B227-A87100C2B3EE},-449.4,1023,351,34.3,1343,816,60.8,2366,1167,49.3
131,030103,13067030103,301.03,ARC 10,2015-05-21T18:32:35.000Z,{63059C6D-16AF-4D81-A4AC-217D291CC129},498.9,2442,756,31,534,190,35.6,2976,946,31.8
132,031404,13067031404,314.04,ARC 10,2015-05-21T18:32:35.000Z,{CB4288F2-044D-42EE-91F0-5902FAFC74F9},117.9,1856,425,22.9,254,155,61,2110,580,27.5
133,031306,13067031306,313.06,ARC 10,2015-05-21T18:32:35.000Z,{896A6BFD-9E69-4A10-B5CC-8555B7ABE23F},107.7,1028,235,22.9,450,315,70,1478,550,37.2
134,030101,13067030101,301.01,ARC 10,2015-05-21T18:32:35.000Z,{EA329E47-3568-4651-BBD7-56B574036F63},100.7,2204,733,33.3,419,153,36.5,2623,886,33.8
135,030104,13067030104,301.04,ARC 10,2015-05-21T18:32:35.000Z,{89879997-C8A4-4C32-938C-A948959F853D},150.7,1068,299,28,344,200,58.1,1412,499,35.3
136,130613,13117130613,1306.13,ARC 20,2015-05-21T18:32:35.000Z,{8BF8FC2F-4C8E-406A-AA41-8D8CF21E1828},474.2,806,140,17.4,140,89,63.6,946,229,24.2
137,130408,13117130408,1304.08,ARC 20,2015-05-21T18:32:35.000Z,{A9441721-5E32-4DA2-AD35-EFB13FA69D46},320.7,936,225,24,332,173,52.1,1268,398,31.4
138,130612,13117130612,1306.12,ARC 20,2015-05-21T18:32:35.000Z,{855B1C11-5CCF-475B-8BB3-13CD1B34A490},734.3,1694,459,27.1,142,15,10.6,1836,474,25.8
139,130608,13117130608,1306.08,ARC 20,2015-05-21T18:32:35.000Z,{8EE5E3D2-7EBB-4285-9B1D-B7BDEC75BC70},972.4,1208,511,42.3,87,28,32.2,1295,539,41.6
140,130307,13117130307,1303.07,ARC 20,2015-05-21T18:32:35.000Z,{312C155A-A5F8-4D72-A25A-69ECC96100F3},246,902,253,28,65,49,75.4,967,302,31.2
141,130302,13117130302,1303.02,ARC 20,2015-05-21T18:32:35.000Z,{7E7FDD97-FD26-462D-B8C7-903BCCA2B2F2},482.6,1484,444,29.9,132,36,27.3,1616,480,29.7
142,130304,13117130304,1303.04,ARC 20,2015-05-21T18:32:35.000Z,{35F7A072-545C-4CAF-A71E-BF93381A1110},138.3,1112,207,18.6,131,74,56.5,1243,281,22.6
143,130404,13117130404,1304.04,ARC 20,2015-05-21T18:32:35.000Z,{950F0B58-D6E1-46A5-AA3D-02166390CC6C},1065.2,1148,358,31.2,161,34,21.1,1309,392,29.9
