X,Y,OBJECTID_1,Name,County,Address_Li,City,ZIP,Source,GlobalID,last_edited_date,Subtype,Type
-84.276858972999548,33.814717299000449,66,LAUREL RIDGE ELEMENTARY SCHOOL,Dekalb,1215 BALSAM DR,DECATUR,30033,Captain Planet Foundation_ Project Learning Garden,{017A1724-8BA4-4D90-B85C-ACDC4399A947},2015-01-30T21:10:09.000Z,School,Garden
-84.422102601999654,33.74891899700043,67,M Agnes Jones Elementary,Fulton,1040 FAIR ST SW,ATLANTA,30314,Captain Planet Foundation_ Project Learning Garden,{BAA81428-DA1F-4E9C-947B-198AFBE24119},2016-06-14T15:54:39.000Z,School,Garden
-84.582015827999669,33.825742316000401,68,MABLETON ELEMENTARY SCHOOL,Cobb,5220 CHURCH ST SW,MABLETON,30126,Captain Planet Foundation_ Project Learning Garden,{F41DE8DD-5BDF-4615-A41E-70CCAA178285},2015-01-30T21:10:09.000Z,School,Garden
-84.153627916999653,33.72946962100059,69,Marbut Theme School,Dekalb,5776 Marbut Road,Lithonia,0,Captain Planet Foundation_ Project Learning Garden,{97E84DB8-5DDE-4116-AAFC-7D0136BBCDBE},2015-01-30T21:10:09.000Z,School,Garden
-84.126181727999551,33.914985270000443,71,MINOR ELEMENTARY SCHOOL,Gwinnett,4129 SHADY DR NW,LILBURN,30047,Captain Planet Foundation_ Project Learning Garden,{E5F40696-079B-4BEF-A162-47FDF671845E},2015-01-30T21:10:09.000Z,School,Garden
-84.352612106999686,33.797292911000454,72,MORNINGSIDE ELEMENTARY SCHOOL,Fulton,1053 E ROCK SPRINGS RD NE,ATLANTA,30306,Captain Planet Foundation_ Project Learning Garden,{9E05BF18-C7E0-47CB-ACEB-1462B44F4507},2015-01-30T21:10:09.000Z,School,Garden
-84.418910201999665,33.97884163900045,73,MOUNT BETHEL ELEMENTARY SCHOOL,Cobb,1210 JOHNSON FERRY RD,MARIETTA,30068,Captain Planet Foundation_ Project Learning Garden,{48116151-7C64-4117-A5A0-F73640336072},2015-01-30T21:10:09.000Z,School,Garden
,,74,LAWRENCEVILLE ELEMENTARY SCHOOL,Gwinnett,122 GWINNETT DR,LAWRENCEVILLE,30045,Captain Planet Foundation_ Project Learning Garden,{CC4E2CE9-4009-4C93-8E6A-9E12240EBDDA},2015-01-30T21:10:09.000Z,School,Garden
-84.371659157999659,33.924679993000495,75,Mount Vernon Presbyterian School,Fulton,471 Mount Vernon Highway,Atlanta,30328,Captain Planet Foundation_ Project Learning Garden,{34A5737D-0AD3-4A18-B14A-B8AD4726955E},2015-01-30T21:10:09.000Z,School,Garden
-84.292046376999565,33.554624005000449,76,Mt Zion Elementary,Clayton,2984 Mt Zion RD,Jonesboro,30236,Captain Planet Foundation_ Project Learning Garden,{6914CDD9-9DC8-4DC2-B1E8-69010C097AF7},2015-01-30T21:10:09.000Z,School,Garden
-84.292046376999565,33.554624005000449,77,Mt Zion Primary School,Clayton,2984 Mt Zion Road,Jonesboro,30236,Captain Planet Foundation_ Project Learning Garden,{55C871DE-3870-49CE-B9C5-0002BF8C653E},2015-01-30T21:10:09.000Z,School,Garden
-84.517524640999625,33.841985102000535,78,NICKAJACK ELEMENTARY SCHOOL,Cobb,4555 MAVELL RD SE,SMYRNA,30082,Captain Planet Foundation_ Project Learning Garden,{AACD28B4-296E-4A38-9C14-686CC47AFBD5},2015-01-30T21:10:09.000Z,School,Garden
-84.364665223999623,33.735491129000536,79,PARKSIDE ELEMENTARY SCHOOL,Fulton,685 Mercer St. SE,Atlanta,30312,Captain Planet Foundation_ Project Learning Garden,{7BC5BA67-7138-44CB-BE51-AF86A4B82FA1},2015-01-30T21:10:09.000Z,School,Garden
-84.622428917999628,33.614952702000437,81,Renaissance Middle School,Fulton,7155 Hall Road,Fairburn,30213,Captain Planet Foundation_ Project Learning Garden,{CF50BBF5-EDA8-4CD5-A9A6-AA2946392E94},2015-01-30T21:10:09.000Z,School,Garden
-84.35871539399966,33.900218659000529,82,Ridgeview Charter School,Fulton,5340 S Trimble Rd,Atlanta,30342,Captain Planet Foundation_ Project Learning Garden,{B54A520D-D6C3-48F5-8D0C-E7C8B031F1AD},2015-01-30T21:10:09.000Z,School,Garden
-84.56298897199963,33.790718689000585,83,Riverside Intermediate School,Cobb,285 S Gordon Road,Mableton,30126,Captain Planet Foundation_ Project Learning Garden,{D8CA366A-AA71-4BF6-9585-0AF5DDA5D9A7},2015-01-30T21:10:09.000Z,School,Garden
-84.568516081999633,33.789206287000525,84,RIVERSIDE PRIMARY SCHOOL,Cobb,461 S GORDON RD SW,MABLETON,30126,Captain Planet Foundation_ Project Learning Garden,{53A29273-B328-4D05-80C3-532DD32DC4D7},2015-01-30T21:10:09.000Z,School,Garden
-84.568365456999686,33.858920901000545,85,RUSSELL ELEMENTARY SCHOOL,Cobb,3920 S HURT RD SW,SMYRNA,30082,Captain Planet Foundation_ Project Learning Garden,{F3D1AD48-08B7-4117-8D6F-9B5D385AEC6D},2015-01-30T21:10:09.000Z,School,Garden
-84.304671860999633,33.832605029000604,86,SAGAMORE HILLS ELEMENTARY SCHOOL,Dekalb,1865 ALDERBROOK RD NE,ATLANTA,30345,Captain Planet Foundation_ Project Learning Garden,{88263413-B3B9-486E-A2AC-45DA390E8478},2015-01-30T21:10:09.000Z,School,Garden
-84.371852805999595,33.8647963570005,87,Sarah Smith Intermediate,Fulton,4141 Wieuca Rd,Atlanta,30342,Captain Planet Foundation_ Project Learning Garden,{6B076DCE-4544-412F-8798-27B49779342D},2015-01-30T21:10:09.000Z,School,Garden
-84.374398641999676,33.85767259700043,88,Sarah Smith Primary School,Fulton,370 Old Ivy Road,Atlanta,30342,Captain Planet Foundation_ Project Learning Garden,{7539004D-6A6A-4500-AF24-757C0A8C67C8},2015-01-30T21:10:09.000Z,School,Garden
-84.437146115999667,34.032849745000476,89,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Cobb,3529 LASSITER RD,MARIETTA,30062,Captain Planet Foundation_ Project Learning Garden,{21811A52-7D4C-47B5-97CD-7BE247A0C51A},2015-01-30T21:10:09.000Z,School,Garden
-84.393245216999674,33.718613156000515,90,SLATER ELEMENTARY SCHOOL,Fulton,1320 PRYOR RD SW,ATLANTA,30315,Captain Planet Foundation_ Project Learning Garden,{3A05561F-885C-4D7E-A8E7-A50FA78290DE},2015-01-30T21:10:09.000Z,School,Garden
-84.521428690999528,33.889460687000565,91,Smyrna Elementary,Cobb,1099 Fleming Street,Smyrna,30080,Captain Planet Foundation_ Project Learning Garden,{1E2B405B-72CF-4107-B6EB-49CC6AD7F926},2015-01-30T21:10:09.000Z,School,Garden
-84.346825499999625,33.774496592000503,92,SPRINGDALE PARK ELEMENTARY SCHOOL,Dekalb,1246 PONCE DE LEON AVE NE,ATLANTA,30306,Captain Planet Foundation_ Project Learning Garden,{3C242963-DB31-4913-A1CE-7C5AFB27FF26},2015-01-30T21:10:09.000Z,School,Garden
-84.662086545999614,33.932739747000483,93,STILL ELEMENTARY SCHOOL,Cobb,870 CASTEEL RD,POWDER SPRINGS,30127,Captain Planet Foundation_ Project Learning Garden,{70A057D5-B97E-43BB-B09A-49446946CD65},2015-01-30T21:10:09.000Z,School,Garden
-84.231222468999647,33.881726724000544,94,Tapestry Public Charter,Dekalb,4046 Chamblee Tucker Road,Atlanta,30340,Captain Planet Foundation_ Project Learning Garden,{A610C384-D8C2-4FE5-B40C-B62CC59DE3A7},2015-01-30T21:10:09.000Z,School,Garden
-84.417413852782943,33.786821008988056,95,The Howard School,Fulton,1192 Foster St NW,Atlanta,30318,Captain Planet Foundation_ Project Learning Garden,{0BE45612-11F9-4D3A-9F13-1896674807C9},2015-01-30T21:10:09.000Z,School,Garden
-84.300022977999618,34.069887972000572,96,The Lionheart School,Fulton,225 Roswell Street,Alpharetta,30009,Captain Planet Foundation_ Project Learning Garden,{AB72CAEB-5ADA-4C03-9FB6-3FCE654A87C8},2015-01-30T21:10:09.000Z,School,Garden
-84.27128687999965,33.767675441000563,97,The Museum School,Dekalb,923 Forrest Blvd,Decatur,30030,Captain Planet Foundation_ Project Learning Garden,{7937AD27-B1BC-49D1-88BC-B2CC4567F013},2015-01-30T21:10:09.000Z,School,Garden
-84.329002491999688,33.755137539000543,98,TOOMER ELEMENTARY SCHOOL,Dekalb,65 ROGERS ST NE,ATLANTA,30317,Captain Planet Foundation_ Project Learning Garden,{8F34B090-83DD-46CA-8B8F-3CFCA942C053},2015-01-30T21:10:09.000Z,School,Garden
-84.420918054999674,34.016602796000484,99,Tritt Elementary,Cobb,4435 Post Oak Tritt Road,Marietta,30062,Captain Planet Foundation_ Project Learning Garden,{18F6C01E-9455-45A9-B214-A25160709CFC},2015-01-30T21:10:09.000Z,School,Garden
-84.213435848999609,33.847493953000424,100,TUCKER MIDDLE SCHOOL,Dekalb,2160 IDLEWOOD RD,TUCKER,30084,Captain Planet Foundation_ Project Learning Garden,{039814CE-6A47-40FA-B991-E49928197724},2015-01-30T21:10:09.000Z,School,Garden
-84.495396192999578,33.772186983000438,101,Usher-Collier Heights Elementary,Fulton,631 Harwell Road,Atlanta,30318,Captain Planet Foundation_ Project Learning Garden,{E1BC2242-284A-4225-B865-8705D349AA58},2015-01-30T21:10:09.000Z,School,Garden
-84.694270867999649,33.89528547800046,102,VARNER ELEMENTARY SCHOOL,Cobb,4761 GAYDON RD,POWDER SPRINGS,30127,Captain Planet Foundation_ Project Learning Garden,{71E42930-9568-4F51-BB7C-6276BDFA706E},2015-01-30T21:10:09.000Z,School,Garden
-84.723894904999611,33.95942574100053,103,VAUGHAN ELEMENTARY SCHOOL,Cobb,5950 NICHOLS RD,POWDER SPRINGS,30127,Captain Planet Foundation_ Project Learning Garden,{B6C0C14A-6F43-4DDF-8593-7E4E8D211FC4},2015-01-30T21:10:09.000Z,School,Garden
-84.421920989999649,33.871239464000439,104,Warren T Jackson Elementary School,Fulton,1325 MOUNT PARAN RD NW,ATLANTA,30327,Captain Planet Foundation_ Project Learning Garden,{D573F810-C173-4CB4-A203-D6F5173A1054},2015-01-30T21:10:09.000Z,School,Garden
-84.380726196999547,33.746723257000497,105,Wesley International Academy,Dekalb,211 Memorial Drive,Atlanta,30312,Captain Planet Foundation_ Project Learning Garden,{4782B92F-F980-47DE-8E1E-96198434EE5C},2015-01-30T21:10:09.000Z,School,Garden
-84.490668634999679,33.740011896000567,106,WEST MANOR ELEMENTARY SCHOOL,Fulton,570 LYNHURST DR SW,ATLANTA,30311,Captain Planet Foundation_ Project Learning Garden,{42D0674C-30F1-47F5-9F65-CAA04634B173},2015-01-30T21:10:09.000Z,School,Garden
-84.063995583999656,34.144607984000515,107,WHITE OAK ELEMENTARY SCHOOL,Gwinnett,6442 SUWANEE DAM RD,Sugar Hill,30518,Captain Planet Foundation_ Project Learning Garden,{AB1B55D6-1B7F-4D61-85F8-A7EDB6CD291C},2015-01-30T21:10:09.000Z,School,Garden
-84.478705351999622,33.666096574000449,109,Woodland Middle School,Fulton,2745 Stone Rd,East Point,30344,Captain Planet Foundation_ Project Learning Garden,{A83626B1-9FAE-429F-8F67-518BB687585D},2015-01-30T21:10:09.000Z,School,Garden
-84.44029128399967,33.772178087000441,110,WOODSON ELEMENTARY SCHOOL,Fulton,1605 DONALD LEE HOLLOWELL PKWY,ATLANTA,30318,Captain Planet Foundation_ Project Learning Garden,{6D107FA9-3F6A-46B6-8994-69C339DD22C0},2015-01-30T21:10:09.000Z,School,Garden
-84.477867676530821,33.787061771949652,111,AD Williams Park,Fulton,James Jackson Parkway,Atlanta,0,Park Pride,{576E4E44-E194-4078-B6DC-E076EAB2404B},2015-01-30T21:10:09.000Z,Community,Garden
-84.404497357521677,33.733322147218075,112,Welch Street Community Garden,Fulton,Welch Street,Atlanta,0,Park Pride,{C7C5249A-FCBE-4F97-B572-DB793F693497},2015-01-30T21:10:09.000Z,Community,Garden
-84.283995388197525,33.771807081257691,113,Academe of the Oaks,DeKalb,New Street,Decatur,0,ACFB_ALFI,{BBCB19DF-B7D4-44C7-AF7B-4AFB10B85807},2015-01-30T21:10:09.000Z,School,Garden
-84.419419606782014,33.774149421029961,114,Redoubt Garden at ACFB,Fulton,Joseph E. Lowery Blvd,Atlanta,0,ACFB,{4EE3735C-9016-4F95-8FC1-3910C2DA5A4B},2016-06-14T15:39:02.000Z,Community,Garden
-84.499610478226941,33.756957904093724,115,Adamsville Community Garden,Fulton,Delmar Lane,Atlanta,0,ACFB_ALFI,{88C00A26-98F9-49AC-887B-8D317A0EF661},2015-01-30T21:10:09.000Z,Community,Garden
-84.379769574948909,33.705749328534182,116,Albert T. Mills Enrichment Center,Fulton,Lakewood Avenue,Atlanta,0,ACFB_ALFI,{82AA08C1-3AF5-48E0-817B-1CCA14BBCBC0},2015-01-30T21:10:09.000Z,Community,Garden
-84.274856653762299,33.751814552153633,117,Good Things Garden,DeKalb,Rupert Road,Decatur,0,ACFB,{B8799742-80C6-4A96-83D2-BD1FA5A68B70},2015-01-30T21:10:09.000Z,Community,Garden
-84.327337172380851,33.768963836275077,118,Frazer Center,DeKalb,Ponce de Leon Avenue,Atlanta,0,ACFB,{57BC2A90-CD36-44C7-8C79-ECEB8B7D02CE},2015-01-30T21:10:09.000Z,Therapy,Garden
-84.377017538383939,33.818214896210691,119,Peachtree Hills Park Community Garden,Fulton,Peachtree Hills Avenue NE,Atlanta,0,Park Pride,{5A78B5FC-2479-4122-8A54-E42B4069E502},2015-01-30T21:10:09.000Z,Community,Garden
-84.429543230396462,33.733719491497709,120,Atwood Street Garden,Fulton,Atwood Street SW,Atlanta,0,ACFB,{8001699E-F30B-4E78-A48C-2C1AC3B6AC7D},2016-06-14T15:48:46.000Z,Community,Garden
-84.167043484563862,33.803273444072943,121,Frances Smith Stone Mountain Community Garden,DeKalb,Venable Street,Stone Mountain,0, ,{3166CA6C-A3B4-494F-BFCD-7E67A7400439},2015-01-30T21:10:09.000Z,Community,Garden
-84.177476224798795,33.804967109381721,122,Stone Mountain VFW Park Community Garden,DeKalb,Gordon Street,Stone Mountain,0,ACFB_UGA Cooperative Extension,{4F63C10D-205F-4C8C-8A89-AD9D75501EE4},2015-01-30T21:10:09.000Z,Community,Garden
-84.192522194112257,33.849776272160966,123,Smokerise Community Garden,DeKalb,Hugh Howell Road,Stone Mountain,0,ACFB,{4DB2C546-B152-4FBC-97FE-29E63DC0A2B9},2015-01-30T21:10:09.000Z,Community,Garden
-84.37097749841729,33.772586415970011,124,Boulevard Community Garden,Fulton,Boulevard,Atlanta,0,ACFB_ALFI,{93C4D7F1-0402-4598-913A-6CB83004AACB},2015-01-30T21:10:09.000Z,Community,Garden
-84.389143628472709,33.716321406802649,125,Veranda at Carver Senior Residences Community Garden,Fulton,Thirkeld Avenue,Atlanta,0,ACFB,{70310B69-20F8-4422-AC7F-73DF69A6368A},2015-01-30T21:10:09.000Z,Community,Garden
-84.263974791615794,33.809446228374782,126,Birch Grove Apartment Garden - Global Growers,DeKalb,Cedar Creek Parkway, ,0,Global Growers Network,{1090C0E9-72B6-4A0E-9807-A60F1A3231B4},2015-01-30T21:10:09.000Z,Community,Garden
-84.380640084172001,33.867757134844737,127,Blue Heron Nature Preserve Community Garden,Fulton,Roswell Road,Atlanta,0,Park Pride,{453DF4E4-2B76-4078-AC5D-F03FB5C4F796},2015-01-30T21:10:09.000Z,Community,Garden
-84.446255816616258,33.666884691557982,128,Metro Atlanta Urban Farm,Fulton,Main Street,College Park,0,ACFB_ALFI,{E15666F3-EC2C-460F-BD27-079FB5552435},2015-01-30T21:10:09.000Z,Community,Garden
-84.446187560839348,33.666881992658546,129,Metro Atlanta Urban Farm,Fulton,Main Street,College Park,0,ACFB_ALFI,{DE47FC9E-9A71-4129-94EB-0CD9F831B4C3},2015-02-05T17:47:45.000Z,Unclassified,Farm
-84.421744961625791,33.734882257678805,130,Patchwork City Farms at Brown Middle School,Fulton,765 Peeples Street SW,Atlanta,0,ACFB_ALFI,{77197B1D-0343-4024-B43F-098AF78FE84E},2016-06-14T15:52:50.000Z,Community,Garden
-84.421609428061231,33.734882537573867,131,Patchwork City Farms at Brown Middle School,Fulton,Peeples Street,Atlanta,0,ACFB_ALFI,{926F1FF5-B3E9-4AF2-91D1-DABFB8A1494B},2016-06-14T16:13:30.000Z,School,Garden
-84.346592890226134,33.737493929197342,132,Brownwood Park Community Garden,Fulton,Pendleton Street,Atlanta,0,Park Pride,{987608A0-643F-49E1-9D23-10FA7D213B81},2015-01-30T21:10:09.000Z,Community,Garden
-84.26047425503333,33.758998449252488,133,Meadowbrook Community Garden,DeKalb,Bobbie Lane, ,0,ACFB,{C45D0A4A-AF52-417C-A226-6CEADF56FEF9},2015-01-30T21:10:09.000Z,Community,Garden
-84.314096391072496,33.741208646303335,134,East Lake Senior Tower,DeKalb,380 E Lake Blvd SE,Atlanta,0,ACFB,{9689264C-2E3B-4C01-ACE4-8B33C8AF79AA},2015-01-30T21:10:09.000Z,Community,Garden
-84.366530155795715,33.750141863717829,135,Cabbagetown Community Garden,Fulton,Berean Avenue SE,Atlanta,0,Park Pride,{AAE92E17-F4DE-4D86-96C8-80240CF584AF},2016-06-15T19:42:27.000Z,Community,Garden
-84.351602954026077,33.857244309659052,136,Canterbury Court Retirement Community,Fulton,Peachtree Road NE,Atlanta,0,ACFB_ALFI,{87C70A72-35A6-4A4D-96B8-21E55C80DF3B},2015-01-30T21:10:09.000Z,Community,Garden
-84.446536704855077,34.233451517378796,137,Canton Community Victory Garden,Cherokee,Big Oak Drive, ,0,ACFB_ALFI,{FD8A0815-0566-4468-9938-82ECF35DAF1D},2015-01-30T21:10:09.000Z,Community,Garden
-84.388521515355251,33.732596795898814,138,Capitol Avenue High Rise Community Garden,Fulton,Hank Aaron Drive,Atlanta,0,ACFB,{C5BBE0A3-ED88-4338-9AC0-BFB8A8C96B94},2015-01-30T21:10:09.000Z,Community,Garden
-84.409144333818233,33.714551541582409,139,Capitol View Community Garden,Fulton,Athens Avenue SW,Atlanta,0,ACFB_ALFI,{403A3CF2-2FA9-4A05-9FC2-72EB4B5950B1},2015-01-30T21:10:09.000Z,Community,Garden
-84.128195591307019,33.981052711189591,140,Cardinal Lake Community Garden,Gwinnett,Cardinal Lake Circle NW,Duluth,0,ACFB_ALFI,{8A0CCC02-1111-4D49-A62C-70E9D07FBA5E},2015-01-30T21:10:09.000Z,Community,Garden
-84.277341566326015,33.588406645460793,141,Carl Rhodenizer Recreation Center Community Garden,Clayton,Rex Road, ,0,ACFB,{854D9E37-33AD-4D34-9073-7826C89A48F3},2015-01-30T21:10:09.000Z,Community,Garden
-84.662659597946742,33.952855938350524,142,Green Meadows Community Garden,Cobb,Old Hamilton Road,Marietta,0,Cobb Master Gardeners,{14DC67E7-C2FB-4400-8540-9C62FFC56613},2015-01-30T21:10:09.000Z,Community,Garden
-84.431775567778516,34.015096031030453,143,Crossroads Community Garden Project,Cobb,Post Oak Tritt Road NE, ,0,Cobb Master Gardeners,{33F97830-F25D-4A13-AC57-53B8420EE76A},2015-01-30T21:10:09.000Z,Donation,Garden
-84.610523986931923,34.026850714665954,144,Plant-A-Row Project at Fountain Gate Counseling Center,Cobb,Cherokee Street,Kennesaw,0,Cobb Master Gardeners,{A9271A32-E991-4734-936B-CA962D77BEB1},2015-01-30T21:10:09.000Z,Donation,Garden
-84.455841250083211,33.756351780875036,145,Anderson Park Community Garden,Fulton,Calloway Drive,Atlanta,0,Park Pride,{EAD52136-7151-4FE1-866D-81A9F32DF3EE},2015-01-30T21:10:09.000Z,Community,Garden
-84.306608360146981,33.432880462516096,146,Lovejoy City Garden,Clayton,North Steele Drive,Lovejoy,0,ACFB,{D0559DC2-196F-4349-9409-6B6D8F1C0921},2015-01-30T21:10:09.000Z,Community,Garden
-84.306514991299025,33.432880567828306,147,Lovejoy City Garden,Clayton,North Steele Drive,Lovejoy,0,ACFB,{BDEBF01B-926C-4B45-9C05-8F1CBF26E631},2015-01-30T21:10:09.000Z,Donation,Garden
-84.32878660678881,33.849754497378285,148,Briarwood Park Community Garden,DeKalb,Briarwood Park Road,Brookhaven,0,ACFB_ALFI,{CD096685-8164-486F-BD13-B026DF652307},2015-01-30T21:10:09.000Z,Community,Garden
-84.313381466117164,33.528386577946549,149,Charley Griswell Senior Community Garden,Clayton,Highway 138, ,0,ACFB_ALFI,{CB5E1D9E-7464-4406-BEF6-6AA0E7E0FA8C},2015-01-30T21:10:09.000Z,Community,Garden
-84.383798170267141,34.004706693419791,150,Unity Garden at Chattahoochee Nature Center,Fulton,Willeo Road,Roswell,0,ACFB,{9A91865F-052D-4227-A076-772B0DE39061},2015-01-30T21:10:09.000Z,Donation,Garden
-84.494862833144452,34.195127159655215,151,Cherokee County Community Garden,Cherokee,Univeter Road, ,0,ACFB_ALFI,{85467F2A-3BEF-4B01-AFCA-EAD6037D47D8},2015-01-30T21:10:09.000Z,Community,Garden
-84.399646822399404,34.060151136437128,152,Christ UMC Roswell,Fulton,Woodstock Road,Roswell,0,ACFB_ALFI,{2DE15D48-6184-4826-BBF2-23F0A8565E14},2015-01-30T21:10:09.000Z,Community,Garden
-84.358152117621785,33.863849535016811,153,Little Nancy Creek Community Garden,Fulton,Peachtree-Dunwoody Road NE,Atlanta,0,Park Pride,{FC59BBA3-2602-4377-B07F-ACE0CD0743F5},2015-01-30T21:10:09.000Z,Community,Garden
-84.236790062929913,33.804897509765738,154,Clarkston Community Center,DeKalb,College Avenue,Clarkston,0,Global Growers Network,{9A17190E-34B2-454B-B69E-1AB31E44CEB2},2015-01-30T21:10:09.000Z,Community,Garden
-84.430140080633123,33.761024568310802,155,City of Refuge,Fulton,Andrews Street NW,Atlanta,0,ACFB_ALFI,{11780E2F-EB8F-4F80-BAA2-FE16B9EF50DB},2016-06-14T15:58:42.000Z,Community,Garden
-84.410632951798959,33.770821235752521,156,Mattie Freeland Community Garden,Fulton,Echo Street,Atlanta,0,ARC,{3A8A9E1D-F259-47A1-A6D6-6847A0F77928},2016-06-14T16:01:36.000Z,Community,Garden
-84.297618027096405,33.757870425222734,157,College Heights Early Learning Center Garden,DeKalb,South McDonough Street,Decatur,0,ACFB_ALFI,{EC568FA4-36C4-4147-8F3F-BC8FF59D8B9C},2015-01-30T21:10:09.000Z,Community,Garden
-84.375816001744965,33.770763261057766,158,Cosby Spear Memorial Tower Community Garden,Fulton,355 North Avenue,Atlanta,0,ACFB_ALFI,{4C554145-3FF3-4CC2-8C02-97BB20E3F55A},2015-01-30T21:10:09.000Z,Community,Garden
-84.506876938268476,33.769165843964458,159,Collier Heights Park Community Garden,Fulton,Collier Drive NW,Atlanta,0,Park Pride,{B847DF9A-2574-4903-BB8F-DD7993FA2D34},2015-01-30T21:10:09.000Z,Community,Garden
-84.328334534078351,33.748904355989055,160,Kirkwood Urban Forest and Community Garden,DeKalb,Dixie Street SE,Atlanta,0,ACFB_ALFI_Park Pride,{7F1E9F71-5667-4A98-A003-3E83D9C1605E},2015-01-30T21:10:09.000Z,Community,Garden
-84.309959235684119,33.750732183075002,163,East Lake Urban Farm,DeKalb,2nd Avenue,Atlanta,0,ALFI_GO,{5EA5909C-5AD9-45C9-A6D8-9B3DBBF4F125},2016-07-07T20:27:09.000Z,Unclassified,Farm
-84.38826592785432,33.725723427689275,164,Four Corners Park Community Garden,Fulton,Hank Aaron Drive SW,Atlanta,0,Park Pride,{9FC870EC-832D-43F8-89C4-6FF9333B1935},2015-01-30T21:10:09.000Z,Community,Garden
-84.331893817273283,33.755533219716654,165,Gilliam Park Community Garden,DeKalb,Wade Avenue,Atlanta,0,Park Pride,{14A879A7-2797-4460-90B9-1CD6FFC8E8A5},2015-01-30T21:10:09.000Z,Community,Garden
-84.332198660926338,33.974973519206173,166,Garden Isaiah,Fulton,Spalding Drive,Sandy Springs,0,ACFB_ALFI,{40C4882B-912B-4E68-8B28-9612464F4F66},2015-01-30T21:10:09.000Z,Community,Garden
-84.636564415937585,33.820505235200471,167,I.T. and Lodemia Terrell Community Center Garden,Cobb,Owens Drive,Austell,0,ACFB_ALFI,{03F0C9B6-9046-43D9-90BE-ABF77F495B43},2015-01-30T21:10:09.000Z,Community,Garden
-84.076421698801823,34.04746978138752,168,Harvest Farm at White Street Park,Gwinnett,White Street,Suwannee,0,ACFB_ALFI,{A473BB95-0B19-4D9A-816C-8538A3BB913A},2015-01-30T21:10:09.000Z,Community,Garden
-84.331182393029849,33.724474732729618,169,Brightside at Oakleaf Mennonite Farm,DeKalb,Bouldercrest Drive,Atlanta,0,ALFI,{A5ED312C-B0B0-465A-AB68-8792FCEDBFC3},2015-02-05T17:47:45.000Z,Unclassified,Farm
-84.3604322519368,33.727737284189004,170,Atlanta Tapestry Community Garden,Fulton,E. Confederate Avenue,Atlanta,0,ACFB_ALFI,{AE813E8C-BC04-41FA-85B1-6B9EEE772DC1},2015-01-30T21:10:09.000Z,Community,Garden
-84.480903532750744,33.705051793106179,171,Truly Living Well - Harbin Road,Fulton,Harbin Road,Atlanta,0,ACFB_ALFI,{58C6D354-BB9B-4D38-93D9-FBE641FB6030},2015-02-05T17:47:45.000Z,Unclassified,Farm
-84.506894240451345,33.817824296837955,173,Mableton Community Garden,Cobb,Nickajack Park Road SE, ,0,ARC,{2C63F9B3-E75A-498F-A071-B588261017A6},2015-01-30T21:10:09.000Z,Community,Garden
-84.434836729188817,33.730719934935792,174,Outdoor Activity Center,Fulton,Richarland Road SW,Atlanta,0,Park Pride,{2E12C0B3-AD8B-4C98-8475-90D27CCE61D0},2015-01-30T21:10:09.000Z,Community,Garden
-84.424084709876126,33.742586115797735,175,Good Shepherd Community Garden,Fulton,445 Lawton Street,Atlanta,0,ACFB_ALFI,{1FC2CB19-6A8E-4025-BDFD-817FFE9D7B30},2016-06-14T15:47:59.000Z,Community,Garden
-84.417927065627168,33.73153423980466,176,Rose Circle Park Community Garden,Fulton,Joseph E. Lowery Blvd,Atlanta,0,ACFB_ALFI,{AB67F1FE-D398-4E4D-8787-CC549A6A3C5D},2016-06-14T15:50:56.000Z,Community,Garden
-84.491574861802519,34.233493632262821,177,Canton Community Garden,Cherokee,E Marietta Street,Canton,0,ACFB_ALFI,{E311D6BD-A314-469F-8DBA-9416D80BB9E8},2015-01-30T21:10:09.000Z,Community,Garden
-84.311384498095208,34.070248191157305,178,Alpharetta Community Garden,Fulton,Willis Road,Alpharetta,0,ACFB_ALFI,{6C34605F-31B8-4772-A2BF-B7867C7DA605},2015-01-30T21:10:09.000Z,Community,Garden
-84.435146777667455,33.739627787187374,179,Westview Community Garden,Fulton,S. Gordon Street SW,Atlanta,0,ACFB_ALFI,{89437155-2BCF-440F-BCB8-4F163A917DC8},2016-06-14T15:04:32.000Z,Community,Garden
-84.276940186283809,33.805416496662758,180,North DeKalb Mall - Urban Farm,DeKalb,Lawrenceville Hwy, ,0,ACFB_ALFI,{1756D98D-FC47-4AED-AF18-64DFA091BA5B},2015-02-05T17:47:45.000Z,Unclassified,Farm
-84.276834401353028,33.805451910062061,181,North DeKalb Mall - Urban Orchard,DeKalb,Lawrenceville Hwy, ,0,ACFB_ALFI,{BA74C87D-CF62-4859-A0E7-ECBF81B7F938},2015-02-05T17:47:06.000Z,Unclassified,Orchard
-84.471343207550774,34.177227464509031,182,Yoder Family Farm,Cherokee,Bobwhite Trail, ,0,ALFI,{FA3B1212-3D87-4C83-BA59-8EDADFC0E06D},2015-02-05T17:47:45.000Z,Unclassified,Farm
-84.72402332381148,33.675798287950329,183,Yves Garden,Douglas,Chapel Hill Road, ,0,ALFI,{A91039E1-15AF-4765-89E2-DE701A01EEA0},2015-02-05T17:47:45.000Z,Unclassified,Farm
