OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,COUNTY_NM,PLNG_REGIO,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,SD10,SD_Name,Total_Households__2015,Total_Population__2015,Total_Households__2020,Total_Population__2020,Total_Households__2030,Total_Population__2030,Total_Households__2040,Total_Population__2040,Density__Population_per_Sq_Mile,Density__Population_per_Sq_Mi_1,Change__Population_per_Sq_Mile_,Change__Households__2015_2040,Change__Population__2015_2040,last_edited_date,GlobalID
498,13,063,040510,13063040510,Clayton,ARC 10,751.447021,1.90988,753.356995,1.17414,0.002984,1.17712,23,Riverdale,1355,3745,1400,3833,1464,3976,1514,4054,3120.8,,257.5,159,309,2016-06-22T20:22:25.000Z,{ADCE9B42-E74E-4C0B-9602-C17FC0F22FAF}
499,13,063,040514,13063040514,Clayton,ARC 10,1174.790039,30.5798,1205.369995,1.83561,0.047781,1.88339,23,Riverdale,2633,6949,2724,7127,2789,7170,2919,7429,3657.4,3910,252.6,286,480,2016-06-22T20:22:25.000Z,{983F6FE4-5E75-4022-86FF-397D259877E2}
500,13,063,040307,13063040307,Clayton,ARC 10,757.515991,8.01066,765.526978,1.18362,0.012517,1.19614,22,NE Clayton,1377,4196,1408,4258,1478,4404,1578,4630,3496.7,,361.7,201,434,2016-06-22T20:22:25.000Z,{DACC19A8-51E3-49ED-B90C-2F26E1CE9033}
501,13,063,980000,13063980000,Clayton,ARC 10,3650.27002,0.661995,3650.929932,5.70355,0.001034,5.70458,21,Airport,2,14,2,14,2,14,2,14,,,,,,2016-06-22T20:22:25.000Z,{947B9886-AB70-4B53-BF6E-14F7D7D2DAD0}
502,13,063,040622,13063040622,Clayton,ARC 10,2036.930054,30.0245,2066.949951,3.1827,0.046913,3.22961,24,S Clayton,2382,7133,2481,7389,2803,8235,3170,9196,2229.1,,644.7,788,2063,2016-06-22T20:22:25.000Z,{1B267D12-C347-400F-B84B-5DCBB936F3BD}
503,13,063,040621,13063040621,Clayton,ARC 10,1984.869995,0,1984.869995,3.10136,0,3.10136,24,S Clayton,3044,9349,3100,9491,3181,9622,3346,10011,3015.8,,213.5,302,662,2016-06-22T20:22:25.000Z,{63BC6662-B46C-49DF-81E6-1B095FD6C202}
504,13,063,040619,13063040619,Clayton,ARC 10,899.752991,18.223801,917.97699,1.40586,0.028475,1.43434,24,S Clayton,980,2927,1029,3042,1114,3257,1253,3627,2090.7,,500,273,700,2016-06-22T20:22:25.000Z,{EF9E5A54-8990-46D8-B297-9D28D1D4F999}
505,13,063,040523,13063040523,Clayton,ARC 10,667.27002,0.30048,667.570007,1.04261,0.000469,1.04308,23,Riverdale,1042,3056,1094,3198,1199,3474,1296,3695,3056,3695,639,254,639,2016-06-22T20:22:25.000Z,{65B86D40-A748-4D0C-A69E-942CCF627A27}
506,13,063,040522,13063040522,Clayton,ARC 10,1235.550049,4.0508,1239.599976,1.93055,0.006329,1.93687,23,Riverdale,1974,5451,2037,5594,2235,6089,2492,6731,2868.9,,673.7,518,1280,2016-06-22T20:22:25.000Z,{340CC14C-DF45-482B-A8F4-F06BDA5F48EF}
507,13,063,040520,13063040520,Clayton,ARC 10,532.909973,5.80278,538.711975,0.832672,0.009067,0.841737,23,Riverdale,1798,3710,1948,3978,2051,4104,2150,4224,4637.5,5280,642.5,352,514,2016-06-22T20:22:25.000Z,{E99D4E33-99CE-4CE0-9B0D-401CFE373B0D}
508,13,063,040519,13063040519,Clayton,ARC 10,388.304993,4.67993,392.984985,0.606727,0.007312,0.614039,23,Riverdale,2120,4028,2297,4325,2585,4796,2959,5430,6713.3,9050,2336.7,839,1402,2016-06-22T20:22:25.000Z,{0C0E8892-4C04-4540-A40E-3CB4225FF6DE}
509,13,063,040417,13063040417,Clayton,ARC 10,1277.280029,3.82989,1281.109985,1.99575,0.005984,2.00173,22,NE Clayton,1884,5529,2040,5977,2201,6334,2437,6934,2764.5,3467,702.5,553,1405,2016-06-22T20:22:25.000Z,{E0C6B402-1D3F-4AEB-847C-A08B5F6DF0E6}
510,13,063,040203,13063040203,Clayton,ARC 10,717.741028,2.57261,720.312988,1.12147,0.00402,1.12549,21,Airport,1565,3730,1650,3900,1722,4006,1844,4218,3390.9,,443.6,279,488,2016-06-22T20:22:25.000Z,{6C1CFFE3-BA94-4F3A-B471-0D5ED113E2EC}
511,13,063,040617,13063040617,Clayton,ARC 10,266.217011,1.40529,267.622009,0.415964,0.002196,0.418159,24,S Clayton,474,1404,485,1408,529,1523,562,1590,3510,3975,465,88,186,2016-06-22T20:22:25.000Z,{BA85A70B-E513-43FE-9249-4B3D2010595E}
512,13,063,040615,13063040615,Clayton,ARC 10,802.052979,11.6053,813.65802,1.25321,0.018133,1.27134,24,S Clayton,642,1896,655,1922,749,2168,804,2294,1458.5,,306.2,162,398,2016-06-22T20:22:25.000Z,{FFDBB308-094B-4B4F-BA37-ABB73EEC8814}
513,13,063,040521,13063040521,Clayton,ARC 10,649.156982,0,649.156982,1.01431,0,1.01431,23,Riverdale,1254,3763,1289,3857,1397,4137,1542,4525,3763,4525,762,288,762,2016-06-22T20:22:25.000Z,{426D6916-5D88-4B29-B7B3-A28036971E85}
514,13,063,040415,13063040415,Clayton,ARC 10,997.223999,4.36067,1001.580017,1.55816,0.006814,1.56497,22,NE Clayton,2218,5906,2292,6023,2471,6370,2677,6798,3691.3,,557.5,459,892,2016-06-22T20:22:25.000Z,{6B2C2B18-6D38-4B7E-B5DB-6500F4FEAD4C}
515,13,063,040414,13063040414,Clayton,ARC 10,518.370972,0.714382,519.085999,0.809955,0.001116,0.811072,22,NE Clayton,613,1771,623,1775,657,1845,711,1969,2213.8,,247.5,98,198,2016-06-22T20:22:25.000Z,{93E17319-4F50-4862-9629-C023FDF1CB04}
516,13,063,040204,13063040204,Clayton,ARC 10,673.229004,5.47783,678.70697,1.05192,0.008559,1.06048,21,Airport,1762,3895,1850,4053,1906,4112,2023,4310,3540.9,,377.3,261,415,2016-06-22T20:22:25.000Z,{930F78E3-2007-4CD4-BD72-D8E503147316}
517,13,063,040308,13063040308,Clayton,ARC 10,2285.590088,2.5694,2288.159912,3.57123,0.004015,3.57525,22,NE Clayton,1673,5041,1769,5335,2017,6044,2196,6470,1400.3,,396.9,523,1429,2016-06-22T20:22:25.000Z,{5FEF9651-7C1A-49FF-A420-418A582E00ED}
518,13,063,040620,13063040620,Clayton,ARC 10,2241.080078,23.9576,2265.040039,3.50169,0.037434,3.53912,24,S Clayton,1171,3308,1235,3444,1723,4701,2264,6086,945.1,,793.7,1093,2778,2016-06-22T20:22:25.000Z,{95F90347-5239-43A9-B240-8874BCB383F8}
519,13,063,040616,13063040616,Clayton,ARC 10,1625.599976,7.36127,1632.959961,2.54,0.011502,2.5515,24,S Clayton,3299,8257,3434,8562,3529,8622,3848,9298,3175.8,,400.4,549,1041,2016-06-22T20:22:25.000Z,{B02E968E-F85C-4DCE-839E-FD3B450D80A8}
520,13,063,040526,13063040526,Clayton,ARC 10,1249.209961,3.96876,1253.180054,1.95189,0.006201,1.95809,23,Riverdale,2073,5861,2140,6035,2286,6388,2452,6795,2930.5,,467,379,934,2016-06-22T20:22:25.000Z,{F682FD78-E241-4821-BDE5-61FF0C4FB9E0}
521,13,063,040525,13063040525,Clayton,ARC 10,569.080994,9.24446,578.325989,0.889189,0.014445,0.903634,23,Riverdale,956,2881,1010,3025,1086,3228,1155,3406,3201.1,,583.3,199,525,2016-06-22T20:22:25.000Z,{0EB59B0E-23CE-464A-AAC0-C793D80C9993}
522,13,063,040524,13063040524,Clayton,ARC 10,1326.339966,6.30316,1332.650024,2.07241,0.009849,2.08227,23,Riverdale,2413,6875,2537,7196,2776,7815,2998,8323,3273.8,,689.5,585,1448,2016-06-22T20:22:25.000Z,{D8D8FC07-68C1-4889-9CFB-BF8DB930F1E6}
523,13,063,040416,13063040416,Clayton,ARC 10,948.137024,1.34821,949.486023,1.48146,0.002107,1.48357,22,NE Clayton,1068,3406,1132,3565,1233,3835,1373,4256,2270.7,,566.7,305,850,2016-06-22T20:22:25.000Z,{421FEBC4-4795-44F2-9E63-F8A34BB7F7EA}
524,13,063,040306,13063040306,Clayton,ARC 10,1079.040039,2.70655,1081.75,1.686,0.004229,1.69023,22,NE Clayton,1384,4167,1451,4317,1530,4474,1653,4724,2451.2,,327.6,269,557,2016-06-22T20:22:25.000Z,{D1388CD8-2094-443F-8EFF-1C7472933A51}
525,13,063,040516,13063040516,Clayton,ARC 10,1089.569946,5.38566,1094.949951,1.70245,0.008415,1.71086,23,Riverdale,2329,6122,2417,6307,2569,6614,2876,7317,3601.2,,702.9,547,1195,2016-06-22T20:22:25.000Z,{E944C4AE-8761-4F15-BB66-8CA43B97DDD4}
526,13,063,040509,13063040509,Clayton,ARC 10,1277.939941,10.9685,1288.910034,1.99678,0.017138,2.01392,23,Riverdale,1711,4682,1947,5305,2135,5775,2318,6234,2341,3117,776,607,1552,2016-06-22T20:22:25.000Z,{8680D1D8-6F18-4FFB-B462-7ACF6C4C74F2}
527,13,063,040202,13063040202,Clayton,ARC 10,2472.419922,24.1691,2496.590088,3.86316,0.037764,3.90092,21,Airport,1069,3134,1258,3628,1305,3720,1348,3814,803.6,,174.4,279,680,2016-06-22T20:22:25.000Z,{EE812CD0-9BD2-431D-8293-9023C835A207}
528,13,063,040518,13063040518,Clayton,ARC 10,873.359009,0.646922,874.005981,1.36462,0.001011,1.36563,23,Riverdale,1596,5254,1642,5391,1764,5726,1930,6214,3752.9,,685.7,334,960,2016-06-22T20:22:25.000Z,{14484AD0-E749-4A63-A84C-9F6D83D85702}
529,13,063,040515,13063040515,Clayton,ARC 10,1458.859985,26.6234,1485.47998,2.27947,0.041599,2.32106,23,Riverdale,2463,6504,2539,6658,2769,7150,3096,7896,2827.8,3433,605.2,633,1392,2016-06-22T20:22:25.000Z,{33103E84-8ACC-45B5-914E-12EE9F08BE78}
530,13,063,040513,13063040513,Clayton,ARC 10,1701.959961,28.114201,1730.069946,2.65931,0.043928,2.70323,23,Riverdale,1811,5450,2007,6024,2240,6636,2464,7260,2018.5,,670.4,653,1810,2016-06-22T20:22:25.000Z,{79118662-1B5E-4AEE-9B8A-84E8DD96960B}
531,13,151,070403,13151070403,Henry,ARC 10,13952.400391,171.503998,14123.900391,21.8006,0.267975,22.0686,83,S Henry,3603,10597,4441,13015,5748,16713,6800,19637,479.5,,409,3197,9040,2016-06-22T20:22:25.000Z,{7ECABF4E-40FE-42DF-9F96-9F556B1D2D55}
532,13,151,070307,13151070307,Henry,ARC 10,2115.98999,54.559898,2170.550049,3.30623,0.08525,3.39148,83,S Henry,1746,4226,1913,4590,2264,5351,2642,6194,1242.9,,578.8,896,1968,2016-06-22T20:22:25.000Z,{9D1D4959-913F-4508-84C3-A3E252B76969}
533,13,151,070113,13151070113,Henry,ARC 10,1665.089966,10.1563,1675.25,2.6017,0.015869,2.61758,81,N Henry,1576,4146,1840,4774,2383,6121,2837,7187,1594.6,,1169.6,1261,3041,2016-06-22T20:22:25.000Z,{472EAFDA-A3ED-4356-9EF5-50C9104FAFC3}
534,13,151,070501,13151070501,Henry,ARC 10,13091.299805,213.653,13305,20.4552,0.333833,20.789101,83,S Henry,2856,7483,3416,8928,4697,12245,5800,15048,359.8,,363.7,2944,7565,2016-06-22T20:22:25.000Z,{DCCB8265-3E77-4513-8365-45B819EFC7A7}
535,13,151,070502,13151070502,Henry,ARC 10,20304.900391,185.509003,20490.400391,31.7264,0.289858,32.0163,83,S Henry,5252,15299,5478,15904,6630,19113,7601,21839,478.1,,204.4,2349,6540,2016-06-22T20:22:25.000Z,{FDBC0325-ACD2-4F79-A440-47CCFB9227AD}
536,13,151,070311,13151070311,Henry,ARC 10,2636.350098,7.64248,2643.98999,4.1193,0.011941,4.13123,83,S Henry,4182,10907,4426,11410,5100,12986,5734,14474,2660.2,,870,1552,3567,2016-06-22T20:22:25.000Z,{0583A704-5D19-4597-A4F4-7E2FF9383FF8}
537,13,151,070404,13151070404,Henry,ARC 10,15809.299805,264.251007,16073.5,24.702,0.412892,25.1148,83,S Henry,2580,7310,3065,8663,4030,11258,4860,13375,291.2,,241.6,2280,6065,2016-06-22T20:22:25.000Z,{01D61E4B-DABB-4443-B3C7-166858DE857A}
538,13,151,070204,13151070204,Henry,ARC 10,6104.830078,69.429001,6174.259766,9.5388,0.108483,9.64728,82,E Henry,1713,5050,2035,5932,2642,7586,3075,8777,526,,388.2,1362,3727,2016-06-22T20:22:25.000Z,{80C93A0B-8E1A-444E-8334-4DCDAEEDA795}
539,13,151,070310,13151070310,Henry,ARC 10,3561.620117,38.0051,3599.620117,5.56503,0.059383,5.62441,83,S Henry,2167,6422,2599,7662,3518,10262,4247,12230,1146.8,,1037.1,2080,5808,2016-06-22T20:22:25.000Z,{F240F682-D951-476A-AC2E-B6DC68FA8942}
540,13,151,070205,13151070205,Henry,ARC 10,6404.580078,53.865299,6458.450195,10.0072,0.084165,10.0913,82,E Henry,3727,9666,4441,11369,5204,13193,6128,15453,957,1530,573,2401,5787,2016-06-22T20:22:25.000Z,{63BEA5D2-E12D-411C-8388-634B5C3AE487}
541,13,151,070309,13151070309,Henry,ARC 10,2921.02002,5.40617,2926.429932,4.56409,0.008447,4.57255,83,S Henry,2562,7133,2714,7493,2907,7941,3126,8440,1550.7,,284.1,564,1307,2016-06-22T20:22:25.000Z,{36727E5B-4B63-429F-BCB6-CD533F6A2C6B}
542,13,151,070114,13151070114,Henry,ARC 10,2990.73999,37.062099,3027.810059,4.67303,0.05791,4.73095,81,N Henry,2234,5167,2535,5732,2875,6360,3039,6638,1099.4,,313,805,1471,2016-06-22T20:22:25.000Z,{42A66B9C-0019-470B-84C1-3F9B697F8BC8}
543,13,151,070111,13151070111,Henry,ARC 10,2249.419922,7.30246,2256.719971,3.51472,0.01141,3.52612,81,N Henry,3303,8691,3582,9306,4061,10384,4417,11153,2483.1,,703.4,1114,2462,2016-06-22T20:22:25.000Z,{D7539A61-27C3-4C8F-B1A8-4B52ADD0AA4A}
544,13,151,070107,13151070107,Henry,ARC 10,5370.310059,52.110802,5422.419922,8.39111,0.081423,8.47253,81,N Henry,3155,9343,3912,11482,5246,15194,6286,17960,1099.2,,1013.8,3131,8617,2016-06-22T20:22:25.000Z,{9F9A3CE7-7192-4A3C-A223-55365783862A}
545,13,151,070109,13151070109,Henry,ARC 10,2123.800049,6.94638,2130.73999,3.31844,0.010854,3.32928,81,N Henry,1396,4156,1645,4855,1982,5775,2426,7013,1259.4,,865.8,1030,2857,2016-06-22T20:22:25.000Z,{94D69EEF-FCB7-4121-B625-10FD87505A03}
546,13,151,070110,13151070110,Henry,ARC 10,6492.22998,152.5,6644.72998,10.1441,0.238281,10.3824,81,N Henry,3015,8521,3815,10678,4638,12735,5207,14115,819.3,,537.9,2192,5594,2016-06-22T20:22:25.000Z,{0A42CD30-2A16-4F16-8EC2-C94B10E85194}
547,13,151,070108,13151070108,Henry,ARC 10,3126.879883,21.008699,3147.879883,4.88575,0.032826,4.91856,81,N Henry,1937,5464,2277,6335,3124,8563,3768,10191,1115.1,,964.7,1831,4727,2016-06-22T20:22:25.000Z,{E7524742-6EDE-4E1B-8D91-550428B3DA67}
548,13,151,070306,13151070306,Henry,ARC 10,8841.650391,63.151501,8904.799805,13.8151,0.098674,13.9137,83,S Henry,3456,9734,3897,10924,4698,13082,5558,15430,700.3,,409.8,2102,5696,2016-06-22T20:22:25.000Z,{30C550A4-C5E5-49E5-84F6-783D42AFB97E}
549,13,151,070104,13151070104,Henry,ARC 10,5716.569824,299.231995,6015.799805,8.93214,0.46755,9.39969,81,N Henry,4948,13428,5772,15490,6649,17654,7278,19150,1428.5,,608.7,2330,5722,2016-06-22T20:22:25.000Z,{AB4E8132-53D1-4D11-9FFF-0CABFF631BFD}
550,13,151,070202,13151070202,Henry,ARC 10,13585.200195,96.1959,13681.400391,21.2269,0.150306,21.377199,82,E Henry,3972,11580,4611,13278,5885,16766,7407,20975,541.1,,439,3435,9395,2016-06-22T20:22:25.000Z,{650E7F36-9B73-444B-9E84-37BB77911227}
551,13,151,070305,13151070305,Henry,ARC 10,9784.469727,309.166992,10093.599609,15.2882,0.483073,15.7712,83,S Henry,3120,8795,3711,10391,5033,13919,6086,16699,556.6,,500.3,2966,7904,2016-06-22T20:22:25.000Z,{C2A58EAE-6284-4133-81C0-1DD2C4D2DE92}
552,13,151,070304,13151070304,Henry,ARC 10,7421.910156,100.342003,7522.25,11.5967,0.156784,11.7535,83,S Henry,4627,11785,5189,13013,6047,14983,6735,16494,998.7,,399.1,2108,4709,2016-06-22T20:22:25.000Z,{D50ABDD6-3112-432A-A9F9-EB6006DBED30}
553,13,151,070106,13151070106,Henry,ARC 10,4077.590088,22.914801,4100.509766,6.37123,0.035804,6.40705,81,N Henry,2262,6324,2695,7477,3334,9099,3815,10331,988.1,,626.1,1553,4007,2016-06-22T20:22:25.000Z,{C280753A-2079-405C-950A-8A5A51F93EDA}
554,13,151,070203,13151070203,Henry,ARC 10,22368,481.554993,22849.599609,34.950001,0.75243,35.702499,82,E Henry,5345,14957,6341,17517,7639,20881,8547,23133,419,648,229,3202,8176,2016-06-22T20:22:25.000Z,{AF1A51C0-8956-4EF1-AD33-CD12B489CC27}
555,13,151,070402,13151070402,Henry,ARC 10,23445.099609,105.275002,23550.300781,36.632999,0.164492,36.797298,82,E Henry,4287,12180,5172,14528,6529,18217,7126,19755,331,,205.8,2839,7575,2016-06-22T20:22:25.000Z,{E16C7F7E-DA80-46D7-BA23-FCAFD841C927}
556,13,015,960101,13015960101,Bartow,ARC 20,23079.099609,0,23079.099609,36.0611,0,36.0611,112,NE Bartow,849,2250,1012,2651,1232,3182,1381,3502,62.3,97,34.7,532,1252,2016-06-22T20:22:25.000Z,{5DB4262B-E5A0-404A-8C10-BE4F73C3CDFF}
557,13,015,960402,13015960402,Bartow,ARC 20,12719.599609,104.512001,12824.099609,19.874399,0.1633,20.037701,114,Cartersville,3262,9409,3732,10663,4488,12704,4891,13822,470.5,,220.7,1629,4413,2016-06-22T20:22:25.000Z,{80E1DE7C-BDA7-49CB-AC16-9F36ADE3509D}
558,13,015,960901,13015960901,Bartow,ARC 20,8257.25,184.966995,8442.219727,12.902,0.289011,13.191,113,SW Bartow,1175,3275,1420,3933,1655,4466,1740,4632,248.1,,102.8,565,1357,2016-06-22T20:22:25.000Z,{0F6D1C02-707F-4249-9F84-A87BF64F4131}
559,13,015,960102,13015960102,Bartow,ARC 20,54358.800781,116.367996,54475.199219,84.9356,0.181825,85.1175,112,NE Bartow,3867,10847,4520,12558,5547,15132,6281,16924,127.5,,71.4,2414,6077,2016-06-22T20:22:25.000Z,{991E0FFE-0FF9-403D-8F77-BA684BF9282A}
560,13,015,960802,13015960802,Bartow,ARC 20,3426.620117,1053.709961,4480.330078,5.35409,1.64642,7.00052,114,Cartersville,1274,3451,1408,3789,1684,4535,1844,4911,493,,208.6,570,1460,2016-06-22T20:22:25.000Z,{31308F99-F22C-42BF-929E-E929C2959019}
561,13,015,961000,13015961000,Bartow,ARC 20,43843.300781,602.981995,44446.300781,68.505203,0.942159,69.447304,113,SW Bartow,3465,10090,4338,12528,5821,16630,6979,19798,145.4,,139.9,3514,9708,2016-06-22T20:22:25.000Z,{803E8FD1-20E1-40E9-9BCF-77C90B1349DC}
562,13,015,960801,13015960801,Bartow,ARC 20,4814.390137,1157.680054,5972.069824,7.52248,1.80888,9.33136,114,Cartersville,1411,3823,1581,4254,1713,4554,1798,4781,411.1,,103,387,958,2016-06-22T20:22:25.000Z,{A131BF1F-51A0-44D6-8134-8159807081B6}
563,13,015,960300,13015960300,Bartow,ARC 20,39260.398438,183.942993,39444.398438,61.344398,0.287411,61.631901,111,NW Bartow,2757,7490,3258,8824,4087,10811,4865,12760,121.6,,85.6,2108,5270,2016-06-22T20:22:25.000Z,{473AA69C-6A1B-4749-91D4-52DBA01978C0}
564,13,015,960902,13015960902,Bartow,ARC 20,9022.55957,42.7048,9065.269531,14.0977,0.066726,14.1645,113,SW Bartow,2515,7323,2956,8506,3746,10578,4197,11726,515.7,,310.1,1682,4403,2016-06-22T20:22:25.000Z,{C7F0BF36-4322-4B1E-9604-6E5D9D28EF6C}
565,13,015,960500,13015960500,Bartow,ARC 20,6003.660156,0,6003.660156,9.38072,0,9.38072,114,Cartersville,3014,7748,3598,9233,4613,11707,5459,13861,824.3,,650.3,2445,6113,2016-06-22T20:22:25.000Z,{3E90A70D-15FF-41BB-AC25-4E7906C5F829}
566,13,015,960600,13015960600,Bartow,ARC 20,6100.990234,88.016502,6189,9.5328,0.137526,9.67031,114,Cartersville,3840,9634,4396,10860,5939,14524,6964,16866,993.2,,745.6,3124,7232,2016-06-22T20:22:25.000Z,{7EDC0C2E-2091-49FD-B6E9-0FE750ECA9BB}
567,13,015,960200,13015960200,Bartow,ARC 20,43556.300781,70.525902,43626.898438,68.056702,0.110197,68.167,111,NW Bartow,4856,12713,5955,15567,7457,19097,8435,21259,186.4,,125.3,3579,8546,2016-06-22T20:22:25.000Z,{AD351E2A-F6A9-45AA-ABDC-1FAAF9636E69}
568,13,015,960401,13015960401,Bartow,ARC 20,4386.970215,0,4386.970215,6.85464,0,6.85464,114,Cartersville,3573,9081,4112,10423,4906,12309,5480,13631,1316.1,,659.4,1907,4550,2016-06-22T20:22:25.000Z,{FEE81F28-6550-4F62-BAAA-F10CEADB4098}
569,13,015,960803,13015960803,Bartow,ARC 20,19081.5,1324.030029,20405.5,29.8148,2.0688,31.8836,114,Cartersville,2085,5639,2617,6990,3321,8768,3806,9934,176.8,,134.6,1721,4295,2016-06-22T20:22:25.000Z,{8E0F3EB3-D5E6-4925-A315-48E1411BC3BB}
570,13,015,960700,13015960700,Bartow,ARC 20,16196.700195,1834.790039,18031.5,25.307301,2.86686,28.1742,114,Cartersville,2966,7675,3520,9054,4026,10191,4239,10677,272.2,,106.5,1273,3002,2016-06-22T20:22:25.000Z,{A2E88A01-BD76-4AB6-AEF8-31500C990A03}
571,13,135,050319,13135050319,Gwinnett,ARC 10,854.713989,3.30355,858.017029,1.33549,0.005162,1.34065,74,Norcross,1869,6329,2028,6889,2227,7558,2449,8254,4868.5,,1480.8,580,1925,2016-06-22T20:22:25.000Z,{7D2C6450-20FC-41CD-A95E-77CA7398A140}
572,13,135,050219,13135050219,Gwinnett,ARC 10,711.495972,0,711.495972,1.11171,0,1.11171,72,Cent Gwinnett,1409,3150,1489,3294,1627,3593,1809,3953,2863.6,,730,400,803,2016-06-22T20:22:25.000Z,{0C549C48-F5FF-4B91-847E-5660F3BA09A6}
573,13,135,050211,13135050211,Gwinnett,ARC 10,847.887024,5.30535,853.192993,1.32482,0.00829,1.33311,72,Cent Gwinnett,2291,5587,2565,6230,3054,7379,3687,8865,4297.7,,2521.5,1396,3278,2016-06-22T20:22:25.000Z,{53732707-0328-47A1-9232-32C4ADF8033E}
