OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_2__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp2_HousTranspCosts_Pct_Income,Tp2_HousCosts_Pct_Income,Tp2_TranspCosts_Pct_Income,Tp2_AnnualVehMilesTrav
148,13117130410,1304.10,ARC 20,46816,62.43,{3EBFDFAB-CDA8-4E9F-8CBE-31D94B8BE9F2},2015-06-02T12:14:52.000Z,703.1,133.38,79.57,53.8,15988
149,13117130203,1302.03,ARC 20,74100,0.81,{068A8FD3-1092-462D-9119-8E19679063F9},2015-06-02T12:14:52.000Z,91.5,202.98,129.57,73.41,21096
150,13117130204,1302.04,ARC 20,63125,14.22,{B9C687BF-598D-428F-9CB5-F0BD245C0A4C},2015-06-02T12:14:52.000Z,470,164.49,92.33,72.16,21704
151,13117130202,1302.02,ARC 20,94821,43.73,{5256F3F1-D1E9-4039-B0C4-A18F1F405EEA},2015-06-02T12:14:52.000Z,402.2,205.23,132.19,73.05,21327
152,13117130509,1305.09,ARC 20,66284,0,{8213958A-A1E4-4989-B889-4B5C0AAF686D},2015-06-02T12:14:52.000Z,-2.4,181.42,115.45,65.97,18637
153,13117130403,1304.03,ARC 20,68456,26.64,{AC27836E-B222-4E9E-9F5B-EE55AAB19247},2015-06-02T12:14:52.000Z,154.5,155.46,86.57,68.89,20837
154,13067031506,315.06,ARC 10,53906,7.42,{FE710B68-44C6-49CC-9BA1-56B7F249AE1D},2015-06-02T12:14:52.000Z,92.2,150.9,85.79,65.11,19184
155,13067031508,315.08,ARC 10,70882,9.65,{3B6EDC68-E366-470B-A8B3-05CD4CAE921B},2015-06-02T12:14:52.000Z,257.7,170.57,102.57,68,19638
156,13067031116,311.16,ARC 10,39228,128.98,{3FFD4C5E-6A0D-43A0-A23F-4C1F62E382F2},2015-06-02T12:14:52.000Z,-264.5,128.77,80.64,48.13,14329
157,13067031115,311.15,ARC 10,57560,62.8,{2DFC931F-FCEF-4461-BECA-172F0C501036},2015-06-02T12:14:52.000Z,425,137.24,79.94,57.3,16543
158,13067030223,302.23,ARC 10,65453,84.66,{A4237ABA-13BA-4291-86DA-5297CBCA7BA3},2015-06-02T12:14:52.000Z,661.2,161.81,103.23,58.58,17042
159,13067031312,313.12,ARC 10,61176,58.37,{9E054D30-1071-4AB7-8DEB-49DAB5EF88AF},2015-06-02T12:14:52.000Z,689.6,152.53,94.02,58.52,17195
160,13067031313,313.13,ARC 10,107841,53.4,{A1988A55-5799-43B6-989E-3FEDF1726600},2015-06-02T12:14:52.000Z,975,186.03,125.39,60.64,17247
161,13067031309,313.09,ARC 10,52714,40.69,{F447C070-494E-4CF8-B29B-BF601DE96FC3},2015-06-02T12:14:52.000Z,307.1,135.77,74.7,61.07,17828
162,13117130101,1301.01,ARC 20,80040,0.24,{D13A47F8-3E7E-49B5-B6CE-387472B4C26D},2015-06-02T12:14:52.000Z,148.6,188.44,116.16,72.28,20884
163,13117130104,1301.04,ARC 20,71382,0.93,{8F1E0E37-B863-4821-92A2-BFFFD9F08F48},2015-06-02T12:14:52.000Z,147.6,198.85,125.91,72.94,21147
164,13117130506,1305.06,ARC 20,70313,3.65,{1D1C0788-E17A-4CBA-8749-A200449E6FD1},2015-06-02T12:14:52.000Z,309,159.2,91.81,67.39,19767
165,13067031509,315.09,ARC 10,68125,17.2,{D2C9023B-9121-4DEA-9DBE-441E30EF460A},2015-06-02T12:14:52.000Z,435.1,166.01,97.38,68.63,20004
166,13067031113,311.13,ARC 10,29523,167.22,{7B5F5CCF-ACFA-4C02-9B44-FFD3848F0268},2015-06-02T12:14:52.000Z,-757.5,114.83,76.22,38.61,11534
167,13067031114,311.14,ARC 10,41880,247.88,{E591C0D9-4B4D-446F-B93A-5696B561A190},2015-06-02T12:14:52.000Z,1146.4,117.47,81.06,36.41,10981
168,13067030345,303.45,ARC 10,50553,144.67,{6F93C99E-7A1B-4244-B19F-8698C3AE8D25},2015-06-02T12:14:52.000Z,491.8,119.62,82.45,37.18,10747
169,13067030344,303.44,ARC 10,43037,211.45,{E57A6246-D655-44CE-9387-510D56A61D66},2015-06-02T12:14:52.000Z,-662.2,113.04,76.16,36.88,10909
170,13067030411,304.11,ARC 10,27417,251.68,{887DB1A8-3A9D-4447-ADA0-DAEE6A401B80},2015-06-02T12:14:52.000Z,-593.8,102.72,66.3,36.42,11048
171,13067030412,304.12,ARC 10,37917,240.21,{EB0B1B7C-27E1-4410-B4BA-1BA7AFB6A6A5},2015-06-02T12:14:52.000Z,-1303.8,112.78,73.72,39.06,11608
172,13067030414,304.14,ARC 10,27681,236.59,{8E538A4C-701F-4E59-80BB-D543FDC751D6},2015-06-02T12:14:52.000Z,-659,111.06,74.56,36.5,10428
173,13067030413,304.13,ARC 10,34180,303.01,{382F5AD2-31EC-4F43-BFBA-7767F6C0C43C},2015-06-02T12:14:52.000Z,-1313.3,105.03,70.49,34.55,10408
174,13067030239,302.39,ARC 10,107622,23.73,{7A97F26F-A6E0-4C09-9A7D-F74D4199601F},2015-06-02T12:14:52.000Z,228.4,209.62,139.19,70.44,20128
175,13067030238,302.38,ARC 10,101607,50.37,{4A50FF1D-6CB5-4EA3-874D-C664B76E2CE4},2015-06-02T12:14:52.000Z,350.9,198.51,127.64,70.88,20656
176,13067030236,302.36,ARC 10,130867,67.92,{B75F6DD5-4054-4DB3-98CC-B391E6DBF917},2015-06-02T12:14:52.000Z,370.5,210.94,140.46,70.48,20626
177,13067030407,304.07,ARC 10,67138,76.05,{F99DF0D3-35B0-46E2-A2C1-3AEF5F0E466A},2015-06-02T12:14:52.000Z,-70.6,163.97,107.28,56.69,16396
178,13067030408,304.08,ARC 10,65682,110.57,{7DC28FDE-993E-4D5A-8644-202A8485D55E},2015-06-02T12:14:52.000Z,7.8,160.9,110.24,50.66,14521
179,13067030410,304.10,ARC 10,43352,106.49,{1A9D3D51-9EEC-44CA-87A1-F1C33CA65F39},2015-06-02T12:14:52.000Z,-34.1,140.11,90.87,49.24,14024
180,13067030409,304.09,ARC 10,110494,78.49,{9B61DCD0-09F3-4FCA-A626-383A4AB985D1},2015-06-02T12:14:52.000Z,198.6,237.12,175.12,62,17436
181,13067030343,303.43,ARC 10,114712,79.94,{88318E99-CACB-4EEA-892F-99E7699E9119},2015-06-02T12:14:52.000Z,71.7,220.14,154.99,65.14,18350
182,13067030342,303.42,ARC 10,113075,47.07,{D5405847-4E61-4D11-8F1B-D0B29B33C374},2015-06-02T12:14:52.000Z,62.1,221.75,154.95,66.8,18647
183,13067030340,303.40,ARC 10,130263,47.52,{861897A7-F0FF-47E3-BFBB-98F1AF61B003},2015-06-02T12:14:52.000Z,-179.4,198.51,132.06,66.44,18534
184,13067030341,303.41,ARC 10,95469,63.01,{0027E18F-29F4-45A0-B3B3-DDAEC0D85AF4},2015-06-02T12:14:52.000Z,30.6,179,113.75,65.25,18913
185,13067031409,314.09,ARC 10,46234,2.32,{8E1BAB63-8F0A-404A-827A-D0B64E3C9C0A},2015-06-02T12:14:52.000Z,14,161.68,98.17,63.51,18560
186,13067031408,314.08,ARC 10,44708,3.32,{51BAE629-3B36-4026-9425-C7CFCCDBABD9},2015-06-02T12:14:52.000Z,211.3,140.75,77.86,62.89,18039
187,13067030107,301.07,ARC 10,77780,44.23,{384E5BAD-E72F-4F1B-A19A-74EEA05A9605},2015-06-02T12:14:52.000Z,725.6,161.3,96.16,65.14,19112
188,13067030106,301.06,ARC 10,44878,107.1,{B4C45333-E962-460C-AD95-68305D442C11},2015-06-02T12:14:52.000Z,1167.9,149.28,93.7,55.58,17073
189,13067030505,305.05,ARC 10,34185,139.51,{EEE24F2C-547C-423F-A02E-38D75DC65CC6},2015-06-02T12:14:52.000Z,395.5,112.41,69.68,42.73,12552
190,13067030800,308,ARC 10,35233,66.96,{2CD7FFF1-6486-40EF-A8B1-7CFB16332875},2015-06-02T12:14:52.000Z,-498,117.15,72.96,44.19,12770
191,13067030902,309.02,ARC 10,33438,129.06,{9BE58C6E-ACE1-4DFE-BF6D-798F153C6FF4},2015-06-02T12:14:52.000Z,-704.5,124.59,77.73,46.86,14262
192,13067031311,313.11,ARC 10,34503,103.66,{03752DB2-582C-45E7-8F06-0E57D7CB9D4A},2015-06-02T12:14:52.000Z,592.5,121.07,68.55,52.52,15384
193,13067031406,314.06,ARC 10,37840,82.45,{611A188F-9121-498D-A874-E23EAB353F18},2015-06-02T12:14:52.000Z,892.1,128.87,77.58,51.29,15059
194,13067031405,314.05,ARC 10,64291,41.14,{2C784F28-9958-4977-945E-71E937D42AF8},2015-06-02T12:14:52.000Z,5.1,147.9,86.04,61.87,17972
195,13067030320,303.20,ARC 10,80463,122.41,{C047F863-2A5D-4983-B122-993057E6F213},2015-06-02T12:14:52.000Z,357.5,170.76,120.33,50.44,14569
196,13067030318,303.18,ARC 10,124779,55.28,{EF0D8C1A-0F50-43B0-A84C-D1595856CF8A},2015-06-02T12:14:52.000Z,67.4,228.27,165.08,63.19,17430
197,13067031005,310.05,ARC 10,47470,27.07,{3E28B2AB-50A1-4C1E-939C-AB5D101D8378},2015-06-02T12:14:52.000Z,445,139.38,77.69,61.68,17674
198,13067031002,310.02,ARC 10,27755,105.49,{D78A4669-C864-4F80-ACF6-1C84809B8B64},2015-06-02T12:14:52.000Z,579.4,121.63,74.28,47.35,14082
199,13067030904,309.04,ARC 10,38118,136.31,{03A73C44-3D16-4937-BAA5-2FA589CF3469},2015-06-02T12:14:52.000Z,-38.5,122.75,74.88,47.86,14344
200,13067030901,309.01,ARC 10,59979,91.76,{51F15DC6-AA7A-4DAC-BFF1-2F10F8C05BF3},2015-06-02T12:14:52.000Z,-19.3,154.21,97.55,56.67,16538
201,13067031503,315.03,ARC 10,60441,16.89,{D638B606-CE9B-4850-8831-3ED998CD0DB5},2015-06-02T12:14:52.000Z,78.4,173.57,109.48,64.09,18530
202,13067031307,313.07,ARC 10,75669,11.93,{C178A172-CCFF-4B96-9F3C-FD739A22BC7F},2015-06-02T12:14:52.000Z,28.5,156.64,94.4,62.24,17612
203,13067031308,313.08,ARC 10,41953,15.72,{C28B19C2-E01E-4AE1-B40D-0F0BDEBD8C60},2015-06-02T12:14:52.000Z,114.8,131.98,72.34,59.63,16975
204,13067030319,303.19,ARC 10,94219,90.18,{A00A712B-A8BD-4369-9005-1FD5B888E751},2015-06-02T12:14:52.000Z,-9.3,183.79,125.11,58.69,17001
205,13067030333,303.33,ARC 10,113987,42.8,{50D4779D-8E29-44BC-A68C-B3C09358A09A},2015-06-02T12:14:52.000Z,28.3,197.47,134.58,62.9,17611
206,13067030332,303.32,ARC 10,105000,62.66,{712FC346-1B61-467C-813C-3F7A5D91D5D8},2015-06-02T12:14:52.000Z,-35.7,210.53,148.07,62.46,17397
207,13067030335,303.35,ARC 10,112112,45.47,{E0DBE309-CD1E-4CCF-BB8B-84390BDC579E},2015-06-02T12:14:52.000Z,-173,191.68,127.11,64.57,17948
208,13067031106,311.06,ARC 10,63228,43.87,{1A215423-ABC1-406C-A9FC-FDF955420E08},2015-06-02T12:14:52.000Z,258.6,149.78,90.5,59.28,17212
209,13067030331,303.31,ARC 10,106549,55.36,{2187E96F-CB20-4B06-AEC9-6F91D21D322D},2015-06-02T12:14:52.000Z,-73.6,194.29,130.78,63.51,17941
210,13067030322,303.22,ARC 10,97054,41.58,{6D00AAB7-147E-48C8-B66A-291B2BD74A76},2015-06-02T12:14:52.000Z,-15.7,178.17,112.57,65.6,18047
211,13067031112,311.12,ARC 10,71842,101.08,{C6296F33-8D00-465B-8794-C53E52152947},2015-06-02T12:14:52.000Z,10,146.06,92.77,53.29,15116
212,13067030504,305.04,ARC 10,59844,95.83,{D16C0533-3947-421C-908D-0BD60CC40438},2015-06-02T12:14:52.000Z,189.2,148.12,92.52,55.6,16402
213,13067030327,303.27,ARC 10,98241,30.96,{D3DD965C-E387-4EC6-B16C-B8AF4835BFC5},2015-06-02T12:14:52.000Z,18.4,174.27,109.29,64.98,18101
214,13067030329,303.29,ARC 10,98988,53.88,{1242F2C3-3861-466A-AAD0-98B828075AFD},2015-06-02T12:14:52.000Z,-97.6,170.33,106.97,63.36,17945
215,13067030339,303.39,ARC 10,56409,179.26,{E10353DE-421D-4387-BDA2-DCA183F7F5F3},2015-06-02T12:14:52.000Z,607.2,129.8,91.01,38.79,11290
216,13067030314,303.14,ARC 10,91137,46.18,{E890AF44-05BE-4A99-AEB3-6DA50ADDD280},2015-06-02T12:14:52.000Z,271.6,179.67,115.4,64.27,17911
217,13067030336,303.36,ARC 10,145483,59.08,{7C97C0DF-E37B-4C8C-95A1-4D18DCB723EB},2015-06-02T12:14:52.000Z,-159.3,230.35,166.22,64.13,17541
218,13063040411,404.11,ARC 10,56258,19.11,{F3B2CD85-4EA3-4FDA-92E9-AC6D4D79278C},2015-06-02T12:14:52.000Z,679.1,162.34,97.64,64.7,18869
219,13063040512,405.12,ARC 10,36655,75.41,{CF6411B7-F0FE-4BBB-A670-2B9536931479},2015-06-02T12:14:52.000Z,360,145.51,90.27,55.24,16620
220,13063040608,406.08,ARC 10,63848,8.07,{100C5555-0ABD-4A16-B4A6-5103540D21F6},2015-06-02T12:14:52.000Z,339.3,175.78,107.12,68.66,19777
221,13063040614,406.14,ARC 10,65607,5.76,{0AAD5441-2BA8-4F78-92C0-53C92F7540F8},2015-06-02T12:14:52.000Z,-135.2,175.14,109.69,65.45,18775
222,13063040606,406.06,ARC 10,42692,12.92,{A10A7440-CC0F-4672-A017-C20DD5ACED77},2015-06-02T12:14:52.000Z,22.7,152.35,87.03,65.32,19643
223,13063040612,406.12,ARC 10,37052,33.09,{B94E0016-DABC-47EA-82E0-68BD91C18334},2015-06-02T12:14:52.000Z,969.3,136.49,79.59,56.89,16360
224,13063040609,406.09,ARC 10,56493,28.89,{9A9E14AD-EF73-478C-A4A5-EDA0FCA8BC4F},2015-06-02T12:14:52.000Z,362.2,150.29,90.73,59.56,17287
225,13063040412,404.12,ARC 10,46772,47.5,{3F47343A-EF93-4DF7-9424-3E4FE5FE42B3},2015-06-02T12:14:52.000Z,142.9,133.97,80.61,53.36,15535
226,13063040413,404.13,ARC 10,38835,51.27,{C6A2B589-6D0B-4D2D-9B2D-4142D760095C},2015-06-02T12:14:52.000Z,569.5,143.01,81.32,61.69,18133
227,13063040613,406.13,ARC 10,58246,24.7,{75DFDB94-6821-4BA7-B418-95FD3B5AC453},2015-06-02T12:14:52.000Z,264.7,189.44,123.09,66.35,19128
228,13063040408,404.08,ARC 10,39607,68.09,{1EC50454-EC62-4425-9DBA-2B70DB581211},2015-06-02T12:14:52.000Z,80.8,130.54,77.74,52.8,15638
229,13063040409,404.09,ARC 10,45833,47.63,{1F0219E7-0A93-4BF7-BD9E-C1AEE81086C0},2015-06-02T12:14:52.000Z,170,139.69,80.2,59.49,17448
230,13063040410,404.10,ARC 10,40107,12.11,{96A6B39A-8295-464C-BC60-E1F1BF56A2CC},2015-06-02T12:14:52.000Z,150.5,148.1,87.38,60.72,17378
231,13063040303,403.03,ARC 10,28264,81.71,{7DDB149C-4A3E-4C1F-B554-04CF94DBE5CD},2015-06-02T12:14:52.000Z,-348.3,127.32,73.81,53.51,15802
232,13063040302,403.02,ARC 10,33030,69.6,{CD3EB3A7-88B4-4B56-8B34-5BFD209C797D},2015-06-02T12:14:52.000Z,-646.8,118.14,66.79,51.35,14989
233,13063040611,406.11,ARC 10,29464,93.01,{59B7E344-052A-4FBD-A61E-5616F4C0777D},2015-06-02T12:14:52.000Z,155,120.27,69.96,50.31,15354
234,13063040407,404.07,ARC 10,42500,8.04,{58EAAFDA-7356-45FA-BEF9-FA5BD0AC4F2F},2015-06-02T12:14:52.000Z,94,122.16,62.97,59.19,16842
235,13063040510,405.10,ARC 10,41012,80.69,{F02367B8-1091-48D9-9564-A8A7F7DE6E16},2015-06-02T12:14:52.000Z,-286.7,145.04,88.44,56.6,16542
236,13063040514,405.14,ARC 10,41477,109.58,{9198A623-367E-4B5E-BCF6-4D7408728B39},2015-06-02T12:14:52.000Z,988.4,126.45,71.98,54.47,16705
237,13063040307,403.07,ARC 10,34162,34.7,{132ABA61-CF0B-4168-80BF-923F553B2454},2015-06-02T12:14:52.000Z,495,132.92,74.66,58.26,16923
238,13063980000,9800,ARC 10,,,{C054CE72-B59E-449B-A22B-5BDAEB833356},2015-06-02T12:14:52.000Z,,,,,
239,13063040622,406.22,ARC 10,44246,48.04,{4E99DDC9-99F3-4E86-957D-6AA18B097B13},2015-06-02T12:14:52.000Z,-87.8,157.21,92.97,64.25,19467
240,13063040621,406.21,ARC 10,56374,35.16,{D411F401-DA68-473B-8BEE-D8C9D9F6B65D},2015-06-02T12:14:52.000Z,1229,152.14,84.04,68.1,20288
241,13063040619,406.19,ARC 10,47778,40.77,{3792F75F-32B1-4698-BC8A-F19BE103C6E7},2015-06-02T12:14:53.000Z,142.9,147.02,85.26,61.75,18107
242,13063040523,405.23,ARC 10,42540,45.72,{ABB20232-E958-459F-AAFE-3303B71A07F3},2015-06-02T12:14:53.000Z,978,140.9,85.12,55.78,16407
243,13063040522,405.22,ARC 10,30298,76.61,{18681EF9-2070-474D-B860-9B2B52B1EC46},2015-06-02T12:14:53.000Z,-504.7,128.01,76.26,51.76,15009
244,13063040520,405.20,ARC 10,29650,217.92,{67596C03-3E8A-463E-8600-E7890015A87E},2015-06-02T12:14:53.000Z,-523.8,115.67,72.42,43.25,13283
245,13063040519,405.19,ARC 10,24979,259.75,{CE780FF9-ABCD-47D2-A2F2-8E6DCE3E48ED},2015-06-02T12:14:53.000Z,1263.3,103.3,63.66,39.64,12492
246,13063040417,404.17,ARC 10,23364,115.82,{C0D93E86-056E-4E3C-8BA5-276BE19698E3},2015-06-02T12:14:53.000Z,12.5,124.65,76.92,47.72,14215
247,13063040203,402.03,ARC 10,36458,157.13,{D0747E39-19A4-4B02-88D9-1DB08F3F411E},2015-06-02T12:14:53.000Z,117.3,112.67,64.48,48.2,14339
248,13063040617,406.17,ARC 10,31227,94.32,{5E1B4F45-4E51-4E87-BE79-38459DB063F4},2015-06-02T12:14:53.000Z,520,114.68,61.21,53.47,17236
249,13063040615,406.15,ARC 10,41094,4.97,{F57BB7F3-8340-4256-8490-8D9A7138DF35},2015-06-02T12:14:53.000Z,138.5,145.87,79.08,66.79,18939
250,13063040521,405.21,ARC 10,54135,36.74,{D6FC6C40-3690-4ABD-BC87-02CF4D948B90},2015-06-02T12:14:53.000Z,-113,144.72,87.52,57.21,16785
251,13063040415,404.15,ARC 10,33271,151.34,{E471C54E-2B5A-4145-BE55-F825C46D96BF},2015-06-02T12:14:53.000Z,-703.1,112.88,66.33,46.54,14171
252,13063040414,404.14,ARC 10,33421,26.32,{AD30E9DF-C678-48A9-80DB-81AF2F4DD382},2015-06-02T12:14:53.000Z,403.8,122.65,65.38,57.27,16998
253,13063040204,402.04,ARC 10,35938,174.01,{AC1971F9-FB15-44DB-BF73-805B77C40C0F},2015-06-02T12:14:53.000Z,-625.5,123.04,75.98,47.05,14490
254,13063040308,403.08,ARC 10,30893,44.78,{43141C92-D297-4C00-B277-32330E8B393E},2015-06-02T12:14:53.000Z,-215.3,117.94,66.27,51.67,15117
255,13063040620,406.20,ARC 10,63274,14.67,{4E99AC5A-6245-41FC-B8ED-4F07E53353C3},2015-06-02T12:14:53.000Z,366.3,165.98,96.42,69.56,20466
256,13063040616,406.16,ARC 10,36671,100.82,{5F50D302-A505-4460-ABDE-E948650D15C9},2015-06-02T12:14:53.000Z,613.8,129.33,77.37,51.95,15343
257,13063040526,405.26,ARC 10,43682,37.21,{DD34AC67-2CEE-4177-8F42-A443BEF26A66},2015-06-02T12:14:53.000Z,-89.5,155.68,93.41,62.27,18528
258,13063040525,405.25,ARC 10,42705,58.53,{E8C8864D-8614-46A1-8892-6FC07A90ECA3},2015-06-02T12:14:53.000Z,-22.2,154.23,89.28,64.95,19436
259,13063040524,405.24,ARC 10,42679,66.94,{7D3590D5-4822-43B9-AF4D-952C7D65945C},2015-06-02T12:14:53.000Z,-362.9,130.21,74.1,56.11,16646
260,13063040416,404.16,ARC 10,36531,13.4,{44237CB8-FBA4-4E1C-8ACA-56C76D81AD5E},2015-06-02T12:14:53.000Z,-444.7,138.34,80.05,58.29,16142
261,13063040306,403.06,ARC 10,24254,165.74,{36128C36-A097-4A1D-804A-9D76E1F81E10},2015-06-02T12:14:53.000Z,-125.9,108.02,64.09,43.93,13273
262,13063040516,405.16,ARC 10,30273,59.07,{99CAC2A1-6FCE-4916-931A-6D279103EA9D},2015-06-02T12:14:53.000Z,755.3,139.54,78.53,61.01,18059
263,13063040509,405.09,ARC 10,63750,37.36,{06EB88C5-E3DB-49BC-AD19-5E726D0C2036},2015-06-02T12:14:53.000Z,-9,166.96,104.86,62.1,18034
264,13063040202,402.02,ARC 10,30606,61.99,{AE38D031-D877-4E35-A0F8-7B9925BE615E},2015-06-02T12:14:53.000Z,-415.1,116.52,67.21,49.31,14012
265,13063040518,405.18,ARC 10,30640,52.07,{2C7EE459-32B2-4720-A4BC-4872BDCE6779},2015-06-02T12:14:53.000Z,344.3,139.03,79.31,59.72,17633
266,13063040515,405.15,ARC 10,41290,54.96,{7F8588E9-421B-4C43-B92F-380A112B0DF0},2015-06-02T12:14:53.000Z,-111.7,139.13,81.06,58.07,17107
267,13063040513,405.13,ARC 10,60798,6.52,{1D050790-CCDC-46EB-A6A6-D3215054D264},2015-06-02T12:14:53.000Z,-77.8,150.44,84.82,65.62,18883
268,13151070403,704.03,ARC 10,64861,2.6,{C9071502-62D9-4FAA-AB69-6511F47B6026},2015-06-02T12:14:53.000Z,204,160.18,88.22,71.96,21577
269,13151070307,703.07,ARC 10,72361,29.12,{951359CA-4683-4F57-BC43-4D906FE04223},2015-06-02T12:14:53.000Z,624.1,185.43,115.19,70.24,21058
270,13151070113,701.13,ARC 10,40982,13.99,{09A36C86-1A48-488E-B23B-96396734A4BB},2015-06-02T12:14:53.000Z,6.9,141.12,79.65,61.47,18066
271,13151070501,705.01,ARC 10,43145,0.13,{9583CFDA-F8D4-4686-9703-A13E59C6CE9F},2015-06-02T12:14:53.000Z,150.7,148.1,79.7,68.4,19880
272,13151070502,705.02,ARC 10,69662,0,{11556AAF-D4C3-4D50-9C17-09B6C5D01172},2015-06-02T12:14:53.000Z,270.4,163.38,91.4,71.98,21180
273,13151070311,703.11,ARC 10,42330,64.94,{3DD61722-A184-469B-9920-0A8FC7979031},2015-06-02T12:14:53.000Z,1014.1,137.06,81.24,55.82,16902
274,13151070404,704.04,ARC 10,60868,1.84,{85FC92DD-6B17-45D3-9705-2DB335262515},2015-06-02T12:14:53.000Z,165.4,156.62,86.16,70.46,20945
275,13151070204,702.04,ARC 10,78669,5.76,{8D5AC8E7-827B-415B-8345-2FF85D503488},2015-06-02T12:14:53.000Z,81.3,155.74,84.38,71.36,20917
276,13151070310,703.10,ARC 10,55682,3.96,{AE17BE7F-8750-4FC9-B418-8118FD09E7B2},2015-06-02T12:14:53.000Z,-157.9,160.51,92.51,68,20142
277,13151070205,702.05,ARC 10,58099,17.66,{386E29CD-D849-4C18-BC3F-71AE4762FF9C},2015-06-02T12:14:53.000Z,342.1,158.68,93.34,65.33,19272
278,13151070309,703.09,ARC 10,81503,29.1,{3C702750-9D8D-40D3-B4A6-85B4037538D8},2015-06-02T12:14:53.000Z,792,180.98,112.91,68.07,20094
279,13151070114,701.14,ARC 10,41624,39.5,{B1695C44-3E8A-4911-8BCF-5137B192B8E6},2015-06-02T12:14:53.000Z,437.7,174.33,118.64,55.7,16484
280,13151070111,701.11,ARC 10,44290,20.03,{25482206-5260-42C9-BCCC-BADFD702466A},2015-06-02T12:14:53.000Z,578.6,154.03,94.48,59.56,17878
281,13151070107,701.07,ARC 10,73967,22.55,{A973624B-BDFD-4895-A6DA-FC8AEF3EB12F},2015-06-02T12:14:53.000Z,136.8,176.06,106.96,69.1,20283
282,13151070109,701.09,ARC 10,69362,5.77,{FD80C3AF-799C-4250-991D-39BD102A26BE},2015-06-02T12:14:53.000Z,102.7,157.46,88.66,68.8,20412
283,13151070110,701.10,ARC 10,67588,0.29,{00F2CB2F-9A4B-4A7D-B2A8-7CBD0FDBD0F5},2015-06-02T12:14:53.000Z,108.4,166.69,98.08,68.61,19778
284,13151070108,701.08,ARC 10,56061,11.21,{DC44D18E-ADBD-4374-9171-8A67C6A85410},2015-06-02T12:14:53.000Z,337.6,159.08,93.67,65.41,19018
285,13151070306,703.06,ARC 10,65311,0,{A191DB11-704F-4ED0-AC55-8BD6B55733E7},2015-06-02T12:14:53.000Z,461.8,173.37,106.59,66.77,19266
286,13151070104,701.04,ARC 10,59686,4.87,{7EA6094F-228B-4453-875D-F214BF62E80E},2015-06-02T12:14:53.000Z,718.3,167.26,103.34,63.92,18584
287,13151070202,702.02,ARC 10,81520,8.96,{07853748-D57F-4562-B793-C5A9326C23E8},2015-06-02T12:14:53.000Z,256.4,203.89,130.86,73.04,21552
288,13151070305,703.05,ARC 10,73719,3.56,{1064C884-3CF1-42DD-AB7E-98921AF21760},2015-06-02T12:14:53.000Z,180.5,191.79,121.52,70.27,20197
289,13151070304,703.04,ARC 10,38261,26.47,{081D9BB4-70B0-4126-845A-02064F115F2D},2015-06-02T12:14:53.000Z,533.3,138.99,79.45,59.54,17769
290,13151070106,701.06,ARC 10,52314,2.35,{5EF46869-3718-4CB6-9171-B5DD9AEE920E},2015-06-02T12:14:53.000Z,120,151.41,86.18,65.23,18815
291,13151070203,702.03,ARC 10,80566,9.86,{5ECA540E-C37B-470B-A6F8-3327BDA4090C},2015-06-02T12:14:53.000Z,223.8,169.2,95.25,73.95,21703
292,13151070402,704.02,ARC 10,61583,2.81,{6C070F26-88F5-4E71-BFCA-E695FC91DAE5},2015-06-02T12:14:53.000Z,158.9,164.7,90.61,74.09,21983
293,13015960101,9601.01,ARC 20,74848,0,{85B4DF5F-4B02-4EBE-813E-F4AC21881F15},2015-06-02T12:14:53.000Z,12.2,182.86,108.77,74.09,21446
294,13015960402,9604.02,ARC 20,43032,3.56,{BB173180-A764-4212-84BA-50DB6A9072F7},2015-06-02T12:14:53.000Z,154.4,137.87,72.9,64.97,19471
295,13015960901,9609.01,ARC 20,45375,5.2,{A67315B5-11EA-40AD-9125-C278795B86E0},2015-06-02T12:14:53.000Z,6,133.07,65.75,67.32,20096
296,13015960102,9601.02,ARC 20,59920,0,{43E0F79E-A501-4983-9254-00F1AE276BE0},2015-06-02T12:14:53.000Z,24.6,157.59,86.02,71.57,20780
297,13015960802,9608.02,ARC 20,23381,29.84,{37DAFA89-184D-4472-9E26-55B73968A9BE},2015-06-02T12:14:53.000Z,57.9,127.6,63.94,63.66,19630
298,13015961000,9610,ARC 20,64450,5.89,{D0E96CE1-D8AF-433F-91D9-4AA9939710BD},2015-06-02T12:14:53.000Z,31.8,166.16,92.54,73.62,21905
299,13015960801,9608.01,ARC 20,50481,6.85,{40DAA37B-F657-4C98-B48C-5F6F252423C7},2015-06-02T12:14:53.000Z,43.9,154.59,85.33,69.25,21019
300,13015960300,9603,ARC 20,58203,0.68,{0CA0E8FC-FF2D-4B67-AF4C-3765964AF619},2015-06-02T12:14:53.000Z,41.6,148.29,75.8,72.49,21330
301,13015960902,9609.02,ARC 20,57540,9.84,{0152358E-A7B7-4EF9-884B-F72C76853E23},2015-06-02T12:14:53.000Z,78,160.06,89.51,70.55,21129
302,13015960500,9605,ARC 20,40651,14.17,{7ECF7BCA-2678-40EB-BC0B-ED994E0F4BF5},2015-06-02T12:14:53.000Z,231.2,128.2,66.15,62.05,18693
