OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_2__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp2_HousTranspCosts_Pct_Income,Tp2_HousCosts_Pct_Income,Tp2_TranspCosts_Pct_Income,Tp2_AnnualVehMilesTrav
458,13139000800,8,ARC 20,26932,76.69,{A9721A07-C06F-4F9E-AEF8-A2D8331F6E0E},2015-06-02T12:14:54.000Z,-93.7,115.38,63.91,51.47,15364
459,13139000600,6,ARC 20,38880,39.44,{B3EDACAC-5425-4731-91ED-586B0ECB2FE5},2015-06-02T12:14:54.000Z,42.7,126.16,68.55,57.61,17444
460,13139000400,4,ARC 20,47424,15.6,{54265A0F-5EFE-49EB-BB7F-8D349998658F},2015-06-02T12:14:54.000Z,83.9,148.33,84.54,63.79,18534
461,13121007604,76.04,ARC 10,17238,234.32,{D984834B-CA75-4487-9B15-B64451D51415},2015-06-02T12:14:54.000Z,177.5,112.37,69.62,42.76,12954
462,13121007704,77.04,ARC 10,36896,66.19,{8A84A00C-2587-432B-BDE6-E986336FBD55},2015-06-02T12:14:54.000Z,-26.9,146.8,91.06,55.74,16078
463,13121007603,76.03,ARC 10,14346,307.28,{58CBBCC2-5B9E-4C93-BEBB-7D7E6AFA2D79},2015-06-02T12:14:54.000Z,-15,99.43,61.53,37.9,11919
464,13121011427,114.27,ARC 10,108881,78.17,{DF1212A7-218A-479E-B063-04F237340E38},2015-06-02T12:14:54.000Z,211.1,192.94,131.8,61.14,17245
465,13121011616,116.16,ARC 10,61719,102.03,{61BE59BA-C66F-4934-8725-3CB3347BF427},2015-06-02T12:14:54.000Z,234.5,140.91,94.24,46.67,13501
466,13121011617,116.17,ARC 10,104867,100.01,{2FDB8985-182B-427A-BFDA-3379B4A24FBD},2015-06-02T12:14:54.000Z,582.4,210.01,153.25,56.75,16600
467,13121011611,116.11,ARC 10,54842,60.41,{6BEA7F0D-94DC-425B-89F4-B79460C04E06},2015-06-02T12:14:54.000Z,413.6,136.6,88.44,48.16,14081
468,13121010800,108,ARC 10,36435,116.74,{29A230C8-D872-4133-9DB9-4A5C88217443},2015-06-02T12:14:54.000Z,91.4,129.46,82.16,47.3,13560
469,13121980000,9800,ARC 10,,,{455D8C66-CF7E-48E8-B481-BF0CFABF12AF},2015-06-02T12:14:54.000Z,,,,,
470,13121004300,43,ARC 10,31607,322.08,{3242352C-061D-44E0-A8DD-40DA729BEA8E},2015-06-02T12:14:54.000Z,-1745,111.42,79.36,32.06,9685
471,13121008904,89.04,ARC 10,70787,187.99,{6815E997-D821-4166-B5DC-E312FBDB5DFF},2015-06-02T12:14:54.000Z,266.7,146.29,101.03,45.26,13325
472,13121008903,89.03,ARC 10,66635,193.95,{EC92786E-0BEB-44C3-8085-DF361F3014C5},2015-06-02T12:14:54.000Z,-1160,142.79,99.7,43.09,13031
473,13121001001,10.01,ARC 10,64583,206.6,{46FF3915-D365-48C2-9043-9FD3901FDB91},2015-06-02T12:14:54.000Z,1765,164.97,129.22,35.76,11135
474,13121009101,91.01,ARC 10,71691,290.81,{9F3AE674-D4B6-4933-ACB5-1B000D99FA49},2015-06-02T12:14:54.000Z,-212.9,137.49,101.32,36.17,10881
475,13121001201,12.01,ARC 10,53623,462.31,{02D1E736-A8EE-4AD8-9BF1-00BBAF2AA9F5},2015-06-02T12:14:54.000Z,5035,116.08,87.46,28.61,8791
476,13121001202,12.02,ARC 10,65255,496.73,{1B72AFBB-1D04-4065-921F-F691372A7477},2015-06-02T12:14:54.000Z,11070,136.47,111.71,24.76,8426
477,13121009102,91.02,ARC 10,44089,297.47,{2716FA4F-973B-47F9-92C5-A79581ABBDB5},2015-06-02T12:14:54.000Z,1405,140.21,102.22,37.99,11541
478,13121010108,101.08,ARC 10,166094,54.86,{6B93157A-C43C-42FE-9625-F37334C0249F},2015-06-02T12:14:54.000Z,-7.5,274.14,212.73,61.41,16998
479,13121007500,75,ARC 10,17545,158.26,{269B7F39-86D3-4890-B8A5-ABA780B1781E},2015-06-02T12:14:54.000Z,-168.5,105.41,61.9,43.5,12976
480,13121008101,81.01,ARC 10,29178,65.47,{235A920B-5EB5-43FE-900C-58A37E828229},2015-06-02T12:14:54.000Z,-480,123.18,66.39,56.79,16067
481,13121006000,60,ARC 10,23409,158.96,{294FB349-B8A3-4286-AC43-F738C5C3E1C2},2015-06-02T12:14:54.000Z,-1455,109.96,62.78,47.18,13439
482,13121000700,7,ARC 10,63594,24.5,{D2417F90-30F4-43AE-A4E3-BD14AF8F2AC9},2015-06-02T12:14:54.000Z,-1081.4,120.1,67.42,52.68,14771
483,13121001002,10.02,ARC 10,24028,151.94,{73557C45-0317-41DA-AB9B-DEFED6E5E7D9},2015-06-02T12:14:54.000Z,-1917.1,122.33,87.03,35.3,10473
484,13121011410,114.10,ARC 10,91774,76.25,{4426F1B5-7228-487C-B110-C6D268986AC5},2015-06-02T12:14:54.000Z,32.7,212.88,153.48,59.4,16760
485,13121010107,101.07,ARC 10,150313,30.59,{1F95F60E-69F3-4C94-890A-909F6F03E72E},2015-06-02T12:14:54.000Z,47.1,240.79,175.94,64.85,18079
486,13121011405,114.05,ARC 10,53134,122.04,{1D57889C-27EE-4B1B-B01B-AE5C3D776CCF},2015-06-02T12:14:54.000Z,132.7,136.01,87.34,48.68,14181
487,13121010106,101.06,ARC 10,76895,125.02,{A76A13FC-A43E-4538-9EAB-3B1DB3004912},2015-06-02T12:14:54.000Z,111.9,165.57,111.92,53.65,15459
488,13121002900,29,ARC 10,64671,263.31,{D0DE03B5-5B2B-4463-B978-839A0F7934F7},2015-06-02T12:14:54.000Z,3966.7,132.26,97.97,34.29,10207
489,13121010110,101.10,ARC 10,73655,137.66,{0F935880-E82D-4CF2-87C4-92E72D9A7235},2015-06-02T12:14:54.000Z,571,151.26,108.1,43.15,12442
490,13121010205,102.05,ARC 10,90903,75.39,{A4DCF2DB-0629-4658-8B89-6EBCAD37E2E4},2015-06-02T12:14:54.000Z,165,168.98,113.71,55.27,15494
491,13121010210,102.10,ARC 10,59950,131.71,{E0643C1E-161A-4CDD-9FB5-5726460BB1D3},2015-06-02T12:14:54.000Z,199.4,168.18,116.35,51.83,14978
492,13121010209,102.09,ARC 10,51508,236.13,{D9DDEDEA-3CF5-407F-9073-46AE04E24BC6},2015-06-02T12:14:54.000Z,-24,116.84,75.75,41.09,12507
493,13121008902,89.02,ARC 10,53902,167.31,{5497CD52-72C7-4FE5-B56B-076512FBDE4B},2015-06-02T12:14:54.000Z,317.5,132.02,90.76,41.27,12117
494,13121008500,85,ARC 10,27880,95.39,{FA416EE2-3BB6-4768-AE3F-2F16E9937481},2015-06-02T12:14:54.000Z,-682.7,108.11,58.64,49.47,13710
495,13121008601,86.01,ARC 10,20236,113.17,{BC05D554-45CD-4C8E-9CFD-78E28F328BB2},2015-06-02T12:14:54.000Z,-525.9,112.87,63.16,49.72,14159
496,13121005800,58,ARC 10,20345,84.43,{5A560CCA-4636-4C49-A3FE-D02A406DB986},2015-06-02T12:14:54.000Z,-1636,109.1,61.36,47.75,13205
497,13121007900,79,ARC 10,57784,69.12,{5B7DB336-E114-4FBF-BF9A-397369BAFA65},2015-06-02T12:14:54.000Z,107,160.96,100.84,60.12,17475
498,13121010601,106.01,ARC 10,33139,142.36,{4C2BEC99-3DE3-4DA0-8E9D-8CC2B609FDEA},2015-06-02T12:14:54.000Z,-1088.2,119.93,72.76,47.17,13336
499,13121008700,87,ARC 10,21699,99.3,{52F1EE15-F31C-4883-A9DE-6C74A9304B64},2015-06-02T12:14:54.000Z,-12,120.35,71.96,48.39,13901
500,13121012300,123,ARC 10,43936,107.32,{D8221C22-76FF-4616-947C-7D8C972F57BB},2015-06-02T12:14:54.000Z,-506.4,133.61,87.75,45.86,13003
501,13121012000,120,ARC 10,12475,179.62,{02A41114-924A-4EF1-96A7-EAC26B2FEF42},2015-06-02T12:14:54.000Z,97.8,103.3,64.6,38.7,11502
502,13121011900,119,ARC 10,23791,212.88,{C383233C-8290-4BB2-8CB5-EB1B0DB652E2},2015-06-02T12:14:54.000Z,-253.3,116.78,86.22,30.56,9025
503,13121011800,118,ARC 10,13056,270.08,{7F2FF4AF-E0F7-4EE7-97D2-D860800AC2DA},2015-06-02T12:14:54.000Z,-20,92.09,58.49,33.6,9909
504,13121011624,116.24,ARC 10,157991,97.57,{92D3C57A-B938-4C96-BC2D-8B91DE897705},2015-06-02T12:14:54.000Z,269,264.4,199.85,64.55,18449
505,13121003600,36,ARC 10,30107,329.27,{272944FF-F36D-4DF4-B340-861C10E054F8},2015-06-02T12:14:54.000Z,-1475,104.45,74.34,30.11,9068
506,13121003500,35,ARC 10,56190,174.13,{FF5250C2-EDE0-49BD-9E16-E6E17AD48BC0},2015-06-02T12:14:54.000Z,-2938,125.03,93.24,31.8,9691
507,13121010208,102.08,ARC 10,45629,202.39,{0703C858-C707-4CB0-811F-95D3D30F57EF},2015-06-02T12:14:54.000Z,260.8,137.72,91.9,45.82,13657
508,13121011411,114.11,ARC 10,76279,74.67,{5EF295F8-5FD7-401C-B1E7-C43BA85EBA96},2015-06-02T12:14:54.000Z,-164,187.12,129.03,58.1,16684
509,13121011412,114.12,ARC 10,76442,56.74,{4A32E7B7-3B42-4FEB-BA56-2ADE67047E56},2015-06-02T12:14:54.000Z,245.4,165.73,109.58,56.15,15770
510,13121011414,114.14,ARC 10,63991,178.27,{5883F5DE-B54A-4AC6-8E8C-F441CE38AA8A},2015-06-02T12:14:54.000Z,-2.8,176.11,125.31,50.8,14838
511,13121010603,106.03,ARC 10,24873,162.6,{52B218C7-4AFA-4EE7-B9E3-8ABA6A355F98},2015-06-02T12:14:54.000Z,-786.7,121.13,76.48,44.66,13300
512,13121010604,106.04,ARC 10,30455,152.28,{5FD75F92-B4CB-4AA0-A983-5DCD617037ED},2015-06-02T12:14:54.000Z,-1058.9,112.28,65.84,46.44,13684
513,13121007300,73,ARC 10,23933,128.41,{C4E189D5-D367-4792-9FFA-03FAA860DE94},2015-06-02T12:14:54.000Z,-237.7,109.39,61.69,47.7,13936
514,13121010508,105.08,ARC 10,49340,56.72,{6F59F078-C474-42BB-9BA0-77D0E1DF271F},2015-06-02T12:14:54.000Z,522,144.42,82.94,61.47,17978
515,13121010507,105.07,ARC 10,28052,117.43,{9DD76E99-90F1-4DB8-8902-BBCDE361B44E},2015-06-02T12:14:54.000Z,301.1,123.68,72.24,51.44,15340
516,13121010511,105.11,ARC 10,47100,28.51,{9C10798A-C1FB-4BE4-8A78-E2A32EDFDBE0},2015-06-02T12:14:54.000Z,490.5,166.57,105.18,61.39,17933
517,13121011626,116.26,ARC 10,85551,90.8,{25E632E6-029B-48A7-96D6-D4C7FF2D4834},2015-06-02T12:14:54.000Z,1038.6,169.73,111.15,58.59,16521
518,13121011622,116.22,ARC 10,130294,65.98,{5BA62272-452B-4F8F-988F-308B52B32036},2015-06-02T12:14:54.000Z,440.8,229.34,163.46,65.88,18723
519,13121011424,114.24,ARC 10,96487,107.33,{D4ECBB11-C10C-4ED5-8D24-A3CCCB2236AC},2015-06-02T12:14:54.000Z,342.6,180.73,121.53,59.19,16876
520,13121011422,114.22,ARC 10,70875,100.94,{250970C7-FE2F-4EBC-8B07-CAF76AE3D286},2015-06-02T12:14:54.000Z,353.1,163.05,108.08,54.97,15793
521,13121011505,115.05,ARC 10,155096,63.02,{6AD7EEBA-9890-4D99-BF8E-5F76A492F6BC},2015-06-02T12:14:54.000Z,79.4,235.35,169.31,66.05,18660
522,13121010123,101.23,ARC 10,50264,222.04,{DB20C794-3CA6-44AA-AC34-0774DD1E5E58},2015-06-02T12:14:54.000Z,-578.2,133.7,90.08,43.61,12955
523,13121000100,1,ARC 10,125819,114.04,{27815FE2-E345-41C6-8E5F-FAFD5EB10E06},2015-06-02T12:14:54.000Z,200,240.64,190.59,50.05,13433
524,13121000200,2,ARC 10,94125,191.26,{3FC45484-D05A-43D7-AEAC-32B4F7AB96ED},2015-06-02T12:14:54.000Z,2.7,173.14,128.21,44.93,12436
525,13121009402,94.02,ARC 10,62745,273.15,{DB7F3CCA-C9D1-42A9-95EE-B2E0E2B1B5DE},2015-06-02T12:14:54.000Z,-206,123.08,91.25,31.83,9644
526,13121001100,11,ARC 10,72762,577.9,{1B6055C0-973D-42D1-ABE1-E5D2320118E2},2015-06-02T12:14:54.000Z,5415,137.11,110.91,26.2,9012
527,13121000400,4,ARC 10,105938,141.95,{9E53AF71-40D6-4118-8A8C-71FBD06F443D},2015-06-02T12:14:54.000Z,46.7,164.86,123.6,41.26,11818
528,13121009200,92,ARC 10,54130,191.84,{F95EABF8-FBE0-4E68-AEA7-7020CD5BC1A0},2015-06-02T12:14:54.000Z,1725.7,126.93,88.6,38.33,10987
529,13121008201,82.01,ARC 10,27490,114.54,{08C682E2-09E2-4504-AF8E-33C962344F13},2015-06-02T12:14:54.000Z,175.2,123.66,70.86,52.8,15266
530,13121007808,78.08,ARC 10,11438,265.36,{7F4EC20F-B43D-42C6-8F21-A63157BBED03},2015-06-02T12:14:54.000Z,483.3,111.65,68.4,43.26,12707
531,13121007806,78.06,ARC 10,31886,101.31,{1C7A7524-647A-4581-92B3-A5735D88D230},2015-06-02T12:14:54.000Z,122.6,124,70.81,53.2,15549
532,13121008800,88,ARC 10,88477,29.47,{3452C9D9-2C09-4CB4-978B-3A0192DADAAC},2015-06-02T12:14:54.000Z,421.8,151.38,96.45,54.93,15376
533,13121008602,86.02,ARC 10,33875,77.21,{396345A8-FED1-45F8-A2A6-C94B227683E5},2015-06-02T12:14:54.000Z,-1300,130.56,80.4,50.16,14601
534,13121010121,101.21,ARC 10,67443,138.26,{DFD68024-5E16-4C3F-94BA-484A96566529},2015-06-02T12:14:54.000Z,547.5,151.31,103.41,47.9,14307
535,13121010119,101.19,ARC 10,35736,231.2,{09082577-201C-4362-9449-53FD145595B0},2015-06-02T12:14:54.000Z,251.3,124.83,83.22,41.61,12415
536,13121010211,102.11,ARC 10,125417,70,{2D9DAB48-FD11-43DC-835A-6F2EE9FB5211},2015-06-02T12:14:54.000Z,514,204.94,149.72,55.23,14983
537,13121009801,98.01,ARC 10,143000,101.65,{13ED0FB3-9E1A-4E21-82BB-7F2679A7D6C0},2015-06-02T12:14:54.000Z,290,240.38,187.32,53.05,14864
538,13121009603,96.03,ARC 10,59800,197.36,{0E4A1C4D-EB38-4CAA-8899-EE9E4E0D9F2A},2015-06-02T12:14:54.000Z,1684.3,131.37,93.89,37.47,11068
539,13121009601,96.01,ARC 10,88264,233.11,{AE4AB1B9-D22E-4776-A92A-DF16CFE697E2},2015-06-02T12:14:54.000Z,1743.3,170.72,132.85,37.88,11028
540,13121007705,77.05,ARC 10,21170,151.14,{9FE685F1-49E8-4414-9C69-A96B9A1E07F4},2015-06-02T12:14:54.000Z,496.9,117.13,71.58,45.55,13598
541,13121011612,116.12,ARC 10,134375,28.01,{9907F84E-44C6-4B74-B825-32CEDC66CECD},2015-06-02T12:14:54.000Z,-353.1,230.47,166.07,64.4,18037
542,13121011623,116.23,ARC 10,94300,96.52,{F8E46340-3D25-4241-BF12-49F2B07F4DD3},2015-06-02T12:14:54.000Z,1144.4,187.38,128.97,58.41,16517
543,13121011625,116.25,ARC 10,115974,99.09,{C437CF8A-D73F-42B5-8B68-8CAAB5633B0B},2015-06-02T12:14:54.000Z,935,206.93,149.05,57.88,16166
544,13121011619,116.19,ARC 10,79688,123.39,{A0E240F5-1CD0-47C8-98AC-FA5FBEEA58BC},2015-06-02T12:14:54.000Z,566.4,160.74,114.17,46.57,13401
545,13121011621,116.21,ARC 10,122568,93.06,{09215543-67F9-48AD-A3D0-907C97B5DF5F},2015-06-02T12:14:54.000Z,204.7,220.67,163.41,57.26,16387
546,13121000500,5,ARC 10,77865,173.39,{C612D097-9F4C-4361-B801-7E566B01B4B4},2015-06-02T12:14:54.000Z,750,185.42,146.36,39.06,11356
547,13121009300,93,ARC 10,92857,166.47,{D69B0E4A-9F8F-4162-B504-350F1BC6FDB3},2015-06-02T12:14:54.000Z,-242.2,182.72,138.16,44.56,12577
548,13121009900,99,ARC 10,110865,83.65,{1F74DE46-CC3B-4E65-A79D-17CE2938BA75},2015-06-02T12:14:54.000Z,167.3,223.71,171.85,51.86,14619
549,13121009000,90,ARC 10,103387,128.5,{2C3B32FD-01E3-4CA4-A4EE-68831A5032B4},2015-06-02T12:14:54.000Z,693.3,221.22,172.04,49.18,13480
550,13121009700,97,ARC 10,163125,38.07,{42195CB3-6606-4481-9AC2-8B316D28178D},2015-06-02T12:14:54.000Z,-94.3,233.5,175.74,57.75,15799
551,13121010206,102.06,ARC 10,160223,50.03,{63E41D67-DE93-4614-B224-8DF2A431C410},2015-06-02T12:14:54.000Z,9.1,231.5,171.36,60.14,16600
552,13121010204,102.04,ARC 10,143158,61.7,{B45AB7B6-AC6E-4CFB-BDBB-6CF78AADB9C9},2015-06-02T12:14:54.000Z,2.4,272.98,211.02,61.96,17330
553,13121007100,71,ARC 10,20282,92.24,{364B22BE-5736-405B-9F27-EBFBED5EC470},2015-06-02T12:14:54.000Z,-1778,108.38,58.7,49.68,14344
554,13121006801,68.01,ARC 10,,,{AF6D6399-26DE-457C-8095-DC44779BA966},2015-06-02T12:14:54.000Z,-766.7,,,,
555,13121006900,69,ARC 10,48482,103.88,{6713FBD8-2D3C-439D-A9D1-3AAD20A1D478},2015-06-02T12:14:54.000Z,-113.3,136.34,86.24,50.1,14399
556,13121005200,52,ARC 10,78438,138.62,{95BBB046-9763-4AE6-AFB8-D03371BD600B},2015-06-02T12:14:54.000Z,687.8,155.88,109.22,46.66,13672
557,13121005000,50,ARC 10,57670,140.3,{C65E26D2-60F6-4BB1-927F-B1AFC41010C7},2015-06-02T12:14:54.000Z,-44,137.61,93.12,44.49,12673
558,13121001500,15,ARC 10,60722,315.02,{D35CB30D-54D3-4066-8E9B-9F4D4F76A578},2015-06-02T12:14:54.000Z,302.5,134.52,97.68,36.84,10784
559,13121007807,78.07,ARC 10,17466,95.74,{0BF99E6E-BBD2-4A78-8BA6-4A36323B0870},2015-06-02T12:14:54.000Z,-449.1,115.41,63.39,52.02,14916
560,13121010510,105.10,ARC 10,42651,23.3,{29CAC39F-A98A-4084-A23B-07A017A4F2DF},2015-06-02T12:14:54.000Z,766.3,143.13,83.62,59.51,17515
561,13121010512,105.12,ARC 10,28529,79.1,{BE40A0EF-91DB-4257-A3FD-45DDAE788724},2015-06-02T12:14:54.000Z,213.9,124.52,75,49.52,15073
562,13121007802,78.02,ARC 10,46116,59.82,{E4E7B14C-5154-4760-95C2-D0DE9809D86C},2015-06-02T12:14:54.000Z,332.6,155.41,95.62,59.79,17169
563,13121007805,78.05,ARC 10,37857,37.25,{EB5B2269-4E10-4251-8C3C-1E9A554C47E2},2015-06-02T12:14:54.000Z,-118.6,130.38,77.77,52.62,15240
564,13121011618,116.18,ARC 10,97763,77.37,{6C76B099-C9AA-4AED-A55E-2D4A4144D3BD},2015-06-02T12:14:54.000Z,1114.5,164.22,106.54,57.69,16077
565,13121011610,116.10,ARC 10,81992,76.65,{953981D7-C26C-4270-B873-A4F943A78FCA},2015-06-02T12:14:54.000Z,-1.7,168.13,111.01,57.11,16360
566,13121011614,116.14,ARC 10,73697,163.25,{CC866C33-3E0E-4FAB-98E3-1FE19A56195E},2015-06-02T12:14:54.000Z,2205.5,147.3,98.33,48.98,14338
567,13121011620,116.20,ARC 10,96875,108.66,{BF792449-3B80-42FE-BC9D-AF033D24C964},2015-06-02T12:14:54.000Z,719,187.53,125.6,61.94,18055
568,13121011420,114.20,ARC 10,31662,247.2,{7C74FE40-7338-4461-9FE7-5BD661EB7AC8},2015-06-02T12:14:54.000Z,670,118.62,78.65,39.97,11919
569,13121011613,116.13,ARC 10,91461,69.5,{F778D5E8-F316-46BB-A5DA-A637F2792D89},2015-06-02T12:14:54.000Z,398.4,197.28,138.23,59.05,17155
570,13121011426,114.26,ARC 10,99196,90.88,{9BB95A90-7915-4B59-8674-D97DDC541EEE},2015-06-02T12:14:54.000Z,-91.7,178.96,116.26,62.7,17727
571,13121011425,114.25,ARC 10,176818,52.26,{93E46B2C-6966-4C32-9A2D-70BEEA658668},2015-06-02T12:14:54.000Z,176.7,284.66,220.6,64.06,17900
572,13121011423,114.23,ARC 10,104333,47.05,{3EE2A2E6-7223-4DBF-A139-CCB941172573},2015-06-02T12:14:54.000Z,72.8,188.7,126.76,61.94,17322
573,13121011418,114.18,ARC 10,103926,47.13,{C55831AA-ADB1-488A-85AD-08EF446D794B},2015-06-02T12:14:54.000Z,64,181.34,117.41,63.93,17841
574,13121002600,26,ARC 10,30458,221.5,{3A83D709-6173-4510-80A6-F2AB164C8C83},2015-06-02T12:14:54.000Z,-1160,108.5,74.19,34.3,9867
575,13121001700,17,ARC 10,32847,268.29,{B638EFEF-CF70-41BF-B461-84C1754672EA},2015-06-02T12:14:54.000Z,588,108.67,72.42,36.24,10185
576,13121001400,14,ARC 10,69018,315.36,{B71BA9FA-4DA1-4AB1-8553-D1CA1359BF15},2015-06-02T12:14:54.000Z,173.3,143.17,107.26,35.91,10305
577,13121003000,30,ARC 10,71875,224.62,{0145E50C-BE06-4F56-98B2-793AB6BFE9D6},2015-06-02T12:14:54.000Z,1808,157.59,117.63,39.97,11399
578,13121011000,110,ARC 10,22411,140.59,{3DF2BFB8-EF32-40B2-BDC5-F2E439EA7DEE},2015-06-02T12:14:54.000Z,-1281.8,109.91,64.09,45.82,13207
579,13121007400,74,ARC 10,14754,167.56,{7021CE94-2318-4688-8C1D-8B748838DDE3},2015-06-02T12:14:54.000Z,-930,99.21,58.23,40.97,12775
580,13121006400,64,ARC 10,27159,106.78,{482D7229-001B-46B0-A16A-BDC14D5F42DD},2015-06-02T12:14:54.000Z,-3252,109.99,66.04,43.96,12850
581,13121005300,53,ARC 10,91250,147.88,{1E34B573-328A-4E9C-8E39-56776D67FE0A},2015-06-02T12:14:54.000Z,612.2,163.25,115.67,47.57,13840
582,13121005502,55.02,ARC 10,16321,195.98,{C39B3C06-F10A-46D1-8FDE-D45529E9FA3B},2015-06-02T12:14:54.000Z,1895.7,102.07,61.65,40.42,12337
583,13121008202,82.02,ARC 10,26736,42.2,{8064AD48-D2E3-4A79-9201-B5AC474C7F8C},2015-06-02T12:14:54.000Z,-907,117.68,72.59,45.08,12618
584,13121010513,105.13,ARC 10,46486,12.95,{AB20E5EE-FBD0-4123-A145-7242F4D3E46A},2015-06-02T12:14:54.000Z,532.7,153.28,91.94,61.34,18102
585,13121010304,103.04,ARC 10,83798,10.68,{B34915EA-7B2E-474E-B4AA-9B5642D7B36C},2015-06-02T12:14:54.000Z,532.8,188.68,119.83,68.85,19533
586,13121010303,103.03,ARC 10,71333,15.41,{6DD0FE58-0F7B-4541-A4D5-57D8EA791398},2015-06-02T12:14:54.000Z,237.1,180.08,118.05,62.03,17443
587,13121010514,105.14,ARC 10,59005,7.25,{945431AB-C120-4660-B9BA-B5EAE8882410},2015-06-02T12:14:54.000Z,374.3,181.75,115.64,66.11,19249
588,13121010301,103.01,ARC 10,60972,4.82,{8D5FFC3A-9295-4DF3-93E0-686AF46F93D2},2015-06-02T12:14:54.000Z,363.3,184.7,116.26,68.44,19744
589,13121010400,104,ARC 10,51907,2.78,{992422BB-A986-48B2-88C7-9E4403B5F47D},2015-06-02T12:14:54.000Z,18.5,160.52,92.84,67.68,19904
590,13121011421,114.21,ARC 10,48117,115.67,{B7E21D5B-8257-41F0-AC5A-87AD146EA67B},2015-06-02T12:14:54.000Z,396,123.32,78.09,45.24,13185
591,13121011416,114.16,ARC 10,99355,73.25,{1E3A7710-8ACF-44D7-B2E3-BBEFD2DADA78},2015-06-02T12:14:54.000Z,147.3,192.1,130.49,61.61,17594
592,13121011506,115.06,ARC 10,152898,38.28,{D73B15B3-FC8F-4EDC-90DB-4938C21DBE64},2015-06-02T12:14:54.000Z,136.8,225.79,157.97,67.82,19279
593,13121011417,114.17,ARC 10,87083,57.4,{A5A7F902-0C4F-43A7-9817-CFE92F1DCC0F},2015-06-02T12:14:54.000Z,246.6,152.39,92.94,59.45,16941
594,13121007001,70.01,ARC 10,26157,62.55,{BBC0888C-20A4-4055-8E07-13BEB04B5E6D},2015-06-02T12:14:54.000Z,-579.4,125.36,71.44,53.92,15388
595,13121006700,67,ARC 10,19907,107.84,{B625A4E1-28A4-404B-B40A-0EB15E888180},2015-06-02T12:14:54.000Z,-236.9,122.81,75.26,47.55,13861
596,13121006300,63,ARC 10,23398,101.14,{E46B1CA7-1D53-46BD-8FA4-8CD8786E34E7},2015-06-02T12:14:54.000Z,90,108.05,63.27,44.78,12610
597,13121005700,57,ARC 10,16310,167.93,{5D978639-E01A-4856-A98D-D42BC164A1F8},2015-06-02T12:14:54.000Z,540,100.67,59.43,41.24,11477
598,13121006500,65,ARC 10,42442,71.43,{89C5390B-48E2-4CB3-9269-9F912F1F9BC9},2015-06-02T12:14:54.000Z,-766.2,138.38,84.69,53.7,15067
599,13121005501,55.01,ARC 10,20150,145.77,{310EE4A0-4BC0-4C61-9592-960147A26FD3},2015-06-02T12:14:54.000Z,-122,125.4,80.02,45.39,12701
600,13121004900,49,ARC 10,58485,191.42,{81565D8C-6B90-40E6-9184-C6D4C438E8D4},2015-06-02T12:14:54.000Z,1110,150.16,107.84,42.32,11920
601,13121004800,48,ARC 10,10785,272.95,{54B2182C-2D36-434E-AD71-D61A3D220BE9},2015-06-02T12:14:54.000Z,-6635,97.02,66.91,30.11,9230
602,13121002800,28,ARC 10,15172,280.6,{75C484D0-817F-4572-9B64-BBE579F8EE56},2015-06-02T12:14:54.000Z,2296.7,103.88,75.2,28.68,8925
603,13121011419,114.19,ARC 10,81942,73.36,{F2F1DB01-6576-4202-BDC5-473F8D44C428},2015-06-02T12:14:54.000Z,528.5,211.12,153.42,57.69,16739
604,13121011503,115.03,ARC 10,123068,5.19,{6FD6F3AF-300E-4C77-A9BC-1504F3DEFF23},2015-06-02T12:14:54.000Z,259.6,239.23,172.23,67,18797
605,13121011615,116.15,ARC 10,135471,38.67,{067C6070-436E-40F1-9AF5-D8A4FC3D298D},2015-06-02T12:14:54.000Z,350.8,209.22,146.57,62.66,17830
606,13121011504,115.04,ARC 10,160431,18.84,{40569BFE-B2DA-498E-89D3-77AF95AD22E2},2015-06-02T12:14:54.000Z,250,260.74,189.73,71,20236
607,13121010515,105.15,ARC 10,45392,22,{53F913FD-E8E8-4AFE-BBDB-A37320CB7E1C},2015-06-02T12:14:54.000Z,616.1,135.63,71.94,63.69,18995
608,13121010516,105.16,ARC 10,50179,50.1,{5CC8CB3A-F781-48AA-B078-BDB7E7780DDB},2015-06-02T12:14:54.000Z,449.1,151.96,89.44,62.52,18158
609,13121010120,101.20,ARC 10,54495,205.39,{EE4FAB36-B817-428C-9852-329095A76EF9},2015-06-02T12:14:54.000Z,1057.5,131.42,87.03,44.39,13785
610,13121010117,101.17,ARC 10,43949,271.93,{E47ABFF4-25B4-4CBE-8DE4-DE546481F0AE},2015-06-02T12:14:54.000Z,678,117.52,80.38,37.14,11267
611,13121001800,18,ARC 10,32453,435.06,{8E02D28D-8D59-434E-9CC5-C2A81EC1D61C},2015-06-02T12:14:54.000Z,915,108.13,78.98,29.15,9206
612,13121001300,13,ARC 10,56320,297.92,{7C50FF65-A339-458D-8BD2-A0E31E654D7F},2015-06-02T12:14:54.000Z,348,139.17,102.62,36.54,10370
613,13121001900,19,ARC 10,51098,259.46,{D29AEE87-658E-4034-9AA4-17DD25F6848E},2015-06-02T12:14:54.000Z,6302.5,101.34,72.07,29.27,8793
