X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon
-84.350327,34.001392,7004,903050,903050,ROSWELL RD@RIVER PKWY,34.001392,-84.350327
-84.350417,34.002964,7005,903051,903051,ROSWELL RD@ROBERTS DR,34.002964,-84.350417
-84.362778,34.012419,7006,903052,903052,ATLANTA ST@KING ST,34.012419,-84.362778
-84.362854,34.014088,7007,903053,903053,ATLANTA ST@MILL ST,34.014088,-84.362854
-84.192859,33.80266,7008,903059,903059,MEMORIAL DR @ N HAIRSTON RD,33.80266,-84.192859
-84.23217,33.786811,7009,903060,903060,ROCKBRIDGE RD @ S INDIAN CREEK DR,33.786811,-84.23217
-84.351929,33.976992,7010,903061,903061,ROSWELL RD@NORTHRIDGE CROSSING DR,33.976992,-84.351929
-84.351072,33.97891,7011,903065,903065,ROSWELL RD@8215,33.97891,-84.351072
-84.350677,33.984066,7012,903067,903067,ROSWELL RD@NORTHRIDGE PKY,33.984066,-84.350677
-84.350793,33.985727,7013,903068,903068,ROSWELL RD@8450,33.985727,-84.350793
-84.362148,34.017582,7014,903070,903070,ATLANTA ST@OXBO RD,34.017582,-84.362148
-84.361641,34.01968,7015,903071,903071,ATLANTA ST@OAK ST,34.01968,-84.361641
-84.352794,34.03132,7016,903072,903072,ALPHARETTA ST @ THOMAS DR,34.03132,-84.352794
-84.351299,34.032179,7017,903073,903073,ALPHARETTA ST@1207,34.032179,-84.351299
-84.346985,34.034595,7018,903074,903074,ALPHARETTA ST@ALPINE DR,34.034595,-84.346985
-84.353143,34.031257,7019,903075,903075,ALPHARETTA ST @ STRICKLAND RD,34.031257,-84.353143
-84.29601,33.907025,7020,903076,903076,N PEACHTREE RD @ N SHALLOWFORD RD,33.907025,-84.29601
-84.31076,33.92605,7021,903077,903077,DUNWOODY PARK@SHALLOWFORD RD,33.92605,-84.31076
-84.342017,34.041281,7022,903078,903078,ALPHARETTA ST@10730,34.041281,-84.342017
-84.34207,34.033917,7023,903079,903079,HOLCOMB BRIDGE RD@GRIMES BRIDGE RD,34.033917,-84.34207
-84.340153,34.045088,7024,903080,903080,ALPHARETTA HWY@HOUZE WAY,34.045088,-84.340153
-84.362694,34.016396,7025,903081,903081,ATLANTA ST@MAPLE ST,34.016396,-84.362694
-84.357443,34.008698,7026,903082,903082,ATLANTA ST@WARM SPRINGS CIR,34.008698,-84.357443
-84.253908,34.064694,7027,903083,903083,OLD MILTON PKWY @ BROOKSIDE PKY,34.064694,-84.253908
-84.2544,34.06235,7028,903084,903084,BROOKSIDE PKWY @ 3705,34.06235,-84.2544
-84.25215,34.0613,7029,903085,903085,BROOKSIDE PKWY @ 3775,34.0613,-84.25215
-84.390895,33.919637,7030,903096,903096,MT VERNON HWY NW @ HAMMOND DR NW,33.919637,-84.390895
-84.360722,34.024141,7031,903098,903098,ALPHARETTA ST@ELIZABETH WAY,34.024141,-84.360722
-84.360458,34.025188,7032,903099,903099,ALPHARETTA ST@NORCROSS ST,34.025188,-84.360458
-84.358696,34.027241,7033,903100,903100,ALPHARETTA ST@CHERRY ST,34.027241,-84.358696
-84.356476,34.029003,7034,903101,903101,ALPHARETTA ST@WOODSTOCK ST,34.029003,-84.356476
-84.355608,34.029726,7035,903102,903102,ALPHARETTA ST@WOODSTOCK ST,34.029726,-84.355608
-84.357669,34.028401,7036,903103,903103,ALPHARETTA ST @ CHERRY ST,34.028401,-84.357669
-84.359828,34.026137,7037,903104,903104,ALPHARETTA ST@GREEN ST,34.026137,-84.359828
-84.360722,34.024347,7038,903105,903105,ALPHARETTA ST@ELIZABETH WAY,34.024347,-84.360722
-84.366776,33.953271,7039,903107,903107,ROSWELL RD NE@7256,33.953271,-84.366776
-84.366646,33.95277,7040,903109,903109,ROSWELL RD NE@7256,33.95277,-84.366646
-84.377007,33.938651,7041,903111,903111,ROSWELL RD NE @ ALDERWOOD PL,33.938651,-84.377007
-84.378901,33.936011,7042,903112,903112,ROSWELL RD NE @ ABERNATHY RD NW,33.936011,-84.378901
-84.336136,34.042865,7043,903113,903113,MANSELL RD@950,34.042865,-84.336136
-84.286285,34.050373,7044,903114,903114,HAYNES BRIDGE RD @ NORTH POINT DR,34.050373,-84.286285
-84.321853,34.039993,7045,903116,903116,MANSELL RD@KINGSWOOD PL,34.039993,-84.321853
-84.332759,34.042966,7046,903117,903117,MANSELL RD@980,34.042966,-84.332759
-84.33128,34.042668,7047,903118,903118,MANSELL RD@WARSAW RD,34.042668,-84.33128
-84.315295,34.040315,7048,903119,903119,MANSELL RD@DAVIS DR,34.040315,-84.315295
-84.313456,34.038139,7049,903120,903120,MANSELL PARK & RIDE - ON RAMP,34.038139,-84.313456
-84.294632,33.930561,7050,903121,903121,N PEACHTREE RD @ KINGS POINT DR,33.930561,-84.294632
-84.305518,33.955369,7051,903122,903122,MT VERNON RD@TILLY MILL RD,33.955369,-84.305518
-84.294791,33.930972,7052,903123,903123,N PEACHTREE RD@KINGS POINT DR,33.930972,-84.294791
-84.31196,33.95243,7053,903124,903124,MT VERNON RD@MEADOW LAKE DR,33.95243,-84.31196
-84.297033,33.938991,7054,903125,903125,TILLY MILL RD@CHERRING DR,33.938991,-84.297033
-84.31968,33.95026,7055,903126,903126,MT VERNON RD@VERMACK RD,33.95026,-84.31968
-84.301552,33.944782,7056,903127,903127,TILLY MILL RD@DARTFORD DR,33.944782,-84.301552
-84.32686,33.94779,7057,903128,903128,MT VERNON RD@VERNON RIDGE DR,33.94779,-84.32686
-84.35068,34.005827,7058,903129,903129,ATLANTA ST@RIVERSIDE RD,34.005827,-84.35068
-84.353101,34.007536,7059,903130,903130,ATLANTA ST@CHATTAHOOCHEE CIR,34.007536,-84.353101
-84.35729,34.00877,7060,903131,903131,ATLANTA ST@WARM SPRINGS CIR,34.00877,-84.35729
-84.359842,34.008653,7061,903132,903132,ATLANTA ST@JONES DR,34.008653,-84.359842
-84.352782,34.007196,7062,903133,903133,ATLANTA ST@CHATTAHOOCHEE CIR,34.007196,-84.352782
-84.360006,34.008608,7063,903134,903134,ATLANTA ST@JONES DR,34.008608,-84.360006
-84.350832,34.005935,7064,903135,903135,ATLANTA ST@AZALEA DR,34.005935,-84.350832
-84.361282,34.009771,7065,903136,903136,ATLANTA ST@426,34.009771,-84.361282
-84.438083,33.90785,7066,903137,903137,RIVEREDGE PKY NW @ 1600,33.90785,-84.438083
-84.43304,33.908414,7067,903140,903140,NORTHSIDE DR@INTERSTATE NORTH PKY,33.908414,-84.43304
-84.3628,34.01181,7068,903141,903141,ATLANTA ST@CHATTAHOOCHEE ST,34.01181,-84.3628
-84.343491,33.990562,7069,903142,903142,DUNWOODY PL @ 8601,33.990562,-84.343491
-84.29589,33.93584,7070,903144,903144,PEELER RD@CHERRING LN,33.93584,-84.29589
-84.351409,33.987788,7071,903145,903145,ROSWELL RD@HIGHTOWER TRL,33.987788,-84.351409
-84.36117,33.96814,7072,903149,903149,ROSWELL RD@MORGAN FALLS RD,33.96814,-84.36117
-84.359644,33.970314,7073,903150,903150,ROSWELL RD@7840,33.970314,-84.359644
-84.376452,33.924333,7074,903157,903157,JOHNSON FERRY RD@MT VERNON HWY,33.924333,-84.376452
-84.378245,33.924741,7075,903158,903158,JOHNSON FERRY RD NE @ ROSWELL RD,33.924741,-84.378245
-84.350818,33.93149,7076,903164,903164,SANDY SPRINGS STATION,33.93149,-84.350818
-84.351215,33.910569,7077,903165,903165,MEDICAL CENTER STATION,33.910569,-84.351215
-84.362486,34.017224,7078,903166,903166,ATLANTA ST@OXBO RD,34.017224,-84.362486
-84.31477,33.92777,7079,903174,903174,CHAMBLEE DUNWOODY RD@SHALLOWFORD R,33.92777,-84.31477
-84.313173,34.038643,7080,903177,903177,MANSELL PARK & RIDE - IN LOT,34.038643,-84.313173
-84.431746,33.909359,7081,903182,903182,INTERSTATE NORTH PKY @ 5665,33.909359,-84.431746
-84.367583,33.92218,7082,903184,903184,JOHNSON FERRY RD NE@GLENRIDGE DR NE,33.92218,-84.367583
-84.244415,34.061439,7083,903185,903185,OLD MILTON PKWY @ ROCKBERRY LN,34.061439,-84.244415
-84.253526,34.064854,7084,903186,903186,OLD MILTON PKWY @ COTTON CREEK ENTRY,34.064854,-84.253526
-84.299541,34.068739,7085,903187,903187,S MAIN ST @ DEVORE RD,34.068739,-84.299541
-84.290142,34.046681,7086,903188,903188,NORTH POINT PKWY @ 6360,34.046681,-84.290142
-84.290381,34.046985,7087,903189,903189,NORTH POINT PKWY @ 6250,34.046985,-84.290381
-84.292587,34.066409,7088,903190,903190,HAYNES BRIDGE RD @ DEVORE RD,34.066409,-84.292587
-84.293925,34.068882,7089,903191,903191,HAYNES BRIDGE RD@11770,34.068882,-84.293925
-84.293113,34.066134,7090,903192,903192,HAYNES BRIDGE RD @ DEVORE RD,34.066134,-84.293113
-84.371056,33.948387,7091,903194,903194,ROSWELL RD NE@7070,33.948387,-84.371056
-84.369957,33.949764,7092,903195,903195,ROSWELL RD NE@7100,33.949764,-84.369957
-84.337395,33.932067,7093,903198,903198,ASHFORD DUNWOODY RD@MEADOW LANE RD,33.932067,-84.337395
-84.363941,33.919057,7094,903199,903199,HAMMOND DR@GLENRIDGE DR,33.919057,-84.363941
-84.294998,33.934723,7095,903204,903204,N PEACHTREE RD@BROOK RUN AVE,33.934723,-84.294998
-84.31175,33.95264,7096,903205,903205,MT VERNON RD@MEADOW LAKE DR,33.95264,-84.31175
-84.297134,33.938637,7097,903206,903206,TILLY MILL RD @ N PEACHTREE RD,33.938637,-84.297134
-84.319437,33.950466,7098,903207,903207,MT VERNON RD@MANHASSET DR,33.950466,-84.319437
-84.299725,33.942707,7099,903208,903208,TILLY MILL RD @ TILLINGHAM CT,33.942707,-84.299725
-84.315081,33.92807,7100,903212,903212,CHAMBLEE DUNWOODY RD@4680,33.92807,-84.315081
-84.260561,34.096344,7101,903217,903217,MORRIS RD @ WEBB RD,34.096344,-84.260561
-84.262563,34.094303,7102,903218,903218,MORRIS RD@13010,34.094303,-84.262563
-84.242495,34.060883,7103,903219,903219,OLD MILTON PKWY @ PARK BRIDGE PKWY,34.060883,-84.242495
-84.278328,34.093579,7104,903220,903220,WINDWARD PKWY @ N MAIN ST,34.093579,-84.278328
-84.37139,33.91894,7105,903221,903221,HAMMOND DR@KAYRON DR,33.91894,-84.37139
-84.371623,33.919091,7106,903222,903222,HAMMOND DR@KAYRON DR,33.919091,-84.371623
-84.371773,33.763031,7107,903225,903225,BOULEVARD NE @ EAST AVE NE,33.763031,-84.371773
-84.371765,33.763687,7108,903226,903226,BOULEVARD NE @ RALPH MCGILL BLVD NE,33.763687,-84.371765
-84.371728,33.764695,7109,903227,903227,BOULEVARD NE @ WABASH AVE NE,33.764695,-84.371728
-84.371727,33.766117,7110,903228,903228,BOULEVARD NE @ ANGIER AVE NE,33.766117,-84.371727
-84.518064,33.74757,7111,903229,903229,WILSON MILL RD SW@BOULDER PARK DR S,33.74757,-84.518064
-84.51725,33.744362,7112,903230,903230,WILSON MILL RD SW@WILDWOOD LAKE DR,33.744362,-84.51725
-84.518793,33.743265,7113,903231,903231,WILDWOOD LAKE DR SW@PLAINVILLE DR S,33.743265,-84.518793
-84.517977,33.747223,7114,903232,903232,WILSON MILL RD@BOULDER PARK DR,33.747223,-84.517977
-84.515896,33.754011,7115,903233,903233,TARRAGON WAY SW@313,33.754011,-84.515896
-84.516479,33.752516,7116,903234,903234,TARRAGON WAY SW@FENNEL CIR SW,33.752516,-84.516479
-84.437096,33.753025,7117,903237,903237,MARTIN L KING JR DR NW @ WELLINGTON ST SW,33.753025,-84.437096
-84.438088,33.752914,7118,903238,903238,MARTIN L KING JR DR NW @ WELLINGTON ST SW,33.752914,-84.438088
-84.440131,33.752161,7119,903239,903239,MARTIN L KING JR DR NW @ BROWNING ST SW,33.752161,-84.440131
-84.458321,33.747791,7120,903240,903240,WYNNWOOD DR SW @ LARCHWOOD ST,33.747791,-84.458321
-84.458111,33.732923,7121,903241,903241,BEECHER RD SW@HIGHVIEW RD SW,33.732923,-84.458111
-84.444008,33.749695,7122,903242,903242,RALPH D ABERNATHY BLVD @ W LAKE AVE SW,33.749695,-84.444008
-84.174873,33.759567,7123,903243,903243,REDAN RD@MUIRFIELD DR,33.759567,-84.174873
-84.189991,33.760242,7124,903244,903244,REDAN RD@MAINSTREET VALLEY DR,33.760242,-84.189991
-84.197007,33.759339,7125,903249,903249,S HAIRSTON RD@1235,33.759339,-84.197007
-84.196716,33.75911,7126,903250,903250,S HAIRSTON RD @ 1235,33.75911,-84.196716
-84.195904,33.761354,7127,903251,903251,REDAN RD @ S HAIRSTON RD,33.761354,-84.195904
-84.371626,33.768616,7128,903252,903252,BOULEVARD NE @ MORGAN ST NE,33.768616,-84.371626
-84.371653,33.767119,7129,903253,903253,BOULEVARD NE @ RANKIN ST NE,33.767119,-84.371653
-84.515759,33.751604,7130,903255,903255,WILSON MILL RD SW@BASIL  SW,33.751604,-84.515759
-84.516891,33.749672,7131,903256,903256,WILSON MILL RD SW@493,33.749672,-84.516891
-84.51651,33.749519,7132,903257,903257,WILSON MILL RD SW@462,33.749519,-84.51651
-84.516148,33.750484,7133,903258,903258,WILSON MILL RD SW@445,33.750484,-84.516148
-84.515391,33.752321,7134,903259,903259,WILSON MILL RD SW@LINE RD SW,33.752321,-84.515391
-84.514511,33.754585,7135,903260,903260,WILSON MILL RD SW@TARRAGON  SW,33.754585,-84.514511
-84.473088,33.755847,7136,903261,903261,BURTON RD NW@WESTLAND BLVD NW,33.755847,-84.473088
-84.434686,33.753768,7137,903263,903263,MARTIN L KING JR DR NW @ 1457,33.753768,-84.434686
-84.436012,33.753471,7138,903264,903264,MARTIN L KING JR DR NW @ MATHEWSON PL SW,33.753471,-84.436012
-84.463632,33.726856,7139,903265,903265,BEECHER RD SW@MT AIRY DR SW,33.726856,-84.463632
-84.46232,33.72821,7140,903266,903266,BEECHER RD SW@HIGHVIEW RD SW,33.72821,-84.46232
