OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_6__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp6_HousTranspCosts_Pct_Income,Tp6_HousingCosts_Pct_Income,Tp6_TransportCosts_Pct_Income,Tp6_AnnualVehMilesTraveled
31,13113140403,1404.03,ARC 10,78324,89.66,{0AFBE3F6-F9FE-4DFF-9348-C325038A4549},2015-06-02T12:58:45.000Z,122.7,112,62.6,49.4,23117
32,13113140406,1404.06,ARC 10,57438,78.84,{C7FDEFEF-CA2D-4269-AE1D-056A88B74F70},2015-06-02T12:58:45.000Z,37.3,99.11,53.1,46.01,21451
33,13113140306,1403.06,ARC 10,89699,81.44,{1EE068CB-B651-4E2E-A1CA-7FD2D183D238},2015-06-02T12:58:45.000Z,56.3,108.23,62.01,46.22,21710
34,13113140102,1401.02,ARC 10,72549,65.03,{2F7AB458-96FC-483B-A751-A6DC0A75DE38},2015-06-02T12:58:45.000Z,-3.8,103.8,55.44,48.36,22699
35,13113140101,1401.01,ARC 10,64732,88.63,{FCDBB6AE-A035-494A-9B68-3D8735C45830},2015-06-02T12:58:45.000Z,49.1,107.01,57.74,49.27,23102
36,13113140502,1405.02,ARC 10,73591,45.27,{7FBB089E-80B0-40F9-8827-D432953ED346},2015-06-02T12:58:45.000Z,12.4,108.6,57.08,51.52,24511
37,13113140501,1405.01,ARC 10,84885,61.65,{5541C943-1CFB-48C5-A9C9-AB209785AB96},2015-06-02T12:58:45.000Z,42.3,107.16,55.43,51.72,24128
38,13247060404,604.04,ARC 10,54146,69.84,{FE730D63-5D5D-42E4-8A1E-D4A7C15A91BE},2015-06-02T12:58:45.000Z,-45.3,101.42,53.49,47.93,22971
39,13247060304,603.04,ARC 10,42554,36.99,{9A65BA0C-E34F-4F67-B3B0-2F16C950E7AF},2015-06-02T12:58:45.000Z,120.7,91.18,51.29,39.89,18775
40,13247060101,601.01,ARC 10,51356,43.44,{58D97BD4-0F73-4902-9853-97DFF30A5D18},2015-06-02T12:58:45.000Z,9.5,101.66,53.55,48.11,22704
41,13247060202,602.02,ARC 10,54345,78.44,{47D1A6DF-B6DB-4544-B1B4-3DDBA57EFD00},2015-06-02T12:58:45.000Z,174.6,99.69,53.16,46.53,22339
42,13247060201,602.01,ARC 10,35453,101.55,{0D1232FF-2236-4CD1-BFEF-E3548F93BE03},2015-06-02T12:58:45.000Z,31.8,96.02,52.16,43.87,21076
43,13247060306,603.06,ARC 10,65357,20.85,{E96F8026-A548-4B2A-91A8-14AD86BC730F},2015-06-02T12:58:45.000Z,231.9,101.52,55.29,46.23,21885
44,13247060407,604.07,ARC 10,51714,78.23,{B12B13D8-FD91-424C-AFDA-711EDF43A985},2015-06-02T12:58:45.000Z,-84.8,101.31,53.13,48.18,23390
45,13247060403,604.03,ARC 10,69286,47.5,{2F9DD57D-5E9A-4576-8522-D4C8C1E60CBB},2015-06-02T12:58:45.000Z,63.8,109.73,59.5,50.23,23292
46,13247060406,604.06,ARC 10,71833,78.34,{97B0F860-ACEE-43B3-84A9-17F4CE8010AF},2015-06-02T12:58:45.000Z,41.4,105.92,56.36,49.55,23657
47,13247060305,603.05,ARC 10,37067,66.82,{A09F86A2-1840-4DC1-82AC-C4CB21AD92B1},2015-06-02T12:58:45.000Z,138.2,93.85,55.7,38.15,18072
48,13247060309,603.09,ARC 10,43438,94.07,{B1F41436-B158-418B-9694-BE83A5F6EE3E},2015-06-02T12:58:45.000Z,323.4,96.25,53.85,42.4,20039
49,13247060308,603.08,ARC 10,43182,100.29,{2A3CCB03-53D4-459B-90BB-C4A9AC56B052},2015-06-02T12:58:45.000Z,858.7,93.26,54.36,38.89,18465
50,13247060405,604.05,ARC 10,65704,61.7,{A46FBE57-90CD-4E74-AB23-997FB51676B9},2015-06-02T12:58:45.000Z,90.6,107.38,56.89,50.49,24187
51,13247060307,603.07,ARC 10,70478,104.8,{85F137BD-4C1B-4C66-8D94-66628EDC5C97},2015-06-02T12:58:45.000Z,483.7,105.16,59.99,45.17,21488
52,13247060102,601.02,ARC 10,44469,28.2,{4BC6EB38-9A66-438C-9252-0FB487C249B9},2015-06-02T12:58:45.000Z,35.7,98.47,51.51,46.96,22300
53,13067030330,303.30,ARC 10,91825,128.3,{F92A37C7-A0F8-4228-842A-6579FEDED961},2015-06-02T12:58:45.000Z,139.1,106.11,61.13,44.98,20092
54,13067030328,303.28,ARC 10,102594,119.97,{A76C71BB-A0B4-4746-BC49-D987CE8D4B6F},2015-06-02T12:58:45.000Z,-113.8,106.09,60.29,45.8,20351
55,13067030700,307,ARC 10,38140,126.98,{BFA9EB12-6677-4325-ABEF-0BA039E7D63A},2015-06-02T12:58:45.000Z,-708.2,85.21,51.37,33.84,15070
56,13067030324,303.24,ARC 10,78363,124.18,{81BE43DB-F0BF-448E-B8BD-79B0A0DC8D34},2015-06-02T12:58:45.000Z,-220.7,103.86,57.94,45.92,21422
57,13067030312,303.12,ARC 10,68452,85.64,{D9DCF9A4-3EA2-434F-95DC-64D8F90CF02B},2015-06-02T12:58:45.000Z,-80.3,104.14,59,45.14,20428
58,13067030228,302.28,ARC 10,45275,148.27,{CBC06EB1-8E1C-466B-9DBD-F54415C4ED35},2015-06-02T12:58:45.000Z,27.8,94.45,61.23,33.22,15270
59,13067030231,302.31,ARC 10,95714,118.76,{F7016ACC-E3C6-4E73-B260-B76C8BBF6C6F},2015-06-02T12:58:45.000Z,147,107.67,60.69,46.99,21451
60,13067030230,302.30,ARC 10,64554,120.08,{E58CB1DB-82CD-42BF-8329-28B007CC7974},2015-06-02T12:58:45.000Z,1275.2,96.95,58.68,38.26,17114
61,13067030311,303.11,ARC 10,90809,96.3,{73F1B256-CE12-4F7F-9AE9-F4BB87E7ABDE},2015-06-02T12:58:45.000Z,-90,102.89,57.17,45.72,20975
62,13067031001,310.01,ARC 10,30414,108.05,{95BB7E93-E063-4CA2-9CA0-9A1355F16054},2015-06-02T12:58:45.000Z,-50.5,84.01,49.32,34.69,15521
63,13067030310,303.10,ARC 10,68512,74.46,{4A5AFA75-9C9C-4D8A-9E64-A0A877F70059},2015-06-02T12:58:45.000Z,86.8,105.15,60.26,44.9,20266
64,13067030215,302.15,ARC 10,73646,116.97,{DCE839C8-8F3B-4900-AE01-CA47BAFDDE33},2015-06-02T12:58:45.000Z,364.3,101.63,57.48,44.15,20388
65,13067030601,306.01,ARC 10,48977,132.02,{9A6E234D-EFAE-46C5-A5D5-19B33346DD4A},2015-06-02T12:58:45.000Z,1384.4,88.14,55.94,32.2,14280
66,13067030227,302.27,ARC 10,58446,68.87,{2E35BDDB-080F-42D9-894C-486A02F7BBEF},2015-06-02T12:58:45.000Z,87.9,98.08,57.61,40.47,18532
67,13067030602,306.02,ARC 10,61891,102.88,{F8596AB5-6F99-41A6-A23A-90375E6C702B},2015-06-02T12:58:45.000Z,61,96.54,57.8,38.75,17354
68,13067030506,305.06,ARC 10,51922,82.45,{C859124F-032A-4806-804E-E1B63B215E5D},2015-06-02T12:58:45.000Z,267.1,89.92,52.39,37.54,16916
69,13067030507,305.07,ARC 10,61017,104.07,{99D5C15C-5E35-4195-A78D-F855A95D3D2D},2015-06-02T12:58:45.000Z,51.3,99.66,56.14,43.52,19748
70,13067030229,302.29,ARC 10,51905,69.82,{574E9497-38F9-40DF-917E-9B997195E0EB},2015-06-02T12:58:45.000Z,409.8,98.05,57.72,40.33,18013
71,13067031208,312.08,ARC 10,63125,211.09,{AEAE1AF7-A1E4-461C-8B40-F20BD177C3C3},2015-06-02T12:58:45.000Z,960.7,93.61,63.19,30.42,12922
72,13067031207,312.07,ARC 10,52945,239,{FB188286-404F-456E-A4BC-8344B66CF4B5},2015-06-02T12:58:45.000Z,176.4,84.43,56.35,28.08,11565
73,13067030226,302.26,ARC 10,70357,142.01,{5797C5EF-37FB-4F94-A13E-7DBE7840FE5D},2015-06-02T12:58:45.000Z,1151.9,105.01,62.18,42.83,19970
74,13067031505,315.05,ARC 10,62903,73.48,{A3EDC565-9883-474E-8645-1021F3C81437},2015-06-02T12:58:45.000Z,-27.4,99.21,53.95,45.26,21300
75,13067030313,303.13,ARC 10,77872,79.28,{05859F25-FC27-4BE3-AC35-A279648CA686},2015-06-02T12:58:45.000Z,201.1,104.64,60.24,44.4,19950
76,13067031310,313.10,ARC 10,27802,179.53,{ACCA5EE8-7F72-4F2D-9E7B-F69328602357},2015-06-02T12:58:45.000Z,244.1,86.83,53.02,33.81,15368
77,13067030214,302.14,ARC 10,74347,99.18,{31567F9C-CFB1-4AAA-A0B6-56E9F9CAFC57},2015-06-02T12:58:45.000Z,299,103.16,57.73,45.42,21144
78,13067031212,312.12,ARC 10,125000,126.24,{C38278A6-A63C-4EFE-9483-98A76A0027CF},2015-06-02T12:58:45.000Z,-71.3,104.92,62.71,42.2,18207
79,13067031211,312.11,ARC 10,53891,295.29,{BBAD2580-9C16-4DE7-B58D-9653A9F45378},2015-06-02T12:58:45.000Z,-73.3,75.28,49.07,26.21,11353
80,13067031209,312.09,ARC 10,120987,147.01,{BCF91E32-9C1C-4F1F-BB80-D0E191F4A0A2},2015-06-02T12:58:45.000Z,600.8,129.25,87.95,41.31,17888
81,13067030224,302.24,ARC 10,69803,125.12,{20645553-EFE3-47D0-AD0F-FB3334BCF94A},2015-06-02T12:58:45.000Z,1697.2,101.19,57.61,43.58,20122
82,13067031205,312.05,ARC 10,83000,199.54,{5D73E9E4-3913-4164-8494-7E3E3BF71EEA},2015-06-02T12:58:45.000Z,688.6,96.44,61.56,34.88,15368
83,13067031206,312.06,ARC 10,78214,155.8,{8B34A63A-0FBB-4C57-BDA3-991E29EF873D},2015-06-02T12:58:45.000Z,1112.2,97.92,62.59,35.33,15486
84,13067030220,302.20,ARC 10,63523,92.32,{B8007154-471C-418A-B82F-647446302863},2015-06-02T12:58:45.000Z,-44.3,105.15,59.87,45.28,20404
85,13067030905,309.05,ARC 10,52669,124.71,{7DDA5AAA-26E7-4E16-A294-F5118B474434},2015-06-02T12:58:45.000Z,398.3,98.9,56.61,42.29,19499
86,13067030502,305.02,ARC 10,83229,113.04,{A8AF7502-AA33-4D18-9045-C2EA8E17B647},2015-06-02T12:58:45.000Z,114.1,105.08,63.15,41.93,18820
87,13067030209,302.09,ARC 10,82328,87.59,{FA908F2A-A5B1-45BB-AC14-63462FE702C0},2015-06-02T12:58:45.000Z,253.6,106.21,59.18,47.02,21536
88,13067030326,303.26,ARC 10,122371,104.24,{2969AFA5-032D-4904-916C-9C495C2BA452},2015-06-02T12:58:45.000Z,-70.4,134.27,86.51,47.76,21698
89,13067031108,311.08,ARC 10,35563,215.92,{3E4EF802-5578-4E2C-B378-EC2FC2799958},2015-06-02T12:58:45.000Z,-380.8,83.98,51.99,32,14253
90,13117130105,1301.05,ARC 20,38306,21.31,{9F07DFC4-EABB-45DF-8BA0-35ABB4628972},2015-06-02T12:58:45.000Z,106.5,94.26,48.88,45.37,21465
91,13117130205,1302.05,ARC 20,65795,46.27,{614BB4A7-FEEF-4580-B80D-4FC3519FCB3A},2015-06-02T12:58:45.000Z,113.9,110.4,61.9,48.5,22843
92,13117130603,1306.03,ARC 20,118902,128.48,{136D2B31-4CEA-4625-A877-5E1617917931},2015-06-02T12:58:45.000Z,391.4,131.88,86.26,45.62,20933
93,13117130610,1306.10,ARC 20,120685,113.23,{084ADE5A-7DCE-4548-BC42-5D1C8DAA62DF},2015-06-02T12:58:45.000Z,125.9,135.38,87.22,48.16,21820
94,13117130606,1306.06,ARC 20,116714,131.19,{6FB86FDD-8010-48B3-9D4A-9B0645E1D0CD},2015-06-02T12:58:45.000Z,263.5,127.7,82.63,45.07,20145
95,13117130604,1306.04,ARC 20,126058,129.13,{8B548BC8-B364-4A2D-8302-948C0781B703},2015-06-02T12:58:45.000Z,693.6,116.56,69.62,46.94,21020
96,13117130611,1306.11,ARC 20,127304,129.32,{FFCF8906-ED36-46D9-90BB-A706BBE0B333},2015-06-02T12:58:45.000Z,633.3,129.96,81.61,48.35,22104
97,13117130609,1306.09,ARC 20,125688,108.27,{DC979968-16B9-400D-9CD1-C1231CCB77DC},2015-06-02T12:58:45.000Z,1147.7,131.08,82.64,48.44,22008
98,13117130607,1306.07,ARC 20,120000,114.07,{4795482D-2ACE-4354-A26A-E5EE1E33C700},2015-06-02T12:58:45.000Z,1206.3,126.76,79.56,47.2,22020
99,13117130605,1306.05,ARC 20,99028,116.27,{C431315E-38CE-4598-A3D9-EF5A3276F5A0},2015-06-02T12:58:45.000Z,684.5,109.43,61.02,48.41,21997
100,13117130602,1306.02,ARC 20,83445,141.24,{60060295-5AB5-40DD-B4D4-059D1BD4B081},2015-06-02T12:58:45.000Z,810.9,102.92,59.15,43.77,20316
101,13117130508,1305.08,ARC 20,104912,109.29,{9EF76325-A4DD-40B7-8EFC-6AD6E0C2545C},2015-06-02T12:58:45.000Z,491.8,113.91,65.07,48.84,22587
102,13117130507,1305.07,ARC 20,71765,71.85,{B23EAB90-18B5-4E83-9252-24B2FAA3D968},2015-06-02T12:58:45.000Z,80,106.58,59.87,46.71,22052
103,13117130409,1304.09,ARC 20,60962,65.44,{848189F3-87DC-4DFF-B580-296A286D56D5},2015-06-02T12:58:45.000Z,201.7,95.1,50.85,44.25,21000
104,13067030218,302.18,ARC 10,114718,116.64,{16ADCE55-3D00-4C55-BE79-E32D311B2476},2015-06-02T12:58:45.000Z,455.4,127.64,79.82,47.82,21948
105,13067030219,302.19,ARC 10,118279,107.91,{FC398CB1-E519-4554-BE29-28E2085E008A},2015-06-02T12:58:45.000Z,572.9,126.91,77.85,49.07,22755
106,13067030235,302.35,ARC 10,98782,73.06,{E5226A28-DBF2-437B-B5B3-02D47921EB1D},2015-06-02T12:58:45.000Z,120.8,108.06,59.78,48.28,21954
107,13067030234,302.34,ARC 10,96625,88.22,{42A74C62-FB3F-4B10-8EF1-BFC349291B72},2015-06-02T12:58:45.000Z,376.7,123.16,74.47,48.69,22534
108,13067030233,302.33,ARC 10,97778,110.77,{72BE2A2F-9F5F-4E4E-9CF1-4B0A5120BCEB},2015-06-02T12:58:45.000Z,-1.1,114.11,66.9,47.21,21854
109,13067030337,303.37,ARC 10,125556,140.68,{98D91DED-F03A-4E49-8929-E49AD06AEA6D},2015-06-02T12:58:45.000Z,6.1,121.22,76.44,44.78,19769
110,13067030334,303.34,ARC 10,96214,105.99,{32D4458C-7694-4E9E-B40E-75E46EABD136},2015-06-02T12:58:45.000Z,-140,105.93,61.55,44.38,19217
111,13067031111,311.11,ARC 10,78706,223.71,{53D22CB8-40D5-4534-AFF9-277A5321429A},2015-06-02T12:58:45.000Z,-353.8,91.63,56.88,34.75,15545
112,13067031110,311.10,ARC 10,56472,131.83,{13F5569D-7F9D-4DB0-9758-48FC03703DD7},2015-06-02T12:58:45.000Z,-166,90.51,52.84,37.68,16644
113,13067030405,304.05,ARC 10,39492,203.35,{11E10841-F677-4ADF-837F-B47E60DCDFE3},2015-06-02T12:58:45.000Z,-74,85.39,52.47,32.92,14549
114,13067031101,311.01,ARC 10,41907,133.22,{9B12987F-8032-4F26-B25B-3E52A3F13424},2015-06-02T12:58:45.000Z,34.6,89.09,52.59,36.5,16348
115,13117130305,1303.05,ARC 20,94188,124.66,{71243411-F31F-464E-90AE-45CE719D6983},2015-06-02T12:58:45.000Z,610.3,111.02,61.14,49.88,23626
116,13117130301,1303.01,ARC 20,66842,76.79,{CB502DD2-369E-467D-A54D-A58CF2DA5691},2015-06-02T12:58:45.000Z,240.6,102.89,55.06,47.84,22928
117,13117130405,1304.05,ARC 20,81048,74.33,{0AFE39E7-BD48-45C0-B5D9-A349687D90EE},2015-06-02T12:58:45.000Z,542.1,104.58,56.16,48.42,22453
118,13117130504,1305.04,ARC 20,66572,43.33,{C4D51754-11F7-4909-A445-056E21547D06},2015-06-02T12:58:45.000Z,64.7,98.68,51.98,46.7,22110
119,13117130505,1305.05,ARC 20,74000,75.79,{E307D33B-5718-4675-AF11-38CBF43658CD},2015-06-02T12:58:45.000Z,74.6,105.14,55.75,49.39,23588
120,13117130503,1305.03,ARC 20,82670,55.17,{CC3FA3C5-0A9D-44C1-B38A-03439CCB1C96},2015-06-02T12:58:45.000Z,70.7,102.84,54.26,48.58,22925
121,13117130102,1301.02,ARC 20,59929,76.97,{8DF7E0A1-A5E8-45B4-A2A0-93AC35AFB0E3},2015-06-02T12:58:45.000Z,207.4,104.97,55.02,49.95,24154
122,13117130103,1301.03,ARC 20,53941,42.15,{C1ACAF5E-A118-495B-B7C3-2E5F0ACF5385},2015-06-02T12:58:45.000Z,190.1,98.88,50.85,48.03,23298
123,13117130303,1303.03,ARC 20,85750,89.92,{19228B84-7869-4896-84E8-7EBA493D2FA8},2015-06-02T12:58:45.000Z,111.4,109.1,58.8,50.3,24250
124,13117130201,1302.01,ARC 20,82137,73.56,{F6CB9B24-2F28-4489-AF9D-BEB3BC1783B8},2015-06-02T12:58:45.000Z,221.6,111.09,60.62,50.47,24165
125,13067030232,302.32,ARC 10,89649,108.64,{8BC23740-22FD-403E-830E-71A6B90274A2},2015-06-02T12:58:45.000Z,231.8,108.54,61.31,47.23,21635
126,13067030222,302.22,ARC 10,73438,109.99,{EBB3DC3F-1497-4ADA-B711-C9A031EB6D6F},2015-06-02T12:58:45.000Z,-31.1,108.26,62.77,45.49,20802
127,13067031118,311.18,ARC 10,67149,141.47,{8B9CFA26-FC0E-436B-B196-34A20EA2C9C7},2015-06-02T12:58:45.000Z,133,96.8,57.33,39.48,17726
128,13067031117,311.17,ARC 10,110870,109.54,{1A9024AA-2A9C-46E5-9875-DAA7CFE203F3},2015-06-02T12:58:45.000Z,-182.5,106.87,62.87,44,20078
129,13067031507,315.07,ARC 10,44830,116.31,{3568B368-8968-4145-ABF4-17C8AA154782},2015-06-02T12:58:45.000Z,-124.7,97.88,53.87,44.01,20711
130,13067031004,310.04,ARC 10,38137,144.29,{C0F79886-0BDE-4EFD-B9F2-169A04F49B2C},2015-06-02T12:58:45.000Z,-449.4,87.54,50.72,36.82,16777
131,13067030103,301.03,ARC 10,71569,73.53,{A582B7BC-5DD0-4A3B-BD62-433AE0E9A35F},2015-06-02T12:58:45.000Z,498.9,104.33,58.15,46.18,21455
132,13067031404,314.04,ARC 10,63426,89.77,{26C25C2A-CA73-4545-8C56-3EFFD701C6A6},2015-06-02T12:58:45.000Z,117.9,100.95,57.29,43.67,20031
133,13067031306,313.06,ARC 10,47992,61.45,{E386FF06-995B-4D52-B4FD-02855E94BC2E},2015-06-02T12:58:45.000Z,107.7,93.56,52.64,40.92,18529
134,13067030101,301.01,ARC 10,73603,38.89,{4DC79B47-EE9E-49B5-A5ED-3E8A80B5C6DE},2015-06-02T12:58:45.000Z,100.7,105.63,58.27,47.36,22120
135,13067030104,301.04,ARC 10,51140,99.07,{3778D558-D11D-4D24-9149-8C754F4A7DB4},2015-06-02T12:58:45.000Z,150.7,96.41,53.07,43.34,20454
136,13117130613,1306.13,ARC 20,95217,85.37,{8197AD98-9B02-42BD-8508-ABED7CE3FA9A},2015-06-02T12:58:45.000Z,474.2,120.49,75.1,45.4,20826
137,13117130408,1304.08,ARC 20,53333,99.18,{EC98DD8B-958C-410C-82CF-C8C471D56252},2015-06-02T12:58:45.000Z,320.7,100.28,55.77,44.52,20733
138,13117130612,1306.12,ARC 20,141802,120.31,{232D9FB9-5244-435E-8D55-17046ACFF368},2015-06-02T12:58:45.000Z,734.3,139.65,92.45,47.2,21298
139,13117130608,1306.08,ARC 20,124531,110.46,{D81A3D49-C0D9-4FA2-907F-4D60D74EF642},2015-06-02T12:58:45.000Z,972.4,152.84,105.76,47.08,21425
140,13117130307,1303.07,ARC 20,85833,98.77,{6E635E55-A3B5-423E-B762-A4E31725C8E3},2015-06-02T12:58:45.000Z,246,108.25,59.72,48.53,22783
141,13117130302,1303.02,ARC 20,99464,106.18,{37C4E02A-FA07-4C34-8195-346DE0C8E98C},2015-06-02T12:58:45.000Z,482.6,115.27,66.85,48.42,22686
142,13117130304,1303.04,ARC 20,103438,92.58,{C0AA849D-CD27-4DFA-9B6D-85CEAAB97155},2015-06-02T12:58:45.000Z,138.3,107.24,58.57,48.67,22170
143,13117130404,1304.04,ARC 20,102384,106.71,{951DE694-80DD-459B-B34F-6386A0EE8A22},2015-06-02T12:58:45.000Z,1065.2,125.31,77.38,47.93,21922
144,13117130306,1303.06,ARC 20,103947,120.54,{67E8D233-5261-415C-B928-BB02789E0C36},2015-06-02T12:58:45.000Z,544.7,114.27,66.86,47.41,22084
145,13117130601,1306.01,ARC 20,85497,96.69,{350E9D5B-4D72-4E38-8A5A-8F64B376CB6F},2015-06-02T12:58:45.000Z,281.9,105.92,61.98,43.94,20234
146,13117130510,1305.10,ARC 20,99531,82.32,{DBA61F6A-E045-4E1B-B30F-FD4C6C396E0A},2015-06-02T12:58:45.000Z,473.7,118.59,72.36,46.23,21120
147,13117130406,1304.06,ARC 20,70261,116.96,{483BAE58-7A7C-4319-806B-C5A785685B16},2015-06-02T12:58:45.000Z,1310,105.76,61.15,44.61,20643
148,13117130410,1304.10,ARC 20,46816,109.68,{AA58F294-306B-40CA-B811-021B207C1740},2015-06-02T12:58:45.000Z,703.1,96.55,58.49,38.06,17530
149,13117130203,1302.03,ARC 20,74100,49.94,{03D5BB2C-9174-4D85-BD31-01683E8C8861},2015-06-02T12:58:45.000Z,91.5,117.76,67.34,50.42,23644
150,13117130204,1302.04,ARC 20,63125,75.6,{4D242309-49C9-4011-A557-5BE5BDC9C674},2015-06-02T12:58:46.000Z,470,105.75,55.9,49.84,24084
151,13117130202,1302.02,ARC 20,94821,109.53,{4C078EC9-750E-41EA-A470-FE5669D18909},2015-06-02T12:58:46.000Z,402.2,119.23,68.7,50.53,23800
152,13117130509,1305.09,ARC 20,66284,31.4,{9E67D57A-0BD4-4B51-A958-E5D5DFF64C73},2015-06-02T12:58:46.000Z,-2.4,108.19,61.95,46.24,21140
