OBJECTID,csTmin_FREQ,csTmin_INTN,csTmin_DURA,csTmin_INDX,csTmax_FREQ,csTmax_INTN,csTmax_DURA,csTmax_INDX,hwTmin_FREQ,hwTmin_INTN,hwTmin_DURA,hwTmin_INDX,hwTmax_FREQ,hwTmax_INTN,hwTmax_DURA,hwTmax_INDX,tsiH_IND,tsiC_IND,Shape__Area,Shape__Length
473,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
474,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
476,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
477,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
478,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
479,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
480,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
481,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
482,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
483,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
484,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
485,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
486,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
487,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
488,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
489,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
490,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
491,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
492,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
493,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
494,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
495,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
496,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
497,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
498,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
499,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
501,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
502,0,-14,4,0,0,-999,-999,0,1,5,5,6,1,7,5,3,0,0,1,4
503,0,-14,4,0,0,-999,-999,0,0,10,4,2,1,8,5,5,0,0,1,4
504,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,9,6,5,0,0,1,4
505,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,9,6,5,0,0,1,4
506,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,8,6,5,0,0,1,4
507,0,-16,4,0,0,-999,-999,0,0,-999,-999,0,1,8,6,5,0,0,1,4
508,0,-16,4,0,0,-999,-999,0,0,-999,-999,0,1,8,5,4,0,0,1,4
509,0,-17,4,3,0,-30,5,5,0,-999,-999,0,1,8,5,4,0,0,1,4
510,0,-17,4,3,0,-32,5,5,0,-999,-999,0,2,8,5,5,0,0,1,4
511,1,-17,4,3,0,-33,5,5,0,-999,-999,0,2,8,5,5,0,0,1,4
512,1,-17,4,3,0,-34,5,5,0,9,6,5,2,7,5,5,1,0,1,4
513,1,-18,4,3,0,-34,3,3,0,8,4,6,2,7,5,5,1,0,1,4
514,1,-18,4,3,0,-34,4,3,0,7,5,7,2,7,6,6,1,0,1,4
515,1,-18,4,4,0,-35,4,3,0,7,5,7,2,7,6,6,1,0,1,4
516,1,-18,4,4,0,-33,4,3,0,6,5,7,2,8,6,6,1,0,1,4
517,1,-18,4,4,0,-33,4,3,1,5,5,6,2,7,6,6,1,0,1,4
518,1,-17,4,5,0,-32,4,3,1,4,5,6,2,8,6,6,1,0,1,4
519,1,-17,4,5,0,-32,3,3,0,5,5,5,2,7,6,6,1,0,1,4
520,1,-16,4,4,0,-34,4,3,0,6,5,6,2,7,6,6,1,0,1,4
521,1,-16,4,4,0,-32,4,3,0,6,5,6,2,6,6,6,1,0,1,4
522,1,-16,4,4,0,-32,4,3,0,5,5,6,2,6,6,6,1,0,1,4
523,1,-16,4,4,0,-34,3,3,0,5,5,5,2,6,6,6,1,0,1,4
524,1,-16,4,4,0,-32,4,3,0,6,4,5,2,6,6,6,1,0,1,4
525,1,-16,4,4,0,-31,3,3,0,6,4,4,2,6,6,6,0,0,1,4
526,1,-16,4,0,0,-999,-999,0,0,6,4,5,2,6,6,6,1,0,1,4
527,1,-16,4,0,0,-999,-999,0,0,6,5,7,2,6,6,6,1,0,1,4
528,1,-16,4,0,0,-999,-999,0,0,6,4,6,2,6,6,6,1,0,1,4
529,1,-16,4,0,0,-999,-999,0,0,6,4,6,2,6,5,6,1,0,1,4
530,1,-16,4,0,0,-999,-999,0,0,6,5,7,2,6,5,6,1,0,1,4
531,1,-16,4,0,0,-999,-999,0,0,6,5,7,2,6,5,5,1,0,1,4
532,1,-16,4,0,0,-999,-999,0,0,6,5,6,2,6,5,5,1,0,1,4
533,1,-16,4,0,0,-999,-999,0,1,4,5,5,2,6,5,4,0,0,1,4
534,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
535,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
536,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
538,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
539,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
540,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
541,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
542,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
543,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
544,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
545,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
546,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
547,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
548,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
549,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
550,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
551,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
552,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
553,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
554,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
555,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
556,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
557,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
558,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,19,4,3,0,0,1,4
559,0,-13,4,0,0,-999,-999,0,0,-999,-999,0,2,7,5,4,0,0,1,4
560,0,-13,4,0,0,-999,-999,0,1,7,5,6,2,7,4,4,0,0,1,4
561,0,-14,4,0,0,-999,-999,0,1,6,5,6,2,7,4,4,0,0,1,4
562,0,-14,4,0,0,-999,-999,0,1,6,5,6,2,7,5,4,0,0,1,4
563,0,-14,4,0,0,-999,-999,0,1,6,5,6,2,7,5,5,1,0,1,4
564,0,-14,4,0,0,-999,-999,0,1,6,5,6,2,8,5,5,1,0,1,4
565,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,8,6,5,0,0,1,4
566,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,8,6,5,0,0,1,4
567,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,8,6,5,0,0,1,4
568,0,-16,4,0,0,-999,-999,0,0,-999,-999,0,1,8,6,5,0,0,1,4
569,0,-16,4,0,0,-999,-999,0,0,-999,-999,0,1,8,5,4,0,0,1,4
570,0,-17,4,3,0,-29,4,3,0,-999,-999,0,1,8,5,4,0,0,1,4
571,1,-17,4,3,0,-31,4,3,0,-999,-999,0,2,8,5,6,0,0,1,4
572,1,-18,4,3,0,-32,3,3,0,-999,-999,0,2,8,5,5,0,0,1,4
573,1,-18,4,3,0,-33,4,3,0,-999,-999,0,2,8,5,5,0,0,1,4
574,1,-18,4,4,0,-33,4,3,0,9,6,5,2,8,5,5,1,0,1,4
575,1,-18,4,4,0,-33,4,3,0,8,6,8,2,8,6,6,1,0,1,4
576,1,-18,4,4,0,-33,4,3,0,7,6,7,2,8,6,6,1,0,1,4
577,1,-18,4,5,0,-32,4,3,1,6,6,6,2,8,6,6,1,0,1,4
578,1,-18,4,4,0,-31,4,3,2,5,6,6,2,8,6,6,1,0,1,4
579,1,-18,4,4,0,-30,4,3,1,5,6,6,2,8,6,6,1,0,1,4
580,1,-17,4,5,0,-30,4,3,1,5,5,6,2,8,6,6,1,0,1,4
581,1,-17,4,4,0,-31,4,3,0,6,5,7,2,8,7,6,1,0,1,4
582,1,-17,4,4,0,-30,3,3,0,6,5,7,2,7,6,6,1,0,1,4
583,1,-16,4,4,0,-29,3,3,0,6,5,7,2,7,6,6,1,0,1,4
584,1,-17,4,3,0,-29,3,3,0,6,5,6,2,6,6,6,1,0,1,4
585,1,-16,4,4,0,-32,4,3,0,6,5,6,2,6,6,6,1,0,1,4
586,1,-17,4,4,0,-31,4,3,0,7,4,4,2,6,6,6,0,0,1,4
587,1,-17,4,4,0,-30,3,3,0,7,4,5,2,6,6,6,1,0,1,4
588,1,-17,4,4,0,-31,3,3,0,6,4,5,2,6,6,6,1,0,1,4
589,1,-17,4,4,0,-30,3,3,0,7,6,4,2,7,6,6,0,0,1,4
590,1,-17,4,4,0,-30,3,3,0,7,4,5,2,7,6,6,1,0,1,4
591,1,-16,4,4,0,-29,3,3,0,7,4,5,2,7,6,6,1,0,1,4
592,1,-16,4,0,0,-999,-999,0,0,7,5,6,2,7,5,6,1,0,1,4
593,1,-16,4,0,0,-999,-999,0,0,6,5,6,2,7,5,5,1,0,1,4
594,1,-16,4,0,0,-999,-999,0,0,6,4,5,2,7,5,5,1,0,1,4
595,1,-16,4,0,0,-999,-999,0,1,4,5,6,2,7,5,5,1,0,1,4
596,0,-19,4,0,0,-999,-999,0,1,4,5,5,0,8,4,1,0,0,1,4
597,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
598,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
599,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
600,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
601,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
602,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
603,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
604,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
605,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
606,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
607,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
608,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
609,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
610,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
611,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
612,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
613,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
614,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
615,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
616,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
617,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
618,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,21,4,3,0,0,1,4
619,0,-14,3,0,0,-999,-999,0,0,-999,-999,0,2,8,5,5,0,0,1,4
620,0,-14,4,0,0,-999,-999,0,0,12,5,6,2,7,4,4,0,0,1,4
621,0,-14,4,0,0,-999,-999,0,1,7,5,6,2,7,4,4,0,0,1,4
622,0,-14,4,0,0,-999,-999,0,1,7,5,6,2,7,4,4,0,0,1,4
623,0,-14,4,0,0,-999,-999,0,1,7,5,6,2,7,4,4,0,0,1,4
624,0,-14,4,0,0,-999,-999,0,1,6,5,7,2,8,5,4,0,0,1,4
625,0,-15,4,0,0,-999,-999,0,0,7,4,5,2,8,5,5,1,0,1,4
626,0,-15,4,0,0,-999,-999,0,0,-999,-999,0,1,8,5,6,0,0,1,4
627,1,-16,4,4,0,-24,3,3,0,-999,-999,0,1,8,6,5,0,0,1,4
628,1,-16,4,3,0,-23,3,2,0,-999,-999,0,1,8,6,5,0,0,1,4
629,1,-16,4,3,0,-23,3,2,0,-999,-999,0,1,8,6,5,0,0,1,4
630,1,-16,4,3,0,-28,4,3,0,-999,-999,0,1,8,5,4,0,0,1,4
631,1,-17,4,3,0,-25,3,3,0,-999,-999,0,2,8,5,6,0,0,1,4
632,1,-18,4,3,0,-30,3,3,0,-999,-999,0,2,8,5,6,0,0,1,4
633,1,-18,4,3,0,-30,3,3,0,-999,-999,0,2,8,5,6,0,0,1,4
634,1,-18,4,4,0,-32,4,3,0,-999,-999,0,2,8,5,6,0,0,1,4
635,1,-18,4,4,0,-32,4,3,0,-999,-999,0,2,8,5,7,0,0,1,4
636,1,-18,4,5,0,-32,4,3,0,8,6,8,2,8,6,7,1,0,1,4
637,1,-19,4,4,0,-32,4,3,1,6,6,7,2,8,6,7,1,0,1,4
638,1,-19,4,5,0,-31,4,3,1,6,6,6,2,8,6,7,1,0,1,4
639,1,-19,4,5,0,-30,4,3,1,6,6,6,2,9,7,7,1,0,1,4
640,1,-19,4,5,0,-29,4,3,1,5,6,6,2,8,7,7,1,0,1,4
641,1,-18,4,5,0,-29,4,3,1,6,6,7,2,8,7,7,1,0,1,4
642,1,-18,4,4,0,-28,4,3,0,6,5,7,2,8,7,7,1,0,1,4
643,1,-18,4,3,0,-28,4,3,0,7,5,6,2,8,7,6,1,0,1,4
644,1,-18,4,4,0,-28,4,3,0,6,5,6,2,7,6,6,1,0,1,4
645,1,-18,4,4,0,-27,4,3,0,6,4,6,2,7,6,6,1,0,1,4
646,1,-17,4,4,0,-27,4,3,0,6,5,6,2,7,6,6,1,0,1,4
647,1,-18,4,4,0,-28,4,3,0,7,4,5,2,7,6,6,1,0,1,4
648,1,-18,4,4,0,-28,3,3,0,7,4,5,2,7,6,6,1,0,1,4
649,1,-18,4,4,0,-28,3,3,0,7,4,1,2,7,6,6,0,0,1,4
650,1,-17,4,4,0,-28,3,3,0,8,3,2,2,7,6,6,0,0,1,4
651,1,-17,4,4,0,-29,3,3,0,-999,-999,0,2,7,6,6,0,0,1,4
652,1,-17,4,4,0,-28,3,3,0,-999,-999,0,2,8,6,6,0,0,1,4
653,1,-17,4,4,0,-27,3,3,0,7,3,1,2,8,5,6,0,0,1,4
654,1,-16,4,0,0,-999,-999,0,0,8,5,4,2,8,5,6,0,0,1,4
655,1,-16,4,4,0,-29,3,3,0,7,4,5,2,8,5,5,1,0,1,4
656,1,-16,4,3,0,-30,3,3,0,6,4,4,2,7,5,5,0,0,1,4
657,1,-16,4,3,0,-30,3,3,1,5,4,5,2,7,5,4,0,0,1,4
658,1,-17,4,0,0,-999,-999,0,1,4,4,5,0,9,4,1,0,0,1,4
659,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
660,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
661,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
662,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
663,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
664,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
665,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
666,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
668,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
669,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
670,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
671,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
672,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
673,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
674,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
676,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
677,0,-16,3,0,0,-999,-999,0,0,-999,-999,0,0,24,3,3,0,0,1,4
678,0,-13,4,0,0,-999,-999,0,0,-999,-999,0,0,15,4,3,0,0,1,4
679,0,-13,4,0,0,-999,-999,0,0,-999,-999,0,2,8,5,6,0,0,1,4
680,0,-14,4,0,0,-999,-999,0,0,-999,-999,0,2,8,5,4,0,0,1,4
681,0,-14,4,0,0,-999,-999,0,0,11,4,6,1,8,5,4,0,0,1,4
682,0,-15,4,0,0,-999,-999,0,1,8,5,6,1,8,5,2,0,0,1,4
683,0,-14,4,0,0,-999,-999,0,1,7,5,7,1,8,4,3,0,0,1,4
684,1,-14,4,0,0,-999,-999,0,0,8,5,7,2,8,5,5,1,0,1,4
685,1,-15,4,4,0,-25,3,3,0,-999,-999,0,2,8,5,6,0,0,1,4
686,1,-16,4,4,0,-25,4,3,0,-999,-999,0,1,8,5,4,0,0,1,4
687,1,-17,4,4,0,-24,3,3,0,-999,-999,0,1,8,5,5,0,0,1,4
688,1,-17,4,5,0,-23,4,2,0,-999,-999,0,1,8,5,4,0,0,1,4
689,1,-18,4,3,0,-19,4,1,0,-999,-999,0,1,8,6,5,0,0,1,4
690,1,-17,4,3,0,-21,4,1,0,-999,-999,0,1,8,5,4,0,0,1,4
691,1,-17,4,2,0,-23,3,2,0,-999,-999,0,2,8,5,5,0,0,1,4
692,1,-17,4,3,0,-24,4,3,0,-999,-999,0,2,8,5,5,0,0,1,4
693,1,-18,4,3,0,-27,4,3,0,-999,-999,0,2,8,5,5,0,0,1,4
694,1,-19,4,4,0,-29,4,3,0,-999,-999,0,2,8,5,6,0,0,1,4
695,1,-19,4,4,1,-30,4,3,0,-999,-999,0,2,8,5,6,0,0,1,4
696,1,-19,4,5,1,-30,4,3,0,-999,-999,0,2,9,5,7,0,0,1,4
697,1,-19,4,5,0,-31,4,3,0,8,4,6,2,9,6,7,1,0,1,4
698,1,-19,4,4,1,-29,4,3,1,7,5,7,2,9,6,7,1,0,1,4
699,1,-19,4,5,1,-29,4,3,1,6,5,7,2,9,6,7,1,0,1,4
700,1,-19,4,5,0,-28,4,4,1,7,5,7,2,9,7,7,1,0,1,4
701,1,-19,4,4,0,-28,4,3,1,7,5,7,2,9,7,7,1,0,1,4
702,1,-19,4,5,0,-27,4,3,0,8,4,5,2,9,6,7,1,0,1,4
703,1,-18,4,4,0,-27,4,3,0,8,4,6,2,9,7,7,1,0,1,4
704,1,-19,4,3,0,-27,4,3,0,9,4,6,2,9,7,7,1,0,1,4
705,1,-19,4,4,0,-26,4,3,0,7,4,5,2,8,6,7,1,0,1,4
706,1,-19,4,4,0,-26,4,3,0,6,4,5,2,8,6,6,1,0,1,4
707,1,-18,4,5,0,-26,4,3,0,6,4,6,2,8,6,6,1,0,1,4
708,1,-19,4,4,0,-26,4,3,0,7,4,6,2,7,6,6,1,0,1,4
709,1,-19,4,4,0,-26,4,3,0,8,4,3,2,7,6,6,0,0,1,4
710,1,-18,4,4,0,-25,4,3,0,8,4,2,2,8,6,6,0,0,1,4
711,1,-18,4,4,0,-25,4,3,0,-999,-999,0,2,8,6,6,0,0,1,4
712,1,-18,4,4,0,-25,4,3,0,-999,-999,0,2,8,5,6,0,0,1,4
713,1,-18,4,4,0,-25,3,3,0,-999,-999,0,2,8,5,5,0,0,1,4
714,1,-17,4,4,0,-25,4,3,0,-999,-999,0,2,8,5,5,0,0,1,4
715,1,-17,4,3,0,-26,3,3,0,-999,-999,0,2,8,6,7,0,0,1,4
716,1,-16,4,3,0,-26,3,3,0,8,4,4,2,8,5,7,0,0,1,4
717,1,-16,4,3,0,-28,5,5,0,8,4,2,2,8,5,5,0,0,1,4
718,1,-16,4,3,0,-29,5,5,0,8,4,4,2,8,5,5,0,0,1,4
719,1,-16,4,3,0,-29,6,6,0,8,4,4,2,7,5,4,0,0,1,4
720,1,-16,4,3,0,-29,6,6,1,6,4,4,2,7,5,4,0,0,1,4
721,1,-16,4,3,0,-27,6,6,1,5,4,4,0,9,4,1,0,0,1,4
722,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
723,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
724,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
725,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
726,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
727,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
728,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
729,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
730,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
731,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
732,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
733,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
734,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
735,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
736,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,4
737,0,-15,3,0,0,-999,-999,0,0,-999,-999,0,0,21,4,3,0,0,1,4
738,0,-13,4,0,0,-999,-999,0,0,-999,-999,0,1,10,4,2,0,0,1,4
739,0,-13,4,0,0,-999,-999,0,0,-999,-999,0,2,8,5,5,0,0,1,4
740,0,-13,4,0,0,-999,-999,0,0,-999,-999,0,2,8,5,5,0,0,1,4
741,0,-14,4,0,0,-999,-999,0,0,10,4,6,2,8,5,5,1,0,1,4
742,0,-15,4,0,0,-999,-999,0,1,8,5,7,2,8,5,6,1,0,1,4
743,0,-15,4,0,0,-999,-999,0,1,8,5,7,1,8,5,4,0,0,1,4
744,0,-15,4,0,0,-999,-999,0,1,7,5,7,1,8,5,3,0,0,1,4
745,0,-16,4,4,0,-24,4,3,0,-999,-999,0,1,8,5,3,0,0,1,4
746,1,-16,4,4,0,-21,4,2,0,-999,-999,0,2,8,5,5,0,0,1,4
747,1,-16,4,3,0,-20,4,1,0,-999,-999,0,1,8,5,4,0,0,1,4
