X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Pop_wHealth_Insurance,Pct_Pop_wHealth_Ins,Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins,Population_with_public_coverage,Pct_Pop_with_public_coverage,Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins,Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins,Pop_18to64_Employed,Pop_18to64_Empl_wNo_Health_Ins,Pct_Pop_18to64_Emp_wNo_Hlth_Ins,Pop_18to64_Unemployed,Pop_18to64_Unemp_wNo_Health_Ins,Pct_Pop_18to64_Unemp_No_HlthIns,Pop_18to64_Not_in_Labor_Force,Pop_18to64_Not_LabFor_NoHlthIns,PctPop_18to64_NotLFor_NoHlthIns,GlobalID,last_edited_date
-82.099470477394306,33.290730720146001,195,Hephzibah,12410.79980469,19.39189911, , ,3186,79.1,2242,55.7,1397,34.7,840,20.9,77,7.4,1529,400,26.2,225,85,37.8,748,264,35.3,{BEBDAA83-4C90-41D2-B528-367C2463A284},
-85.310768069088425,34.547950852173884,196,Trion,2462,3.84687996, , ,1515,71.3,863,40.6,789,37.1,609,28.7,44,6.4,917,391,42.6,59,47,79.7,263,127,48.3,{30D6B04E-B992-4402-A349-3F28F063F475},
-85.349076013501971,34.478757427070846,197,Summerville,2568.88989258,4.01388979, , ,3581,85,1825,43.3,2244,53.3,633,15,0,0,1274,321,25.2,253,111,43.9,920,188,20.4,{92F8F5D7-6CF8-4BE3-BB50-4261C226572E},
-85.477615831921966,34.48349752598142,198,Menlo,501.21899414,0.78315401, , ,391,86.9,252,56,192,42.7,59,13.1,7,7.4,174,30,17.2,33,9,27.3,60,13,21.7,{1241CB1F-9D49-4B30-8DF2-9398D9FEEB3D},
-85.404096720908186,34.403438604131772,199,Lyerly,480.91799927,0.75143403, , ,356,73.7,200,41.4,193,40,127,26.3,21,17.9,190,69,36.3,27,16,59.3,91,21,23.1,{86DCF182-4370-48CF-AB3A-B064EACCE1C3},
-83.720230302376265,34.704404264635343,200,Helen,1391.58996582,2.17436004, , ,184,70.8,114,43.8,120,46.2,76,29.2,1,5.3,114,48,42.1,7,6,85.7,54,21,38.9,{00151607-3779-45C2-BBC4-0AB226D5B6F2},
-83.761670786339579,34.597494588204874,201,Cleveland,2469.31005859,3.85828996, , ,2796,77.2,2002,55.2,1090,30.1,828,22.8,234,23.8,1513,395,26.1,53,39,73.6,701,160,22.8,{8E8A951B-CD2D-43DF-A820-1F47D73D888A},
-84.731878980630029,31.17413725034416,202,Colquitt,5293.18994141,8.27060032, , ,1975,84.1,1044,44.5,1138,48.5,372,15.9,11,1.5,792,190,24,74,33,44.6,448,138,30.8,{BF2CB39B-8F7E-4342-81E0-473481D1BFFC},
-84.582123496323248,32.984757494191427,203,Woodbury,1319.34997559,2.06148005, , ,525,69.7,294,39,339,45,228,30.3,41,22.2,212,67,31.6,55,52,94.5,161,68,42.2,{5F5EE4A1-520F-4DAD-96B3-F27EC735EC87},
-84.67661195912379,32.885224344138905,204,Warm Springs,884.76300049,1.38243997, , ,395,77.8,213,41.9,231,45.5,113,22.2,0,0,188,74,39.4,32,19,59.4,76,20,26.3,{2FBFEACB-D7AC-44AB-936E-9E3E0AF1184F},
-84.744269591486912,33.209589543180563,205,Luthersville,2039.0300293,3.18598008, , ,899,77.3,507,43.6,467,40.2,264,22.7,31,10.1,434,96,22.1,64,55,85.9,227,82,36.1,{02AED052-8A0D-4A50-B9BF-0F081CADD863},
-84.817335383689283,33.172358541984039,206,Lone Oak,399.84899902,0.62476301, , ,115,98.3,28,23.9,91,77.8,2,1.7,0,0,30,2,6.7,0,0,,16,0,0,{0EF1D7C9-7CDF-443A-B418-654797E4F03B},
-84.716227964607342,33.03224109574451,207,Greenville,1508.89001465,2.35765004, , ,623,75.8,347,42.2,336,40.9,199,24.2,39,22.4,286,43,15,103,82,79.6,152,35,23,{37E78915-FF6D-40B3-BF31-93AF414F2C91},
-84.575475752433945,33.093664269269034,208,Gay,552.29998779,0.86296803, , ,84,78.5,53,49.5,38,35.5,23,21.5,0,0,55,23,41.8,0,0,,3,0,0,{1C1FC8CC-3DB3-496E-95BB-E5B25301EC68},
-84.853070959412364,32.852385396001672,209,Pine Mountain,1912.95996094,2.98900008, , ,1128,79.1,813,57,488,34.2,298,20.9,24,7.3,523,132,25.2,89,58,65.2,218,84,38.5,{AAD96F89-2FE6-4A4B-89D9-7A3E4E9B19AF},
-84.021381370923777,31.262563418791164,210,Sale City,1174.54003906,1.83521998, , ,419,86.4,223,46,236,48.7,66,13.6,3,2.1,157,32,20.4,26,6,23.1,98,25,25.5,{2A0C1565-185E-44B6-96ED-EF70D06FFDDE},
-84.151462731227411,31.126644628430473,211,Pelham,2609.07006836,4.07667017, , ,3174,85.8,1520,41.1,1937,52.3,527,14.2,121,11.5,1004,205,20.4,241,126,52.3,731,75,10.3,{2B28C102-506A-4E4D-85C2-A675A6B56FF8},
-84.092203278409642,31.071383471107715,212,Meigs,1023.90997314,1.59985995, , ,621,67.5,179,19.5,486,52.8,299,32.5,42,16.6,194,83,42.8,59,56,94.9,320,116,36.3,{F56794CB-2CF0-4F53-87BD-457F68D7516E},
-84.207139983367426,31.235880495545338,213,Camilla,3979.4699707,6.21792984, , ,4191,84.5,2194,44.2,2629,53,771,15.5,27,1.9,1622,382,23.6,262,170,64.9,921,192,20.8,{01EF08E9-E51C-4098-BD20-DE6CA908793F},
-84.159188651043721,31.380385279386434,214,Baconton,1248.83996582,1.95131004, , ,713,85.8,349,42,427,51.4,118,14.2,18,5.4,217,47,21.7,50,14,28,169,39,23.1,{D8CE7EBA-29E4-4474-97DC-A5137F2C2064},
-83.106351567728936,33.671442663025495,215,Woodville,3136.85009766,4.90131998, , ,299,77.7,195,50.6,138,35.8,86,22.3,4,6.3,136,21,15.4,31,12,38.7,100,49,49,{7E594892-FE7C-4027-9D71-5D1745AF7B66},
-83.036516914322647,33.481550018917304,216,White Plains,3019.45996094,4.71790981, , ,171,78.4,137,62.8,58,26.6,47,21.6,5,14.7,110,25,22.7,5,4,80,40,13,32.5,{E80D6A56-F278-4FC3-9D2F-6B17D4B998A6},
-83.075741585814285,33.617897418204748,217,Union Point,1224.75,1.91366994, , ,1134,79,631,43.9,656,45.7,302,21,68,17.5,449,117,26.1,52,15,28.8,304,102,33.6,{07720256-2994-4B26-8453-EEC9A7ACA9DF},
-83.081228528597549,33.536595062538126,218,Siloam,794.37200928,1.24120998, , ,306,76.7,174,43.6,158,39.6,93,23.3,12,11.8,142,47,33.1,18,4,22.2,80,30,37.5,{04565C64-5DA5-43F1-9866-E5DDCD6243D8},
-83.187750709028293,33.567802225499229,219,Greensboro,4348.99023438,6.79530001, , ,2342,71,1211,36.7,1275,38.7,955,29,27,2.8,1223,481,39.3,105,34,32.4,768,413,53.8,{72B51CFA-9B96-44AF-BD7D-A363427FDB69},
-84.616309311728699,31.757061077536036,220,Shellman,2065.5300293,3.22738004, , ,900,83.6,490,45.5,575,53.4,177,16.4,2,0.7,328,95,29,32,20,62.5,227,60,26.4,{0F3F609B-BFFE-487A-A32E-554FDEF7156B},
-84.794037310209177,31.771348277055974,221,Cuthbert,1957.72998047,3.05894995, , ,2608,72.8,1217,34,1648,46,974,27.2,39,4,927,281,30.3,279,223,79.9,903,431,47.7,{116DF415-8904-4D96-96C1-9AAC0883F438},
-84.394532110349985,32.03307612975572,222,Plains,521.02001953,0.81409401, , ,364,87.5,256,61.5,175,42.1,52,12.5,0,0,160,27,16.9,23,14,60.9,103,11,10.7,{CCB3860F-82D2-4F69-925D-E164B6FD3A22},
-84.086413144390704,31.954515253575849,223,Leslie,1134.75,1.77304006, , ,314,72.2,209,48,156,35.9,121,27.8,22,22,149,55,36.9,23,8,34.8,88,36,40.9,{9A963480-F06F-4980-BA4B-701D12401320},
-84.063643193022074,31.954795972564266,224,De Soto,521.84301758,0.81537902, , ,206,78,131,49.6,91,34.5,58,22,3,3.8,107,29,27.1,0,0,,45,26,57.8,{935C9B2A-3054-4D60-BC6A-90170D46BE0B},
-84.145479407311512,32.19654505015076,225,Andersonville,889.97900391,1.39058995, , ,180,77.6,89,38.4,113,48.7,52,22.4,5,7.2,57,19,33.3,16,14,87.5,36,14,38.9,{A4E95635-8E66-48AD-B1F7-D00353DBD579},
-84.224757600806981,32.073540334216432,226,Americus,7332.97021484,11.45779991, , ,13825,84.4,8043,49.1,7528,46,2550,15.6,108,2.5,5389,1133,21,1355,577,42.6,3147,732,23.3,{EDF46EFD-5F83-4A92-8326-D94501679FC1},
-83.481863094725512,32.295808147708861,227,Hawkinsville,3264.7199707,5.10113001, , ,3216,78.1,2151,52.2,1625,39.5,902,21.9,33,4.9,1543,397,25.7,344,226,65.7,712,246,34.6,{BE30B3CB-072B-461D-A9F4-3D35F67AD356},
-83.109635812196075,34.285957276122033,228,Royston,2177.08007813,3.40169001, , ,1891,77.8,1065,43.8,1094,45,540,22.2,79,13.1,881,283,32.1,80,35,43.8,433,143,33,{E3C62BDE-E904-46C2-8355-67E8733EBBC5},
-83.198258648089549,34.485583717478328,229,Martin,1620.54003906,2.53209996, , ,307,88.2,231,66.4,144,41.4,41,11.8,0,0,128,28,21.9,16,9,56.3,36,4,11.1,{6E4829FA-C380-4D1A-B9F3-89BF9E091CEC},
-83.108135125053806,34.4344131508769,230,Lavonia,2937.54003906,4.58990002, , ,1244,72.3,756,43.9,704,40.9,477,27.7,11,3.6,608,272,44.7,50,20,40,347,151,43.5,{8CE59859-AFA4-43AA-8764-71E6D032CEC7},
-83.145903126700617,34.284030448210217,231,Franklin Springs,1405.81994629,2.19658995, , ,862,87.9,789,80.4,186,19,119,12.1,9,10.7,317,48,15.1,41,7,17.1,445,55,12.4,{12AEFB57-3BD4-4EBA-9D24-0C759D8E6A44},
-83.232873708427036,34.371589403734447,232,Carnesville,1692.18994141,2.64404011, , ,479,80.8,284,47.9,237,40,114,19.2,28,17.1,280,64,22.9,1,0,0,92,22,23.9,{B9D774CD-D5D5-45D5-953C-79781D863E31},
-83.110740883065915,34.345537156950655,233,Canon,2001.64001465,3.1275599, , ,543,72.8,392,52.5,249,33.4,203,27.2,40,23.4,265,97,36.6,36,19,52.8,149,47,31.5,{53AE4527-92CE-49F6-BD42-78AAB48F18F4},
-83.560321541865619,30.784867776342661,234,Quitman,2654.35009766,4.14742994, , ,2978,79,1324,35.1,2143,56.8,793,21,81,7.7,871,191,21.9,424,307,72.4,701,214,30.5,{851CD479-6540-4035-A7B0-C3D3F04355FD},
-83.738001668143966,30.959751656140437,235,Pavo,1129.64001465,1.76505995, , ,633,84.5,293,39.1,415,55.4,116,15.5,0,0,228,66,28.9,52,37,71.2,168,13,7.7,{8F1B92D6-3BE8-4434-9D7B-5DF43007C16D},
-83.500314977660196,30.943349887607447,236,Morven,1114.08996582,1.74075997, , ,343,61.6,166,29.8,236,42.4,214,38.4,34,35.8,223,129,57.8,43,32,74.4,132,19,14.4,{7E5ED531-F575-43E2-B29E-85433626F487},
-83.739139224184896,30.893263272565935,237,Barwick,479.39898682,0.74906099, , ,311,70.7,169,38.4,197,44.8,129,29.3,7,5.4,138,52,37.7,22,4,18.2,109,66,60.6,{51964872-6BE7-4456-B92C-5778A58BB8AF},
-82.818293955346476,32.047165310218723,238,Scotland,900.69598389,1.40734005, , ,166,66.9,126,50.8,51,20.6,82,33.1,15,29.4,133,49,36.8,0,0,,51,18,35.3,{B3514032-F6DA-4542-BA0D-E6BB0FF0E568},
-83.06306145866192,32.019460440782346,239,Milan,2017.35998535,3.15212989, , ,544,86.1,310,49.1,307,48.6,88,13.9,31,25,195,32,16.4,7,2,28.6,128,23,18,{4FBA3C5A-7B54-4EC4-91DB-41135B6BA03E},
-82.682841054705293,31.93300503931323,240,Lumber City,1240.72998047,1.93865001, , ,593,72.6,347,42.5,277,33.9,224,27.4,18,10.6,322,125,38.8,0,0,,189,81,42.9,{D5D7E004-59DA-403E-AC07-68EAC803D0D2},
-82.978999979496464,31.812600099519511,241,Jacksonville,714.36700439,1.11619997, , ,153,77.3,34,17.2,125,63.1,45,22.7,0,0,58,3,5.2,0,0,,80,40,50,{58437C15-71B1-4371-BDF7-EF98E1BA286A},
-82.474500630000975,31.543236731418947,242,Alma,3982.58007813,6.22278023, , ,2382,78.9,1086,36,1467,48.6,638,21.1,0,0,1148,454,39.5,85,42,49.4,498,142,28.5,{73CEB4E2-48D0-490F-8BA2-728092D317C0},
-83.635149159848808,31.671080149372859,243,Sycamore,647.20397949,1.01126003, , ,447,83.6,260,48.6,240,44.9,88,16.4,6,5.8,223,51,22.9,15,2,13.3,90,29,32.2,{4B45CB97-DE80-403D-A8D3-D0741D4CC421},
-83.487581186429665,31.807232007897746,244,Rebecca,502.73901367,0.78552902, , ,159,72.9,82,37.6,95,43.6,59,27.1,4,6.8,62,21,33.9,9,9,100,33,25,75.8,{C2E9F34E-ED2A-4642-8D06-8BE0DF9B484B},
-83.652791808881858,31.709586872070904,245,Ashburn,3071.16992188,4.79870987, , ,2752,71.2,1404,36.3,1755,45.4,1112,28.8,221,21.3,981,397,40.5,269,163,60.6,964,331,34.3,{DD0FC2B8-85D7-4D9A-98D6-2EC18EDA39C0},
-83.044586836927522,31.335894952188948,246,Willacoochee,2445.5300293,3.82115006, , ,1143,70,519,31.8,706,43.3,489,30,61,12.3,549,265,48.3,50,33,66,329,130,39.5,{72F29EBC-2ADB-4254-A9FA-A4D01C0DDA08},
-82.854355377974599,31.297021553975085,247,Pearson,2151.97998047,3.3624599, , ,1067,57.2,624,33.4,532,28.5,800,42.8,136,30.5,725,346,47.7,99,74,74.7,406,222,54.7,{D77FABF9-CDE0-4294-B390-BB4E3C5043D3},
-83.847126565448306,34.935594146258211,248,Young Harris,680.00299072,1.0625, , ,914,87.9,737,70.9,234,22.5,126,12.1,0,0,376,71,18.9,58,10,17.2,432,45,10.4,{41D98EC0-1BEE-43CE-A3D1-0EDB0FC1353A},
-83.752880169787716,34.950148271927468,249,Hiawassee,1345.39001465,2.10216999, , ,646,78.4,473,57.4,390,47.3,178,21.6,40,64.5,265,84,31.7,16,7,43.8,157,47,29.9,{4561810A-5C47-45C0-9E26-CFBB666E1205},
-81.64083103579496,32.746695734107014,250,Sylvania,3281.0300293,5.1266098, , ,2090,84.4,1221,49.3,1344,54.3,387,15.6,28,4.7,722,155,21.5,94,61,64.9,462,134,29,{1D18CCAE-2BE5-450C-9B9D-278939E1B5DD},
-81.829742794831418,32.663672175936028,251,Rocky Ford,793.16900635,1.23933005, , ,122,74.8,83,50.9,61,37.4,41,25.2,0,0,51,15,29.4,22,15,68.2,35,11,31.4,{A3DBFA50-6DCC-429A-98FD-34435CAE851D},
-81.533075750974177,32.521493445128961,252,Oliver,600.91900635,0.93893701, , ,245,76.6,151,47.2,110,34.4,75,23.4,3,3.9,119,39,32.8,21,9,42.9,71,24,33.8,{A8916020-0984-4FBD-A256-C5779DCF7BB9},
-81.506324026479419,32.588801060888173,253,Newington,519.89801025,0.81234097, , ,266,77.8,147,43,146,42.7,76,22.2,17,15.6,87,13,14.9,12,11,91.7,79,35,44.3,{9B599F73-C4D3-4982-BCA7-213CE5BEC52E},
-81.661270327778155,32.883364343534673,254,Hiltonia,1116.09997559,1.74390996, , ,344,69.2,159,32,223,44.9,153,30.8,15,12.2,123,54,43.9,54,45,83.3,143,39,27.3,{BEC73D32-48A4-464C-BF25-F48CB5E74E74},
-85.037314525758219,33.029618639039093,255,LaGrange,25711.40039063,40.17399979, , ,22692,78.9,15862,55.1,9782,34,6073,21.1,1010,12.3,11009,2555,23.2,1885,1292,68.5,4413,1216,27.6,{28A1BB4A-553B-4F13-AE97-55379A41F97F},
-83.278886002266617,30.850324863820596,256,Valdosta,23261.30078125,36.34569931, , ,42053,77.4,28806,53,18162,33.4,12284,22.6,827,6.5,22101,6609,29.9,3908,1936,49.5,10054,2898,28.8,{31D09260-8F09-446F-B8B9-D3CEA53F9F05},
-83.308467091870341,30.844147924072224,257,Remerton,130.65400696,0.204146, , ,1017,73.4,935,67.5,98,7.1,369,26.6,20,14.4,828,214,25.8,124,32,25.8,281,103,36.7,{9D7B412A-D35E-400E-9E11-C1625E0A1B2C},
-83.187517283238535,30.685000750275446,258,Lake Park,903.9619751,1.41243994, , ,709,81,468,53.5,316,36.1,166,19,22,7.6,358,89,24.9,42,22,52.4,90,33,36.7,{6C244FCA-B776-4D76-8C97-63C52CF1EBFC},
-83.377490286500006,30.993329930766613,259,Hahira,1658.73999023,2.59177995, , ,2235,81.2,1629,59.2,841,30.5,519,18.8,53,6.2,1153,301,26.1,58,0,0,339,165,48.7,{43BB1247-F635-4406-86DA-372D85DA0755},
-83.225385735504673,30.746252158018788,260,Dasher,3176.41992188,4.96316004, , ,806,83.5,595,61.7,323,33.5,159,16.5,13,5.4,425,81,19.1,33,14,42.4,127,51,40.2,{E6CE263A-A800-42F6-BE73-49B9A5317692},
-83.978322849774827,30.839518524714251,261,Thomasville,9654.79980469,15.0855999, , ,14330,78.5,8863,48.6,7633,41.8,3922,21.5,567,12.4,6046,1515,25.1,1101,718,65.2,3601,1081,30,{E93D849F-47BC-4CD2-B9B9-D83122FAF5D9},
-84.903484525708393,33.166918047274571,262,Hogansville,4424.79003906,6.91374016, , ,2553,83.8,1483,48.7,1583,52,493,16.2,9,1,990,205,20.7,121,64,52.9,532,215,40.4,{AF66FD15-65D8-4FCD-AAD8-D9FB6410BAB4},
-85.144791398092096,32.895124038388531,263,West Point,7226.81005859,11.29189968, , ,3052,89.7,1918,56.4,1714,50.4,350,10.3,0,0,748,115,15.4,297,148,49.8,853,87,10.2,{93BC3EC9-CA71-4B76-995D-9B5BE2F5BEF3},
-82.991707682162158,32.3835496333121,264,Rentz,676.56097412,1.05712998, , ,272,84,202,62.3,134,41.4,52,16,15,16.3,98,19,19.4,2,0,0,71,18,25.4,{B5883AEB-124A-4E52-A670-B5810CCA9545},
-83.153499142204751,32.55944065104179,265,Montrose,1037.18994141,1.62061, , ,181,78.4,150,64.9,50,21.6,50,21.6,8,12.5,99,22,22.2,13,9,69.2,30,11,36.7,{A0D916F5-BDCC-4FB3-91CF-63CEFCBE2ECE},
-82.868628913376142,32.547761625468517,266,East Dublin,2625.17993164,4.10184002, , ,2133,83.7,1358,53.3,998,39.2,416,16.3,35,4.9,738,130,17.6,97,35,36.1,685,216,31.5,{C5AF860B-67F7-4685-97A2-0BA534943B0B},
-84.987570315535692,34.085991776361034,267,Taylorsville,954.98498535,1.49215996,yes, ,195,88.2,160,72.4,66,29.9,26,11.8,4,13.3,100,10,10,13,6,46.2,43,6,14,{2DA029F3-E7CD-4477-B76C-61ACE14B3D63},
-83.913671159585448,34.170645159308087,268,Flowery Branch,4098.47021484,6.40386009,yes, ,5187,86.3,4866,80.9,896,14.9,825,13.7,170,10.2,2987,457,15.3,201,86,42.8,610,112,18.4,{3F646295-8B41-4773-B68A-CE02BDEEEF05},
-84.571351181163877,33.394222044444156,269,Peachtree City,16335.90039063,25.52490044,yes,yes,31398,91.3,28733,83.5,6707,19.5,3004,8.7,514,5.6,15119,1578,10.4,1100,292,26.5,4610,584,12.7,{A5B396B4-75EE-417B-BDEB-7C471FCB045E},
-84.051766658168887,30.975169372343625,270,Ochlocknee,611.11499023,0.95486802, , ,530,72.6,242,33.2,361,49.5,200,27.4,6,3.4,206,72,35,18,15,83.3,237,107,45.1,{224E76FC-D679-4B59-A343-7CDF5F74B021},
-83.866124018341438,31.011332053031541,271,Coolidge,523.91900635,0.81862402, , ,425,74.4,227,39.8,238,41.7,146,25.6,2,1.7,189,55,29.1,28,19,67.9,137,70,51.1,{B5ED3007-4CAA-4A13-872E-485F34EA5FF7},
-83.789925599278575,30.792008788125536,272,Boston,1444.2800293,2.25669003, , ,1192,80.3,557,37.5,777,52.4,292,19.7,52,12.7,395,97,24.6,77,32,41.6,291,111,38.1,{7AC357A2-B194-43AC-AD9A-E9A5C140B57F},
-81.956551639504397,32.390391455991896,273,Pulaski,511.60101318,0.79937601, , ,168,95.5,151,85.8,51,29,8,4.5,0,0,43,5,11.6,3,3,100,30,0,0,{799A5854-C57A-4C01-9E40-59285CA307A9},
-82.06244887339885,32.395970598311841,274,Metter,5047.81005859,7.88719988, , ,2774,71,1649,42.2,1548,39.6,1134,29,162,15,1444,657,45.5,144,111,77.1,548,184,33.6,{5E39B927-0720-41A5-8F35-BC88066DC6E1},
-83.080476077630436,32.532132065639196,275,Dudley,2189.80004883,3.42157006, , ,590,83.5,482,68.2,172,24.3,117,16.5,9,6.7,310,50,16.1,4,0,0,165,58,35.2,{F35E7AE2-F182-47BB-920E-759062F09E58},
-82.926407841552901,32.536469319991518,276,Dublin,9975.41992188,15.5866003, , ,13068,84.2,8748,56.4,6472,41.7,2446,15.8,379,9.2,4868,823,16.9,457,265,58,3496,939,26.9,{E7234D80-F599-4F10-BF99-08756B2D3F6E},
-83.059561857371705,32.433080183741964,277,Dexter,502.875,0.785743, , ,489,80.8,327,54,212,35,116,19.2,26,14.9,149,24,16.1,21,13,61.9,157,53,33.8,{BFEFDD0F-A3B5-4DD4-A9E7-196B188DCB64},
-83.041968759992585,32.339557036578732,278,Cadwell,822.86901855,1.28573, , ,261,70.2,150,40.3,163,43.8,111,29.8,27,27.8,81,31,38.3,9,4,44.4,116,49,42.2,{C7DD001E-7441-4453-B73F-E446BC697011},
-84.244415090087585,34.875691048785185,279,Morganton,534.23498535,0.83474302, , ,313,90.7,208,60.3,164,47.5,32,9.3,0,0,113,11,9.7,18,14,77.8,50,7,14,{907628A7-F220-4263-A7B8-081033465CB9},
-84.370511127023818,34.98111022798647,280,McCaysville,1025.81994629,1.60284996, , ,1010,76.1,419,31.6,749,56.4,317,23.9,65,17.7,288,95,33,120,85,70.8,264,72,27.3,{DEFFA328-3168-4848-A0A5-3C246637BCCB},
-84.337595896881169,31.317246175129092,281,Newton,1929.63000488,3.01504993, , ,556,78.6,278,39.3,326,46.1,151,21.4,8,6.7,257,73,28.4,9,9,100,182,61,33.5,{438F70BC-2F91-4C08-8537-0A1B5B5FC564},
-84.32339055998419,34.865804993472736,282,Blue Ridge,1523.60998535,2.38064003, , ,807,65.6,526,42.7,361,29.3,424,34.4,34,17.1,515,221,42.9,106,98,92.5,215,62,28.8,{EC8D061E-C2C1-4C42-894A-BC94B0DAE973},
-84.603242591992085,31.538102727657641,283,Morgan,837.98999023,1.30936003, , ,524,39.9,387,29.5,214,16.3,789,60.1,17,27,1090,701,64.3,9,1,11.1,103,70,68,{BFF40623-9C6E-469F-8A55-1DBF098EF6D4},
-84.51330303497005,31.48473303058163,284,Leary,2056.83007813,3.21379995, , ,497,92.7,347,64.7,250,46.6,39,7.3,10,7.9,183,15,8.2,12,12,100,65,2,3.1,{78952143-B38E-4CE3-8D57-ACF00669BA29},
-84.737406130128136,31.560818334835094,285,Edison,1497.56005859,2.33994007, , ,801,81.1,354,35.8,569,57.6,187,18.9,17,4.9,303,106,35,24,12,50,205,52,25.4,{5132052B-1E02-417E-878D-24D2074258E2},
-82.477657867950398,33.79309814112824,286,Lincolnton,2257.91992188,3.5279901, , ,1116,74.7,847,56.7,517,34.6,378,25.3,55,18.2,622,179,28.8,72,51,70.8,265,93,35.1,{202E33C2-57FB-4196-9514-39FC2B2892AD},
-83.76944007538529,31.956308562396895,287,Cordele,6542.72021484,10.22299957, , ,8881,80.8,4351,39.6,5536,50.4,2113,19.2,181,5.2,3548,1028,29,883,496,56.2,1792,371,20.7,{507221F1-3974-4DDF-B82F-4D0B86E55C41},
-83.730250018774086,31.82816109326507,288,Arabi,4113.60009766,6.42749977, , ,379,73.3,208,40.2,224,43.3,138,26.7,5,4.3,176,60,34.1,55,40,72.7,97,33,34,{49EDFECF-9207-4A9B-B486-ABD28B0EEDA0},
-83.685342608935855,32.633928594988475,289,Centerville,2536.39990234,3.96313, , ,6265,85,5161,70,1863,25.3,1108,15,172,9.2,3398,694,20.4,230,0,0,957,242,25.3,{4B8F0F29-B49C-48DD-9E2F-0458BF11647E},
-84.494091527702281,34.527657330277201,290,Talking Rock,952.00299072,1.48749995, , ,70,90.9,41,53.2,31,40.3,7,9.1,1,3.7,34,5,14.7,1,1,100,10,0,0,{6C0E6EF7-F21B-4EC1-A784-FA795DF49AB8},
-84.449362818293139,34.470649548102557,291,Jasper,5479.75976563,8.56212997, , ,3053,85.1,2220,61.9,1364,38,536,14.9,24,2.6,1500,370,24.7,120,50,41.7,447,92,20.6,{17CC7F1B-A667-4A63-ADF5-2BD61C3C7A6F},
-84.371001562386823,34.379355952005277,292,Nelson,931.87597656,1.45606005,yes,yes,1160,88.8,926,70.9,426,32.6,146,11.2,12,3.6,584,78,13.4,32,12,37.5,143,44,30.8,{8CEE1597-7D21-4069-8003-DA95940AB218},
-84.551041963664488,32.046607863254636,293,Webster County,134546,210.227005, , ,2140,78.1,1523,55.6,946,34.5,599,21.9,70,13,1127,302,26.8,107,71,66.4,491,156,31.8,{45D69957-4370-4B2C-9208-A277B5D58140},
-82.017106095445783,31.484011170907699,294,Screven,1390.60998535,2.1728301, , ,688,79.9,392,45.5,397,46.1,173,20.1,21,7.3,296,92,31.1,40,25,62.5,124,35,28.2,{267F2267-1E3C-4969-B60B-2799B53C9F22},
-82.026669519676048,31.666181105876774,295,Odum,1243.9699707,1.94369996, , ,444,80.6,286,51.9,226,41,107,19.4,14,8,164,53,32.3,21,15,71.4,107,25,23.4,{08B0105E-3EB1-44F0-95C6-B1CC6892ED3B},
-81.889767303907689,31.59910659535916,296,Jesup,10652.90039063,16.64520073, , ,6348,76.9,4037,48.9,3395,41.1,1908,23.1,366,15.4,2830,987,34.9,294,160,54.4,1409,395,28,{9679ECDF-8FEA-471B-8E88-51DFF4F1C748},
-81.307870399041462,32.364143673934123,297,Springfield,1767.94995117,2.76241994, , ,2165,83.9,1396,54.1,1038,40.2,414,16.1,30,3.9,903,214,23.7,52,39,75,528,131,24.8,{BEA281FF-1D09-4559-BD82-2F764415B1A9},
-81.235710377826962,32.293960105109456,298,Rincon,5681.08984375,8.8767004, , ,7530,82.6,6059,66.5,2083,22.8,1586,17.4,539,14.3,3602,784,21.8,184,55,29.9,1070,208,19.4,{49EEC117-2958-49CA-ABEA-AF0898B45DC6},
-81.422533226309838,32.340913411256707,299,Guyton,2061.97998047,3.2218399, , ,2062,89.7,1503,65.4,789,34.3,236,10.3,8,1,807,105,13,98,46,46.9,434,77,17.7,{D5554EA7-DBE0-4DCF-9FDF-FDDC1898DC4E},
-83.1737032296694,33.755488521165027,300,Maxeys,1530.90002441,2.39203, , ,229,90.9,200,79.4,67,26.6,23,9.1,0,0,103,14,13.6,8,3,37.5,50,6,12,{52810918-DF70-499F-A046-980EFAC1874F},
-83.110157346700305,33.870075425317559,301,Lexington,350.70300293,0.54797298, , ,274,82.3,182,54.7,122,36.6,59,17.7,10,7.9,117,37,31.6,4,4,100,19,8,42.1,{53A8801F-B160-4DC3-9DE1-DD0DA137700A},
-83.155192978684639,33.883047855545769,302,Crawford,751.15997314,1.17368996, , ,651,83.6,318,40.8,419,53.8,128,16.4,2,1.4,193,29,15,5,0,0,237,91,38.4,{B0E6D2A1-73DB-4C0C-8FDF-D5C3FA6559AA},
-83.218062152661489,33.910335093295785,303,Arnoldsville,1088.88000488,1.70137, , ,479,87.6,441,80.6,86,15.7,68,12.4,7,5.1,291,50,17.2,3,0,0,60,11,18.3,{217D9926-3C0A-4C69-9BD3-EC58B5DABA17},
-82.81347348982635,32.935911716821764,304,Tennille,1143,1.78593004, , ,1093,78.4,601,43.1,648,46.5,302,21.6,11,2.7,430,157,36.5,101,70,69.3,256,64,25,{FAA50AD1-A75E-4BD3-827D-73F37CC60C9B},
