X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Pop_wHealth_Insurance,Pct_Pop_wHealth_Ins,Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins,Population_with_public_coverage,Pct_Pop_with_public_coverage,Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins,Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins,Pop_18to64_Employed,Pop_18to64_Empl_wNo_Health_Ins,Pct_Pop_18to64_Emp_wNo_Hlth_Ins,Pop_18to64_Unemployed,Pop_18to64_Unemp_wNo_Health_Ins,Pct_Pop_18to64_Unemp_No_HlthIns,Pop_18to64_Not_in_Labor_Force,Pop_18to64_Not_LabFor_NoHlthIns,PctPop_18to64_NotLFor_NoHlthIns,GlobalID,last_edited_date
-80.852778971307117,32.010018949734139,86,Tybee Island,2053.33007813,3.20833993, , ,2230,76.1,1732,59.1,957,32.7,701,23.9,30,10.8,1323,494,37.3,116,33,28.4,370,128,34.6,{B404DC25-9DEE-4B91-9CAB-231F181701EA},
-81.049586116291195,32.033174380329946,87,Thunderbolt,899.36102295,1.40524995, , ,1674,69.3,1202,49.8,727,30.1,742,30.7,132,31.3,1201,395,32.9,50,43,86,396,169,42.7,{E0932613-FCB6-449C-A2D2-A2B927FD3F17},
-81.178255534221705,32.028224458930346,88,Savannah,69709.703125,108.92099762, , ,107934,79.1,77904,57.1,41920,30.7,28602,20.9,2741,8.9,56225,15030,26.7,8108,4634,57.2,25010,6054,24.2,{130695CF-38FE-4A37-B2CA-359ECA88E73D},
-81.198328655242406,32.194365742802972,89,Port Wentworth,10640.09960938,16.62520027, , ,4693,78.1,3746,62.3,1410,23.5,1318,21.9,330,19.4,2876,665,23.1,212,143,67.5,721,180,25,{CD16E34C-612B-4856-9584-B06975784DFA},
-81.253897095028421,32.102409919306545,90,Pooler,19459.30078125,30.40509987, , ,18208,90.2,15504,76.8,4134,20.5,1986,9.8,210,3.7,9623,1084,11.3,370,200,54.1,2706,492,18.2,{0D3DAD76-2B0D-40D6-9FBE-A924A9A64CBB},
-81.177157968028965,32.086671167898487,91,Garden City,9184.11035156,14.3501997, , ,5881,66.7,3025,34.3,3537,40.1,2935,33.3,372,14.9,3519,1749,49.7,262,200,76.3,1459,614,42.1,{453858E1-EE43-4FB6-B25D-9C43FB92D2FC},
-81.307663150559549,32.12489244690741,92,Bloomingdale,8984.69042969,14.03859997, , ,2122,78.2,1767,65.1,606,22.3,591,21.8,103,15.8,1204,303,25.2,54,20,37,439,154,35.1,{92BE34C5-893A-4BDE-B2C0-F2AE3E61223D},
-83.695802497193469,33.516367769159054,93,Newborn,1033.2800293,1.61451006,yes, ,634,86.1,480,65.2,238,32.3,102,13.9,9,4.7,311,65,20.9,34,14,41.2,100,14,14,{BF1A804A-9289-4527-A350-E76F681D93BD},
-83.63838358992588,34.307756096357537,94,Gillsville,914.12799072,1.42832994,yes, ,255,95.5,217,81.3,80,30,12,4.5,3,3.4,94,2,2.1,15,7,46.7,21,0,0,{545B3B33-55AF-4A24-8AA7-25A826A344A2},
-84.562808664293755,33.594006148436002,95,Union City,12493,19.52029991,yes,yes,16439,81.7,9705,48.2,8570,42.6,3693,18.3,347,5.5,7305,1663,22.8,1250,919,73.5,3235,764,23.6,{2A17F828-A91D-4AFC-B1C8-F6051BA74FC3},
-83.712728704233101,33.648894824575045,96,Social Circle,9967.28027344,15.57390022,yes, ,3646,86.9,2881,68.6,1245,29.7,552,13.1,0,0,2002,356,17.8,163,130,79.8,473,66,14,{E6970784-7FD0-4E10-AFAA-108722F5194D},
-83.89429144103498,33.574105752991564,97,Porterdale,1506.30004883,2.35360003,yes, ,1202,70.7,742,43.6,605,35.6,499,29.3,58,15.6,663,258,38.9,169,107,63.3,281,60,21.4,{17A19128-15BA-42C5-8868-58586FA07CD4},
-83.847468925782053,33.603878618746634,98,Covington,9906.98046875,15.47970009,yes, ,9808,77.4,6418,50.7,4551,35.9,2856,22.6,253,8.9,5580,1762,31.6,665,478,71.9,1856,363,19.6,{52233BB7-CF65-40D7-BC7E-A9F04CA6CFE0},
-83.872093950453106,33.62766358476398,99,Oxford,1399.19995117,2.18624997,yes, ,1917,84.3,1416,62.3,718,31.6,356,15.7,10,2.5,846,162,19.1,131,91,69.5,642,93,14.5,{637917BF-FAB3-4BB2-A9DF-0E4FE2958B0D},
-84.617918674447708,34.026419056064995,100,Kennesaw,6117.60986328,9.55875969,yes,yes,25411,81.6,21452,68.9,6153,19.8,5738,18.4,758,9.6,16024,3289,20.5,1495,878,58.7,3128,735,23.5,{D38FAB2A-025A-41C6-83ED-EE773AC8B7F9},
-83.881360342278498,32.552256055579115,101,Fort Valley,4802.75976563,7.50432014, , ,7234,77,4481,47.7,3667,39,2160,23,322,14.7,3167,1032,32.6,874,424,48.5,2260,382,16.9,{77D7F77B-F5DF-499C-BFEB-70A0F57B5927},
-83.653035106582635,32.598513789283729,102,Warner Robins,22624.40039063,35.3506012, , ,58375,83.3,44540,63.6,21843,31.2,11671,16.7,1426,7,28659,5214,18.2,3494,1746,50,10712,3239,30.2,{314C45D0-98E8-4DE6-8C57-D74B1F891FD1},
-83.992357022596877,34.118269267392279,103,Buford,10750.70019531,16.79800034,yes,yes,9073,71.1,6202,48.6,3890,30.5,3682,28.9,395,10.3,5215,2280,43.7,517,261,50.5,1923,746,38.8,{C0FE7828-1367-4335-AC62-2E79AE01EAD2},
-84.591190658373947,33.549817738609327,104,Fairburn,10900,17.03120041,yes,yes,10239,76.3,6720,50.1,4130,30.8,3185,23.7,268,6.2,5759,1797,31.2,875,631,72.1,1614,399,24.7,{963D744E-0A0F-493A-9A33-20F1173D327B},
-83.728315279879411,32.47115358352076,105,Perry,16831.69921875,26.29949951, , ,11432,83,8883,64.5,4423,32.1,2338,17,165,4.6,5409,827,15.3,814,385,47.3,2252,961,42.7,{4A935037-FAEB-4E7D-AD81-B0D0CA3B1CAF},
-83.753886908511703,32.647663080999557,106,Byron,5537.50976563,8.65235996, , ,3938,83.9,3423,72.9,1425,30.4,756,16.1,70,5.8,2062,544,26.4,132,97,73.5,524,45,8.6,{5D8BC9E5-850A-40DD-A907-54E6E10C7BE7},
-81.93045413500856,32.153590449696289,107,Hagan,1379.86999512,2.15604997, , ,736,84.6,546,62.8,256,29.4,134,15.4,3,1.3,349,82,23.5,23,17,73.9,175,32,18.3,{800B7B0D-92BB-4838-A008-13CDDB744220},
-81.835592961870034,32.151149802265479,108,Daisy,593.68902588,0.92763901, , ,97,81.5,87,73.1,42,35.3,22,18.5,13,61.9,49,5,10.2,4,4,100,24,0,0,{FD24C7F1-9A56-4A26-ADA0-BED90B1D1B04},
-81.909360384194969,32.161346305911557,109,Claxton,1123.06994629,1.75479996, , ,1577,77,895,43.7,986,48.1,472,23,39,7,594,179,30.1,92,58,63,430,185,43,{340A4177-8B36-4C83-A26F-E4CCDDF4FBF4},
-81.974357214127508,32.152563899449291,110,Bellville,647.90002441,1.01233995, , ,207,83.8,199,80.6,43,17.4,40,16.2,5,8.2,93,8,8.6,10,10,100,42,17,40.5,{C766E70D-35C8-4CD9-812F-8944E70752FF},
-82.014594215918066,33.091118108378325,111,Waynesboro,3503.2800293,5.4738698, , ,4751,83.2,2737,47.9,2543,44.5,960,16.8,96,5.1,1822,412,22.6,160,58,36.3,1222,394,32.2,{C295CC33-45DD-4204-8D8B-B687C48980A0},
-82.247441425225574,33.037592339327702,112,Vidette,623.63897705,0.97443599, , ,107,91.5,83,70.9,38,32.5,10,8.5,0,0,39,4,10.3,5,5,100,24,1,4.2,{40E4FCB7-3045-42BA-8448-6EF168ED1637},
-81.762127186534386,32.975587677956774,113,Sardis,1000.64001465,1.56350005, , ,882,83.4,511,48.3,461,43.6,176,16.6,16,4.6,288,51,17.7,60,30,50,262,79,30.2,{84111843-2221-4902-873C-DC2BBF18E75D},
-82.234609047061682,32.821756865793134,114,Midville,1278.72998047,1.99802005, , ,155,69.5,79,35.4,102,45.7,68,30.5,11,26.2,74,40,54.1,4,3,75,37,14,37.8,{5AB14B4E-53F6-471A-B2BD-BCCB7ABF55FB},
-82.228946156355477,33.237439468747873,115,Keysville,689.13800049,1.07677996, , ,232,79.5,111,38,138,47.3,60,20.5,0,0,114,25,21.9,15,7,46.7,62,28,45.2,{53FA56C2-7144-4143-81A0-3017F3A23ACA},
-82.403340633454278,32.213365122020335,116,Vidalia,11290,17.6406002, , ,8044,77.6,4785,46.2,4206,40.6,2319,22.4,496,15.6,3791,926,24.4,518,355,68.5,1519,514,33.8,{57D9E7F7-7ED3-4767-BF08-EF6106D26C46},
-82.32973262805676,32.171267229557742,117,Santa Claus,118.60299683,0.18531699, , ,210,88.6,136,57.4,104,43.9,27,11.4,2,2.9,50,10,20,7,0,0,47,15,31.9,{5F75DBF7-C737-4121-81FD-9DF1793244F4},
-82.321484843021011,32.205265647399585,118,Lyons,5373.89013672,8.3967104, , ,3207,74.8,1847,43.1,1730,40.3,1081,25.2,166,11.8,1572,497,31.6,136,76,55.9,732,342,46.7,{B65D1548-5ABE-4695-A5DF-64201D5A9C21},
-83.937953525309595,33.034741581115348,119,Forsyth,3772.26000977,5.89415979, , ,2769,72.8,1243,32.7,1786,47,1034,27.2,84,7.5,1250,427,34.2,453,375,82.8,545,148,27.2,{0574B4B0-DFC9-4D97-A117-CABADF477754},
-84.09397346096101,32.863195841485776,120,Culloden,508.3460083,0.79429102, , ,225,80.9,126,45.3,145,52.2,53,19.1,0,0,101,26,25.7,30,21,70,34,6,17.6,{8C683FD6-69A7-4B4B-9074-C91455A7B3BE},
-82.741963171387042,31.038584958368478,121,Homerville,2244.97998047,3.50779009, , ,2024,82.5,925,37.7,1347,54.9,430,17.5,61,8,674,166,24.6,83,69,83.1,588,134,22.8,{0B635887-5A92-4FAD-9C76-FA6A57EF9138},
-82.572059374556972,30.688080067283366,122,Fargo,1765.01000977,2.7578299, , ,241,76.8,123,39.2,150,47.8,73,23.2,2,2.6,125,58,46.4,6,6,100,49,7,14.3,{9B172C24-AA24-40D7-A6D5-66EE2995D595},
-82.648878952020098,31.073219627348145,123,Argyle,1100.81994629,1.72002995, , ,141,58.7,61,25.4,89,37.1,99,41.2,5,15.2,113,68,60.2,19,16,84.2,54,10,18.5,{98BB0353-D6D9-48DB-B274-D58A1B2C436D},
-81.712179355767532,33.039956847216352,124,Girard,2050.07006836,3.20323992, , ,110,82.1,68,50.7,75,56,24,17.9,0,0,37,14,37.8,15,5,33.3,25,5,20,{343E555A-FAC4-4772-99B4-EA4D222F8169},
-82.202659241743433,33.301141015763186,125,Blythe,1811.68005371,2.83074999, , ,598,87.4,428,62.6,292,42.7,86,12.6,2,1.6,252,32,12.7,30,21,70,127,31,24.4,{7C86EB40-4018-4D29-A91A-FBBD639C8DC2},
-81.621748580766067,31.771642082963552,126,Walthourville,2471.05004883,3.86102009, , ,3409,84.4,2263,56,1463,36.2,632,15.6,91,6.7,1436,259,18,281,131,46.6,769,151,19.6,{8981F71D-9C02-4689-8202-A260F3C2F638},
-81.443784465609554,31.726436697167767,127,Riceboro,7284.56982422,11.38210011, , ,740,87.3,502,59.2,389,45.9,108,12.7,0,0,355,60,16.9,53,30,56.6,102,18,17.6,{9010E951-DB0C-4792-98DB-422603BB40D4},
-81.419132048241124,31.800413227515584,128,Midway,4136.24023438,6.46288013, , ,1658,83.9,1367,69.2,483,24.4,318,16.1,65,10.4,846,132,15.6,81,49,60.5,312,72,23.1,{C1A12F3F-636C-42E1-8354-CA58B740A521},
-81.621543345484753,31.826913467702919,129,Hinesville,13531.40039063,21.14290047, , ,26753,85.3,21712,69.2,8479,27,4609,14.7,542,5.6,12866,2650,20.6,1930,641,33.2,4987,767,15.4,{83504F66-C758-4378-B1F5-56B1C4BFB735},
-81.560452138446223,31.850564777313423,130,Flemington,3043.37988281,4.75528002, , ,676,82.4,624,76.1,179,21.8,144,17.6,19,9,373,74,19.8,48,6,12.5,143,45,31.5,{40FF4EEA-536F-4082-95FD-EA81B7B765B1},
-81.607719173160817,31.784049580810269,131,Allenhurst,709.18701172,1.10810006, , ,479,89.5,367,68.6,203,37.9,56,10.5,0,0,208,40,19.2,23,8,34.8,60,8,13.3,{44C63A0A-9B63-46C0-BE45-8F078441E800},
-83.292929885997893,34.172925455784728,132,Ila,493.30999756,0.77079701, , ,346,82.8,198,47.4,172,41.1,72,17.2,8,5.2,128,24,18.8,16,7,43.8,93,33,35.5,{33A2FEDC-6002-4D43-915C-954B58B532BD},
-83.293951044134715,34.015410785259,133,Hull,204.90899658,0.320171, , ,122,68.5,81,45.5,52,29.2,56,31.5,1,2.7,93,41,44.1,12,9,75,22,5,22.7,{670BCF78-EDCC-4840-A8E6-FAEE37C9973D},
-83.220142178231825,34.123290395795117,134,Danielsville,955.43200684,1.49285996, , ,811,92.2,591,67.2,307,34.9,69,7.8,0,0,319,27,8.5,39,15,38.5,114,27,23.7,{8E4141A1-3F91-4810-9A16-DE22ADC04711},
-83.126345209105196,34.062505248887611,135,Comer,2088.7800293,3.26372004, , ,934,73.8,701,55.4,348,27.5,332,26.2,61,19.6,512,130,25.4,31,23,74.2,265,118,44.5,{CE162CE8-98AD-41A8-B843-C02BA34715F2},
-83.213852923969498,34.037049941807751,136,Colbert,654.65997314,1.02291, , ,697,79,471,53.4,330,37.4,185,21,0,0,343,106,30.9,12,2,16.7,165,75,45.5,{14FFFB10-1AA5-43DF-AAF3-8D14D716AD15},
-83.038521414984245,34.042660753204856,137,Carlton,645.96002197,1.00931001, , ,206,70.5,164,56.2,87,29.8,86,29.5,8,21.1,124,44,35.5,14,12,85.7,58,22,37.9,{CF4ACF6F-D7B0-44E8-8573-83DAA1294215},
-83.407309454537014,33.86121799438439,138,Watkinsville,2114.80004883,3.30437994, , ,2488,90,2157,78,567,20.5,277,10,21,2.9,1252,162,12.9,116,35,30.2,303,59,19.5,{83BCDB8E-1910-4F0E-AA95-64773343A024},
-83.501545826008623,33.827348217760672,139,North High Shoals,1595.23999023,2.49255991, , ,593,82.9,501,70.1,128,17.9,122,17.1,10,4.3,297,53,17.8,32,30,93.8,92,29,31.5,{763B3077-7B06-4BA1-AD57-923078CD4862},
-83.437176296089063,33.817148123837413,140,Bishop,505.40200806,0.78969002, , ,269,96.8,255,91.7,62,22.3,9,3.2,2,1.7,118,5,4.2,2,0,0,26,2,7.7,{419E0CC2-0502-4473-BF3C-B023C19642F2},
-82.021194590528367,30.86027759194199,141,Homeland,1579.51000977,2.46797991, , ,904,79.2,611,53.5,366,32.1,237,20.8,40,14.4,427,133,31.1,74,33,44.6,208,31,14.9,{462CF709-CFA8-428A-8ED6-8B01894FEB33},
-82.007250843294685,30.839254892721545,142,Folkston,2684.97998047,4.19528008, , ,3710,80.8,2549,55.5,1694,36.9,879,19.2,22,3,1622,388,23.9,432,248,57.4,1014,213,21,{620B4DD2-2761-4FD1-9794-8D0045F71789},
-83.440530540702483,31.169337460060131,143,Sparks,2648.95996094,4.13898993, , ,1469,69.9,765,36.4,861,41,633,30.1,115,17.1,739,342,46.3,148,68,45.9,327,108,33,{06DD0330-1DC4-4F8D-8BE6-71E22E65E26C},
-83.467197057584897,31.267261924610054,144,Lenox,1039.22998047,1.62380004, , ,520,64.4,266,33,292,36.2,287,35.6,40,19,298,141,47.3,15,6,40,200,100,50,{3E72D98C-D53D-4EB0-BEEE-5F3A0D1505B7},
-83.390708196269429,31.046578522553055,145,Cecil,622.86700439,0.97322899, , ,219,67.4,125,38.5,101,31.1,106,32.6,29,38.2,129,34,26.4,12,12,100,76,31,40.8,{50DF5137-6E20-4256-9D00-AD682E41ACF6},
-83.425030299531798,31.131651734273799,146,Adel,5272.99023438,8.23904037, , ,3627,70.5,1963,38.1,2201,42.8,1520,29.5,310,19.9,1799,775,43.1,193,100,51.8,930,335,36,{126F852C-3C0E-4529-B1F5-3C8C2210C643},
-83.196856722726423,31.075660811639722,147,Ray City,570.49102783,0.89139199, , ,975,74.9,598,46,450,34.6,326,25.1,44,13.1,451,149,33,76,25,32.9,292,105,36,{BB1F380F-60A9-43F2-BEB7-0A4770341007},
-83.24857448472838,31.205147233283618,148,Nashville,3010.81005859,4.70439005, , ,3647,77.6,1790,38.1,2445,52,1051,22.4,166,13.2,1190,347,29.2,369,275,74.5,1012,263,26,{4415CE11-7E31-4D9E-BDCF-9154803EE32E},
-83.329024152991053,31.407612620467621,149,Enigma,2101.30004883,3.28326988, , ,761,72.3,370,35.2,417,39.6,291,27.7,18,6.1,400,172,43,43,28,65.1,255,73,28.6,{8CAC5128-72BD-4AC5-A8A4-27207966B1D5},
-83.223707115691639,31.383140222501396,150,Alapaha,657.05102539,1.02664006, , ,507,74.1,371,54.2,232,33.9,177,25.9,30,19,203,30,14.8,21,15,71.4,207,98,47.3,{99442F3D-306F-4050-B200-28C79503A04D},
-82.137122308158496,31.385285766687069,151,Patterson,1696.07995605,2.65013003, , ,710,81.7,570,65.6,238,27.4,159,18.3,22,10.8,324,75,23.1,40,12,30,183,48,26.2,{0C8AE638-FB4A-4C72-B355-B71AFEBA65CF},
-82.11319617826652,31.40883230659189,152,Offerman,2098.77001953,3.27933002, , ,310,71.8,204,47.2,132,30.6,122,28.2,17,22.4,215,79,36.7,5,0,0,85,26,30.6,{F8ED459F-3051-4064-8134-C58C476270FD},
-82.243011321746337,31.298911825827791,153,Blackshear,2876.04003906,4.49382019, , ,2665,79.5,1477,44,1687,50.3,689,20.5,222,21.8,876,278,31.7,121,98,81,586,91,15.5,{97B95050-708F-48A0-A0BC-49DBC5405D89},
-84.982264762118376,31.090060891355961,154,Jakin,793.72601318,1.24020004, , ,122,73.1,43,25.7,99,59.3,45,26.9,0,0,48,26,54.2,4,2,50,37,17,45.9,{FBBC6763-26A0-494B-82D1-E0849EC2D12E},
-84.71698907218412,31.298862585285853,155,Damascus,1132.14001465,1.76897001, , ,236,78.1,151,50,111,36.8,66,21.9,2,2.9,62,5,8.1,10,10,100,102,49,48,{9F513466-591F-4061-BEA1-0340DE5C66DA},
-84.094517585735446,32.560789526606904,156,Reynolds,1281.04003906,2.00162005, , ,1012,90.4,651,58.1,642,57.3,108,9.6,0,0,342,49,14.3,46,10,21.7,168,48,28.6,{FE8B5980-3DB8-46DE-A423-DF3A34B0C288},
-84.237718958843942,32.557035365373267,157,Butler,2089.52001953,3.26487994, , ,1395,83.9,813,48.9,770,46.3,267,16.1,2,0.7,600,110,18.3,109,40,36.7,391,115,29.4,{1392EAEC-513F-4064-ADB4-628EA5B3C450},
-84.124158240808299,34.436920629676159,158,Dawsonville,5251.16015625,8.20493031, , ,1883,75.6,1351,54.3,762,30.6,607,24.4,132,17.3,1011,289,28.6,122,79,64.8,258,107,41.5,{5E7536CB-46A3-40E9-A668-DCA7824C2279},
-82.719718273767796,32.726512628549038,159,Wrightsville,2307.27001953,3.60510993, , ,2460,83.2,1461,49.4,1313,44.4,497,16.8,51,7.1,1168,278,23.8,144,49,34,535,119,22.2,{183E2B5A-2837-48B3-9D4E-353C3C34D778},
-82.51352305415287,32.692186695680505,160,Kite,519.13299561,0.81114501, , ,202,66,87,28.4,146,47.7,104,34,17,18.3,74,42,56.8,17,16,94.1,79,29,36.7,{4D03C1CE-FF6C-4C94-BF52-E1EBF68E1EF8},
-84.922748347289883,31.382666107792989,161,Blakely,11303.59960938,17.66189957, , ,3732,80.2,2292,49.3,1987,42.7,921,19.8,84,6,1410,333,23.6,215,100,46.5,861,404,46.9,{05F19493-DE6B-43CB-9DD2-14B38AE13431},
-84.725398648571229,31.437807120762063,162,Arlington,2645.47998047,4.13356018, , ,1040,86.7,530,44.2,590,49.2,160,13.3,5,1.1,363,63,17.4,63,38,60.3,203,50,24.6,{E40FAFDE-F9F0-4E0C-B554-9284517ACC83},
-83.786454578134368,32.092503695560772,163,Vienna,3513.45996094,5.48978996, , ,2983,77.2,1434,37.1,1892,49,879,22.8,223,21.4,1195,286,23.9,139,62,44.6,950,308,32.4,{B5DAEFCA-5A38-46AD-853A-FC460E97719F},
-83.735620910335584,32.258273085514915,164,Unadilla,3891.67993164,6.08076, , ,1401,77.4,745,41.2,782,43.2,408,22.6,10,2.3,597,239,40,105,79,75.2,277,80,28.9,{9969B458-C457-42E5-AE64-D59C6F4D9735},
-83.759659084318443,32.195573579552352,165,Pinehurst,652.81097412,1.02002001, , ,354,78.3,223,49.3,176,38.9,98,21.7,11,9.4,159,45,28.3,13,8,61.5,61,34,55.7,{B3016D8C-0EE9-4943-8086-97F0B750302C},
-83.877467631544448,32.146540845210183,166,Lilly,385.16799927,0.601825, , ,198,83.5,74,31.2,132,55.7,39,16.5,3,3.6,67,21,31.3,11,0,0,66,15,22.7,{5BD27717-36FA-4D2F-9E25-EAC6FECCD467},
-83.928928427409673,32.22998236591301,167,Dooling,296.08099365,0.46262601, , ,291,83.4,135,38.7,216,61.9,58,16.6,5,4,134,26,19.4,16,12,75,47,15,31.9,{4ED13F45-2A53-4F61-AAC3-2FE19BA63B16},
-83.907242733746074,32.201638722050149,168,Byromville,231.59700012,0.36186999, , ,356,56.2,203,32.1,189,29.9,277,43.8,49,42.2,221,90,40.7,30,23,76.7,180,115,63.9,{E2F036EE-9B49-40D0-B38A-C0C9695E1EF1},
-82.742581616551661,33.735541383769856,169,Washington,4963.49023438,7.75544977, , ,3225,81.6,2160,54.7,1715,43.4,726,18.4,6,0.9,1388,417,30,181,133,73.5,743,170,22.9,{3DE174AC-A00A-4633-9BA9-574D0A16AA80},
-84.255178940936844,31.901107042870063,170,Smithville,1627.76000977,2.54338002, , ,404,67.6,265,44.3,174,29.1,194,32.4,16,11,229,85,37.1,44,34,77.3,126,59,46.8,{788DEF7A-47AB-4D99-9766-B8E01C52AE3D},
-84.16873151237742,31.732485899136158,171,Leesburg,3192.2199707,4.98784018, , ,2352,81.8,1846,64.2,734,25.5,522,18.2,140,13.8,1214,251,20.7,85,46,54.1,358,85,23.7,{4B0DC419-440C-415D-8A18-2895F91643F5},
-82.741985521397751,33.867370335925983,172,Tignall,1787.18994141,2.79249001, , ,483,80,215,35.6,319,52.8,121,20,3,1.8,145,31,21.4,34,34,100,159,53,33.3,{BD7CE9F3-5E32-4A21-A7D6-495724188547},
-82.903145834136581,33.79024859515004,173,Rayle,668.21099854,1.04408002, , ,186,82.3,78,34.5,137,60.6,40,17.7,0,0,65,23,35.4,6,3,50,52,14,26.9,{50CF9B3D-7A49-4DDC-90D4-9589961C39E4},
-84.192587173540943,33.117815815038583,174,Milner,1282.84997559,2.0044601, , ,830,72.6,506,44.2,431,37.7,314,27.4,5,1.3,481,210,43.7,84,62,73.8,111,37,33.3,{0605AC65-03E2-4EAA-B65B-C9DD2AE55D07},
-84.152611211434362,33.05105954956106,175,Barnesville,3904.5,6.10077, , ,5002,78.7,3473,54.7,2267,35.7,1352,21.3,148,11.4,2099,493,23.5,637,336,52.7,1480,375,25.3,{F40861EE-5A2A-48E5-B532-8457E0BFBF32},
-84.175988674016921,33.050914992717509,176,Aldora,165.79100037,0.25904801, , ,79,84.9,59,63.4,29,31.2,14,15.1,0,0,45,11,24.4,2,2,100,12,1,8.3,{0C06DC04-5997-46F5-B4BF-9C04206BA0EC},
-85.189220572916227,33.702590788146097,177,Waco,1177.44995117,1.83976996, , ,470,82.2,297,51.9,238,41.6,102,17.8,0,0,214,45,21,56,44,78.6,79,13,16.5,{4FF6EF02-860D-4302-A3DF-A0720ADFD283},
-85.285836343287826,33.733465012965418,178,Tallapoosa,6434.77978516,10.05430031, , ,2737,87.2,1943,61.9,1134,36.1,403,12.8,26,3,952,53,5.6,170,90,52.9,739,234,31.7,{2DB32AAD-062D-4722-AA80-A4EF826A8DCF},
-84.957425184973047,33.980590125957008,179,Braswell,2549.60009766,3.9837501,yes, ,246,73.9,143,42.9,118,35.4,87,26.1,8,6.7,132,37,28,13,10,76.9,61,32,52.5,{0A93D548-0593-4DB9-AB7D-DCC9052DCE28},
-83.77200936904886,34.478401013118884,180,Clermont,1855.34997559,2.8989799,yes, ,911,86.4,812,77,190,18,144,13.6,10,3.4,537,87,16.2,35,12,34.3,104,35,33.7,{ED822245-1552-4B24-AE27-48F7C0DCD3A6},
-84.285225195751494,33.383344464013682,181,Hampton,3516.64990234,5.49476004,yes,yes,5393,76.2,3637,51.4,2102,29.7,1683,23.8,313,11.6,2435,625,25.7,556,392,70.5,989,353,35.7,{C088E375-39BE-4315-B1F3-E2B12FFFCBEF},
-85.181398814958669,33.640789202680892,182,Mount Zion,5875.99023438,9.18124008,yes, ,1455,80.1,832,45.8,729,40.1,362,19.9,28,5.2,722,159,22,137,78,56.9,280,97,34.6,{07D03B53-CD4E-4C32-A2A7-B59CD5027227},
-84.462872879561473,33.44784150090986,183,Fayetteville,7014.47021484,10.96010017,yes,yes,14323,90.4,11908,75.2,4769,30.1,1513,9.6,185,4.2,6651,864,13,527,152,28.8,1858,294,15.8,{ED094690-E888-47F9-92EF-EEAE38FCFF77},
-84.411419799677887,33.362747275485248,184,Woolsey,537.23199463,0.83942503,yes,yes,152,96.2,145,91.8,51,32.3,6,3.8,0,0,52,2,3.8,7,3,42.9,23,1,4.3,{91823823-7650-49DD-BCA0-2D82232ADD1C},
-83.735353318185062,33.517825077122879,185,Mansfield,671.8460083,1.04975998,yes, ,315,90.8,250,72,112,32.3,32,9.2,4,5,140,14,10,15,9,60,47,5,10.6,{ACBC01D3-A195-4233-87A3-102CBA4ED280},
-85.180279374858941,33.803106667950892,186,Buchanan,1082.38000488,1.69121003, , ,651,70.8,404,43.9,320,34.8,269,29.2,27,11.8,359,132,36.8,50,39,78,153,71,46.4,{721AC23F-7B42-46CB-87C2-77BEE677598E},
-82.703137081920829,33.219887893722621,187,Mitchell,949.56799316,1.48370004, , ,154,81.5,124,65.6,41,21.7,35,18.5,13,27.7,93,13,14,4,4,100,29,5,17.2,{D8C3868D-66AA-4EDA-9C84-DD5116697807},
-82.595864064829186,33.23334181456881,188,Gibson,665.35498047,1.03962004, , ,433,81.7,239,45.1,275,51.9,97,18.3,6,4.4,173,60,34.7,9,5,55.6,68,23,33.8,{18099D32-9B79-48B7-A4CB-4E489425E092},
-82.638686513400287,31.519156978760947,189,Nicholls,1185.88000488,1.85293996, , ,784,80.9,348,35.9,489,50.5,185,19.1,0,0,291,96,33,68,28,41.2,203,61,30,{272BEAC5-39D9-4B5B-A328-7F9A758FFFFB},
-82.854321423723633,31.507330203451076,190,Douglas,8935.88964844,13.9623003, , ,8773,75.1,5221,44.7,4613,39.5,2904,24.9,449,14,4026,1210,30.1,328,215,65.5,2589,1000,38.6,{D27C82EA-6EFD-4DB2-9CCB-E1163AEB55FA},
-82.887714670713549,31.624799544126741,191,Broxton,2149.81005859,3.35908008, , ,826,76.8,411,38.2,520,48.4,249,23.2,25,10.1,282,79,28,42,11,26.2,309,134,43.4,{D711DA6E-C919-465D-B1DE-B3D41C06BB82},
-83.013718908425304,31.594447996491969,192,Ambrose,2006.40002441,3.13499999, , ,368,73.3,214,42.6,194,38.6,134,26.7,33,18.5,154,46,29.9,13,13,100,97,42,43.3,{979E9E85-B6BE-4B48-9D7D-CB1D5967DF52},
-83.343327100485979,32.686303571156586,193,Jeffersonville,2347.19995117,3.66750002, , ,807,76.1,400,37.7,500,47.2,253,23.9,40,15.3,259,97,37.5,21,16,76.2,339,94,27.7,{63C89877-1208-4321-9B89-8B3016ABAAA5},
-83.246061236578768,32.606019521072078,194,Danville,504.94299316,0.78897399, , ,183,77.9,126,53.6,86,36.6,52,22.1,0,0,66,10,15.2,9,0,0,79,42,53.2,{2E7794F5-5980-4866-A72F-8E6CEBA7B669},
