OBJECTID,MTAZ10,CTAZ10,TRACT10,TAD10,SD10,FIPS,COUNTY,ACRES,GlobalID,last_edited_date
2837,2837,13135038,13135050205,13135034,72,13135,Gwinnett,52.353468,{4EAD28A1-1F5C-4D2B-B8BC-2E71A78F6827},
2838,2838,13135038,13135050205,13135034,72,13135,Gwinnett,640.899837,{A8147309-B751-43A3-B7CB-3CFAEFC60E74},
2839,2839,13135037,13135050205,13135034,72,13135,Gwinnett,587.113371,{5784C0AA-C4D1-4E12-BCE6-1D50313F06E0},
2840,2840,13135039,13135050214,13135034,72,13135,Gwinnett,520.2378,{CA034B84-531B-4FBB-83BF-62BB3717FF93},
2841,2841,13135039,13135050214,13135034,72,13135,Gwinnett,243.362634,{BC879752-628A-47FC-A63C-604CC0D89113},
2842,2842,13135039,13135050214,13135034,72,13135,Gwinnett,555.053936,{9B0C7568-B7F3-4A52-B7D2-3CB981589D3E},
2843,2843,13135041,13135050214,13135034,72,13135,Gwinnett,350.252524,{3DDD7C35-D11B-4B8C-9D4D-01E180D74193},
2844,2844,13135040,13135050214,13135034,72,13135,Gwinnett,321.157098,{86782CA2-2E4A-43AF-94A4-C02FDEF6135E},
2845,2845,13135040,13135050214,13135034,72,13135,Gwinnett,703.721704,{89871F9C-9EF6-4399-AEBE-9E60EB425E0C},
2846,2846,13135053,13135050212,13135039,71,13135,Gwinnett,638.53298,{1354D564-0644-4550-975F-3276BD7EAE69},
2847,2847,13135054,13135050212,13135039,71,13135,Gwinnett,2059.476151,{EAEAE780-AFE7-4930-918D-7B8B66D72210},
2848,2848,13135055,13135050212,13135039,71,13135,Gwinnett,928.079954,{78BA7896-C3B1-433C-9EA0-479A75098C58},
2849,2849,13135056,13135050212,13135039,71,13135,Gwinnett,564.536842,{D59FCD9F-77C6-4F95-A9A5-6369037C4E1B},
2850,2850,13135052,13135050210,13135039,71,13135,Gwinnett,146.775724,{DB46C6A1-8553-4A26-9EDA-47ED4B200AA6},
2851,2851,13135052,13135050210,13135039,71,13135,Gwinnett,131.582974,{9D64323B-9F93-484F-91B3-7FD37B52FB14},
2852,2852,13135052,13135050210,13135039,71,13135,Gwinnett,390.631067,{647B020D-6045-4CE0-ADB5-319B1EFFF556},
2853,2853,13135051,13135050210,13135039,71,13135,Gwinnett,389.342404,{E716EE42-3B9F-493C-9465-F72BE85F6E1A},
2854,2854,13135051,13135050210,13135039,71,13135,Gwinnett,188.945232,{C0420AD8-5942-4E2D-8E0E-660F5A56FAEF},
2855,2855,13135050,13135050210,13135039,71,13135,Gwinnett,861.265851,{0E8FCF2C-AF05-478F-AF90-37841A41D1C5},
2856,2856,13135050,13135050210,13135039,71,13135,Gwinnett,476.519854,{5A8F340E-EBED-4F16-B3A6-3C73E9A9D68F},
2857,2857,13135050,13135050210,13135039,71,13135,Gwinnett,246.212235,{67C9BCF0-CBC8-4808-A6B1-BE9DDBE2A15B},
2858,2858,13135050,13135050210,13135039,71,13135,Gwinnett,334.022221,{B47EF03A-8DD7-44D3-97EC-C5F7844EFFF2},
2859,2859,13135073,13135050213,13135039,71,13135,Gwinnett,220.662282,{0FD2126A-F9D2-4E58-9F3E-E608A58ECEEE},
2860,2860,13135073,13135050213,13135039,71,13135,Gwinnett,420.523122,{CB4AE83B-5490-4566-A87F-73C96D722B17},
2861,2861,13135071,13135050213,13135039,71,13135,Gwinnett,745.969644,{E3B4061F-0D34-43EE-988C-4D172DAC7B3F},
2862,2862,13135071,13135050213,13135039,71,13135,Gwinnett,1548.596033,{45DA9F7E-79AF-40D9-BD2C-E62AFC8D5F83},
2863,2863,13135072,13135050213,13135039,71,13135,Gwinnett,1378.871178,{7CCCEC23-28A3-4D32-A710-F231C47C5D92},
2864,2864,13135076,13135050106,13135039,71,13135,Gwinnett,455.463889,{B9A7A582-A9D6-45D6-ADA3-8C2F90F7F0CE},
2865,2865,13135076,13135050106,13135039,71,13135,Gwinnett,1717.641552,{E6AF3E94-3741-4488-A249-AD70302F4305},
2866,2866,13135078,13135050106,13135039,71,13135,Gwinnett,640.552185,{CB0E3DEF-22FA-473C-9FD8-1DEE947A1053},
2867,2867,13135077,13135050106,13135039,71,13135,Gwinnett,1076.35478,{326D78D4-07D1-40E5-AD16-91290CE2A2F9},
2868,2868,13135075,13135050106,13135039,71,13135,Gwinnett,1112.886905,{82EEF2B1-7CE7-4724-8656-4A95FA6FD3B3},
2869,2869,13135075,13135050106,13135039,71,13135,Gwinnett,115.85198,{6FE03967-B7FB-465F-B71A-67BE0EA6D8FA},
2870,2870,13135074,13135050106,13135039,71,13135,Gwinnett,314.760191,{3005B4D2-7D85-409F-826A-47BA97D0CB40},
2871,2871,13135074,13135050106,13135039,71,13135,Gwinnett,513.745172,{2CDBF28A-E60C-4012-BD7F-77C63897BC8D},
2872,2872,13135059,13135050109,13135039,71,13135,Gwinnett,350.818129,{593E809F-DB4A-4E0C-9EC7-B4C7D9F85D10},
2873,2873,13135057,13135050109,13135039,71,13135,Gwinnett,896.067609,{3C217D01-20FB-45BF-8FCA-78A06EFCC946},
2874,2874,13135058,13135050109,13135039,71,13135,Gwinnett,919.737776,{4925E054-B5FF-4AB3-A1B2-1B09DBDE7C3C},
2875,2875,13135062,13135050108,13135039,71,13135,Gwinnett,1089.93405,{8484D4BF-24C3-4347-8E12-44CEBFD028E1},
2876,2876,13135060,13135050108,13135039,71,13135,Gwinnett,1126.918224,{3982E3A3-904E-4420-8C3D-FB9572BCA91F},
2877,2877,13135061,13135050108,13135039,71,13135,Gwinnett,1446.92283,{C86A5DC6-0C97-48E3-B1F5-3D7892110BDF},
2878,2878,13135065,13135050107,13135039,71,13135,Gwinnett,1729.25663,{88761678-3BA2-4569-B523-9C923E6F14E5},
2879,2879,13135065,13135050107,13135039,71,13135,Gwinnett,1186.734149,{75C0FB92-BD57-470A-BAD2-437BE4DA6634},
2880,2880,13135064,13135050107,13135039,71,13135,Gwinnett,798.714629,{FA72037E-298D-4882-978D-E96C10A685FE},
2881,2881,13135063,13135050107,13135039,71,13135,Gwinnett,860.668913,{BBE918C1-81A6-407D-80FD-40E829C640F3},
2882,2882,13135066,13135050103,13135039,71,13135,Gwinnett,1282.565298,{5E1FC105-EED0-4354-BFD9-FBC4B34A795A},
2883,2883,13135067,13135050103,13135039,71,13135,Gwinnett,1456.003014,{EED9E96C-C139-4336-AF36-3B2863F35D16},
2884,2884,13135068,13135050103,13135039,71,13135,Gwinnett,973.171789,{9820DEAE-19F1-4BD3-B790-1F7B51A46043},
2885,2885,13135069,13135050103,13135039,71,13135,Gwinnett,863.208123,{2077174A-8922-4DB5-B831-B2786114F51C},
2886,2886,13135070,13135050103,13135039,71,13135,Gwinnett,833.874377,{8125B33A-ACC2-4379-BBCE-36484B154488},
2887,2887,13135079,13135050105,13135039,71,13135,Gwinnett,692.357586,{C4CC5AD9-8329-4FC5-BFCD-CBB1E36F53DB},
2888,2888,13135079,13135050105,13135039,71,13135,Gwinnett,310.000986,{7BADF22B-C3B2-44A0-AE7E-835A02BA284D},
2889,2889,13135079,13135050105,13135039,71,13135,Gwinnett,962.789979,{819ABBDC-324A-4FFC-995D-20BE172BDCE2},
2890,2890,13135080,13135050105,13135039,71,13135,Gwinnett,607.444855,{E16760D3-0574-44AB-8E4B-87F4BBAC80FB},
2891,2891,13135080,13135050105,13135039,71,13135,Gwinnett,513.716677,{61726F4A-B7F9-4674-BC36-897A53C3EEA7},
2892,2892,13135080,13135050105,13135039,71,13135,Gwinnett,285.184952,{D7F9A128-ACCF-49AA-A66E-A65DFEC15A69},
2893,2893,13135080,13135050105,13135039,71,13135,Gwinnett,222.724425,{13BA7D5A-45BA-45D1-AA83-1D6987847469},
2894,2894,13135088,13135050606,13135039,71,13135,Gwinnett,907.580393,{872546BA-1541-4B73-96C6-EE1DB9E53D4B},
2895,2895,13135088,13135050606,13135039,71,13135,Gwinnett,537.830766,{8DFC6CF8-6AFA-4897-B70F-5618D64023A3},
2896,2896,13135087,13135050606,13135039,71,13135,Gwinnett,1286.822518,{8D586765-4C4D-4CBC-953C-7CFA7C5BDF2E},
2897,2897,13135085,13135050606,13135039,71,13135,Gwinnett,915.813109,{06AB1C55-1B3F-4CF2-BF78-48503DF5767B},
2898,2898,13135084,13135050606,13135039,71,13135,Gwinnett,433.112936,{A236EFCD-86E3-4D18-A6D8-1E4C8A29B613},
2899,2899,13135083,13135050606,13135039,71,13135,Gwinnett,1189.89642,{E58F6144-6C6D-4236-80BA-12CE0B19B808},
2900,2900,13135081,13135050606,13135039,71,13135,Gwinnett,363.232086,{0B5A7BF8-3D78-43ED-BA53-F72DF69CB733},
2901,2901,13135081,13135050606,13135039,71,13135,Gwinnett,860.872491,{B315CA03-D434-4460-8A6A-31BF05EAFA28},
2902,2902,13135082,13135050606,13135039,71,13135,Gwinnett,1424.774994,{3E59C027-4776-4CC9-A5EB-7F730913B3A8},
2903,2903,13135086,13135050606,13135039,71,13135,Gwinnett,1686.872101,{33E08368-810E-4AAF-B277-2AA9C6013302},
2904,2904,13135089,13135050609,13135039,71,13135,Gwinnett,459.104733,{86D35B22-BB70-4D62-BCD5-E25FD8596BE4},
2905,2905,13135089,13135050609,13135039,71,13135,Gwinnett,812.759476,{1D5B002C-D6F5-4961-B3BA-7BF95D1B4B2D},
2906,2906,13135090,13135050609,13135039,71,13135,Gwinnett,1605.345713,{0627278A-A893-49EA-9042-5DBEEE296960},
2907,2907,13135092,13135050609,13135039,71,13135,Gwinnett,2377.638,{7DF003A5-CC46-4021-9E6D-430442800ED5},
2908,2908,13135093,13135050609,13135039,71,13135,Gwinnett,114.695043,{C0819092-4392-401F-B874-AB64E15DC938},
2909,2909,13135091,13135050609,13135039,71,13135,Gwinnett,1019.732717,{D3CF126D-37B5-4681-994D-A2A07DA618E2},
2910,2910,13135091,13135050609,13135039,71,13135,Gwinnett,366.76887,{FC1221B6-3891-4A83-BBA8-35F5826DA610},
2911,2911,13135091,13135050609,13135039,71,13135,Gwinnett,221.666336,{D004561B-1725-41BA-B1EE-7E73630052E2},
2912,2912,13135091,13135050609,13135039,71,13135,Gwinnett,402.829727,{A51213BA-F755-46CC-8589-1C27EF28217B},
2913,2913,13135094,13135050610,13135040,71,13135,Gwinnett,1041.096356,{05A8C415-BFC6-4DC7-8577-0AA54B9ACCB4},
2914,2914,13135096,13135050610,13135040,71,13135,Gwinnett,510.762647,{FE5ED3F0-CEE1-4146-A128-ED5103167467},
2915,2915,13135097,13135050610,13135040,71,13135,Gwinnett,984.582744,{50C91741-4056-4C72-ACBF-A750A3B82290},
2916,2916,13135099,13135050610,13135040,71,13135,Gwinnett,1936.286435,{024B6769-4993-4DA7-A43F-66C7B1D05FA2},
2917,2917,13135098,13135050610,13135040,71,13135,Gwinnett,1153.387112,{020DC049-E3CE-4C67-AED1-630ED058F445},
2918,2918,13135098,13135050610,13135040,71,13135,Gwinnett,1782.496588,{32E42C8B-D356-4503-B252-7FD480259CDD},
2919,2919,13135095,13135050610,13135040,71,13135,Gwinnett,760.297946,{FB639844-5C2E-4CAC-9BAD-F4BDB5A2CB11},
2920,2920,13135105,13135050605,13135040,71,13135,Gwinnett,1530.788091,{D81E8185-E3B0-4BD9-82FF-F84514206E26},
2921,2921,13135106,13135050605,13135040,71,13135,Gwinnett,746.128884,{240AE10E-0F97-4962-A3C3-1956EE4CE6BA},
2922,2922,13135107,13135050605,13135040,71,13135,Gwinnett,989.055623,{87DEE3F7-9DE7-4028-B118-852198626A42},
2923,2923,13135108,13135050605,13135040,71,13135,Gwinnett,1053.499863,{C18B8254-3275-4923-A573-E70E75863969},
2924,2924,13135109,13135050605,13135040,71,13135,Gwinnett,822.518637,{DE0861DE-B0EE-406C-96DC-C8AAA90B1B62},
2925,2925,13135118,13135050208,13135040,71,13135,Gwinnett,588.386833,{C67405DE-9D1A-45A5-B15E-C0FF87F42644},
2926,2926,13135119,13135050208,13135040,71,13135,Gwinnett,491.051803,{1E2B2595-7243-47FA-A0D5-8854605AB727},
2927,2927,13135117,13135050208,13135040,71,13135,Gwinnett,692.353298,{6E82997E-BB7B-4717-9244-D74CA93CA473},
2928,2928,13135121,13135050528,13135040,71,13135,Gwinnett,750.190433,{5784260D-8EB3-4F40-8791-7E0EE5A719C4},
2929,2929,13135120,13135050528,13135040,71,13135,Gwinnett,613.141027,{1079810D-D1AF-42B0-AE8C-867B402511CC},
2930,2930,13135122,13135050525,13135040,71,13135,Gwinnett,122.132194,{6B5FDE17-8557-48F5-936E-E9167DDE7BCD},
2931,2931,13135122,13135050525,13135040,71,13135,Gwinnett,1184.646521,{5139CE1D-217A-4B8B-BD6E-B2A6AD9FA9B3},
2932,2932,13135123,13135050525,13135040,71,13135,Gwinnett,638.176489,{C3999AD9-EA8A-4702-A9DA-265EE6821820},
2933,2933,13135124,13135050525,13135040,71,13135,Gwinnett,258.367279,{A979C191-90FA-419E-B834-481F7AFAD3C2},
2934,2934,13135125,13135050527,13135040,71,13135,Gwinnett,891.964155,{8A6F8A42-4A8C-49F7-A85F-7D7ACFA56780},
2935,2935,13135126,13135050527,13135040,71,13135,Gwinnett,591.136592,{A4434843-88A0-4A42-96FA-F419A290AA92},
2936,2936,13135128,13135050523,13135040,71,13135,Gwinnett,607.549797,{8A2F8817-2BFA-4293-9609-BB07739D3870},
2937,2937,13135129,13135050523,13135040,71,13135,Gwinnett,354.219312,{A0F08946-1915-4F0B-9C3A-A9BAB1E1742F},
2938,2938,13135129,13135050523,13135040,71,13135,Gwinnett,119.03831,{E5F67FBB-3A69-4F7E-AB80-76032CB8DB09},
2939,2939,13135127,13135050523,13135040,71,13135,Gwinnett,827.801303,{92FD60DE-228D-4EC7-BA9D-8BE4CE786AA3},
2940,2940,13135114,13135050547,13135040,71,13135,Gwinnett,1050.307428,{E6F76270-AAFA-4AD0-9BBC-D70EF21AA13E},
2941,2941,13135116,13135050547,13135040,71,13135,Gwinnett,865.195664,{5744F2AA-4534-471A-A179-6DE390491A90},
2942,2942,13135116,13135050547,13135040,71,13135,Gwinnett,132.634668,{5A086495-D4CB-42D2-A2FC-8A65AB86C514},
2943,2943,13135115,13135050547,13135040,71,13135,Gwinnett,536.991044,{ED42E706-A5FA-4306-92CD-C17D6AC26A7F},
2944,2944,13135110,13135050548,13135040,71,13135,Gwinnett,1411.342239,{E993189A-4C7E-45F5-AAE3-F2FF8C9A523A},
2945,2945,13135112,13135050548,13135040,71,13135,Gwinnett,850.208289,{BEB68329-0EBE-4255-A7A7-A0B5048A2C4B},
2946,2946,13135111,13135050548,13135040,71,13135,Gwinnett,1451.434381,{2A1B1A85-0758-4EB7-AC41-96F0AF5FC4D7},
2947,2947,13135113,13135050548,13135040,71,13135,Gwinnett,152.717056,{59B144CF-9556-4ED0-B213-51EAF68419D7},
2948,2948,13135113,13135050548,13135040,71,13135,Gwinnett,530.296447,{2C94C558-9D9F-403C-8CBE-63977A394F80},
2949,2949,13135113,13135050548,13135040,71,13135,Gwinnett,571.145324,{7B4C9706-F14B-4366-BB69-031F0CC12E6B},
2950,2950,13135103,13135050607,13135038,73,13135,Gwinnett,826.761634,{BDFEB038-E375-44DA-AB88-016B93BC228F},
2951,2951,13135102,13135050607,13135038,73,13135,Gwinnett,1069.89898,{D74E31B5-B353-445C-B021-0FDDD371D563},
2952,2952,13135104,13135050607,13135038,73,13135,Gwinnett,1145.522953,{F61E46AE-E137-418B-B08D-63A6A971AB1C},
2953,2953,13135104,13135050607,13135038,73,13135,Gwinnett,224.978686,{50020BC3-9C01-47A9-988A-4203D38A8511},
2954,2954,13135101,13135050607,13135038,73,13135,Gwinnett,1550.020614,{86BEEEEB-1E8E-4092-A23A-98C9BB2873E1},
2955,2955,13135100,13135050607,13135038,73,13135,Gwinnett,2088.675322,{65104CA4-EEDF-4AB4-90FA-557D7FB4A8F1},
2956,2956,13135207,13135050608,13135038,73,13135,Gwinnett,1219.365216,{4736E5C8-B6EE-4D56-958C-610B3DE4E990},
2957,2957,13135207,13135050608,13135038,73,13135,Gwinnett,1368.831022,{C3F592D6-3AD2-4BD5-9182-AC119870563A},
2958,2958,13135207,13135050608,13135038,73,13135,Gwinnett,540.888455,{6CB5EAA9-87AE-4007-A48E-402B4A407112},
2959,2959,13135207,13135050608,13135038,73,13135,Gwinnett,1210.255444,{432088ED-9D4C-4403-A29E-5560B798B43E},
2960,2960,13135205,13135050608,13135038,73,13135,Gwinnett,313.186558,{652DEBC2-0FB5-4A27-85A3-BA7D906824FB},
2961,2961,13135205,13135050608,13135038,73,13135,Gwinnett,306.570824,{45F09FEF-FB69-4FBC-B966-62B289B45C22},
2962,2962,13135205,13135050608,13135038,73,13135,Gwinnett,561.815538,{3EFCCF09-D0E6-4948-8BED-1484AB0D6105},
2963,2963,13135205,13135050608,13135038,73,13135,Gwinnett,913.374471,{48EF8F92-9DAB-4F88-99D5-4F247EACB138},
2964,2964,13135208,13135050608,13135038,73,13135,Gwinnett,627.458969,{162B6DD3-3DA2-49A6-A388-1E74DE6EEE52},
2965,2965,13135208,13135050608,13135038,73,13135,Gwinnett,1980.192175,{C3ED429F-CA9A-4793-8E3D-9BF0746CEFC2},
2966,2966,13135208,13135050608,13135038,73,13135,Gwinnett,1098.611446,{8D272B64-DE31-42E7-8757-87E7D2C5006B},
2967,2967,13135211,13135050608,13135038,73,13135,Gwinnett,893.981322,{A45A0B5A-69E2-4A4A-A978-39BE39A822F8},
2968,2968,13135211,13135050608,13135038,73,13135,Gwinnett,1441.179238,{A53DAE97-763F-415C-893C-073D3E01D888},
2969,2969,13135210,13135050608,13135038,73,13135,Gwinnett,927.807678,{E4BFAC9C-8AF2-4255-BF4B-984B37E025D6},
2970,2970,13135210,13135050608,13135038,73,13135,Gwinnett,1421.593819,{C1D8AD2A-41A0-4F27-BF93-0650E49C9F81},
2971,2971,13135210,13135050608,13135038,73,13135,Gwinnett,1909.836852,{96F32371-0B7C-4801-B185-0CFFA1299385},
2972,2972,13135210,13135050608,13135038,73,13135,Gwinnett,1071.765963,{45A1C84C-2530-4F48-B645-3DAB0C1284DA},
2973,2973,13135209,13135050608,13135038,73,13135,Gwinnett,2149.462611,{4EDEB42A-7253-4636-A80A-BA2215BDEC54},
2974,2974,13135206,13135050608,13135038,73,13135,Gwinnett,1353.716012,{E3BCF186-0B09-4C37-A0CB-DC38B959085C},
2975,2975,13135204,13135050545,13135038,73,13135,Gwinnett,490.939908,{6EE98C18-DDBB-48AB-A931-A1AAAF7C0D4D},
2976,2976,13135204,13135050545,13135038,73,13135,Gwinnett,974.315379,{55160363-E843-4AD4-88C1-51EFFB5DCC08},
2977,2977,13135203,13135050545,13135038,73,13135,Gwinnett,604.27292,{C543EEC1-512B-4369-9694-F27AA080349E},
2978,2978,13135202,13135050545,13135038,73,13135,Gwinnett,609.557345,{08F98309-5647-4FA7-AC85-F8E47F7FC046},
2979,2979,13135202,13135050545,13135038,73,13135,Gwinnett,361.708836,{20B979E1-8FF8-4251-9902-11BA45082777},
2980,2980,13135202,13135050545,13135038,73,13135,Gwinnett,276.405382,{948F8BA8-D331-4624-A613-E383C191F1F3},
2981,2981,13135202,13135050545,13135038,73,13135,Gwinnett,11.203713,{8615430C-16ED-4D31-B0B9-7AC7EC07AC92},
2982,2982,13135217,13135050546,13135038,73,13135,Gwinnett,55.089099,{C12C5B97-D375-4623-9ACD-FBC77122D865},
2983,2983,13135217,13135050546,13135038,73,13135,Gwinnett,390.13172,{A4BDE4F8-AF3D-43CE-B717-CBD9D38888D4},
2984,2984,13135216,13135050546,13135038,73,13135,Gwinnett,639.115838,{8029267A-5EDD-4F2E-B961-ABD46D14510F},
2985,2985,13135215,13135050546,13135038,73,13135,Gwinnett,728.537098,{D4F4FDBF-CCCA-48A1-896F-85A997DA9F9F},
2986,2986,13135214,13135050546,13135038,73,13135,Gwinnett,981.945173,{BFD7D3C5-121A-4BFD-B79C-0A533883DABC},
2987,2987,13135213,13135050546,13135038,73,13135,Gwinnett,1050.531829,{3B4863AA-0D03-4BDB-86D6-AB59153AB9D5},
2988,2988,13135212,13135050546,13135038,73,13135,Gwinnett,90.907593,{3F169014-4812-4435-B8CE-609CF7317804},
2989,2989,13135212,13135050546,13135038,73,13135,Gwinnett,410.925398,{8C9F1462-784C-4311-8B5D-D0C1055DD0CA},
2990,2990,13135212,13135050546,13135038,73,13135,Gwinnett,788.948446,{836E3DEB-1D37-4BC7-8426-2BBF42066C67},
2991,2991,13135224,13135050727,13135038,73,13135,Gwinnett,791.739528,{FFDE3165-FD58-4FC0-83A2-FD2509E766EC},
2992,2992,13135223,13135050727,13135038,73,13135,Gwinnett,1509.653188,{091F973C-EF2D-4693-B0AE-76DED26565A0},
2993,2993,13135222,13135050727,13135038,73,13135,Gwinnett,1861.438604,{3DD447AE-54FF-4E07-B122-CA3BF9CE90B7},
2994,2994,13135227,13135050724,13135038,73,13135,Gwinnett,564.774549,{77CB3BD0-C6BC-46E1-A5E7-AB8AB039093E},
2995,2995,13135228,13135050724,13135038,73,13135,Gwinnett,1006.149507,{F2122E80-CD53-4685-ACAA-205E551D2723},
2996,2996,13135229,13135050724,13135038,73,13135,Gwinnett,217.526913,{72F9075D-C5B0-4102-8A82-A5358BECBD7D},
2997,2997,13135229,13135050724,13135038,73,13135,Gwinnett,110.409664,{A7BB891F-778F-4C83-B34A-1014F8F5D108},
2998,2998,13135230,13135050724,13135038,73,13135,Gwinnett,1094.667067,{5A062CFD-E6D7-43CD-918A-B195490D9590},
2999,2999,13135230,13135050724,13135038,73,13135,Gwinnett,615.006331,{A56B489F-A379-4BB8-823B-571AA340DA5C},
3000,3000,13135231,13135050724,13135038,73,13135,Gwinnett,120.534806,{BE32E3F5-E905-4502-8D6E-5F9844AD149E},
3001,3001,13135231,13135050724,13135038,73,13135,Gwinnett,1999.078817,{B4DC9A62-09F2-4B0D-A33E-A14BE8D87BD6},
3002,3002,13135232,13135050724,13135038,73,13135,Gwinnett,749.87878,{2638EB9D-49ED-4FB9-976B-EC2F8AD939E2},
3003,3003,13135218,13135050726,13135038,73,13135,Gwinnett,1110.516598,{996A31C2-CAE2-49F9-BAD4-A343D7A40E9F},
3004,3004,13135221,13135050726,13135038,73,13135,Gwinnett,1397.121725,{B9922D3D-944A-40FA-A8DC-B060886D57D9},
3005,3005,13135220,13135050726,13135038,73,13135,Gwinnett,2029.52648,{D9F45E95-0E3D-414B-BFAD-750647CB7EE9},
3006,3006,13135219,13135050726,13135038,73,13135,Gwinnett,3318.089596,{EF1F0568-5BBE-49C9-A2EA-24E1D0B2B086},
3007,3007,13247001,13247060102,13247059,92,13247,Rockdale,294.224478,{3501432E-3684-4305-B6E9-227BD788027B},
3008,3008,13247001,13247060102,13247059,92,13247,Rockdale,264.063262,{E3F70618-38F1-4AFC-9C6A-390E3EE3B2A7},
3009,3009,13247001,13247060102,13247059,92,13247,Rockdale,1732.368786,{0D497532-0EE6-45C2-A801-AF21AA0FCC68},
3010,3010,13247001,13247060102,13247059,92,13247,Rockdale,1359.530906,{3118C8C8-3590-4C3A-B12D-9D61E3D97C67},
3011,3011,13247001,13247060102,13247059,92,13247,Rockdale,324.179599,{CD156D09-0F3C-459C-A5D3-6A83D74A6F82},
3012,3012,13247001,13247060102,13247059,92,13247,Rockdale,449.881591,{70FE3734-E45C-4955-B955-4D7B9CAED3E9},
3013,3013,13247002,13247060102,13247059,92,13247,Rockdale,696.705855,{3B1188FB-B930-4E3E-A4F7-49116E357839},
3014,3014,13247002,13247060102,13247059,92,13247,Rockdale,3321.610188,{BA9CCC45-E73B-499A-8BE3-7F3ACE24D4EB},
3015,3015,13247002,13247060102,13247059,92,13247,Rockdale,842.270403,{5722D919-4005-4929-B843-4AC7B8C227BC},
3016,3016,13247002,13247060102,13247059,92,13247,Rockdale,139.454562,{352F7A89-B51C-4681-916B-54424D7D0583},
3017,3017,13247004,13247060102,13247059,92,13247,Rockdale,294.986697,{B8A8A033-C93D-4CFD-834D-F4E38F865D65},
3018,3018,13247004,13247060102,13247059,92,13247,Rockdale,844.817069,{C60C7196-EBFD-45D9-AEA7-53C303A99876},
3019,3019,13247004,13247060102,13247059,92,13247,Rockdale,324.045345,{B87C2A30-499A-4160-A231-F21319AA8C5D},
3020,3020,13247004,13247060102,13247059,92,13247,Rockdale,371.928519,{9080F0F9-F516-4DF8-BA25-C07EA2F2BE13},
3021,3021,13247004,13247060102,13247059,92,13247,Rockdale,598.264789,{44C94333-4BEE-4CFA-B8CA-8568FA7BEC38},
3022,3022,13247004,13247060102,13247059,92,13247,Rockdale,1295.485968,{9B9E69F5-ECCD-4E4A-985D-726F5318A924},
3023,3023,13247003,13247060102,13247059,92,13247,Rockdale,1431.53463,{F27AA91D-016F-4063-8749-7A888AC1C9CE},
3024,3024,13247003,13247060102,13247059,92,13247,Rockdale,1734.996361,{1F2ED605-9941-44E1-A972-56583FCA9535},
3025,3025,13247003,13247060102,13247059,92,13247,Rockdale,473.726165,{85280C13-3E6F-40D3-B019-4B5496EB9FF3},
3026,3026,13247003,13247060102,13247059,92,13247,Rockdale,595.521232,{FFAFB6B9-C89D-467E-A8CD-EA9677DE5D3B},
3027,3027,13247006,13247060101,13247059,92,13247,Rockdale,1115.154784,{1DDFFBDA-AFEE-4C93-AAA4-2D58D53549DD},
3028,3028,13247006,13247060101,13247059,92,13247,Rockdale,493.674674,{122CA0C2-F606-4CB7-968F-C5A88803B47A},
3029,3029,13247005,13247060101,13247059,92,13247,Rockdale,598.319169,{95C7EA6D-E968-42EF-84E6-EDEF4472F363},
3030,3030,13247005,13247060101,13247059,92,13247,Rockdale,661.830371,{4259EBB6-9708-4408-816F-AD33FB8E8FAE},
3031,3031,13247005,13247060101,13247059,92,13247,Rockdale,341.600315,{FE68B0F4-F5F6-4C4D-9FA4-57AC7EFD9D26},
3032,3032,13247005,13247060101,13247059,92,13247,Rockdale,706.421685,{42BAE195-9CFB-4889-94E2-0899A5AC488B},
3033,3033,13247007,13247060101,13247059,92,13247,Rockdale,1641.584078,{1C469A29-8214-4370-9570-92DE04F738FE},
3034,3034,13247007,13247060101,13247059,92,13247,Rockdale,1060.400884,{004EBBC2-7B43-4660-9E93-060FCCB231C5},
3035,3035,13247007,13247060101,13247059,92,13247,Rockdale,432.068481,{0AB23E00-6BBD-475D-A4F5-FFCF9704C959},
3036,3036,13247011,13247060309,13247059,92,13247,Rockdale,563.09195,{7909F05E-20D2-44DF-A0BA-6313F2924F51},
3037,3037,13247010,13247060309,13247059,92,13247,Rockdale,556.860796,{DD8BB512-E2EF-4830-98C6-A432859D7DA1},
3038,3038,13247010,13247060309,13247059,92,13247,Rockdale,211.551303,{2EFEF4E6-F99C-4A8A-953E-0EBF43DA5D7D},
3039,3039,13247012,13247060309,13247059,92,13247,Rockdale,686.240963,{1DE81DAE-1FE0-43AB-B054-2C7A22B49F1A},
3040,3040,13247012,13247060309,13247059,92,13247,Rockdale,59.722844,{0227F1EA-4BAB-454E-B32E-505BD681C015},
3041,3041,13247013,13247060308,13247059,92,13247,Rockdale,490.070443,{42FB764D-16AE-46F5-BB11-5205331A3BE5},
3042,3042,13247015,13247060308,13247059,92,13247,Rockdale,1026.610894,{632BE241-C187-478C-A9A4-A18CC3C2A682},
3043,3043,13247014,13247060308,13247059,92,13247,Rockdale,485.808609,{851554DC-9481-415F-A22B-A8A27234189A},
3044,3044,13247017,13247060304,13247059,92,13247,Rockdale,31.519027,{036874A4-D0B6-44EF-8462-54AC2E46C7E5},
3045,3045,13247017,13247060304,13247059,92,13247,Rockdale,259.862275,{EC1E750F-8F30-4816-95DB-896BBBC6D747},
3046,3046,13247017,13247060304,13247059,92,13247,Rockdale,103.934502,{B9F17D63-801C-4E17-80A5-9CD7CE5512B8},
