OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_user,Percent_BA_or_Higher,Median_household_income,Change_in_Total_Jobs__2015_2040,GlobalID,Pop_Chng_per_SqMi_2000_2010,Chng_AgForFshHnt_jobs_2015_2040,Change_Mining_jobs_2015_2040,Chng_Util_Sect_jobs_2015_2040,Chng_Const_jobs_2015_2040,Chng_Manuf_jobs_2015_2040,Chng_Whlsl_Trade_jobs_2015_2040,Chng_Retail_Trad_jobs_2015_2040,Chng_Trans_Wareh_jobs_2015_2040,Chng_Info_jobs_2015_2040,Chng_Finance_jobs_2015_2040,Chng_RealEs_Rent_jobs_2015_2040,Chng_ProSciTech_jobs_2015_2040,Chng_Mgmt_Comps_jobs_2015_2040,Chng_Ad_Wst_Mgmt_jobs_2015_2040,Chng_Educ_Svcs_jobs_2015_2040,Chng_HealthSocAs_jobs_2015_2040,Chng_ArtsEntRec_jobs_2015_2040,Chng_AccFoodSvcs_jobs_2015_2040,Chg_OthrNotPubAd_jobs_2015_2040,Chng_PubAdmin_jobs_2015_2040,Chg_Pct_AgFoFiHu_jobs_2015_2040,Chng_Pct_Mining_jobs_2015_2040,Chg_Pct_Util_Sec_jobs_2015_2040,Chng_Pct_Const_jobs_2015_2040,Chng_Pct_Manuf_jobs_2015_2040,Chng_Pct_WhlslTr_jobs_2015_2040,Chg_Pct_RetailTr_jobs_2015_2040,Chg_Pct_TranspWH_jobs_2015_2040,Chng_Pct_Info_jobs_2015_2040,Chng_Pct_Finance_jobs_2015_2040,ChgPct_RlEs_Rent_jobs_2015_2040,ChgPct_ProSciTec_jobs_2015_2040,ChgPct_MgmtComps_jobs_2015_2040,ChgPct_AdWstMgmt_jobs_2015_2040,ChgPct_EducSvcs_jobs_2015_2040,ChgPct_HlthSocAs_jobs_2015_2040,ChgPct_ArtEntRec_jobs_2015_2040,ChgPct_AcFoodSvc_jobs_2015_2040,ChPct_OthNotPubAd_job_2015_2040,ChgPct_PubAdmin_jobs_2015_2040
280,13151070111,701.11,ARC 10,SDE,18.8,44290,1093,{B9B466F8-D87A-43D2-9A7E-379BCCC673B3},578.6,0,0,0,74,-5,1,117,61,-1,44,28,91,6,127,1,42,20,106,73,308,0,0,0,0.3,-1.1,-0.1,-6.2,-1.9,-0.4,-1.6,-0.4,1.8,-0.7,0.4,0,1.4,0,-1.9,0.4,9.9
281,13151070107,701.07,ARC 10,SDE,35,73967,181,{9B9199C5-3274-48A5-853E-1233D31CCDD8},136.8,0,0,0,14,0,0,1,0,0,4,0,10,0,18,58,27,0,10,23,16,0,0,0,1.3,-0.1,0,-3,-0.1,0,-0.6,0,-0.1,0,0.1,-0.6,3.4,0,-0.8,0.3,0.3
282,13151070109,701.09,ARC 10,SDE,22.9,69362,16,{16A9BC25-DCD4-4DBD-BEE4-2509EB381553},102.7,0,0,0,3,0,1,-2,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,2.3,0,0.7,-11.8,0,0,0,0,-0.2,0,-0.5,0,10.4,0,0,-1,0
283,13151070110,701.10,ARC 10,SDE,20,67588,364,{F76445B9-62B1-4C01-A141-BC737FDB9E55},108.4,0,0,0,153,0,5,0,18,0,15,6,42,0,36,3,25,0,55,7,-1,0,0,0,6.8,0,-1.1,-0.6,-2.4,0,1.7,0.4,3.4,0,-0.7,0.1,-1.1,0,-5.6,0.2,-0.9
284,13151070108,701.08,ARC 10,SDE,29.7,56061,370,{044144E1-62E1-4278-9E42-12093D145E33},337.6,0,0,0,18,0,0,187,0,0,-2,-2,8,0,17,42,72,0,21,9,0,0,0,0,0.8,0,0,1.4,-0.2,0,-0.8,-0.7,0.1,0,-1,0.7,4.3,0,-3.9,-0.6,0
285,13151070306,703.06,ARC 10,SDE,31.1,65311,1027,{459DA522-C79C-47CF-B175-18EE4BE45D23},461.8,0,0,0,100,-20,139,10,181,-4,24,44,99,0,186,36,133,3,71,67,-42,0,0,0,1.4,-1,0.1,-1,1.1,-0.2,0.1,0.6,1.3,-1.1,1.4,0.3,2.1,0.1,-0.9,0.8,-4.9
286,13151070104,701.04,ARC 10,SDE,35.1,59686,2621,{54C5BED7-ACDC-4974-BE90-F42894AC3858},718.3,0,0,0,146,-3,26,279,2,0,241,174,246,8,315,121,719,4,284,59,0,0,0,0,1,-0.6,-0.8,-3.5,-0.1,-0.4,-0.1,-2.8,1.8,0,1.1,0.1,7.5,0,-1,-2.2,-0.1
287,13151070202,702.02,ARC 10,SDE,36.4,81520,1314,{F50319B9-8739-4BD1-A6C9-5959A7114D08},256.4,0,0,0,154,1,3,13,2,0,33,20,96,0,397,335,203,2,18,35,2,0,0,0,1.8,-0.6,-0.5,-0.9,-0.5,0,-0.9,-0.7,1.6,0,1.8,-7.1,6.3,0,-0.6,0.1,0.1
288,13151070305,703.05,ARC 10,SDE,26.9,73719,3481,{8DD4C79E-1599-40DC-B925-7DA925D3E92E},180.5,0,0,-88,349,0,6,538,3,0,88,354,259,9,519,246,271,44,854,29,0,0,0,-8,3.5,0,-0.1,-0.6,-0.1,0,-0.1,1.6,2.3,-0.1,0.9,-0.5,3.5,-0.2,-2.2,0.1,0
289,13151070304,703.04,ARC 10,SDE,16.1,38261,8212,{4EFCBB7C-E4D5-40BE-B3B8-F52C2B751C7A},533.3,0,0,-1,287,17,131,35,166,-20,45,68,199,4,558,909,1896,24,178,165,3551,0,0,-0.1,0.7,-4.3,-1.7,-4,-0.8,-0.8,-1.4,-0.2,-0.9,-0.2,-0.9,-3.1,8.7,-0.7,-1.8,-0.2,11.7
290,13151070106,701.06,ARC 10,SDE,17.9,52314,3042,{FD1ECB52-7080-4CD3-A945-2EC88DCA5A1F},120,0,0,0,367,0,6,385,142,-1,199,46,104,9,607,244,58,73,370,415,18,0,0,0,3.7,0,-0.4,1.2,0.3,-0.3,-2,-0.2,1.1,-0.2,-0.4,-4.4,0.7,-0.4,-1,1.6,0.4
291,13151070203,702.03,ARC 10,SDE,25.1,80566,1589,{2F513ECF-C26C-478F-B132-0458B1978B3F},223.8,-3,0,0,363,51,9,32,11,0,51,89,132,0,233,136,125,151,178,29,2,-1.4,0,0,7.3,-0.1,-0.6,0.3,-0.1,0,0,0.2,1.4,-1.5,0.7,-10.2,3.2,0,0.6,0.4,-0.2
292,13151070402,704.02,ARC 10,SDE,18.5,61583,359,{4B711900-BEE4-4B2F-8602-EE2D358FB706},158.9,0,0,0,110,-1,3,0,0,0,30,8,49,0,31,74,38,0,23,3,-9,0,0,0,7.7,-0.8,-0.4,-0.1,-0.6,0,0.9,-2.9,3.4,-1,-0.2,-3.7,4.6,0,-0.7,-1.9,-4.3
293,13015960101,9601.01,ARC 20,SDE,31.7,74848,133,{9CD6633C-DF61-48D1-A401-6563B6D6BB4D},12.2,0,0,0,13,23,0,1,12,0,15,0,20,0,23,0,10,0,5,1,10,0,0,0,1.9,-8.1,0,-0.8,-6.7,0,2.5,0,4.9,0,0.9,0,2,0,0.5,-0.1,3.1
294,13015960402,9604.02,ARC 20,SDE,14.2,43032,2275,{19D493E0-87F4-4103-A786-3D3378B4ADCF},154.4,0,0,0,543,-204,81,76,348,-9,95,158,-196,275,248,394,185,14,112,110,45,0,0,0,5.8,-15.6,-0.5,0.2,2.2,-0.5,0.4,0.4,-4.6,3.9,1.8,2.7,2.2,-0.3,0.3,0.9,0.6
295,13015960901,9609.01,ARC 20,SDE,16,45375,897,{D3E073A5-19AE-4160-8A01-3D99A415ECD3},6,-2,0,0,170,11,25,9,297,0,36,0,12,0,166,84,23,0,9,57,0,-1.1,0,0,1,-6.2,-3.7,-0.2,2.9,0,0.5,0,0.4,0,2.4,0.8,0.9,0,0.1,2.1,0
296,13015960102,9601.02,ARC 20,SDE,17.2,59920,1335,{807472CB-C726-43DF-9341-8C41594FF1BC},24.6,-1,0,0,368,264,11,95,48,-6,66,22,82,0,182,87,33,0,26,46,12,-0.2,-0.1,0,7,-6,0,0.1,-5.7,-0.4,0.9,0.3,1.6,0,2.3,-1,0.6,0,-0.2,0.5,0.3
297,13015960802,9608.02,ARC 20,SDE,8.7,23381,667,{E340E57B-F9E0-4562-BD37-86DF36DF97DE},57.9,0,0,0,339,0,38,60,0,0,33,34,147,1,14,0,0,1,0,0,0,0,0,0,19.3,0,-25.7,2.8,0,0,-1,-1.4,7.4,-0.2,-1.4,0,0,0.1,0,0,0
298,13015961000,9610,ARC 20,SDE,14.8,64450,1692,{59863F32-043B-42B7-AB5A-25E5FEAD26AA},31.8,0,0,18,330,5,10,19,96,0,65,105,243,0,316,84,50,10,42,0,299,-0.3,0,-10.6,2.9,-2.3,-0.4,-0.3,0,0,0.3,0.7,4.3,0,-0.3,-1.9,1.1,0.3,-0.1,-0.1,6.8
299,13015960801,9608.01,ARC 20,SDE,12.7,50481,625,{822D2824-0084-4534-9EA6-56917E4BA4B3},43.9,0,0,0,118,3,21,7,7,0,16,25,32,0,87,242,2,35,10,20,0,0,0,0,4.4,-6.6,-2,-0.3,-0.1,0,0.4,0.7,1.3,0,2.1,5.5,0.1,0.3,0.1,-2.6,-3.1
300,13015960300,9603,ARC 20,SDE,16.7,58203,577,{1C5F9E47-3012-492D-914F-DE12AAF4AD09},41.6,0,0,0,44,-6,4,2,4,0,3,148,25,0,29,136,0,0,25,12,151,0,0,0,1.6,-3.1,-0.5,-0.2,-0.6,0,-0.1,1.9,1,0,-0.4,0.9,-0.1,0,-9.8,0.1,9.4
301,13015960902,9609.02,ARC 20,SDE,21.9,57540,207,{3EA8CA22-6F87-4A18-B181-A002444FA6B7},78,0,0,0,29,-5,6,0,0,0,0,43,25,0,17,53,8,0,17,14,0,-0.5,0,0,3.4,-3.8,-2.6,-1.8,-1.1,0,0,3,1.8,0,0.4,2.6,0,0,-2.6,1.4,0
302,13015960500,9605,ARC 20,SDE,7.3,40651,855,{1F3B3BEB-F448-494D-85CA-2C0BE986C9D1},231.2,0,0,0,139,50,15,109,92,-6,39,12,52,0,121,15,115,3,17,61,21,0,0,0,1.9,-7,-1.1,-6.2,2.7,-0.5,1.1,0.4,1.9,-0.1,1.3,0.6,4,0.1,-1,1,0.9
303,13015960600,9606,ARC 20,SDE,28.6,41764,2732,{45061D45-C596-4241-8D42-FA39850DA51F},140.7,-1,0,0,191,-52,42,14,6,-5,93,89,364,8,203,308,530,131,190,125,496,0,0,0,1.4,-6.1,-0.5,-1.3,-0.7,-0.2,-0.6,0.4,0.4,-0.1,0.7,1.8,4.4,0.7,-0.1,0.7,-0.6
304,13015960200,9602,ARC 20,SDE,11.7,44905,1295,{E8358EDE-D91D-470E-B9BE-7757045EED47},44.7,0,19,0,32,-56,26,11,29,0,40,45,23,0,131,374,172,0,137,37,275,0,0.1,0,0.5,-10.4,-0.1,-1.9,-0.1,0,-0.5,0.6,0.4,0,1,3,3.2,0,-0.7,0.5,4.4
305,13015960401,9604.01,ARC 20,SDE,15.2,45718,3576,{0DC06473-3D2E-451B-8BD6-D86C58D6B96B},425.7,0,0,-9,215,6,20,44,375,0,39,72,70,0,137,31,2269,33,75,44,155,0,0,-0.8,0.8,-2.2,-0.4,-3.1,-4.5,0,-0.6,0,0.3,0,-1.1,0.3,12.8,-0.5,-1.6,0,0.4
306,13015960803,9608.03,ARC 20,SDE,17.5,48558,2461,{212AD461-7E19-4A14-BD13-B398AD1D881D},22.8,-1,0,0,468,4,21,51,6,0,100,150,307,0,454,220,104,328,9,0,240,-0.4,0,0,6.8,-15.2,-0.6,0.5,-0.4,0,0.4,0.7,4.6,-0.1,3.1,-1,1.5,2.5,-0.3,0,-2.3
307,13015960700,9607,ARC 20,SDE,12,37589,5703,{9E8A91F0-82DB-4054-A68D-05F7DDC2D20A},53.3,-2,3,0,107,12,44,183,121,-15,154,207,1018,3,298,225,1473,31,1227,589,25,-0.1,0,0,0.3,-0.8,-0.5,-5.4,-0.2,-0.8,-1.6,0,0.1,0,-0.1,-0.2,8.1,-0.6,3.5,3.8,-5.3
308,13135050319,503.19,ARC 10,SDE,14.5,38545,934,{C76C3BEF-AE28-4F07-87B6-ADFF542FA3F1},-660,0,0,0,144,-26,263,-4,3,-18,0,29,17,21,130,139,88,60,15,1,72,0,0,0,2.3,-1.4,-0.2,-1.1,-0.2,-1.2,-0.1,0,-0.3,-3.3,0.8,1.9,1.7,0.7,-0.4,-0.1,0.7
309,13135050219,502.19,ARC 10,SDE,41.4,67209,1833,{2617B674-F47F-4040-98C9-0DBC87E5698F},-331.8,0,0,0,84,0,2,-5,5,-7,-10,-3,-2,0,24,150,1088,0,8,3,496,0,0,0,0.2,-0.1,-0.8,-1.3,-1.4,-1.1,-1.5,-0.4,-1,0,-2,0.3,6.1,0,-1.3,-0.3,4.2
310,13135050211,502.11,ARC 10,SDE,16.1,30067,1733,{C384932E-7221-4FB9-B056-099284DD2AB5},-947.7,0,0,0,28,-32,8,132,0,-12,61,353,314,-3,241,97,191,9,196,101,49,0,0,0,0.4,-1.8,-0.3,-7.6,0,-0.8,-0.2,3.5,3.7,-0.9,1.7,0.9,2.5,-0.1,-2.4,1.1,0.5
311,13135050215,502.15,ARC 10,SDE,43.7,50850,5360,{F1DBC1CA-D07A-480C-A9F2-1C24A16F85CE},444.6,0,0,0,747,-28,188,335,20,-14,946,120,1147,14,874,21,555,12,165,251,7,0,0,0,2.8,-1.3,-0.5,-3.6,0,-0.3,-0.8,0.1,0.9,-1.3,1.9,0,2.4,-0.1,-0.7,0.7,0
312,13135050216,502.16,ARC 10,SDE,57.8,103000,6096,{E2147C02-FC07-41E0-8EF1-50C039C86A0A},637.8,0,0,-2,705,184,257,222,32,-10,456,695,1462,9,801,519,348,13,199,198,8,0,0,-0.1,2.3,-4.6,-3.4,-1.2,0,-0.4,-1.9,1.4,4.3,-0.8,1.7,0.5,1.8,0,-0.2,0.3,0.1
313,13135050527,505.27,ARC 10,SDE,43.4,73125,222,{E01CB12B-B315-4C41-B58A-5D368DAE8E78},76.5,0,0,0,16,0,7,0,1,-2,1,0,6,0,18,69,37,-5,18,0,56,0,0,0,1,-0.2,-0.1,-0.1,0,-1.9,0,-0.5,-0.6,-0.2,-0.2,0.6,4.9,-3.6,-1.1,-0.1,1.9
314,13135050549,505.49,ARC 10,SDE,33.9,64672,35,{6C84F06E-B3D4-49F8-B57D-66B06A66CA7D},235.3,0,0,0,12,0,5,-11,0,0,-2,-1,-1,0,5,1,21,-2,7,1,0,0,0,0,2.5,0,1,-5.1,0,0,-0.9,-0.3,-0.6,0,0.6,0.2,4.1,-0.5,0,-0.2,-0.7
315,13135050540,505.40,ARC 10,SDE,31.9,52607,1022,{E698C1E1-E076-40DF-8437-65D5247805E1},544.1,0,0,-15,30,0,6,-22,0,-5,-9,23,54,0,50,43,755,3,98,10,1,0,0,-1.4,0.6,-0.1,0,-7.3,0,-0.7,-1.6,0,0.7,0,-0.8,0,16.2,0.1,-5.1,-0.4,0
316,13135050722,507.22,ARC 10,SDE,28.3,59609,172,{3B9CCC8C-83E9-467D-9AF4-70351A7918DE},422.9,0,0,0,5,0,0,-6,0,0,0,2,5,-2,8,0,157,0,3,0,0,0,0,0,0.5,0,0,-12.1,0,0,0,0.3,-0.6,-2.9,-0.8,-0.2,20.5,-1.8,-1.3,0,-1.5
317,13135050729,507.29,ARC 10,SDE,25.9,49063,624,{E3266934-891E-4FCC-B0E4-7656456DE1ED},222,0,0,0,0,0,0,53,2,0,10,52,20,2,78,246,6,0,142,11,2,0,0,0,0,0,0,-4.9,0,0,-0.3,0.7,0.9,0.1,1.2,4.5,0.3,-0.1,-2.8,0.3,0.1
318,13135050725,507.25,ARC 10,SDE,31,62092,359,{B925CA12-519C-4888-B2D5-7DD893C08261},280,0,0,0,172,0,16,6,0,0,11,0,71,0,33,7,21,0,6,16,0,0,0,0,8.3,0,-1.3,-5.4,-0.2,0,-0.5,-2.6,0.9,0,0,0.1,1.3,-0.3,-0.4,0,0
319,13135050730,507.30,ARC 10,SDE,26.4,68792,384,{417CC9A9-A990-42CD-A23C-CF9C289E053E},613.3,0,0,6,52,4,16,17,0,0,42,71,8,1,63,6,17,16,14,49,2,0,0,-1,3.5,0.1,-0.6,-8.5,0,0,1.3,3.8,0.2,-0.2,2.3,0,1.1,-2.2,-1.7,1.6,0.2
320,13135050728,507.28,ARC 10,SDE,34,72409,2479,{019DD759-5BB9-476B-BF5D-7F7BB9E28A97},629.2,0,0,6,864,19,18,7,0,-23,44,7,629,0,358,353,149,0,15,31,2,0,0,-1.3,11,-0.4,-0.4,-0.2,-0.1,-2.1,0.1,0,-8.9,0,1.6,-0.7,2,-0.1,-0.4,0.1,-0.3
321,13135050731,507.31,ARC 10,SDE,27.7,69423,1123,{DA692F92-46E9-4BF2-929E-15A30F957382},753.9,0,0,0,108,224,1,46,1,-1,59,28,88,2,348,93,64,6,10,36,10,0,0,0,2,4.7,0,-6.2,-0.1,-0.2,0.1,0.3,1.3,0,6.2,0.1,1.5,0,-9.7,0.1,-0.1
322,13135050609,506.09,ARC 10,SDE,34.6,77059,1525,{E5B79031-4168-4CE0-A6BA-1842575826A9},591.4,0,0,0,418,0,9,-18,0,-4,73,21,428,0,17,372,154,4,19,30,2,0,0,0,8.7,0,-3.6,-5.6,-0.2,-0.7,-0.2,0,7.4,0,-4.3,2.8,2,-1.8,-3.7,-0.3,-0.4
323,13135050610,506.10,ARC 10,SDE,47.2,92233,2293,{ED17F8C0-E721-4B49-82F0-4F46664BC536},593.4,0,3,0,180,18,20,63,9,-2,27,59,578,-1,259,32,403,231,331,78,5,0,-0.1,0,1.1,-0.1,-0.8,0.4,-0.2,-0.6,-2,-0.5,6,-0.5,-0.2,-0.5,1.4,-1.3,-2.1,-0.2,0.1
324,13135050541,505.41,ARC 10,SDE,17.3,31194,68,{02635D56-9E79-4AAF-A497-E9CCF925F77B},442,0,0,0,9,-4,0,0,0,0,6,14,12,2,3,0,0,0,26,0,0,0,0,0,2.4,-7.1,0,0,0,0,-1.6,2.4,3.8,0.9,0.3,0,0,0,-1.4,0,0
325,13135050524,505.24,ARC 10,SDE,19.4,43182,800,{33799A9D-8F3C-4765-B6CE-0027B26DFF36},348.5,0,0,0,25,0,11,4,0,0,47,39,64,0,52,126,328,26,27,29,22,0,0,0,0.4,-0.2,-0.4,-1,0,0,-4.1,-0.5,-0.1,0,-0.6,-1,12.1,-1.6,-1.9,-0.1,-0.9
326,13135050547,505.47,ARC 10,SDE,35.9,81607,1321,{D00CFD89-8A42-490D-843E-F40CD48F1E90},323.3,0,0,0,509,1,1,59,59,0,53,48,255,0,119,24,122,23,21,27,0,0,0,0,5.8,-0.9,-0.1,-4.9,-2.5,-0.1,-0.6,-0.2,2.7,-0.2,-0.9,-0.4,3.1,-0.5,-0.7,0,0
327,13135050523,505.23,ARC 10,SDE,34.3,50336,3289,{84ECD4A3-6313-4054-8401-A34ACB5A05A5},691,0,0,0,188,-24,47,165,1,-5,76,570,155,-47,270,88,1203,189,329,82,2,0,0,0,0.8,-2.3,-2.2,-2.4,-0.1,-0.6,-0.3,1.9,-0.1,-1.6,-0.2,-3.4,12.2,0.5,-1.9,-0.1,0
328,13135050724,507.24,ARC 10,SDE,37.1,58232,1138,{6857E7CB-8495-4153-8F22-07662B971DD2},962.5,0,3,0,107,-1,5,10,1,-2,21,21,102,0,59,251,332,-54,59,11,213,0,0,0,1.5,-0.1,0,-6.7,-0.2,-0.3,-0.3,-0.1,0.2,0,-0.3,0.9,7.6,-2.4,-1.3,-0.2,1.9
329,13135050543,505.43,ARC 10,SDE,36.7,75458,824,{9C9D8811-32D1-4D63-A42E-35F54C2B3C26},1206.5,0,0,0,67,8,1,142,0,0,20,44,5,8,54,6,251,83,91,42,2,0,0,0,2.4,-0.3,-0.1,-9.1,0,0,0.2,1,-4.4,0.1,-4.2,0,10,1.7,1.4,1.2,0.1
330,13135050545,505.45,ARC 10,SDE,25.6,52641,939,{5A5FFA41-741F-4E13-AA43-770EE0322720},1447.5,0,0,0,467,-94,90,28,25,-4,39,38,99,0,99,4,29,4,22,39,54,0,0,0,10.7,-10.4,-2.8,0.2,-0.5,-0.6,0.8,0.4,2.2,0,0.9,0.1,0.1,0.1,-0.5,0.1,-1
331,13135050727,507.27,ARC 10,SDE,39.1,88889,872,{90B0C5B4-9C50-49E7-8D13-F25DCEB31991},613.8,0,0,0,124,8,10,24,0,0,68,38,104,0,130,196,119,5,19,26,1,0,0,0,3.6,-1.7,-0.6,-3.3,-0.1,0,-3.1,0.5,2.8,-0.1,0.9,-0.3,4.5,0,-1.2,0.2,-2.3
332,13135050548,505.48,ARC 10,SDE,29.4,81417,3311,{C3780AE4-410F-4573-9300-B138E70B695C},626.2,-2,0,-10,1072,-239,223,7,139,-1,51,82,157,0,286,222,1048,2,43,45,186,-0.1,0,-0.5,6.6,-6.5,-1.1,-0.6,0.3,0,-1.2,0.4,0.2,0,0.6,0.8,8.1,0,0,-0.2,-6.9
333,13135050546,505.46,ARC 10,SDE,33.4,67764,552,{EE5BFC22-6A4F-4F20-8D8D-B93220E474E8},1339.1,0,0,0,42,-1,6,29,0,0,13,6,72,0,57,171,42,7,18,89,1,0,0,0,1.9,-0.3,-0.3,-2.6,-0.2,-0.2,-0.8,-0.2,2.3,0,0.6,-2.7,1.3,0.1,-0.2,2,-1.1
334,13135050726,507.26,ARC 10,SDE,28.1,69406,319,{05CC95B5-72CB-48F9-9CC4-A25D100733E3},379.3,-3,26,0,86,-1,5,13,0,0,6,29,17,0,17,60,34,2,6,20,2,-2.8,-0.3,0,6.3,-1.1,-0.3,-0.5,-0.8,0,0.2,1.4,-0.2,-0.2,-0.6,-5,3.9,0.2,-1.8,1.1,0.2
335,13135050608,506.08,ARC 10,SDE,29.1,66935,2733,{D68E5AAC-D23E-4949-BF9A-A2204DBB6262},228.3,-2,0,0,527,4,34,181,159,0,40,23,168,10,345,159,353,6,141,35,550,-0.9,0,0,1.8,-0.4,-4.1,-1,0.9,0,-0.5,-0.4,1.1,-0.7,-2,-5.3,3.5,0.1,-1.2,-0.5,9.7
336,13135050607,506.07,ARC 10,SDE,33.3,77500,1692,{7AC475F4-ADB4-4224-B4AA-02B181705616},930.9,-1,0,0,41,-1,12,67,42,-3,10,17,121,0,315,627,171,29,125,80,40,-0.1,0,0,0.5,-0.1,-0.3,-2,-12.3,-0.2,0,0.1,1.4,0,2.9,6.2,2.5,0.1,0.2,0.8,0.4
337,13135050542,505.42,ARC 10,SDE,23,45020,1686,{79C25C4F-CA73-4A5C-8DB9-079DA51EF016},1649.3,0,0,0,185,-4,169,-32,4,-7,-185,179,443,-8,193,112,539,-2,85,14,1,0,0,0,1.3,-0.1,0.4,-1.9,-0.1,-0.1,-7.2,0.9,1.8,-0.3,0.8,0.8,4.6,0,-0.3,-0.5,0
338,13135050536,505.36,ARC 10,SDE,30.3,55875,4714,{5F02013E-80E8-458F-ACC0-A1E4A8806BE0},239.7,0,0,0,120,-102,205,27,68,-14,46,106,84,2,62,25,3731,16,91,239,8,0,0,0,0.6,-3.5,-1.4,-1.1,-0.2,-0.5,0.1,0.2,0.2,-0.1,-3.3,0.1,8.9,0,-0.3,0.6,0
339,13135050537,505.37,ARC 10,SDE,20.6,34273,609,{F286D1D6-ED0F-4191-A7A9-81F4372669C6},660,0,0,0,61,-46,5,91,0,-35,58,10,272,21,10,4,90,14,0,52,2,0,0,0,1,-2.1,-0.6,0.8,-4.2,-1.2,0.3,0,4.5,0.4,-1.5,0.1,1.6,0.3,0,0.8,0
340,13135050539,505.39,ARC 10,SDE,19.1,42944,468,{C8BC4616-5E36-431C-B78E-F82BFA8F56AE},1246.7,0,0,0,9,-2,36,25,0,0,3,0,6,1,51,127,188,1,13,10,0,0,0,0,0.4,-1.1,-5.3,-7.8,0,-0.1,-0.5,0,0.2,0.1,-0.4,2.2,13.1,0.1,-1.1,0.2,0
341,13135050544,505.44,ARC 10,SDE,37.3,67736,1371,{EBD3959F-908B-429E-8FD5-DC5506E4D69D},1249.2,0,0,0,81,0,6,39,8,-1,31,45,152,0,224,277,100,-1,307,95,8,0,0,0,1.6,0,0,-1.6,0.1,-0.2,-1.1,0.7,2.9,0,2.3,-2.1,1.7,-0.1,0.5,-4.6,0.2
342,13135050535,505.35,ARC 10,SDE,34.7,50947,408,{BF987FC8-9151-429B-A2CB-D9780AEB117C},551.2,0,0,0,23,-222,3,7,1,0,6,2,21,0,120,349,20,-5,43,25,15,0,0,0,0.6,-14.4,0,-0.2,0,0,0,-0.1,0.2,0,2.6,9.2,0.6,-0.2,0.7,0.6,0.4
343,13135050532,505.32,ARC 10,SDE,32.2,51467,328,{80F233A3-B682-46B8-9147-D7E1E54E0EDD},1328.2,0,0,0,36,12,5,9,19,-1,4,91,76,0,37,0,17,0,8,15,0,0,0,0,-0.8,-4.1,-1,-3.6,0.4,-1,0.6,0.9,6.5,0,0.5,0,1,0,0.1,0.4,0
344,13135050534,505.34,ARC 10,SDE,23,53898,89,{55435C4F-9085-4FC1-8161-95AA0CEA9A94},1034.4,0,0,0,42,-1,8,-5,6,0,-2,0,-1,0,4,0,36,0,2,0,0,0,0,0,6.6,-0.7,0.8,-4.2,-4,0,-1.6,0,-0.9,0,-0.4,0,5.3,0,-0.5,-0.4,0
345,13135050723,507.23,ARC 10,SDE,28,66667,224,{CD5DCB6E-75F4-452C-83D8-D11FC4279876},284.7,0,0,0,43,-1,2,-1,6,-1,1,0,20,0,32,80,17,0,22,4,0,0,0,0,1.9,-0.1,0.1,-4.6,0,-0.2,0,-0.2,0.8,0,1.1,-0.1,0.9,0,0.3,0.1,0
346,13135050435,504.35,ARC 10,SDE,17.6,50625,1980,{F5209003-1F09-499C-BAC4-BB64A05CEA46},68.8,0,0,-1,23,-2,13,20,32,-4,57,98,95,0,142,423,628,1,118,335,2,0,0,-0.1,0.1,-0.4,-0.2,-1.6,-0.9,-0.5,-1.7,-0.3,0.3,-0.2,-0.5,-0.7,9.8,0,-2.8,0.1,-0.6
347,13135050531,505.31,ARC 10,SDE,31.1,51603,75,{0400501E-D199-459C-BFF3-79BA6B97BF04},560.7,0,0,0,29,0,6,8,0,0,1,7,5,0,5,0,10,-1,4,1,0,0,0,0,5.2,-0.4,0.4,0.1,-0.2,-0.2,-1.5,-2.5,-0.3,0,-0.4,0,1.5,-0.8,-0.4,-0.6,0
348,13135050533,505.33,ARC 10,SDE,24.8,60631,191,{B28C126B-AFD6-4959-BB43-FDFC8B8F4E49},776.8,0,0,0,14,0,1,-3,0,0,-1,4,8,0,11,137,12,0,3,5,0,0,0,0,1.2,0,-0.1,-4.2,0,0,-1,0.5,-0.8,0,-0.4,6.5,1.3,0,-0.9,0,-1.8
349,13135050436,504.36,ARC 10,SDE,17.7,42972,715,{E4FE7B45-C3BB-4E76-BD49-9F6869DD21B4},684.1,0,0,0,79,-7,10,-28,6,0,-8,-8,1,0,37,60,543,-14,38,6,0,0,0,0,1.7,-0.8,0.2,-6.6,-0.5,0,-1.2,-0.9,-0.9,-0.2,-0.8,-1.3,14.5,-1.2,-1.9,-0.1,0
350,13135050433,504.33,ARC 10,SDE,27.8,34298,20,{A6C4B957-2C79-4CCC-9EA1-97F7DA2C8AF8},450,0,0,0,0,-1,1,1,0,0,0,0,13,0,2,0,0,0,1,3,0,0,0,0,0,-5.1,-0.3,-5.8,0,0,0,0,12,0,-0.7,0,0,0,-2.5,2.3,0
351,13135050432,504.32,ARC 10,SDE,30.3,56946,242,{EDCC4288-7DDC-4256-87FE-43F8B060B9CE},243.2,0,0,0,20,0,4,2,0,0,9,19,61,0,14,0,100,0,10,3,0,0,0,0,0,-0.3,-1.5,-3.8,-0.8,0,-1.4,-1.5,1,0,-1.1,0,12.1,0,-2.3,-0.4,0
