OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_1__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp1_HousTranCsts_Pct_Income,Tp1_HousCosts_Pct_Income,Tp1_TranspCosts_Pct_Income,Tp1_AnnVehicleMilesTraveled
767,13089021911,219.11,ARC 10,24355,219.58,{618EF8F3-0E09-4F24-B82D-E19B211D6F58},-1460,35.61,21.14,14.47,16208
768,13089020802,208.02,ARC 10,42679,121.87,{41898EA1-9137-4E31-BCA4-CB8AD68E7DCB},447.3,46.88,29.82,17.06,18495
769,13089021416,214.16,ARC 10,53555,263.78,{729F30ED-58B0-43F6-9DE5-0761F097E3FA},-2486.7,44.3,29.83,14.47,15187
770,13089021413,214.13,ARC 10,32076,255.04,{76BEB1F0-F28B-497E-A0C1-2E5D18BEFB21},2352.5,43.88,29.97,13.9,14702
771,13089021411,214.11,ARC 10,88681,193.61,{430924C5-B31D-4945-8755-613B9B69A5B1},736.7,44.9,29.8,15.1,16046
772,13089020400,204,ARC 10,83378,212.98,{E4E569FD-05C3-41EB-85D3-80F1A17BAF12},612.5,47.03,31.55,15.48,15497
773,13089020300,203,ARC 10,104311,144.54,{F3DF41B3-88D1-4A9A-A397-401BD60ADBCD},452.9,49.27,32.8,16.47,17063
774,13089020100,201,ARC 10,159362,136.69,{2A571CFC-881E-4CF2-92C1-A727665053A8},-82.5,52.17,35.07,17.1,17053
775,13089023802,238.02,ARC 10,32204,87.45,{38F2E66A-1CC5-40EF-BB72-C350412AFC34},-25.4,44.68,27.33,17.35,19430
776,13089023801,238.01,ARC 10,48450,95.51,{733C2FF8-66D1-454B-995E-B834E386F22E},-660,48.34,30.16,18.19,19914
777,13089023700,237,ARC 10,25772,105.76,{0C5DC0BD-B427-4CB2-BC17-E0F8AA8C132C},-349.4,45.72,28.54,17.17,18827
778,13089023506,235.06,ARC 10,42477,93.47,{AC2199F8-53F7-48A1-9BAF-A301134BC414},-751,48.27,29.77,18.51,20481
779,13089023505,235.05,ARC 10,41853,63.63,{9CC345CA-C5FA-49A7-940B-22CC2920C440},-751.3,48.61,29.38,19.23,21128
780,13089023427,234.27,ARC 10,55322,56.07,{5822F8B6-8F0F-47DF-BA90-645E321F2D5B},-261.7,51.94,31.21,20.74,23682
781,13089023424,234.24,ARC 10,55779,62.56,{AB43A019-68C0-4D3E-8998-033B143BBF04},538.1,50.96,30.68,20.28,22669
782,13089023422,234.22,ARC 10,51231,68.03,{07D33DD9-C343-4DBA-8D40-C8D31F41EC6D},288,51.78,31.5,20.29,22878
783,13089023421,234.21,ARC 10,42159,147.64,{08FCF019-D84B-4645-B68A-61E6B2050178},955,44.9,27.55,17.36,19514
784,13089023315,233.15,ARC 10,62793,53.12,{6FD695B6-29FC-494F-A265-65CD290992B4},266.4,53.71,32.16,21.55,25190
785,13089023314,233.14,ARC 10,45861,59.33,{1775E566-7069-4677-A585-330064E5E0CC},-519.5,49.54,30.02,19.52,21883
786,13089023115,231.15,ARC 10,,,{4B1C247B-259D-4D06-B06C-02EF2C2AB777},2356.7,,,,
787,13089023413,234.13,ARC 10,54648,69.42,{4431FA38-7FD3-43CE-AFCF-E2296CD46AE2},-381.9,52.7,32.44,20.26,22348
788,13089023414,234.14,ARC 10,54151,75.54,{E98581DF-AA1C-46A1-84CE-EB906955F87D},-411.1,51.36,31.78,19.58,21835
789,13089023206,232.06,ARC 10,45893,63,{2F4CF592-2FFA-420F-8118-74FAF2D4F671},-172.9,49.29,29.99,19.3,21424
790,13089021907,219.07,ARC 10,63097,42.45,{FC99433B-FB6D-461C-A3E4-2E01759FECAE},103.8,51.25,31.72,19.53,22108
791,13089023204,232.04,ARC 10,53931,90.98,{FF161C91-7D09-498E-8DFF-8741BEFEC9A0},-113.1,51.46,31.81,19.64,21790
792,13089023113,231.13,ARC 10,27410,192.96,{364600C2-6106-4A6B-87B4-DD0F2D6FA01F},-1697.5,38.19,23.48,14.71,16240
793,13089022010,220.10,ARC 10,40123,101.42,{9F0BCA7A-695E-459C-9676-258807E2BE10},182,48,30.72,17.28,19003
794,13089023111,231.11,ARC 10,56050,49.62,{96ED2206-A0F5-4B37-9070-8CE3FE016607},-176.7,50.85,31.44,19.41,21637
795,13089021814,218.14,ARC 10,32896,246.52,{215EAEB2-3B85-4055-8350-1CA1955F438E},-40,40.68,26.3,14.38,16012
796,13089021409,214.09,ARC 10,43307,216.59,{0925BECC-DAC2-4C88-BC1F-18B565F7BA76},-1357.5,43.22,28.85,14.37,15741
797,13089021218,212.18,ARC 10,53820,251.17,{86F62B83-42FF-4EC5-8A1D-E6BB34DD7DAC},1124.5,44.24,30.11,14.13,15541
798,13089023507,235.07,ARC 10,43929,61.24,{16258533-8935-4A2B-B694-8B94B2EB075D},-386.4,48.71,29.49,19.22,20904
799,13089023412,234.12,ARC 10,44942,73.15,{016B702E-7C10-4FFD-845F-5307A32E523A},-276.8,51.24,32.01,19.23,21398
800,13089023416,234.16,ARC 10,57057,63.87,{69754731-879C-400C-BD2B-FDD88EB0AD73},317.3,51.55,31.79,19.76,22369
801,13089023102,231.02,ARC 10,41028,119.62,{231FB484-6F8D-45BD-B76D-F2C584FCDE73},-410,46.42,29.63,16.79,18292
802,13089023000,230,ARC 10,62400,110.45,{74E64A91-0309-478B-80CE-F8800F890B0C},-54.3,48.91,31.8,17.11,18057
803,13089021906,219.06,ARC 10,39966,107.2,{A0D41FB3-E753-4B79-A5DB-DAA7687877D5},-615.8,47.41,29.26,18.15,19970
804,13089021217,212.17,ARC 10,73927,112.92,{C9D0E3D5-F44A-4C0B-9583-90CAEA6AC749},-768.3,51.61,33.77,17.84,18932
805,13089021215,212.15,ARC 10,88346,189.54,{FAC11547-3B1A-4BF5-AD72-F8DE09FB5275},1816.9,51.38,37.11,14.27,14912
806,13089021414,214.14,ARC 10,39250,279.72,{1FFC9CBD-7905-4459-812C-978124FE6B5E},-1117.5,37.91,24.97,12.94,14003
807,13089021101,211.01,ARC 10,116250,91.51,{745ABD0E-FA82-4E64-A768-DB3901EA2550},583.1,53.14,34.23,18.91,19783
808,13089023316,233.16,ARC 10,60406,128.25,{DAC85FA8-CCA6-43A1-A945-038EEF6B5D7D},277.4,52.39,32.01,20.39,23226
809,13089023313,233.13,ARC 10,46058,68.71,{33DBEDEC-61A6-4904-8502-98AF94528E91},-11.6,51.98,31.81,20.17,23089
810,13089022900,229,ARC 10,66985,69.72,{1D0F1C94-1C39-435C-A4E2-7C38AF1AE8DE},-465.3,47.63,29.75,17.88,18990
811,13089022800,228,ARC 10,84341,115.29,{916CA848-FBBC-4917-8ACE-E1FBF7B54339},-90,49.3,31.8,17.5,18592
812,13089022600,226,ARC 10,65921,194.25,{4AD6B764-6636-4199-9BCB-F6B2726F31EA},595,46.49,31.33,15.17,15790
813,13089022500,225,ARC 10,67756,187.17,{88A6B3CE-8220-4175-BC0F-B9387D52F1B3},151.8,46.44,31.01,15.44,16176
814,13089022100,221,ARC 10,35250,92.5,{3914D452-5FBF-4F75-95B0-2A8CB58D6D20},-21.5,45.34,29.06,16.28,17925
815,13089022005,220.05,ARC 10,31778,114.98,{65CDE161-2E6A-4E0F-B24C-8309010ACD59},-692.3,42.66,26.44,16.22,17980
816,13089023214,232.14,ARC 10,48961,98.76,{62AB8C21-B818-4D74-9D45-BD52896869FC},188.1,46.16,28.98,17.18,19246
817,13089022203,222.03,ARC 10,38182,84.41,{80294A67-32F6-460B-B0A4-CF777F4C4ABD},482.7,41.46,26.29,15.17,16416
818,13089022009,220.09,ARC 10,26720,251.51,{8AD9B712-55EA-4849-B149-8B0BA1CD72A8},-1125.7,38.97,25.27,13.7,15216
819,13089021913,219.13,ARC 10,33221,160.79,{C071C9F5-2742-4ED8-8284-A144B9D1019E},-829.2,37.81,23.23,14.58,16629
820,13089021813,218.13,ARC 10,27564,300.17,{16BB7165-D3E7-42E2-B49F-5CE7235A6DCC},1995,36.08,23.49,12.59,13740
821,13089021605,216.05,ARC 10,52218,196.79,{428D5CD4-3A4A-43A6-B83D-2C795F855C27},277.1,47,31.51,15.48,16668
822,13089021308,213.08,ARC 10,43750,113.88,{EB99CC76-21CC-49A1-8283-7B20F7FD3DD5},-723,44.09,27.85,16.24,17667
823,13089022004,220.04,ARC 10,49503,109.16,{122B7A20-81CB-4A6F-BFF3-5342F682CF5A},-245,50.64,32.09,18.56,20083
824,13089022008,220.08,ARC 10,26211,250.21,{964CE4EB-CDA8-4A06-BF4B-B63B5BC11D75},-393.3,40.24,25.39,14.85,16260
825,13089021909,219.09,ARC 10,38741,138.43,{F0099520-1AD5-4AFC-87BB-398F543C3FA6},-1130,42.08,25.96,16.12,17900
826,13089022001,220.01,ARC 10,56641,88.19,{E296FF70-4F21-4833-8AA8-C0E5E86159A7},245.9,48.48,30.68,17.8,19446
827,13089023108,231.08,ARC 10,32393,89.09,{01CABE45-8351-4927-8F68-8AD62EABAF4D},-641.4,47.07,29.88,17.19,19092
828,13089020200,202,ARC 10,79289,234.1,{B7383D81-1359-49A5-9C93-58BA6CE5BF12},-431.7,48.32,33.34,14.98,15457
829,13089021306,213.06,ARC 10,37325,135.06,{0EE6A445-B76A-4426-B6FB-9A51A5D2F5F5},-309.5,38.99,24.17,14.82,16336
830,13089021305,213.05,ARC 10,40397,175,{2FCF296E-74DD-45CA-AF97-FFC4A858D39B},-35,44.21,28.16,16.04,17418
831,13089021417,214.17,ARC 10,39141,256.63,{60148DFE-1888-4167-AE25-CF496EE28F20},358.6,42.26,28.87,13.38,14241
832,13089021415,214.15,ARC 10,72813,139.87,{2CBE5BE2-5801-4164-926D-78256220FBD1},913.8,51.68,36.29,15.4,16064
833,13089021102,211.02,ARC 10,89351,156.53,{D2F896AF-9AA6-4191-B24C-D4A09DE7143E},-530.7,52.27,36.45,15.83,16933
834,13089021307,213.07,ARC 10,47169,61.59,{2E9EFA77-D787-4510-8D38-A622ED03C36E},-10,45.74,28.74,17,18258
835,13089023601,236.01,ARC 10,54120,98.81,{D741A76C-91E3-4CBB-9BA1-7764621D909A},-865.7,46.52,28.61,17.91,19446
836,13089021412,214.12,ARC 10,97500,75.69,{900026FE-7281-4FFC-8E16-245DF2C23FF6},80,48.27,30.8,17.47,18613
837,13089023208,232.08,ARC 10,39960,83.55,{539D855D-94DD-4746-AB5F-3C6E7267632D},-531.7,48.91,30.23,18.68,20831
838,13089023310,233.10,ARC 10,32487,137.4,{FFDD3C4C-3C90-4120-9EAE-2946EEB61890},663.7,45.2,28.82,16.38,18829
839,13089020801,208.01,ARC 10,70556,117.49,{0D90D699-2F6B-465F-8E11-355011157FCB},-532,50.12,32.32,17.81,19052
840,13089021812,218.12,ARC 10,63056,108.97,{75CC4D3A-183D-4D73-A24E-4C79834BB9D8},187.5,48.88,31.31,17.57,18989
841,13089021214,212.14,ARC 10,105161,104.52,{0728265E-3268-459F-A23E-8BC4723F5EB1},112.7,55.97,36.27,19.69,21027
842,13089021810,218.10,ARC 10,78622,118.71,{F10D1811-A686-457B-95C9-ED55F08B4011},336,50.09,32.58,17.51,18750
843,13089021809,218.09,ARC 10,91206,82.91,{9045122D-C224-45E5-A426-F9C5425AD8FF},65.3,53.57,34.16,19.4,21163
844,13089021808,218.08,ARC 10,72390,117.16,{C6DCC6DE-34AE-407B-A4DC-461186B5C2C1},37.5,50.51,32.77,17.74,19079
845,13089021806,218.06,ARC 10,43456,97.46,{51364ACB-DCEE-4D29-A639-7C4E0C79B21B},116.3,47.49,30.83,16.66,18363
846,13089021805,218.05,ARC 10,50486,73.91,{064C98D8-51AD-41A6-94DF-6A3E05AC822D},-146.3,48.8,30.87,17.92,19627
847,13089021704,217.04,ARC 10,79361,73.95,{A50E9C1C-244E-4BAD-8248-0CCD6BFC3B2B},108.6,52.1,33.89,18.22,19480
848,13089021703,217.03,ARC 10,113409,102.12,{4FC14C1E-BEAF-4C8E-A1DB-A7996217B438},63.5,54.76,35.73,19.03,20208
849,13089021705,217.05,ARC 10,44645,151.4,{ED758C62-F30A-4638-83D0-94BDBFC6B952},26.5,43.71,28.57,15.14,16791
850,13089021908,219.08,ARC 10,34241,163.76,{E7EA6885-9933-4DAE-8391-43DAC86986A2},259.2,42.92,27.02,15.9,17856
851,13089023309,233.09,ARC 10,43577,133.22,{D8FBB998-C2B6-4428-ADB8-D4448DBD5D03},1040.5,48.88,30.44,18.44,20718
852,13089023211,232.11,ARC 10,59938,75.93,{2329E496-B58F-4F89-8CBC-D972033836C7},-811,47.29,28.96,18.32,20472
853,13089023212,232.12,ARC 10,57667,80.39,{EEFF764A-639D-48AF-8C5F-2627C222EB3D},-230,51.37,32.03,19.34,21729
854,13089023306,233.06,ARC 10,67881,80.14,{165D8AAD-D1DF-462F-8CD5-3FF3B9FAEF51},332.3,54.08,33.2,20.88,23581
855,13089023303,233.03,ARC 10,36324,35.71,{8C866C14-F914-4119-9D75-B7B37155C29A},249.7,48.83,29.38,19.45,22458
856,13089021706,217.06,ARC 10,75592,160.17,{F1468419-02D9-4FD0-AA6D-AFF77DEF4343},327,48.42,31.49,16.93,18381
857,13089021211,212.11,ARC 10,101226,120.15,{6561E6C0-44E0-468B-B0EA-8464862D2B46},25.8,55.4,36,19.41,21186
858,13089021210,212.10,ARC 10,113493,95.7,{A3762185-2C35-49FE-9095-D3B77DB88FF7},136,55.91,36.16,19.75,21044
859,13089021213,212.13,ARC 10,131324,123.85,{827F7ACD-148A-4F24-8265-733CB1F61497},170,56.01,36.98,19.03,20126
860,13089021303,213.03,ARC 10,33318,119.53,{6C405272-F238-4A98-8EDC-EDE8632C47F3},200,44.79,28.54,16.26,17716
861,13089021301,213.01,ARC 10,37292,177.25,{6D0BED07-B617-4A02-ADB9-7AF1BB21929F},191.4,44.09,29.81,14.29,15760
862,13089021209,212.09,ARC 10,64410,147.29,{1D3AD83E-A82C-4AA4-88E2-21BE04391024},-9.5,47.17,31.18,15.99,17248
863,13089021405,214.05,ARC 10,103608,121.99,{FC495CD1-6AC1-4021-A333-563466046DC4},651.1,49.18,32.3,16.88,17944
864,13089021208,212.08,ARC 10,57964,93.68,{390BDE1F-E62B-4E89-8BDD-751C17A65F1F},616.4,49.85,32.76,17.09,18196
865,13089021204,212.04,ARC 10,31462,220.96,{2DDF0535-4235-4300-A64F-B51A31E2F4BF},-617.8,38.03,24.16,13.87,15648
866,13089021202,212.02,ARC 10,97583,104.72,{9A01FB4C-A7EA-4D74-AEB3-AA2A3CC09917},459.6,53.39,35.64,17.76,18784
867,13089023210,232.10,ARC 10,40298,147.97,{22A3264B-0828-4FAD-BF97-9F7CBE314416},-448.8,47.59,30.16,17.43,19706
868,13089023209,232.09,ARC 10,60625,65.11,{21E155F6-7EA1-455C-978F-7C1B9FA96C37},-452.8,51.1,31.02,20.08,22498
869,13089023603,236.03,ARC 10,32087,90.21,{227FECD8-1C56-497A-AE87-A4A85471316F},-865.5,46.81,28.64,18.16,19939
870,13089021603,216.03,ARC 10,52438,167.2,{09954561-3EEB-47E9-A049-DB1F84072422},-252,45.95,30.67,15.28,16102
871,13057090905,909.05,ARC 10,48494,93.19,{AA25BC7F-FCCB-4C06-9C0F-A8A9AF453771},674.4,45.64,27.41,18.24,21085
872,13057090904,909.04,ARC 10,58483,53.85,{E1823CB7-4244-474F-B529-76E4467BEC95},443.1,50.81,31.09,19.72,22511
873,13057091007,910.07,ARC 10,94773,96.11,{DC610DA7-D8FE-4189-A3D1-6F783A334985},110.3,55.22,33.69,21.53,25094
874,13057090803,908.03,ARC 10,86046,55.06,{6A871ADE-0F0E-4F23-9F45-0687317886A2},509.5,53.63,31.81,21.82,25054
875,13057090804,908.04,ARC 10,93526,46.43,{A7732974-D6E5-486D-A3F4-EE799A5E3D6E},244,52.87,31.46,21.41,24705
876,13057091008,910.08,ARC 10,99054,103.73,{0124ED44-7A44-46F0-B952-011B48E443D4},600.8,54.17,33.58,20.6,23550
877,13057090802,908.02,ARC 10,97866,62.37,{1011B885-BC17-4D58-A8C7-ABCC7537E891},74.4,54.7,32.51,22.19,25786
878,13057090501,905.01,ARC 10,66957,14.93,{0308FFF9-2EAA-462F-9CF9-D921BB961359},66.4,52.32,29.97,22.35,26382
879,13057090902,909.02,ARC 10,76104,70.76,{5D7D3B84-D1B8-4F1F-9DF1-C400C97835AF},814.2,50.71,30.62,20.09,22763
880,13057091001,910.01,ARC 10,47471,40.24,{957ED73F-E41E-4F20-B845-7F16287DB9BF},394.9,45.87,27.48,18.39,21263
881,13057091003,910.03,ARC 10,46634,50.88,{593EDA7B-49CA-45EE-A468-698FCA0C11FA},321.8,48.96,30.7,18.27,20782
882,13057091102,911.02,ARC 10,59813,32.45,{0D5BF8E4-CD98-4D9F-8824-18EBA51DBFEC},303.5,51.38,31.11,20.28,23447
883,13057091101,911.01,ARC 10,63835,30.88,{FAB4CE6E-7302-4332-B878-1D725E7FD2A1},16.3,51.67,30.38,21.29,24972
884,13057091103,911.03,ARC 10,71285,42.7,{A7F2FE25-8B75-489A-95BC-13269FAEC708},81.9,52.62,30.99,21.63,25518
885,13057090701,907.01,ARC 10,73542,73.87,{08B260CA-B717-43B8-8EEA-0C5F286084D3},798.2,51.91,31.13,20.78,23972
886,13297110601,1106.01,ARC 20,61140,36.57,{6B924731-46B2-425B-8189-B17CE733B034},100.1,51.96,29.65,22.31,26740
887,13297110507,1105.07,ARC 20,65167,35.22,{771D71E5-F1B8-4D18-8C92-A59393BDFEA3},271.5,51.83,30.37,21.46,25024
888,13297110506,1105.06,ARC 20,67774,30.29,{2B9FF2E7-5526-4FE7-BE3B-DE9A69F05266},134.1,52.61,30.76,21.85,25512
889,13297110603,1106.03,ARC 20,46807,46.85,{F4BDF1E9-95AD-4B81-9917-1B4F3E0D0277},80.3,52.57,30.91,21.66,25779
890,13297110602,1106.02,ARC 20,68090,6.6,{D500E598-AE8C-464B-BC2B-7C38E1AF8B22},42.8,52.59,30.02,22.56,26644
891,13297110504,1105.04,ARC 20,57105,30.11,{4760830D-B354-4DD6-9A66-54D44AA25332},79.2,48.29,28.66,19.62,22867
892,13297110508,1105.08,ARC 20,61706,34.27,{B4EDE556-094D-4D08-8CB5-9374A4F05D23},166.6,52.01,30.25,21.76,25781
893,13297110503,1105.03,ARC 20,45170,23.13,{258805B8-6F1F-4E84-8031-95C78524AEEB},177.9,51.9,29.8,22.1,26434
894,13297110505,1105.05,ARC 20,68636,26.25,{B385488D-D16E-46BE-A692-095F017B2C2B},183.2,53.16,30.8,22.36,26661
895,13297110800,1108,ARC 20,46547,7.82,{5B7F279F-878D-4604-B5B1-DCD958A37517},21.8,49.61,28.13,21.48,25796
896,13297110700,1107,ARC 20,46613,3.5,{354E7AEC-45D9-4D02-BF68-2F65721AE305},83.1,50.83,29.9,20.93,24708
897,13297110400,1104,ARC 20,30609,9.69,{27233744-C982-4E59-8469-57CCB2272C0D},25.7,45.25,25.69,19.56,23542
898,13297110300,1103,ARC 20,30527,11.2,{675E6EE8-5CFF-4DC0-8203-6AB168D63589},99.8,44.17,24.99,19.18,22914
899,13297110200,1102,ARC 20,60000,0,{D386A83F-C9C7-40F2-9266-E4F356123C9A},20.1,50.44,28.05,22.38,26607
900,13297110100,1101,ARC 20,58635,9.55,{C3B06D91-0560-473B-8309-1FE15FED9F73},69.4,52.32,29.81,22.51,26745
901,13057091005,910.05,ARC 10,55288,69.32,{9F06E23E-3726-4DEA-8134-C0297F185A02},127.9,48.28,29.63,18.65,21324
902,13057091006,910.06,ARC 10,87841,89.55,{AB9688E8-7E9B-4B29-8E63-9F7EAF4B3B72},72.1,55.25,34.09,21.15,24045
903,13057090400,904,ARC 10,35094,32.72,{0C11EA3B-798E-4F93-A782-9E2268F1F0B3},238.8,45.92,27.54,18.38,21720
904,13057090601,906.01,ARC 10,47206,24.55,{08A5653E-7B88-45BA-8AB4-7FB0CE55708B},249.9,46.25,26.83,19.42,22744
905,13057090901,909.01,ARC 10,85349,28.61,{A418E924-CDB0-46EE-806D-96B399B0FE1A},126.4,52.5,31.27,21.23,24516
906,13057090602,906.02,ARC 10,54445,21.65,{4C66FDEB-B443-4355-96AB-86352968B616},202.6,51.15,30.11,21.05,24642
907,13057090200,902,ARC 10,59965,8.56,{0FF97232-1A32-478B-9F90-9BDC5FEF6D76},24.5,52.68,30.13,22.55,26957
908,13057090702,907.02,ARC 10,52406,32.35,{8A742296-AFA5-4A52-A7F5-EEF0145F38A5},217.3,48.88,28.63,20.25,23711
909,13057090502,905.02,ARC 10,85783,41.37,{B7E0129B-5351-4880-96DC-2ACCC633A994},196.7,54.66,32.29,22.37,25885
910,13057090100,901,ARC 10,60407,5.4,{DDA27832-7F4B-4C0A-A666-8C59E8DE7A1C},44.5,52.03,29.84,22.19,26530
911,13057090300,903,ARC 10,78697,15.68,{1611A22F-6906-49FD-9B57-0245D44A1F54},181.7,53.62,31.5,22.12,25791
912,13013180206,1802.06,ARC 20,57679,22.68,{BBE593E7-1F4F-4EAD-9D50-A09F67A1BB6D},158.5,47.6,28.13,19.47,22667
913,13013180205,1802.05,ARC 20,40347,26.09,{828E3F30-335D-4884-97AB-C8949EDA4DEC},93.7,44.9,25.98,18.92,22147
914,13013180402,1804.02,ARC 20,48951,16.13,{1494B27D-4731-4C3C-BD68-E12A009A20C4},139.2,50.66,28.92,21.74,26200
915,13013180303,1803.03,ARC 20,58654,9.06,{03B78A87-AABF-424A-90D5-1D6A658AAEF1},124.6,50.98,29.43,21.55,25514
916,13013180106,1801.06,ARC 20,50238,20.66,{E5B27CFB-3E82-4475-9BB5-40748E0E638C},-40.4,50.4,29.27,21.14,25091
917,13013180103,1801.03,ARC 20,67146,32.04,{CF960BCF-BE88-4A47-9FCB-5408BC7E0BBB},256.1,53.62,31.21,22.41,26680
918,13013180401,1804.01,ARC 20,63633,1.96,{A38B01CA-D606-43A9-9A7D-5A8B2F218BB3},152.5,52.39,29.96,22.42,26488
919,13013180203,1802.03,ARC 20,35972,58.6,{3605E6D2-496A-4691-B4CB-D841ACA5FE1D},188.2,39.78,21,18.78,22641
920,13013180503,1805.03,ARC 20,60297,53.16,{3852D805-1BC6-44CF-9487-5B09824F5F4C},335.8,51.88,30.16,21.73,26080
921,13013180502,1805.02,ARC 20,46821,32.56,{08D1F17B-0A90-48EC-A449-84B2DC1748E9},100.7,51.23,29.11,22.12,26665
922,13013180204,1802.04,ARC 20,44200,24.07,{A9B39E71-DD81-423A-A7C1-D4AAFB28349E},88.4,47.38,27.63,19.76,23737
923,13013180501,1805.01,ARC 20,54402,20.84,{C9DE1CB3-3C5F-45C9-ABA8-91E731D0CA70},251,52.23,30.48,21.75,25607
924,13013180301,1803.01,ARC 20,60625,29.41,{A6658431-69E9-4DBF-B5DA-A15690C10394},86.1,51.7,29.79,21.91,26246
925,13013180302,1803.02,ARC 20,60041,28.78,{ED41CDEC-C99A-4017-8C6B-271D61175228},244.7,51.71,29.75,21.96,26101
926,13013180105,1801.05,ARC 20,49327,30.37,{6FBD1353-5C21-4F21-BDDB-AC9335B2F9F8},75.9,53.04,30.72,22.32,26741
927,13013180104,1801.04,ARC 20,53125,14.42,{6EFA9FE0-9FA3-4AB2-80C1-5912EC38BB46},3.8,50.34,29.03,21.31,25542
928,13013180107,1801.07,ARC 20,40665,15.51,{7FB1A65B-1C9E-499F-843C-14265E0FB5B9},24.7,48.18,27.54,20.64,24421
929,13013180108,1801.08,ARC 20,56354,23.1,{19949F48-2A0D-445A-83DE-5D05DFC2155C},-4.4,50.26,28.8,21.47,25708
930,13223120104,1201.04,ARC 20,65886,0,{AFBEA297-6AFA-48D2-B01E-F197ECE278C9},30.1,52.15,29.47,22.68,27031
931,13223120604,1206.04,ARC 20,62938,57.99,{17019995-8A22-4E5A-A777-BFE7BA56C8EE},226.3,53.2,31.33,21.86,26421
932,13223120601,1206.01,ARC 20,60475,19.58,{1FF24DC8-D70F-4F02-A259-26ABCBC371D8},366.3,50.71,29.49,21.21,24940
933,13223120603,1206.03,ARC 20,58711,24.12,{A5001478-BC78-4D15-B0F1-7F4CC47FB282},287.5,48.15,28.31,19.84,23128
934,13223120501,1205.01,ARC 20,52301,21.37,{1EEDA00C-0238-4130-81B7-98EF4226AF17},307.5,49.98,29.21,20.77,24395
935,13223120203,1202.03,ARC 20,65034,19.01,{76630EDA-031B-4600-B8BC-9BD756974CDB},203.8,50.56,29.67,20.89,24337
936,13223120101,1201.01,ARC 20,87562,68.1,{B188EB0E-E077-443F-A200-44E91198815A},496.5,54.55,32.21,22.34,26075
937,13223120502,1205.02,ARC 20,61014,38.8,{054E7056-A6AF-4AE5-AE89-5E77E96722A0},174.7,51.16,29.53,21.62,25698
938,13223120503,1205.03,ARC 20,61397,41.09,{8995F24C-2A77-4F20-8862-BCF6CE08F173},231.1,51,29.71,21.28,25463
939,13223120605,1206.05,ARC 20,61912,31.54,{D76A8CBF-D629-421D-938E-34B6FFDBA900},164.4,51.87,29.79,22.08,26704
940,13223120602,1206.02,ARC 20,57821,47.06,{B882AB61-D6E9-474E-BE8D-D0869D0BCE65},310.7,51.98,30.25,21.72,25995
941,13223120204,1202.04,ARC 20,53934,39.59,{30DBA3C6-45F8-4616-8A37-3B02A594EF3E},409.7,51.75,31.45,20.3,23590
942,13223120301,1203.01,ARC 20,56370,36.57,{A1AC926D-FFE8-4050-B663-CD117A353671},240.3,48.47,28.54,19.93,23568
943,13223120303,1203.03,ARC 20,60600,0,{AF02DED7-F699-487A-8214-A06C0152BFB8},32.9,50.92,28.95,21.97,26131
944,13223120102,1201.02,ARC 20,76794,57.33,{248CFCE0-67F9-46CB-9797-3A0EED34965B},490.2,53.37,31.5,21.88,25788
945,13223120103,1201.03,ARC 20,77835,30.24,{D97C0756-D330-4D52-9BCA-D9A736E74FDD},189,53.74,31.29,22.46,26403
946,13223120302,1203.02,ARC 20,45634,31.4,{BD395285-3B18-427C-B104-961A7ADE477B},243.1,47.21,27.75,19.46,23300
947,13223120202,1202.02,ARC 20,62659,17.05,{F82681F9-5646-4CCF-A8F7-A3406FD78CA4},463.1,51.81,31.02,20.8,23973
948,13223120400,1204,ARC 20,54245,3.23,{96C59234-4FA8-4D64-93BB-939A4E3058A2},105.9,51.79,29.2,22.59,27490
