OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOTAL_JOBS_2014,JOBS_PER_SQ_MILE_2014,JOB_TO_WORKER_RATIO_2014,JOBS_AGE_29_YNGR_2014,JOBS_AGE_30_54_2014,JOBS_AGE_55_OLDR_2014,PCT_JOBS_AGE_29_YNGR_2014,PCT_JOBS_AGE_30_54_2014,PCT_JOBS_AGE_55_OLDR_2014,JOBS_EARN_1250_MO_LESS_2014,JOBS_EARN_1251_3333_MO_2014,JOBS_EARN_MORE_3333_MO_2014,PCT_JOBS_EARN_1250_MO_LESS_2014,PCT_JOBS_EARN_1251_3333_MO_2014,PCT_JOBS_EARN_MORE_3333_MO_2014,JOBS_NAICS_11_AG_FOR_FISH_2014,JOBS_NAICS_21_MINE_OIL_GAS_2014,JOBS_NAICS_22_UTILITIES_2014,JOBS_NAICS_23_CONSTRUCTION_2014,JOBS_NAICS_31_33_MANUFACT_2014,JOBS_NAICS_42_WHOLESALE_2014,JOBS_NAICS_44_45_RETAIL_2014,JOBS_NAICS_48_49_TRANS_WHS_2014,JOBS_NAICS_51_INFORMATION_2014,JOBS_NAICS_52_FINANCE_INS_2014,JOBS_NAICS_53_REAL_ESTATE_2014,JOBS_NAICS_54_PRO_SCI_TECH_2014,JOBS_NAICS_55_MANAGEMENT_2014,JOBS_NAICS_56_ADMIN_WASTE_2014,JOBS_NAICS_61_EDUCATION_2014,JOBS_NAICS_62_HEALTH_SOC_2014,JOBS_NAICS_71_ARTS_ENT_REC_2014,JOBS_NAICS_72_ACCOMM_FOOD_2014,JOBS_NAICS_81_OTHER_SERV_2014,JOBS_NAICS_92_PUBLIC_ADMIN_2014,TOTAL_JOBS_2015,JOBS_PER_SQ_MILE_2015,JOB_TO_WORKER_RATIO_2015,JOBS_AGE_29_YNGR_2015,JOBS_AGE_30_54_2015,JOBS_AGE_55_OLDR_2015,JOBS_EARN_1250_MO_LESS_2015,JOBS_EARN_1251_3333_MO_2015,JOBS_EARN_MORE_3333_MO_2015,PCT_JOBS_AGE_29_YNGR_2015,PCT_JOBS_AGE_30_54_2015,PCT_JOBS_AGE_55_OLDR_2015,PCT_JOBS_EARN_1250_MO_LESS_2015,PCT_JOBS_EARN_1251_3333_MO_2015,PCT_JOBS_EARN_MORE_3333_MO_2015,JOBS_NAICS_11_AG_FOR_FISH_2015,JOBS_NAICS_21_MINE_OIL_GAS_2015,JOBS_NAICS_22_UTILITIES_2015,JOBS_NAICS_23_CONSTRUCTION_2015,JOBS_NAICS_31_33_MANUFACT_2015,JOBS_NAICS_42_WHOLESALE_2015,JOBS_NAICS_44_45_RETAIL_2015,JOBS_NAICS_48_49_TRANS_WHS_2015,JOBS_NAICS_51_INFORMATION_2015,JOBS_NAICS_52_FINANCE_INS_2015,JOBS_NAICS_53_REAL_ESTATE_2015,JOBS_NAICS_54_PRO_SCI_TECH_2015,JOBS_NAICS_55_MANAGEMENT_2015,JOBS_NAICS_56_ADMIN_WASTE_2015,JOBS_NAICS_61_EDUCATION_2015,JOBS_NAICS_62_HEALTH_SOC_2015,JOBS_NAICS_71_ARTS_ENT_REC_2015,JOBS_NAICS_72_ACCOMM_FOOD_2015,JOBS_NAICS_81_OTHER_SERV_2015,JOBS_NAICS_92_PUBLIC_ADMIN_2015,GlobalID,last_edited_date
738,13089022204,13089,"Census Tract 222.04, DeKalb County",7557,1312,ARC 10,1020.42999268,0,1020.42999268,1.59441996,0,1.59441996,022204,DeKalb,2540,1587.5,1.1,552,1458,530,21.7,57.4,20.9,730,1046,764,28.7,41.2,30.1,0,2,0,384,20,93,841,11,60,38,45,176,4,63,60,434,2,178,126,3,2416,1510,1.09,494,1409,513,676,1006,734,20.4,58.3,21.2,28,41.6,30.4,0,0,0,391,18,63,840,1,73,43,54,84,0,31,74,454,0,174,116,0,{EDDFCAD1-AAAB-4123-B354-21672D547835},
739,13089023423,13089,"Census Tract 234.23, DeKalb County",7719,847,ARC 10,5673.52978516,63.95880127,5737.49023438,8.8648901,0.0999356,8.9648304,023423,DeKalb,7918,879.8,2.6,992,4887,2039,12.5,61.7,25.8,1395,2488,4035,17.6,31.4,51,0,0,0,2,222,278,386,3207,23,7,41,148,5,63,2091,25,9,172,473,766,9052,1005.8,4.09,1211,5599,2242,1569,2689,4794,13.4,61.9,24.8,17.3,29.7,53,0,0,0,21,191,223,392,4217,1,0,88,121,0,24,2164,30,0,200,496,884,{52F3768D-3782-42FD-AF88-448ADB68B65C},
740,13089023419,13089,"Census Tract 234.19, DeKalb County",9792,849,ARC 10,3266.68994141,59.57509995,3326.26000977,5.10419989,0.0930861,5.19727993,023419,DeKalb,140,26.9,,19,91,30,13.6,65,21.4,55,60,25,39.3,42.9,17.9,0,0,0,2,0,0,0,7,2,1,1,6,0,4,28,83,3,2,1,0,129,24.8,0.06,25,72,32,43,64,22,19.4,55.8,24.8,33.3,49.6,17.1,0,0,0,0,0,3,0,3,0,1,2,8,0,1,20,86,5,0,0,0,{6BEF8B37-9688-439D-9679-0FA910B86BF9},
741,13089023312,13089,"Census Tract 233.12, DeKalb County",9369,742,ARC 10,2132.18994141,53.15340042,2185.34008789,3.33154988,0.0830522,3.41458988,023312,DeKalb,624,183.5,0.2,112,356,156,17.9,57.1,25,184,209,231,29.5,33.5,37,0,0,0,11,0,4,118,19,0,8,0,16,0,13,332,47,10,41,3,2,624,183.5,0.28,117,366,141,191,204,229,18.8,58.7,22.6,30.6,32.7,36.7,0,0,0,19,0,0,131,18,4,6,1,15,0,3,342,35,7,40,3,0,{4C92DFD5-9911-429C-A836-6C87BD2CA096},
742,13089023311,13089,"Census Tract 233.11, DeKalb County",4919,572,ARC 10,1213.34997559,12.64760017,1225.98999023,1.89585996,0.0197619,1.91560996,023311,DeKalb,453,238.4,0.2,65,281,107,14.3,62,23.6,94,187,172,20.8,41.3,38,0,0,0,1,0,2,0,1,4,6,1,19,0,11,153,237,0,15,2,1,438,230.5,0.2,62,262,114,105,184,149,14.2,59.8,26,24,42,34,0,0,0,3,0,1,1,0,0,1,1,17,0,0,140,258,0,14,2,0,{EBBBFD1B-8325-419A-A478-56BE8E8E2F23},
743,13089023213,13089,"Census Tract 232.13, DeKalb County",6253,505,ARC 10,1244.15002441,4.10936022,1248.26000977,1.94397998,0.00642088,1.95041001,023213,DeKalb,1421,710.5,0.7,426,736,259,30,51.8,18.2,556,654,211,39.1,46,14.8,0,0,10,2,0,49,946,17,14,31,36,59,0,13,0,70,17,141,13,3,1943,971.5,0.88,531,1094,318,721,864,358,27.3,56.3,16.4,37.1,44.5,18.4,0,0,13,3,0,25,1049,6,10,39,27,432,5,3,0,81,23,210,17,0,{C4B7E61A-9DC5-466E-A03D-23C6D8A82566},
744,13089022301,13089,"Census Tract 223.01, DeKalb County",6003,401,ARC 10,1046.33996582,0,1046.33996582,1.63490999,0,1.63490999,022301,DeKalb,1794,1121.3,0.7,477,953,364,26.6,53.1,20.3,570,800,424,31.8,44.6,23.6,0,0,1,36,16,32,523,5,11,44,41,113,2,77,65,317,23,404,80,4,1813,1133.1,0.82,510,942,361,576,768,469,28.1,52,19.9,31.8,42.4,25.9,0,0,0,39,11,35,562,15,4,34,25,95,0,108,90,255,34,416,90,0,{98679546-7171-4476-A0C1-A4F8F33A7D7A},
745,13089023602,13089,"Census Tract 236.02, DeKalb County",2392,219,ARC 10,676.72900391,2.76634002,679.49499512,1.05738997,0.00432241,1.06171,023602,DeKalb,186,169.1,0.2,35,101,50,18.8,54.3,26.9,38,59,89,20.4,31.7,47.8,0,0,0,0,0,0,39,0,1,0,5,19,0,7,111,0,0,0,0,4,224,203.6,0.1,49,125,50,55,63,106,21.9,55.8,22.3,24.6,28.1,47.3,0,0,0,0,0,0,40,0,0,0,10,42,0,5,127,0,0,0,0,0,{767C240C-47E0-4447-9FB5-C22DD78B5D90},
746,13089023504,13089,"Census Tract 235.04, DeKalb County",3294,492,ARC 10,541.29797363,1.21947002,542.51702881,0.84577799,0.00190542,0.84768301,023504,DeKalb,509,636.3,0.4,180,246,83,35.4,48.3,16.3,235,188,86,46.2,36.9,16.9,0,0,0,0,0,1,67,0,13,3,29,5,1,4,66,35,1,272,11,1,459,573.8,0.21,169,218,72,217,164,78,36.8,47.5,15.7,47.3,35.7,17,0,0,0,0,0,0,66,0,5,2,11,0,0,2,79,20,0,262,12,0,{46F640DB-F9E2-439E-8A20-D0A5B3EF8D19},
747,13089023411,13089,"Census Tract 234.11, DeKalb County",3922,406,ARC 10,719.48297119,1.26690996,720.75,1.12418997,0.00197955,1.12617004,023411,DeKalb,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,33.6,0.02,8,19,10,17,18,2,21.6,51.4,27,45.9,48.6,5.4,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,27,0,0,0,0,{91273448-2144-4514-ACE1-23F2121841FB},
748,13089023410,13089,"Census Tract 234.10, DeKalb County",3848,353,ARC 10,797.95001221,3.52076006,801.4710083,1.24679995,0.00550119,1.25230002,023410,DeKalb,1489,1145.4,1,479,754,256,32.2,50.6,17.2,739,492,258,49.6,33,17.3,0,0,7,0,0,16,498,1,13,85,46,41,4,37,102,117,0,391,31,100,1435,1103.8,0.65,472,716,247,704,486,245,32.9,49.9,17.2,49.1,33.9,17.1,0,0,5,0,1,0,529,4,5,94,55,30,0,7,102,145,0,318,37,103,{D22F4027-4317-40DE-9101-A553B5BE4B7E},
749,13089023501,13089,"Census Tract 235.01, DeKalb County",3804,598,ARC 10,567.92102051,0,567.92102051,0.88737702,0,0.88737702,023501,DeKalb,263,292.2,0.2,90,128,45,34.2,48.7,17.1,156,73,34,59.3,27.8,12.9,0,0,0,0,0,3,116,4,11,11,0,36,0,5,0,19,0,50,8,0,417,463.3,0.19,125,214,78,229,157,31,30,51.3,18.7,54.9,37.6,7.4,0,0,0,0,0,0,116,0,3,10,0,21,0,179,0,30,0,42,16,0,{F7013680-3319-4864-9E99-B478EDEF90DA},
750,13089023114,13089,"Census Tract 231.14, DeKalb County",2728,302,ARC 10,590.31500244,3.13923001,593.45501709,0.92236698,0.00490505,0.92727298,023114,DeKalb,343,381.1,0.3,96,170,77,28,49.6,22.4,125,129,89,36.4,37.6,25.9,0,0,0,0,0,2,12,1,1,47,2,22,0,4,81,23,0,133,15,0,347,385.6,0.16,106,171,70,144,111,92,30.5,49.3,20.2,41.5,32,26.5,1,0,0,6,0,0,4,3,0,49,4,11,0,0,87,23,0,144,15,0,{02C7D64C-3772-4CDE-8A06-E0DEC9FF1D30},
751,13089023112,13089,"Census Tract 231.12, DeKalb County",4368,459,ARC 10,610.10198975,2.85159993,612.95397949,0.95328403,0.00445563,0.95774102,023112,DeKalb,641,641,0.5,108,411,122,16.8,64.1,19,115,379,147,17.9,59.1,22.9,0,0,0,1,0,6,56,0,3,10,29,27,0,5,8,117,0,6,58,315,682,682,0.31,120,431,131,120,400,162,17.6,63.2,19.2,17.6,58.7,23.8,0,0,0,1,0,5,74,0,2,8,32,18,0,0,0,91,0,13,61,377,{D8F69722-1AC2-4FA2-9653-36B999731BC0},
752,13089021912,13089,"Census Tract 219.12, DeKalb County",3820,343,ARC 10,2826.44995117,20.25519943,2846.69995117,4.41632986,0.0316487,4.44796991,021912,DeKalb,258,58.6,0.2,36,140,82,14,54.3,31.8,65,102,91,25.2,39.5,35.3,1,0,0,16,0,5,16,0,5,7,3,39,0,9,89,26,41,0,0,1,262,59.5,0.12,36,140,86,61,98,103,13.7,53.4,32.8,23.3,37.4,39.3,0,0,0,33,3,3,15,17,4,15,1,55,0,1,89,18,7,0,1,0,{1A85D848-49CD-40D3-A94C-F65BD85F14EB},
753,13089021910,13089,"Census Tract 219.10, DeKalb County",5240,602,ARC 10,912.06799316,1.26393998,913.33197021,1.42510998,0.00197491,1.42708004,021910,DeKalb,1097,783.6,0.5,131,690,276,11.9,62.9,25.2,148,515,434,13.5,46.9,39.6,0,0,0,329,299,124,26,16,8,8,34,4,0,136,68,15,0,8,21,1,1164,831.4,0.53,184,705,275,156,520,488,15.8,60.6,23.6,13.4,44.7,41.9,1,0,0,311,326,133,33,36,3,11,35,0,0,162,84,24,0,0,5,0,{FFCFADED-E364-4674-AD2D-A75E8390EC73},
754,13089021604,13089,"Census Tract 216.04, DeKalb County",3084,193,ARC 10,858.45898438,1.61903,860.07800293,1.34133995,0.00252973,1.34387004,021604,DeKalb,187,143.8,0.1,34,105,48,18.2,56.1,25.7,43,62,82,23,33.2,43.9,0,3,0,4,1,13,4,2,7,16,4,24,0,3,65,9,0,16,15,1,203,156.2,0.09,36,111,56,44,56,103,17.7,54.7,27.6,21.7,27.6,50.7,0,2,0,7,0,22,2,0,15,17,3,24,0,1,60,14,4,14,18,0,{0C2F79D3-52FA-4D98-97B2-AAA17DF83263},
755,13089021504,13089,"Census Tract 215.04, DeKalb County",5115,409,ARC 10,918.69500732,9.82763004,928.52197266,1.43545997,0.0153557,1.45081997,021504,DeKalb,7104,4736,3.6,1243,4577,1284,17.5,64.4,18.1,1211,2219,3674,17,31.2,51.7,0,0,0,1,0,34,789,4,30,72,109,265,13,84,186,4257,61,948,193,58,7333,4888.7,3.32,1174,4747,1412,1093,2239,4001,16,64.7,19.3,14.9,30.5,54.6,0,0,0,1,0,34,843,0,10,57,150,242,11,49,191,4643,43,801,207,51,{9BD56F99-E891-4264-8C39-A88EA3F5D7E0},
756,13089021503,13089,"Census Tract 215.03, DeKalb County",4260,466,ARC 10,475.86499023,2.92227006,478.7869873,0.74353898,0.00456605,0.74810499,021503,DeKalb,638,911.4,0.4,172,325,141,27,50.9,22.1,241,259,138,37.8,40.6,21.6,0,0,0,3,0,6,68,0,13,1,67,24,0,34,87,153,1,156,25,0,668,954.3,0.3,147,380,141,289,262,117,22,56.9,21.1,43.3,39.2,17.5,0,0,0,0,0,5,75,0,0,1,36,23,0,6,75,149,1,139,158,0,{07A0A1BA-340F-461C-8834-C584D0837372},
757,13089023107,13089,"Census Tract 231.07, DeKalb County",4697,528,ARC 10,927.31298828,0,927.31298828,1.44893003,0,1.44893003,023107,DeKalb,188,134.3,0.1,59,102,27,31.4,54.3,14.4,96,64,28,51.1,34,14.9,0,0,0,1,0,5,42,0,1,11,6,8,0,0,0,23,0,78,13,0,219,156.4,0.1,59,126,34,88,96,35,26.9,57.5,15.5,40.2,43.8,16,0,0,0,1,0,0,59,0,2,13,0,8,0,1,0,31,0,79,25,0,{1DE7D29C-7B5B-43CC-B39B-C9D24D4A754D},
758,13089023418,13089,"Census Tract 234.18, DeKalb County",20092,1855,ARC 10,12500.59960938,169.09199524,12669.70019531,19.53219986,0.26420599,19.79640007,023418,DeKalb,3891,196.5,0.6,1615,1763,513,41.5,45.3,13.2,2075,1230,586,53.3,31.6,15.1,0,0,46,16,2,47,1791,35,81,33,9,60,12,129,279,162,11,1126,45,7,3894,196.7,1.76,1593,1774,527,1966,1293,635,40.9,45.6,13.5,50.5,33.2,16.3,0,0,53,18,1,10,1978,21,69,31,12,13,11,142,323,147,3,1036,26,0,{A24C416D-6EF9-402E-ADC4-D87A65595B47},
759,13089023101,13089,"Census Tract 231.01, DeKalb County",4587,444,ARC 10,875.35601807,1.16708004,876.52301025,1.36774004,0.00182356,1.36957002,023101,DeKalb,500,357.1,0.3,97,281,122,19.4,56.2,24.4,261,142,97,52.2,28.4,19.4,0,0,0,29,2,6,79,15,5,16,2,49,0,143,71,50,0,8,22,3,710,507.1,0.32,134,449,127,272,193,245,18.9,63.2,17.9,38.3,27.2,34.5,0,0,0,25,66,0,80,20,2,8,2,254,0,176,5,43,0,3,23,3,{06CA9C69-491D-4933-9B1B-ADA122038B84},
760,13089022401,13089,"Census Tract 224.01, DeKalb County",3637,352,ARC 10,662.53100586,0.459122,662.98999023,1.0352,0.00071738,1.03592002,022401,DeKalb,718,718,0.4,121,466,131,16.9,64.9,18.2,116,263,339,16.2,36.6,47.2,0,0,0,3,1,16,5,0,208,12,32,17,2,34,42,279,6,16,43,2,763,763,0.34,138,485,140,158,233,372,18.1,63.6,18.3,20.7,30.5,48.8,0,0,0,5,0,6,4,2,243,5,23,18,1,42,44,281,22,20,47,0,{EA71978C-413E-4973-86F2-9916C6C661F4},
761,13089020900,13089,"Census Tract 209, DeKalb County",5546,616,ARC 10,1100.91003418,0,1100.91003418,1.72017002,0,1.72017002,020900,DeKalb,1343,790,0.5,379,782,182,28.2,58.2,13.6,447,576,320,33.3,42.9,23.8,0,0,0,72,18,5,104,11,26,40,13,87,3,28,189,226,12,462,46,1,1283,754.7,0.58,355,756,172,448,543,292,27.7,58.9,13.4,34.9,42.3,22.8,0,0,0,40,25,4,107,13,18,34,13,60,1,13,167,260,7,480,41,0,{65236B28-9EB4-48DA-B5B6-8E21C48CD83C},
762,13089020700,13089,"Census Tract 207, DeKalb County",2256,235,ARC 10,312.56399536,0,312.56399536,0.488381,0,0.488381,020700,DeKalb,323,646,0.3,119,177,27,36.8,54.8,8.4,89,92,142,27.6,28.5,44,0,0,0,2,1,8,9,0,7,0,2,33,3,13,84,73,2,78,5,3,431,862,0.19,111,278,42,113,121,197,25.8,64.5,9.7,26.2,28.1,45.7,0,0,0,7,0,55,4,0,3,31,4,18,3,16,74,108,3,85,20,0,{29EE793A-32BA-4BD7-B3AA-F534DE5EAF81},
763,13089020600,13089,"Census Tract 206, DeKalb County",2190,348,ARC 10,273.61599731,0,273.61599731,0.42752501,0,0.42752501,020600,DeKalb,690,1725,0.6,74,457,159,10.7,66.2,23,42,320,328,6.1,46.4,47.5,0,0,0,14,436,29,3,0,56,0,17,6,0,1,123,1,0,0,4,0,738,1845,0.33,97,489,152,71,346,321,13.1,66.3,20.6,9.6,46.9,43.5,0,0,0,6,469,27,3,0,44,0,11,16,0,3,130,1,0,23,5,0,{3485F9CD-9974-4D7D-ACC8-5E458DDD5AD9},
764,13089020500,13089,"Census Tract 205, DeKalb County",3145,372,ARC 10,416.67999268,0,416.67999268,0.65106201,0,0.65106201,020500,DeKalb,1577,2252.9,1,644,734,199,40.8,46.5,12.6,742,607,228,47.1,38.5,14.5,0,0,0,2,0,38,1144,3,10,33,3,45,0,4,41,80,3,162,7,2,1632,2331.4,0.74,660,760,212,769,626,237,40.4,46.6,13,47.1,38.4,14.5,0,0,0,4,1,4,1214,4,14,41,12,46,0,2,52,83,1,147,7,0,{89292813-2F21-41FA-8C44-996C851BE84B},
765,13089021410,13089,"Census Tract 214.10, DeKalb County",5586,449,ARC 10,671.7210083,4.8141098,676.53497314,1.04955995,0.00752205,1.05709004,021410,DeKalb,4229,3844.5,2.8,625,2652,952,14.8,62.7,22.5,886,1331,2012,21,31.5,47.6,0,1,0,99,487,70,99,133,403,345,79,494,12,228,131,304,3,348,45,948,4206,3823.6,1.9,645,2616,945,609,1269,2328,15.3,62.2,22.5,14.5,30.2,55.3,0,1,0,118,482,219,78,90,115,330,90,526,185,178,163,364,0,323,63,881,{2F8C5513-B60F-4B33-8662-0E3C3CE7A377},
766,13089021216,13089,"Census Tract 212.16, DeKalb County",8057,750,ARC 10,896.7869873,0,896.7869873,1.40122998,0,1.40122998,021216,DeKalb,13605,9717.9,3.6,2849,8772,1984,20.9,64.5,14.6,1900,4441,7264,14,32.6,53.4,0,1,40,560,228,433,817,40,666,2877,340,2588,1618,1426,195,665,17,917,64,113,13912,9937.1,6.29,3026,8752,2134,1973,4198,7741,21.8,62.9,15.3,14.2,30.2,55.6,0,0,36,903,62,263,801,25,658,3492,371,2660,1829,1193,86,482,22,881,71,77,{6C0C9C9E-BA3A-4C38-8083-5B92D30EE6DB},
767,13089021911,13089,"Census Tract 219.11, DeKalb County",2301,632,ARC 10,225.92799377,4.59492016,230.522995,0.35301301,0.00717956,0.360192,021911,DeKalb,356,890,0.4,46,244,66,12.9,68.5,18.5,51,136,169,14.3,38.2,47.5,0,0,0,26,82,115,38,16,0,0,0,1,6,0,66,2,0,2,0,2,376,940,0.17,57,244,75,59,139,178,15.2,64.9,19.9,15.7,37,47.3,0,0,0,26,87,120,34,34,0,0,0,0,5,0,70,0,0,0,0,0,{ECA8A99F-6CC7-40D3-82E7-18B468AABC79},
768,13089020802,13089,"Census Tract 208.02, DeKalb County",4365,491,ARC 10,691.08300781,0,691.08300781,1.07982004,0,1.07982004,020802,DeKalb,427,388.2,0.2,111,252,64,26,59,15,144,168,115,33.7,39.3,26.9,0,0,0,25,9,7,167,8,3,30,3,41,0,4,0,81,8,35,4,2,457,415.5,0.21,140,257,60,154,181,122,30.6,56.2,13.1,33.7,39.6,26.7,0,0,0,10,10,1,197,0,2,39,7,44,0,1,7,92,9,36,2,0,{D7A5FE7D-05F0-47F0-9400-A0E993668564},
769,13089021416,13089,"Census Tract 214.16, DeKalb County",2409,338,ARC 10,192.16999817,0,192.16999817,0.300266,0,0.300266,021416,DeKalb,217,723.3,0.2,48,127,42,22.1,58.5,19.4,47,84,86,21.7,38.7,39.6,0,0,0,2,60,3,30,2,17,22,18,16,0,3,2,3,0,39,0,0,225,750,0.1,42,135,48,48,95,82,18.7,60,21.3,21.3,42.2,36.4,0,0,0,3,61,2,38,0,17,24,9,27,0,4,0,4,0,34,2,0,{49F136CE-9C37-4CA8-961D-77AFC5E3F28B},
770,13089021413,13089,"Census Tract 214.13, DeKalb County",4266,451,ARC 10,238.73399353,0,238.73399353,0.37302199,0,0.37302199,021413,DeKalb,102,255,0.1,21,57,24,20.6,55.9,23.5,33,45,24,32.4,44.1,23.5,0,0,0,11,0,0,6,0,0,4,25,5,0,5,5,1,0,34,4,2,83,207.5,0.04,23,38,22,25,47,11,27.7,45.8,26.5,30.1,56.6,13.3,0,0,0,0,0,0,7,0,0,4,17,4,0,2,7,0,0,40,2,0,{251C8197-BCC4-4E40-B9AA-13D7FC40A747},
771,13089021411,13089,"Census Tract 214.11, DeKalb County",3455,227,ARC 10,411.99499512,0,411.99499512,0.64374202,0,0.64374202,021411,DeKalb,909,1515,0.5,278,488,143,30.6,53.7,15.7,236,328,345,26,36.1,38,0,0,0,16,195,31,228,6,5,31,44,25,2,47,2,43,38,166,30,0,855,1425,0.39,252,475,128,254,355,246,29.5,55.6,15,29.7,41.5,28.8,0,0,0,14,220,19,69,7,0,35,39,34,0,56,3,82,68,160,49,0,{6AA32A75-5E2C-4937-A45A-7348E1BF22E1},
772,13089020400,13089,"Census Tract 204, DeKalb County",2520,210,ARC 10,250.14700317,0,250.14700317,0.39085501,0,0.39085501,020400,DeKalb,960,2400,0.7,387,471,102,40.3,49.1,10.6,441,333,186,45.9,34.7,19.4,0,0,0,2,1,27,132,2,1,25,2,68,2,19,84,8,6,570,9,2,753,1882.5,0.34,275,381,97,233,323,197,36.5,50.6,12.9,30.9,42.9,26.2,0,0,0,1,0,24,129,0,4,28,3,72,0,29,82,7,6,363,5,0,{7B190E88-31F2-47C6-AC83-B721A24356EA},
773,13089020300,13089,"Census Tract 203, DeKalb County",4056,319,ARC 10,468.69299316,0.124788,468.81799316,0.732333,0.00019498,0.73252797,020300,DeKalb,535,764.3,0.3,180,292,63,33.6,54.6,11.8,167,202,166,31.2,37.8,31,0,0,0,60,5,9,37,2,16,0,3,75,14,9,9,9,109,116,62,0,528,754.3,0.24,156,303,69,172,182,174,29.5,57.4,13.1,32.6,34.5,33,0,0,0,32,2,12,40,0,15,0,1,80,9,6,18,17,121,113,62,0,{5EE2B7F5-A532-4467-9A73-46F13FA481DA},
774,13089020100,13089,"Census Tract 201, DeKalb County",2006,142,ARC 10,274.22601318,2.96601009,277.19198608,0.428478,0.00463439,0.433112,020100,DeKalb,154,385,0.2,37,92,25,24,59.7,16.2,20,74,60,13,48.1,39,0,0,0,18,0,0,7,2,1,1,13,79,1,25,1,3,0,1,2,0,143,357.5,0.06,29,89,25,26,49,68,20.3,62.2,17.5,18.2,34.3,47.6,0,0,0,16,0,2,5,0,2,2,7,98,0,6,0,4,0,0,1,0,{6817440C-9975-451F-9714-CA92A93318DB},
775,13089023802,13089,"Census Tract 238.02, DeKalb County",4426,874,ARC 10,2366.06005859,15.88739967,2381.93994141,3.69696999,0.0248241,3.72178006,023802,DeKalb,4167,1126.2,2.7,619,2787,761,14.9,66.9,18.3,531,1643,1993,12.7,39.4,47.8,0,0,0,163,108,148,310,2640,3,6,20,5,1,16,109,406,3,49,14,166,4359,1178.1,1.97,640,2910,809,513,1608,2238,14.7,66.8,18.6,11.8,36.9,51.3,0,0,0,156,27,304,137,2933,22,0,21,0,0,14,106,377,5,44,37,176,{9D1FEFFF-4307-4866-B5E5-0ADBBBD1DC96},
776,13089023801,13089,"Census Tract 238.01, DeKalb County",3822,377,ARC 10,1054.47998047,6.62119007,1061.09997559,1.64761996,0.0103456,1.65796995,023801,DeKalb,322,189.4,0.2,92,177,53,28.6,55,16.5,121,114,87,37.6,35.4,27,0,0,0,3,0,11,197,3,4,23,2,46,5,0,0,4,0,8,15,1,324,190.6,0.15,95,174,55,133,106,85,29.3,53.7,17,41,32.7,26.2,0,0,0,10,0,5,217,1,2,24,4,22,6,0,2,1,0,17,13,0,{C5F080A3-A226-42B7-8E5E-8B87DDA99C41},
777,13089023700,13089,"Census Tract 237, DeKalb County",5488,703,ARC 10,1166.41003418,2.76732993,1169.17004395,1.82252002,0.00432395,1.82683003,023700,DeKalb,823,457.2,0.3,220,466,137,26.7,56.6,16.6,276,267,280,33.5,32.4,34,0,0,0,3,0,7,333,0,2,12,5,13,0,27,378,14,0,22,3,4,832,462.2,0.38,228,480,124,236,321,275,27.4,57.7,14.9,28.4,38.6,33.1,1,0,0,2,2,1,359,1,4,0,6,7,0,15,389,11,0,32,2,0,{251D256D-C9B5-4360-8BE2-C679C8D55E09},
778,13089023506,13089,"Census Tract 235.06, DeKalb County",5902,573,ARC 10,1327.47998047,0.87154102,1328.34997559,2.0741899,0.00136178,2.07555008,023506,DeKalb,625,297.6,0.3,98,385,142,15.7,61.6,22.7,193,252,180,30.9,40.3,28.8,0,0,0,0,3,0,36,0,6,0,5,7,0,21,204,263,0,69,11,0,676,321.9,0.31,117,407,152,208,275,193,17.3,60.2,22.5,30.8,40.7,28.6,0,0,0,0,4,0,45,0,0,0,5,3,0,13,242,264,0,92,8,0,{0ACDF20C-B966-4A1C-B3AF-CF20EBA45F3E},
779,13089023505,13089,"Census Tract 235.05, DeKalb County",2728,356,ARC 10,538.38800049,0,538.38800049,0.84123099,0,0.84123099,023505,DeKalb,145,181.3,0.1,13,89,43,9,61.4,29.7,37,55,53,25.5,37.9,36.6,0,0,0,0,1,1,12,0,0,0,12,5,0,2,83,26,0,0,3,0,151,188.8,0.07,13,94,44,34,61,56,8.6,62.3,29.1,22.5,40.4,37.1,0,0,0,0,1,0,17,0,0,0,10,0,0,1,88,28,0,0,6,0,{00DEA552-A1A5-441F-B0B1-8A90A3826131},
780,13089023427,13089,"Census Tract 234.27, DeKalb County",2936,305,ARC 10,1125.82995605,4.81287003,1130.64001465,1.75910997,0.00752011,1.76663005,023427,DeKalb,40,22.2,,8,20,12,20,50,30,19,16,5,47.5,40,12.5,0,0,0,0,0,4,0,7,0,0,0,1,0,1,0,24,0,0,1,2,63,35,0.03,10,29,24,35,21,7,15.9,46,38.1,55.6,33.3,11.1,0,0,0,0,0,5,0,6,0,0,0,22,1,0,0,25,0,0,2,2,{57F524C7-5147-4958-85F8-A87F09F3F1C8},
