OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_HH_wBroadandAccess_5isBest
364,13217100400,1004,ARC 20,2015-05-19T14:17:36.000Z,18.1,30438,{4742DE0B-4F6A-4277-AAC5-3D823344DF11},34.8,3
365,13217100300,1003,ARC 20,2015-05-19T14:17:36.000Z,19.4,50670,{0D4DC8A7-198E-4AE8-BC51-7D6360414819},190,4
366,13217100100,1001,ARC 20,2015-05-19T14:17:36.000Z,25.6,67500,{38776121-A957-4F70-9FC0-B60013AB1996},77,4
367,13135050322,503.22,ARC 10,2015-05-19T14:17:36.000Z,71.5,126414,{1B400234-F5B1-47C9-97F5-149E91A00FC8},-170.5,5
368,13135050318,503.18,ARC 10,2015-05-19T14:17:36.000Z,36.5,51786,{1FAC0B26-31F9-4055-8237-A20FFA3D0654},-76.7,3
369,13135050320,503.20,ARC 10,2015-05-19T14:17:36.000Z,12,32642,{95A38B4D-CAA1-49C8-AE0B-2104FBC0348F},165.7,2
370,13135050317,503.17,ARC 10,2015-05-19T14:17:36.000Z,19.4,35457,{0C081CF9-FB5D-4507-992E-70FC37796E75},-1340,3
371,13135050220,502.20,ARC 10,2015-05-19T14:17:36.000Z,40.4,46215,{AEB410F3-7FBA-46DE-937A-82E2621485B8},573.3,4
372,13135050214,502.14,ARC 10,2015-05-19T14:17:36.000Z,51.4,80833,{B2D8BB78-6CB6-4491-996A-931173DB6A1C},212.9,5
373,13135050218,502.18,ARC 10,2015-05-19T14:17:36.000Z,17.3,66365,{C58AAADE-A29E-41BE-8473-AAC3846120DA},81.5,4
374,13135050209,502.09,ARC 10,2015-05-19T14:17:36.000Z,45.3,46154,{CDC8E2B3-10ED-4686-AB87-6BB440834886},699.6,4
375,13135050217,502.17,ARC 10,2015-05-19T14:17:36.000Z,55.3,71127,{56047377-31BF-4F29-B007-618E20C9CD75},1133.6,5
376,13135050529,505.29,ARC 10,2015-05-19T14:17:36.000Z,37.9,59830,{9B498EAE-5B38-437C-8F0C-C73A6408E18D},86.7,4
377,13135050530,505.30,ARC 10,2015-05-19T14:17:36.000Z,39.5,73365,{74C8D265-6321-40DA-A852-BCA8AC6FFAD7},892.1,4
378,13135050538,505.38,ARC 10,2015-05-19T14:17:36.000Z,36.2,75438,{7E715A02-F2F2-4F05-8670-10CFDB8F6852},163.5,5
379,13135050525,505.25,ARC 10,2015-05-19T14:17:36.000Z,27.8,78403,{EECE446C-319B-4E21-98FF-9C066749B774},250.3,5
380,13135050528,505.28,ARC 10,2015-05-19T14:17:36.000Z,39.7,85021,{85065D84-22D2-45D5-A045-7F26EC85611A},210.5,5
381,13135050605,506.05,ARC 10,2015-05-19T14:17:36.000Z,34.5,70121,{D606AD8C-941B-401C-B98A-BBDEC08DD8D6},866.1,4
382,13135050606,506.06,ARC 10,2015-05-19T14:17:36.000Z,34.4,66052,{3A9CC72A-91E9-4B1F-8376-CFCBE30893AA},862.5,4
383,13135050210,502.10,ARC 10,2015-05-19T14:17:36.000Z,48.9,67048,{77565F80-1582-48B6-9684-51C210102992},614.5,5
384,13135050213,502.13,ARC 10,2015-05-19T14:17:36.000Z,54.5,89190,{9A48E379-60AB-4C75-A91B-8975E4D56FAC},928.2,5
385,13135050208,502.08,ARC 10,2015-05-19T14:17:36.000Z,45,70863,{BEBC72DC-424A-4F61-AD31-8A60276C3C35},980,5
386,13135050212,502.12,ARC 10,2015-05-19T14:17:36.000Z,59,115664,{C0B0DCA1-FE38-4FB7-8AAB-DD77EBC5E5CD},706.2,5
387,13135050109,501.09,ARC 10,2015-05-19T14:17:36.000Z,35.8,79868,{E10A2321-4476-4169-8B06-D0C4261258AD},894.4,4
388,13135050107,501.07,ARC 10,2015-05-19T14:17:36.000Z,34.4,79056,{3679013D-5AC4-44B5-AD6C-8FBDBD20AEAC},621,4
389,13135050108,501.08,ARC 10,2015-05-19T14:17:36.000Z,48.7,96440,{11836DAA-EDC7-44EF-BEF2-A20A7D0EA65E},921.6,5
390,13135050105,501.05,ARC 10,2015-05-19T14:17:36.000Z,8.9,34692,{E83678D5-7862-4824-80D1-E1E144FF811E},-70.9,3
391,13135050103,501.03,ARC 10,2015-05-19T14:17:36.000Z,25.3,54830,{DF156DE5-E51A-426E-8999-C037879F30D3},346.9,4
392,13135050422,504.22,ARC 10,2015-05-19T14:17:36.000Z,13.7,35393,{565E2A63-896E-418F-A967-7A07B51E23A7},477,3
393,13135050304,503.04,ARC 10,2015-05-19T14:17:36.000Z,18.1,34443,{B2B04EDF-B86E-4E93-BE12-E30C449A983F},524.3,3
394,13135050419,504.19,ARC 10,2015-05-19T14:17:36.000Z,14.8,45549,{A34640B4-C9E2-4CCC-9978-4D6950ADA73C},367.6,3
395,13135050306,503.06,ARC 10,2015-05-19T14:17:36.000Z,8.2,35962,{E3BA787D-0560-446C-A089-C3C1D051842E},-79.5,3
396,13135050106,501.06,ARC 10,2015-05-19T14:17:36.000Z,22.5,61426,{D724B545-B0A5-4297-8823-5751B80ACFAF},302.5,4
397,13135050205,502.05,ARC 10,2015-05-19T14:17:36.000Z,30.4,51395,{C60A4FBE-F84E-46DD-A8A2-5C8B3B71211F},-203,5
398,13135050417,504.17,ARC 10,2015-05-19T14:17:36.000Z,10.1,28606,{26DBBFB0-6127-448E-9AD0-9D027ADFC53A},41,2
399,13135050314,503.14,ARC 10,2015-05-19T14:17:36.000Z,27.7,50781,{9ED1CBCE-3B49-44E4-92F0-6CE4C32F4E36},1386.2,3
400,13135050308,503.08,ARC 10,2015-05-19T14:17:36.000Z,73.6,131167,{D2A2D7DD-3028-4D97-81FA-A5D5CCA3A1E9},70.9,4
401,13135050309,503.09,ARC 10,2015-05-19T14:17:36.000Z,60.4,83100,{882B646A-7AA7-4212-876D-04D367F317B4},133.1,4
402,13135050313,503.13,ARC 10,2015-05-19T14:17:36.000Z,28.6,60560,{C436A40D-0873-4B71-A406-880A7C325419},195,4
403,13135050311,503.11,ARC 10,2015-05-19T14:17:36.000Z,56.3,100588,{A7CDA6A1-875C-4D2B-81A0-07DA48796FB8},293.2,4
404,13135050310,503.10,ARC 10,2015-05-19T14:17:36.000Z,54.2,68816,{E5329373-E1F5-4BEF-B460-858D0050F146},79.7,5
405,13135050424,504.24,ARC 10,2015-05-19T14:17:36.000Z,18.9,42616,{050C87B6-FF3B-4D09-B201-BA15B30427E2},302.1,3
406,13135050421,504.21,ARC 10,2015-05-19T14:17:36.000Z,12.4,38698,{06B0E3F9-3680-4EB2-ACB8-B4ADC2632F44},394.8,3
407,13135050315,503.15,ARC 10,2015-05-19T14:17:36.000Z,37.8,40585,{E9952DBE-F6A3-491A-887A-7E319F36456C},-878.2,4
408,13135050418,504.18,ARC 10,2015-05-19T14:17:36.000Z,16.2,32584,{789D5FA2-B969-4FD0-BC53-5195B1D13D64},-736.3,2
409,13135050521,505.21,ARC 10,2015-05-19T14:17:36.000Z,25.2,41695,{C62234C8-25B8-40CF-9375-912E064749BB},-161.8,3
410,13135050522,505.22,ARC 10,2015-05-19T14:17:36.000Z,16.5,37256,{B390D2F3-B7DB-4F64-91E5-6AC6589497E9},254.4,3
411,13135050520,505.20,ARC 10,2015-05-19T14:17:36.000Z,16.3,32625,{59E56D44-760F-4AFD-AEAD-A7AF33D829F2},66.8,3
412,13135050511,505.11,ARC 10,2015-05-19T14:17:36.000Z,33.9,48831,{D75573F3-C135-4D83-A068-14FEE1A47EEC},816.2,4
413,13135050714,507.14,ARC 10,2015-05-19T14:17:36.000Z,40.3,78688,{3D16FA01-EF82-41E3-91AB-A2AF8D48C130},216.6,4
414,13135050429,504.29,ARC 10,2015-05-19T14:17:36.000Z,47.4,80139,{FF6D8324-99A8-4ABE-BBD6-A0B27E99368C},33.4,4
415,13135050713,507.13,ARC 10,2015-05-19T14:17:36.000Z,51.3,103485,{62337EA3-0CF7-4F8A-9522-92A8D1173975},470,5
416,13135050423,504.23,ARC 10,2015-05-19T14:17:36.000Z,16.7,34235,{57E006DE-9B81-4701-80BA-F5961C32066C},765.2,3
417,13135050410,504.10,ARC 10,2015-05-19T14:17:36.000Z,15.7,39509,{AC39AC5F-FDFA-4B96-9598-93FAAF87CF31},130,3
418,13135050720,507.20,ARC 10,2015-05-19T14:17:36.000Z,36.9,76167,{77B471D7-A022-4561-A517-69D4AC9BE2A8},159.5,4
419,13135050712,507.12,ARC 10,2015-05-19T14:17:36.000Z,48.7,83359,{83709E31-F24D-42D3-8BEE-C9D996CF3012},103.8,4
420,13135050719,507.19,ARC 10,2015-05-19T14:17:36.000Z,27,50745,{E00D0643-FCCD-40AB-A95A-614D51F325D3},84.3,4
421,13135050721,507.21,ARC 10,2015-05-19T14:17:36.000Z,32.3,50273,{63A8E945-1504-4ED5-9FEF-9714FCE17D1C},354.7,4
422,13135050709,507.09,ARC 10,2015-05-19T14:17:36.000Z,25.3,56328,{90B2E699-19B5-4154-A2D9-DC5FA886CAA3},614.2,4
423,13135050715,507.15,ARC 10,2015-05-19T14:17:36.000Z,35.1,74167,{BCC5B8A0-1ADC-4CC0-870A-C352A29F37DB},34.1,4
424,13135050415,504.15,ARC 10,2015-05-19T14:17:36.000Z,40.2,73188,{726EC0F2-01D7-4AB9-BA66-2BF5AC7824C9},-165.8,4
425,13135050718,507.18,ARC 10,2015-05-19T14:17:36.000Z,46,81940,{0ED440A5-26B1-4605-A4B3-FE788D07F3AE},31.3,5
426,13135050427,504.27,ARC 10,2015-05-19T14:17:37.000Z,44.1,64536,{F4DF8C8F-4099-4154-AD81-F873714A6962},204.8,4
427,13135050428,504.28,ARC 10,2015-05-19T14:17:37.000Z,47.8,100938,{C3655EAE-0BE6-4FC6-B544-84DAD4F52EF3},14.8,5
428,13135050416,504.16,ARC 10,2015-05-19T14:17:37.000Z,33.5,60605,{210F06E9-A2EC-49E5-98D1-A4D412453F22},72.7,3
429,13135050425,504.25,ARC 10,2015-05-19T14:17:37.000Z,52.5,79191,{0F1F4BD1-30EF-44AE-A4C3-B57FB5FFC18E},-55.4,4
430,13135050526,505.26,ARC 10,2015-05-19T14:17:37.000Z,17.1,34527,{57B7273D-C948-4D9C-B454-8E97AAA21B43},114.5,3
431,13135050431,504.31,ARC 10,2015-05-19T14:17:37.000Z,27.3,43004,{F6D62284-B38A-4C74-BA20-367E9B38FE58},1583.8,3
432,13135050426,504.26,ARC 10,2015-05-19T14:17:37.000Z,43.6,71930,{BC5C62D9-6D24-4F35-9DAD-F4481E435D04},-129.4,4
433,13135050430,504.30,ARC 10,2015-05-19T14:17:37.000Z,30.7,59276,{DA58BF9E-381C-452E-851E-2F1107DCFFF2},-18.8,3
434,13121009501,95.01,ARC 10,2015-05-19T14:17:37.000Z,86.6,139750,{EC89C946-9363-4625-9C25-E3033C0AF716},-44.1,4
435,13121011305,113.05,ARC 10,2015-05-19T14:17:37.000Z,23,26944,{A88A0317-D310-4E87-893B-5BB7C19D7DDC},-1323.6,3
436,13121011306,113.06,ARC 10,2015-05-19T14:17:37.000Z,16.3,30701,{3FEA9900-21D8-46C5-BCAC-AEBE2ABBC3A7},-462.9,2
437,13121007706,77.06,ARC 10,2015-05-19T14:17:37.000Z,31.9,44877,{795FCEFA-BBF2-4548-BCBD-C6D4DC238219},715.8,3
438,13121007703,77.03,ARC 10,2015-05-19T14:17:37.000Z,38.5,36971,{E0360B55-7BA1-48B4-8001-6712929A7285},-61.2,3
439,13121003700,37,ARC 10,2015-05-19T14:17:37.000Z,,,{EB8BC197-F201-4DA6-A769-5D62477ECE3E},,0
440,13121011202,112.02,ARC 10,2015-05-19T14:17:37.000Z,20.5,34957,{A4D8999A-01A0-481B-BB91-260F1CF0246D},-1226.7,3
441,13121011100,111,ARC 10,2015-05-19T14:17:37.000Z,33.3,45515,{2ACE7CBC-699A-4153-9753-EF5272FD7FE3},-446.9,3
442,13121011201,112.01,ARC 10,2015-05-19T14:17:37.000Z,20.7,36957,{0D7F01D0-2501-48B1-A292-C769892D1E9E},-1516,3
443,13121011303,113.03,ARC 10,2015-05-19T14:17:37.000Z,31.5,45283,{3AFED983-9F7A-49BC-AC3E-3AB49A201BC2},299.6,3
444,13121008102,81.02,ARC 10,2015-05-19T14:17:37.000Z,11.4,23577,{0AD52F9D-4BDD-4387-A066-0E5188302AD1},-233.6,2
445,13121007002,70.02,ARC 10,2015-05-19T14:17:37.000Z,18.5,19943,{5F56CB18-AC37-416C-B6C7-275299B3D103},-946.5,2
446,13121011301,113.01,ARC 10,2015-05-19T14:17:37.000Z,29.3,41402,{3803713B-43FD-44CC-B4D2-2A881EA5E407},-315.5,3
447,13139001202,12.02,ARC 20,2015-05-19T14:17:37.000Z,11.9,41083,{52C4369E-186A-4229-8D53-39291F9144EC},97.4,3
448,13139000101,1.01,ARC 20,2015-05-19T14:17:37.000Z,10.5,44750,{E03D3360-11FF-4012-8CDE-31CE1FFDE051},45.1,3
449,13139000701,7.01,ARC 20,2015-05-19T14:17:37.000Z,5.6,37700,{691A675C-7DB6-468D-97FD-DE1D5AA3C4CF},139.6,3
450,13139000702,7.02,ARC 20,2015-05-19T14:17:37.000Z,7.1,45568,{1C44A5B9-12AE-4420-A0CD-2DE5B7252FD6},168.2,3
451,13139000102,1.02,ARC 20,2015-05-19T14:17:37.000Z,9.4,45671,{AED266DB-2FAE-4BE4-8BBC-F1AE7A2D91D6},8.1,3
452,13139000201,2.01,ARC 20,2015-05-19T14:17:37.000Z,12.9,47050,{7F7A7FA5-E429-4F9C-BAD3-F7A1F207272A},14.7,3
453,13139000302,3.02,ARC 20,2015-05-19T14:17:37.000Z,25.8,65349,{F73D5173-E889-4D30-9404-F50005F96535},54,4
454,13139000900,9,ARC 20,2015-05-19T14:17:37.000Z,31.4,35915,{33926010-A8CA-4519-89E5-1591B42B216F},86.1,4
455,13139000500,5,ARC 20,2015-05-19T14:17:37.000Z,39.3,58611,{3ED6E52E-B0DD-47D8-B8C7-F8EA86594103},3,4
456,13139001402,14.02,ARC 20,2015-05-19T14:17:37.000Z,34,63750,{97815503-F637-47C2-A587-DA78B6A89174},95.1,4
457,13139001002,10.02,ARC 20,2015-05-19T14:17:37.000Z,17.5,46193,{E5FD2DE2-0041-4349-A129-41D2B6946C43},63.8,4
458,13139000800,8,ARC 20,2015-05-19T14:17:37.000Z,5.6,26932,{6878F1C1-B222-488D-A9FE-F5053B644BEF},-93.7,2
459,13139000600,6,ARC 20,2015-05-19T14:17:37.000Z,20.9,38880,{8AC613B8-6CD7-42DF-BE75-260BB3CB7C72},42.7,3
460,13139000400,4,ARC 20,2015-05-19T14:17:37.000Z,32.1,47424,{87539B7F-FAEF-42B0-8C2B-885F302EA932},83.9,4
461,13121007604,76.04,ARC 10,2015-05-19T14:17:37.000Z,11.2,17238,{94F63CE0-3067-47B8-9483-E052CC1AF20F},177.5,2
462,13121007704,77.04,ARC 10,2015-05-19T14:17:37.000Z,24.8,36896,{C2A8CA21-F93D-41D9-95FE-5F445E46E123},-26.9,3
463,13121007603,76.03,ARC 10,2015-05-19T14:17:37.000Z,10.1,14346,{DEFBA742-A77C-40C7-9343-CA50E61D5B3B},-15,1
464,13121011427,114.27,ARC 10,2015-05-19T14:17:37.000Z,70.2,108881,{D6E384B7-E8CC-45F1-AC18-684DC52B16D5},211.1,5
465,13121011616,116.16,ARC 10,2015-05-19T14:17:37.000Z,42.8,61719,{70897B57-02E1-4906-B87A-ABBF6B259003},234.5,5
466,13121011617,116.17,ARC 10,2015-05-19T14:17:37.000Z,67.4,104867,{D2198B83-C1D8-4B6F-8B8D-B0BAD106BF9A},582.4,4
467,13121011611,116.11,ARC 10,2015-05-19T14:17:37.000Z,42,54842,{2A9706DC-0411-443A-84E8-77CA206AD232},413.6,3
468,13121010800,108,ARC 10,2015-05-19T14:17:37.000Z,17.8,36435,{CE5C88B5-7418-428C-AF8C-C23792A55A42},91.4,3
469,13121980000,9800,ARC 10,2015-05-19T14:17:37.000Z,,,{7E3D106E-6276-4851-B767-A9ED8AF79C00},,0
470,13121004300,43,ARC 10,2015-05-19T14:17:37.000Z,42.6,31607,{0E04E602-F120-4254-AAE5-D268F875686F},-1745,2
471,13121008904,89.04,ARC 10,2015-05-19T14:17:37.000Z,75.3,70787,{7BBBC1FC-B175-4CFB-B65F-2B8B3F90E96F},266.7,4
472,13121008903,89.03,ARC 10,2015-05-19T14:17:37.000Z,48.7,66635,{3979E5D4-E559-4B82-ABA7-7A734C11F1A5},-1160,3
473,13121001001,10.01,ARC 10,2015-05-19T14:17:37.000Z,87.9,64583,{C6CD36D9-F7A7-418D-9F09-3523A307BF02},1765,5
474,13121009101,91.01,ARC 10,2015-05-19T14:17:37.000Z,74.4,71691,{6A454282-E643-42BE-AEC3-8E6EC7630B48},-212.9,3
475,13121001201,12.01,ARC 10,2015-05-19T14:17:37.000Z,68,53623,{1A175DB3-172B-42AF-A871-1DE24904E909},5035,4
476,13121001202,12.02,ARC 10,2015-05-19T14:17:37.000Z,86.7,65255,{67FDE000-6AC9-47F6-AD6E-A23B17440388},11070,3
477,13121009102,91.02,ARC 10,2015-05-19T14:17:37.000Z,67.3,44089,{A5BAF394-4C29-440C-9EC1-8DC8B32C6D99},1405,4
478,13121010108,101.08,ARC 10,2015-05-19T14:17:37.000Z,78.6,166094,{42F9169F-7D46-41E1-9BEE-9FAC74488F4C},-7.5,5
479,13121007500,75,ARC 10,2015-05-19T14:17:37.000Z,12.9,17545,{E24240F7-D02B-47A8-AF86-12CC4009B785},-168.5,2
480,13121008101,81.01,ARC 10,2015-05-19T14:17:37.000Z,14.7,29178,{C0F2DDD4-8FD3-443F-8C77-5ED0AC66BCD7},-480,3
481,13121006000,60,ARC 10,2015-05-19T14:17:37.000Z,19.8,23409,{7D405F06-C1C4-4E5F-B235-845735615259},-1455,2
482,13121000700,7,ARC 10,2015-05-19T14:17:37.000Z,14.7,63594,{08957E53-3538-4402-9041-2D294CCC33E2},-1081.4,4
483,13121001002,10.02,ARC 10,2015-05-19T14:17:37.000Z,51.7,24028,{44D3199F-6536-47F3-8029-015BE31D3BDF},-1917.1,5
484,13121011410,114.10,ARC 10,2015-05-19T14:17:37.000Z,65.2,91774,{EEA40523-A7CD-4399-A7EC-DC031A76AA01},32.7,5
485,13121010107,101.07,ARC 10,2015-05-19T14:17:37.000Z,74.2,150313,{AABA54A2-BEF0-43DE-A872-BF451F112ACA},47.1,5
486,13121011405,114.05,ARC 10,2015-05-19T14:17:37.000Z,40,53134,{2B6147D4-2D99-4A82-9F3A-524F98792431},132.7,4
487,13121010106,101.06,ARC 10,2015-05-19T14:17:37.000Z,60.7,76895,{703BACE3-ACE8-463D-868E-5F73CD2633A5},111.9,4
488,13121002900,29,ARC 10,2015-05-19T14:17:37.000Z,59.5,64671,{8AECB98B-EB81-45D1-9CD8-7525976B106F},3966.7,4
489,13121010110,101.10,ARC 10,2015-05-19T14:17:37.000Z,66.4,73655,{7DBEB9DE-0322-449F-B7AA-8EA5C1585E80},571,4
490,13121010205,102.05,ARC 10,2015-05-19T14:17:37.000Z,69.5,90903,{1AD0111B-FDAC-418B-908C-4D356B3ADF44},165,4
491,13121010210,102.10,ARC 10,2015-05-19T14:17:37.000Z,64.9,59950,{D6D73AA7-832A-41B9-8B05-254CFE6F46DD},199.4,4
492,13121010209,102.09,ARC 10,2015-05-19T14:17:37.000Z,50.1,51508,{507CA073-7775-4459-AF40-1CF7BC7346C4},-24,4
493,13121008902,89.02,ARC 10,2015-05-19T14:17:37.000Z,72.8,53902,{3220C9FA-63CB-490F-B1AB-CE76F05F6650},317.5,5
494,13121008500,85,ARC 10,2015-05-19T14:17:37.000Z,8.2,27880,{D6D1D5A3-91BE-42E8-BFE6-0EF512FFD179},-682.7,2
495,13121008601,86.01,ARC 10,2015-05-19T14:17:37.000Z,8.4,20236,{D2CC88DE-F083-47CB-8407-BC814E34495D},-525.9,2
496,13121005800,58,ARC 10,2015-05-19T14:17:37.000Z,15.2,20345,{2B97F0CE-E93F-4F8E-8F61-356706E0AF4D},-1636,3
497,13121007900,79,ARC 10,2015-05-19T14:17:37.000Z,46.9,57784,{147D16DC-AF6F-4B4B-94D1-B4806718FFB1},107,4
498,13121010601,106.01,ARC 10,2015-05-19T14:17:37.000Z,28.3,33139,{5E761B00-0AF6-41D6-8AE8-ECB6BA33800E},-1088.2,4
499,13121008700,87,ARC 10,2015-05-19T14:17:37.000Z,18.8,21699,{77D15C96-7599-4D27-BD79-A6A2F40F3B8B},-12,2
500,13121012300,123,ARC 10,2015-05-19T14:17:37.000Z,36.8,43936,{8F74744D-FE35-40F1-ACCF-1D20BF00F9C6},-506.4,3
501,13121012000,120,ARC 10,2015-05-19T14:17:37.000Z,23.3,12475,{0D672DC4-A283-4A4D-8344-9DB2B3D2A9ED},97.8,2
502,13121011900,119,ARC 10,2015-05-19T14:17:37.000Z,41.1,23791,{BBFF7D77-A97A-4B28-8958-FA1AA280925B},-253.3,2
503,13121011800,118,ARC 10,2015-05-19T14:17:37.000Z,36.6,13056,{8E9F6D9F-F9CB-4B03-92B7-B84729091086},-20,2
504,13121011624,116.24,ARC 10,2015-05-19T14:17:37.000Z,67.1,157991,{E7DECEDF-A371-4947-84F9-51C61D5E2F4D},269,5
505,13121003600,36,ARC 10,2015-05-19T14:17:37.000Z,58.2,30107,{9AD1A838-A0E3-4421-A465-362BBA1C4565},-1475,2
506,13121003500,35,ARC 10,2015-05-19T14:17:37.000Z,32,56190,{0974BE48-DF50-42BE-AB8C-08F75AF735B3},-2938,3
507,13121010208,102.08,ARC 10,2015-05-19T14:17:37.000Z,46,45629,{3A454F73-0684-4BB3-BCAB-6FB90E3800D9},260.8,3
508,13121011411,114.11,ARC 10,2015-05-19T14:17:37.000Z,60,76279,{AED3364B-A342-41D1-AE94-5E9048CEE35F},-164,4
509,13121011412,114.12,ARC 10,2015-05-19T14:17:37.000Z,58,76442,{9824B462-5721-43D6-828F-BE69D5C4998D},245.4,4
510,13121011414,114.14,ARC 10,2015-05-19T14:17:37.000Z,54.8,63991,{F7F60F69-E14D-47CA-8310-4EE631CC7A81},-2.8,4
511,13121010603,106.03,ARC 10,2015-05-19T14:17:37.000Z,10.8,24873,{042C496A-6E4A-4F3F-9030-85EFCEA728A7},-786.7,2
512,13121010604,106.04,ARC 10,2015-05-19T14:17:37.000Z,21,30455,{C3ED06BE-A007-4D0E-84FA-01A5FB1A161D},-1058.9,2
513,13121007300,73,ARC 10,2015-05-19T14:17:37.000Z,11.7,23933,{0CA806A3-32E9-4008-B141-17F3AE23B742},-237.7,2
514,13121010508,105.08,ARC 10,2015-05-19T14:17:37.000Z,24.2,49340,{D65B0660-8AF8-4526-8DC6-F9F7D540FB46},522,4
515,13121010507,105.07,ARC 10,2015-05-19T14:17:37.000Z,18.4,28052,{0E2DAD9C-9B47-4CF0-B9F2-A89BA260046F},301.1,3
516,13121010511,105.11,ARC 10,2015-05-19T14:17:37.000Z,34.7,47100,{97155B82-3BC6-4751-96E9-FFA0D8634898},490.5,4
517,13121011626,116.26,ARC 10,2015-05-19T14:17:37.000Z,62.6,85551,{4DA54875-6F8F-4315-82D0-895AF44C2AEA},1038.6,5
518,13121011622,116.22,ARC 10,2015-05-19T14:17:37.000Z,69.8,130294,{C065DBAE-F578-45DD-B882-0CD18D8A5186},440.8,5
519,13121011424,114.24,ARC 10,2015-05-19T14:17:37.000Z,58.7,96487,{9BCF798E-E4BB-492B-8BBE-FAE63BD9B58E},342.6,4
520,13121011422,114.22,ARC 10,2015-05-19T14:17:37.000Z,51.8,70875,{5457665F-E80A-4748-880F-7B2DE04DD0FF},353.1,4
521,13121011505,115.05,ARC 10,2015-05-19T14:17:37.000Z,72.9,155096,{D8EE2C1F-1BA9-4F4E-AD3F-E9B6F39B07B5},79.4,5
522,13121010123,101.23,ARC 10,2015-05-19T14:17:37.000Z,41.7,50264,{BAE096DC-28E0-4DEC-ADA9-F0B9B3F96F49},-578.2,4
523,13121000100,1,ARC 10,2015-05-19T14:17:37.000Z,77,125819,{EBB1095C-6F9F-4F14-A804-654ADEC44B0A},200,5
524,13121000200,2,ARC 10,2015-05-19T14:17:37.000Z,75.7,94125,{33655A88-A8FC-4C18-8924-030E1981561E},2.7,5
525,13121009402,94.02,ARC 10,2015-05-19T14:17:37.000Z,59,62745,{3EA3603F-3714-4C5C-ACB9-1AE61AA7DCF0},-206,5
526,13121001100,11,ARC 10,2015-05-19T14:17:37.000Z,75.4,72762,{071BFFBC-7B80-45A2-8DDC-859BF4BCD531},5415,3
527,13121000400,4,ARC 10,2015-05-19T14:17:37.000Z,81.6,105938,{C62CEAFB-AB15-4670-BFDA-335BA4BC9142},46.7,4
528,13121009200,92,ARC 10,2015-05-19T14:17:37.000Z,60.5,54130,{1B5D1811-D067-4CA2-92B3-F33147CF11AD},1725.7,4
529,13121008201,82.01,ARC 10,2015-05-19T14:17:37.000Z,25,27490,{355824F1-B9D2-49DB-85F0-B2BF685F00A7},175.2,2
530,13121007808,78.08,ARC 10,2015-05-19T14:17:37.000Z,4.9,11438,{E5847C78-E91F-4F69-85AA-A832299211BB},483.3,2
531,13121007806,78.06,ARC 10,2015-05-19T14:17:37.000Z,13.8,31886,{ABB7EEE8-9D87-4CDD-8286-7DB71863E4D6},122.6,3
532,13121008800,88,ARC 10,2015-05-19T14:17:37.000Z,58.1,88477,{2BD75F03-47F3-40F5-8833-0E677270536A},421.8,4
533,13121008602,86.02,ARC 10,2015-05-19T14:17:37.000Z,14.6,33875,{C2278636-D61B-4564-9CA1-6AA77D118245},-1300,3
534,13121010121,101.21,ARC 10,2015-05-19T14:17:37.000Z,61.2,67443,{D66A9C73-BF62-4E13-B07D-A3361EF025B2},547.5,4
535,13121010119,101.19,ARC 10,2015-05-19T14:17:37.000Z,33.8,35736,{C8A82623-7FD5-4B98-9DBB-4808912B4174},251.3,3
536,13121010211,102.11,ARC 10,2015-05-19T14:17:37.000Z,55.6,125417,{3457399D-4CC6-4E99-83C8-34D0444F022F},514,4
537,13121009801,98.01,ARC 10,2015-05-19T14:17:37.000Z,72.1,143000,{27A1F222-81B1-4E83-A4FB-531DE7836351},290,4
538,13121009603,96.03,ARC 10,2015-05-19T14:17:37.000Z,69.6,59800,{B69F92B7-DC41-4FE3-88D1-C9C1A29DAA23},1684.3,3
539,13121009601,96.01,ARC 10,2015-05-19T14:17:37.000Z,84.7,88264,{F7959736-D463-430F-93FC-9FF13BAB71A9},1743.3,4
540,13121007705,77.05,ARC 10,2015-05-19T14:17:37.000Z,23.8,21170,{ADC378C1-ADCC-4552-A1B8-47875E9A7FF9},496.9,2
541,13121011612,116.12,ARC 10,2015-05-19T14:17:37.000Z,61.5,134375,{F7CB67B4-6381-4C3F-979F-1ED3EAFFC47D},-353.1,5
542,13121011623,116.23,ARC 10,2015-05-19T14:17:37.000Z,64.1,94300,{0C4EE107-994C-486E-B9A6-749DD6C60F89},1144.4,4
543,13121011625,116.25,ARC 10,2015-05-19T14:17:37.000Z,60.2,115974,{2D28BC99-C137-471B-B59F-3535E9141CBB},935,5
544,13121011619,116.19,ARC 10,2015-05-19T14:17:37.000Z,68,79688,{8B26E3C3-F50F-438B-A3E5-97E4A78411BC},566.4,5
545,13121011621,116.21,ARC 10,2015-05-19T14:17:37.000Z,73.1,122568,{EC997164-C1CF-4482-AA00-A65A89973C02},204.7,5
546,13121000500,5,ARC 10,2015-05-19T14:17:37.000Z,79.1,77865,{F7B3C854-8776-4392-8B6A-CEB7DD6E79D8},750,4
547,13121009300,93,ARC 10,2015-05-19T14:17:37.000Z,83,92857,{EF9836DB-4F7A-4731-8753-40DE123D4321},-242.2,4
