OBJECTID,MAXGISID,FACILITY_ID,LAKENAME,SUBDIVISION_NAME,EST_DEPTH,ACCESSIBLE,ACCESS_REMARKS,INSTALLDATE,ABANDONED,JURISDICTION,LANDDISTRICT,LANDLOT,PLTBKNUM,PLTBKPG,FEMA_ZONE,EPD_REACH_NAME,EPD_CRITERION_VIOLATED,EPD_POTENTIAL_CAUSES,EPD_IMPAIRED_CATEGORY,EPD_IMPAIRED_PRIORITY,EPD_IMPAIRED_NOTES,EPD_305B_303D_LIST,EPD_IMPAIRED_WATERSHED,EPD_IMPAIRED_USE,LOCATIONVERIFIED,MAPDATE,IMAGES,BRE,REMARKS,EDITOR,EDITDATE,COLLECTED_BY,INVENTORY_DATE,SURVEY_METH,INSIDE_COBB_COUNTY,shapearea,shapelen
607601,,PD0101350001,Fields Pond Pond,Fields Pond,,,,,NO,PRIVATE,1,135,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:20.000Z,,,ORTHO,YES,32380.1279737951,784.916223550469
607602,,LK0100920003,Mallard Lake Lake,Mallard Lake, ,,,,,PRIVATE,1,92,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:22.000Z,,,ORTHO,YES,73315.4606745008,1769.61965265295
607603,,LK0100920002,Chadds Lakes Lake,Chadds Lake, ,,,,,PRIVATE,1,92,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:25.000Z,,,ORTHO,YES,61876.7048962022,1251.82695415817
607604,,PD0100650001,Woodlawn Place Pond,Woodlawn Place,,,,,,PRIVATE,1,65,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:32:56.000Z,,,ORTHO,YES,31137.1975748484,843.622311615367
607605,,LK1610440001,Hampton Woods Lake,Hampton Woods, ,,,,,PRIVATE,16,1044,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:58:39.000Z,,,ORTHO,YES,159665.823978476,2074.32992210357
607606,,LK1710920001,Atlanta Country Club No. 1 Lake,Atlanta Country Club,,YES,,,NO,PRIVATE,17,1092,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:05.000Z,,,ORTHO,YES,55903.5199069901,1294.26951101898
607607,,LK1910820001,Anderson No. 2 Lake,N/A,,YES,,,NO,PRIVATE,19,1082,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:30.000Z,,,ORTHO,YES,80200.350252642,1290.52739834135
607608,,LK1911380001,South Cobb Heights Lake,South Cobb Heights,,,,,,PRIVATE,19,1138,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:00.000Z,,,ORTHO,YES,44689.3824869157,1025.95574353078
607609,,LK1911560001,Price Lake,N/A,,YES,,,NO,PRIVATE,19,1156,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road Is Dam - aka: Brawner Lake,YAGADJ,2015-06-04T19:31:03.000Z,,,ORTHO,YES,68654.6597643851,1432.30801442916
607610,,LK1912110001,Holley Hills Lake Lake,Holley Hills Lake,,YES,,,NO,PRIVATE,19,1211,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:05.000Z,,,ORTHO,YES,65455.4457583138,1058.71662917326
607611,,PD1909390001,Chappe Pond ,N/A,,YES,,,NO,PRIVATE,19,939,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-04T19:31:07.000Z,,,ORTHO,YES,40367.7678305425,922.064850244313
607612,,LK2002020001,Boone Lake,N/A,,YES,,,NO,PRIVATE,20,202,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:09.000Z,,,ORTHO,YES,61965.1565891734,964.470141038848
607613,,LK2001680001,Georgia National Guard Lake,N/A,,YES,,,NO,DOD,20,168,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:19.000Z,,,ORTHO,YES,83273.5785172669,1318.40872612495
607614,,PD2001410002,Smith No. 3 Pond,N/A,,YES,,,NO,PRIVATE,20,141,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:11.000Z,,,ORTHO,YES,34394.5718687517,725.054995579038
607615,,LK2000480001,Acworth Industrial Park East Lake,Acworth Industrial Park East,,YES,,,NO,PRIVATE,20,48,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-05-11T18:23:32.000Z,,,ORTHO,YES,126355.680325766,1835.57350537321
607616,,PD2000630001,The Vineyards No. 2 Pond,The Vineyards,,,,,,PRIVATE,20,63,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:43:32.000Z,,,ORTHO,YES,8812.96361831356,339.613477627706
607617,,PD2000630002,The Vineyards No. 1 Pond,The Vineyards,,,,,,PRIVATE,20,63,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Private Road is Dam,YAGADJ,2015-05-11T17:43:34.000Z,,,ORTHO,YES,17291.3493039093,473.42450735056
607618,,PD2002420001,Marietta Country Club No. 3 Pond,Marietta Country Club,,YES,,,NO,PRIVATE,20,242,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:26.000Z,,,ORTHO,YES,34317.1111068159,868.57497645916
607619,,LK2002130001,Quarles Lake,N/A,,YES,,,NO,PRIVATE,20,213,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:29.000Z,,,ORTHO,YES,73311.1169384851,1288.1788223084
607620,,LK2002130002,Cedarlake Lake,Cedarlake,,YES,,,NO,PRIVATE,20,213,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:32.000Z,,,ORTHO,YES,52020.2366171174,1147.2539796412
607621,,LK2002070001,Crater Lake,N/A,,YES,,,NO,PRIVATE,20,207,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:34.000Z,,,ORTHO,YES,155522.347929314,1531.4016786446
607622,,LK2002490001,Withers Lake,N/A,,YES,,,NO,PRIVATE,20,249,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:36.000Z,,,ORTHO,YES,68538.2984528113,1183.35614358411
607623,,LK2002830001,Crafton Lake,N/A,,YES,,,NO,PRIVATE,20,283,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:38.000Z,,,ORTHO,YES,147924.361939593,1688.50269234919
607624,,PD2002880001,Carnes Pond,N/A,,YES,,,NO,PRIVATE,20,288,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:40.000Z,,,ORTHO,YES,29671.7964528562,755.130137793342
607625,,PD2002880002,Glaser Pond,N/A,,YES,,,NO,PRIVATE,20,288,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:42.000Z,,,ORTHO,YES,12206.1516781583,750.189259390474
607626,,PD2002880003,McKernan Pond,N/A,,YES,,,NO,PRIVATE,20,288,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:44.000Z,,,ORTHO,YES,14329.5503083525,492.505753513027
607627,,LK2002830002,Hensley Lake,N/A,,YES,,,NO,PRIVATE,20,283,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:46.000Z,,,ORTHO,YES,113266.741818515,1574.7581466098
607628,,PD2002820001,Hardage Farms Pond,Hardage Farms,,YES,,,NO,PRIVATE,20,282,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:48.000Z,,,ORTHO,YES,20485.3546396897,1029.43922108763
607629,,PD2003280001,Dawson Pond,N/A,,YES,,,NO,PRIVATE,20,328,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:49.000Z,,,ORTHO,YES,17080.9998716802,555.177435978174
607630,,PD2003280002,Halford Pond,N/A,,YES,,,NO,PRIVATE,20,328,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:51.000Z,,,ORTHO,YES,26617.0761154445,694.088594649191
607631,,LK1901690001,Lanier Lake,N/A,,YES,,,NO,PRIVATE,19,169,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:53.000Z,,,ORTHO,YES,131950.129608302,1422.24220699482
607632,,PD1902440001,Canup Pond,N/A,,YES,,,NO,PRIVATE,19,244,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:30:56.000Z,,,ORTHO,YES,32652.2264868748,908.838491499028
607633,,PD1902430001,Asbury Park Pond,Asbury Park,,YES,,,NO,PRIVATE,19,243,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:24:12.000Z,,,ORTHO,YES,5984.68037712573,408.263435633893
607634,,PD1903160001,Cooks Cove Pond,Cooks Cove,,YES,,,NO,PRIVATE,19,316,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:41.000Z,,,ORTHO,YES,40849.2137550064,1047.15192917246
607635,,LK1903170001,Cooks Pond Lake,Cooks Pond,,YES,,,NO,PRIVATE,19,317,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:45.000Z,,,ORTHO,YES,69243.1176910711,1251.19273632819
607636,,PD1903510001,McEachern Farms No. 3 Pond,McEachern Farms,,YES,,,NO,PRIVATE,19,315,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Braile Pond,YAGADJ,2015-07-13T14:37:44.000Z,,,ORTHO,YES,14771.5457718338,558.444406871524
607637,,PD1903910001,McEachern Farms No. 4 Pond,McEachern Farms,,YES,,,NO,PRIVATE,19,391,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Barrow Pond,YAGADJ,2015-06-04T19:33:32.000Z,,,ORTHO,YES,9144.57910008128,451.023048575923
607638,,PD1904640002,McEachern Farms No. 5 Pond,McEachern Farms,,YES,,,NO,PRIVATE,19,464,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Barrow Pond,YAGADJ,2015-06-08T14:58:43.000Z,,,ORTHO,YES,22915.9112331328,917.916281078561
607639,,LK1903460001,Turriglio Lake,N/A,,YES,,,NO,PRIVATE,19,346,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:58:45.000Z,,,ORTHO,YES,105680.946417172,1618.034868467
607640,,LK1904160001,Jones Lake,N/A,,YES,,,NO,PRIVATE,19,416,,,Zone X,,,,,,,Not on EPA List,,,PLAT,,,,Dam Not Road,YAGADJ,2015-06-08T14:58:55.000Z,,,ORTHO,YES,49254.7775864579,1058.32471473499
607641,,PD2000010002,The Governers Towne Club Pond,The Governers Towne Club,,,,,,PRIVATE,20,1,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:41:13.000Z,,,ORTHO,YES,38236.2358352018,1036.38950528344
607642,,LK2000400001,The Governers Towne Club No. 1 Lake,The Governers Towne Club,,YES,,,NO,PRIVATE,20,40,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:13.000Z,,,ORTHO,YES,112318.714376082,1344.99036982541
607643,,LK2000400002,The Governers Towne Club No. 2 Lake,The Governers Towne Club,,YES,,,NO,PRIVATE,20,40,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:15.000Z,,,ORTHO,YES,120901.812951615,1837.00349849728
607644,,LK2000360001,Katenkamp Lake,N/A,,YES,,,NO,PRIVATE,20,36,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:18.000Z,,,ORTHO,YES,62053.6056360632,1012.20358344451
607645,,PD2000760001,Brand Pond,N/A,,YES,,,NO,PRIVATE,20,76,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:20.000Z,,,ORTHO,YES,13291.7515879315,592.671982460546
607646,,LK2000760001,Reed Lake,N/A,,YES,,,NO,PRIVATE,20,76,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:22.000Z,,,ORTHO,YES,70131.4105958411,1145.00826366869
607647,,LK2001140001,Turner Lake,N/A,,,,,,PRIVATE,20,114,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:40:53.000Z,,,ORTHO,YES,122797.547230331,1520.52704764777
607648,,PD2001130001,Burleson Pond,N/A,,,,,,PRIVATE,20,113,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:45:28.000Z,,,ORTHO,YES,17924.3217220783,578.149252007871
607649,,PD2001490001,Collar Pond,N/A,,YES,,,NO,PRIVATE,20,149,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:28.000Z,,,ORTHO,YES,26775.382675447,643.82760054953
607650,,LK2001460001,San Roman Lake,N/A,,YES,,,NO,PRIVATE,20,146,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:40:37.000Z,,,ORTHO,YES,46317.5986556036,1045.27790011436
607651,,PD2001590001,Diemer Pond,N/A,,YES,,,NO,PRIVATE,20,159,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:55.000Z,,,ORTHO,YES,24961.1162167337,640.442419563361
607652,,LK2001840001,Samples Lake,N/A,,YES,,,NO,PRIVATE,20,184,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:57.000Z,,,ORTHO,YES,56159.7216995473,1067.65057236863
607653,,LK2001840002,Rambo Lake,N/A,,YES,,,NO,PRIVATE,20,184,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:00.000Z,,,ORTHO,YES,143553.598402401,1850.69640904724
607654,,LK2001970001,Olde England Lake Lake,Olde England Lake,,YES,,,NO,PRIVATE,20,197,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:01.000Z,,,ORTHO,YES,84724.7601001479,1300.21782643661
607655,,LK2001860001,Camden Pointe Lake,Camden Pointe ,,YES,,,NO,PRIVATE,20,186,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-04T19:32:04.000Z,,,ORTHO,YES,114938.533285996,1483.91447441668
607656,,PD2001850001,Old Stilesboro Station Pond,Old Stilesboro Station,,YES,,,NO,PRIVATE,20,185,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:05.000Z,,,ORTHO,YES,10632.0478896048,500.957346835922
607657,,PD2002330002,King Pond,N/A,,YES,,,NO,PRIVATE,20,233,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:08.000Z,,,ORTHO,YES,22185.8479520088,588.455596054234
607658,,PD2002330001,Schwickerath Pond,N/A,,YES,,,NO,PRIVATE,20,233,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:11.000Z,,,ORTHO,YES,13928.7083987463,615.01875940268
607659,,LK1910130001,Heather Lakes No. 1 Lake,Heather Lakes,,YES,,,NO,PRIVATE,19,1013,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:13.000Z,,,ORTHO,YES,44922.4198513574,876.277692416642
607660,,LK1910140001,Heather Lakes No. 2 Lake,Heather Lakes,,YES,,,NO,PRIVATE,19,1014,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:15.000Z,,,ORTHO,YES,237731.912239046,2159.2421595391
607661,,LK1913090001,Owens Lake,N/A,,YES,,,NO,PRIVATE,19,1309,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:35:59.000Z,,,ORTHO,YES,189820.843390483,2315.38333315837
607662,,LK1910050001,Fairview Homes Lake,Fairview Homes,,YES,,,NO,PRIVATE,19,1005,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Barrows Lake,YAGADJ,2015-06-04T19:32:19.000Z,,,ORTHO,YES,48401.2973649773,976.112101128524
607663,,PD2001500001,Allen Pond,N/A,,YES,,,NO,PRIVATE,20,150,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:23:51.000Z,,,ORTHO,YES,24801.2769497775,686.286354215418
607664,,PD2002000001,Austin Pond,N/A,,YES,,,NO,PRIVATE,20,200,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:21.000Z,,,ORTHO,YES,26498.3520776135,694.053450365863
607665,,LK2002190001,Kastner Lake ,N/A,,YES,,,NO,PRIVATE,20,219,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:23.000Z,,,ORTHO,YES,50966.707845134,1025.5628369938
607666,,LK2002200001,Westport Lake,Westport,,,,,,PRIVATE,20,220,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:25.000Z,,,ORTHO,YES,184874.279763003,2749.84275686826
607667,,LK2002600001,Saddlebrook Farms Lake,Saddlebrook Farms,,,,,,PRIVATE,20,260,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:40:28.000Z,,,ORTHO,YES,108017.007682322,1253.89508950971
607668,,LK2002730001,Dominion Christian School Lake,N/A,,,,,,PRIVATE,20,273,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:42.000Z,,,ORTHO,YES,95463.0225167937,1441.93121962752
607669,,PD2002990001,Dean Pond,N/A,,,,,,PRIVATE,20,299,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:44.000Z,,,ORTHO,YES,16943.8882644335,527.310240250067
607670,,PD2003100001,Sattele Pond,N/A,,,,,,PRIVATE,20,310,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:47.000Z,,,ORTHO,YES,6435.75871517906,318.98510191367
607671,,LK2002690001,Brown no. 1 Lake,N/A,,,,,,PRIVATE,20,269,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:49.000Z,,,ORTHO,YES,58602.4248089838,944.430359285994
607672,,PD2003070001,Harris No. 2 Pond,N/A,,YES,,,NO,PRIVATE,20,307,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:52.000Z,,,ORTHO,YES,25031.1545023791,699.58179697644
607673,,PD1900650001,Lost Mountain Pond,Lost Mountain,,,,,,PRIVATE,19,65,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Private Road is Dam,YAGADJ,2015-05-11T17:43:42.000Z,,,ORTHO,YES,15366.765402413,618.955584701184
607674,,LK1902810001,Cooper Lake,N/A,,YES,,,NO,PRIVATE,19,281,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:48.000Z,,,ORTHO,YES,79359.9271025212,1453.34833887899
607675,,PD1902800002,Black Pond,N/A,,YES,,,NO,PRIVATE,19,280,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:37:52.000Z,,,ORTHO,YES,32659.5066987987,870.878960119905
607676,,PD1902800001,Bice Pond,N/A,,YES,,,NO,PRIVATE,19,280,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:37:48.000Z,,,ORTHO,YES,20866.0591079199,668.722674284095
607677,,PD1902790001,Ellis Pond,N/A,,YES,,,NO,PRIVATE,19,279,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:38:02.000Z,,,ORTHO,YES,37760.271406801,847.555623150495
607678,,PD1902780001,Dorris Pond,N/A,,YES,,,NO,PRIVATE,19,278,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:33.000Z,,,ORTHO,YES,25835.1307998903,745.216155911497
607679,,PD1902780002,Duncan Pond,N/A,,YES,,,NO,PRIVATE,19,278,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:35.000Z,,,ORTHO,YES,4750.11485301519,259.846800629801
607680,,LK1903880001,Brooks Lake,N/A,,YES,,,NO,PRIVATE,19,388,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:37.000Z,,,ORTHO,YES,48660.8962468827,1048.22831535556
607681,,PD1903520001,McEachern Farms No. 6 Pond,McEachern Farms,,YES,,,NO,PRIVATE,19,352,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Noggle Pond,YAGADJ,2015-06-04T19:31:40.000Z,,,ORTHO,YES,8458.8607585398,361.651691787264
607682,,PD1904640001,McEachern Farms No. 1 Pond,McEachern Farms ,,YES,,,NO,PRIVATE,19,464,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:41.000Z,,,ORTHO,YES,9368.7651732117,384.998382521617
607683,,LK1904640001,McEachern Farms No. 3 Lake,McEachern Farms,,YES,,,NO,PRIVATE,19,464,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Powell Lake,YAGADJ,2015-06-04T19:31:44.000Z,,,ORTHO,YES,45309.0032858765,795.071319903528
607684,,PD1905360001,Villa Rica Estates Pond,Villa Rica Estates,,YES,,,NO,PRIVATE,19,536,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:45.000Z,,,ORTHO,YES,17377.7728705532,665.736649085051
607685,,PD1906100003,Wilson Pond,N/A,,YES,,,NO,PRIVATE,19,610,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:47.000Z,,,ORTHO,YES,6676.15324544633,307.857592461884
607686,,PD1906100002,Buis Pond,N/A,,YES,,,NO,PRIVATE,19,610,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:49.000Z,,,ORTHO,YES,33748.0814483029,803.232256012967
607687,,LK1906500001,Villa Lake Lake,Villa Lake,,YES,,,NO,PRIVATE,19,650,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:31:51.000Z,,,ORTHO,YES,97308.3860448701,1388.4323554267
607688,,LK1907240001,King Springs Lake,N/A,,YES,,,NO,PRIVATE,19,724,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:37:04.000Z,,,ORTHO,YES,168064.611894608,2229.37799736551
607689,,PD1910170001,B. A. Carter Pond,B. A. Carter,,YES,,,NO,PRIVATE,19,1017,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:12:16.000Z,,,ORTHO,YES,18408.2108201679,658.652113617488
607690,,PD1910180001,Rakestraw Pond,N/A,,YES,,,NO,PRIVATE,19,1018,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:12:17.000Z,,,ORTHO,YES,14552.031550495,546.624997594602
607691,,PD1910180002,Moon Pond,N/A,,YES,,,NO,PRIVATE,19,1018,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:12:18.000Z,,,ORTHO,YES,18091.3363378557,766.37809600109
607692,,LK1909820001,Johnson Lake,N/A,,,,,NO,PRIVATE,19,982,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:12:20.000Z,,,ORTHO,YES,129939.175547942,1781.31950604166
607693,,PD1910960001,Askea Pond,N/A,,YES,,,NO,PRIVATE,19,1096,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:04.000Z,,,ORTHO,YES,14919.6575094552,587.397395347152
607694,,PD1909010001,Shipp Pond,N/A,,,,,NO,PRIVATE,19,901,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:12:23.000Z,,,ORTHO,YES,37349.7522559677,867.201609728182
607695,,LK1906600001,Sigman Lake,N/A,,,,,NO,PRIVATE,19,660,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:36:58.000Z,,,ORTHO,YES,86164.7854906782,1153.78566507055
607696,,PD1905870001,Cook Pond,N/A,,YES,,,NO,PRIVATE,19,587,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:50:03.000Z,,,ORTHO,YES,5693.97437617258,352.872590175449
607697,,PD1905870002,Keely Pond,N/A,,,,,NO,PRIVATE,19,587,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:50:07.000Z,,,ORTHO,YES,5281.03438270178,336.100409409968
607698,,PD1903030001,Echo Mill Pond,Echo Mill,,,,,NO,PRIVATE,19,303,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:12:35.000Z,,,ORTHO,YES,34198.3990476086,815.006133409821
