OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_3__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp3_HousTranspCosts_Pct_Income,Tp3_HousingCosts_Pct_Income,Tp3_TransportCosts_Pct_Income,Tp3_AnnualVehMilesTraveled
677,13255161200,1612,ARC 20,50460,17.34,{EC96DDB5-11B6-4006-B2C2-BC98525CE6D3},47.9,81.8,42.79,39.02,19488
678,13255161100,1611,ARC 20,54304,12.11,{F9E917C7-009E-4749-953B-93978ADCE4B3},89.1,88.16,48.44,39.72,19574
679,13255160900,1609,ARC 20,31298,4.35,{766BAD3C-212C-4A25-865B-85C5076CA3DE},-79,78.71,40.58,38.13,18823
680,13255160800,1608,ARC 20,22888,15.74,{2AC7C21E-978B-47A0-BF8D-8BCDB5981E3B},-115.8,71.68,39.96,31.73,15615
681,13255160700,1607,ARC 20,37446,28,{B14EAEE3-1483-41C9-92B5-8DDA5636A539},129.6,78.89,42.46,36.44,18660
682,13255160500,1605,ARC 20,37444,0,{FF5139E7-D873-4BF1-A180-C63BBE30F8E2},125.1,83.29,43.33,39.95,19545
683,13255160400,1604,ARC 20,22992,19.75,{F5068EF8-8674-4124-8A7C-4257D605658E},-133.3,77.42,41.76,35.66,17754
684,13255160300,1603,ARC 20,26618,7.02,{A41F4CF5-FA3C-46A2-88CB-2806FC2C1848},0.1,78.19,39.83,38.36,19255
685,13255160600,1606,ARC 20,55174,0,{220E3047-21AD-4EA9-BA67-342B6207B061},8.6,85.4,42.03,43.36,21554
686,13097080102,801.02,ARC 10,45830,5.3,{F71B015F-C154-4959-B1D6-73FB9707A08C},296.1,84.03,49.14,34.89,16951
687,13097080602,806.02,ARC 10,60982,1.05,{BBBD22A9-719D-4C05-8F88-7DB0C7D56903},145.6,94.54,53.24,41.3,20011
688,13097080508,805.08,ARC 10,54566,42.14,{CCB5EE5A-C30E-4401-A4DD-10D5D1E517D0},16.4,86.12,51.55,34.57,16691
689,13097080510,805.10,ARC 10,65042,0.52,{100A62BB-84BD-43FF-9724-3060ECF75D53},365.3,99.9,57.46,42.44,20938
690,13097080509,805.09,ARC 10,79085,0,{1292CB21-F3A4-4206-AF27-451B667F73A6},338.8,98.83,56.45,42.39,20603
691,13077170602,1706.02,ARC 20,82854,4.87,{DE51D7FF-EE68-4256-AA7F-444F21CFA744},1849.5,102.48,60.47,42.01,20961
692,13077170503,1705.03,ARC 20,73693,0,{8499140E-720C-4B7F-8348-F0935B84016B},84.1,104.59,61.22,43.37,21464
693,13077170501,1705.01,ARC 20,63905,0,{63B0A9B8-4163-4574-A276-3CE23A3AB3D8},31.6,94.68,51.02,43.66,21470
694,13077170406,1704.06,ARC 20,73587,0.33,{15F17455-6CEB-4531-A96E-668EC2EAA61C},113.3,91.5,48.14,43.36,21845
695,13077170305,1703.05,ARC 20,37004,22.91,{68C8D613-6ABF-4311-A143-F4E4E3845154},349.9,80.62,47.03,33.58,17138
696,13077170601,1706.01,ARC 20,32725,8.31,{9D6BADD9-D0F9-4DA3-A60F-1EB14B27A950},165.9,77.65,40.98,36.67,18464
697,13077170603,1706.03,ARC 20,69276,0,{60A0A035-44D3-4302-8DE3-36B91C76775E},75.5,96.91,52.47,44.44,22357
698,13077170502,1705.02,ARC 20,61650,0,{0FB7D370-3137-4E2F-B976-C25FF2FB2655},69,90.2,44.67,45.53,22919
699,13077170405,1704.05,ARC 20,79531,0.66,{D5AEEFB2-035A-42EC-A512-B4106DC12DAE},153.8,102.23,59.24,42.99,21619
700,13077170404,1704.04,ARC 20,78459,13.01,{38F48CAB-D3B9-482A-A21D-0360CC891E38},90.3,106.64,62.68,43.96,21916
701,13077170403,1704.03,ARC 20,88071,0,{B3BC253B-3C78-4CDD-B09B-E16AC1BA2E21},108.8,104.5,60.38,44.12,21261
702,13077170306,1703.06,ARC 20,59006,12.39,{FB05CABB-E41B-43C7-AEFE-229BDA4D2310},430.1,88.36,50.22,38.14,18912
703,13097080603,806.03,ARC 10,70833,0.27,{2FC80151-1FD6-4C98-A0F4-FC08B3DD99C2},316.7,87.55,47.71,39.84,19594
704,13097080511,805.11,ARC 10,65185,0,{5B258FD0-7CC0-4B4B-8754-25690B4CA4A8},291.3,99.07,55.71,43.37,21246
705,13097080304,803.04,ARC 10,42972,9.04,{343096A0-C955-408B-AD05-82ADD1A4D0A0},229,81.72,48.34,33.39,16808
706,13097080404,804.04,ARC 10,61341,1.59,{25D1B21E-F3D6-49AD-9E8E-B64FABB9C3FA},190.8,91.15,48.52,42.63,21144
707,13097080303,803.03,ARC 10,37266,12.17,{5E069110-450C-4F2E-991B-731F204AEFD2},-72,81.86,46.49,35.38,17357
708,13097080403,804.03,ARC 10,64917,0,{503AF0DE-DABB-4154-9EC4-6E97CBF01CD8},139.6,95.74,51.84,43.89,21623
709,13097080103,801.03,ARC 10,32285,82.75,{CEA7771C-CD8D-427C-A0EA-437CEFDBA67A},60.3,75.03,44.2,30.82,15371
710,13097080604,806.04,ARC 10,57674,0.81,{689A696E-F9F8-4D02-AA84-B210B76DB4E4},331.2,101.29,58.87,42.43,20812
711,13077170304,1703.04,ARC 20,69519,0,{77800B24-18CB-4B10-BCE8-B05353FAE631},159.4,100.33,58.19,42.14,21208
712,13077170303,1703.03,ARC 20,95767,0,{489067F1-9C70-4DAA-BE1A-CF5D81BB38B2},87.2,108.53,63.06,45.47,22562
713,13077170802,1708.02,ARC 20,48403,0,{65C28E6D-C95D-4C22-A058-C256769799C8},27.6,87.41,42.37,45.04,22408
714,13077170801,1708.01,ARC 20,47640,0,{5B14893E-AC3B-4B4B-8E4F-493AE9E392DD},40.5,90.24,45.65,44.59,22487
715,13077170700,1707,ARC 20,38075,12.92,{E2C687F0-C268-4042-9E20-E1BED840E6D8},27.2,84.08,45.02,39.06,19545
716,13077170402,1704.02,ARC 20,88426,0.42,{5E7FD519-D0CF-42CF-AF6C-23E3AAA55B9F},144.4,99.55,57.13,42.42,20916
717,13077170200,1702,ARC 20,44712,8.84,{02C7E648-181C-4245-863F-2F788B0704A5},41.1,88.85,47.93,40.92,20442
718,13077170100,1701,ARC 20,58720,0,{E7E9DA6D-7F07-4E60-9827-F1680A218EEB},13.2,97.75,52.95,44.81,22304
719,13097080201,802.01,ARC 10,52963,2.88,{625D58A7-39BE-49ED-B4C1-12945299D511},185.1,96.98,56.56,40.41,20038
720,13097080506,805.06,ARC 10,51723,1.39,{BEAE4944-D44E-4D41-B01D-6CDBE7CFEE0C},84.8,91.61,49.05,42.56,21128
721,13097080505,805.05,ARC 10,54344,0,{9FC80C75-2675-4A3E-8CD9-7669C8D036EF},224.7,83.92,45.74,38.18,18527
722,13097080202,802.02,ARC 10,39663,23.14,{47520B92-AC0B-4D97-8690-EDC3694B94F3},382.2,83.53,46.37,37.15,18470
723,13097080507,805.07,ARC 10,60694,0,{425A7F71-91F0-4F96-93C7-5D2AA4790DBF},119.2,99.66,55.92,43.74,21404
724,13097080402,804.02,ARC 10,80386,0,{857FBD2E-1F90-41E9-AB66-56A043505B28},72.1,100.22,55.35,44.87,22251
725,13097080301,803.01,ARC 10,40722,8.68,{6EA54AF8-07DE-4135-9CEE-7F75F5E4869F},536.9,87.67,49.16,38.51,19262
726,13089980000,9800,ARC 10,,,{665040B6-90F6-4FFC-8C7C-1E6E9DC6DCDF},,,,,
727,13089023428,234.28,ARC 10,34297,127.49,{5EC22377-E081-4D79-98E8-BDEFD8046863},633,76.23,45.01,31.21,15581
728,13089023426,234.26,ARC 10,60523,36.62,{055A6A6F-AD81-4FC3-B805-C290BD3DDC63},405.7,90.32,50.29,40.03,19382
729,13089021502,215.02,ARC 10,59383,142.07,{B48F80EC-7968-47C5-B815-D94D452C8DD1},117.1,83.91,56.77,27.14,12719
730,13089022302,223.02,ARC 10,58977,93.63,{D4E95F16-9559-4FDF-966F-E70CDE1A471D},-18.6,90.09,59.75,30.34,13903
731,13089022007,220.07,ARC 10,33039,199.2,{1327AAFC-BE06-4A8F-938A-B65D707AE906},-450,74.12,47.95,26.17,12451
732,13089021602,216.02,ARC 10,72168,170.57,{50494389-D969-4A8D-9653-A098FB0548EA},377.5,91.36,62.68,28.69,13364
733,13089023803,238.03,ARC 10,40352,35.29,{29DFDE3B-D601-41D5-A8D9-78E1FAA142AA},-439.5,80.64,44.62,36.02,16900
734,13089022402,224.02,ARC 10,27045,112.9,{FCBBEDAF-79B8-4E6B-9880-4809F25793FA},1050.8,78.31,52.78,25.53,13048
735,13089022700,227,ARC 10,92667,91.77,{CEA7016D-F057-483E-92CF-B73099B48920},392.2,100.05,69.36,30.69,14280
736,13089022403,224.03,ARC 10,132313,68.18,{CF2E683D-7BB1-4D08-BC87-246307AB2C14},15.8,132.37,99.11,33.26,14472
737,13089023425,234.25,ARC 10,63816,29.75,{AB58F199-E0B6-4A0B-B576-6D08FCA7141B},211,89.22,51.66,37.56,17644
738,13089022204,222.04,ARC 10,40044,99.73,{7B7FDE9C-2C64-47DB-A80A-F123F16E72E0},323.8,72.29,44.77,27.52,12932
739,13089023423,234.23,ARC 10,50175,27.72,{1E3B5F50-FBA2-4290-8AC3-11B1D9F54ECD},372.7,95.77,58.58,37.2,17779
740,13089023419,234.19,ARC 10,62813,16.82,{781189A4-906E-424B-85FC-4A72290038C4},551.5,100.29,59.37,40.92,19230
741,13089023312,233.12,ARC 10,63025,66.12,{65AC7B7F-FABA-4ACC-B770-8F8459B081E8},627.1,102.88,63.81,39.07,18775
742,13089023311,233.11,ARC 10,80149,39.43,{80429DDA-4AD1-42F7-9ED4-303A5BE73AC0},257.9,111.37,70.3,41.07,19530
743,13089023213,232.13,ARC 10,42072,42.86,{69A00F8D-98AB-400B-96F8-659148E1E914},793,96.25,60.56,35.69,16834
744,13089022301,223.01,ARC 10,51310,139.41,{8A5F809E-DDA4-45C2-861C-39F6B11E9AD9},274.4,84.79,56.45,28.34,13012
745,13089023602,236.02,ARC 10,36875,26.07,{A43CCFFB-EC7A-4682-A9CC-FF1CAB296049},-543.6,79,43.86,35.14,16310
746,13089023504,235.04,ARC 10,20022,133.45,{3E23A3E1-3CF5-4E9D-BFE0-159BA4D1D4C3},-1242.5,73.73,42.93,30.79,14617
747,13089023411,234.11,ARC 10,47557,56.56,{54752486-6724-415D-886B-9464EB9BD53B},-717.3,80.98,45.98,35,16325
748,13089023410,234.10,ARC 10,28822,101.81,{10E84355-BD52-4DEB-85D7-BAB1AA8E7043},-563.1,74.19,44.2,29.98,14487
749,13089023501,235.01,ARC 10,31534,77.43,{EC5E6B48-7F03-4C7D-B206-2C6BC860FB37},-153.3,77.41,45.12,32.29,15249
750,13089023114,231.14,ARC 10,54608,38.88,{AF1EE3EB-0696-452F-AFCB-087EFB313EB8},-283.3,86.3,49.5,36.8,17968
751,13089023112,231.12,ARC 10,26496,174.58,{8E8EB29D-4D27-4F1E-9BCB-2D243D42AFCC},-1778,69.41,42.39,27.02,13321
752,13089021912,219.12,ARC 10,79844,13.86,{D5B4941E-2851-4F83-9874-E1AE4DC2AE49},-25.2,112.48,72.27,40.22,18818
753,13089021910,219.10,ARC 10,51382,96.93,{D65455DB-70A4-42AF-8E6B-E15B40F638FC},185.7,81.83,49.09,32.74,16370
754,13089021604,216.04,ARC 10,128750,104.59,{338C88D0-E308-4886-B938-A12C879113BE},231.5,88.88,54.92,33.96,15991
755,13089021504,215.04,ARC 10,57861,200.08,{CBA494BA-81F4-427A-A97B-711AE7E232A6},213.3,81.39,54.69,26.7,12360
756,13089021503,215.03,ARC 10,41453,196.02,{E1B3DF66-E803-49F4-89F8-592B6775B6CD},-18.6,80.94,54.62,26.32,12317
757,13089023107,231.07,ARC 10,37776,20.17,{13B2E065-4B3B-463F-8751-61DD7DAFFC9B},-812.1,79.72,44.66,35.06,16265
758,13089023418,234.18,ARC 10,52517,2.76,{FEAF0581-73B5-4B12-A161-DF0711B4E84C},496.4,93.18,54.55,38.62,19026
759,13089023101,231.01,ARC 10,40952,43.21,{D4E3BA06-00DF-4F40-962F-CE21C958D475},-695,80.24,46.69,33.55,15722
760,13089022401,224.01,ARC 10,69917,194.47,{3534FCA1-60FC-4B0E-932A-93F6ED46966C},563,113.42,85.73,27.69,12743
761,13089020900,209,ARC 10,37242,57.36,{E803E6BA-8047-45CB-91FD-B009C459629E},-610.6,88.35,56,32.35,15165
762,13089020700,207,ARC 10,46458,110.89,{41119892-5CB0-4985-8EED-148662A7EBDA},-1174,76.53,46.6,29.92,14136
763,13089020600,206,ARC 10,39718,130.66,{13D61439-29BE-40CE-8BC0-289FA7CA9762},-412.5,76.31,48.24,28.07,13374
764,13089020500,205,ARC 10,39282,123.12,{BDEE7429-4170-40DE-A43B-7B350F59BEE6},-565.7,75.15,46.96,28.19,12948
765,13089021410,214.10,ARC 10,44159,141.2,{06ACD488-5028-45D6-A1EF-9422C9D843B7},-320.9,81.2,53.77,27.43,13208
766,13089021216,212.16,ARC 10,63595,221.98,{5A885DE1-807B-4163-AB78-0A0B4490C025},2567.9,92.08,67.82,24.26,11341
767,13089021911,219.11,ARC 10,24355,198.78,{C94EDCE5-CC68-45FA-867B-C258506775A0},-1460,67.37,41.07,26.3,13111
768,13089020802,208.02,ARC 10,42679,87.73,{5CFD8061-9158-4E99-A974-0CED599957D0},447.3,85.27,53.77,31.5,14742
769,13089021416,214.16,ARC 10,53555,233.08,{7ED8D0FC-CA72-4063-B929-8A654C78CECD},-2486.7,88.79,62.95,25.83,12374
770,13089021413,214.13,ARC 10,32076,234.16,{7DA19D6D-D127-4B80-AF30-A71131AC187A},2352.5,75.94,51.15,24.78,11601
771,13089021411,214.11,ARC 10,88681,167.21,{FA43AB41-7CE4-4668-85E8-D123B7020D8A},736.7,87.74,60.41,27.34,12797
772,13089020400,204,ARC 10,83378,176.2,{164B373C-83F3-4566-A26D-6DF9E089C5F7},612.5,85.57,57.88,27.69,12392
773,13089020300,203,ARC 10,104311,106.13,{0885F76C-0FEC-4290-B51F-C71E132ADEFE},452.9,106.81,76.95,29.86,13596
774,13089020100,201,ARC 10,159362,93.66,{C011D992-4FC8-4059-8E91-8246EB2E29C5},-82.5,124.15,93.01,31.13,13451
775,13089023802,238.02,ARC 10,32204,63.78,{028CB3FC-8A44-4CAF-A350-EA0C17820E9F},-25.4,82.35,49.82,32.53,15346
776,13089023801,238.01,ARC 10,48450,53.74,{93E36DDB-56CF-4FAA-8317-FA5CAA7A8D8A},-660,89.31,55.5,33.81,16042
777,13089023700,237,ARC 10,25772,74.74,{FE5E2950-2423-43FF-AC76-501EF3AC8711},-349.4,76.92,44.97,31.95,14989
778,13089023506,235.06,ARC 10,42477,54.85,{2CDD7241-3738-4745-AFD2-10F2CF5CE210},-751,88.09,53.12,34.97,16691
779,13089023505,235.05,ARC 10,41853,23.67,{BFF43C68-9738-4B3E-9A7A-05737D2A0188},-751.3,84.69,48.19,36.5,17050
780,13089023427,234.27,ARC 10,55322,11.92,{86EA9691-8E39-4C33-9AC9-9267A798A900},-261.7,95.21,55.13,40.08,19405
781,13089023424,234.24,ARC 10,55779,20.03,{75BC4910-2048-4D7F-8ADC-B71709970F59},538.1,93.26,54.36,38.91,18373
782,13089023422,234.22,ARC 10,51231,24.61,{A40C1FDC-C4CB-4D78-BDDC-E27934707FE0},288,97.46,58.48,38.99,18670
783,13089023421,234.21,ARC 10,42159,117.06,{8A567B43-90D4-4714-BE6C-7298C22878F7},955,82.55,49.65,32.9,16004
784,13089023315,233.15,ARC 10,62793,20.3,{3CE332EF-BB55-43D5-BC83-5427A9895FDE},266.4,101.09,59.13,41.97,20698
785,13089023314,233.14,ARC 10,45861,27.64,{A3594E1C-53E2-46E4-ACB5-B053606895C9},-519.5,92.18,54.64,37.54,17747
786,13089023115,231.15,ARC 10,,,{502077E0-AF81-4FEF-BCA6-6522A03D9800},2356.7,,,,
787,13089023413,234.13,ARC 10,54648,24.87,{BE965558-F415-4A9A-9A48-27458F9E23A9},-381.9,91.4,52.53,38.86,18241
788,13089023414,234.14,ARC 10,54151,35.64,{D33DEED2-329D-4BFD-87C4-C2D2B114D97A},-411.1,93.89,56.32,37.57,17837
789,13089023206,232.06,ARC 10,45893,27.86,{EC6E88BC-5585-45EA-8FE3-25AD6E9D6E33},-172.9,89.65,52.76,36.89,17323
790,13089021907,219.07,ARC 10,63097,14,{FF5188CC-9E22-4F29-9C33-F04BC47336D6},103.8,94.97,57.58,37.39,17988
791,13089023204,232.04,ARC 10,53931,48.29,{20994064-1283-4FDD-8CD0-3A9BC402D454},-113.1,88.98,51.5,37.48,17778
792,13089023113,231.13,ARC 10,27410,169.62,{29DFD523-DEC1-46CF-85FB-E3E059D8D9F3},-1697.5,73.07,46.39,26.67,13012
793,13089022010,220.10,ARC 10,40123,67.3,{40708395-1DAC-4831-8560-394B38D2F3C5},182,81.57,49.34,32.23,15325
794,13089023111,231.11,ARC 10,56050,9.53,{EDAD5AF6-CC04-4024-A571-7E9C454A0CAE},-176.7,89.53,52.63,36.9,17518
795,13089021814,218.14,ARC 10,32896,220.62,{58CC6049-8CAD-46A0-A781-2690D448C27F},-40,71.77,46,25.77,13027
796,13089021409,214.09,ARC 10,43307,195.38,{BFD286C0-90FF-4411-97F4-7844FAA1D5AA},-1357.5,78.11,52.25,25.86,12477
797,13089021218,212.18,ARC 10,53820,225.15,{ED9AE888-4FA0-477A-9E0B-597151C6BDAE},1124.5,75.89,50.67,25.22,12651
798,13089023507,235.07,ARC 10,43929,24.04,{8F9C74EA-41AD-4C78-BD97-14A756E133E0},-386.4,84.08,47.46,36.62,16817
799,13089023412,234.12,ARC 10,44942,33.79,{9411A9F7-069E-42BE-9C4D-ABACC18B2226},-276.8,83.72,47.04,36.68,17447
800,13089023416,234.16,ARC 10,57057,31.4,{954BF28C-7CD4-4266-9BE3-D52166D80F46},317.3,98.44,60.44,38,18208
801,13089023102,231.02,ARC 10,41028,86.15,{39957CB3-E8FA-4A9E-AAE1-1596290D2D4D},-410,95.67,64.56,31.12,14719
802,13089023000,230,ARC 10,62400,72.07,{9F836850-B47D-49B4-9EAC-56C5E50D447C},-54.3,90.49,58.84,31.65,14567
803,13089021906,219.06,ARC 10,39966,72.02,{1F2680B5-5EB4-4711-909D-47E9DE766298},-615.8,81.95,47.71,34.24,16233
804,13089021217,212.17,ARC 10,73927,75.77,{65116A6D-9D27-415C-A016-E9BF65A21DF7},-768.3,101.76,68.32,33.44,15271
805,13089021215,212.15,ARC 10,88346,162.73,{A4A30864-CEE8-432A-BC1E-D36BFF7C5F2A},1816.9,94.73,69.41,25.32,11854
806,13089021414,214.14,ARC 10,39250,263.88,{5CB86A0C-1B60-46BA-80D4-6A1B1B4A8709},-1117.5,76.26,53.52,22.74,10964
807,13089021101,211.01,ARC 10,116250,49.13,{7CA608B0-A9B4-42D4-B760-A49D94C13555},583.1,97.22,61.82,35.4,15753
808,13089023316,233.16,ARC 10,60406,84.05,{7350CDD1-C4E6-4A91-9312-CE421C3A8F0D},277.4,99.04,59.4,39.64,19366
809,13089023313,233.13,ARC 10,46058,26.2,{E8BC0073-BA79-4271-B97A-779FD7E2DAC9},-11.6,92.69,53.76,38.93,19014
810,13089022900,229,ARC 10,66985,33.84,{656E0C88-2225-41E4-A2EF-D0382E9DBA50},-465.3,81.85,48.63,33.22,15042
811,13089022800,228,ARC 10,84341,77.66,{F92BF60D-57E2-47D9-8245-5279A2265B2D},-90,94.16,61.73,32.43,14853
812,13089022600,226,ARC 10,65921,160.15,{1D404BDF-39D6-4A3A-B2C8-B1EA5D0084B7},595,89.61,62.59,27.01,12698
813,13089022500,225,ARC 10,67756,153.99,{C93F3025-57DC-4375-8D1F-99E9B82198A0},151.8,97.12,69.45,27.67,12815
814,13089022100,221,ARC 10,35250,63.17,{ED024E54-ABEA-493C-A86E-2AD43A0AE3BD},-21.5,76.78,46.87,29.91,14275
815,13089022005,220.05,ARC 10,31778,87.11,{367D87A2-4D0C-4271-B634-1A1B6D98D1D6},-692.3,78.19,48.25,29.94,14382
816,13089023214,232.14,ARC 10,48961,68.9,{34A8F894-5247-4771-B86D-BAB1D23A9BCB},188.1,82.77,50.49,32.28,15600
817,13089022203,222.03,ARC 10,38182,60.81,{CD5282AE-DE89-4BA6-A43C-5E4C7E3A003A},482.7,79.43,52.07,27.36,12767
818,13089022009,220.09,ARC 10,26720,232.66,{80C0B411-4D44-4C6B-81F7-D7F0E12B6E59},-1125.7,64.94,40.47,24.48,12146
819,13089021913,219.13,ARC 10,33221,143.54,{269F8571-248B-4D51-AD9A-B69AE62C004A},-829.2,69.62,43,26.62,13217
820,13089021813,218.13,ARC 10,27564,285.35,{DFFBD932-696E-4408-9EBD-D8B8EC9B74F7},1995,65.42,43.48,21.93,10751
821,13089021605,216.05,ARC 10,52218,167.48,{05AEF72B-7295-4C7F-8267-9E887FD8F106},277.1,92.77,64.62,28.15,13327
822,13089021308,213.08,ARC 10,43750,84.73,{6CB654FF-5421-4195-B9C4-8ED3EC1E5E2B},-723,83.93,54.25,29.68,13930
823,13089022004,220.04,ARC 10,49503,68.66,{3581DB56-EE0C-482C-921B-C45EA8F3794A},-245,94.18,59.08,35.11,16357
824,13089022008,220.08,ARC 10,26211,227.86,{963C78B4-C563-4BED-8B3D-5A5408D21AEA},-393.3,73.05,45.98,27.07,12991
825,13089021909,219.09,ARC 10,38741,110.2,{4A8A5C3B-EC57-46CF-AC97-B3CB34951793},-1130,75.27,45.45,29.82,14472
826,13089022001,220.01,ARC 10,56641,48.12,{62249441-65C7-4FA0-989C-74CB2FADFD4E},245.9,88.52,55.5,33.02,15678
827,13089023108,231.08,ARC 10,32393,62.37,{821B40ED-2201-4B67-8A6F-B3240FA005EA},-641.4,74.95,42.76,32.2,15193
828,13089020200,202,ARC 10,79289,201.77,{E7BBC826-0BA8-4CF1-83DC-B021BA47D3C8},-431.7,97.19,70.41,26.78,12394
829,13089021306,213.06,ARC 10,37325,118.54,{3BF897CA-3B3C-444C-8EC2-C09D75D15ECD},-309.5,75.99,49.23,26.76,12837
830,13089021305,213.05,ARC 10,40397,148.37,{AA0AE4BD-FCF0-4816-A9D8-3753F99AA66F},-35,91.66,61.97,29.69,14041
831,13089021417,214.17,ARC 10,39141,236.45,{93886276-92FA-405F-B286-DEC6B07B860A},358.6,70.68,47.05,23.63,11234
832,13089021415,214.15,ARC 10,72813,108.73,{1B16A864-C682-43CF-8794-25A049FFC7C0},913.8,113.82,86.14,27.69,12692
833,13089021102,211.02,ARC 10,89351,123.84,{86A2E28E-BFFB-46E8-85C7-B30B5241DC15},-530.7,99.89,71.18,28.71,13534
834,13089021307,213.07,ARC 10,47169,36.28,{58C089FC-2138-4B07-9625-FA2F3FC37676},-10,82.25,50.94,31.31,14217
835,13089023601,236.01,ARC 10,54120,61.93,{497A535B-04B4-40CD-8905-05BA10521E84},-865.7,89.84,56.41,33.42,15635
836,13089021412,214.12,ARC 10,97500,45.2,{A8BF4B08-756F-4F5A-89DF-0375AECF42DC},80,85.56,53.22,32.35,14745
837,13089023208,232.08,ARC 10,39960,46.01,{7E8C42A1-D93A-4FD2-A603-DBEDAAC5CF3E},-531.7,85.43,49.99,35.45,16953
838,13089023310,233.10,ARC 10,32487,111.86,{29101120-CB68-4606-82F3-F359289BA504},663.7,78.44,47.74,30.7,15334
839,13089020801,208.01,ARC 10,70556,72.72,{D1FE6B67-562E-46FB-AC4F-7F03C9952A15},-532,109.85,77.22,32.62,15261
840,13089021812,218.12,ARC 10,63056,71.12,{DA0888A8-A152-4124-8858-3206F4FF388D},187.5,81.04,48.34,32.7,15417
841,13089021214,212.14,ARC 10,105161,58.04,{5547301D-EB1A-473D-9086-AEDC1B2FDCF2},112.7,128.83,91.57,37.27,17040
842,13089021810,218.10,ARC 10,78622,81.07,{FB07EC63-F9ED-49D6-AF22-B1F9064B9F90},336,96.21,63.63,32.58,15071
843,13089021809,218.09,ARC 10,91206,36.11,{ACB64537-8ED3-4A5B-8DFD-BD4509ED75B7},65.3,93.4,56.78,36.61,17151
844,13089021808,218.08,ARC 10,72390,77.24,{29F7ADE0-6C02-473A-8F36-C633FF62BC34},37.5,99.99,66.96,33.03,15520
845,13089021806,218.06,ARC 10,43456,66.57,{88B0D375-F839-434D-85F8-D0EB95D7062B},116.3,80.11,49.24,30.87,14716
846,13089021805,218.05,ARC 10,50486,35.38,{1798F6F9-F13A-4763-9B1B-C338C6B3F7E0},-146.3,91.67,58.19,33.48,15778
847,13089021704,217.04,ARC 10,79361,36.14,{33D1E02F-1909-4F43-8BFC-31643801769A},108.6,113.26,79.28,33.98,15569
848,13089021703,217.03,ARC 10,113409,54.64,{1BFD648C-7683-4728-89D6-5D43CAF0012B},63.5,132.16,96.57,35.59,16260
849,13089021705,217.05,ARC 10,44645,125.65,{A5D2113E-C743-4EFD-9CD8-A647813DCC37},26.5,75.65,48.17,27.48,13424
850,13089021908,219.08,ARC 10,34241,140.97,{EEF3B050-CBA8-4CB6-B99A-6B4BE3F33DAB},259.2,76.6,47.04,29.55,14355
851,13089023309,233.09,ARC 10,43577,95.11,{486F5215-94B4-4A79-B456-EC45395AF795},1040.5,85.62,50.46,35.15,17108
852,13089023211,232.11,ARC 10,59938,45.23,{09D46F57-C61C-4187-8AA0-F7F88A54F118},-811,86.54,51.65,34.89,16534
853,13089023212,232.12,ARC 10,57667,42.4,{C2776F97-738C-42C5-9230-32107EDF9A72},-230,90.01,52.96,37.04,17743
854,13089023306,233.06,ARC 10,67881,46.47,{2186AFA9-6E49-4502-B656-5FC379276696},332.3,96.74,56.19,40.56,19374
855,13089023303,233.03,ARC 10,36324,10.21,{A7B7A7CC-C748-48DC-84A2-5BBEE5D424B9},249.7,91.93,54.49,37.44,18298
856,13089021706,217.06,ARC 10,75592,122.87,{1060BAB7-0227-4D4C-A702-26ECD63D9F7B},327,99.78,68.54,31.24,14913
857,13089021211,212.11,ARC 10,101226,72.22,{98A9AEFA-D217-46B7-BE25-C16ECA16F59C},25.8,129.46,92.8,36.66,17308
858,13089021210,212.10,ARC 10,113493,48.52,{610925AE-78BB-4434-BE53-35669F0F89C4},136,127.69,90.35,37.33,17019
859,13089021213,212.13,ARC 10,131324,74.92,{421F53C6-FE02-49EF-BEA6-69A11870ABD8},170,127.47,92,35.47,16275
860,13089021303,213.03,ARC 10,33318,92.14,{2EA78E05-8B39-4DC2-9C71-A44BE6D21BD1},200,75.31,45.53,29.79,14100
861,13089021301,213.01,ARC 10,37292,159.27,{D2E98FB4-87E5-42BE-BD03-BAE6391BE70D},191.4,69.61,44.06,25.56,12411
862,13089021209,212.09,ARC 10,64410,115.32,{3263915A-4D37-4D6A-BB4F-1B5F72469F8F},-9.5,91.9,62.75,29.15,13782
863,13089021405,214.05,ARC 10,103608,82.31,{7BF26062-CCFC-4644-B2BF-31A41E6C77E2},651.1,102.62,71.8,30.82,14345
864,13089021208,212.08,ARC 10,57964,53.82,{2666FB19-90E0-4582-9E47-B93434C56DE1},616.4,83.21,51.88,31.33,14665
865,13089021204,212.04,ARC 10,31462,206.87,{54DF3D67-4EF4-4892-845D-EF5F6FAC5D00},-617.8,66.88,42.22,24.66,12181
866,13089021202,212.02,ARC 10,97583,62.98,{E02333DA-0A26-4FAD-B3E8-42430F648A2B},459.6,120.31,87.52,32.79,15090
867,13089023210,232.10,ARC 10,40298,115.96,{C03B7C00-E8E0-4562-A5E6-EAAC3123F3C9},-448.8,84.16,51.36,32.8,16023
868,13089023209,232.09,ARC 10,60625,23.47,{57B8E745-C61D-405B-B107-D8AE14DD6F30},-452.8,89.45,50.89,38.56,18335
869,13089023603,236.03,ARC 10,32087,52.02,{ABAEF222-DE99-48C7-B8FB-C22812D3D3D1},-865.5,78.96,44.75,34.21,16136
