X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Civilian_nonInstitutional_Pop,Civ_nonInstitution_Pop_wDisabil,Pct_Civ_nonInstitut_Pop_wDisab,Civ_nonInstitut_Pop_under_18yrs,Civ_nonInst_under18_wDisab,Pct_Civ_nonInst_under18_wDisab,Civ_nonInst_Pop_18_to_64,Civ_nonInst_18_to_64_wDisab,Pct_Civ_nonInst_18to64_wDisab,Civ_nonInst_Pop_65years_up,Civ_nonInst_65up_wDisab,Pct_Civ_nonInst_65up_wDisab,GlobalID,last_edited_date
-84.747188706008643,34.282510371813778,1,White,583.2789917,0.91137302,yes, ,740,155,20.9,215,16,7.4,442,71,16.1,83,68,81.9,{C20A40A6-70E0-41BD-9FFA-69A5C4E0636B},
-84.94463042566889,34.23168256514446,2,Kingston,791.59002686,1.23686004,yes, ,785,146,18.6,156,4,2.6,554,109,19.7,75,33,44,{4F733FCA-CE5B-40D3-937C-194E1F61C32E},
-84.932657158350821,34.143962915926501,3,Euharlee,3458.67993164,5.40419006,yes, ,4172,547,13.1,1174,47,4,2618,341,13,380,159,41.8,{F40CE536-2627-4331-8A6B-6F6D6B4A1ADF},
-85.509652913286104,34.874155237743075,4,Trenton,2058.65991211,3.21665001, , ,1915,432,22.6,468,71,15.2,1137,252,22.2,310,109,35.2,{CEFBC6BA-8FB8-4B38-8519-3FF157CFA73F},
-83.0748118918671,31.0410225180913,5,Lakeland,2006.07995605,3.13450003, , ,3057,761,24.9,832,0,0,1729,443,25.6,496,318,64.1,{45FD9581-7594-41C4-B555-9488BD50C3BC},
-81.313271548726405,31.931206625371129,6,Richmond Hill,9391.74023438,14.67459965, , ,9642,812,8.4,3144,151,4.8,5872,409,7,626,252,40.3,{B0B74DAB-C9D5-4467-817B-CC50ABA8C89B},
-81.618613818445965,32.145506414874497,7,Pembroke,4915.20996094,7.68000984, , ,2838,414,14.6,1030,125,12.1,1449,175,12.1,359,114,31.8,{82E13361-8F4C-42AD-923E-148DA4EB57D1},
-82.19873511304786,31.721584516555016,8,Surrency,496.04699707,0.77507401, , ,158,35,22.2,22,0,0,106,16,15.1,30,19,63.3,{78E4AACB-13F8-4085-B130-63BF2FB6AF47},
-82.502968676470971,31.829162114887449,9,Graham,1119.58996582,1.74935997, , ,394,43,10.9,149,10,6.7,217,30,13.8,28,3,10.7,{5EA05731-57D8-40BC-8B3B-DE8446339494},
-82.351005590608196,31.764802897199033,10,Baxley,5372.50976563,8.39455032, , ,4207,742,17.6,959,21,2.2,2500,338,13.5,748,383,51.2,{2135CDA4-A167-4396-934A-1A7A5C1A13EE},
-83.352410662717375,32.387705558976286,11,Cochran,3046.81005859,4.76064014, , ,4832,878,18.2,781,33,4.2,3318,520,15.7,733,325,44.3,{91302E0C-2195-4C1D-89BC-8B07701214D1},
-83.225827419136991,32.592674063040469,12,Allentown,1968.68994141,3.07608008, , ,242,18,7.4,67,0,0,127,9,7.1,48,9,18.8,{D2DD7290-8188-418F-A822-E547FFB316E4},
-83.433056077556913,34.845793052754345,13,Tiger,530.53100586,0.82895499, , ,374,64,17.1,95,0,0,207,18,8.7,72,46,63.9,{7F32E4D3-A4B1-458A-A4A3-CB7681715EC7},
-83.331360240928973,34.984071220571202,14,Sky Valley,1963.90002441,3.06858993, , ,359,60,16.7,18,3,16.7,120,15,12.5,221,42,19,{D517FB6D-F352-4AD4-AD1B-D376C0617298},
-83.385374154014556,34.919636572417325,15,Mountain City,1167.41003418,1.82407999, , ,767,217,28.3,136,0,0,398,75,18.8,233,142,60.9,{E638E6D9-FE2F-4676-AEA9-5B728C223D19},
-83.382032679715607,34.974766361697974,16,Dillard,1134.18005371,1.77216005, , ,329,48,14.6,64,0,0,199,26,13.1,66,22,33.3,{0F08824A-524B-4AE1-B6ED-CE4EBBFF0932},
-84.81331673828376,31.013588535263732,17,Iron City,510.99798584,0.79843402, , ,287,61,21.3,52,3,5.8,152,23,15.1,83,35,42.2,{10C1F75E-7DE8-4C9B-BDFC-60C09EC6F136},
-84.87917375217431,31.040438258485501,18,Donalsonville,2554.36010742,3.99117994, , ,2619,399,15.2,656,44,6.7,1575,190,12.1,388,165,42.5,{492F0F18-EF7F-430A-A972-041B79ECC79D},
-82.387820991116641,33.207010670333858,19,Wrens,2010.61999512,3.14159012, , ,2587,359,13.9,770,22,2.9,1472,171,11.6,345,166,48.1,{34B9FDA7-C4C5-4BE2-82C2-F5950D38424C},
-82.401375319690288,32.866325807288945,20,Wadley,2945.47998047,4.60232019, , ,1933,314,16.2,563,8,1.4,1204,187,15.5,166,119,71.7,{0CA60DB6-96A6-4018-B254-6FD2C02FEB50},
-82.467244243524775,33.216895358923928,21,Stapleton,1116.5300293,1.74458003, , ,412,68,16.5,114,0,0,226,40,17.7,72,28,38.9,{4BA39ADE-1616-46A7-BD8D-8267E2FAC895},
-82.400017055872013,32.995542996466327,22,Louisville,2355.08007813,3.67981005, , ,2515,409,16.3,792,30,3.8,1437,218,15.2,286,161,56.3,{2D77D9B5-35D5-4B53-A303-4A3D8F0A0932},
-82.471160747733549,32.88157883049292,23,Bartow,723.83300781,1.13099003, , ,301,58,19.3,43,0,0,191,33,17.3,67,25,37.3,{3EB9DB1E-9344-41F4-91C6-B79A38A47F07},
-82.528735497220637,33.193429094923637,24,Avera,416.13699341,0.65021503, , ,306,52,17,82,3,3.7,199,36,18.1,25,13,52,{DD9A1972-0B28-446B-8A7F-E8AA4E2DE3F5},
-83.401722256014793,34.87760884382832,25,Clayton,2095.66992188,3.2744801, , ,1838,325,17.7,441,20,4.5,1029,142,13.8,368,163,44.3,{62D74FA5-F188-4751-918F-1FB5CE24062A},
-83.381654417426205,34.725761448791175,26,Tallulah Falls,5462.18994141,8.53468037, , ,129,21,16.3,17,0,0,105,16,15.2,7,5,71.4,{BA76D6CF-F471-4C6E-9B90-ACA3B8CFD879},
-81.473948043333195,31.145000103476431,27,Brunswick,16186.29980469,25.29100037, , ,14977,2281,15.2,3823,141,3.7,9323,1458,15.6,1831,682,37.2,{17546989-7A99-48FD-B003-F282538CF3D8},
-81.717460195513794,30.959513869691396,28,Woodbine,1645.86999512,2.57167006, , ,1336,212,15.9,387,27,7,735,82,11.2,214,103,48.1,{8699710B-25C8-4149-AAAA-56E94FEFE04E},
-81.57215523099002,30.756670879395642,29,St. Marys,15951,24.92340088, , ,16382,1709,10.4,4665,74,1.6,9782,991,10.1,1935,644,33.3,{301351CF-0396-45A6-B5E7-EC97526173A2},
-81.721747618684333,30.81938988424136,30,Kingsland,28812.5,45.01959991, , ,15287,1303,8.5,4854,154,3.2,9208,822,8.9,1225,327,26.7,{F706C002-A2BC-47FF-AD25-B416B715DC5C},
-85.044201695657492,34.010275416089883,31,Rockmart,3653.76000977,5.70900011, , ,4161,747,18,932,46,4.9,2702,475,17.6,527,226,42.9,{0505663A-0D2E-477C-9BCA-8D71DF91C827},
-85.250086914761596,34.021563224803607,32,Cedartown,5582.02978516,8.72192001, , ,9370,1384,14.8,2871,37,1.3,5278,762,14.4,1221,585,47.9,{0EE11036-F37E-46BC-950D-6505137957C5},
-85.057081949250133,34.045694458802309,33,Aragon,731.47399902,1.14293003, , ,1164,214,18.4,268,10,3.7,797,152,19.1,99,52,52.5,{1E9566B7-B929-45C0-B905-41B51D4D70BE},
-83.611275845059367,33.626303117910538,34,Rutledge,2115.2199707,3.30503988, , ,708,107,15.1,103,3,2.9,468,32,6.8,137,72,52.6,{9B3557E4-8B60-41AB-92EF-71CCDBE58AE7},
-83.475834636871738,33.57908875704647,35,Madison,5621.20996094,8.78314018, , ,3896,653,16.8,968,66,6.8,2326,383,16.5,602,204,33.9,{7DC5543F-8C2E-4F8F-A758-088CBAF66F68},
-83.362311742670897,33.568458472341518,36,Buckhead,513.20898438,0.801889, , ,209,40,19.1,37,1,2.7,142,25,17.6,30,14,46.7,{4967A30B-19E8-41FF-AB46-90A5958938FD},
-83.514963823408692,33.737807252310098,37,Bostwick,2009.42004395,3.13970995, , ,589,115,19.5,185,52,28.1,345,43,12.5,59,20,33.9,{A55EF740-59E7-4196-82B8-7D8AD799FBDC},
-84.560624633719087,32.787680700104318,38,Woodland,505.98699951,0.79060501, , ,398,84,21.1,62,8,12.9,286,52,18.2,50,24,48,{2FFC4B5E-98ED-41FF-835A-3E876A0823F4},
-84.540597882672756,32.67727423634534,39,Talbotton,1999.56005859,3.12431002, , ,1122,226,20.1,201,14,7,770,126,16.4,151,86,57,{F70EAA6E-B51B-4713-ADA1-C793367939C2},
-84.457354411116995,32.603171618165696,40,Junction City,1584.93005371,2.47645998, , ,170,41,24.1,42,4,9.5,115,24,20.9,13,13,100,{5DD1C20A-A381-407F-99E5-E2CB2F12E257},
-84.551618930841585,32.578961087544528,41,Geneva,503.5289917,0.78676498, , ,89,22,24.7,7,1,14.3,64,10,15.6,18,11,61.1,{5AEC6DCA-BC5C-4743-B8AF-8A14254404AA},
-84.633019519734859,32.856563103206277,42,Manchester,5150.77001953,8.04806995, , ,4190,748,17.9,1346,85,6.3,2092,417,19.9,752,246,32.7,{87178F57-B875-4326-8DA8-12DBC5B06757},
-84.308900636849515,32.238023966845518,43,Ellaville,2031.85998535,3.17478991, , ,2090,408,19.5,537,35,6.5,1205,187,15.5,348,186,53.4,{33B1A938-648D-4F84-A72E-83D8C5543606},
-83.954768637741594,34.876060180016673,44,Blairsville,711.4630127,1.11166, , ,546,126,23.1,130,26,20,290,33,11.4,126,67,53.2,{C23A2A55-2638-4DBC-997C-6A3FC5B40D83},
-83.456885379915988,31.948772381252436,45,Rochelle,1220.30004883,1.90673006, , ,1012,338,33.4,177,6,3.4,612,207,33.8,223,125,56.1,{7F077F77-897A-46A4-A7C5-8A82878BE8FA},
-83.541760432341846,31.946189657576681,46,Pitts,512.6630249,0.801036, , ,477,85,17.8,143,0,0,276,48,17.4,58,37,63.8,{4506B006-4D45-499B-AF60-B5B1214F0A9A},
-83.503012139293929,32.1084913904551,47,Pineview,1250.7199707,1.95424998, , ,536,93,17.4,191,19,9.9,262,39,14.9,83,35,42.2,{59F1EC64-C80B-4AB2-95C0-5EDB7EB0F4CB},
-83.306784752237647,31.992521537870257,48,Abbeville,1979.06994629,3.09229994, , ,876,191,21.8,252,6,2.4,451,106,23.5,173,79,45.7,{B33AE76F-2F33-4F93-8542-B9B02C432CFD},
-82.357947817525755,31.21090364262232,49,Waycross,7645.64013672,11.94629955, , ,13906,3108,22.4,3631,477,13.1,7840,1698,21.7,2435,933,38.3,{D14A8403-995D-43A5-A135-B5FDA601D1EE},
-83.281478850598504,33.966629882992827,50,Winterville,1693.66003418,2.64634991, , ,1019,146,14.3,235,9,3.8,581,42,7.2,203,95,46.8,{07A4099D-E7FD-4769-9A1B-864AC2136CD5},
-83.533468441995979,33.947381185490876,51,Bogart,1522.33996582,2.37864995, , ,1254,127,10.1,309,7,2.3,793,69,8.7,152,51,33.6,{389DE7E1-585C-4335-879C-1D36C83A2B5A},
-83.996615817512804,33.664558946519954,52,Conyers,7552.85009766,11.80130005,yes,yes,15192,1691,11.1,4669,244,5.2,9193,829,9,1330,618,46.5,{09F15A6F-AFAE-48ED-A27C-E9C80EEDC409},
-83.957954430172748,33.890201890712085,53,Grayson,1594.05004883,2.49071002,yes,yes,2665,186,7,645,13,2,1627,48,3,393,125,31.8,{91DB43BB-5D0C-4A1C-8E94-EE97D0B7B36D},
-83.53741548238628,33.002388034566387,54,Gray,2489.23999023,3.88943005, , ,3094,361,11.7,931,37,4,1724,145,8.4,439,179,40.8,{CEDF198B-B538-4E71-BA7B-3BD2C09BCB90},
-85.149536953027905,33.708750574041105,55,Bremen,6763.83984375,10.56849957,yes, ,6080,952,15.7,1878,157,8.4,3522,560,15.9,680,235,34.6,{D46C77C1-5DE6-4ECD-A829-0EC654A1FA95},
-84.766784007615655,34.82660415775154,56,Eton,771.23101807,1.20504999, , ,879,58,6.6,255,5,2,545,34,6.2,79,19,24.1,{0FF164B3-144A-4C35-9155-C0E0D8831B62},
-84.783395764576539,34.780713373819175,57,Chatsworth,3407.64990234,5.32446003, , ,4072,704,17.3,953,0,0,2601,497,19.1,518,207,40,{58F9488E-14D0-4C62-9992-290B5FA4C0D0},
-82.3152714928151,32.382145788657994,58,Oak Park,4626.79003906,7.22937012, , ,718,153,21.3,226,29,12.8,429,88,20.5,63,36,57.1,{AD1EDF1D-B563-4541-8199-1F1912EC9DEC},
-82.346664065201821,32.4919654270048,59,Nunez,858.39697266,1.34124994, , ,110,10,9.1,23,0,0,71,4,5.6,16,6,37.5,{DB720D1A-E636-4925-967C-6E175094E135},
-82.09623167322934,32.649546023215727,60,Garfield,509.23300171,0.79567599, , ,219,29,13.2,81,8,9.9,122,13,10.7,16,8,50,{6B4050B8-BC97-4171-8503-71BBDE8AC29B},
-82.59202957019258,32.530597001562974,61,Adrian,908.57397461,1.41964996, , ,532,116,21.8,148,21,14.2,310,61,19.7,74,34,45.9,{14208168-741C-4D87-BCB9-451DE10B41B2},
-82.313800827010425,33.41544431731495,62,Harlem,2904.93994141,4.53896999, , ,2778,345,12.4,784,35,4.5,1735,239,13.8,259,71,27.4,{DC9EFC66-0CD6-423A-8264-592BE9B654F9},
-82.206478711341262,33.449473541795562,63,Grovetown,3095.32006836,4.83644009, , ,11659,1186,10.2,3865,126,3.3,7114,861,12.1,680,199,29.3,{0515A564-00C6-45CA-9CEA-F8F0B1C98046},
-83.241225717631522,33.087538974197045,64,Milledgeville,13158.90039063,20.56080055, , ,16677,1853,11.1,3017,87,2.9,11855,1052,8.9,1805,714,39.6,{C9F00BF2-3245-497D-8436-D283639FC466},
-85.289752828786519,34.974753474803975,65,Rossville,1157.32995605,1.80832005, , ,3938,1104,28,960,49,5.1,2417,823,34.1,561,232,41.4,{4AB1ADA4-E7E8-4CCB-B53E-19A7FC2C83FA},
-85.362199190103738,34.966418683353282,66,Lookout Mountain,1701.83996582,2.6591301, , ,1756,92,5.2,539,3,0.6,965,37,3.8,252,52,20.6,{EC5FE6F7-73FD-43B6-81AD-43102B3F0D5E},
-85.281534059918798,34.708660576835079,67,LaFayette,5229.18017578,8.1705904, , ,6711,1633,24.3,1569,115,7.3,3874,973,25.1,1268,545,43,{BEAF028E-C40D-4E64-BDE7-0F725FEF2A9B},
-85.289012626203217,34.874407602839703,68,Chickamauga,1651.41003418,2.5803299, , ,3125,529,16.9,742,56,7.5,2047,317,15.5,336,156,46.4,{00DF4991-8727-4EB5-B60F-F234B201D024},
-85.246035984125697,34.931844056290018,69,Fort Oglethorpe,8891.26953125,13.89260006, , ,9034,1372,15.2,2044,99,4.8,5366,639,11.9,1624,634,39,{36D3D1A1-DB76-4BF2-A56B-D20E08E811A8},
-82.157518895736871,32.58293764316759,70,Twin City,2314.06005859,3.61572003, , ,1624,344,21.2,429,14,3.3,962,210,21.8,233,120,51.5,{9518FFEC-E02E-4529-A711-9455B5FCCED3},
-82.334487487435808,32.586606118926412,71,Swainsboro,8288.45019531,12.95069981, , ,7242,1060,14.6,2296,124,5.4,4198,530,12.6,748,406,54.3,{BF6D0CEA-1C98-4126-88F5-15C6F0CEB7DF},
-82.276372834278533,32.745799922683538,72,Summertown,506.34899902,0.79117, , ,237,46,19.4,76,3,3.9,143,34,23.8,18,9,50,{1D5B000E-9607-4853-B2B8-061F98998FC8},
-82.214473545375114,32.441035494888034,73,Stillmore,2049.13989258,3.20178008, , ,596,112,18.8,171,5,2.9,346,69,19.9,79,38,48.1,{30DCEAD5-0133-44C5-8724-FF4198522F9B},
-84.483923966221724,34.691330497044504,74,Ellijay,2267.75,3.54335999, , ,1531,283,18.5,302,15,5,985,147,14.9,244,121,49.6,{B4E59661-5419-4D88-9BAF-4C63995592F7},
-84.47610583230427,34.67592347901715,75,East Ellijay,2177.2199707,3.40191007, , ,997,92,9.2,398,0,0,488,40,8.2,111,52,46.8,{A9C4A232-AA1A-477A-949C-53C1D136A0AB},
-83.249786092788838,31.598645994149308,76,Ocilla,1633.93994141,2.55303001, , ,2831,629,22.2,764,72,9.4,1679,408,24.3,388,149,38.4,{2DCBA07B-CAE4-4D40-97FE-3D93F68B0EB6},
-83.251695404596816,31.71386939057345,77,Fitzgerald,5763.47998047,9.00543022, , ,8747,1963,22.4,2594,154,5.9,4978,1069,21.5,1175,740,63,{D4A42FA0-097A-465C-B8A1-E0243AF8E4DA},
-82.665271648342781,33.406733872666322,78,Warrenton,1231.57995605,1.92435002, , ,1931,355,18.4,465,5,1.1,1116,235,21.1,350,115,32.9,{3480AE2C-00FC-49E5-B728-5CADF4C98788},
-82.705488203982597,33.462486518761899,79,Norwood,527.9130249,0.82486302, , ,403,66,16.4,49,0,0,284,42,14.8,70,24,34.3,{F6707085-01CE-434E-8C76-B4AE6855DC6A},
-82.646272929126894,33.452639622442945,80,Camak,508.38400269,0.79435003, , ,156,26,16.7,42,0,0,99,22,22.2,15,4,26.7,{9A93E3A7-3C70-4894-A28C-231B968C7A22},
-82.871126877313074,34.106317794531584,81,Elberton,3060.77001953,4.7824502, , ,4407,950,21.6,1120,128,11.4,2427,455,18.7,860,367,42.7,{AA6474EC-DBBA-4613-835B-50A347396E94},
-83.030876386624442,34.205138307498864,82,Bowman,2009.70996094,3.1401701, , ,826,192,23.2,160,10,6.3,490,107,21.8,176,75,42.6,{79DD8A62-14EA-4FE2-B015-6649ECF8DBBB},
-81.981443079721174,31.206537394802584,83,Nahunta,1814.88000488,2.8357501, , ,1102,241,21.9,276,0,0,650,166,25.5,176,75,42.6,{2BD3A8CA-07A6-48ED-B327-03D90DEE8D2B},
-82.131279562871057,31.181253683625133,84,Hoboken,2206.23999023,3.44724989, , ,663,161,24.3,161,16,9.9,385,72,18.7,117,73,62.4,{586B752A-68C5-4776-BBF7-7AA68E92F13B},
-81.125560987373746,31.963823625571976,85,Vernonburg,262.2130127,0.40970701, , ,116,20,17.2,18,0,0,68,14,20.6,30,6,20,{8F339F8C-22E7-4B90-A598-7589F87A172C},
-80.852778971307117,32.010018949734139,86,Tybee Island,2053.33007813,3.20833993, , ,2931,354,12.1,278,21,7.6,1809,129,7.1,844,204,24.2,{B404DC25-9DEE-4B91-9CAB-231F181701EA},
-81.049586116291195,32.033174380329946,87,Thunderbolt,899.36102295,1.40524995, , ,2416,328,13.6,422,0,0,1647,163,9.9,347,165,47.6,{E0932613-FCB6-449C-A2D2-A2B927FD3F17},
-81.178255534221705,32.028224458930346,88,Savannah,69709.703125,108.92099762, , ,136536,18019,13.2,30694,1194,3.9,89343,9615,10.8,16499,7210,43.7,{130695CF-38FE-4A37-B2CA-359ECA88E73D},
-81.198328655242406,32.194365742802972,89,Port Wentworth,10640.09960938,16.62520027, , ,6011,481,8,1703,0,0,3809,374,9.8,499,107,21.4,{CD16E34C-612B-4856-9584-B06975784DFA},
-81.253897095028421,32.102409919306545,90,Pooler,19459.30078125,30.40509987, , ,20194,1772,8.8,5633,29,0.5,12699,849,6.7,1862,894,48,{0D3DAD76-2B0D-40D6-9FBE-A924A9A64CBB},
-81.177157968028965,32.086671167898487,91,Garden City,9184.11035156,14.3501997, , ,8816,987,11.2,2499,142,5.7,5240,522,10,1077,323,30,{453858E1-EE43-4FB6-B25D-9C43FB92D2FC},
-81.307663150559549,32.12489244690741,92,Bloomingdale,8984.69042969,14.03859997, , ,2713,364,13.4,651,35,5.4,1697,201,11.8,365,128,35.1,{92BE34C5-893A-4BDE-B2C0-F2AE3E61223D},
-83.695802497193469,33.516367769159054,93,Newborn,1033.2800293,1.61451006,yes, ,736,141,19.2,191,14,7.3,445,94,21.1,100,33,33,{BF1A804A-9289-4527-A350-E76F681D93BD},
-83.63838358992588,34.307756096357537,94,Gillsville,914.12799072,1.42832994,yes, ,267,35,13.1,88,3,3.4,130,8,6.2,49,24,49,{545B3B33-55AF-4A24-8AA7-25A826A344A2},
-84.562808664293755,33.594006148436002,95,Union City,12493,19.52029991,yes,yes,20132,2774,13.8,6307,263,4.2,11790,1517,12.9,2035,994,48.8,{2A17F828-A91D-4AFC-B1C8-F6051BA74FC3},
-83.712728704233101,33.648894824575045,96,Social Circle,9967.28027344,15.57390022,yes, ,4198,390,9.3,962,14,1.5,2638,300,11.4,598,76,12.7,{E6970784-7FD0-4E10-AFAA-108722F5194D},
-83.89429144103498,33.574105752991564,97,Porterdale,1506.30004883,2.35360003,yes, ,1701,356,20.9,372,3,0.8,1113,239,21.5,216,114,52.8,{17A19128-15BA-42C5-8868-58586FA07CD4},
-83.847468925782053,33.603878618746634,98,Covington,9906.98046875,15.47970009,yes, ,12664,2139,16.9,2839,61,2.1,8101,1448,17.9,1724,630,36.5,{52233BB7-CF65-40D7-BC7E-A9F04CA6CFE0},
-83.872093950453106,33.62766358476398,99,Oxford,1399.19995117,2.18624997,yes, ,2273,241,10.6,401,10,2.5,1619,146,9,253,85,33.6,{637917BF-FAB3-4BB2-A9DF-0E4FE2958B0D},
-84.617918674447708,34.026419056064995,100,Kennesaw,6117.60986328,9.55875969,yes,yes,31149,2758,8.9,7901,264,3.3,20647,1416,6.9,2601,1078,41.4,{D38FAB2A-025A-41C6-83ED-EE773AC8B7F9},
-83.881360342278498,32.552256055579115,101,Fort Valley,4802.75976563,7.50432014, , ,9394,1190,12.7,2184,198,9.1,6301,646,10.3,909,346,38.1,{77D7F77B-F5DF-499C-BFEB-70A0F57B5927},
-83.653035106582635,32.598513789283729,102,Warner Robins,22624.40039063,35.3506012, , ,70046,7759,11.1,20497,654,3.2,42865,4501,10.5,6684,2604,39,{314C45D0-98E8-4DE6-8C57-D74B1F891FD1},
-83.992357022596877,34.118269267392279,103,Buford,10750.70019531,16.79800034,yes,yes,12755,1863,14.6,3831,248,6.5,7655,961,12.6,1269,654,51.5,{C0FE7828-1367-4335-AC62-2E79AE01EAD2},
-84.591190658373947,33.549817738609327,104,Fairburn,10900,17.03120041,yes,yes,13424,1239,9.2,4336,113,2.6,8248,632,7.7,840,494,58.8,{963D744E-0A0F-493A-9A33-20F1173D327B},
-83.728315279879411,32.47115358352076,105,Perry,16831.69921875,26.29949951, , ,13770,1837,13.3,3582,44,1.2,8475,1049,12.4,1713,744,43.4,{4A935037-FAEB-4E7D-AD81-B0D0CA3B1CAF},
-83.753886908511703,32.647663080999557,106,Byron,5537.50976563,8.65235996, , ,4694,547,11.7,1199,74,6.2,2718,151,5.6,777,322,41.4,{5D8BC9E5-850A-40DD-A907-54E6E10C7BE7},
-81.93045413500856,32.153590449696289,107,Hagan,1379.86999512,2.15604997, , ,870,103,11.8,235,3,1.3,547,74,13.5,88,26,29.5,{800B7B0D-92BB-4838-A008-13CDDB744220},
-81.835592961870034,32.151149802265479,108,Daisy,593.68902588,0.92763901, , ,119,36,30.3,21,3,14.3,77,20,26,21,13,61.9,{FD24C7F1-9A56-4A26-ADA0-BED90B1D1B04},
-81.909360384194969,32.161346305911557,109,Claxton,1123.06994629,1.75479996, , ,2049,387,18.9,558,8,1.4,1116,166,14.9,375,213,56.8,{340A4177-8B36-4C83-A26F-E4CCDDF4FBF4},
-81.974357214127508,32.152563899449291,110,Bellville,647.90002441,1.01233995, , ,247,16,6.5,61,0,0,145,2,1.4,41,14,34.1,{C766E70D-35C8-4CD9-812F-8944E70752FF},
-82.014594215918066,33.091118108378325,111,Waynesboro,3503.2800293,5.4738698, , ,5711,802,14,1885,65,3.4,3204,513,16,622,224,36,{C295CC33-45DD-4204-8D8B-B687C48980A0},
-82.247441425225574,33.037592339327702,112,Vidette,623.63897705,0.97443599, , ,117,17,14.5,30,0,0,68,12,17.6,19,5,26.3,{40E4FCB7-3045-42BA-8448-6EF168ED1637},
-81.762127186534386,32.975587677956774,113,Sardis,1000.64001465,1.56350005, , ,1058,203,19.2,347,44,12.7,610,96,15.7,101,63,62.4,{84111843-2221-4902-873C-DC2BBF18E75D},
-82.234609047061682,32.821756865793134,114,Midville,1278.72998047,1.99802005, , ,223,67,30,42,0,0,115,24,20.9,66,43,65.2,{5AB14B4E-53F6-471A-B2BD-BCCB7ABF55FB},
-82.228946156355477,33.237439468747873,115,Keysville,689.13800049,1.07677996, , ,292,56,19.2,67,0,0,191,41,21.5,34,15,44.1,{53FA56C2-7144-4143-81A0-3017F3A23ACA},
-82.403340633454278,32.213365122020335,116,Vidalia,11290,17.6406002, , ,10363,1260,12.2,3180,28,0.9,5828,701,12,1355,531,39.2,{57D9E7F7-7ED3-4767-BF08-EF6106D26C46},
-82.32973262805676,32.171267229557742,117,Santa Claus,118.60299683,0.18531699, , ,237,24,10.1,69,0,0,104,5,4.8,64,19,29.7,{5F75DBF7-C737-4121-81FD-9DF1793244F4},
-82.321484843021011,32.205265647399585,118,Lyons,5373.89013672,8.3967104, , ,4288,649,15.1,1404,44,3.1,2440,274,11.2,444,331,74.5,{B65D1548-5ABE-4695-A5DF-64201D5A9C21},
-83.937953525309595,33.034741581115348,119,Forsyth,3772.26000977,5.89415979, , ,3803,494,13,1115,15,1.3,2248,275,12.2,440,204,46.4,{0574B4B0-DFC9-4D97-A117-CABADF477754},
-84.09397346096101,32.863195841485776,120,Culloden,508.3460083,0.79429102, , ,278,43,15.5,76,10,13.2,165,19,11.5,37,14,37.8,{8C683FD6-69A7-4B4B-9074-C91455A7B3BE},
-82.741963171387042,31.038584958368478,121,Homerville,2244.97998047,3.50779009, , ,2454,506,20.6,765,46,6,1345,323,24,344,137,39.8,{0B635887-5A92-4FAD-9C76-FA6A57EF9138},
-82.572059374556972,30.688080067283366,122,Fargo,1765.01000977,2.7578299, , ,314,40,12.7,77,8,10.4,180,15,8.3,57,17,29.8,{9B172C24-AA24-40D7-A6D5-66EE2995D595},
-82.648878952020098,31.073219627348145,123,Argyle,1100.81994629,1.72002995, , ,240,90,37.5,33,3,9.1,186,77,41.4,21,10,47.6,{98BB0353-D6D9-48DB-B274-D58A1B2C436D},
-81.712179355767532,33.039956847216352,124,Girard,2050.07006836,3.20323992, , ,134,30,22.4,24,0,0,77,12,15.6,33,18,54.5,{343E555A-FAC4-4772-99B4-EA4D222F8169},
-82.202659241743433,33.301141015763186,125,Blythe,1811.68005371,2.83074999, , ,684,140,20.5,127,8,6.3,409,70,17.1,148,62,41.9,{7C86EB40-4018-4D29-A91A-FBBD639C8DC2},
-81.621748580766067,31.771642082963552,126,Walthourville,2471.05004883,3.86102009, , ,4041,684,16.9,1365,139,10.2,2486,436,17.5,190,109,57.4,{8981F71D-9C02-4689-8202-A260F3C2F638},
-81.443784465609554,31.726436697167767,127,Riceboro,7284.56982422,11.38210011, , ,848,191,22.5,142,5,3.5,510,83,16.3,196,103,52.6,{9010E951-DB0C-4792-98DB-422603BB40D4},
-81.419132048241124,31.800413227515584,128,Midway,4136.24023438,6.46288013, , ,1976,211,10.7,623,19,3,1239,145,11.7,114,47,41.2,{C1A12F3F-636C-42E1-8354-CA58B740A521},
-81.621543345484753,31.826913467702919,129,Hinesville,13531.40039063,21.14290047, , ,31362,3684,11.7,9672,494,5.1,19783,2270,11.5,1907,920,48.2,{83504F66-C758-4378-B1F5-56B1C4BFB735},
-81.560452138446223,31.850564777313423,130,Flemington,3043.37988281,4.75528002, , ,820,75,9.1,212,11,5.2,564,44,7.8,44,20,45.5,{40FF4EEA-536F-4082-95FD-EA81B7B765B1},
-81.607719173160817,31.784049580810269,131,Allenhurst,709.18701172,1.10810006, , ,535,85,15.9,146,3,2.1,291,48,16.5,98,34,34.7,{44C63A0A-9B63-46C0-BE45-8F078441E800},
-83.292929885997893,34.172925455784728,132,Ila,493.30999756,0.77079701, , ,418,49,11.7,155,1,0.6,237,38,16,26,10,38.5,{33A2FEDC-6002-4D43-915C-954B58B532BD},
-83.293951044134715,34.015410785259,133,Hull,204.90899658,0.320171, , ,178,13,7.3,37,0,0,127,8,6.3,14,5,35.7,{670BCF78-EDCC-4840-A8E6-FAEE37C9973D},
