X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Workers_16_years_and_over,Car_Truck_or_Van_drove_alone,Pct_Car_Truck_Van_drove_alone,Car_truck_or_van_carpooled,Pct_Car_Truck_Van_carpooled,Public_Transport_excluding_Taxi,Pct_Public_Transp_exclude_Taxi,Worked_at_home,Pct_Worked_at_home,Mean_Travel_Time_to_Work_min,GlobalID,last_edited_date
-82.32973262805676,32.171267229557742,117,Santa Claus,118.60299683,0.18531699, , ,54,46,85.2,8,14.8,0,0,0,0,19.7,{5F75DBF7-C737-4121-81FD-9DF1793244F4},
-82.321484843021011,32.205265647399585,118,Lyons,5373.89013672,8.3967104, , ,1571,1280,81.5,178,11.3,0,0,0,0,17.2,{B65D1548-5ABE-4695-A5DF-64201D5A9C21},
-83.937953525309595,33.034741581115348,119,Forsyth,3772.26000977,5.89415979, , ,1234,1012,82,141,11.4,0,0,8,0.6,24.7,{0574B4B0-DFC9-4D97-A117-CABADF477754},
-84.09397346096101,32.863195841485776,120,Culloden,508.3460083,0.79429102, , ,105,88,83.8,14,13.3,0,0,0,0,37.5,{8C683FD6-69A7-4B4B-9074-C91455A7B3BE},
-82.741963171387042,31.038584958368478,121,Homerville,2244.97998047,3.50779009, , ,738,596,80.8,55,7.5,0,0,13,1.8,14.6,{0B635887-5A92-4FAD-9C76-FA6A57EF9138},
-82.572059374556972,30.688080067283366,122,Fargo,1765.01000977,2.7578299, , ,147,105,71.4,27,18.4,2,1.4,2,1.4,28.3,{9B172C24-AA24-40D7-A6D5-66EE2995D595},
-82.648878952020098,31.073219627348145,123,Argyle,1100.81994629,1.72002995, , ,117,108,92.3,4,3.4,0,0,5,4.3,26.7,{98BB0353-D6D9-48DB-B274-D58A1B2C436D},
-81.712179355767532,33.039956847216352,124,Girard,2050.07006836,3.20323992, , ,41,33,80.5,8,19.5,0,0,0,0,30.4,{343E555A-FAC4-4772-99B4-EA4D222F8169},
-82.202659241743433,33.301141015763186,125,Blythe,1811.68005371,2.83074999, , ,262,234,89.3,22,8.4,0,0,6,2.3,38.4,{7C86EB40-4018-4D29-A91A-FBBD639C8DC2},
-81.621748580766067,31.771642082963552,126,Walthourville,2471.05004883,3.86102009, , ,1510,1331,88.1,91,6,10,0.7,7,0.5,26.2,{8981F71D-9C02-4689-8202-A260F3C2F638},
-81.443784465609554,31.726436697167767,127,Riceboro,7284.56982422,11.38210011, , ,362,303,83.7,13,3.6,0,0,4,1.1,24.4,{9010E951-DB0C-4792-98DB-422603BB40D4},
-81.419132048241124,31.800413227515584,128,Midway,4136.24023438,6.46288013, , ,892,751,84.2,87,9.8,0,0,9,1,29,{C1A12F3F-636C-42E1-8354-CA58B740A521},
-81.621543345484753,31.826913467702919,129,Hinesville,13531.40039063,21.14290047, , ,15550,13551,87.1,1184,7.6,32,0.2,134,0.9,20.4,{83504F66-C758-4378-B1F5-56B1C4BFB735},
-81.560452138446223,31.850564777313423,130,Flemington,3043.37988281,4.75528002, , ,429,381,88.8,35,8.2,0,0,6,1.4,22.8,{40FF4EEA-536F-4082-95FD-EA81B7B765B1},
-81.607719173160817,31.784049580810269,131,Allenhurst,709.18701172,1.10810006, , ,232,189,81.5,40,17.2,0,0,3,1.3,25.2,{44C63A0A-9B63-46C0-BE45-8F078441E800},
-83.292929885997893,34.172925455784728,132,Ila,493.30999756,0.77079701, , ,130,110,84.6,12,9.2,0,0,8,6.2,26.3,{33A2FEDC-6002-4D43-915C-954B58B532BD},
-83.293951044134715,34.015410785259,133,Hull,204.90899658,0.320171, , ,95,89,93.7,1,1.1,0,0,5,5.3,17.4,{670BCF78-EDCC-4840-A8E6-FAEE37C9973D},
-83.220142178231825,34.123290395795117,134,Danielsville,955.43200684,1.49285996, , ,319,299,93.7,13,4.1,0,0,5,1.6,25.5,{8E4141A1-3F91-4810-9A16-DE22ADC04711},
-83.126345209105196,34.062505248887611,135,Comer,2088.7800293,3.26372004, , ,521,378,72.6,34,6.5,0,0,75,14.4,24.8,{CE162CE8-98AD-41A8-B843-C02BA34715F2},
-83.213852923969498,34.037049941807751,136,Colbert,654.65997314,1.02291, , ,364,310,85.2,37,10.2,7,1.9,6,1.6,21.9,{14FFFB10-1AA5-43DF-AAF3-8D14D716AD15},
-83.038521414984245,34.042660753204856,137,Carlton,645.96002197,1.00931001, , ,128,112,87.5,6,4.7,0,0,8,6.3,30.8,{CF4ACF6F-D7B0-44E8-8573-83DAA1294215},
-83.407309454537014,33.86121799438439,138,Watkinsville,2114.80004883,3.30437994, , ,1289,1154,89.5,73,5.7,0,0,49,3.8,21.2,{83BCDB8E-1910-4F0E-AA95-64773343A024},
-83.501545826008623,33.827348217760672,139,North High Shoals,1595.23999023,2.49255991, , ,302,272,90.1,7,2.3,0,0,21,7,25,{763B3077-7B06-4BA1-AD57-923078CD4862},
-83.437176296089063,33.817148123837413,140,Bishop,505.40200806,0.78969002, , ,126,105,83.3,5,4,0,0,13,10.3,28.2,{419E0CC2-0502-4473-BF3C-B023C19642F2},
-82.021194590528367,30.86027759194199,141,Homeland,1579.51000977,2.46797991, , ,404,306,75.7,91,22.5,0,0,2,0.5,28.9,{462CF709-CFA8-428A-8ED6-8B01894FEB33},
-82.007250843294685,30.839254892721545,142,Folkston,2684.97998047,4.19528008, , ,1717,1079,62.8,538,31.3,0,0,23,1.3,26.5,{620B4DD2-2761-4FD1-9794-8D0045F71789},
-83.440530540702483,31.169337460060131,143,Sparks,2648.95996094,4.13898993, , ,758,650,85.8,66,8.7,0,0,14,1.8,29.3,{06DD0330-1DC4-4F8D-8BE6-71E22E65E26C},
-83.467197057584897,31.267261924610054,144,Lenox,1039.22998047,1.62380004, , ,309,251,81.2,50,16.2,0,0,8,2.6,21,{3E72D98C-D53D-4EB0-BEEE-5F3A0D1505B7},
-83.390708196269429,31.046578522553055,145,Cecil,622.86700439,0.97322899, , ,124,103,83.1,3,2.4,0,0,5,4,23.2,{50DF5137-6E20-4256-9D00-AD682E41ACF6},
-83.425030299531798,31.131651734273799,146,Adel,5272.99023438,8.23904037, , ,1961,1510,77,293,14.9,5,0.3,77,3.9,23.1,{126F852C-3C0E-4529-B1F5-3C8C2210C643},
-83.196856722726423,31.075660811639722,147,Ray City,570.49102783,0.89139199, , ,517,430,83.2,74,14.3,0,0,0,0,20.9,{BB1F380F-60A9-43F2-BEB7-0A4770341007},
-83.24857448472838,31.205147233283618,148,Nashville,3010.81005859,4.70439005, , ,1244,1038,83.4,104,8.4,1,0.1,21,1.7,25.6,{4415CE11-7E31-4D9E-BDCF-9154803EE32E},
-83.329024152991053,31.407612620467621,149,Enigma,2101.30004883,3.28326988, , ,397,318,80.1,75,18.9,0,0,0,0,28.2,{8CAC5128-72BD-4AC5-A8A4-27207966B1D5},
-83.223707115691639,31.383140222501396,150,Alapaha,657.05102539,1.02664006, , ,209,174,83.3,25,12,3,1.4,0,0,28.3,{99442F3D-306F-4050-B200-28C79503A04D},
-82.137122308158496,31.385285766687069,151,Patterson,1696.07995605,2.65013003, , ,342,263,76.9,70,20.5,0,0,0,0,22.3,{0C8AE638-FB4A-4C72-B355-B71AFEBA65CF},
-82.11319617826652,31.40883230659189,152,Offerman,2098.77001953,3.27933002, , ,212,187,88.2,15,7.1,0,0,5,2.4,29.3,{F8ED459F-3051-4064-8134-C58C476270FD},
-82.243011321746337,31.298911825827791,153,Blackshear,2876.04003906,4.49382019, , ,935,816,87.3,47,5,0,0,72,7.7,25.2,{97B95050-708F-48A0-A0BC-49DBC5405D89},
-84.982264762118376,31.090060891355961,154,Jakin,793.72601318,1.24020004, , ,57,55,96.5,2,3.5,0,0,0,0,21.6,{FBBC6763-26A0-494B-82D1-E0849EC2D12E},
-84.71698907218412,31.298862585285853,155,Damascus,1132.14001465,1.76897001, , ,76,63,82.9,13,17.1,0,0,0,0,27.6,{9F513466-591F-4061-BEA1-0340DE5C66DA},
-84.094517585735446,32.560789526606904,156,Reynolds,1281.04003906,2.00162005, , ,354,287,81.1,46,13,0,0,9,2.5,27.8,{FE8B5980-3DB8-46DE-A423-DF3A34B0C288},
-84.237718958843942,32.557035365373267,157,Butler,2089.52001953,3.26487994, , ,655,501,76.5,118,18,0,0,4,0.6,20.7,{1392EAEC-513F-4064-ADB4-628EA5B3C450},
-84.124158240808299,34.436920629676159,158,Dawsonville,5251.16015625,8.20493031, , ,1063,947,89.1,99,9.3,0,0,17,1.6,32.2,{5E7536CB-46A3-40E9-A668-DCA7824C2279},
-82.719718273767796,32.726512628549038,159,Wrightsville,2307.27001953,3.60510993, , ,1162,699,60.2,219,18.8,0,0,26,2.2,25.1,{183E2B5A-2837-48B3-9D4E-353C3C34D778},
-82.51352305415287,32.692186695680505,160,Kite,519.13299561,0.81114501, , ,79,66,83.5,13,16.5,0,0,0,0,32.3,{4D03C1CE-FF6C-4C94-BF52-E1EBF68E1EF8},
-84.922748347289883,31.382666107792989,161,Blakely,11303.59960938,17.66189957, , ,1550,1313,84.7,132,8.5,0,0,26,1.7,22.9,{05F19493-DE6B-43CB-9DD2-14B38AE13431},
-84.725398648571229,31.437807120762063,162,Arlington,2645.47998047,4.13356018, , ,364,331,90.9,25,6.9,0,0,3,0.8,27.9,{E40FAFDE-F9F0-4E0C-B554-9284517ACC83},
-83.786454578134368,32.092503695560772,163,Vienna,3513.45996094,5.48978996, , ,1279,1039,81.2,124,9.7,0,0,8,0.6,18.5,{B5DAEFCA-5A38-46AD-853A-FC460E97719F},
-83.735620910335584,32.258273085514915,164,Unadilla,3891.67993164,6.08076, , ,633,591,93.4,39,6.2,0,0,3,0.5,20.2,{9969B458-C457-42E5-AE64-D59C6F4D9735},
-83.759659084318443,32.195573579552352,165,Pinehurst,652.81097412,1.02002001, , ,169,150,88.8,10,5.9,0,0,0,0,19.7,{B3016D8C-0EE9-4943-8086-97F0B750302C},
-83.877467631544448,32.146540845210183,166,Lilly,385.16799927,0.601825, , ,67,62,92.5,0,0,0,0,0,0,19,{5BD27717-36FA-4D2F-9E25-EAC6FECCD467},
-83.928928427409673,32.22998236591301,167,Dooling,296.08099365,0.46262601, , ,136,109,80.1,10,7.4,0,0,17,12.5,,{4ED13F45-2A53-4F61-AAC3-2FE19BA63B16},
-83.907242733746074,32.201638722050149,168,Byromville,231.59700012,0.36186999, , ,205,181,88.3,18,8.8,3,1.5,0,0,21.6,{E2F036EE-9B49-40D0-B38A-C0C9695E1EF1},
-82.742581616551661,33.735541383769856,169,Washington,4963.49023438,7.75544977, , ,1481,1263,85.3,146,9.9,45,3,27,1.8,20.9,{3DE174AC-A00A-4633-9BA9-574D0A16AA80},
-84.255178940936844,31.901107042870063,170,Smithville,1627.76000977,2.54338002, , ,206,152,73.8,54,26.2,0,0,0,0,26.7,{788DEF7A-47AB-4D99-9766-B8E01C52AE3D},
-84.16873151237742,31.732485899136158,171,Leesburg,3192.2199707,4.98784018, , ,1267,1075,84.8,100,7.9,13,1,41,3.2,20.2,{4B0DC419-440C-415D-8A18-2895F91643F5},
-82.741985521397751,33.867370335925983,172,Tignall,1787.18994141,2.79249001, , ,153,126,82.4,23,15,0,0,4,2.6,26.2,{BD7CE9F3-5E32-4A21-A7D6-495724188547},
-82.903145834136581,33.79024859515004,173,Rayle,668.21099854,1.04408002, , ,76,48,63.2,20,26.3,0,0,0,0,23.8,{50CF9B3D-7A49-4DDC-90D4-9589961C39E4},
-84.192587173540943,33.117815815038583,174,Milner,1282.84997559,2.0044601, , ,479,370,77.2,97,20.3,5,1,7,1.5,25.4,{0605AC65-03E2-4EAA-B65B-C9DD2AE55D07},
-84.152611211434362,33.05105954956106,175,Barnesville,3904.5,6.10077, , ,2117,1508,71.2,273,12.9,0,0,207,9.8,25.5,{F40861EE-5A2A-48E5-B532-8457E0BFBF32},
-84.175988674016921,33.050914992717509,176,Aldora,165.79100037,0.25904801, , ,49,40,81.6,2,4.1,0,0,0,0,21.8,{0C06DC04-5997-46F5-B4BF-9C04206BA0EC},
-85.189220572916227,33.702590788146097,177,Waco,1177.44995117,1.83976996, , ,239,174,72.8,40,16.7,7,2.9,0,0,24.7,{4FF6EF02-860D-4302-A3DF-A0720ADFD283},
-85.285836343287826,33.733465012965418,178,Tallapoosa,6434.77978516,10.05430031, , ,996,804,80.7,79,7.9,0,0,31,3.1,26.5,{2DB32AAD-062D-4722-AA80-A4EF826A8DCF},
-84.957425184973047,33.980590125957008,179,Braswell,2549.60009766,3.9837501,yes, ,132,123,93.2,9,6.8,0,0,0,0,43,{0A93D548-0593-4DB9-AB7D-DCC9052DCE28},
-83.77200936904886,34.478401013118884,180,Clermont,1855.34997559,2.8989799,yes, ,543,483,89,45,8.3,0,0,2,0.4,30.4,{ED822245-1552-4B24-AE27-48F7C0DCD3A6},
-84.285225195751494,33.383344464013682,181,Hampton,3516.64990234,5.49476004,yes,yes,2327,1863,80.1,346,14.9,2,0.1,90,3.9,26.6,{C088E375-39BE-4315-B1F3-E2B12FFFCBEF},
-85.181398814958669,33.640789202680892,182,Mount Zion,5875.99023438,9.18124008,yes, ,709,576,81.2,111,15.7,0,0,0,0,31.8,{07D03B53-CD4E-4C32-A2A7-B59CD5027227},
-84.462872879561473,33.44784150090986,183,Fayetteville,7014.47021484,10.96010017,yes,yes,6911,5717,82.7,561,8.1,135,2,330,4.8,31.9,{ED094690-E888-47F9-92EF-EEAE38FCFF77},
-84.411419799677887,33.362747275485248,184,Woolsey,537.23199463,0.83942503,yes,yes,53,49,92.5,4,7.5,0,0,0,0,28.7,{91823823-7650-49DD-BCA0-2D82232ADD1C},
-83.735353318185062,33.517825077122879,185,Mansfield,671.8460083,1.04975998,yes, ,139,103,74.1,31,22.3,0,0,2,1.4,30.8,{ACBC01D3-A195-4233-87A3-102CBA4ED280},
-85.180279374858941,33.803106667950892,186,Buchanan,1082.38000488,1.69121003, , ,367,279,76,40,10.9,0,0,36,9.8,37,{721AC23F-7B42-46CB-87C2-77BEE677598E},
-82.703137081920829,33.219887893722621,187,Mitchell,949.56799316,1.48370004, , ,93,81,87.1,4,4.3,0,0,6,6.5,33.6,{D8C3868D-66AA-4EDA-9C84-DD5116697807},
-82.595864064829186,33.23334181456881,188,Gibson,665.35498047,1.03962004, , ,190,161,84.7,18,9.5,4,2.1,5,2.6,28,{18099D32-9B79-48B7-A4CB-4E489425E092},
-82.638686513400287,31.519156978760947,189,Nicholls,1185.88000488,1.85293996, , ,287,234,81.5,42,14.6,0,0,2,0.7,22.5,{272BEAC5-39D9-4B5B-A328-7F9A758FFFFB},
-82.854321423723633,31.507330203451076,190,Douglas,8935.88964844,13.9623003, , ,4094,3199,78.1,413,10.1,35,0.9,176,4.3,16.1,{D27C82EA-6EFD-4DB2-9CCB-E1163AEB55FA},
-82.887714670713549,31.624799544126741,191,Broxton,2149.81005859,3.35908008, , ,319,238,74.6,45,14.1,0,0,8,2.5,28.3,{D711DA6E-C919-465D-B1DE-B3D41C06BB82},
-83.013718908425304,31.594447996491969,192,Ambrose,2006.40002441,3.13499999, , ,157,118,75.2,34,21.7,0,0,0,0,14.3,{979E9E85-B6BE-4B48-9D7D-CB1D5967DF52},
-83.343327100485979,32.686303571156586,193,Jeffersonville,2347.19995117,3.66750002, , ,274,252,92,17,6.2,3,1.1,0,0,19.1,{63C89877-1208-4321-9B89-8B3016ABAAA5},
-83.246061236578768,32.606019521072078,194,Danville,504.94299316,0.78897399, , ,72,61,84.7,9,12.5,0,0,1,1.4,25.6,{2E7794F5-5980-4866-A72F-8E6CEBA7B669},
-82.099470477394306,33.290730720146001,195,Hephzibah,12410.79980469,19.39189911, , ,1577,1408,89.3,117,7.4,30,1.9,8,0.5,27.3,{BEBDAA83-4C90-41D2-B528-367C2463A284},
-85.310768069088425,34.547950852173884,196,Trion,2462,3.84687996, , ,943,809,85.8,58,6.2,0,0,27,2.9,16.7,{30D6B04E-B992-4402-A349-3F28F063F475},
-85.349076013501971,34.478757427070846,197,Summerville,2568.88989258,4.01388979, , ,1353,1078,79.7,171,12.6,46,3.4,16,1.2,20.2,{92F8F5D7-6CF8-4BE3-BB50-4261C226572E},
-85.477615831921966,34.48349752598142,198,Menlo,501.21899414,0.78315401, , ,178,144,80.9,31,17.4,0,0,3,1.7,19,{1241CB1F-9D49-4B30-8DF2-9398D9FEEB3D},
-85.404096720908186,34.403438604131772,199,Lyerly,480.91799927,0.75143403, , ,185,162,87.6,23,12.4,0,0,0,0,21.5,{86DCF182-4370-48CF-AB3A-B064EACCE1C3},
-83.720230302376265,34.704404264635343,200,Helen,1391.58996582,2.17436004, , ,119,89,74.8,0,0,0,0,3,2.5,22.6,{00151607-3779-45C2-BBC4-0AB226D5B6F2},
-83.761670786339579,34.597494588204874,201,Cleveland,2469.31005859,3.85828996, , ,1539,1253,81.4,149,9.7,0,0,34,2.2,25.5,{8E8A951B-CD2D-43DF-A820-1F47D73D888A},
-84.731878980630029,31.17413725034416,202,Colquitt,5293.18994141,8.27060032, , ,821,653,79.5,84,10.2,0,0,3,0.4,19,{BF2CB39B-8F7E-4342-81E0-473481D1BFFC},
-84.582123496323248,32.984757494191427,203,Woodbury,1319.34997559,2.06148005, , ,220,166,75.5,39,17.7,0,0,0,0,31.9,{5F5EE4A1-520F-4DAD-96B3-F27EC735EC87},
-84.67661195912379,32.885224344138905,204,Warm Springs,884.76300049,1.38243997, , ,211,176,83.4,32,15.2,0,0,2,0.9,28,{2FBFEACB-D7AC-44AB-936E-9E3E0AF1184F},
-84.744269591486912,33.209589543180563,205,Luthersville,2039.0300293,3.18598008, , ,434,385,88.7,39,9,7,1.6,3,0.7,30.8,{02AED052-8A0D-4A50-B9BF-0F081CADD863},
-84.817335383689283,33.172358541984039,206,Lone Oak,399.84899902,0.62476301, , ,32,32,100,0,0,0,0,0,0,23.1,{0EF1D7C9-7CDF-443A-B418-654797E4F03B},
-84.716227964607342,33.03224109574451,207,Greenville,1508.89001465,2.35765004, , ,302,253,83.8,32,10.6,2,0.7,0,0,26.4,{37E78915-FF6D-40B3-BF31-93AF414F2C91},
-84.575475752433945,33.093664269269034,208,Gay,552.29998779,0.86296803, , ,51,19,37.3,2,3.9,0,0,10,19.6,19,{1C1FC8CC-3DB3-496E-95BB-E5B25301EC68},
-84.853070959412364,32.852385396001672,209,Pine Mountain,1912.95996094,2.98900008, , ,548,423,77.2,16,2.9,0,0,17,3.1,24,{AAD96F89-2FE6-4A4B-89D9-7A3E4E9B19AF},
-84.021381370923777,31.262563418791164,210,Sale City,1174.54003906,1.83521998, , ,154,132,85.7,16,10.4,0,0,2,1.3,23.5,{2A0C1565-185E-44B6-96ED-EF70D06FFDDE},
-84.151462731227411,31.126644628430473,211,Pelham,2609.07006836,4.07667017, , ,1055,882,83.6,135,12.8,0,0,21,2,18.8,{2B28C102-506A-4E4D-85C2-A675A6B56FF8},
-84.092203278409642,31.071383471107715,212,Meigs,1023.90997314,1.59985995, , ,214,143,66.8,45,21,5,2.3,14,6.5,24.8,{F56794CB-2CF0-4F53-87BD-457F68D7516E},
-84.207139983367426,31.235880495545338,213,Camilla,3979.4699707,6.21792984, , ,1775,1145,64.5,251,14.1,14,0.8,28,1.6,16.8,{01EF08E9-E51C-4098-BD20-DE6CA908793F},
-84.159188651043721,31.380385279386434,214,Baconton,1248.83996582,1.95131004, , ,225,206,91.6,0,0,0,0,12,5.3,20,{D8CE7EBA-29E4-4474-97DC-A5137F2C2064},
-83.106351567728936,33.671442663025495,215,Woodville,3136.85009766,4.90131998, , ,142,114,80.3,18,12.7,0,0,10,7,36.4,{7E594892-FE7C-4027-9D71-5D1745AF7B66},
-83.036516914322647,33.481550018917304,216,White Plains,3019.45996094,4.71790981, , ,115,103,89.6,4,3.5,0,0,2,1.7,35.6,{E80D6A56-F278-4FC3-9D2F-6B17D4B998A6},
-83.075741585814285,33.617897418204748,217,Union Point,1224.75,1.91366994, , ,478,395,82.6,58,12.1,0,0,7,1.5,28.1,{07720256-2994-4B26-8453-EEC9A7ACA9DF},
-83.081228528597549,33.536595062538126,218,Siloam,794.37200928,1.24120998, , ,148,126,85.1,9,6.1,0,0,5,3.4,23.1,{04565C64-5DA5-43F1-9866-E5DDCD6243D8},
-83.187750709028293,33.567802225499229,219,Greensboro,4348.99023438,6.79530001, , ,1253,962,76.8,154,12.3,0,0,73,5.8,16.7,{72B51CFA-9B96-44AF-BD7D-A363427FDB69},
-84.616309311728699,31.757061077536036,220,Shellman,2065.5300293,3.22738004, , ,352,288,81.8,41,11.6,4,1.1,12,3.4,21.5,{0F3F609B-BFFE-487A-A32E-554FDEF7156B},
-84.794037310209177,31.771348277055974,221,Cuthbert,1957.72998047,3.05894995, , ,950,604,63.6,290,30.5,4,0.4,22,2.3,22.2,{116DF415-8904-4D96-96C1-9AAC0883F438},
-84.394532110349985,32.03307612975572,222,Plains,521.02001953,0.81409401, , ,176,144,81.8,28,15.9,0,0,4,2.3,24.6,{CCB3860F-82D2-4F69-925D-E164B6FD3A22},
-84.086413144390704,31.954515253575849,223,Leslie,1134.75,1.77304006, , ,164,137,83.5,25,15.2,0,0,2,1.2,20.6,{9A963480-F06F-4980-BA4B-701D12401320},
-84.063643193022074,31.954795972564266,224,De Soto,521.84301758,0.81537902, , ,107,61,57,31,29,0,0,15,14,27.3,{935C9B2A-3054-4D60-BC6A-90170D46BE0B},
-84.145479407311512,32.19654505015076,225,Andersonville,889.97900391,1.39058995, , ,63,49,77.8,8,12.7,0,0,6,9.5,22.5,{A4E95635-8E66-48AD-B1F7-D00353DBD579},
-84.224757600806981,32.073540334216432,226,Americus,7332.97021484,11.45779991, , ,5493,4250,77.4,678,12.3,0,0,171,3.1,17.4,{EDF46EFD-5F83-4A92-8326-D94501679FC1},
-83.481863094725512,32.295808147708861,227,Hawkinsville,3264.7199707,5.10113001, , ,1760,1503,85.4,82,4.7,0,0,39,2.2,17.3,{BE30B3CB-072B-461D-A9F4-3D35F67AD356},
-83.109635812196075,34.285957276122033,228,Royston,2177.08007813,3.40169001, , ,902,787,87.3,58,6.4,0,0,0,0,21.1,{E3C62BDE-E904-46C2-8355-67E8733EBBC5},
-83.198258648089549,34.485583717478328,229,Martin,1620.54003906,2.53209996, , ,136,124,91.2,3,2.2,0,0,8,5.9,27.9,{6E4829FA-C380-4D1A-B9F3-89BF9E091CEC},
-83.108135125053806,34.4344131508769,230,Lavonia,2937.54003906,4.58990002, , ,643,473,73.6,71,11,0,0,0,0,17.5,{8CE59859-AFA4-43AA-8764-71E6D032CEC7},
-83.145903126700617,34.284030448210217,231,Franklin Springs,1405.81994629,2.19658995, , ,312,164,52.6,37,11.9,0,0,44,14.1,13.1,{12AEFB57-3BD4-4EBA-9D24-0C759D8E6A44},
-83.232873708427036,34.371589403734447,232,Carnesville,1692.18994141,2.64404011, , ,282,229,81.2,23,8.2,0,0,28,9.9,28.9,{B9D774CD-D5D5-45D5-953C-79781D863E31},
-83.110740883065915,34.345537156950655,233,Canon,2001.64001465,3.1275599, , ,266,217,81.6,46,17.3,0,0,0,0,23.8,{53AE4527-92CE-49F6-BD42-78AAB48F18F4},
-83.560321541865619,30.784867776342661,234,Quitman,2654.35009766,4.14742994, , ,845,690,81.7,115,13.6,0,0,17,2,21.4,{851CD479-6540-4035-A7B0-C3D3F04355FD},
-83.738001668143966,30.959751656140437,235,Pavo,1129.64001465,1.76505995, , ,243,193,79.4,50,20.6,0,0,0,0,35.5,{8F1B92D6-3BE8-4434-9D7B-5DF43007C16D},
-83.500314977660196,30.943349887607447,236,Morven,1114.08996582,1.74075997, , ,201,101,50.2,83,41.3,0,0,0,0,38.8,{7E5ED531-F575-43E2-B29E-85433626F487},
-83.739139224184896,30.893263272565935,237,Barwick,479.39898682,0.74906099, , ,112,75,67,29,25.9,6,5.4,0,0,21.6,{51964872-6BE7-4456-B92C-5778A58BB8AF},
-82.818293955346476,32.047165310218723,238,Scotland,900.69598389,1.40734005, , ,133,130,97.7,0,0,0,0,3,2.3,23.2,{B3514032-F6DA-4542-BA0D-E6BB0FF0E568},
-83.06306145866192,32.019460440782346,239,Milan,2017.35998535,3.15212989, , ,207,188,90.8,12,5.8,0,0,0,0,23.3,{4FBA3C5A-7B54-4EC4-91DB-41135B6BA03E},
-82.682841054705293,31.93300503931323,240,Lumber City,1240.72998047,1.93865001, , ,326,311,95.4,0,0,0,0,0,0,23.3,{D5D7E004-59DA-403E-AC07-68EAC803D0D2},
-82.978999979496464,31.812600099519511,241,Jacksonville,714.36700439,1.11619997, , ,58,58,100,0,0,0,0,0,0,24.2,{58437C15-71B1-4371-BDF7-EF98E1BA286A},
-82.474500630000975,31.543236731418947,242,Alma,3982.58007813,6.22278023, , ,1194,993,83.2,135,11.3,32,2.7,6,0.5,16.8,{73CEB4E2-48D0-490F-8BA2-728092D317C0},
-83.635149159848808,31.671080149372859,243,Sycamore,647.20397949,1.01126003, , ,217,200,92.2,8,3.7,0,0,4,1.8,27.5,{4B45CB97-DE80-403D-A8D3-D0741D4CC421},
-83.487581186429665,31.807232007897746,244,Rebecca,502.73901367,0.78552902, , ,63,56,88.9,3,4.8,0,0,4,6.3,25.8,{C2E9F34E-ED2A-4642-8D06-8BE0DF9B484B},
-83.652791808881858,31.709586872070904,245,Ashburn,3071.16992188,4.79870987, , ,1060,835,78.8,131,12.4,0,0,14,1.3,22.2,{DD0FC2B8-85D7-4D9A-98D6-2EC18EDA39C0},
-83.044586836927522,31.335894952188948,246,Willacoochee,2445.5300293,3.82115006, , ,583,424,72.7,153,26.2,6,1,0,0,20.5,{72F29EBC-2ADB-4254-A9FA-A4D01C0DDA08},
-82.854355377974599,31.297021553975085,247,Pearson,2151.97998047,3.3624599, , ,730,495,67.8,203,27.8,0,0,6,0.8,19.5,{D77FABF9-CDE0-4294-B390-BB4E3C5043D3},
-83.847126565448306,34.935594146258211,248,Young Harris,680.00299072,1.0625, , ,384,200,52.1,13,3.4,0,0,35,9.1,10.4,{41D98EC0-1BEE-43CE-A3D1-0EDB0FC1353A},
-83.752880169787716,34.950148271927468,249,Hiawassee,1345.39001465,2.10216999, , ,279,135,48.4,36,12.9,0,0,13,4.7,11.1,{4561810A-5C47-45C0-9E26-CFBB666E1205},
-81.64083103579496,32.746695734107014,250,Sylvania,3281.0300293,5.1266098, , ,850,698,82.1,120,14.1,0,0,0,0,19.9,{1D18CCAE-2BE5-450C-9B9D-278939E1B5DD},
-81.829742794831418,32.663672175936028,251,Rocky Ford,793.16900635,1.23933005, , ,51,42,82.4,3,5.9,0,0,0,0,50.9,{A3DBFA50-6DCC-429A-98FD-34435CAE851D},
-81.533075750974177,32.521493445128961,252,Oliver,600.91900635,0.93893701, , ,122,100,82,11,9,0,0,0,0,32,{A8916020-0984-4FBD-A256-C5779DCF7BB9},
-81.506324026479419,32.588801060888173,253,Newington,519.89801025,0.81234097, , ,90,83,92.2,5,5.6,0,0,0,0,23.9,{9B599F73-C4D3-4982-BCA7-213CE5BEC52E},
-81.661270327778155,32.883364343534673,254,Hiltonia,1116.09997559,1.74390996, , ,127,102,80.3,16,12.6,0,0,5,3.9,28.3,{BEC73D32-48A4-464C-BF25-F48CB5E74E74},
-85.037314525758219,33.029618639039093,255,LaGrange,25711.40039063,40.17399979, , ,11073,9079,82,956,8.6,39,0.4,179,1.6,19,{28A1BB4A-553B-4F13-AE97-55379A41F97F},
-83.278886002266617,30.850324863820596,256,Valdosta,23261.30078125,36.34569931, , ,23740,19186,80.8,2280,9.6,85,0.4,607,2.6,16.4,{31D09260-8F09-446F-B8B9-D3CEA53F9F05},
-83.308467091870341,30.844147924072224,257,Remerton,130.65400696,0.204146, , ,819,704,86,35,4.3,0,0,30,3.7,9.8,{9D7B412A-D35E-400E-9E11-C1625E0A1B2C},
