X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,In_School,In_Pre_School,Pct_In_Pre_School,In_Kindergarten,Pct_In_Kindergarten,In_Elementary,Pct_In_Elementary,In_High_School,Pct_In_High_School,In_College_or_Grad_School,Pct_In_College_or_Grad_School,GlobalID,last_edited_date
-84.637103793347165,33.325960499099196,508,Turin,815.93597412,1.27489996,yes, ,111,16,14.4,14,12.6,45,40.5,20,18,16,14.4,{62ED220A-7F81-48B3-9663-3DD9C5C9321E},
-84.003922477213564,33.856105846488163,509,Snellville,6713.37011719,10.48960018,yes,yes,5036,489,9.7,300,6,1868,37.1,1045,20.8,1334,26.5,{979B1458-A9FB-4B16-9FAF-49579FCF4C71},
-83.992578039766144,33.952373945459541,510,Lawrenceville,8580.13964844,13.40649986,yes,yes,8848,561,6.3,514,5.8,3644,41.2,2029,22.9,2100,23.7,{F1600494-0870-4E45-B014-DA422C651007},
-83.893710519324202,33.980852514875849,511,Dacula,3149.36010742,4.92087984,yes,yes,1660,157,9.5,13,0.8,750,45.2,514,31,226,13.6,{72925944-9E5D-4497-97C3-2B17AF355C37},
-84.184175631035316,33.979705296837729,512,Berkeley Lake,1096.59997559,1.71343005,yes,yes,453,17,3.8,7,1.5,174,38.4,142,31.3,113,24.9,{43939709-0506-491F-973F-8FBA9A4531CD},
-84.206976294644477,33.937993955311612,513,Norcross,3855.66992188,6.02447987,yes,yes,4709,401,8.5,157,3.3,2580,54.8,809,17.2,762,16.2,{CD976A60-126D-49BC-B616-9BD5FE9338B1},
-84.231956065184292,33.966671519328038,514,Peachtree Corners,10531.79980469,16.45599937,yes,yes,11049,542,4.9,655,5.9,4513,40.8,2663,24.1,2676,24.2,{7B8534C1-47D9-4DB4-B7A3-6DFD487DA78E},
-84.056063307249616,34.108011757207308,515,Sugar Hill,6745.62988281,10.53999996,yes,yes,5907,452,7.7,297,5,2834,48,1097,18.6,1227,20.8,{1C68B8EB-D649-43B2-8701-66C4ED155693},
-84.068704537583415,34.050667453129208,516,Suwanee,6999.31982422,10.93640041,yes,yes,5003,585,11.7,376,7.5,2160,43.2,1083,21.6,799,16,{BF11888A-C566-4E41-8F7D-94C06E43E854},
-83.895852407895475,33.835147442713712,517,Loganville,4748.70996094,7.41985989,yes,yes,3059,364,11.9,231,7.6,1360,44.5,530,17.3,574,18.8,{E49B3170-3AB8-4094-BF16-E565ABCA5A71},
-84.668957974896827,34.056466088946109,518,Acworth,5660.68017578,8.84480953,yes,yes,6906,442,6.4,403,5.8,2703,39.1,1390,20.1,1968,28.5,{C74A691B-D7A2-49F4-998B-0C47A2CA855B},
-84.318105798654457,33.442092430491975,519,Lovejoy,1671.93005371,2.61238003,yes,yes,2258,191,8.5,150,6.6,804,35.6,367,16.3,746,33,{B0C1697C-6DC5-48E5-94CF-E3E5C5F816B8},
-84.683739124241455,33.865974359044465,520,Powder Springs,4570.22998047,7.14097977,yes,yes,4188,423,10.1,53,1.3,1662,39.7,1299,31,751,17.9,{16651BAE-B710-4702-A69B-592413B58834},
-84.331360490904345,33.875501450365654,521,Brookhaven,7265.83007813,11.35289955,yes,yes,10116,1151,11.4,848,8.4,3895,38.5,1162,11.5,3060,30.2,{00F08338-1EC2-4286-8EAB-58E63519C7C3},
-84.361162162543934,34.342087242399657,522,Ball Ground,3527.73999023,5.51209021,yes,yes,384,27,7,14,3.6,116,30.2,95,24.7,132,34.4,{A3B17171-34E1-4799-BA7E-16038791825F},
-83.974909587349728,34.133661274608095,523,Rest Haven,180.92900085,0.282702,yes,yes,11,0,0,2,18.2,4,36.4,1,9.1,4,36.4,{55B4988B-7EBD-4F32-A149-CB691AB6570D},
-84.149314606428277,34.005005451853755,524,Duluth,6487.18994141,10.13619995,yes,yes,7509,518,6.9,377,5,3302,44,1084,14.4,2228,29.7,{8D6207B8-3401-4C6B-9044-588AB8569C0F},
-84.136684492889856,33.889583337755269,525,Lilburn,4308.10986328,6.73142004,yes,yes,3359,286,8.5,232,6.9,1539,45.8,684,20.4,618,18.4,{9F937E31-E22C-4E5C-BC56-1A717D089F51},
-84.508375850725372,34.102654341974869,526,Woodstock,7195.87988281,11.24359989,yes,yes,7429,601,8.1,531,7.1,3283,44.2,1298,17.5,1716,23.1,{70B71E5C-75CF-47C5-8D08-6B64E9C2F2E6},
-84.48577894179661,34.168033204738023,527,Holly Springs,4309.41015625,6.73344994,yes,yes,3070,303,9.9,267,8.7,1521,49.5,579,18.9,400,13,{1E4DC50D-3729-41CF-ACF6-40528493DC2D},
-83.36892057803837,33.950820691774162,528,Athens-Clarke County (balance),75612.796875,118.14499664, , ,,,,,,,,,,,,{B28BED6F-36F0-4AAC-934D-35A2B5FD376F},
-83.649587686112412,32.832042310978082,529,Macon,36067.6015625,56.35559845, , ,,,,,,,,,,,,{B025044F-3659-480E-9720-BBDDAF46734A},
-85.018793365752074,31.867319343011143,530,Georgetown-Quitman County,102757,160.55799866, , ,,,,,,,,,,,,{CA5D2284-2063-4410-ADDE-1B9C41D204B9},
-82.869088805371845,30.989102253912979,531,Du Pont,501.03799438,0.78287202, , ,,,,,,,,,,,,{ED0FA545-824E-4CF0-80E9-6E5282E8608F},
-81.683916579374994,31.836774273774541,532,Gumbranch,524.9039917,0.820162, , ,,,,,,,,,,,,{A569A369-711B-40DF-AD14-5BEBBD3BB358},
-82.624992584782547,33.153427231841725,533,Edge Hill,118.27100372,0.184799, , ,,,,,,,,,,,,{B3FBE8CD-DAFA-4145-AFEA-DA2332A64AEA},
-82.070829921734898,33.364454906792965,534,Augusta-Richmond County (balance),196413,306.89599609, , ,,,,,,,,,,,,{E4B8FDA0-C39D-4ED8-9922-8A8371932243},
-82.890474391522559,32.056245208769141,535,McRae,2829.7800293,4.42152977, , ,,,,,,,,,,,,{6D8D06F6-6CEC-46A3-BE7B-570F6F80FDE4},
-82.910172888357323,32.078818546165913,536,Helena,1354.2199707,2.1159699, , ,,,,,,,,,,,,{4F801EE3-DD57-4613-A92C-745B4AE0C3B6},
-83.679414635151659,32.851844172713584,537,Payne,27.45899963,0.0429047, , ,,,,,,,,,,,,{FED3A990-411F-404E-A168-BB3C033DAAD5},
