X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Under_18_years,Pct_Under_18_years,Num_18_29_years,Pct_18_29_years,Num_30_44_years,Pct_30_44_years,Num_45_64_years,Pct_45_64_years,Num_65_years_and_over,Pct_65_years_and_over,Median_Age,White,Pct_White,Black_African_American,Pct_Black_African_American,Asian,Pct_Asian,Other_two_races,Pct_Other_two_races,Hispanic_Latino_all_races,Pct_Hispanic_Latino_all_races,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-82.887714670713549,31.624799544126741,191,Broxton,2149.81005859,3.35908008, , ,274,23,206,17.3,119,10,375,31.5,215,18.1,42.2,707,59.4,342,28.7,4,0.3,7,0.6,131,11,{B5797A5B-2C84-4636-A6B1-2C9D5206BD5C},,,,
-83.013718908425304,31.594447996491969,192,Ambrose,2006.40002441,3.13499999, , ,135,35.5,60,15.9,76,20.1,63,16.5,46,12,29,221,58.2,50,13.1,0,0,6,1.6,103,27.1,{50937B86-F7CA-42BE-B5CE-04EC9F6828DB},,,,
-83.343327100485979,32.686303571156586,193,Jeffersonville,2347.19995117,3.66750002, , ,236,22.5,97,9.2,135,12.9,366,34.9,214,20.4,49,384,36.6,654,62.3,0,0,8,0.8,3,0.3,{A25F06FF-DB0D-404B-9710-F74730C9CD8C},,,,
-83.246061236578768,32.606019521072078,194,Danville,504.94299316,0.78897399, , ,33,15.3,35,16.2,37,17,70,32.3,42,19.1,47.1,125,57.4,90,41.3,0,0,3,1.3,0,0,{062B0083-FEF8-4627-9EBF-68DCADA89BF6},,,,
-82.099470477394306,33.290730720146001,195,Hephzibah,12410.79980469,19.39189911, , ,1023,26,677,17.2,830,21.1,937,23.8,464,11.8,36.9,2181,55.4,1445,36.7,0,0,177,4.5,138,3.5,{2B978EE7-D7C9-4D36-A354-707722A14C9B},,,,
-85.310768069088425,34.547950852173884,196,Trion,2462,3.84687996, , ,580,32.5,253,14.2,409,22.9,378,21.2,164,9.2,31.9,1175,65.8,61,3.4,29,1.6,27,1.5,496,27.8,{74EC3F95-4317-43AD-8126-9D66538F0469},,,,
-85.349076013501971,34.478757427070846,197,Summerville,2568.88989258,4.01388979, , ,917,20.6,699,15.7,686,15.4,1175,26.4,975,21.9,43.3,3317,74.5,1095,24.6,22,0.5,13,0.3,0,0,{257FAB2A-E590-48FB-8F33-266C72E53FC5},,,,
-85.477615831921966,34.48349752598142,198,Menlo,501.21899414,0.78315401, , ,98,21,54,11.5,72,15.3,153,32.7,91,19.5,49,440,94,14,2.9,15,3.1,0,0,0,0,{B958995D-C27E-4ACD-BAF9-34F3914FC985},,,,
-85.404096720908186,34.403438604131772,199,Lyerly,480.91799927,0.75143403, , ,128,24.2,91,17.2,123,23.2,124,23.4,63,12,39.9,486,91.9,5,1,30,5.6,7,1.4,0,0,{826A8062-2283-4C6F-8AEB-BB1E52235D8C},,,,
-83.720230302376265,34.704404264635343,200,Helen,1391.58996582,2.17436004, , ,38,7.1,109,20.4,6,1.1,249,46.8,130,24.5,56.2,469,88.1,6,1.1,10,1.9,30,5.6,18,3.3,{8156F152-77EA-4C54-ADA8-0D023677C35F},,,,
-83.761670786339579,34.597494588204874,201,Cleveland,2469.31005859,3.85828996, , ,1026,27.2,1030,27.3,600,15.9,728,19.3,389,10.3,26.2,3045,80.7,487,12.9,26,0.7,26,0.7,189,5,{136F5382-17AB-47A1-9690-347A8C09A4DE},,,,
-84.731878980630029,31.17413725034416,202,Colquitt,5293.18994141,8.27060032, , ,554,29.4,370,19.6,330,17.5,362,19.2,270,14.3,30.9,924,49,956,50.7,0,0,2,0.1,4,0.2,{A33F7D6A-C723-4CBA-B5B5-C4681CA93ABD},,,,
-84.582123496323248,32.984757494191427,203,Woodbury,1319.34997559,2.06148005, , ,224,24.6,111,12.2,193,21.2,213,23.4,169,18.6,39.4,387,42.6,508,55.9,0,0,14,1.5,0,0,{EC74CBF5-944B-4496-93E6-02356824AEA0},,,,
-84.67661195912379,32.885224344138905,204,Warm Springs,884.76300049,1.38243997, , ,95,23.4,68,16.9,48,11.8,94,23.2,100,24.7,42,152,37.7,166,41,16,3.9,18,4.4,53,13,{91B0E0DF-02DF-45CB-97C3-64D663EFC746},,,,
-84.744269591486912,33.209589543180563,205,Luthersville,2039.0300293,3.18598008, , ,218,26.4,174,21.1,143,17.3,198,24,93,11.3,30.8,289,35.1,418,50.7,0,0,30,3.7,87,10.5,{F80F41B5-8601-48D2-94DC-C22257D0B443},,,,
-84.817335383689283,33.172358541984039,206,Lone Oak,399.84899902,0.62476301, , ,48,53.8,15,17.1,7,7.7,13,14.5,6,6.8,10.5,57,64.1,7,7.7,0,0,3,3.4,22,24.8,{06AE29BB-5FA6-4672-8DB0-71F7ACBCE9CD},,,,
-84.716227964607342,33.03224109574451,207,Greenville,1508.89001465,2.35765004, , ,178,20.6,187,21.7,106,12.3,271,31.4,121,14,36.9,193,22.4,669,77.6,0,0,0,0,0,0,{B3A9B3D0-A48E-4432-8E1D-C7B791E98ECB},,,,
-84.575475752433945,33.093664269269034,208,Gay,552.29998779,0.86296803, , ,30,34.6,0,0,18,21.5,28,32.7,10,11.2,40.5,58,67.3,0,0,0,0,0,0,28,32.7,{1D070B9B-5E56-4C40-B022-5E2C8CC3E4F2},,,,
-84.853070959412364,32.852385396001672,209,Pine Mountain,1912.95996094,2.98900008, , ,311,22.9,270,19.9,162,11.9,359,26.4,257,18.9,38.5,626,46.1,565,41.6,15,1.1,80,5.9,72,5.3,{8B474422-AF50-4D3D-A489-B48FFDB8CC03},,,,
-84.021381370923777,31.262563418791164,210,Sale City,1174.54003906,1.83521998, , ,105,29.7,65,18.4,65,18.4,75,21.2,44,12.4,32.6,250,70.3,91,25.6,0,0,1,0.4,13,3.7,{18ADB554-E65E-4A26-97B5-A81A9292B9DF},,,,
-84.151462731227411,31.126644628430473,211,Pelham,2609.07006836,4.07667017, , ,1001,27,508,13.7,601,16.2,864,23.3,734,19.8,36.4,1721,46.4,1687,45.5,0,0,193,5.2,108,2.9,{D4022043-0053-49E6-8705-91ADF599C1C9},,,,
-84.092203278409642,31.071383471107715,212,Meigs,1023.90997314,1.59985995, , ,283,27.5,106,10.3,239,23.2,296,28.7,106,10.3,37.4,203,19.7,702,68.2,0,0,0,0,126,12.2,{91BD8260-72F9-47FC-8DC1-320FADB50737},,,,
-84.207139983367426,31.235880495545338,213,Camilla,3979.4699707,6.21792984, , ,1405,27.6,768,15.1,809,15.9,1318,25.9,789,15.5,35.6,1145,22.5,3801,74.7,46,0.9,31,0.6,71,1.4,{8112227B-E963-4320-A22C-7BD0CD123E0A},,,,
-84.159188651043721,31.380385279386434,214,Baconton,1248.83996582,1.95131004, , ,352,40.4,138,15.9,177,20.3,141,16.2,62,7.1,25.4,351,40.3,520,59.7,0,0,0,0,0,0,{0ED07F78-0FAB-4403-9225-C0B3028211CF},,,,
-83.106351567728936,33.671442663025495,215,Woodville,3136.85009766,4.90131998, , ,55,16.4,52,15.6,53,15.8,127,37.9,48,14.3,46.7,120,35.6,212,63.1,0,0,4,1.3,0,0,{95B661CC-97B3-4932-B9ED-D436FBA7EEFA},,,,
-83.036516914322647,33.481550018917304,216,White Plains,3019.45996094,4.71790981, , ,45,15.5,42,14.6,58,20.1,106,36.5,38,13.2,44.8,162,55.7,127,43.8,1,0.5,0,0,0,0,{9E98B238-034E-4935-9659-85DF23D792B7},,,,
-83.075741585814285,33.617897418204748,217,Union Point,1224.75,1.91366994, , ,443,25.9,197,11.5,301,17.6,458,26.8,313,18.3,39.6,655,38.3,957,56,0,0,22,1.3,73,4.3,{E4209EA9-3D66-423F-ADB0-0B713038A473},,,,
-83.081228528597549,33.536595062538126,218,Siloam,794.37200928,1.24120998, , ,72,25.6,41,14.5,50,17.8,78,27.8,40,14.3,36.4,84,30.1,196,69.9,0,0,0,0,0,0,{A0B550FD-7533-4E68-9C68-016779CBFF7C},,,,
-83.187750709028293,33.567802225499229,219,Greensboro,4348.99023438,6.79530001, , ,963,28.3,561,16.5,718,21.1,895,26.3,265,7.8,33.9,521,15.3,2130,62.6,68,2,0,0,684,20.1,{0B157FA7-48A6-491B-AB74-26525C3C32CD},,,,
-84.616309311728699,31.757061077536036,220,Shellman,2065.5300293,3.22738004, , ,254,25.7,147,14.9,127,12.8,264,26.7,196,19.8,40.9,418,42.3,571,57.7,0,0,0,0,0,0,{E4FE32B9-1C30-40DA-A79A-85EEF4DF8341},,,,
-84.794037310209177,31.771348277055974,221,Cuthbert,1957.72998047,3.05894995, , ,969,26.4,646,17.6,595,16.2,914,24.9,551,15,35.3,484,13.2,3053,83.2,40,1.1,77,2.1,15,0.4,{F4CF3153-9BEB-4C0F-B0F8-CCD9DADD1162},,,,
-84.394532110349985,32.03307612975572,222,Plains,521.02001953,0.81409401, , ,70,9.4,107,14.5,94,12.7,223,30.1,246,33.3,55.1,325,43.9,337,45.6,0,0,2,0.3,75,10.1,{84176DAF-3056-47F2-AA8B-2F7D7F223BC9},,,,
-84.086413144390704,31.954515253575849,223,Leslie,1134.75,1.77304006, , ,89,23,74,19.1,73,18.9,85,21.8,67,17.2,37.8,203,52.4,147,37.9,0,0,0,0,38,9.7,{DC473E4F-DD0C-4BE0-B0B1-3F327403895C},,,,
-84.063643193022074,31.954795972564266,224,De Soto,521.84301758,0.81537902, , ,54,29.9,34,18.9,32,17.4,39,21.2,23,12.5,32.5,43,23.5,110,60.6,0,0,0,0,29,15.9,{CF9E5A2D-3E30-48F3-B87E-CE247D4E3E5F},,,,
-84.145479407311512,32.19654505015076,225,Andersonville,889.97900391,1.39058995, , ,70,29.7,25,10.8,21,9.1,64,27.2,55,23.3,45.5,147,62.1,63,26.7,0,0,0,0,26,11.2,{EDBEA744-8325-4B6F-85B1-238409EDB701},,,,
-84.224757600806981,32.073540334216432,226,Americus,7332.97021484,11.45779991, , ,4231,26.4,3943,24.6,2516,15.7,3141,19.6,2196,13.7,29.4,5546,34.6,9489,59.2,64,0.4,369,2.3,577,3.6,{D351656F-684C-49B2-980B-9B1C59D57DD5},,,,
-83.481863094725512,32.295808147708861,227,Hawkinsville,3264.7199707,5.10113001, , ,657,12,925,16.9,1362,24.9,1641,30,886,16.2,42.6,2517,46,2916,53.3,0,0,22,0.4,16,0.3,{C9E5BA36-65B1-47E3-8116-0E4DD75619EC},,,,
-83.109635812196075,34.285957276122033,228,Royston,2177.08007813,3.40169001, , ,602,23.4,512,19.9,399,15.5,510,19.8,551,21.4,37.3,1830,71.1,636,24.7,0,0,21,0.8,90,3.5,{5DACCB23-CABC-40E7-9F3C-F0458B08B4BE},,,,
-83.198258648089549,34.485583717478328,229,Martin,1620.54003906,2.53209996, , ,80,21.8,58,15.8,65,17.8,66,18.1,97,26.4,38.5,331,90.2,24,6.6,0,0,0,0,12,3.2,{BA701666-48B4-48C5-AFFD-975681CB5673},,,,
-83.108135125053806,34.4344131508769,230,Lavonia,2937.54003906,4.58990002, , ,388,17.9,288,13.3,494,22.8,487,22.5,511,23.6,42.8,1396,64.5,452,20.9,9,0.4,30,1.4,275,12.7,{BF9F038E-8D04-43F0-963F-D5D8A3AAABE6},,,,
-83.145903126700617,34.284030448210217,231,Franklin Springs,1405.81994629,2.19658995, , ,99,8.6,664,57.5,100,8.7,181,15.7,111,9.6,22.1,896,77.6,143,12.4,21,1.8,13,1.1,81,7,{EFD919FD-BDF8-43F9-8ACB-CF3FFF34E24E},,,,
-83.232873708427036,34.371589403734447,232,Carnesville,1692.18994141,2.64404011, , ,146,25.2,139,23.9,125,21.6,120,20.7,50,8.6,30.5,390,67.3,110,18.9,30,5.2,42,7.2,8,1.4,{047CBED7-0FC9-4468-8780-3F83B7F0E68D},,,,
-83.110740883065915,34.345537156950655,233,Canon,2001.64001465,3.1275599, , ,184,22.9,108,13.4,183,22.8,194,24.1,135,16.8,40.4,764,95.2,12,1.5,0,0,14,1.7,13,1.6,{BF836785-BB24-493D-BF26-272B0DD27F35},,,,
-83.560321541865619,30.784867776342661,234,Quitman,2654.35009766,4.14742994, , ,1068,27.6,476,12.3,677,17.5,879,22.7,766,19.8,38.7,852,22,2926,75.6,0,0,8,0.2,89,2.3,{3C55C6B6-39F7-4BED-A137-629398CA5638},,,,
-83.738001668143966,30.959751656140437,235,Pavo,1129.64001465,1.76505995, , ,94,15.2,104,16.8,98,15.9,167,27.1,154,25,49.6,393,63.7,222,36,0,0,0,0,2,0.3,{00940639-9DEF-45E9-804D-17C3A23AC176},,,,
-83.500314977660196,30.943349887607447,236,Morven,1114.08996582,1.74075997, , ,91,17.1,66,12.4,112,21,203,38.1,61,11.5,43.4,180,33.9,248,46.7,0,0,11,2,93,17.4,{FB49D914-2184-4089-9385-B8706F4722D2},,,,
-83.739139224184896,30.893263272565935,237,Barwick,479.39898682,0.74906099, , ,112,29.5,60,15.9,74,19.5,97,25.7,35,9.3,36.4,151,39.8,136,35.9,0,0,0,0,92,24.3,{B3694C8C-8638-41C1-B36F-0A4FC3F4FE6C},,,,
-82.818293955346476,32.047165310218723,238,Scotland,900.69598389,1.40734005, , ,71,20.6,67,19.4,89,25.8,100,29,18,5.2,36.5,266,77.4,78,22.6,0,0,0,0,0,0,{B4C5F8F1-BA3E-4738-B752-3C2669BCBD7D},,,,
-83.06306145866192,32.019460440782346,239,Milan,2017.35998535,3.15212989, , ,150,19.6,89,11.6,110,14.4,201,26.3,216,28.2,51.3,622,81.2,138,18,0,0,6,0.8,0,0,{5E97F533-6F16-4F0C-A69E-E54F41A2144E},,,,
-82.682841054705293,31.93300503931323,240,Lumber City,1240.72998047,1.93865001, , ,238,19,138,11,127,10.1,487,38.8,265,21.1,48.9,505,40.3,730,58.2,0,0,5,0.4,14,1.1,{004C98D3-3436-4A8B-8152-CA295D1C2605},,,,
-82.978999979496464,31.812600099519511,241,Jacksonville,714.36700439,1.11619997, , ,28,20.7,54,39.9,7,5.1,33,24.7,13,9.6,28.4,33,24.7,26,19.2,0,0,0,0,76,56.1,{5C000124-D2CF-4B22-93FD-E744E70CC307},,,,
-82.474500630000975,31.543236731418947,242,Alma,3982.58007813,6.22278023, , ,895,25.3,743,21,704,19.9,739,20.9,456,12.9,32,1648,46.6,1397,39.5,113,3.2,14,0.4,364,10.3,{F68A851D-D70D-4CC8-AC79-A72FFD9F9A88},,,,
-83.635149159848808,31.671080149372859,243,Sycamore,647.20397949,1.01126003, , ,100,14.8,146,21.6,152,22.5,179,26.5,99,14.7,36.4,452,67.1,186,27.6,7,1.1,7,1.1,20,3,{DA38D76E-7840-4017-8513-6F50EE1EB0C3},,,,
-83.487581186429665,31.807232007897746,244,Rebecca,502.73901367,0.78552902, , ,47,27.1,14,8.3,34,19.7,34,19.7,43,25.2,40.3,168,97.7,2,1.4,0,0,2,0.9,0,0,{B2947496-C655-4677-AC99-75CB4A52B74F},,,,
-83.652791808881858,31.709586872070904,245,Ashburn,3071.16992188,4.79870987, , ,1005,26.3,516,13.5,714,18.7,936,24.5,649,17,36.9,1127,29.5,2315,60.6,76,2,8,0.2,294,7.7,{54F2EA85-ABF6-43A3-BF09-D93D69AB2A98},,,,
-83.044586836927522,31.335894952188948,246,Willacoochee,2445.5300293,3.82115006, , ,423,30.4,215,15.4,189,13.6,387,27.8,177,12.7,34.6,511,36.7,458,32.9,0,0,74,5.3,350,25.1,{C97AD9DC-BD39-465F-BCDC-5EA25D15FC17},,,,
-82.854355377974599,31.297021553975085,247,Pearson,2151.97998047,3.3624599, , ,496,23.5,496,23.5,414,19.6,490,23.2,215,10.2,31.9,543,25.7,710,33.6,0,0,68,3.2,792,37.5,{CF986151-5857-4696-BEAB-62C744254E28},,,,
-83.847126565448306,34.935594146258211,248,Young Harris,680.00299072,1.0625, , ,171,12.9,885,66.8,87,6.6,130,9.8,50,3.8,19.9,1222,92.2,45,3.4,0,0,19,1.4,40,3,{4E98A7E0-D6CF-42E0-B432-2E021F1ED720},,,,
-83.752880169787716,34.950148271927468,249,Hiawassee,1345.39001465,2.10216999, , ,61,6.7,161,17.8,106,11.7,178,19.7,400,44.1,61.2,831,91.7,17,1.9,5,0.6,2,0.2,50,5.5,{9392D010-D85E-4C39-8EB2-12C7A039C84E},,,,
-81.64083103579496,32.746695734107014,250,Sylvania,3281.0300293,5.1266098, , ,584,23,401,15.8,343,13.5,546,21.5,665,26.2,41.9,1482,58.4,992,39.1,0,0,48,1.9,13,0.5,{1888CD89-3AB6-4C8E-8F20-4F10F3A4ED70},,,,
-81.829742794831418,32.663672175936028,251,Rocky Ford,793.16900635,1.23933005, , ,22,15.7,22,15.7,21,15.1,51,36.1,25,17.5,49.5,109,77.1,33,22.9,0,0,0,0,0,0,{037B9B9C-826B-47F0-834D-585231DE4AB7},,,,
-81.533075750974177,32.521493445128961,252,Oliver,600.91900635,0.93893701, , ,54,24.1,21,9.1,40,17.8,88,39.1,23,10,42.8,95,42.2,128,56.6,0,0,3,1.3,0,0,{9577CCC6-D8BE-4758-A43C-10C3F44E3C43},,,,
-81.506324026479419,32.588801060888173,253,Newington,519.89801025,0.81234097, , ,85,31.9,17,6.4,73,27.2,49,18.4,43,16.1,35.9,201,75.1,67,24.9,0,0,0,0,0,0,{2165CEFF-7BEA-470E-9AEA-CDEE9C8959A7},,,,
-81.661270327778155,32.883364343534673,254,Hiltonia,1116.09997559,1.74390996, , ,81,24.7,58,17.9,64,19.7,87,26.8,36,10.9,35.4,73,22.3,252,77.3,0,0,0,0,1,0.4,{F9FF21BA-E875-4018-A00E-180F0B474A03},,,,
-85.037314525758219,33.029618639039093,255,LaGrange,25711.40039063,40.17399979, , ,8410,27.4,6231,20.3,5556,18.1,6814,22.2,3683,12,32.4,12370,40.3,15041,49,829,2.7,675,2.2,1780,5.8,{2FFDA139-D412-4411-AF98-5B0CFD87008C},,,,
-83.278886002266617,30.850324863820596,256,Valdosta,23261.30078125,36.34569931, , ,12594,22.6,18333,32.9,8916,16,10142,18.2,5740,10.3,26.6,22345,40.1,28029,50.3,947,1.7,1616,2.9,2786,5,{73D9AA74-DC12-423D-BA31-6C9EF71F869A},,,,
-83.308467091870341,30.844147924072224,257,Remerton,130.65400696,0.204146, , ,113,10,884,78.4,65,5.8,54,4.8,11,1,22.2,622,55.2,361,32,28,2.5,21,1.9,95,8.4,{F3E55192-8CB0-4D3D-A88D-762E343964AA},,,,
-83.187517283238535,30.685000750275446,258,Lake Park,903.9619751,1.41243994, , ,237,32.5,127,17.4,135,18.5,145,19.9,85,11.6,30.1,514,70.4,115,15.7,4,0.5,12,1.6,87,11.9,{9CB6C94A-BA04-4B8A-BDBD-02D95E479E98},,,,
-83.377490286500006,30.993329930766613,259,Hahira,1658.73999023,2.59177995, , ,887,30.6,336,11.6,768,26.5,551,19,357,12.3,34.2,2264,78.1,403,13.9,32,1.1,32,1.1,168,5.8,{E7E27C2D-B68B-4391-9BE4-5CB72A80EBE3},,,,
-83.225385735504673,30.746252158018788,260,Dasher,3176.41992188,4.96316004, , ,234,24.3,160,16.6,133,13.8,298,30.9,139,14.4,38.4,858,89.1,42,4.4,13,1.3,20,2.1,30,3.1,{B59F2922-5EA2-4DBB-964D-68AC463E7DA0},,,,
-83.978322849774827,30.839518524714251,261,Thomasville,9654.79980469,15.0855999, , ,4667,24.9,2980,15.9,2942,15.7,5060,27,3074,16.4,38.5,7534,40.2,10570,56.4,75,0.4,169,0.9,394,2.1,{02170055-6EA5-4663-85BF-321E89E26B8E},,,,
-84.903484525708393,33.166918047274571,262,Hogansville,4424.79003906,6.91374016, , ,908,29.2,504,16.2,473,15.2,703,22.6,522,16.8,33.3,1309,42.1,1589,51.1,100,3.2,87,2.8,25,0.8,{1C4A5CA0-D363-4990-8055-A6F65CCA7EB1},,,,
-85.144791398092096,32.895124038388531,263,West Point,7226.81005859,11.29189968, , ,861,23.1,406,10.9,589,15.8,1081,29,787,21.1,45,1469,39.4,2192,58.8,30,0.8,0,0,37,1,{A8BCFB72-763F-4C42-BF45-3FE4F6FB0128},,,,
-82.991707682162158,32.3835496333121,264,Rentz,676.56097412,1.05712998, , ,83,28.4,33,11.4,66,22.5,55,18.8,55,18.8,35.8,268,91.7,17,5.9,0,0,7,2.5,0,0,{968C9957-AA05-459C-BE9A-6F9952599A0B},,,,
-83.153499142204751,32.55944065104179,265,Montrose,1037.18994141,1.62061, , ,59,27.7,35,16.5,21,10,75,35.1,23,10.8,36.8,105,49.4,102,48.1,1,0.4,1,0.4,4,1.7,{06EFEF21-15A2-4FC2-B266-E9693712450D},,,,
-82.868628913376142,32.547761625468517,266,East Dublin,2625.17993164,4.10184002, , ,672,28.1,371,15.5,407,17,648,27.1,294,12.3,35.5,923,38.6,1438,60.1,5,0.2,10,0.4,17,0.7,{2E7F6710-CFAD-46BB-BD1F-F0712294E054},,,,
-84.987570315535692,34.085991776361034,267,Taylorsville,954.98498535,1.49215996,yes, ,29,13.6,22,10.4,29,13.6,100,46.6,34,15.8,50.8,212,99.1,2,0.9,0,0,0,0,0,0,{B5EFFC55-2A24-408A-A157-C9A8C7104778},,,,
-83.913671159585448,34.170645159308087,268,Flowery Branch,4098.47021484,6.40386009,yes, ,1858,27.8,1063,15.9,1691,25.3,1470,22,601,9,33.1,5059,75.7,668,10,74,1.1,214,3.2,668,10,{91D6387E-44E9-4E8B-9AF5-D625C531D37C},,,,
-84.571351181163877,33.394222044444156,269,Peachtree City,16335.90039063,25.52490044,yes,yes,9268,26.3,4123,11.7,5991,17,11242,31.9,4616,13.1,42.2,27064,76.8,2925,8.3,1692,4.8,775,2.2,2784,7.9,{46026A26-7436-4890-B180-E5D3AD2D6872},,,,
-84.051766658168887,30.975169372343625,270,Ochlocknee,611.11499023,0.95486802, , ,162,23.8,96,14.2,120,17.7,212,31.2,88,13,39.6,466,68.6,191,28.1,2,0.3,11,1.6,10,1.4,{8E64D217-BD4F-4B05-BC5F-D1FF5774225C},,,,
-83.866124018341438,31.011332053031541,271,Coolidge,523.91900635,0.81862402, , ,112,21.2,89,17,99,18.9,137,26.1,88,16.8,39.6,262,49.9,206,39.1,0,0,28,5.3,31,5.8,{6D521B05-51E0-4688-8060-C61992DCCD9C},,,,
-83.789925599278575,30.792008788125536,272,Boston,1444.2800293,2.25669003, , ,364,27.5,188,14.2,201,15.2,291,22,279,21.1,38.2,288,21.8,990,74.8,0,0,7,0.5,40,3,{363B4C6D-D305-4ADB-86E3-E021CF5D0DB8},,,,
-81.956551639504397,32.390391455991896,273,Pulaski,511.60101318,0.79937601, , ,53,26.3,3,1.6,19,9.6,47,23.1,80,39.4,56.5,167,82.5,31,15.5,0,0,2,1.2,2,0.8,{5B88B265-A86D-4E74-8C4E-992A390C5160},,,,
-82.06244887339885,32.395970598311841,274,Metter,5047.81005859,7.88719988, , ,1094,26.6,613,14.9,678,16.5,888,21.6,839,20.4,37.5,2117,51.5,1718,41.8,82,2,33,0.8,160,3.9,{06AEF4DB-F5E9-4C2B-B1F3-73A15D41AEFA},,,,
-83.080476077630436,32.532132065639196,275,Dudley,2189.80004883,3.42157006, , ,109,19.1,95,16.7,157,27.6,134,23.5,75,13.2,38.5,421,73.8,86,15.1,0,0,0,0,63,11,{E308702B-0E46-426C-B6BD-5F9DEC6EED3E},,,,
-82.926407841552901,32.536469319991518,276,Dublin,9975.41992188,15.5866003, , ,4130,25.5,2446,15.1,2624,16.2,4049,25,2932,18.1,37.5,5896,36.4,9621,59.4,324,2,146,0.9,194,1.2,{5E155482-960D-4C02-AA10-5E032BE3AF78},,,,
-83.059561857371705,32.433080183741964,277,Dexter,502.875,0.785743, , ,164,28.8,82,14.4,112,19.7,114,20,98,17.2,36.7,361,63.3,203,35.7,6,1,0,0,0,0,{8B9BB24C-8F83-4CE8-9863-DCA12D016FE1},,,,
-83.041968759992585,32.339557036578732,278,Cadwell,822.86901855,1.28573, , ,86,16.3,80,15.1,137,25.8,165,31.2,61,11.6,37.7,356,67.1,149,28.2,0,0,1,0.2,24,4.5,{EFBD6DC1-239F-43E2-9159-C1BCC533D396},,,,
-84.244415090087585,34.875691048785185,279,Morganton,534.23498535,0.83474302, , ,70,22.6,19,6.1,48,15.4,96,31,77,24.9,53.8,297,95.7,0,0,1,0.3,4,1.2,9,2.9,{DA956777-39BA-49FE-8669-E8AEA5A1C4F3},,,,
-84.370511127023818,34.98111022798647,280,McCaysville,1025.81994629,1.60284996, , ,300,27.7,90,8.3,230,21.2,230,21.2,235,21.7,40.8,1052,97.1,0,0,9,0.8,17,1.6,5,0.5,{FEE4D571-6808-494F-BF25-3C3B2BEBC01D},,,,
-84.337595896881169,31.317246175129092,281,Newton,1929.63000488,3.01504993, , ,100,16.8,126,21.2,80,13.4,170,28.7,118,19.8,42.1,318,53.5,266,44.8,0,0,0,0,10,1.7,{3617FC13-93E7-47AC-825D-8876EAA2889E},,,,
-84.32339055998419,34.865804993472736,282,Blue Ridge,1523.60998535,2.38064003, , ,184,14.3,198,15.4,237,18.4,400,31.1,267,20.8,45.6,1128,87.7,36,2.8,0,0,30,2.3,91,7.1,{4835077B-8005-40C5-8ED1-4FE3ADAB1870},,,,
-84.603242591992085,31.538102727657641,283,Morgan,837.98999023,1.30936003, , ,48,2.6,716,38.7,632,34.2,405,21.9,48,2.6,33.3,521,28.2,1120,60.6,20,1.1,41,2.2,146,7.9,{CD9F2774-D9B1-440B-8D7F-C0046CF89A4D},,,,
-84.51330303497005,31.48473303058163,284,Leary,2056.83007813,3.21379995, , ,138,23.5,15,2.6,61,10.4,209,35.4,165,28,52.4,115,19.6,474,80.4,0,0,0,0,0,0,{5F9716C9-2C38-4C29-BF33-9EEC45FCDBD3},,,,
-84.737406130128136,31.560818334835094,285,Edison,1497.56005859,2.33994007, , ,489,33.1,115,7.8,241,16.3,439,29.7,194,13.1,41.1,282,19.1,1079,73,21,1.4,15,1,81,5.5,{931F8FE0-FC99-4645-8D43-DF6827C15229},,,,
-82.477657867950398,33.79309814112824,286,Lincolnton,2257.91992188,3.5279901, , ,287,19.4,238,16.1,263,17.8,470,31.8,220,14.9,43.1,859,58.1,586,39.6,9,0.6,22,1.5,4,0.3,{ADB92688-3977-4B82-A935-561312948E0C},,,,
-83.76944007538529,31.956308562396895,287,Cordele,6542.72021484,10.22299957, , ,3414,31.2,1904,17.4,2057,18.8,2200,20.1,1368,12.5,31.2,2659,24.3,7518,68.7,208,1.9,153,1.4,394,3.6,{74406505-938E-4C15-9FE6-AF3332CD1898},,,,
-83.730250018774086,31.82816109326507,288,Arabi,4113.60009766,6.42749977, , ,127,22.6,59,10.4,82,14.5,217,38.5,78,13.9,49.5,403,71.6,153,27.1,8,1.4,0,0,0,0,{CD526E80-07C2-4527-8A87-122460448915},,,,
-83.685342608935855,32.633928594988475,289,Centerville,2536.39990234,3.96313, , ,1894,25,1189,15.7,1894,25,1659,21.9,939,12.4,35.8,4500,59.4,1727,22.8,500,6.6,144,1.9,712,9.4,{1B496362-3FA0-4B6D-977B-D702B475D4A3},,,,
-84.494091527702281,34.527657330277201,290,Talking Rock,952.00299072,1.48749995, , ,23,35.1,8,11.7,9,13,22,33.8,4,6.5,31.6,66,100,0,0,0,0,0,0,0,0,{4332BE7D-6A06-437B-82CF-5879A1C5C280},,,,
-84.449362818293139,34.470649548102557,291,Jasper,5479.75976563,8.56212997, , ,956,25.4,711,18.9,568,15.1,873,23.2,655,17.4,32.3,3476,92.4,173,4.6,83,2.2,19,0.5,15,0.4,{734FFD7A-65A0-451B-8E7C-C032DFE422CB},,,,
-84.371001562386823,34.379355952005277,292,Nelson,931.87597656,1.45606005,yes,yes,341,25.3,189,14,287,21.3,307,22.8,224,16.6,38.3,1193,88.6,38,2.8,27,2,73,5.4,16,1.2,{60BAF006-5D49-4D0A-A730-2E95E13A63D6},,,,
