X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Under_18_years,Pct_Under_18_years,Num_18_29_years,Pct_18_29_years,Num_30_44_years,Pct_30_44_years,Num_45_64_years,Pct_45_64_years,Num_65_years_and_over,Pct_65_years_and_over,Median_Age,White,Pct_White,Black_African_American,Pct_Black_African_American,Asian,Pct_Asian,Other_two_races,Pct_Other_two_races,Hispanic_Latino_all_races,Pct_Hispanic_Latino_all_races,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-81.253897095028421,32.102409919306545,90,Pooler,19459.30078125,30.40509987, , ,6315,27.3,3354,14.5,6015,26,5297,22.9,2151,9.3,34.5,13972,60.4,6038,26.1,972,4.2,833,3.6,1295,5.6,{573FD265-20FF-4D62-980F-3008C5EDFB62},,,,
-81.177157968028965,32.086671167898487,91,Garden City,9184.11035156,14.3501997, , ,2520,28,1539,17.1,1728,19.2,2133,23.7,1089,12.1,34.6,3537,39.3,3546,39.4,117,1.3,108,1.2,1683,18.7,{5695776A-F460-46A4-ABD9-AA81C186027B},,,,
-81.307663150559549,32.12489244690741,92,Bloomingdale,8984.69042969,14.03859997, , ,661,23.9,451,16.3,547,19.8,735,26.6,370,13.4,35.4,2413,87.3,182,6.6,6,0.2,30,1.1,135,4.9,{617FE38C-F237-44BD-8DB2-4E565979D816},,,,
-83.695802497193469,33.516367769159054,93,Newborn,1033.2800293,1.61451006,yes, ,191,26,95,12.9,148,20.2,200,27.3,100,13.6,38.2,578,78.7,156,21.2,0,0,1,0.1,0,0,{1835BFA0-14CC-44A7-9310-57B684468217},,,,
-83.63838358992588,34.307756096357537,94,Gillsville,914.12799072,1.42832994,yes, ,82,33,29,11.6,40,16.1,52,21,45,18.4,37.4,231,93.6,5,1.9,0,0,0,0,11,4.5,{4AB59701-CB2E-44C3-AD9A-A5D3D61B1C3B},,,,
-84.562808664293755,33.594006148436002,95,Union City,12493,19.52029991,yes,yes,6491,31.2,3474,16.7,4744,22.8,3974,19.1,2101,10.1,30.8,2039,9.8,17518,84.2,21,0.1,250,1.2,978,4.7,{202C7DB7-C934-4845-A76D-8790621EEAB4},,,,
-83.712728704233101,33.648894824575045,96,Social Circle,9967.28027344,15.57390022,yes, ,986,22.5,745,17,872,19.9,1091,24.9,684,15.6,39.3,3072,70.1,1223,27.9,0,0,53,1.2,35,0.8,{EFA53E61-BC25-4FD9-A5F3-101BD2C28DFE},,,,
-83.89429144103498,33.574105752991564,97,Porterdale,1506.30004883,2.35360003,yes, ,325,21.9,335,22.6,215,14.5,420,28.3,188,12.7,37.4,854,57.6,483,32.6,0,0,96,6.5,50,3.4,{F73F5AC1-2C58-4545-8711-E944680398CC},,,,
-83.847468925782053,33.603878618746634,98,Covington,9906.98046875,15.47970009,yes, ,2992,21.5,2547,18.3,2978,21.4,3382,24.3,2018,14.5,37.4,6318,45.4,6346,45.6,181,1.3,195,1.4,877,6.3,{53347496-A266-4306-9063-918027C47075},,,,
-83.872093950453106,33.62766358476398,99,Oxford,1399.19995117,2.18624997,yes, ,387,17.6,855,38.9,268,12.2,442,20.1,244,11.1,25.8,1107,50.4,830,37.8,209,9.5,24,1.1,24,1.1,{EAF7427A-E29B-4C17-B4DD-BA2A666434FD},,,,
-84.617918674447708,34.026419056064995,100,Kennesaw,6117.60986328,9.55875969,yes,yes,8530,25.4,6112,18.2,8396,25,7691,22.9,2855,8.5,34,18606,55.4,7993,23.8,1545,4.6,1008,3,4433,13.2,{FF76F4A5-40ED-44EC-BAA0-AF08ACDDC58E},,,,
-83.881360342278498,32.552256055579115,101,Fort Valley,4802.75976563,7.50432014, , ,1986,23.1,3009,35,1272,14.8,1470,17.1,860,10,23.7,1496,17.4,6413,74.6,69,0.8,77,0.9,542,6.3,{696C0907-9CA1-4477-9A10-4599624570C6},,,,
-83.653035106582635,32.598513789283729,102,Warner Robins,22624.40039063,35.3506012, , ,21092,28.7,14184,19.3,16241,22.1,14845,20.2,7129,9.7,31.1,36525,49.7,27338,37.2,1984,2.7,2352,3.2,5291,7.2,{5663994C-ACD4-47DA-B090-70CE40CAF3FA},,,,
-83.992357022596877,34.118269267392279,103,Buford,10750.70019531,16.79800034,yes,yes,4097,29.8,1952,14.2,3176,23.1,3093,22.5,1430,10.4,34.7,6613,48.1,1567,11.4,344,2.5,124,0.9,5087,37,{CA3AD354-491B-4F22-BD88-208308EFB9EB},,,,
-84.591190658373947,33.549817738609327,104,Fairburn,10900,17.03120041,yes,yes,4483,32.1,2305,16.5,3254,23.3,2989,21.4,936,6.7,31.2,1969,14.1,9763,69.9,363,2.6,265,1.9,1606,11.5,{10245A3D-6B7A-4EE0-B96E-30662857FCEF},,,,
-83.728315279879411,32.47115358352076,105,Perry,16831.69921875,26.29949951, , ,3772,24.4,3447,22.3,2968,19.2,3308,21.4,1963,12.7,31.5,8161,52.8,6198,40.1,294,1.9,294,1.9,510,3.3,{F35DB765-DCEE-4F0C-8F0B-5CD1117542D1},,,,
-83.753886908511703,32.647663080999557,106,Byron,5537.50976563,8.65235996, , ,1297,25.4,607,11.9,980,19.2,1383,27.1,837,16.4,38.3,2910,57,1761,34.5,133,2.6,46,0.9,260,5.1,{60EFF2E0-0F9C-40C5-9550-CFB2633D7BE5},,,,
-81.93045413500856,32.153590449696289,107,Hagan,1379.86999512,2.15604997, , ,257,26.6,164,17,177,18.3,273,28.2,97,10,35.8,732,75.7,190,19.7,0,0,3,0.3,42,4.3,{A291574A-B55B-43F3-B65D-C07DD47016DE},,,,
-81.835592961870034,32.151149802265479,108,Daisy,593.68902588,0.92763901, , ,25,17.6,24,16.8,31,21.8,37,26.1,25,17.6,42.2,141,98.3,2,1.7,0,0,0,0,0,0,{2B7FABC3-59B9-4CBC-80D2-9FBD79CB1D6F},,,,
-81.909360384194969,32.161346305911557,109,Claxton,1123.06994629,1.75479996, , ,623,26.7,399,17.1,464,19.9,415,17.8,432,18.5,32.7,964,41.3,1011,43.3,16,0.7,30,1.3,315,13.5,{D1E154F2-EB15-44C9-93F6-893D060355FC},,,,
-81.974357214127508,32.152563899449291,110,Bellville,647.90002441,1.01233995, , ,30,24.7,17,13.8,22,17.8,33,27.1,20,16.6,41.7,122,100,0,0,0,0,0,0,0,0,{728E6A02-A984-46E8-9D19-32697F4AC22D},,,,
-82.014594215918066,33.091118108378325,111,Waynesboro,3503.2800293,5.4738698, , ,1848,32.4,896,15.7,827,14.5,1443,25.3,690,12.1,31.7,1557,27.3,4061,71.2,11,0.2,63,1.1,11,0.2,{12A7D7EF-D5FD-4D5E-B887-D61C69B691CD},,,,
-82.247441425225574,33.037592339327702,112,Vidette,623.63897705,0.97443599, , ,28,25.6,11,10.3,16,14.5,37,33.3,18,16.2,42.9,103,93.2,7,6.8,0,0,0,0,0,0,{C813BC89-B358-4803-A518-96E00894057E},,,,
-81.762127186534386,32.975587677956774,113,Sardis,1000.64001465,1.56350005, , ,316,32.8,121,12.5,154,16,281,29.2,92,9.5,35.3,364,37.8,598,62,0,0,2,0.2,0,0,{26F22D6C-38DD-4DD8-BDC6-801D32352CAC},,,,
-82.234609047061682,32.821756865793134,114,Midville,1278.72998047,1.99802005, , ,49,18.8,46,17.5,25,9.4,65,24.7,78,29.6,46,114,43.5,109,41.3,0,0,8,3.1,32,12.1,{C3935415-E288-45EC-A6C9-9F61074E3875},,,,
-82.228946156355477,33.237439468747873,115,Keysville,689.13800049,1.07677996, , ,80,22.9,79,22.6,65,18.8,84,24,40,11.6,35.5,60,17.1,250,71.9,0,0,0,0,38,11,{DF2B83E5-EB71-49EE-94C1-A5A0B28485D6},,,,
-82.403340633454278,32.213365122020335,116,Vidalia,11290,17.6406002, , ,3204,30,1324,12.4,1912,17.9,2755,25.8,1474,13.8,34.3,5478,51.3,4346,40.7,224,2.1,43,0.4,598,5.6,{85861002-074B-47A4-A19E-B561CEA5C1DC},,,,
-82.32973262805676,32.171267229557742,117,Santa Claus,118.60299683,0.18531699, , ,48,29.1,12,7.2,27,16.5,34,20.3,45,27,44.3,151,90.7,11,6.8,0,0,0,0,4,2.5,{6C5D21B3-B0F5-437F-B84E-F89D04912EDD},,,,
-82.321484843021011,32.205265647399585,118,Lyons,5373.89013672,8.3967104, , ,1396,31.9,683,15.6,888,20.3,906,20.7,503,11.5,33.3,1820,41.6,1737,39.7,0,0,61,1.4,757,17.3,{6592A95E-D619-4D58-9207-472739668098},,,,
-83.937953525309595,33.034741581115348,119,Forsyth,3772.26000977,5.89415979, , ,1128,28.1,606,15.1,618,15.4,1152,28.7,510,12.7,32.9,1124,28,2661,66.3,68,1.7,48,1.2,108,2.7,{067087E8-6427-4CD1-97EC-7611BA2C6A22},,,,
-84.09397346096101,32.863195841485776,120,Culloden,508.3460083,0.79429102, , ,48,27.1,28,16.1,34,19.3,43,24.3,23,13.2,37.3,101,57.1,76,42.9,0,0,0,0,0,0,{5F47F150-ACA6-4EE4-96C4-D8832E3425CD},,,,
-82.741963171387042,31.038584958368478,121,Homerville,2244.97998047,3.50779009, , ,737,29.7,360,14.5,387,15.6,593,23.9,404,16.3,33.5,1235,49.8,1166,47,10,0.4,47,1.9,22,0.9,{9F82FDFC-9B03-44D9-95FA-B783F93CF8DA},,,,
-82.572059374556972,30.688080067283366,122,Fargo,1765.01000977,2.7578299, , ,80,24.5,54,16.6,47,14.6,85,26.1,59,18.2,40,251,77.1,53,16.2,0,0,2,0.6,20,6.1,{C23AF863-AF17-41D3-A17B-4CF992D29487},,,,
-82.648878952020098,31.073219627348145,123,Argyle,1100.81994629,1.72002995, , ,30,13.8,47,21.7,81,37.5,39,18.3,19,8.7,43.1,154,71.7,61,28.3,0,0,0,0,0,0,{76BB14C2-9F18-4546-B0D6-3AD4871262CF},,,,
-81.712179355767532,33.039956847216352,124,Girard,2050.07006836,3.20323992, , ,27,17.9,35,23.1,26,17.2,26,17.2,38,24.6,37.5,92,60.4,61,39.6,0,0,0,0,0,0,{4D50A2EE-ABB5-41F2-9621-D5819287176B},,,,
-82.202659241743433,33.301141015763186,125,Blythe,1811.68005371,2.83074999, , ,129,18.4,90,12.9,143,20.4,189,26.9,150,21.4,44.6,554,79,116,16.5,0,0,11,1.6,20,2.9,{6E7E5A43-0872-41BD-AB15-6469010BBE73},,,,
-81.621748580766067,31.771642082963552,126,Walthourville,2471.05004883,3.86102009, , ,1311,33,620,15.6,783,19.7,1077,27.1,183,4.6,30.6,1037,26.1,2277,57.3,0,0,262,6.6,393,9.9,{0B682257-4BAA-4ED1-ACE2-148EEBDF469F},,,,
-81.443784465609554,31.726436697167767,127,Riceboro,7284.56982422,11.38210011, , ,129,16.7,100,13,162,21,202,26.2,178,23.1,44.8,42,5.4,725,94,0,0,0,0,5,0.6,{DB546430-B278-4674-AB2E-2D3675437A4A},,,,
-81.419132048241124,31.800413227515584,128,Midway,4136.24023438,6.46288013, , ,584,29.1,357,17.8,413,20.6,472,23.5,181,9,32.4,1094,54.5,731,36.4,36,1.8,46,2.3,100,5,{06F565E5-E03C-48F8-92A4-142EB70887C7},,,,
-81.621543345484753,31.826913467702919,129,Hinesville,13531.40039063,21.14290047, , ,9452,28.3,9051,27.1,6412,19.2,6646,19.9,1870,5.6,27.6,11756,35.2,14662,43.9,935,2.8,1670,5,4375,13.1,{537D2D5C-ECFF-4E99-8E84-42AFBD5B5275},,,,
-81.560452138446223,31.850564777313423,130,Flemington,3043.37988281,4.75528002, , ,174,24.3,124,17.3,154,21.4,230,32,36,5,37.9,308,42.9,222,30.9,28,3.9,102,14.2,58,8.1,{B7E5D941-C353-4F6A-AA7A-D0AC40880DEB},,,,
-81.607719173160817,31.784049580810269,131,Allenhurst,709.18701172,1.10810006, , ,175,26.3,108,16.2,92,13.9,172,25.9,118,17.7,39.5,396,59.5,175,26.3,3,0.4,37,5.6,55,8.3,{CE48943D-B94E-42B7-BD01-C7CF5CD92D44},,,,
-83.292929885997893,34.172925455784728,132,Ila,493.30999756,0.77079701, , ,127,37.1,13,3.8,102,29.9,78,23,21,6.2,32.9,341,100,0,0,0,0,0,0,0,0,{9B6C3BB2-15BB-4A0A-BFE0-4CC68D99E423},,,,
-83.293951044134715,34.015410785259,133,Hull,204.90899658,0.320171, , ,42,20.8,25,12.4,36,18,82,41,16,7.9,38.7,169,84.3,13,6.7,1,0.6,0,0,17,8.4,{1503833A-9D8C-4BAD-8FC1-B4F7B75B6B5B},,,,
-83.220142178231825,34.123290395795117,134,Danielsville,955.43200684,1.49285996, , ,203,35.2,50,8.7,165,28.6,98,17,60,10.4,31.3,495,85.8,16,2.7,25,4.3,6,1.1,36,6.2,{4DD8AC84-A901-44F3-AF5C-C0682BB34DB9},,,,
-83.126345209105196,34.062505248887611,135,Comer,2088.7800293,3.26372004, , ,269,23.6,171,15,247,21.7,279,24.5,173,15.2,37.5,731,64.2,211,18.5,138,12.1,50,4.4,9,0.8,{D33117A1-C705-45BD-99DF-5E51117FBE77},,,,
-83.213852923969498,34.037049941807751,136,Colbert,654.65997314,1.02291, , ,157,26.1,92,15.4,107,17.8,154,25.7,90,15,39.5,489,81.5,100,16.6,0,0,3,0.5,9,1.5,{77132C3A-31B9-441A-9EE9-CF6955B5B091},,,,
-83.038521414984245,34.042660753204856,137,Carlton,645.96002197,1.00931001, , ,34,13,21,7.9,46,17.5,110,41.8,52,19.9,53.4,182,69.5,58,22.3,0,0,13,4.8,9,3.4,{686E152B-6E61-475A-9F4A-CF1C5186E9C1},,,,
-83.407309454537014,33.86121799438439,138,Watkinsville,2114.80004883,3.30437994, , ,732,25.5,414,14.4,678,23.6,689,24,356,12.4,35.8,2323,80.9,270,9.4,161,5.6,34,1.2,83,2.9,{6E92399C-6D4D-47E5-A8B8-A0A23A0B7A37},,,,
-83.501545826008623,33.827348217760672,139,North High Shoals,1595.23999023,2.49255991, , ,203,29.1,92,13.2,122,17.4,161,23,121,17.3,39.7,527,75.4,47,6.7,6,0.9,3,0.4,116,16.6,{46B05B9A-2737-46E0-B842-C7EA3DCE350C},,,,
-83.437176296089063,33.817148123837413,140,Bishop,505.40200806,0.78969002, , ,101,41.4,13,5.4,68,27.7,47,19.4,15,6.1,31.8,192,78.8,0,0,0,0,0,0,52,21.2,{48DED707-2E8F-46F2-A89F-9ACB65A37B94},,,,
-82.021194590528367,30.86027759194199,141,Homeland,1579.51000977,2.46797991, , ,213,24.4,219,25.2,183,21,138,15.9,118,13.5,30.1,673,77.3,167,19.2,10,1.1,17,2,3,0.4,{09D7BF34-2105-482D-BC9F-1DB1890EBC2A},,,,
-82.007250843294685,30.839254892721545,142,Folkston,2684.97998047,4.19528008, , ,724,13.8,1112,21.2,1181,22.5,1369,26.1,855,16.3,41.6,2566,48.9,2109,40.2,5,0.1,63,1.2,504,9.6,{820EE0C5-AE27-429B-A6E7-12C4F8A7D810},,,,
-83.440530540702483,31.169337460060131,143,Sparks,2648.95996094,4.13898993, , ,634,31.6,395,19.7,363,18.1,391,19.5,221,11,29.5,666,33.2,1068,53.2,42,2.1,163,8.1,68,3.4,{0A9D31E8-9753-4E2F-A31A-27236F66E80E},,,,
-83.467197057584897,31.267261924610054,144,Lenox,1039.22998047,1.62380004, , ,222,26,124,14.5,222,26.1,195,22.9,89,10.4,36.7,481,56.5,305,35.8,0,0,9,1,57,6.7,{A8E11B55-9483-4D3D-AB6E-62B9857B144A},,,,
-83.390708196269429,31.046578522553055,145,Cecil,622.86700439,0.97322899, , ,65,23.4,62,22.5,49,17.8,73,26.5,27,9.8,35.1,119,43.1,158,56.9,0,0,0,0,0,0,{BFCFFF55-3681-4B63-AE9D-CEA7601BD2B7},,,,
-83.425030299531798,31.131651734273799,146,Adel,5272.99023438,8.23904037, , ,1568,29.5,723,13.6,1058,19.9,1185,22.3,776,14.6,34.3,2126,40,2631,49.5,0,0,21,0.4,537,10.1,{8B44F482-28DE-4C52-896F-8C6F0DA29579},,,,
-83.196856722726423,31.075660811639722,147,Ray City,570.49102783,0.89139199, , ,263,25,241,22.9,210,19.9,225,21.4,115,10.9,30.5,868,82.4,100,9.5,14,1.3,42,4,29,2.8,{87239A72-5398-48E0-A4DE-4F61A67615B1},,,,
-83.24857448472838,31.205147233283618,148,Nashville,3010.81005859,4.70439005, , ,1238,25.5,650,13.4,1024,21.1,981,20.2,961,19.8,38.5,3781,77.9,1014,20.9,10,0.2,29,0.6,19,0.4,{2B18BD8D-2E71-4274-B4CA-267D83E05C1E},,,,
-83.329024152991053,31.407612620467621,149,Enigma,2101.30004883,3.28326988, , ,362,28,291,22.5,273,21.1,294,22.7,72,5.6,29.6,906,70.1,79,6.1,0,0,36,2.8,273,21.1,{BB4C09DD-C0EA-4BDE-983D-F6A7C44CBAB4},,,,
-83.223707115691639,31.383140222501396,150,Alapaha,657.05102539,1.02664006, , ,152,23.1,124,18.9,116,17.7,174,26.5,91,13.9,30.9,301,45.9,355,54.1,0,0,0,0,0,0,{3A8D43F1-240D-4808-B241-2CF8E783D885},,,,
-82.137122308158496,31.385285766687069,151,Patterson,1696.07995605,2.65013003, , ,175,23.3,126,16.8,58,7.7,289,38.5,103,13.7,46,617,82.1,120,16,0,0,5,0.7,10,1.3,{F1AB2839-CB8A-4DB2-A1D9-6B5EC7CB012C},,,,
-82.11319617826652,31.40883230659189,152,Offerman,2098.77001953,3.27933002, , ,77,17.6,81,18.5,90,20.4,139,31.7,52,11.8,42.3,317,72,45,10.2,0,0,3,0.7,75,17.1,{8370B6A3-DC84-4135-A286-36E957D3EBAE},,,,
-82.243011321746337,31.298911825827791,153,Blackshear,2876.04003906,4.49382019, , ,1049,29.3,433,12.1,634,17.7,634,17.7,834,23.3,38.1,2625,73.3,559,15.6,57,1.6,129,3.6,211,5.9,{5D093284-A0B6-4C35-9F5D-27569B2A475D},,,,
-84.982264762118376,31.090060891355961,154,Jakin,793.72601318,1.24020004, , ,51,34.1,36,24,18,12,26,17.4,19,12.6,26.4,86,57.5,57,38.3,4,2.4,3,1.8,0,0,{9956B451-CD23-4B1D-97AC-EAE1102A89E4},,,,
-84.71698907218412,31.298862585285853,155,Damascus,1132.14001465,1.76897001, , ,54,22.5,26,10.9,45,18.9,66,27.8,47,19.9,43.3,87,36.4,149,62.6,0,0,0,0,2,1,{A9C01241-F103-4D2F-A015-D273FFF6F18B},,,,
-84.094517585735446,32.560789526606904,156,Reynolds,1281.04003906,2.00162005, , ,250,24.4,98,9.6,184,17.9,227,22.1,267,26,41.8,498,48.5,466,45.4,0,0,2,0.2,61,5.9,{D855F895-34D7-45A3-82D7-C48C917B6A8C},,,,
-84.237718958843942,32.557035365373267,157,Butler,2089.52001953,3.26487994, , ,337,17.9,285,15.1,292,15.5,656,34.8,313,16.6,46.5,826,43.8,950,50.4,0,0,0,0,109,5.8,{DD3C1E24-FF88-416D-8188-527DC2B0B48C},,,,
-84.124158240808299,34.436920629676159,158,Dawsonville,5251.16015625,8.20493031, , ,722,28.6,442,17.5,601,23.8,444,17.6,318,12.6,31.8,2247,89,48,1.9,5,0.2,129,5.1,96,3.8,{296C692F-1EB8-445A-B674-2F3011690B5B},,,,
-82.719718273767796,32.726512628549038,159,Wrightsville,2307.27001953,3.60510993, , ,707,19.4,586,16.1,892,24.5,1016,27.9,444,12.2,39.2,1704,46.8,1832,50.3,0,0,66,1.8,36,1,{44E58D3F-1C9F-4B7A-BAD2-FA128654DDDF},,,,
-82.51352305415287,32.692186695680505,160,Kite,519.13299561,0.81114501, , ,68,30.4,25,11.1,46,20.3,54,24.2,32,14.1,36.5,202,89.9,0,0,2,0.7,0,0,21,9.5,{7C36B51B-AC81-4251-87B9-B1AA753B4C5A},,,,
-84.922748347289883,31.382666107792989,161,Blakely,11303.59960938,17.66189957, , ,1417,29.1,633,13,774,15.9,1198,24.6,838,17.2,37,1593,32.7,3074,63.1,24,0.5,29,0.6,151,3.1,{35494087-9CF1-4ED0-88ED-4B35FF633051},,,,
-84.725398648571229,31.437807120762063,162,Arlington,2645.47998047,4.13356018, , ,540,38.4,96,6.8,236,16.8,405,28.8,129,9.2,34.7,354,25.2,1052,74.8,0,0,0,0,0,0,{E1440B2C-0804-426D-B099-094299440A2D},,,,
-83.786454578134368,32.092503695560772,163,Vienna,3513.45996094,5.48978996, , ,1016,26.9,597,15.8,623,16.5,1012,26.8,529,14,35.8,997,26.4,2421,64.1,0,0,15,0.4,344,9.1,{22EC9E8A-F782-4B83-985B-926ACE0E0EA7},,,,
-83.735620910335584,32.258273085514915,164,Unadilla,3891.67993164,6.08076, , ,422,11.5,722,19.7,1199,32.7,869,23.7,455,12.4,39,1144,31.2,2317,63.2,0,0,7,0.2,202,5.5,{8B50FF9B-DAE8-4832-A4CC-C0F32E4B4C07},,,,
-83.759659084318443,32.195573579552352,165,Pinehurst,652.81097412,1.02002001, , ,80,23.7,34,10.1,61,18.3,91,27.2,70,20.7,43.3,180,53.5,146,43.6,0,0,0,0,9,2.8,{DCE97DDF-49F5-4E9C-9F4F-228C77A35C0B},,,,
-83.877467631544448,32.146540845210183,166,Lilly,385.16799927,0.601825, , ,71,35,33,16,22,11,69,33.8,9,4.2,28.6,90,44.3,103,50.6,0,0,0,0,10,5.1,{3BD780F8-C93B-4E02-BE75-4A2736F6F7E4},,,,
-83.928928427409673,32.22998236591301,167,Dooling,296.08099365,0.46262601, , ,53,35.5,16,10.6,29,19.5,39,26.4,12,8,34.2,12,8.3,119,80.2,0,0,0,0,17,11.5,{A3CBC611-D6C5-461A-8930-BC85E364A473},,,,
-83.907242733746074,32.201638722050149,168,Byromville,231.59700012,0.36186999, , ,87,16.7,98,18.9,99,19,149,28.7,87,16.7,41.8,126,24.2,215,41.4,2,0.3,0,0,177,34.1,{74502FC8-70D7-46E8-9CB1-E9F6DBE7B57B},,,,
-82.742581616551661,33.735541383769856,169,Washington,4963.49023438,7.75544977, , ,677,17,474,11.9,629,15.8,1234,31,971,24.4,46.9,1596,40.1,2297,57.7,48,1.2,28,0.7,8,0.2,{284879EE-542D-4963-B55B-08707219B0D6},,,,
-84.255178940936844,31.901107042870063,170,Smithville,1627.76000977,2.54338002, , ,140,24,90,15.3,78,13.3,225,38.5,53,9,43,90,15.4,493,84.2,0,0,2,0.3,0,0,{A1D75E78-ED38-4E17-A486-72B0201FD9EB},,,,
-84.16873151237742,31.732485899136158,171,Leesburg,3192.2199707,4.98784018, , ,1032,34.6,436,14.6,808,27.1,477,16,227,7.6,30.5,2109,70.7,632,21.2,57,1.9,95,3.2,89,3,{85CCD10A-B755-46F3-B62C-E5ACC7C9C4EF},,,,
-82.741985521397751,33.867370335925983,172,Tignall,1787.18994141,2.79249001, , ,141,27.5,53,10.4,84,16.4,149,29.1,85,16.6,42.2,213,41.6,279,54.3,0,0,21,4.1,0,0,{F1203B49-2697-4EDA-99D3-EB9F531D38BF},,,,
-82.903145834136581,33.79024859515004,173,Rayle,668.21099854,1.04408002, , ,65,34.1,39,20.4,28,14.6,37,19.5,22,11.5,29.2,108,57.1,61,32.3,20,10.6,0,0,0,0,{7EE0399F-B22D-4843-BD69-3531ABAC37ED},,,,
-84.192587173540943,33.117815815038583,174,Milner,1282.84997559,2.0044601, , ,197,32.7,167,27.8,52,8.7,136,22.6,49,8.2,27.3,511,85,85,14.2,0,0,2,0.3,3,0.5,{010B12F0-B24C-4FFC-84DC-F80DAC761604},,,,
-84.152611211434362,33.05105954956106,175,Barnesville,3904.5,6.10077, , ,1292,19.5,2147,32.4,1120,16.9,1126,17,941,14.2,27.9,2418,36.5,3756,56.7,0,0,298,4.5,159,2.4,{CCAAA359-E2AB-4847-9133-3D9F3E85DB61},,,,
-84.175988674016921,33.050914992717509,176,Aldora,165.79100037,0.25904801, , ,25,24.7,0,0,31,30.1,34,33.3,12,11.8,42.1,84,81.7,11,10.8,0,0,4,4.3,3,3.2,{BB080CDC-21D1-40A4-A55D-30248D86AD28},,,,
-85.189220572916227,33.702590788146097,177,Waco,1177.44995117,1.83976996, , ,96,18.5,132,25.4,78,15,107,20.7,106,20.4,39.2,505,97.4,9,1.7,0,0,5,0.9,0,0,{432CEA7C-0A9A-4D89-A507-64B229D2AE6D},,,,
-85.285836343287826,33.733465012965418,178,Tallapoosa,6434.77978516,10.05430031, , ,863,27.2,533,16.8,555,17.5,790,24.9,428,13.5,36.8,2870,90.5,133,4.2,35,1.1,48,1.5,86,2.7,{5103ABAC-41F2-4049-AAFE-10F4016022A2},,,,
-84.957425184973047,33.980590125957008,179,Braswell,2549.60009766,3.9837501,yes, ,139,35.7,92,23.7,88,22.8,59,15.3,9,2.4,24.7,351,90.4,19,4.8,0,0,7,1.8,12,3,{A6452C65-7FFD-4399-AE2C-0376447B9D3A},,,,
-83.77200936904886,34.478401013118884,180,Clermont,1855.34997559,2.8989799,yes, ,257,27.9,136,14.7,189,20.5,266,28.9,75,8.1,35.3,916,99.4,0,0,0,0,6,0.6,0,0,{8D702353-3F37-4441-A016-455193C25515},,,,
-84.285225195751494,33.383344464013682,181,Hampton,3516.64990234,5.49476004,yes,yes,2801,38,1121,15.2,1637,22.2,1401,19,413,5.6,25.2,3214,43.6,3104,42.1,118,1.6,332,4.5,605,8.2,{C0247968-5CC6-486A-8804-98820217AF2D},,,,
-85.181398814958669,33.640789202680892,182,Mount Zion,5875.99023438,9.18124008,yes, ,512,29.5,380,21.9,321,18.5,387,22.3,135,7.8,28.9,1589,91.5,99,5.7,12,0.7,23,1.3,14,0.8,{6542DB33-5C4B-4CEB-8FD2-84A47411D57F},,,,
-84.462872879561473,33.44784150090986,183,Fayetteville,7014.47021484,10.96010017,yes,yes,4587,27,1852,10.9,3330,19.6,4587,27,2650,15.6,41.3,8716,51.3,5624,33.1,1172,6.9,561,3.3,917,5.4,{764447DF-D883-4631-88D9-4843ACCC9D88},,,,
-84.411419799677887,33.362747275485248,184,Woolsey,537.23199463,0.83942503,yes,yes,32,19,8,5.1,10,6.3,67,40.5,48,29.1,54.3,154,93,0,0,5,3.2,5,3.2,1,0.6,{30A966ED-2A39-415D-B074-E48CB5D6F226},,,,
-83.735353318185062,33.517825077122879,185,Mansfield,671.8460083,1.04975998,yes, ,94,21.8,78,18,54,12.5,106,24.5,100,23.2,43.4,404,93.2,28,6.5,0,0,1,0.3,0,0,{4FD8653F-0585-4304-A351-DD072760F06A},,,,
-85.180279374858941,33.803106667950892,186,Buchanan,1082.38000488,1.69121003, , ,218,18.9,272,23.5,179,15.5,286,24.7,201,17.4,37.8,888,76.8,191,16.5,0,0,30,2.6,47,4.1,{AE402D8F-2A4F-4A61-A26A-C097381AA29D},,,,
-82.703137081920829,33.219887893722621,187,Mitchell,949.56799316,1.48370004, , ,50,24.9,35,17.5,29,14.3,70,34.9,17,8.5,39.3,160,79.4,6,3.2,0,0,8,4.2,27,13.2,{E9E673E1-8220-425A-A8A5-0122759C2D8E},,,,
-82.595864064829186,33.23334181456881,188,Gibson,665.35498047,1.03962004, , ,145,22,52,7.9,56,8.5,162,24.7,242,36.9,53.3,522,79.5,124,18.8,0,0,12,1.8,0,0,{1443CB9F-29FF-422B-8936-0651E3C07493},,,,
-82.638686513400287,31.519156978760947,189,Nicholls,1185.88000488,1.85293996, , ,306,9.2,949,28.5,1262,37.9,670,20.1,143,4.3,33.5,1436,43.1,1755,52.7,0,0,7,0.2,133,4,{172214F3-5320-438E-A929-E4C8B7FD58C5},,,,
-82.854321423723633,31.507330203451076,190,Douglas,8935.88964844,13.9623003, , ,3211,27.4,2121,18.1,1933,16.5,2871,24.5,1570,13.4,34,3761,32.1,6691,57.1,23,0.2,363,3.1,879,7.5,{C7461CBF-9A76-40CB-A28A-9F3981F7BBB7},,,,
