OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Workers__16_years_and_over,Car_Truck_or_Van_drove_alone,Pct_Car_Truck_Van_drove_alone,Car__truck__or_van___carpooled,Pct_Car_Truck_Van_carpooled,Public_Transport_excluding_Taxi,Pct_Public_Transp_exclude_Taxi,Worked_at_home,Percent_Worked_at_home,Mean_Travel_Time_to_Work_min,GlobalID,last_edited_date
725,080301,13097080301,803.01,ARC 10,4422,3752,84.8,322,7.3,27,0.6,166,3.8,36.5,{0B8AF8E5-23AF-46DF-A6A5-1FBA59A65B9A},
726,980000,13089980000,9800,ARC 10,0,0,,0,,0,,0,,,{60D71407-FAD0-47D6-BDA7-9AB075F8C5F4},
727,023428,13089023428,234.28,ARC 10,4335,3119,71.9,350,8.1,679,15.7,73,1.7,33.7,{E47DB099-924E-43B5-9F18-3F3D85527CAB},
728,023426,13089023426,234.26,ARC 10,2146,1807,84.2,150,7,33,1.5,149,6.9,37.2,{D921AA50-A68B-46D2-B44E-31EC9AD61158},
729,021502,13089021502,215.02,ARC 10,2732,2214,81,173,6.3,104,3.8,195,7.1,21.5,{A1CBE805-7C1E-43C9-8CD7-CB98F6393539},
730,022302,13089022302,223.02,ARC 10,2487,1800,72.4,170,6.8,238,9.6,122,4.9,29.5,{94AFE53A-1BFA-4F8E-8370-057E6CCAFBFF},
731,022007,13089022007,220.07,ARC 10,1563,748,47.9,487,31.2,254,16.3,10,0.6,31.3,{D465876D-F9DD-4F43-B1C0-6BA53BA52817},
732,021602,13089021602,216.02,ARC 10,2193,1773,80.8,138,6.3,29,1.3,200,9.1,27.3,{342A74EB-7721-4A85-B5FC-D94FCCD03CC0},
733,023803,13089023803,238.03,ARC 10,2089,1793,85.8,173,8.3,62,3,16,0.8,29.3,{B3521A43-4B18-48AB-BE3A-8A7CDA1B2A9F},
734,022402,13089022402,224.02,ARC 10,1826,415,22.7,47,2.6,244,13.4,183,10,21,{052B8CD6-F1CE-45B0-A18D-6DCDA69D408A},
735,022700,13089022700,227,ARC 10,2187,1614,73.8,119,5.4,111,5.1,189,8.6,27.9,{4BEE1235-E782-40CB-B3AD-7899818A91BF},
736,022403,13089022403,224.03,ARC 10,1798,1327,73.8,55,3.1,6,0.3,189,10.5,20,{A07D37C1-1A0F-4874-9C3B-83083F3F057A},
737,023425,13089023425,234.25,ARC 10,2781,2039,73.3,661,23.8,17,0.6,64,2.3,33.3,{A4A6C17E-F273-471B-9624-B1141B8F0601},
738,022204,13089022204,222.04,ARC 10,3210,2270,70.7,341,10.6,323,10.1,45,1.4,29,{53C01E0D-2F44-4AB3-9F46-0529045CFA0B},
739,023423,13089023423,234.23,ARC 10,3610,3122,86.5,311,8.6,81,2.2,68,1.9,34.5,{0B85B2FE-16CD-4675-9483-B99448CF16C9},
740,023419,13089023419,234.19,ARC 10,4108,3058,74.4,467,11.4,224,5.5,338,8.2,35.3,{F064EBE8-7842-43B0-8455-E8014651F7E3},
741,023312,13089023312,233.12,ARC 10,4086,3358,82.2,215,5.3,231,5.7,153,3.7,42.9,{08984DBA-62BE-493B-B2A1-6534FBFA0702},
742,023311,13089023311,233.11,ARC 10,2063,1652,80.1,259,12.6,52,2.5,100,4.8,33.2,{C9A75897-FF0C-417E-A883-636585EE0096},
743,023213,13089023213,232.13,ARC 10,2628,1745,66.4,279,10.6,367,14,172,6.5,38.3,{DBBA91C2-00FF-4724-B3D6-BF3B592AA2F0},
744,022301,13089022301,223.01,ARC 10,3114,2243,72,145,4.7,254,8.2,204,6.6,25.5,{C1C809F1-BAA8-4A3D-B703-17177BBA8333},
745,023602,13089023602,236.02,ARC 10,1075,690,64.2,63,5.9,243,22.6,14,1.3,36.8,{67A06F3E-BBAB-42F4-9FAC-131D6CAAD167},
746,023504,13089023504,235.04,ARC 10,746,364,48.8,79,10.6,219,29.4,14,1.9,33.6,{2C8C00E0-3D7C-40E9-AAEA-7C341B990BA3},
747,023411,13089023411,234.11,ARC 10,1581,1156,73.1,142,9,140,8.9,100,6.3,32.2,{CB3203D6-2927-4297-95D6-AFF72FDE9514},
748,023410,13089023410,234.10,ARC 10,1255,847,67.5,187,14.9,108,8.6,15,1.2,28.2,{536099EF-BC8A-42A5-BF1E-B6C8B59CDDE9},
749,023501,13089023501,235.01,ARC 10,1257,630,50.1,192,15.3,334,26.6,63,5,39.4,{0FEB1B8A-A8B4-4F5A-83B8-61D350BD256A},
750,023114,13089023114,231.14,ARC 10,1100,799,72.6,169,15.4,106,9.6,26,2.4,35.9,{3C29774B-7AE7-4B8B-8B0F-0E7FBF72BAD6},
751,023112,13089023112,231.12,ARC 10,1885,951,50.5,179,9.5,606,32.1,25,1.3,40.6,{4D1FBA27-820E-4E61-8551-FC3A8E733586},
752,021912,13089021912,219.12,ARC 10,1450,1183,81.6,46,3.2,10,0.7,178,12.3,34.8,{75712095-3A1B-4F0B-AF58-C0D9BCD2634B},
753,021910,13089021910,219.10,ARC 10,2543,1847,72.6,86,3.4,421,16.6,174,6.8,40,{86B69385-5A14-48EC-A847-F9FD0FE645FA},
754,021604,13089021604,216.04,ARC 10,1412,1169,82.8,90,6.4,0,0,143,10.1,26.8,{F6EA0556-07DE-4DF4-8415-C4B4DD0C99D3},
755,021504,13089021504,215.04,ARC 10,2790,2192,78.6,219,7.8,39,1.4,245,8.8,23.8,{BD7894A4-C9EF-498D-9BE0-C2C5FEB0EF26},
756,021503,13089021503,215.03,ARC 10,2177,1353,62.1,192,8.8,234,10.7,124,5.7,24.9,{43E234D1-1402-4B25-A6AE-3852ED919CA6},
757,023107,13089023107,231.07,ARC 10,1696,1155,68.1,189,11.1,237,14,56,3.3,33.1,{2E751C77-E05D-4C27-AB19-5D9CCFA9F4B7},
758,023418,13089023418,234.18,ARC 10,9347,8264,88.4,546,5.8,156,1.7,381,4.1,37.5,{807D8DE2-2318-4525-B934-170E93FAD7AD},
759,023101,13089023101,231.01,ARC 10,2012,1427,70.9,229,11.4,134,6.7,84,4.2,29.2,{D108389D-94EB-418B-8B54-C75ABF3EF5FB},
760,022401,13089022401,224.01,ARC 10,2364,1906,80.6,142,6,10,0.4,244,10.3,23.9,{A92B564B-D8CC-4AC4-9582-B47B2F48F61D},
761,020900,13089020900,209,ARC 10,2752,2363,85.9,87,3.2,100,3.6,181,6.6,28.1,{74607ECC-9B68-4262-8AB4-016BC5E34076},
762,020700,13089020700,207,ARC 10,1221,756,61.9,122,10,206,16.9,92,7.5,32.7,{E5D11F6E-C58F-462E-A048-0BC236DDEDD9},
763,020600,13089020600,206,ARC 10,1070,722,67.5,74,6.9,128,12,92,8.6,28.2,{AA3FAD85-4E79-4E97-82E7-1D463EE5791B},
764,020500,13089020500,205,ARC 10,1513,973,64.3,181,12,111,7.3,173,11.4,25.3,{6E0996CC-7A60-4D12-9888-6E3076417658},
765,021410,13089021410,214.10,ARC 10,3398,1869,55,913,26.9,357,10.5,46,1.4,30.5,{62382584-1198-4214-A1A1-F408BDB2927E},
766,021216,13089021216,212.16,ARC 10,4802,3768,78.5,276,5.7,241,5,247,5.1,23,{5FD48EC9-6D6F-42B1-A1B4-423AD982B050},
767,021911,13089021911,219.11,ARC 10,927,360,38.8,157,16.9,269,29,34,3.7,49.9,{0B094A0B-E1B3-49E7-940C-ADF8AD6AC158},
768,020802,13089020802,208.02,ARC 10,2015,1368,67.9,258,12.8,201,10,103,5.1,28.2,{4AF626B3-D3E6-400D-8035-4144F9DDF399},
769,021416,13089021416,214.16,ARC 10,1479,984,66.5,177,12,170,11.5,43,2.9,32.9,{E6DA9E1C-A8A6-4327-BEA1-C34898E8E61E},
770,021413,13089021413,214.13,ARC 10,2080,983,47.3,316,15.2,700,33.7,20,1,35.6,{1ADA7043-5C1D-4B3E-A626-E861097B1690},
771,021411,13089021411,214.11,ARC 10,2583,2232,86.4,68,2.6,114,4.4,149,5.8,23.2,{3801F169-96B1-420A-89BC-4FCE19320A92},
772,020400,13089020400,204,ARC 10,1604,990,61.7,219,13.7,93,5.8,163,10.2,24.6,{BC7C7841-1E07-42D5-A9AE-8002A39E629D},
773,020300,13089020300,203,ARC 10,2389,1684,70.5,187,7.8,186,7.8,254,10.6,25.4,{47A341BE-7EF5-4455-A2D2-F51103AB8020},
774,020100,13089020100,201,ARC 10,1068,890,83.3,26,2.4,72,6.7,49,4.6,25.5,{B9C3FEC0-A676-43A7-A367-003DC71B9041},
775,023802,13089023802,238.02,ARC 10,1540,1114,72.3,122,7.9,147,9.5,127,8.2,31.9,{0EF639E1-FA8D-4EB6-B9BB-DCA7EFE00753},
776,023801,13089023801,238.01,ARC 10,1939,1510,77.9,180,9.3,73,3.8,65,3.4,32.8,{41F19E31-B3A5-4C36-A584-4BA86DA8D21C},
777,023700,13089023700,237,ARC 10,2329,1535,65.9,344,14.8,283,12.2,166,7.1,28.6,{739AD856-A125-40F9-88D7-49A8306AD506},
778,023506,13089023506,235.06,ARC 10,2400,1590,66.3,159,6.6,580,24.2,33,1.4,41.9,{53C5081A-9E1C-42D8-83B9-C825824B41B1},
779,023505,13089023505,235.05,ARC 10,987,722,73.2,64,6.5,115,11.7,49,5,33.3,{819C82F6-C1E5-495E-A1F0-3F9793E8FFD8},
780,023427,13089023427,234.27,ARC 10,1493,1165,78,161,10.8,72,4.8,95,6.4,44.4,{7820B576-D251-410C-9C10-81E2B1BA2C55},
781,023424,13089023424,234.24,ARC 10,2358,1743,73.9,344,14.6,139,5.9,98,4.2,39.9,{5D9400CE-1E0F-44D0-86DE-D4B8463AED08},
782,023422,13089023422,234.22,ARC 10,2545,2042,80.2,150,5.9,240,9.4,107,4.2,33.7,{34C24BF4-72F5-49DE-A450-167D38D1DE4F},
783,023421,13089023421,234.21,ARC 10,3511,2597,74,428,12.2,191,5.4,253,7.2,32.4,{F5F3FB26-61C2-409C-A1AF-CCDA2B88D8FB},
784,023315,13089023315,233.15,ARC 10,2325,1911,82.2,315,13.5,0,0,87,3.7,38.1,{B2B7455E-E7E6-4003-822D-5E86633B2955},
785,023314,13089023314,233.14,ARC 10,2543,2004,78.8,161,6.3,189,7.4,152,6,37.6,{CD7D8993-9CFA-453F-BAC5-650293657050},
786,023115,13089023115,231.15,ARC 10,0,0,,0,,0,,0,,,{4635255D-76B7-49AC-B019-05BCCF67C4CD},
787,023413,13089023413,234.13,ARC 10,1214,1032,85,125,10.3,0,0,57,4.7,30,{CA61B869-AFD7-4FF7-AECD-F97A0C069EB0},
788,023414,13089023414,234.14,ARC 10,2551,2064,80.9,153,6,197,7.7,100,3.9,39.3,{79B5A82C-DFCA-4271-8510-E66138FB2802},
789,023206,13089023206,232.06,ARC 10,3032,1911,63,339,11.2,474,15.6,97,3.2,37,{54BEFF6C-6BFA-4A0A-92E1-9D159FF85594},
790,021907,13089021907,219.07,ARC 10,4040,3528,87.3,220,5.4,134,3.3,98,2.4,33.2,{EAAAE826-05C7-4009-A58E-2B7D8A895B11},
791,023204,13089023204,232.04,ARC 10,2978,2153,72.3,82,2.8,416,14,188,6.3,35.9,{A50EBC85-FE5F-45ED-976E-88CCBE9F8498},
792,023113,13089023113,231.13,ARC 10,1503,892,59.3,146,9.7,299,19.9,69,4.6,32.6,{0D44AB23-B6B2-4832-B453-17682F39E318},
793,022010,13089022010,220.10,ARC 10,1073,604,56.3,348,32.4,66,6.2,35,3.3,31.7,{08C329F7-526A-4ADE-AF49-9CBF2FFCD037},
794,023111,13089023111,231.11,ARC 10,793,609,76.8,54,6.8,86,10.8,18,2.3,39.6,{1FF0A25D-CADA-4E0C-A9F7-D938430015D4},
795,021814,13089021814,218.14,ARC 10,3022,1667,55.2,843,27.9,292,9.7,67,2.2,30.9,{6386BFA6-5C2A-49F3-8EF5-7D7C18FB54CF},
796,021409,13089021409,214.09,ARC 10,1899,1204,63.4,414,21.8,215,11.3,37,1.9,25.7,{5988C534-2687-4FAE-BCD2-267123625991},
797,021218,13089021218,212.18,ARC 10,3408,2936,86.2,129,3.8,100,2.9,214,6.3,22.4,{67FBE04A-C496-4148-AD60-F7F9B9A0C7FF},
798,023507,13089023507,235.07,ARC 10,1658,1141,68.8,262,15.8,188,11.3,23,1.4,36.5,{72962AA7-ECAD-4DB5-BE0C-B23A360807EF},
799,023412,13089023412,234.12,ARC 10,2383,1594,66.9,235,9.9,423,17.8,124,5.2,33.8,{2E513084-C968-4587-81DB-67BD14B1F236},
800,023416,13089023416,234.16,ARC 10,3413,2808,82.3,280,8.2,165,4.8,120,3.5,33.9,{DE9BE576-782B-4086-8E8F-D0B2B35EC09B},
801,023102,13089023102,231.02,ARC 10,1600,1079,67.4,76,4.7,261,16.3,142,8.9,38.2,{BE3292DB-BCAD-44E9-9F4C-3936D6B8FF98},
802,023000,13089023000,230,ARC 10,1032,812,78.7,49,4.7,63,6.1,102,9.9,33.8,{B1BE018D-7BB5-4DA0-B74A-F504AA9CD703},
803,021906,13089021906,219.06,ARC 10,2583,1851,71.7,194,7.5,435,16.8,64,2.5,37.6,{4E138E63-B33D-4BAB-A870-D3FB2F6A9E67},
804,021217,13089021217,212.17,ARC 10,1130,916,81.1,61,5.4,10,0.9,116,10.3,23.2,{977A60A1-C667-430B-AAAC-BA13F51BCF0E},
805,021215,13089021215,212.15,ARC 10,3125,2470,79,204,6.5,250,8,138,4.4,26.1,{340BC737-6FA3-42DC-A7F5-7C6D83E25D60},
806,021414,13089021414,214.14,ARC 10,2400,1337,55.7,293,12.2,646,26.9,19,0.8,29.4,{2741290C-B98A-41AA-97FC-ABB71F855B28},
807,021101,13089021101,211.01,ARC 10,1941,1579,81.3,64,3.3,34,1.8,248,12.8,23.2,{C3C18B96-B5F2-4B14-99D4-257D96019CE0},
808,023316,13089023316,233.16,ARC 10,4049,3156,77.9,424,10.5,135,3.3,189,4.7,36.3,{1C0BCCD1-394D-4A95-BEEE-37CDFAECB1A3},
809,023313,13089023313,233.13,ARC 10,2043,1473,72.1,241,11.8,229,11.2,75,3.7,46.7,{E1A537D4-81A4-4F6B-8ECB-7B9A000DD9C7},
810,022900,13089022900,229,ARC 10,1917,1409,73.5,173,9,153,8,117,6.1,30.4,{08FB22D8-2A2B-4F86-94E1-86A16C38CB5C},
811,022800,13089022800,228,ARC 10,1783,1080,60.6,188,10.5,50,2.8,232,13,28.3,{610742C5-A66D-441A-81BB-477850A1780B},
812,022600,13089022600,226,ARC 10,3117,2308,74,165,5.3,194,6.2,297,9.5,23.1,{CBE8E027-85B3-40F3-9F7A-5ABDDE69135C},
813,022500,13089022500,225,ARC 10,2609,1594,61.1,182,7,206,7.9,377,14.4,22.4,{B9DF6884-19CB-46DC-AF89-E537EDACF77E},
814,022100,13089022100,221,ARC 10,1343,1005,74.8,181,13.5,95,7.1,62,4.6,29.1,{9E53B987-212B-43DA-943D-D11ABA7DDEEC},
815,022005,13089022005,220.05,ARC 10,2060,1371,66.6,328,15.9,218,10.6,93,4.5,28.4,{58D5F651-C67C-4426-AEDA-396728BC2094},
816,023214,13089023214,232.14,ARC 10,2874,1923,66.9,476,16.6,354,12.3,92,3.2,39.1,{A8F41C74-F833-4AC0-99B9-A7D08C56D5D1},
817,022203,13089022203,222.03,ARC 10,1125,794,70.6,127,11.3,74,6.6,80,7.1,36.7,{EAF1EE1B-BC0B-458D-B5F7-BF7C1D7E7EF8},
818,022009,13089022009,220.09,ARC 10,2331,1384,59.4,534,22.9,253,10.9,44,1.9,33,{E1859194-EBD7-4F3C-8AEC-3503625AF9DA},
819,021913,13089021913,219.13,ARC 10,2029,1284,63.3,254,12.5,343,16.9,129,6.4,39.2,{C347EC89-B5E7-4AA5-A2AC-F625E0435F87},
820,021813,13089021813,218.13,ARC 10,1525,837,54.9,510,33.4,115,7.5,39,2.6,32.3,{C6CAF71D-55DB-492E-BBED-F6EC61860518},
821,021605,13089021605,216.05,ARC 10,2828,2158,76.3,350,12.4,118,4.2,180,6.4,25.9,{5A8CAD33-D247-4113-977D-FAEEBA379D3C},
822,021308,13089021308,213.08,ARC 10,2392,1454,60.8,482,20.2,345,14.4,60,2.5,29.2,{8415D41F-D9D9-4B49-BBDF-824D819DF238},
823,022004,13089022004,220.04,ARC 10,2376,1918,80.7,288,12.1,46,1.9,90,3.8,29.7,{A71071F4-30EA-4F79-802C-31A5C8F212AC},
824,022008,13089022008,220.08,ARC 10,3006,1198,39.9,1426,47.4,219,7.3,33,1.1,39.5,{70351F6D-97B4-445D-A89D-352C5EBC5E4C},
825,021909,13089021909,219.09,ARC 10,2800,2252,80.4,199,7.1,160,5.7,144,5.1,35.8,{3D875287-B88F-47C4-AAE4-BBF2CB880D29},
826,022001,13089022001,220.01,ARC 10,2625,1931,73.6,423,16.1,64,2.4,180,6.9,27.7,{3DBB33F3-F853-430F-905D-3680659C875A},
827,023108,13089023108,231.08,ARC 10,1554,1098,70.7,149,9.6,184,11.8,105,6.8,39.3,{CE7430A3-C98F-49F4-93A0-D51D3D4FF1D1},
828,020200,13089020200,202,ARC 10,1292,936,72.4,81,6.3,58,4.5,126,9.8,24,{755E2762-3CE5-4CD0-8C35-F57DACD959E7},
829,021306,13089021306,213.06,ARC 10,2595,1447,55.8,685,26.4,182,7,115,4.4,30.1,{7071F25D-68D6-49A2-9016-3EF4BB09C973},
830,021305,13089021305,213.05,ARC 10,2432,1432,58.9,633,26,193,7.9,54,2.2,33.2,{7FECA790-7F8A-4761-9328-A5C84EB2F0CA},
831,021417,13089021417,214.17,ARC 10,3034,1775,58.5,427,14.1,646,21.3,66,2.2,25.9,{3D531256-9921-4ABC-AB5A-DFC6430D301A},
832,021415,13089021415,214.15,ARC 10,2606,2033,78,187,7.2,150,5.8,122,4.7,23.7,{8560A0E1-0180-4DCF-9617-F67E53E7B02C},
833,021102,13089021102,211.02,ARC 10,3123,2394,76.7,64,2,64,2,381,12.2,21.3,{B3ED01A3-B8F2-4455-9230-1E6B41A0887F},
834,021307,13089021307,213.07,ARC 10,2182,1070,49,696,31.9,277,12.7,39,1.8,28.6,{15E16869-7C9E-401F-BCB1-0811B09D2E7C},
835,023601,13089023601,236.01,ARC 10,1467,894,60.9,190,13,241,16.4,57,3.9,39.5,{85728515-49ED-409D-B83B-89FA7CB3DDF0},
836,021412,13089021412,214.12,ARC 10,2510,1924,76.7,121,4.8,260,10.4,170,6.8,30.2,{38E119EF-D435-434F-B801-69E812A4E534},
837,023208,13089023208,232.08,ARC 10,3085,2336,75.7,186,6,283,9.2,141,4.6,35.6,{34F25607-8B8D-42EC-AD88-0DDE7FE0BCCF},
838,023310,13089023310,233.10,ARC 10,3782,2682,70.9,440,11.6,471,12.5,82,2.2,34.2,{723523BD-737D-4807-8182-78B1A20F0F6E},
839,020801,13089020801,208.01,ARC 10,1363,901,66.1,50,3.7,124,9.1,268,19.7,29.1,{9EA2B143-E90C-4D1C-989C-C05D6F03298A},
840,021812,13089021812,218.12,ARC 10,1093,709,64.9,225,20.6,63,5.8,96,8.8,30.9,{5069F2A8-B01F-499F-93A3-B63106D9E1AE},
841,021214,13089021214,212.14,ARC 10,2552,1865,73.1,248,9.7,103,4,336,13.2,30.5,{7C57F6AB-0F96-4651-9CFB-658D9392752D},
842,021810,13089021810,218.10,ARC 10,2764,2447,88.5,117,4.2,48,1.7,90,3.3,27.6,{51546470-3D2D-46E4-8CEC-410EC500E440},
843,021809,13089021809,218.09,ARC 10,2808,2363,84.2,288,10.3,7,0.2,135,4.8,27.9,{DC1DDE15-5F22-41C0-85A8-15CD77CDDF5B},
844,021808,13089021808,218.08,ARC 10,2283,1702,74.6,359,15.7,95,4.2,117,5.1,27.3,{82D408C6-882A-4691-B621-81BFD41F53B1},
845,021806,13089021806,218.06,ARC 10,2590,1896,73.2,286,11,261,10.1,92,3.6,34.5,{3C428B2E-717D-444B-9F54-B5ED99871050},
846,021805,13089021805,218.05,ARC 10,3048,2360,77.4,247,8.1,258,8.5,110,3.6,32.9,{7F8AF895-44D5-4345-B72F-99DA4DB5B888},
847,021704,13089021704,217.04,ARC 10,2796,2332,83.4,97,3.5,27,1,266,9.5,23.1,{AE56B401-C36F-43D3-A0B5-5E0CDA00447C},
848,021703,13089021703,217.03,ARC 10,2154,1831,85,80,3.7,75,3.5,138,6.4,24.7,{88CE349B-1F56-4F1C-9115-30720BCB220B},
849,021705,13089021705,217.05,ARC 10,2564,2033,79.3,266,10.4,66,2.6,123,4.8,23.5,{29D30373-0267-40DB-8CFC-0A252C9F2DB2},
850,021908,13089021908,219.08,ARC 10,2094,1238,59.1,211,10.1,439,21,130,6.2,38.8,{66C8CC53-F51C-4220-B7D8-44955F9B29ED},
851,023309,13089023309,233.09,ARC 10,4612,3787,82.1,414,9,261,5.7,92,2,35.8,{FF24653D-3F8A-4677-B5C8-52067E2820A2},
852,023211,13089023211,232.11,ARC 10,1430,1218,85.2,52,3.6,95,6.6,65,4.5,34.7,{ACABB25E-EDEA-4496-A193-D9E03C82905F},
853,023212,13089023212,232.12,ARC 10,1770,1297,73.3,180,10.2,173,9.8,46,2.6,39.6,{52C05294-034B-41F2-8BC1-92917C838D7C},
854,023306,13089023306,233.06,ARC 10,3276,2479,75.7,397,12.1,171,5.2,211,6.4,47.1,{8AFAEBE5-74BE-4629-9FCC-503CB89CBAEF},
855,023303,13089023303,233.03,ARC 10,2593,2040,78.7,264,10.2,119,4.6,81,3.1,35.4,{725C679D-E942-45A1-99FC-E3597B050E3F},
856,021706,13089021706,217.06,ARC 10,3156,2281,72.3,333,10.6,146,4.6,373,11.8,28.6,{F0BE3380-5837-4673-852A-81896F830C9A},
857,021211,13089021211,212.11,ARC 10,2166,1769,81.7,153,7.1,87,4,150,6.9,27,{B8ADB3F1-2630-4F75-BF12-226A8AEBD1E2},
858,021210,13089021210,212.10,ARC 10,2446,1917,78.4,116,4.7,61,2.5,334,13.7,23.2,{9AD3E2C0-40E3-4E69-ABD9-A1DE18072885},
859,021213,13089021213,212.13,ARC 10,1374,966,70.3,149,10.8,36,2.6,214,15.6,25.5,{A7F9D7A0-A9A5-4881-BE02-B5925EE84FAE},
860,021303,13089021303,213.03,ARC 10,2783,1427,51.3,1026,36.9,108,3.9,87,3.1,27.9,{66303169-C5EA-468F-83B1-853C3F9D7DEC},
861,021301,13089021301,213.01,ARC 10,2397,1311,54.7,618,25.8,230,9.6,95,4,26.6,{5069D0D2-E323-4051-B166-B4A25BC096B4},
862,021209,13089021209,212.09,ARC 10,3125,2318,74.2,198,6.3,167,5.3,361,11.6,24.4,{03CDD1BC-51F2-413D-BE66-F4451726C3DA},
863,021405,13089021405,214.05,ARC 10,2845,2316,81.4,23,0.8,128,4.5,274,9.6,23.7,{F9FA37D6-EE18-4FC7-9BED-0800FDB8F4A2},
864,021208,13089021208,212.08,ARC 10,2279,1655,72.6,372,16.3,101,4.4,128,5.6,23.5,{3D13642D-1831-41AC-83A2-1B78190F12EB},
865,021204,13089021204,212.04,ARC 10,2151,499,23.2,910,42.3,524,24.4,18,0.8,28.5,{73DE9425-45C9-4CDA-AEF1-F576B2DCCBC4},
866,021202,13089021202,212.02,ARC 10,3633,2961,81.5,158,4.3,93,2.6,330,9.1,25.4,{74F13A1B-57C3-4E1A-9384-41467F91160D},
867,023210,13089023210,232.10,ARC 10,2971,2070,69.7,290,9.8,440,14.8,67,2.3,38,{7961711A-A4A5-4686-8A09-C143865492BA},
868,023209,13089023209,232.09,ARC 10,2335,1896,81.2,143,6.1,126,5.4,126,5.4,37.2,{AF63DDEC-693C-4013-AB39-12BECBF9CC93},
869,023603,13089023603,236.03,ARC 10,1111,791,71.2,101,9.1,145,13.1,28,2.5,27,{1F668C8F-DE53-4A49-A2AB-FF7A6738B2A2},
870,021603,13089021603,216.03,ARC 10,3083,2370,76.9,377,12.2,69,2.2,157,5.1,23.5,{914C57B1-7DF2-4FEB-AC55-EFFE6D0F9DA3},
871,090905,13057090905,909.05,ARC 10,2005,1755,87.5,97,4.8,0,0,103,5.1,35.6,{EEB000FD-D422-4A6C-8584-22E444814828},
872,090904,13057090904,909.04,ARC 10,4415,3538,80.1,528,12,0,0,314,7.1,32.1,{411C204A-579D-4235-AB93-5A2F989EF86A},
873,091007,13057091007,910.07,ARC 10,2913,2232,76.6,239,8.2,34,1.2,364,12.5,36.2,{F7D40294-4CDC-449D-8CD1-E5555970F320},
874,090803,13057090803,908.03,ARC 10,4482,3719,83,298,6.6,17,0.4,317,7.1,33.8,{1D5FC832-90DD-458B-81F1-64A924D0ACAB},
875,090804,13057090804,908.04,ARC 10,4797,3995,83.3,218,4.5,2,0,488,10.2,34.6,{2AD53120-9675-451B-A766-9E301C75DCD4},
876,091008,13057091008,910.08,ARC 10,4288,3358,78.3,143,3.3,68,1.6,510,11.9,33.1,{C19736E5-A73E-4287-81EF-D79230C6A631},
877,090802,13057090802,908.02,ARC 10,3182,2323,73,269,8.5,0,0,509,16,30.3,{A0C039CD-50A4-4CD0-8415-BF80DE6DB42F},
878,090501,13057090501,905.01,ARC 10,3028,2532,83.6,282,9.3,0,0,214,7.1,34.8,{02BA751D-055F-41DF-9EEC-ADE75C27050B},
879,090902,13057090902,909.02,ARC 10,7472,6030,80.7,467,6.3,43,0.6,527,7.1,36.4,{4E941C65-E054-4DA0-AD79-9F1337883F74},
880,091001,13057091001,910.01,ARC 10,1984,1513,76.3,120,6,81,4.1,51,2.6,31.8,{1105B1FD-4302-46B6-937C-93746635943A},
881,091003,13057091003,910.03,ARC 10,3769,2964,78.6,445,11.8,0,0,337,8.9,31.2,{1F4B5B5B-311D-4878-B134-1FD93A677A21},
882,091102,13057091102,911.02,ARC 10,4621,3734,80.8,535,11.6,7,0.2,210,4.5,29.4,{9B973CA6-C24D-4DD1-B9EC-E2BA5C2DE987},
883,091101,13057091101,911.01,ARC 10,3347,2751,82.2,283,8.5,15,0.4,237,7.1,36,{56682360-389F-42E3-9BB2-4E1A4F038E5B},
884,091103,13057091103,911.03,ARC 10,4377,3572,81.6,598,13.7,13,0.3,136,3.1,29.6,{31E2B250-408E-4ED1-926D-326A33AAC5A6},
885,090701,13057090701,907.01,ARC 10,9541,8169,85.6,593,6.2,43,0.5,684,7.2,33.9,{9E47CEAD-5865-4132-982C-1658C4EDD7BC},
886,110601,13297110601,1106.01,ARC 20,2080,1823,87.6,105,5,0,0,110,5.3,34.7,{32CBEB74-16A5-4320-9D0C-9CC1C0A1D150},
887,110507,13297110507,1105.07,ARC 20,3330,2797,84,305,9.2,0,0,193,5.8,33.1,{BF79C028-83F1-45A0-8B8B-E20AC0D284EC},
888,110506,13297110506,1105.06,ARC 20,2431,2235,91.9,108,4.4,0,0,88,3.6,28.5,{D5C6F9EB-6138-47FD-A4BC-DD0A79BAB04C},
889,110603,13297110603,1106.03,ARC 20,1870,1521,81.3,200,10.7,3,0.2,128,6.8,39.3,{DDE11705-12D0-4087-9E12-12487C1085BC},
890,110602,13297110602,1106.02,ARC 20,2281,1984,87,140,6.1,0,0,146,6.4,31.8,{EB876474-9A57-48E0-8821-407D1838670B},
891,110504,13297110504,1105.04,ARC 20,1965,1576,80.2,343,17.5,10,0.5,11,0.6,31.7,{17CC80FB-FEEC-4CFC-B13E-F3AF43B8D57A},
892,110508,13297110508,1105.08,ARC 20,2198,1816,82.6,204,9.3,0,0,103,4.7,32.6,{0187DF18-C5FF-43A6-B709-78D770593D3C},
893,110503,13297110503,1105.03,ARC 20,1395,1046,75,143,10.3,0,0,190,13.6,33.9,{6BA351C2-61F7-4CDF-B93E-CB134C6CA9ED},
894,110505,13297110505,1105.05,ARC 20,1928,1672,86.7,143,7.4,0,0,101,5.2,35.5,{A58DA887-A378-481C-BD18-27DD307B857F},
895,110800,13297110800,1108,ARC 20,2892,2467,85.3,349,12.1,0,0,34,1.2,25.9,{E4C9772B-5022-43AA-92EA-63AD13918767},
