OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Workers__16_years_and_over,Car_Truck_or_Van_drove_alone,Pct_Car_Truck_Van_drove_alone,Car__truck__or_van___carpooled,Pct_Car_Truck_Van_carpooled,Public_Transport_excluding_Taxi,Pct_Public_Transp_exclude_Taxi,Worked_at_home,Percent_Worked_at_home,Mean_Travel_Time_to_Work_min,GlobalID,last_edited_date
896,110700,13297110700,1107,ARC 20,2832,2367,83.6,316,11.2,0,0,101,3.6,30.5,{208182AA-8F90-49CF-B275-C154040B4CC0},
897,110400,13297110400,1104,ARC 20,2657,2283,85.9,341,12.8,0,0,18,0.7,25.8,{F4958688-0E10-4607-9708-74F9AF208A3B},
898,110300,13297110300,1103,ARC 20,2656,2102,79.1,403,15.2,0,0,60,2.3,21.8,{AB523EC9-CF2C-4215-8216-EC4A402D7D38},
899,110200,13297110200,1102,ARC 20,1805,1614,89.4,113,6.3,0,0,68,3.8,32,{499B97BB-E892-49B6-BA0C-84DA0560D818},
900,110100,13297110100,1101,ARC 20,4372,3487,79.8,500,11.4,0,0,292,6.7,34.1,{5BBDE8DF-4ED5-4E85-8284-028C7CF42394},
901,091005,13057091005,910.05,ARC 10,3928,2983,75.9,611,15.6,0,0,163,4.1,33.6,{33BC5EE2-1B51-4E42-9AF5-D0F7DBEFEA39},
902,091006,13057091006,910.06,ARC 10,2539,2051,80.8,111,4.4,9,0.4,228,9,31.3,{8E89688C-E58F-45B0-B58D-F5AEE41D3606},
903,090400,13057090400,904,ARC 10,4386,3309,75.4,558,12.7,0,0,248,5.7,26.8,{FE2698D0-6AAC-402F-B731-1B8EE2E5769C},
904,090601,13057090601,906.01,ARC 10,3061,2246,73.4,420,13.7,7,0.2,203,6.6,29.7,{2DB7D3FC-D6FF-4E2A-8148-4C3B908CF24B},
905,090901,13057090901,909.01,ARC 10,3722,3028,81.4,235,6.3,26,0.7,335,9,34.2,{056B06BD-2C75-4304-850E-C28EBA556911},
906,090602,13057090602,906.02,ARC 10,3740,3035,81.1,391,10.5,0,0,207,5.5,29.9,{467A2283-447C-4F09-9423-D1BB7EBF7316},
907,090200,13057090200,902,ARC 10,3551,2712,76.4,528,14.9,14,0.4,238,6.7,38,{68604FE6-C77F-4365-8F3D-3DBCA9C93852},
908,090702,13057090702,907.02,ARC 10,3773,3122,82.7,294,7.8,0,0,294,7.8,29.1,{089B2837-7BCF-4B28-94DF-A1619315322E},
909,090502,13057090502,905.02,ARC 10,5527,4466,80.8,396,7.2,0,0,481,8.7,32.7,{3CA23688-A4ED-41FC-9394-8CBF142A7D2D},
910,090100,13057090100,901,ARC 10,4253,3351,78.8,483,11.4,0,0,316,7.4,29.5,{29896E86-69CF-40CE-BE03-71AA4CCB252F},
911,090300,13057090300,903,ARC 10,5315,4074,76.7,501,9.4,0,0,684,12.9,34.6,{B81EEBA1-45C2-48F7-AA5D-D611D1A8D561},
912,180206,13013180206,1802.06,ARC 20,1193,993,83.2,160,13.4,0,0,23,1.9,32.1,{5D0E9918-30C4-478E-B265-2C4DEBEB82EA},
913,180205,13013180205,1802.05,ARC 20,1463,1288,88,128,8.7,7,0.5,7,0.5,30.2,{8A59CD6B-B94D-454A-BCA2-F49AEDCF4997},
914,180402,13013180402,1804.02,ARC 20,3068,2719,88.6,155,5.1,0,0,155,5.1,27.7,{6A776594-3CAF-40E1-B6BA-E77D4978903D},
915,180303,13013180303,1803.03,ARC 20,1684,1494,88.7,165,9.8,0,0,25,1.5,34,{07526DCD-FE8B-4BF3-9DDD-FBE35CB11773},
916,180106,13013180106,1801.06,ARC 20,1538,1280,83.2,175,11.4,6,0.4,36,2.3,29.7,{6BF83DA2-1195-43BA-B340-AAB0E63B2E33},
917,180103,13013180103,1801.03,ARC 20,2143,1652,77.1,172,8,0,0,269,12.6,31.1,{9BE7CD46-B0E7-474F-9076-8FFE759A07AB},
918,180401,13013180401,1804.01,ARC 20,2462,2265,92,163,6.6,8,0.3,26,1.1,35.4,{D207F16C-729F-4B2B-81E3-5550281CFACD},
919,180203,13013180203,1802.03,ARC 20,1506,1268,84.2,207,13.7,0,0,0,0,31.2,{EB8DFE87-F848-49ED-830B-B955037D6CB4},
920,180503,13013180503,1805.03,ARC 20,2346,1921,81.9,185,7.9,0,0,51,2.2,38.6,{517E8312-0B26-40DA-8A96-9B1703EAA510},
921,180502,13013180502,1805.02,ARC 20,2035,1700,83.5,266,13.1,5,0.2,63,3.1,29.7,{BBE814E8-7ECE-45F7-93CB-F8FDC7D8DAB8},
922,180204,13013180204,1802.04,ARC 20,1065,767,72,220,20.7,0,0,31,2.9,26.4,{30520637-DEAD-486B-9E93-2B86C584DD37},
923,180501,13013180501,1805.01,ARC 20,2354,1965,83.5,200,8.5,0,0,189,8,35.1,{94B82F42-1A7E-4B17-8B63-A787D800C942},
924,180301,13013180301,1803.01,ARC 20,1003,934,93.1,59,5.9,0,0,0,0,26.4,{A429082A-64EB-416B-88A5-BC286855DDAC},
925,180302,13013180302,1803.02,ARC 20,2471,2073,83.9,352,14.2,0,0,37,1.5,33.3,{ADB9D294-2603-4663-B923-BC9D198F4D1E},
926,180105,13013180105,1801.05,ARC 20,1140,1037,91,46,4,0,0,53,4.6,34.3,{9B1DBDAC-F109-4C6E-822C-7F9DFC9D414D},
927,180104,13013180104,1801.04,ARC 20,889,726,81.7,86,9.7,0,0,64,7.2,39.7,{254435D5-85D1-47FF-ADCA-C047C25E4851},
928,180107,13013180107,1801.07,ARC 20,1664,1523,91.5,105,6.3,0,0,19,1.1,39.4,{4BBC70D2-F2EF-4FFE-BA15-58A1FD3D12D5},
929,180108,13013180108,1801.08,ARC 20,1529,1293,84.6,199,13,0,0,7,0.5,34.6,{53F42766-4C97-4AEB-851B-E76A9A581A3A},
930,120104,13223120104,1201.04,ARC 20,1230,1105,89.8,103,8.4,0,0,17,1.4,37,{54B501B1-C081-4C5D-A0E2-8E2569D041B0},
931,120604,13223120604,1206.04,ARC 20,2520,2243,89,223,8.8,11,0.4,25,1,32,{23FA2FC8-8006-4B80-8310-FD9937154C38},
932,120601,13223120601,1206.01,ARC 20,2272,1798,79.1,269,11.8,24,1.1,156,6.9,39.8,{2F06D440-AEE6-4809-8984-38992E540029},
933,120603,13223120603,1206.03,ARC 20,2997,2567,85.7,295,9.8,0,0,72,2.4,35.2,{592F5B06-49A6-42FF-94CA-8AB777308A7D},
934,120501,13223120501,1205.01,ARC 20,3158,2672,84.6,284,9,24,0.8,74,2.3,31.8,{6FC1B402-9C8A-4DB8-B941-F303B500C0D0},
935,120203,13223120203,1202.03,ARC 20,2603,2157,82.9,328,12.6,6,0.2,73,2.8,35.4,{559422C8-4C02-4779-A639-64A5463ABF4C},
936,120101,13223120101,1201.01,ARC 20,5591,4401,78.7,248,4.4,0,0,909,16.3,34,{8EBEF279-E569-4DD4-8FE1-667D7FF5575B},
937,120502,13223120502,1205.02,ARC 20,4275,3563,83.3,509,11.9,28,0.7,126,2.9,36.3,{6A7090CA-6923-4071-A4D0-C76B16756CF5},
938,120503,13223120503,1205.03,ARC 20,2565,2160,84.2,198,7.7,12,0.5,176,6.9,37.5,{D3458230-CB03-4A29-9569-DAF6A03A4596},
939,120605,13223120605,1206.05,ARC 20,2784,2218,79.7,353,12.7,9,0.3,178,6.4,36.9,{3B009BC6-D673-4C25-BEB7-9073C18B2395},
940,120602,13223120602,1206.02,ARC 20,4243,3547,83.6,475,11.2,26,0.6,195,4.6,43.2,{50CAE5FF-B2F8-4063-9F49-35165C4A4A0D},
941,120204,13223120204,1202.04,ARC 20,3123,2511,80.4,342,11,0,0,270,8.6,40.3,{95FF6082-2019-4D5C-8EE7-3AFC179CA66B},
942,120301,13223120301,1203.01,ARC 20,2336,1863,79.8,281,12,127,5.4,65,2.8,33.2,{FBEBBCAE-F526-4287-97CD-0495E443C4FB},
943,120303,13223120303,1203.03,ARC 20,693,561,81,22,3.2,0,0,71,10.2,44.9,{5F62A510-7588-4562-94C3-2AD75B47F3A6},
944,120102,13223120102,1201.02,ARC 20,5668,4593,81,557,9.8,0,0,487,8.6,36.3,{F4827001-A1E5-4045-B184-B3916730E5F6},
945,120103,13223120103,1201.03,ARC 20,4242,3611,85.1,429,10.1,0,0,175,4.1,37.4,{421DCEE6-5BDB-4CCD-8A14-B069ED05920D},
946,120302,13223120302,1203.02,ARC 20,6302,5168,82,966,15.3,53,0.8,93,1.5,31,{FA752340-0726-42D9-A735-5B581AB9EEA9},
947,120202,13223120202,1202.02,ARC 20,3654,3291,90.1,160,4.4,0,0,131,3.6,35.1,{91645667-3417-4FE1-83C1-516BDAF1B328},
948,120400,13223120400,1204,ARC 20,8214,6755,82.2,799,9.7,0,0,629,7.7,47.8,{57FB12A7-C835-449F-AE78-D06392FC8507},
