OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Civilian_nonInstitutional_Pop,Civ_nonInstitution_Pop_wDisabil,Pct_Civ_nonInstitut_Pop_wDisab,Civ_nonInstitut_Pop_under_18yrs,Civ_nonInst_under18_wDisab,Pct_Civ_nonInst_under18_wDisab,Civ_nonInst_Pop_18_to_64,Civ_nonInst_18_to_64_wDisab,Pct_Civ_nonInst_18to64_wDisab,Civ_nonInst_Pop_65years_up,Civ_nonInst_65up_wDisab,Pct_Civ_nonInst_65up_wDisab,GlobalID,last_edited_date
744,022301,13089022301,223.01,ARC 10,5890,464,7.9,890,2,2.5,4200,193,4.6,800,249,31.1,{C1C809F1-BAA8-4A3D-B703-17177BBA8333},
745,023602,13089023602,236.02,ARC 10,2591,454,17.5,387,3,2.6,1610,221,13.7,594,223,37.5,{67A06F3E-BBAB-42F4-9FAC-131D6CAAD167},
746,023504,13089023504,235.04,ARC 10,3029,653,21.6,920,4,3.8,1573,352,22.4,536,266,49.6,{2C8C00E0-3D7C-40E9-AAEA-7C341B990BA3},
747,023411,13089023411,234.11,ARC 10,3947,542,13.7,782,8,7.5,2503,282,11.3,662,201,30.4,{CB3203D6-2927-4297-95D6-AFF72FDE9514},
748,023410,13089023410,234.10,ARC 10,3114,442,14.2,729,6,6.2,2087,258,12.4,298,139,46.6,{536099EF-BC8A-42A5-BF1E-B6C8B59CDDE9},
749,023501,13089023501,235.01,ARC 10,3300,567,17.2,792,5,4.8,2080,374,18,428,155,36.2,{0FEB1B8A-A8B4-4F5A-83B8-61D350BD256A},
750,023114,13089023114,231.14,ARC 10,2440,192,7.9,524,3,2.9,1634,144,8.8,282,33,11.7,{3C29774B-7AE7-4B8B-8B0F-0E7FBF72BAD6},
751,023112,13089023112,231.12,ARC 10,4265,660,15.5,1189,6,6.4,2941,550,18.7,135,34,25.2,{4D1FBA27-820E-4E61-8551-FC3A8E733586},
752,021912,13089021912,219.12,ARC 10,3459,414,12,611,0,0,2035,196,9.6,813,218,26.8,{75712095-3A1B-4F0B-AF58-C0D9BCD2634B},
753,021910,13089021910,219.10,ARC 10,4820,301,6.2,1220,1,0.7,3118,150,4.8,482,143,29.7,{86B69385-5A14-48EC-A847-F9FD0FE645FA},
754,021604,13089021604,216.04,ARC 10,3137,215,6.9,790,0,0,1741,61,3.5,606,154,25.4,{F6EA0556-07DE-4DF4-8415-C4B4DD0C99D3},
755,021504,13089021504,215.04,ARC 10,4780,430,9,333,0,0,3708,133,3.6,739,297,40.2,{BD7894A4-C9EF-498D-9BE0-C2C5FEB0EF26},
756,021503,13089021503,215.03,ARC 10,4078,259,6.4,1009,3,3,2793,118,4.2,276,111,40.2,{43E234D1-1402-4B25-A6AE-3852ED919CA6},
757,023107,13089023107,231.07,ARC 10,4501,865,19.2,1122,3,2.6,2952,662,22.4,427,174,40.7,{2E751C77-E05D-4C27-AB19-5D9CCFA9F4B7},
758,023418,13089023418,234.18,ARC 10,19312,1735,9,5083,5,5.2,13165,1172,8.9,1064,299,28.1,{807D8DE2-2318-4525-B934-170E93FAD7AD},
759,023101,13089023101,231.01,ARC 10,4599,853,18.5,1012,2,2.1,3112,605,19.4,475,227,47.8,{D108389D-94EB-418B-8B54-C75ABF3EF5FB},
760,022401,13089022401,224.01,ARC 10,3759,148,3.9,562,4,3.7,2893,90,3.1,304,37,12.2,{A92B564B-D8CC-4AC4-9582-B47B2F48F61D},
761,020900,13089020900,209,ARC 10,5700,770,13.5,955,2,1.9,3919,392,10,826,360,43.6,{74607ECC-9B68-4262-8AB4-016BC5E34076},
762,020700,13089020700,207,ARC 10,2245,354,15.8,385,7,6.8,1629,218,13.4,231,110,47.6,{E5D11F6E-C58F-462E-A048-0BC236DDEDD9},
763,020600,13089020600,206,ARC 10,2049,260,12.7,455,0,0,1427,147,10.3,167,113,67.7,{AA3FAD85-4E79-4E97-82E7-1D463EE5791B},
764,020500,13089020500,205,ARC 10,2915,506,17.4,415,2,2.2,2039,269,13.2,461,228,49.5,{6E0996CC-7A60-4D12-9888-6E3076417658},
765,021410,13089021410,214.10,ARC 10,5364,301,5.6,1197,0,0,3868,218,5.6,299,83,27.8,{62382584-1198-4214-A1A1-F408BDB2927E},
766,021216,13089021216,212.16,ARC 10,8540,320,3.7,1832,0,0,6083,201,3.3,625,119,19,{5FD48EC9-6D6F-42B1-A1B4-423AD982B050},
767,021911,13089021911,219.11,ARC 10,2189,200,9.1,716,5,4.6,1451,167,11.5,22,0,0,{0B094A0B-E1B3-49E7-940C-ADF8AD6AC158},
768,020802,13089020802,208.02,ARC 10,4242,481,11.3,1055,4,4.5,2738,256,9.3,449,178,39.6,{4AF626B3-D3E6-400D-8035-4144F9DDF399},
769,021416,13089021416,214.16,ARC 10,2592,60,2.3,703,0,0,1830,32,1.7,59,28,47.5,{E6DA9E1C-A8A6-4327-BEA1-C34898E8E61E},
770,021413,13089021413,214.13,ARC 10,4481,124,2.8,1634,1,0.9,2692,95,3.5,155,15,9.7,{1ADA7043-5C1D-4B3E-A626-E861097B1690},
771,021411,13089021411,214.11,ARC 10,3550,224,6.3,397,0,0,3016,179,5.9,137,45,32.8,{3801F169-96B1-420A-89BC-4FCE19320A92},
772,020400,13089020400,204,ARC 10,2585,70,2.7,587,3,3.2,1869,51,2.7,129,0,0,{BC7C7841-1E07-42D5-A9AE-8002A39E629D},
773,020300,13089020300,203,ARC 10,3819,101,2.6,842,0,0,2788,73,2.6,189,28,14.8,{47A341BE-7EF5-4455-A2D2-F51103AB8020},
774,020100,13089020100,201,ARC 10,1908,76,4,479,2,1.9,1301,20,1.5,128,47,36.7,{B9C3FEC0-A676-43A7-A367-003DC71B9041},
775,023802,13089023802,238.02,ARC 10,3711,347,9.4,829,1,1.2,2589,218,8.4,293,119,40.6,{0EF639E1-FA8D-4EB6-B9BB-DCA7EFE00753},
776,023801,13089023801,238.01,ARC 10,3578,364,10.2,470,8,7.7,2649,166,6.3,459,162,35.3,{41F19E31-B3A5-4C36-A584-4BA86DA8D21C},
777,023700,13089023700,237,ARC 10,5700,1019,17.9,1356,10,10.3,3661,660,18,683,219,32.1,{739AD856-A125-40F9-88D7-49A8306AD506},
778,023506,13089023506,235.06,ARC 10,5723,625,10.9,1193,2,2,3642,402,11,888,199,22.4,{53C5081A-9E1C-42D8-83B9-C825824B41B1},
779,023505,13089023505,235.05,ARC 10,2471,474,19.2,303,3,2.6,1688,262,15.5,480,204,42.5,{819C82F6-C1E5-495E-A1F0-3F9793E8FFD8},
780,023427,13089023427,234.27,ARC 10,2838,390,13.7,565,4,4.2,1885,244,12.9,388,122,31.4,{7820B576-D251-410C-9C10-81E2B1BA2C55},
781,023424,13089023424,234.24,ARC 10,5894,535,9.1,1580,0,0,3904,365,9.3,410,170,41.5,{5D9400CE-1E0F-44D0-86DE-D4B8463AED08},
782,023422,13089023422,234.22,ARC 10,4933,607,12.3,1338,3,3.2,3383,452,13.4,212,112,52.8,{34C24BF4-72F5-49DE-A450-167D38D1DE4F},
783,023421,13089023421,234.21,ARC 10,7790,727,9.3,2451,2,2.1,5082,558,11,257,118,45.9,{F5F3FB26-61C2-409C-A1AF-CCDA2B88D8FB},
784,023315,13089023315,233.15,ARC 10,4750,568,12,1511,13,12.7,2983,280,9.4,256,96,37.5,{B2B7455E-E7E6-4003-822D-5E86633B2955},
785,023314,13089023314,233.14,ARC 10,5089,644,12.7,1269,4,4.5,3396,431,12.7,424,156,36.8,{CD7D8993-9CFA-453F-BAC5-650293657050},
786,023115,13089023115,231.15,ARC 10,0,0,,0,,,0,0,,0,0,,{4635255D-76B7-49AC-B019-05BCCF67C4CD},
787,023413,13089023413,234.13,ARC 10,3410,665,19.5,647,7,7.4,2110,365,17.3,653,252,38.6,{CA61B869-AFD7-4FF7-AECD-F97A0C069EB0},
788,023414,13089023414,234.14,ARC 10,6459,1050,16.3,1678,13,13.1,3785,476,12.6,996,355,35.6,{79B5A82C-DFCA-4271-8510-E66138FB2802},
789,023206,13089023206,232.06,ARC 10,7653,990,12.9,2165,2,2.3,4554,566,12.4,934,374,40,{54BEFF6C-6BFA-4A0A-92E1-9D159FF85594},
790,021907,13089021907,219.07,ARC 10,8908,1049,11.8,1828,1,1,5816,583,10,1264,447,35.4,{EAAAE826-05C7-4009-A58E-2B7D8A895B11},
791,023204,13089023204,232.04,ARC 10,7148,1060,14.8,1872,4,3.5,4594,610,13.3,682,384,56.3,{A50EBC85-FE5F-45ED-976E-88CCBE9F8498},
792,023113,13089023113,231.13,ARC 10,3375,319,9.5,1026,7,6.7,2217,212,9.6,132,38,28.8,{0D44AB23-B6B2-4832-B453-17682F39E318},
793,022010,13089022010,220.10,ARC 10,2664,193,7.2,804,0,0,1638,107,6.5,222,86,38.7,{08C329F7-526A-4ADE-AF49-9CBF2FFCD037},
794,023111,13089023111,231.11,ARC 10,2048,242,11.8,520,4,4,1327,162,12.2,201,59,29.4,{1FF0A25D-CADA-4E0C-A9F7-D938430015D4},
795,021814,13089021814,218.14,ARC 10,5636,357,6.3,1328,1,0.8,4067,277,6.8,241,70,29,{6386BFA6-5C2A-49F3-8EF5-7D7C18FB54CF},
796,021409,13089021409,214.09,ARC 10,3710,81,2.2,985,0,0,2670,67,2.5,55,14,25.5,{5988C534-2687-4FAE-BCD2-267123625991},
797,021218,13089021218,212.18,ARC 10,4824,300,6.2,534,0,0,3688,75,2,602,225,37.4,{67FBE04A-C496-4148-AD60-F7F9B9A0C7FF},
798,023507,13089023507,235.07,ARC 10,3870,428,11.1,792,11,11.4,2520,205,8.1,558,133,23.8,{72962AA7-ECAD-4DB5-BE0C-B23A360807EF},
799,023412,13089023412,234.12,ARC 10,6485,1000,15.4,1370,0,0,4120,576,14,995,424,42.6,{2E513084-C968-4587-81DB-67BD14B1F236},
800,023416,13089023416,234.16,ARC 10,7913,846,10.7,2075,2,2.4,5153,546,10.6,685,251,36.6,{DE9BE576-782B-4086-8E8F-D0B2B35EC09B},
801,023102,13089023102,231.02,ARC 10,3200,449,14,556,6,5.6,2350,324,13.8,294,94,32,{BE3292DB-BCAD-44E9-9F4C-3936D6B8FF98},
802,023000,13089023000,230,ARC 10,2096,214,10.2,430,2,2.1,1315,136,10.3,351,69,19.7,{B1BE018D-7BB5-4DA0-B74A-F504AA9CD703},
803,021906,13089021906,219.06,ARC 10,5225,691,13.2,1229,4,3.5,3539,438,12.4,457,210,46,{4E138E63-B33D-4BAB-A870-D3FB2F6A9E67},
804,021217,13089021217,212.17,ARC 10,2466,186,7.5,627,6,5.7,1522,35,2.3,317,115,36.3,{977A60A1-C667-430B-AAAC-BA13F51BCF0E},
805,021215,13089021215,212.15,ARC 10,5945,199,3.3,1474,0,0,4099,77,1.9,372,122,32.8,{340BC737-6FA3-42DC-A7F5-7C6D83E25D60},
806,021414,13089021414,214.14,ARC 10,3969,180,4.5,893,0,0,2879,146,5.1,197,34,17.3,{2741290C-B98A-41AA-97FC-ABB71F855B28},
807,021101,13089021101,211.01,ARC 10,3776,203,5.4,949,0,0,2283,108,4.7,544,95,17.5,{C3C18B96-B5F2-4B14-99D4-257D96019CE0},
808,023316,13089023316,233.16,ARC 10,8047,982,12.2,1838,1,1.1,5672,886,15.6,537,76,14.2,{1C0BCCD1-394D-4A95-BEEE-37CDFAECB1A3},
809,023313,13089023313,233.13,ARC 10,4932,700,14.2,1259,5,5.2,3339,513,15.4,334,122,36.5,{E1A537D4-81A4-4F6B-8ECB-7B9A000DD9C7},
810,022900,13089022900,229,ARC 10,3661,377,10.3,775,1,0.9,2518,186,7.4,368,184,50,{08FB22D8-2A2B-4F86-94E1-86A16C38CB5C},
811,022800,13089022800,228,ARC 10,3841,212,5.5,992,0,0,2607,85,3.3,242,127,52.5,{610742C5-A66D-441A-81BB-477850A1780B},
812,022600,13089022600,226,ARC 10,5624,488,8.7,1138,1,1,3582,75,2.1,904,402,44.5,{CBE8E027-85B3-40F3-9F7A-5ABDDE69135C},
813,022500,13089022500,225,ARC 10,6253,547,8.7,2196,6,5.6,3447,237,6.9,610,187,30.7,{B9DF6884-19CB-46DC-AF89-E537EDACF77E},
814,022100,13089022100,221,ARC 10,3601,312,8.7,1212,0,0.5,2092,197,9.4,297,109,36.7,{9E53B987-212B-43DA-943D-D11ABA7DDEEC},
815,022005,13089022005,220.05,ARC 10,4591,585,12.7,1245,4,3.8,3015,352,11.7,331,186,56.2,{58D5F651-C67C-4426-AEDA-396728BC2094},
816,023214,13089023214,232.14,ARC 10,6067,478,7.9,1872,2,1.8,4000,365,9.1,195,80,41,{A8F41C74-F833-4AC0-99B9-A7D08C56D5D1},
817,022203,13089022203,222.03,ARC 10,2090,197,9.4,243,0,0,1602,82,5.1,245,115,46.9,{EAF1EE1B-BC0B-458D-B5F7-BF7C1D7E7EF8},
818,022009,13089022009,220.09,ARC 10,5090,463,9.1,1409,7,7.1,3614,335,9.3,67,28,41.8,{E1859194-EBD7-4F3C-8AEC-3503625AF9DA},
819,021913,13089021913,219.13,ARC 10,4513,334,7.4,1442,1,0.7,3053,318,10.4,18,6,33.3,{C347EC89-B5E7-4AA5-A2AC-F625E0435F87},
820,021813,13089021813,218.13,ARC 10,2849,113,4,826,2,2.1,2023,96,4.7,0,0,,{C6CAF71D-55DB-492E-BBED-F6EC61860518},
821,021605,13089021605,216.05,ARC 10,5524,507,9.2,1262,7,6.8,3757,317,8.4,505,104,20.6,{5A8CAD33-D247-4113-977D-FAEEBA379D3C},
822,021308,13089021308,213.08,ARC 10,4099,345,8.4,821,1,0.9,2875,184,6.4,403,154,38.2,{8415D41F-D9D9-4B49-BBDF-824D819DF238},
823,022004,13089022004,220.04,ARC 10,6026,645,10.7,1651,5,4.9,3699,311,8.4,676,253,37.4,{A71071F4-30EA-4F79-802C-31A5C8F212AC},
824,022008,13089022008,220.08,ARC 10,8353,738,8.8,2845,1,1.2,4833,547,11.3,675,156,23.1,{70351F6D-97B4-445D-A89D-352C5EBC5E4C},
825,021909,13089021909,219.09,ARC 10,6606,780,11.8,1680,1,1.2,4561,642,14.1,365,118,32.3,{3D875287-B88F-47C4-AAE4-BBF2CB880D29},
826,022001,13089022001,220.01,ARC 10,4329,536,12.4,610,10,9.5,3143,249,7.9,576,229,39.8,{3DBB33F3-F853-430F-905D-3680659C875A},
827,023108,13089023108,231.08,ARC 10,4726,858,18.2,1359,2,2.3,2907,608,20.9,460,219,47.6,{CE7430A3-C98F-49F4-93A0-D51D3D4FF1D1},
828,020200,13089020200,202,ARC 10,2089,144,6.9,308,0,0,1570,92,5.9,211,52,24.6,{755E2762-3CE5-4CD0-8C35-F57DACD959E7},
829,021306,13089021306,213.06,ARC 10,5122,292,5.7,1500,4,3.9,3394,143,4.2,228,90,39.5,{7071F25D-68D6-49A2-9016-3EF4BB09C973},
830,021305,13089021305,213.05,ARC 10,5140,125,2.4,1866,0,0.5,3091,86,2.8,183,29,15.8,{7FECA790-7F8A-4761-9328-A5C84EB2F0CA},
831,021417,13089021417,214.17,ARC 10,5133,118,2.3,1331,0,0,3653,102,2.8,149,16,10.7,{3D531256-9921-4ABC-AB5A-DFC6430D301A},
832,021415,13089021415,214.15,ARC 10,4157,150,3.6,771,0,0.5,3096,106,3.4,290,40,13.8,{8560A0E1-0180-4DCF-9617-F67E53E7B02C},
833,021102,13089021102,211.02,ARC 10,5311,410,7.7,562,2,2.3,4183,239,5.7,566,158,27.9,{B3ED01A3-B8F2-4455-9230-1E6B41A0887F},
834,021307,13089021307,213.07,ARC 10,4376,339,7.7,1136,0,0,2877,181,6.3,363,158,43.5,{15E16869-7C9E-401F-BCB1-0811B09D2E7C},
835,023601,13089023601,236.01,ARC 10,3104,489,15.8,510,9,8.6,2207,300,13.6,387,145,37.5,{85728515-49ED-409D-B83B-89FA7CB3DDF0},
836,021412,13089021412,214.12,ARC 10,3874,326,8.4,891,5,5.2,2709,199,7.3,274,81,29.6,{38E119EF-D435-434F-B801-69E812A4E534},
837,023208,13089023208,232.08,ARC 10,7052,811,11.5,1849,2,2,4691,527,11.2,512,247,48.2,{34F25607-8B8D-42EC-AD88-0DDE7FE0BCCF},
838,023310,13089023310,233.10,ARC 10,9358,1342,14.3,2581,7,6.7,6160,981,15.9,617,187,30.3,{723523BD-737D-4807-8182-78B1A20F0F6E},
839,020801,13089020801,208.01,ARC 10,2600,311,12,435,5,5.3,1744,122,7,421,166,39.4,{9EA2B143-E90C-4D1C-989C-C05D6F03298A},
840,021812,13089021812,218.12,ARC 10,2274,200,8.8,531,5,5.1,1405,98,7,338,75,22.2,{5069F2A8-B01F-499F-93A3-B63106D9E1AE},
841,021214,13089021214,212.14,ARC 10,6332,362,5.7,1847,6,6.3,3378,90,2.7,1107,155,14,{7C57F6AB-0F96-4651-9CFB-658D9392752D},
842,021810,13089021810,218.10,ARC 10,5140,279,5.4,815,3,2.8,3408,138,4,917,118,12.9,{51546470-3D2D-46E4-8CEC-410EC500E440},
843,021809,13089021809,218.09,ARC 10,6525,541,8.3,1473,1,1.3,3861,287,7.4,1191,235,19.7,{DC1DDE15-5F22-41C0-85A8-15CD77CDDF5B},
844,021808,13089021808,218.08,ARC 10,4999,315,6.3,1242,2,2.1,3096,195,6.3,661,94,14.2,{82D408C6-882A-4691-B621-81BFD41F53B1},
845,021806,13089021806,218.06,ARC 10,5630,473,8.4,1447,0,0,3550,247,7,633,226,35.7,{3C428B2E-717D-444B-9F54-B5ED99871050},
846,021805,13089021805,218.05,ARC 10,6400,570,8.9,1788,1,0.7,3839,320,8.3,773,238,30.8,{7F8AF895-44D5-4345-B72F-99DA4DB5B888},
847,021704,13089021704,217.04,ARC 10,5577,748,13.4,1336,2,2.1,3347,282,8.4,894,438,49,{AE56B401-C36F-43D3-A0B5-5E0CDA00447C},
848,021703,13089021703,217.03,ARC 10,4790,468,9.8,1086,1,1.4,2711,118,4.4,993,335,33.7,{88CE349B-1F56-4F1C-9115-30720BCB220B},
849,021705,13089021705,217.05,ARC 10,4726,275,5.8,758,0,0,3515,162,4.6,453,113,24.9,{29D30373-0267-40DB-8CFC-0A252C9F2DB2},
850,021908,13089021908,219.08,ARC 10,6127,820,13.4,2012,1,1.1,3607,529,14.7,508,269,53,{66C8CC53-F51C-4220-B7D8-44955F9B29ED},
851,023309,13089023309,233.09,ARC 10,9407,942,10,2766,9,8.6,6126,522,8.5,515,182,35.3,{FF24653D-3F8A-4677-B5C8-52067E2820A2},
852,023211,13089023211,232.11,ARC 10,3016,357,11.8,692,1,1.4,2060,272,13.2,264,75,28.4,{ACABB25E-EDEA-4496-A193-D9E03C82905F},
853,023212,13089023212,232.12,ARC 10,3604,461,12.8,816,9,9.3,2487,340,13.7,301,45,15,{52C05294-034B-41F2-8BC1-92917C838D7C},
854,023306,13089023306,233.06,ARC 10,6964,929,13.3,1953,3,2.7,4471,517,11.6,540,360,66.7,{8AFAEBE5-74BE-4629-9FCC-503CB89CBAEF},
855,023303,13089023303,233.03,ARC 10,6791,817,12,2256,4,3.7,3999,526,13.2,536,207,38.6,{725C679D-E942-45A1-99FC-E3597B050E3F},
856,021706,13089021706,217.06,ARC 10,5581,403,7.2,1120,2,1.7,3741,134,3.6,720,250,34.7,{F0BE3380-5837-4673-852A-81896F830C9A},
857,021211,13089021211,212.11,ARC 10,4782,335,7,1088,2,1.5,2574,89,3.5,1120,230,20.5,{B8ADB3F1-2630-4F75-BF12-226A8AEBD1E2},
858,021210,13089021210,212.10,ARC 10,5518,346,6.3,1475,1,1.4,3025,110,3.6,1018,216,21.2,{9AD3E2C0-40E3-4E69-ABD9-A1DE18072885},
859,021213,13089021213,212.13,ARC 10,3455,193,5.6,1102,3,3.4,1673,68,4.1,680,87,12.8,{A7F9D7A0-A9A5-4881-BE02-B5925EE84FAE},
860,021303,13089021303,213.03,ARC 10,6496,380,5.8,1989,1,1.2,4055,189,4.7,452,168,37.2,{66303169-C5EA-468F-83B1-853C3F9D7DEC},
861,021301,13089021301,213.01,ARC 10,4005,240,6,731,2,1.5,3112,194,6.2,162,35,21.6,{5069D0D2-E323-4051-B166-B4A25BC096B4},
862,021209,13089021209,212.09,ARC 10,5757,637,11.1,821,0,0,3749,92,2.5,1187,545,45.9,{03CDD1BC-51F2-413D-BE66-F4451726C3DA},
863,021405,13089021405,214.05,ARC 10,4250,138,3.2,819,0,0,3221,118,3.7,210,20,9.5,{F9FA37D6-EE18-4FC7-9BED-0800FDB8F4A2},
864,021208,13089021208,212.08,ARC 10,4023,208,5.2,807,1,1.4,2878,60,2.1,338,137,40.5,{3D13642D-1831-41AC-83A2-1B78190F12EB},
865,021204,13089021204,212.04,ARC 10,4005,72,1.8,1142,3,3,2807,38,1.4,56,0,0,{73DE9425-45C9-4CDA-AEF1-F576B2DCCBC4},
866,021202,13089021202,212.02,ARC 10,7218,651,9,1674,10,10.2,4484,208,4.6,1060,273,25.8,{74F13A1B-57C3-4E1A-9384-41467F91160D},
867,023210,13089023210,232.10,ARC 10,6509,934,14.3,1429,7,7.1,4473,670,15,607,162,26.7,{7961711A-A4A5-4686-8A09-C143865492BA},
868,023209,13089023209,232.09,ARC 10,5625,610,10.8,1486,4,4.1,3832,449,11.7,307,100,32.6,{AF63DDEC-693C-4013-AB39-12BECBF9CC93},
869,023603,13089023603,236.03,ARC 10,3435,690,20.1,752,5,5.3,2111,407,19.3,572,243,42.5,{1F668C8F-DE53-4A49-A2AB-FF7A6738B2A2},
870,021603,13089021603,216.03,ARC 10,4521,437,9.7,582,3,2.7,3348,136,4.1,591,285,48.2,{914C57B1-7DF2-4FEB-AC55-EFFE6D0F9DA3},
871,090905,13057090905,909.05,ARC 10,3572,393,11,802,0,0,2177,165,7.6,593,228,38.4,{EEB000FD-D422-4A6C-8584-22E444814828},
872,090904,13057090904,909.04,ARC 10,8533,573,6.7,2333,0,0.4,5574,458,8.2,626,106,16.9,{411C204A-579D-4235-AB93-5A2F989EF86A},
873,091007,13057091007,910.07,ARC 10,6600,619,9.4,1934,2,2.4,3894,396,10.2,772,176,22.8,{F7D40294-4CDC-449D-8CD1-E5555970F320},
874,090803,13057090803,908.03,ARC 10,10255,578,5.6,2987,2,2.3,6173,307,5,1095,202,18.4,{1D5FC832-90DD-458B-81F1-64A924D0ACAB},
875,090804,13057090804,908.04,ARC 10,9475,433,4.6,2436,1,1.4,5868,176,3,1171,224,19.1,{2AD53120-9675-451B-A766-9E301C75DCD4},
876,091008,13057091008,910.08,ARC 10,8192,345,4.2,2240,2,2.2,5284,192,3.6,668,103,15.4,{C19736E5-A73E-4287-81EF-D79230C6A631},
877,090802,13057090802,908.02,ARC 10,6928,599,8.6,1808,2,2.1,4176,253,6.1,944,308,32.6,{A0C039CD-50A4-4CD0-8415-BF80DE6DB42F},
878,090501,13057090501,905.01,ARC 10,6273,770,12.3,1434,4,3.6,3905,335,8.6,934,383,41,{02BA751D-055F-41DF-9EEC-ADE75C27050B},
879,090902,13057090902,909.02,ARC 10,14439,906,6.3,4223,4,4,8698,473,5.4,1518,263,17.3,{4E941C65-E054-4DA0-AD79-9F1337883F74},
880,091001,13057091001,910.01,ARC 10,4297,571,13.3,1156,6,6.2,2547,226,8.9,594,273,46,{1105B1FD-4302-46B6-937C-93746635943A},
881,091003,13057091003,910.03,ARC 10,7247,906,12.5,1339,7,7.3,5337,590,11.1,571,218,38.2,{1F4B5B5B-311D-4878-B134-1FD93A677A21},
882,091102,13057091102,911.02,ARC 10,8987,850,9.5,2305,3,2.7,6105,589,9.6,577,198,34.3,{9B973CA6-C24D-4DD1-B9EC-E2BA5C2DE987},
883,091101,13057091101,911.01,ARC 10,5996,605,10.1,1431,2,1.7,3952,371,9.4,613,209,34.1,{56682360-389F-42E3-9BB2-4E1A4F038E5B},
884,091103,13057091103,911.03,ARC 10,8657,981,11.3,1765,2,1.8,6089,630,10.3,803,319,39.7,{31E2B250-408E-4ED1-926D-326A33AAC5A6},
885,090701,13057090701,907.01,ARC 10,18810,1775,9.4,5058,0,0,11937,1167,9.8,1815,608,33.5,{9E47CEAD-5865-4132-982C-1658C4EDD7BC},
886,110601,13297110601,1106.01,ARC 20,4644,633,13.6,1145,5,4.7,2863,307,10.7,636,272,42.8,{32CBEB74-16A5-4320-9D0C-9CC1C0A1D150},
887,110507,13297110507,1105.07,ARC 20,7599,982,12.9,1963,1,0.8,4457,531,11.9,1179,436,37,{BF79C028-83F1-45A0-8B8B-E20AC0D284EC},
888,110506,13297110506,1105.06,ARC 20,5143,650,12.6,1227,7,6.8,3203,321,10,713,246,34.5,{D5C6F9EB-6138-47FD-A4BC-DD0A79BAB04C},
889,110603,13297110603,1106.03,ARC 20,4552,622,13.7,1163,4,4.4,2866,370,12.9,523,201,38.4,{DDE11705-12D0-4087-9E12-12487C1085BC},
890,110602,13297110602,1106.02,ARC 20,5325,569,10.7,1434,7,7.1,3168,228,7.2,723,239,33.1,{EB876474-9A57-48E0-8821-407D1838670B},
891,110504,13297110504,1105.04,ARC 20,4924,769,15.6,1530,1,0.7,2715,468,17.2,679,291,42.9,{17CC80FB-FEEC-4CFC-B13E-F3AF43B8D57A},
892,110508,13297110508,1105.08,ARC 20,5110,618,12.1,1295,4,3.6,2914,237,8.1,901,334,37.1,{0187DF18-C5FF-43A6-B709-78D770593D3C},
893,110503,13297110503,1105.03,ARC 20,3466,283,8.2,954,4,3.8,2184,134,6.1,328,113,34.5,{6BA351C2-61F7-4CDF-B93E-CB134C6CA9ED},
894,110505,13297110505,1105.05,ARC 20,4223,358,8.5,1297,1,1,2539,204,8,387,141,36.4,{A58DA887-A378-481C-BD18-27DD307B857F},
895,110800,13297110800,1108,ARC 20,6884,656,9.5,1843,0,0,4126,481,11.7,915,175,19.1,{E4C9772B-5022-43AA-92EA-63AD13918767},
896,110700,13297110700,1107,ARC 20,7091,1434,20.2,1614,11,11.4,4398,753,17.1,1079,497,46.1,{208182AA-8F90-49CF-B275-C154040B4CC0},
897,110400,13297110400,1104,ARC 20,6497,749,11.5,1946,2,1.8,3906,509,13,645,205,31.8,{F4958688-0E10-4607-9708-74F9AF208A3B},
898,110300,13297110300,1103,ARC 20,6929,1190,17.2,1991,1,1.3,4041,724,17.9,897,441,49.2,{AB523EC9-CF2C-4215-8216-EC4A402D7D38},
899,110200,13297110200,1102,ARC 20,4225,587,13.9,896,4,4,2606,283,10.9,723,268,37.1,{499B97BB-E892-49B6-BA0C-84DA0560D818},
900,110100,13297110100,1101,ARC 20,8859,786,8.9,2111,0,0,5631,394,7,1117,392,35.1,{5BBDE8DF-4ED5-4E85-8284-028C7CF42394},
901,091005,13057091005,910.05,ARC 10,8019,680,8.5,1862,10,10,5174,306,5.9,983,188,19.1,{33BC5EE2-1B51-4E42-9AF5-D0F7DBEFEA39},
902,091006,13057091006,910.06,ARC 10,4894,321,6.6,1369,2,2.1,3030,182,6,495,110,22.2,{8E89688C-E58F-45B0-B58D-F5AEE41D3606},
903,090400,13057090400,904,ARC 10,9750,1426,14.6,2661,4,4.3,6007,698,11.6,1082,613,56.7,{FE2698D0-6AAC-402F-B731-1B8EE2E5769C},
904,090601,13057090601,906.01,ARC 10,7065,750,10.6,1968,0,0.4,4440,387,8.7,657,355,54,{2DB7D3FC-D6FF-4E2A-8148-4C3B908CF24B},
905,090901,13057090901,909.01,ARC 10,7778,754,9.7,2094,0,0.4,4899,479,9.8,785,266,33.9,{056B06BD-2C75-4304-850E-C28EBA556911},
906,090602,13057090602,906.02,ARC 10,8280,1029,12.4,2411,2,2.2,4870,580,11.9,999,397,39.7,{467A2283-447C-4F09-9423-D1BB7EBF7316},
907,090200,13057090200,902,ARC 10,8078,1106,13.7,1622,1,0.6,5113,646,12.6,1343,451,33.6,{68604FE6-C77F-4365-8F3D-3DBCA9C93852},
