OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Civilian_nonInstitutional_Pop,Civ_nonInstitution_Pop_wDisabil,Pct_Civ_nonInstitut_Pop_wDisab,Civ_nonInstitut_Pop_under_18yrs,Civ_nonInst_under18_wDisab,Pct_Civ_nonInst_under18_wDisab,Civ_nonInst_Pop_18_to_64,Civ_nonInst_18_to_64_wDisab,Pct_Civ_nonInst_18to64_wDisab,Civ_nonInst_Pop_65years_up,Civ_nonInst_65up_wDisab,Pct_Civ_nonInst_65up_wDisab,GlobalID,last_edited_date
908,090702,13057090702,907.02,ARC 10,7688,680,8.8,1875,4,3.7,5087,402,7.9,726,208,28.7,{089B2837-7BCF-4B28-94DF-A1619315322E},
909,090502,13057090502,905.02,ARC 10,13932,1153,8.3,4599,2,2,7498,412,5.5,1835,651,35.5,{3CA23688-A4ED-41FC-9394-8CBF142A7D2D},
910,090100,13057090100,901,ARC 10,8908,1059,11.9,2166,2,1.9,5527,471,8.5,1215,546,44.9,{29896E86-69CF-40CE-BE03-71AA4CCB252F},
911,090300,13057090300,903,ARC 10,12388,1023,8.3,3791,1,1.2,6884,587,8.5,1713,389,22.7,{B81EEBA1-45C2-48F7-AA5D-D611D1A8D561},
912,180206,13013180206,1802.06,ARC 20,2716,491,18.1,588,0,0,1638,296,18.1,490,195,39.8,{5D0E9918-30C4-478E-B265-2C4DEBEB82EA},
913,180205,13013180205,1802.05,ARC 20,4389,863,19.7,1233,9,9.1,2589,442,17.1,567,309,54.5,{8A59CD6B-B94D-454A-BCA2-F49AEDCF4997},
914,180402,13013180402,1804.02,ARC 20,6093,769,12.6,1519,2,1.6,3924,372,9.5,650,372,57.2,{6A776594-3CAF-40E1-B6BA-E77D4978903D},
915,180303,13013180303,1803.03,ARC 20,4323,603,13.9,1308,5,5,2570,304,11.8,445,234,52.6,{07526DCD-FE8B-4BF3-9DDD-FBE35CB11773},
916,180106,13013180106,1801.06,ARC 20,2831,346,12.2,697,10,10,1877,210,11.2,257,66,25.7,{6BF83DA2-1195-43BA-B340-AAB0E63B2E33},
917,180103,13013180103,1801.03,ARC 20,4674,546,11.7,1295,6,6,2874,271,9.4,505,197,39,{9BE7CD46-B0E7-474F-9076-8FFE759A07AB},
918,180401,13013180401,1804.01,ARC 20,5468,735,13.4,1572,7,7,3360,385,11.5,536,240,44.8,{D207F16C-729F-4B2B-81E3-5550281CFACD},
919,180203,13013180203,1802.03,ARC 20,3421,354,10.3,922,7,6.6,2229,181,8.1,270,112,41.5,{EB8DFE87-F848-49ED-830B-B955037D6CB4},
920,180503,13013180503,1805.03,ARC 20,5565,545,9.8,1852,2,1.7,3173,353,11.1,540,160,29.6,{517E8312-0B26-40DA-8A96-9B1703EAA510},
921,180502,13013180502,1805.02,ARC 20,4548,660,14.5,1181,0,0.2,2894,453,15.7,473,205,43.3,{BBE814E8-7ECE-45F7-93CB-F8FDC7D8DAB8},
922,180204,13013180204,1802.04,ARC 20,2581,385,14.9,795,5,4.7,1498,230,15.4,288,118,41,{30520637-DEAD-486B-9E93-2B86C584DD37},
923,180501,13013180501,1805.01,ARC 20,5682,777,13.7,1625,2,2,3544,596,16.8,513,148,28.8,{94B82F42-1A7E-4B17-8B63-A787D800C942},
924,180301,13013180301,1803.01,ARC 20,2167,292,13.5,532,2,1.5,1336,167,12.5,299,117,39.1,{A429082A-64EB-416B-88A5-BC286855DDAC},
925,180302,13013180302,1803.02,ARC 20,5507,815,14.8,1450,12,12.4,3335,391,11.7,722,244,33.8,{ADB9D294-2603-4663-B923-BC9D198F4D1E},
926,180105,13013180105,1801.05,ARC 20,2802,279,10,820,4,3.7,1742,146,8.4,240,103,42.9,{9B1DBDAC-F109-4C6E-822C-7F9DFC9D414D},
927,180104,13013180104,1801.04,ARC 20,1976,148,7.5,618,2,2.3,1220,115,9.4,138,19,13.8,{254435D5-85D1-47FF-ADCA-C047C25E4851},
928,180107,13013180107,1801.07,ARC 20,3853,536,13.9,927,12,11.5,2502,223,8.9,424,206,48.6,{4BBC70D2-F2EF-4FFE-BA15-58A1FD3D12D5},
929,180108,13013180108,1801.08,ARC 20,3202,365,11.4,776,0,0,2060,270,13.1,366,95,26,{53F42766-4C97-4AEB-851B-E76A9A581A3A},
930,120104,13223120104,1201.04,ARC 20,2367,165,7,570,1,1.4,1514,47,3.1,283,110,38.9,{54B501B1-C081-4C5D-A0E2-8E2569D041B0},
931,120604,13223120604,1206.04,ARC 20,5643,405,7.2,1889,3,3.2,3294,197,6,460,148,32.2,{23FA2FC8-8006-4B80-8310-FD9937154C38},
932,120601,13223120601,1206.01,ARC 20,4392,421,9.6,1076,5,4.6,3021,222,7.3,295,150,50.8,{2F06D440-AEE6-4809-8984-38992E540029},
933,120603,13223120603,1206.03,ARC 20,6200,446,7.2,1399,0,0,4170,333,8,631,113,17.9,{592F5B06-49A6-42FF-94CA-8AB777308A7D},
934,120501,13223120501,1205.01,ARC 20,6212,647,10.4,1548,0,0,4245,485,11.4,419,162,38.7,{6FC1B402-9C8A-4DB8-B941-F303B500C0D0},
935,120203,13223120203,1202.03,ARC 20,5053,695,13.8,954,6,5.5,3466,465,13.4,633,178,28.1,{559422C8-4C02-4779-A639-64A5463ABF4C},
936,120101,13223120101,1201.01,ARC 20,11896,546,4.6,3874,1,0.8,7090,288,4.1,932,228,24.5,{8EBEF279-E569-4DD4-8FE1-667D7FF5575B},
937,120502,13223120502,1205.02,ARC 20,9023,893,9.9,2323,8,7.9,6122,533,8.7,578,177,30.6,{6A7090CA-6923-4071-A4D0-C76B16756CF5},
938,120503,13223120503,1205.03,ARC 20,5256,350,6.7,1390,3,2.9,3438,189,5.5,428,120,28,{D3458230-CB03-4A29-9569-DAF6A03A4596},
939,120605,13223120605,1206.05,ARC 20,6207,726,11.7,1602,1,1.2,3978,411,10.3,627,296,47.2,{3B009BC6-D673-4C25-BEB7-9073C18B2395},
940,120602,13223120602,1206.02,ARC 20,9702,979,10.1,3167,5,4.6,5871,648,11,664,186,28,{50CAE5FF-B2F8-4063-9F49-35165C4A4A0D},
941,120204,13223120204,1202.04,ARC 20,6661,914,13.7,1550,3,2.6,4317,502,11.6,794,371,46.7,{95FF6082-2019-4D5C-8EE7-3AFC179CA66B},
942,120301,13223120301,1203.01,ARC 20,5289,425,8,1382,1,1.4,3169,125,3.9,738,281,38.1,{FBEBBCAE-F526-4287-97CD-0495E443C4FB},
943,120303,13223120303,1203.03,ARC 20,1833,291,15.9,533,6,5.8,1066,156,14.6,234,104,44.4,{5F62A510-7588-4562-94C3-2AD75B47F3A6},
944,120102,13223120102,1201.02,ARC 20,11497,851,7.4,3568,2,2.1,7176,602,8.4,753,174,23.1,{F4827001-A1E5-4045-B184-B3916730E5F6},
945,120103,13223120103,1201.03,ARC 20,9652,915,9.5,3369,7,7.3,5499,395,7.2,784,274,34.9,{421DCEE6-5BDB-4CCD-8A14-B069ED05920D},
946,120302,13223120302,1203.02,ARC 20,13833,1169,8.5,4414,3,2.8,8464,674,8,955,373,39.1,{FA752340-0726-42D9-A735-5B581AB9EEA9},
947,120202,13223120202,1202.02,ARC 20,7744,1090,14.1,1847,6,6.3,4904,674,13.7,993,299,30.1,{91645667-3417-4FE1-83C1-516BDAF1B328},
948,120400,13223120400,1204,ARC 20,18278,2171,11.9,5379,1,0.7,11269,1267,11.2,1630,865,53.1,{57FB12A7-C835-449F-AE78-D06392FC8507},
