OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,U_S__Native,Percent_U_S__Native,USnative_Born_in_US,Pct_USnative_Born_US,USnative_Born_State_Resid,Pct_USnative_Born_State_Resid,US_Native_Born_Diff_State,Pct_US_Natv_Born_inDiff_State,Foreign_Born,Percent_Foreign_Born,ForBorn_Nat_UScitizen,Pct_ForBorn_Nat_UScitizen,ForeignBorn_notUS_Citizen,Pct_ForBorn_notUS_Citizen,GlobalID,last_edited_date
290,070106,13151070106,701.06,ARC 10,5852,90.3,5815,89.7,3815,58.9,2000,30.9,628,9.7,243,38.7,385,61.3,{AAEC948A-B2FC-4A91-A74E-C8D9AD963EE4},
291,070203,13151070203,702.03,ARC 10,13249,91,13170,90.5,7495,51.5,5675,39,1303,9,1025,78.7,278,21.3,{824A1020-F468-46E5-ABCA-70BCA9B9E796},
292,070402,13151070402,704.02,ARC 10,11651,97.3,11578,96.7,8463,70.7,3115,26,322,2.7,169,52.5,153,47.5,{6307A8CF-94ED-4001-9D5C-353C45E6133F},
293,960101,13015960101,9601.01,ARC 20,1464,99.3,1443,97.9,1004,68.1,439,29.8,10,0.7,10,100,0,0,{87C52104-0D10-4B5D-8250-33DAF718DA27},
294,960402,13015960402,9604.02,ARC 20,8627,97.5,8516,96.2,5884,66.5,2632,29.7,225,2.5,40,17.8,185,82.2,{18017FF2-F2F8-4D72-AB58-9830CAC60CEE},
295,960901,13015960901,9609.01,ARC 20,3125,96.6,3116,96.3,2248,69.5,868,26.8,111,3.4,17,15.3,94,84.7,{908AD0BF-AE70-4107-A3BD-A14D0B1476B7},
296,960102,13015960102,9601.02,ARC 20,9015,97.8,8921,96.8,5453,59.2,3468,37.6,203,2.2,101,49.8,102,50.2,{AB13A197-F475-4731-91DD-F275900CB35B},
297,960802,13015960802,9608.02,ARC 20,2608,92.4,2579,91.4,1645,58.3,934,33.1,215,7.6,19,8.8,196,91.2,{29611DBD-BD9F-43D1-B895-B1E5F9FDE05D},
298,961000,13015961000,9610,ARC 20,7561,98.5,7557,98.4,4913,64,2644,34.4,116,1.5,77,66.4,39,33.6,{ACE42B61-80C3-476B-BFAC-B4262E305328},
299,960801,13015960801,9608.01,ARC 20,3321,95.3,3304,94.8,2149,61.7,1155,33.1,164,4.7,91,55.5,73,44.5,{80DFE59E-FF94-4A13-B545-053B16888116},
300,960300,13015960300,9603,ARC 20,6272,94.5,6117,92.1,4156,62.6,1961,29.5,368,5.5,67,18.2,301,81.8,{906C111C-0199-4CCB-87CA-C90FE464198A},
301,960902,13015960902,9609.02,ARC 20,6159,97.5,6076,96.2,4440,70.3,1636,25.9,155,2.5,118,76.1,37,23.9,{857C7F07-39FD-486F-A7E5-CC1FF3DBD063},
302,960500,13015960500,9605,ARC 20,7632,93.5,7593,93,5534,67.8,2059,25.2,530,6.5,55,10.4,475,89.6,{70F30C1B-9F48-483E-9DBB-66EA8241C2CD},
303,960600,13015960600,9606,ARC 20,8880,95.2,8852,94.9,6311,67.7,2541,27.3,443,4.8,104,23.5,339,76.5,{B9BEE0FE-106B-4417-8C70-DBDD2D66C198},
304,960200,13015960200,9602,ARC 20,11452,97.5,11374,96.8,8568,72.9,2806,23.9,299,2.5,191,63.9,108,36.1,{B03C531F-6CBB-49DA-AB35-7A003A59E222},
305,960401,13015960401,9604.01,ARC 20,8612,91.7,8535,90.9,5632,60,2903,30.9,775,8.3,192,24.8,583,75.2,{EBDF40C0-1BE9-48B9-94A3-0CAB3BED985F},
306,960803,13015960803,9608.03,ARC 20,5462,95.5,5445,95.2,3864,67.5,1581,27.6,260,4.5,89,34.2,171,65.8,{FDC6CFED-6E07-4B6E-A638-671F5B101E33},
307,960700,13015960700,9607,ARC 20,6530,89.8,6484,89.2,4205,57.8,2279,31.3,742,10.2,23,3.1,719,96.9,{B2BC5239-F8A3-45A8-99DF-07DE7EC8FBE7},
308,050319,13135050319,503.19,ARC 10,3647,56.8,3520,54.8,2036,31.7,1484,23.1,2778,43.2,429,15.4,2349,84.6,{8359DC21-E779-45C1-BB4B-BE91F31619EC},
309,050219,13135050219,502.19,ARC 10,2569,68.2,2509,66.6,898,23.8,1611,42.8,1198,31.8,635,53,563,47,{E18F32BE-FB48-4DF9-A553-68CCF1B3733E},
310,050211,13135050211,502.11,ARC 10,2887,55,2690,51.2,1192,22.7,1498,28.5,2365,45,840,35.5,1525,64.5,{82622417-4A56-497A-A3CE-4EE1F20DF60E},
311,050215,13135050215,502.15,ARC 10,2040,60.4,1967,58.2,570,16.9,1397,41.3,1340,39.6,571,42.6,769,57.4,{EED2C7A2-B816-454A-A573-26B6D6A464D6},
312,050216,13135050216,502.16,ARC 10,5181,57.4,5161,57.2,2966,32.9,2195,24.3,3843,42.6,2050,53.3,1793,46.7,{2A2782F8-5E6B-4FCE-9840-C82B35CE11BB},
313,050527,13135050527,505.27,ARC 10,5357,84.4,5231,82.4,2522,39.7,2709,42.7,993,15.6,554,55.8,439,44.2,{E81590FF-6DE7-4E9B-97E2-CF28FC331FE1},
314,050549,13135050549,505.49,ARC 10,3962,76.3,3932,75.7,1615,31.1,2317,44.6,1234,23.7,499,40.4,735,59.6,{98C37BBC-797B-4F7D-93F8-8D1FC097A15E},
315,050540,13135050540,505.40,ARC 10,5314,75.4,5287,75.1,2089,29.7,3198,45.4,1730,24.6,1053,60.9,677,39.1,{C01D63C3-F323-4F46-A363-BF9C9FA46910},
316,050722,13135050722,507.22,ARC 10,2842,76.9,2728,73.8,1195,32.3,1533,41.5,852,23.1,378,44.4,474,55.6,{B55C4A6C-BBC0-4FAA-8C0A-B205341A22F7},
317,050729,13135050729,507.29,ARC 10,2769,84.1,2675,81.3,1305,39.6,1370,41.6,523,15.9,340,65,183,35,{55D6E309-B7A2-4B72-B586-E4462CAE6BED},
318,050725,13135050725,507.25,ARC 10,5088,85.9,5028,84.8,2247,37.9,2781,46.9,838,14.1,468,55.8,370,44.2,{A457F5E2-FD12-4D99-A038-AF51C40519B6},
319,050730,13135050730,507.30,ARC 10,5707,80.8,5592,79.1,2956,41.8,2636,37.3,1359,19.2,873,64.2,486,35.8,{8FCD45CD-250A-4CB1-9F9A-30105FCABC72},
320,050728,13135050728,507.28,ARC 10,11803,85.9,11364,82.7,5650,41.1,5714,41.6,1933,14.1,1164,60.2,769,39.8,{D47DB03B-8F0C-4CC1-B2C7-9635AFD6A1CA},
321,050731,13135050731,507.31,ARC 10,8380,89.2,8282,88.2,4482,47.7,3800,40.4,1015,10.8,624,61.5,391,38.5,{0B5C1B1D-6845-46FF-8E27-F279D287D55B},
322,050609,13135050609,506.09,ARC 10,10620,92.1,10538,91.4,4905,42.5,5633,48.8,912,7.9,528,57.9,384,42.1,{4F47CC38-36E7-4A67-A7B3-6A4A558A40CB},
323,050610,13135050610,506.10,ARC 10,14717,87.5,14085,83.7,6098,36.2,7987,47.5,2108,12.5,1668,79.1,440,20.9,{E5A8066E-01F4-4C88-AA4F-3AC1F33EE24F},
324,050541,13135050541,505.41,ARC 10,3928,65.5,3627,60.5,1937,32.3,1690,28.2,2065,34.5,494,23.9,1571,76.1,{E40B8EF5-E6AA-4888-A4F1-CC6D665E26AD},
325,050524,13135050524,505.24,ARC 10,4268,69.3,4053,65.8,2226,36.1,1827,29.6,1894,30.7,529,27.9,1365,72.1,{7A0CA4A8-2AEC-4A5D-934B-20623A3ECA3D},
326,050547,13135050547,505.47,ARC 10,6969,85.4,6731,82.5,3723,45.6,3008,36.8,1194,14.6,620,51.9,574,48.1,{6462CEBD-035C-4D73-9F6D-1D83F203BF7B},
327,050523,13135050523,505.23,ARC 10,5480,78.1,5363,76.4,2069,29.5,3294,46.9,1536,21.9,566,36.8,970,63.2,{A91400DC-BF55-4FDD-A2A3-49CA57BF1A4D},
328,050724,13135050724,507.24,ARC 10,14165,89.3,13569,85.5,6204,39.1,7365,46.4,1700,10.7,1058,62.2,642,37.8,{7CFC59FD-F7CC-4E29-9C0D-598B661ADFEA},
329,050543,13135050543,505.43,ARC 10,5218,73.2,5165,72.4,2678,37.5,2487,34.9,1914,26.8,1047,54.7,867,45.3,{B91C279A-C43C-4DE6-BE4D-BCE8BF632B4E},
330,050545,13135050545,505.45,ARC 10,7944,69.7,7784,68.3,4131,36.2,3653,32.1,3453,30.3,1519,44,1934,56,{C13A1D0B-D4F8-4306-A9BC-36B1F5004210},
331,050727,13135050727,507.27,ARC 10,8100,77.2,8023,76.5,3275,31.2,4748,45.3,2390,22.8,1489,62.3,901,37.7,{FEE6286A-7F0E-45CE-AF18-5BB244A7FDBD},
332,050548,13135050548,505.48,ARC 10,9126,82.8,8996,81.6,4515,41,4481,40.7,1894,17.2,926,48.9,968,51.1,{84D8F56D-BA0B-492F-85F2-05B65F2E8926},
333,050546,13135050546,505.46,ARC 10,12344,73.2,12022,71.3,7171,42.5,4851,28.8,4513,26.8,2532,56.1,1981,43.9,{66FC7CFA-25F8-4780-82B6-CFB8E35BDC51},
334,050726,13135050726,507.26,ARC 10,7984,85.3,7939,84.8,4447,47.5,3492,37.3,1374,14.7,573,41.7,801,58.3,{2906C6FA-69F6-4DFD-86A8-6FF8CDFB2FBE},
335,050608,13135050608,506.08,ARC 10,14455,83.3,14218,81.9,7966,45.9,6252,36,2900,16.7,1067,36.8,1833,63.2,{F64AE723-24B9-481F-91FF-EC30C69F81AE},
336,050607,13135050607,506.07,ARC 10,14452,84.2,13992,81.5,6583,38.4,7409,43.2,2707,15.8,1100,40.6,1607,59.4,{9C426D67-3072-4BB6-88B6-4C3880B8A708},
337,050542,13135050542,505.42,ARC 10,3518,73.3,3503,73,1374,28.6,2129,44.4,1280,26.7,627,49,653,51,{333B2A60-590B-4655-8F8F-E988AEA43C2C},
338,050536,13135050536,505.36,ARC 10,3453,68.4,3419,67.7,1578,31.3,1841,36.5,1595,31.6,537,33.7,1058,66.3,{FBBB4452-D915-4AFB-BD31-7B6C7FF3682C},
339,050537,13135050537,505.37,ARC 10,3679,76.1,3604,74.5,1535,31.7,2069,42.8,1156,23.9,414,35.8,742,64.2,{999EB1C4-191B-49E6-9FE2-25C6316A85A2},
340,050539,13135050539,505.39,ARC 10,3093,61.5,2884,57.3,1673,33.2,1211,24.1,1940,38.5,841,43.4,1099,56.6,{B68E986B-19FC-443B-8147-A00B511E7624},
341,050544,13135050544,505.44,ARC 10,8853,74.4,8496,71.4,3626,30.5,4870,41,3039,25.6,1762,58,1277,42,{0DBCE946-705A-4D49-82C9-D60D9BF16D65},
342,050535,13135050535,505.35,ARC 10,4953,69.4,4458,62.5,1902,26.6,2556,35.8,2185,30.6,887,40.6,1298,59.4,{88A6F7B0-6177-4D48-A1A1-0AF6F36EB7BD},
343,050532,13135050532,505.32,ARC 10,5342,67.3,5218,65.7,2857,36,2361,29.7,2596,32.7,1628,62.7,968,37.3,{D43632B7-AE34-4F67-A2B9-1FC24CC459C7},
344,050534,13135050534,505.34,ARC 10,5128,61.2,4803,57.3,2603,31.1,2200,26.3,3247,38.8,1382,42.6,1865,57.4,{702771EE-6B82-4596-BBE7-913E483CE24C},
345,050723,13135050723,507.23,ARC 10,6264,84.3,5992,80.6,2607,35.1,3385,45.5,1169,15.7,812,69.5,357,30.5,{67E6031F-62A3-49AB-903D-4895BC73232E},
346,050435,13135050435,504.35,ARC 10,2531,71.8,2373,67.4,1406,39.9,967,27.4,992,28.2,341,34.4,651,65.6,{CF40B5CA-8197-4975-AEF9-2EC3B04612C2},
347,050531,13135050531,505.31,ARC 10,6411,73.9,5976,68.9,3390,39.1,2586,29.8,2261,26.1,683,30.2,1578,69.8,{140F788E-71AC-4368-881D-16A2041508AA},
348,050533,13135050533,505.33,ARC 10,4681,58.8,4580,57.5,2323,29.2,2257,28.3,3285,41.2,1659,50.5,1626,49.5,{4034A86A-7C47-402B-B70E-7C8BFA92EDAF},
349,050436,13135050436,504.36,ARC 10,4009,60.8,3835,58.1,2154,32.6,1681,25.5,2590,39.2,1070,41.3,1520,58.7,{41C05841-5892-4E28-B004-9BC1A0D580D4},
350,050433,13135050433,504.33,ARC 10,1599,68.4,1571,67.2,885,37.9,686,29.4,738,31.6,281,38.1,457,61.9,{A2FC351F-DABA-4FD4-AE72-966B0A556CB6},
351,050432,13135050432,504.32,ARC 10,3833,63.2,3743,61.7,1601,26.4,2142,35.3,2233,36.8,1236,55.4,997,44.6,{2F0D2F9E-1595-4E70-9CAA-371CA6B32623},
352,050434,13135050434,504.34,ARC 10,3474,43.9,3394,42.9,1955,24.7,1439,18.2,4440,56.1,708,15.9,3732,84.1,{9C218100-8C07-44D6-944A-B9A32E095FDB},
353,050321,13135050321,503.21,ARC 10,3938,87.5,3915,86.9,1810,40.2,2105,46.7,565,12.5,412,72.9,153,27.1,{E19428DA-36A8-415D-8089-28CCBE801B06},
354,100903,13217100903,1009.03,ARC 20,5552,90.5,5456,88.9,3458,56.4,1998,32.6,583,9.5,288,49.4,295,50.6,{D1756D27-8C68-429B-BB33-6829EE9D07E8},
355,100902,13217100902,1009.02,ARC 20,5400,92.1,5270,89.8,3811,65,1459,24.9,466,7.9,102,21.9,364,78.1,{574FE79C-2514-4212-A135-5609C9F45498},
356,100901,13217100901,1009.01,ARC 20,9502,94.7,9469,94.4,6381,63.6,3088,30.8,532,5.3,387,72.7,145,27.3,{5BDB3E07-6EE4-4D68-AC11-51CB4E90A8F2},
357,100201,13217100201,1002.01,ARC 20,5930,98,5906,97.6,4328,71.5,1578,26.1,124,2,34,27.4,90,72.6,{47C35BCE-9D1F-45C2-9693-5F87D9C984E9},
358,100501,13217100501,1005.01,ARC 20,14150,91.3,13724,88.5,8051,51.9,5673,36.6,1354,8.7,884,65.3,470,34.7,{ECE399DA-6ADC-49BC-AAEF-E5FDC291EBD1},
359,100800,13217100800,1008,ARC 20,9632,98.8,9612,98.6,6501,66.7,3111,31.9,114,1.2,113,99.1,1,0.9,{8611D0BA-E711-4349-93F0-85C2459EDBA2},
360,100202,13217100202,1002.02,ARC 20,4979,98.7,4979,98.7,3574,70.8,1405,27.8,67,1.3,46,68.7,21,31.3,{BE19ABE0-4286-42A5-B302-61B97B1CE6C4},
361,100700,13217100700,1007,ARC 20,5914,96.3,5838,95.1,4128,67.2,1710,27.9,225,3.7,79,35.1,146,64.9,{7B94F129-D60B-4ADD-8798-65A388AF69C7},
362,100600,13217100600,1006,ARC 20,5257,94.1,5221,93.5,3394,60.8,1827,32.7,327,5.9,163,49.8,164,50.2,{B0AA389A-9721-4EB9-BDF1-93F4C3A2E3AC},
363,100502,13217100502,1005.02,ARC 20,7413,88.5,7306,87.2,4131,49.3,3175,37.9,961,11.5,529,55,432,45,{EF28F98B-B764-4EAA-8665-1BF9FCBB13B5},
364,100400,13217100400,1004,ARC 20,3425,95.8,3421,95.6,2438,68.2,983,27.5,152,4.2,11,7.2,141,92.8,{13FEFAFD-FD9D-4D25-A17A-94B0D5DA158F},
365,100300,13217100300,1003,ARC 20,8746,95.4,8495,92.7,6465,70.5,2030,22.1,422,4.6,104,24.6,318,75.4,{4A2CCC05-5FDF-453B-B90B-A31C651B93FF},
366,100100,13217100100,1001,ARC 20,10811,94.7,10779,94.4,7109,62.3,3670,32.1,607,5.3,481,79.2,126,20.8,{5E84DCAE-F1B2-4D2E-8E0B-C71128861F53},
367,050322,13135050322,503.22,ARC 10,4318,91.2,4268,90.1,1865,39.4,2403,50.7,418,8.8,325,77.8,93,22.2,{7AFFDE90-1035-48D7-8A3C-34D217535B2A},
368,050318,13135050318,503.18,ARC 10,1860,62.1,1825,61,746,24.9,1079,36.1,1133,37.9,351,31,782,69,{15011FB4-5DB8-4273-AC53-CC9E770C0746},
369,050320,13135050320,503.20,ARC 10,3399,54.4,3237,51.8,2007,32.1,1230,19.7,2852,45.6,417,14.6,2435,85.4,{4E4FEF9C-AC0E-4606-90B9-FFD436904618},
370,050317,13135050317,503.17,ARC 10,2501,67.7,2348,63.6,1010,27.3,1338,36.2,1192,32.3,70,5.9,1122,94.1,{F59AA164-390D-4D52-9CD6-06616B1E7AE0},
371,050220,13135050220,502.20,ARC 10,4985,80,4886,78.4,2086,33.5,2800,44.9,1250,20,486,38.9,764,61.1,{B78F4D9F-D5AE-4ED9-A338-3E7BDBFFC70E},
372,050214,13135050214,502.14,ARC 10,6762,77.2,6614,75.5,3252,37.1,3362,38.4,1993,22.8,1239,62.2,754,37.8,{1887FEA5-6841-412E-9595-940841AFC334},
373,050218,13135050218,502.18,ARC 10,2974,75.2,2806,70.9,1080,27.3,1726,43.6,982,24.8,300,30.5,682,69.5,{266123C1-7A60-4BFC-8F9C-95F09C9A4E30},
374,050209,13135050209,502.09,ARC 10,6175,61.6,5898,58.8,2666,26.6,3232,32.2,3854,38.4,1192,30.9,2662,69.1,{E9387EE5-5EE2-42DD-A2BA-D6BBE71B3A7D},
375,050217,13135050217,502.17,ARC 10,7141,70.3,6815,67.1,2946,29,3869,38.1,3020,29.7,1863,61.7,1157,38.3,{A3F16F25-2FFA-4D2D-9946-DC693C3BE384},
376,050529,13135050529,505.29,ARC 10,3095,77.1,3074,76.6,1380,34.4,1694,42.2,920,22.9,545,59.2,375,40.8,{78CA7864-AE61-4099-98A2-781685041239},
377,050530,13135050530,505.30,ARC 10,4583,75.6,4356,71.9,1801,29.7,2555,42.2,1477,24.4,802,54.3,675,45.7,{CCE25677-4D29-4912-9C38-E4F3C136B4A2},
378,050538,13135050538,505.38,ARC 10,5450,69.5,5054,64.5,2220,28.3,2834,36.1,2390,30.5,1460,61.1,930,38.9,{18A75731-C2C4-46AB-A4CC-4283832F41B2},
379,050525,13135050525,505.25,ARC 10,6113,74.5,6038,73.6,2911,35.5,3127,38.1,2090,25.5,1165,55.7,925,44.3,{9F805D66-1EAE-4F18-85DF-C7475CEFBE05},
380,050528,13135050528,505.28,ARC 10,4138,79.1,4095,78.3,1881,36,2214,42.3,1092,20.9,555,50.8,537,49.2,{2E9BC276-2203-40F6-A8A0-B996FD9905AF},
381,050605,13135050605,506.05,ARC 10,11936,82.3,11716,80.8,6183,42.6,5533,38.2,2564,17.7,1496,58.3,1068,41.7,{B3F6FABF-1000-49B4-B295-9212DEE46750},
382,050606,13135050606,506.06,ARC 10,19100,81.5,19082,81.5,9497,40.5,9585,40.9,4326,18.5,2291,53,2035,47,{B8659251-7B95-4BB3-96D5-01510A020AAD},
383,050210,13135050210,502.10,ARC 10,5299,76.5,5227,75.5,2704,39,2523,36.4,1627,23.5,558,34.3,1069,65.7,{6D5FD93F-FC0D-4853-997F-997B488CFF64},
384,050213,13135050213,502.13,ARC 10,9426,72.5,9357,71.9,3851,29.6,5506,42.3,3582,27.5,1669,46.6,1913,53.4,{2AF658CD-AAF6-4009-94B4-9786306BE6EE},
385,050208,13135050208,502.08,ARC 10,4906,74.7,4788,72.9,2285,34.8,2503,38.1,1665,25.3,691,41.5,974,58.5,{B3176557-BB86-44A4-A22A-19FD305B4F26},
386,050212,13135050212,502.12,ARC 10,11170,87.7,11025,86.6,5122,40.2,5903,46.4,1563,12.3,1171,74.9,392,25.1,{A491DEC8-068B-42EC-ACCD-7E42D3240141},
387,050109,13135050109,501.09,ARC 10,6520,82.8,6471,82.2,3426,43.5,3045,38.7,1357,17.2,547,40.3,810,59.7,{79064CDA-F021-47F6-8270-BF715836C316},
388,050107,13135050107,501.07,ARC 10,6445,88.1,6089,83.3,3025,41.4,3064,41.9,867,11.9,355,40.9,512,59.1,{BAD33268-659C-4903-9559-B2ABBECB6768},
389,050108,13135050108,501.08,ARC 10,8098,84,8002,83.1,3109,32.3,4893,50.8,1537,16,935,60.8,602,39.2,{06D8C998-CE5A-45CE-8CF8-4890235C01F5},
390,050105,13135050105,501.05,ARC 10,3121,81.6,3106,81.2,2321,60.7,785,20.5,704,18.4,146,20.7,558,79.3,{F2F7F16E-2084-4F8D-8CCF-DB42DBEB3CAA},
391,050103,13135050103,501.03,ARC 10,8938,84.9,8633,82,4846,46,3787,36,1586,15.1,957,60.3,629,39.7,{A1A0F524-FCAA-48BB-AF7B-4CEEB5CFB3E8},
392,050422,13135050422,504.22,ARC 10,4595,54.1,4562,53.7,2599,30.6,1963,23.1,3903,45.9,665,17,3238,83,{449F87E7-C77D-4B6B-992A-1079848A849F},
393,050304,13135050304,503.04,ARC 10,3050,60.8,3030,60.4,1351,26.9,1679,33.5,1969,39.2,396,20.1,1573,79.9,{0140456F-DFB7-4146-AD25-6D40BF9F7ED2},
394,050419,13135050419,504.19,ARC 10,3995,50.6,3894,49.3,2442,30.9,1452,18.4,3904,49.4,1461,37.4,2443,62.6,{A8C453C3-A21B-4C11-BF77-2D42648BF74F},
395,050306,13135050306,503.06,ARC 10,2537,52.1,2490,51.2,1745,35.8,745,15.3,2331,47.9,430,18.4,1901,81.6,{33DCFEBD-94F3-43E2-84C4-3BC2A951D196},
396,050106,13135050106,501.06,ARC 10,8105,70.8,7857,68.7,4737,41.4,3120,27.3,3338,29.2,1018,30.5,2320,69.5,{F19DDC97-3E83-4917-B831-9FF9B699722D},
397,050205,13135050205,502.05,ARC 10,3400,79.8,3270,76.8,1359,31.9,1911,44.9,859,20.2,538,62.6,321,37.4,{8DF803B4-B80C-4E03-9364-904FD32834D4},
398,050417,13135050417,504.17,ARC 10,3325,55.2,3277,54.4,2001,33.2,1276,21.2,2701,44.8,347,12.8,2354,87.2,{BCA4150E-3A4F-4F4E-B9C4-3DB7A4E309A8},
399,050314,13135050314,503.14,ARC 10,6784,67.2,6699,66.3,3332,33,3367,33.3,3313,32.8,1143,34.5,2170,65.5,{C9455619-B709-4017-B6DA-6E451DAFD267},
400,050308,13135050308,503.08,ARC 10,3278,83.5,3236,82.4,1485,37.8,1751,44.6,649,16.5,448,69,201,31,{5C1FC56E-55C4-4490-BD16-D78255A39A48},
401,050309,13135050309,503.09,ARC 10,6315,77.8,6267,77.2,2241,27.6,4026,49.6,1801,22.2,1360,75.5,441,24.5,{9D1010F0-77C1-4637-9F42-28773CBB5814},
402,050313,13135050313,503.13,ARC 10,5495,67.8,5325,65.7,3144,38.8,2181,26.9,2606,32.2,1085,41.6,1521,58.4,{F93CA7C0-3073-4F9D-B187-E41203B37930},
403,050311,13135050311,503.11,ARC 10,2272,83.2,2232,81.7,1164,42.6,1068,39.1,460,16.8,233,50.7,227,49.3,{D1613387-2342-4C2A-A5C1-E9B5AA82D847},
404,050310,13135050310,503.10,ARC 10,4329,81.2,4276,80.2,1521,28.5,2755,51.7,1000,18.8,594,59.4,406,40.6,{4F4702BA-D066-445F-969F-22A86E9A43D3},
405,050424,13135050424,504.24,ARC 10,4753,60.1,4661,58.9,2835,35.8,1826,23.1,3158,39.9,916,29,2242,71,{7877D7EA-BE1B-433D-96FD-B04C61F5529E},
406,050421,13135050421,504.21,ARC 10,4802,65.8,4665,63.9,2732,37.4,1933,26.5,2496,34.2,681,27.3,1815,72.7,{A42F6568-B3C6-4B1D-836E-44E54EB8F3C9},
407,050315,13135050315,503.15,ARC 10,4362,76.2,4249,74.2,2032,35.5,2217,38.7,1362,23.8,314,23.1,1048,76.9,{F286326F-B1AB-4830-A9D9-1E37BE09B4F3},
408,050418,13135050418,504.18,ARC 10,3974,54.8,3921,54.1,2359,32.5,1562,21.5,3280,45.2,781,23.8,2499,76.2,{4F9A1828-B6EA-4280-AE5F-87791C7C2C98},
409,050521,13135050521,505.21,ARC 10,4374,79,4123,74.4,2232,40.3,1891,34.1,1164,21,393,33.8,771,66.2,{18D0F105-170C-42AB-AB30-40BCC1881865},
410,050522,13135050522,505.22,ARC 10,3872,72.6,3761,70.5,2007,37.6,1754,32.9,1462,27.4,843,57.7,619,42.3,{AD0B5E85-142B-48E8-AF07-FDD50AB87AC3},
411,050520,13135050520,505.20,ARC 10,3865,79.8,3808,78.6,1900,39.2,1908,39.4,979,20.2,348,35.5,631,64.5,{4DE41714-3616-44CB-849F-765F710E0900},
412,050511,13135050511,505.11,ARC 10,6986,62.4,6717,60,3630,32.4,3087,27.6,4205,37.6,1860,44.2,2345,55.8,{FD4A8284-9A87-41EA-852B-79811E7BA541},
413,050714,13135050714,507.14,ARC 10,4640,84.9,4544,83.2,1962,35.9,2582,47.3,824,15.1,541,65.7,283,34.3,{170358FA-5E36-4867-8B2F-A1AEDB0BCF6F},
414,050429,13135050429,504.29,ARC 10,6020,82.4,5910,80.9,2664,36.5,3246,44.4,1284,17.6,805,62.7,479,37.3,{F2527B39-B65B-4540-B37C-183C0C130F30},
415,050713,13135050713,507.13,ARC 10,6479,84.7,6453,84.3,3095,40.4,3358,43.9,1173,15.3,660,56.3,513,43.7,{F6DD31CE-B043-4744-AB74-AE17E9F72BAF},
416,050423,13135050423,504.23,ARC 10,4276,58.4,4230,57.7,2430,33.2,1800,24.6,3050,41.6,779,25.5,2271,74.5,{596A3A1C-7D4B-4536-887B-73CC78F02F5F},
417,050410,13135050410,504.10,ARC 10,3428,59.4,3265,56.6,1894,32.8,1371,23.8,2344,40.6,824,35.2,1520,64.8,{9F01267C-396D-4DE9-8543-049DFA07C031},
418,050720,13135050720,507.20,ARC 10,7401,93.3,7357,92.7,3825,48.2,3532,44.5,533,6.7,518,97.2,15,2.8,{7C9662B4-5259-40DE-88F5-996D12507B6E},
419,050712,13135050712,507.12,ARC 10,5937,87.6,5715,84.3,2341,34.5,3374,49.8,842,12.4,468,55.6,374,44.4,{543C837F-546A-4925-94B2-D768BCEDBD54},
420,050719,13135050719,507.19,ARC 10,4404,80.8,4372,80.2,2477,45.5,1895,34.8,1044,19.2,473,45.3,571,54.7,{C76D4996-E3F7-4A34-B38D-B726D5C9333A},
421,050721,13135050721,507.21,ARC 10,8008,82.4,7772,80,3183,32.8,4589,47.2,1710,17.6,864,50.5,846,49.5,{9E27DC7E-84DB-40A4-9F6C-436EC05364F0},
422,050709,13135050709,507.09,ARC 10,10638,84.4,10480,83.2,5345,42.4,5135,40.8,1960,15.6,961,49,999,51,{255A1B56-5465-4289-BB80-6370BABAD94E},
423,050715,13135050715,507.15,ARC 10,4529,78,4369,75.2,2198,37.8,2171,37.4,1281,22,487,38,794,62,{D70D31A4-68E7-4C04-9C8D-43648818B367},
424,050415,13135050415,504.15,ARC 10,3153,86.3,3056,83.6,1261,34.5,1795,49.1,502,13.7,438,87.3,64,12.7,{C5AD5C80-A23B-4919-B22F-43E2A8155489},
425,050718,13135050718,507.18,ARC 10,7279,86.9,7006,83.6,3370,40.2,3636,43.4,1102,13.1,895,81.2,207,18.8,{73AAD935-3F14-4FEF-8143-5392679E3A7D},
426,050427,13135050427,504.27,ARC 10,4875,77.4,4833,76.7,2427,38.5,2406,38.2,1423,22.6,789,55.4,634,44.6,{23EDE809-62DB-4D16-BBA8-AEC57544AE2A},
427,050428,13135050428,504.28,ARC 10,5213,77,4961,73.3,2498,36.9,2463,36.4,1558,23,927,59.5,631,40.5,{7005EA3B-F678-48B0-AC57-58E5D66F26D4},
428,050416,13135050416,504.16,ARC 10,3143,89.2,3073,87.2,1746,49.5,1327,37.6,382,10.8,137,35.9,245,64.1,{7BBB1ACC-6E22-4E69-9933-EDE2AABFC062},
429,050425,13135050425,504.25,ARC 10,4528,83.1,4502,82.6,2502,45.9,2000,36.7,920,16.9,626,68,294,32,{2B7778EA-743B-46FC-B52C-D351D6435117},
430,050526,13135050526,505.26,ARC 10,3083,63.7,2964,61.2,1486,30.7,1478,30.5,1758,36.3,546,31.1,1212,68.9,{7714ADCE-CF0F-457F-9E58-4897D25C7CAD},
431,050431,13135050431,504.31,ARC 10,5171,61.6,5082,60.5,3064,36.5,2018,24,3226,38.4,1214,37.6,2012,62.4,{9A0FB647-B0D2-485C-BD16-D58C46CB8AAC},
